Date,NORWAY MID GROWTH Mid Cap
2001-01-01,1296.435
2001-01-02,1374.197
2001-01-03,1268.844
2001-01-04,1344.489
2001-01-05,1343.424
2001-01-08,1322.878
2001-01-09,1256.608
2001-01-10,1254.906
2001-01-11,1237.023
2001-01-12,1272.871
2001-01-15,1298.191
2001-01-16,1286.379
2001-01-17,1355.723
2001-01-18,1397.588
2001-01-19,1384.797
2001-01-22,1314.89
2001-01-23,1325.113
2001-01-24,1344.13
2001-01-25,1309.214
2001-01-26,1302.745
2001-01-29,1186.2
2001-01-30,1245.865
2001-01-31,1338.224
2001-02-01,1355.313
2001-02-02,1340.201
2001-02-05,1318.589
2001-02-06,1318.327
2001-02-07,1290.936
2001-02-08,1271.262
2001-02-09,1243.78
2001-02-12,1221.407
2001-02-13,1237.445
2001-02-14,1206.499
2001-02-15,1193.683
2001-02-16,1238.724
2001-02-19,1314.476
2001-02-20,1267.444
2001-02-21,1271.687
2001-02-22,1285.169
2001-02-23,1270.495
2001-02-26,1281.486
2001-02-27,1252.927
2001-02-28,1246.082
2001-03-01,1214.922
2001-03-02,1220.471
2001-03-05,1235.964
2001-03-06,1321.355
2001-03-07,1298.266
2001-03-08,1315.56
2001-03-09,1313.925
2001-03-12,1288.423
2001-03-13,1259.964
2001-03-14,1198.905
2001-03-15,1193.75
2001-03-16,1179.908
2001-03-19,1120.844
2001-03-20,1164.203
2001-03-21,1113.829
2001-03-22,1046.587
2001-03-23,1053.53
2001-03-26,1086.576
2001-03-27,1119.52
2001-03-28,1108.377
2001-03-29,1075.983
2001-03-30,1106.216
2001-04-02,1091.056
2001-04-03,1061.114
2001-04-04,1091.549
2001-04-05,1189.589
2001-04-06,1150.788
2001-04-09,1149.364
2001-04-10,1186.393
2001-04-11,1161.346
2001-04-12,1172.371
2001-04-13,1172.371
2001-04-16,1160.432
2001-04-17,1130.839
2001-04-18,1150.152
2001-04-19,1129.874
2001-04-20,1121.366
2001-04-23,1136.33
2001-04-24,1146.355
2001-04-25,1166.192
2001-04-26,1176.547
2001-04-27,1198.202
2001-04-30,1188.213
2001-05-01,1195.23
2001-05-02,1229.691
2001-05-03,1220.874
2001-05-04,1228.659
2001-05-07,1240.609
2001-05-08,1228.067
2001-05-09,1191.222
2001-05-10,1240.818
2001-05-11,1204.088
2001-05-14,1167.435
2001-05-15,1188.171
2001-05-16,1212.346
2001-05-17,1212.466
2001-05-18,1242.098
2001-05-21,1331.919
2001-05-22,1304.587
2001-05-23,1292.805
2001-05-24,1293.422
2001-05-25,1288.952
2001-05-28,1303.435
2001-05-29,1292.859
2001-05-30,1280.171
2001-05-31,1261.669
2001-06-01,1266.329
2001-06-04,1268.124
2001-06-05,1280.812
2001-06-06,1277.047
2001-06-07,1283.537
2001-06-08,1271.53
2001-06-11,1244.437
2001-06-12,1206.119
2001-06-13,1223.575
2001-06-14,1193.442
2001-06-15,1182.709
2001-06-18,1220.567
2001-06-19,1225.693
2001-06-20,1209.623
2001-06-21,1191.501
2001-06-22,1215.379
2001-06-25,1240.74
2001-06-26,1184.533
2001-06-27,1204.378
2001-06-28,1180.735
2001-06-29,1198.496
2001-07-02,1203.704
2001-07-03,1203.749
2001-07-04,1195.611
2001-07-05,1174.47
2001-07-06,1191.471
2001-07-09,1205.842
2001-07-10,1204.062
2001-07-11,1230.253
2001-07-12,1243.539
2001-07-13,1114.671
2001-07-16,1091.888
2001-07-17,1087.62
2001-07-18,1081.92
2001-07-19,1108.3
2001-07-20,1097.315
2001-07-23,1101.685
2001-07-24,1082.021
2001-07-25,1064.32
2001-07-26,1051.396
2001-07-27,1091.131
2001-07-30,1101.209
2001-07-31,1104.635
2001-08-01,1114.533
2001-08-02,1125.575
2001-08-03,1117.33
2001-08-06,1094.077
2001-08-07,1085.436
2001-08-08,1087.804
2001-08-09,1073.194
2001-08-10,1085.416
2001-08-13,1092.864
2001-08-14,1091.486
2001-08-15,1085.794
2001-08-16,1094.565
2001-08-17,1077.863
2001-08-20,1033.22
2001-08-21,1021.013
2001-08-22,1022.778
2001-08-23,1011.104
2001-08-24,1021.875
2001-08-27,1024.194
2001-08-28,1022.574
2001-08-29,971.049
2001-08-30,957.27
2001-08-31,955.868
2001-09-03,973.348
2001-09-04,1018.277
2001-09-05,999.659
2001-09-06,1017.767
2001-09-07,997.404
2001-09-10,956.594
2001-09-11,962.394
2001-09-12,924.57
2001-09-13,954.457
2001-09-14,932.936
2001-09-17,915.294
2001-09-18,890.684
2001-09-19,896.532
2001-09-20,859.381
2001-09-21,794.374
2001-09-24,829.319
2001-09-25,895.837
2001-09-26,869.604
2001-09-27,867.501
2001-09-28,890.279
2001-10-01,902.01
2001-10-02,898.554
2001-10-03,882.619
2001-10-04,888.133
2001-10-05,855.123
2001-10-08,820.871
2001-10-09,825.002
2001-10-10,828.947
2001-10-11,850.832
2001-10-12,837.681
2001-10-15,846.768
2001-10-16,880.903
2001-10-17,890.332
2001-10-18,865.962
2001-10-19,846.821
2001-10-22,859.905
2001-10-23,874.767
2001-10-24,896.926
2001-10-25,890.926
2001-10-26,903.704
2001-10-29,906.49
2001-10-30,892.906
2001-10-31,887.366
2001-11-01,861.412
2001-11-02,849.031
2001-11-05,880.33
2001-11-06,864.708
2001-11-07,869.364
2001-11-08,890.502
2001-11-09,902.022
2001-11-12,868.626
2001-11-13,881.108
2001-11-14,896.209
2001-11-15,903.07
2001-11-16,933.981
2001-11-19,903.863
2001-11-20,904.61
2001-11-21,887.341
2001-11-22,889.321
2001-11-23,884.448
2001-11-26,886.413
2001-11-27,912.419
2001-11-28,908.741
2001-11-29,893.17
2001-11-30,906.574
2001-12-03,889.159
2001-12-04,896.509
2001-12-05,885.294
2001-12-06,856.543
2001-12-07,853.668
2001-12-10,846.836
2001-12-11,846.45
2001-12-12,868.771
2001-12-13,859.303
2001-12-14,863.089
2001-12-17,848.561
2001-12-18,837.985
2001-12-19,835.386
2001-12-20,830.122
2001-12-21,838.639
2001-12-24,827.931
2001-12-25,827.931
2001-12-26,829.056
2001-12-27,860.896
2001-12-28,875.292
2001-12-31,881.645
2002-01-01,881.645
2002-01-02,889.595
2002-01-03,912.539
2002-01-04,892.162
2002-01-07,880.467
2002-01-08,874.666
2002-01-09,873.352
2002-01-10,885.256
2002-01-11,869.665
2002-01-14,879.693
2002-01-15,783.58
2002-01-16,759.485
2002-01-17,782.386
2002-01-18,761.413
2002-01-21,761.345
2002-01-22,750.705
2002-01-23,747.302
2002-01-24,768.902
2002-01-25,765.003
2002-01-28,785.836
2002-01-29,784.527
2002-01-30,768.816
2002-01-31,766.51
2002-02-01,759.241
2002-02-04,773.675
2002-02-05,769.247
2002-02-06,784.668
2002-02-07,807.207
2002-02-08,803.835
2002-02-11,797.826
2002-02-12,787.93
2002-02-13,791.784
2002-02-14,780.092
2002-02-15,778.972
2002-02-18,782.123
2002-02-19,778.686
2002-02-20,778.613
2002-02-21,779.603
2002-02-22,843.031
2002-02-25,831.452
2002-02-26,835.71
2002-02-27,833.967
2002-02-28,831.015
2002-03-01,825.2
2002-03-04,824.988
2002-03-05,836.172
2002-03-06,846.658
2002-03-07,870.586
2002-03-08,865.507
2002-03-11,861.074
2002-03-12,866.346
2002-03-13,874.649
2002-03-14,879.628
2002-03-15,865.98
2002-03-18,877.18
2002-03-19,914.115
2002-03-20,900.834
2002-03-21,916.015
2002-03-22,919.578
2002-03-25,910.905
2002-03-26,908.418
2002-03-27,903.56
2002-03-28,904.015
2002-03-29,904.015
2002-04-01,910.838
2002-04-02,900.345
2002-04-03,890.792
2002-04-04,872.568
2002-04-05,880.346
2002-04-08,864.814
2002-04-09,877.92
2002-04-10,869.315
2002-04-11,870.205
2002-04-12,851.346
2002-04-15,851.115
2002-04-16,861.606
2002-04-17,857.687
2002-04-18,870.131
2002-04-19,863.696
2002-04-22,858.12
2002-04-23,860.531
2002-04-24,858.665
2002-04-25,847.166
2002-04-26,858.501
2002-04-29,850.745
2002-04-30,845.526
2002-05-01,850.738
2002-05-02,861.314
2002-05-03,867.994
2002-05-06,869.258
2002-05-07,850.308
2002-05-08,880.196
2002-05-09,881.749
2002-05-10,884.428
2002-05-13,883.316
2002-05-14,878.489
2002-05-15,889.496
2002-05-16,895.009
2002-05-17,904.574
2002-05-20,907.238
2002-05-21,904.163
2002-05-22,907.368
2002-05-23,903.234
2002-05-24,903.108
2002-05-27,895.309
2002-05-28,894.16
2002-05-29,868.748
2002-05-30,858.811
2002-05-31,877.217
2002-06-03,869.677
2002-06-04,858.017
2002-06-05,856.87
2002-06-06,867.734
2002-06-07,849.686
2002-06-10,861.497
2002-06-11,860.568
2002-06-12,865.404
2002-06-13,881.422
2002-06-14,875.527
2002-06-17,876.893
2002-06-18,885.989
2002-06-19,879.044
2002-06-20,864.14
2002-06-21,865.081
2002-06-24,849.957
2002-06-25,842.547
2002-06-26,831.658
2002-06-27,849.231
2002-06-28,856.826
2002-07-01,868.674
2002-07-02,872.295
2002-07-03,868.131
2002-07-04,874.361
2002-07-05,880.469
2002-07-08,898.459
2002-07-09,904.027
2002-07-10,900.978
2002-07-11,884.642
2002-07-12,878.484
2002-07-15,886.856
2002-07-16,861.732
2002-07-17,855.059
2002-07-18,850.953
2002-07-19,841.259
2002-07-22,804.857
2002-07-23,780.766
2002-07-24,752.761
2002-07-25,784.239
2002-07-26,782.26
2002-07-29,776.562
2002-07-30,770.74
2002-07-31,771.221
2002-08-01,767.037
2002-08-02,772.205
2002-08-05,755.519
2002-08-06,742.014
2002-08-07,755.62
2002-08-08,758.735
2002-08-09,778.891
2002-08-12,783.514
2002-08-13,815.838
2002-08-14,804.19
2002-08-15,811.814
2002-08-16,799.523
2002-08-19,795.474
2002-08-20,806.742
2002-08-21,783.276
2002-08-22,786.836
2002-08-23,790.97
2002-08-26,785.76
2002-08-27,790.687
2002-08-28,775.627
2002-08-29,761.311
2002-08-30,782.985
2002-09-02,771.82
2002-09-03,760.302
2002-09-04,749.265
2002-09-05,738.789
2002-09-06,745.113
2002-09-09,744.627
2002-09-10,730.616
2002-09-11,739.301
2002-09-12,736.201
2002-09-13,726.462
2002-09-16,730.249
2002-09-17,722.115
2002-09-18,717.163
2002-09-19,698.528
2002-09-20,691.568
2002-09-23,706.044
2002-09-24,689.402
2002-09-25,681.445
2002-09-26,686.591
2002-09-27,684.836
2002-09-30,709.069
2002-10-01,720.103
2002-10-02,750.352
2002-10-03,737.109
2002-10-04,758.824
2002-10-07,753.26
2002-10-08,751.907
2002-10-09,755.496
2002-10-10,746.552
2002-10-11,761.76
2002-10-14,753.808
2002-10-15,755.613
2002-10-16,736.404
2002-10-17,723.251
2002-10-18,701.604
2002-10-21,724.805
2002-10-22,709.836
2002-10-23,715.524
2002-10-24,702.364
2002-10-25,703.574
2002-10-28,703.184
2002-10-29,691.356
2002-10-30,683.003
2002-10-31,703.627
2002-11-01,701.518
2002-11-04,725.408
2002-11-05,729.298
2002-11-06,720.265
2002-11-07,727.196
2002-11-08,731.096
2002-11-11,728.019
2002-11-12,709.989
2002-11-13,723.986
2002-11-14,721.581
2002-11-15,735.932
2002-11-18,749.499
2002-11-19,737.593
2002-11-20,719.511
2002-11-21,733.936
2002-11-22,730.749
2002-11-25,722.882
2002-11-26,726.103
2002-11-27,729.332
2002-11-28,746.772
2002-11-29,765.967
2003-05-30,1000.0
2003-06-02,1010.734
2003-06-03,1000.376
2003-06-04,1000.385
2003-06-05,990.778
2003-06-06,1008.957
2003-06-09,1010.837
2003-06-10,1004.436
2003-06-11,994.993
2003-06-12,970.177
2003-06-13,969.934
2003-06-16,994.151
2003-06-17,999.247
2003-06-18,978.547
2003-06-19,984.239
2003-06-20,966.098
2003-06-23,957.262
2003-06-24,941.228
2003-06-25,936.775
2003-06-26,940.164
2003-06-27,960.407
2003-06-30,921.018
2003-07-01,906.168
2003-07-02,922.598
2003-07-03,919.848
2003-07-04,924.524
2003-07-07,927.204
2003-07-08,924.85
2003-07-09,916.547
2003-07-10,901.89
2003-07-11,904.823
2003-07-14,897.909
2003-07-15,902.625
2003-07-16,918.954
2003-07-17,915.747
2003-07-18,916.926
2003-07-21,922.902
2003-07-22,924.577
2003-07-23,969.201
2003-07-24,989.945
2003-07-25,1002.015
2003-07-28,999.341
2003-07-29,985.424
2003-07-30,982.077
2003-07-31,972.823
2003-08-01,981.307
2003-08-04,988.163
2003-08-05,995.701
2003-08-06,1001.85
2003-08-07,1003.198
2003-08-08,991.444
2003-08-11,985.283
2003-08-12,986.178
2003-08-13,987.144
2003-08-14,989.273
2003-08-15,994.275
2003-08-18,982.779
2003-08-19,986.696
2003-08-20,981.335
2003-08-21,969.812
2003-08-22,956.499
2003-08-25,942.195
2003-08-26,923.251
2003-08-27,917.715
2003-08-28,933.3
2003-08-29,946.019
2003-09-01,961.915
2003-09-02,954.59
2003-09-03,967.993
2003-09-04,981.944
2003-09-05,994.303
2003-09-08,1007.444
2003-09-09,1006.777
2003-09-10,1000.717
2003-09-11,1000.432
2003-09-12,1008.795
2003-09-15,1002.175
2003-09-16,1002.927
2003-09-17,1015.887
2003-09-18,1020.274
2003-09-19,1032.468
2003-09-22,1027.035
2003-09-23,1036.137
2003-09-24,1045.446
2003-09-25,1030.542
2003-09-26,994.636
2003-09-29,1012.851
2003-09-30,986.2
2003-10-01,1020.782
2003-10-02,1019.905
2003-10-03,1028.635
2003-10-06,1040.857
2003-10-07,1043.322
2003-10-08,1086.873
2003-10-09,1102.957
2003-10-10,1112.512
2003-10-13,1114.419
2003-10-14,1103.189
2003-10-15,1114.556
2003-10-16,1123.025
2003-10-17,1125.91
2003-10-20,1131.272
2003-10-21,1145.551
2003-10-22,1147.528
2003-10-23,1139.583
2003-10-24,1154.521
2003-10-27,1172.318
2003-10-28,1179.609
2003-10-29,1166.141
2003-10-30,1235.373
2003-10-31,1206.433
2003-11-03,1206.578
2003-11-04,1188.684
2003-11-05,1179.92
2003-11-06,1231.589
2003-11-07,1258.723
2003-11-10,1253.151
2003-11-11,1246.375
2003-11-12,1276.079
2003-11-13,1281.728
2003-11-14,1267.973
2003-11-17,1226.296
2003-11-18,1253.255
2003-11-19,1264.657
2003-11-20,1256.922
2003-11-21,1285.161
2003-11-24,1297.11
2003-11-25,1303.989
2003-11-26,1317.388
2003-11-27,1336.24
2003-11-28,1334.839
2003-12-01,1360.104
2003-12-02,1393.563
2003-12-03,1430.078
2003-12-04,1424.885
2003-12-05,1427.108
2003-12-08,1445.34
2003-12-09,1481.757
2003-12-10,1459.37
2003-12-11,1431.818
2003-12-12,1414.506
2003-12-15,1405.359
2003-12-16,1389.264
2003-12-17,1385.264
2003-12-18,1395.159
2003-12-19,1397.969
2003-12-22,1397.937
2003-12-23,1401.008
2003-12-24,1397.235
2003-12-25,1397.235
2003-12-26,1395.262
2003-12-29,1420.541
2003-12-30,1434.898
2003-12-31,1449.014
2004-01-01,1449.014
2004-01-02,1443.763
2004-01-05,1494.167
2004-01-06,1485.439
2004-01-07,1467.622
2004-01-08,1483.511
2004-01-09,1505.037
2004-01-12,1510.305
2004-01-13,1528.077
2004-01-14,1548.275
2004-01-15,1516.301
2004-01-16,1533.606
2004-01-19,1536.176
2004-01-20,1571.938
2004-01-21,1596.386
2004-01-22,1645.322
2004-01-23,1599.666
2004-01-26,1625.14
2004-01-27,1635.469
2004-01-28,1598.691
2004-01-29,1539.779
2004-01-30,1561.207
2004-02-02,1569.478
2004-02-03,1570.962
2004-02-04,1562.586
2004-02-05,1569.841
2004-02-06,1580.972
2004-02-09,1649.528
2004-02-10,1594.69
2004-02-11,1556.565
2004-02-12,1601.631
2004-02-13,1535.674
2004-02-16,1511.402
2004-02-17,1552.191
2004-02-18,1570.188
2004-02-19,1571.032
2004-02-20,1535.787
2004-02-23,1537.58
2004-02-24,1534.851
2004-02-25,1525.384
2004-02-26,1503.126
2004-02-27,1523.683
2004-03-01,1580.996
2004-03-02,1577.765
2004-03-03,1538.737
2004-03-04,1536.049
2004-03-05,1580.622
2004-03-08,1581.181
2004-03-09,1584.57
2004-03-10,1516.522
2004-03-11,1498.494
2004-03-12,1505.057
2004-03-15,1479.238
2004-03-16,1507.579
2004-03-17,1501.007
2004-03-18,1528.417
2004-03-19,1566.701
2004-03-22,1547.442
2004-03-23,1532.789
2004-03-24,1518.456
2004-03-25,1531.398
2004-03-26,1544.404
2004-03-29,1594.484
2004-03-30,1512.199
2004-03-31,1536.387
2004-04-01,1541.72
2004-04-02,1530.698
2004-04-05,1535.851
2004-04-06,1545.97
2004-04-07,1566.85
2004-04-08,1560.267
2004-04-09,1560.267
2004-04-12,1546.933
2004-04-13,1547.4
2004-04-14,1519.501
2004-04-15,1531.736
2004-04-16,1520.586
2004-04-19,1517.156
2004-04-20,1522.311
2004-04-21,1512.593
2004-04-22,1514.534
2004-04-23,1499.722
2004-04-26,1478.116
2004-04-27,1474.777
2004-04-28,1439.209
2004-04-29,1440.072
2004-04-30,1456.925
2004-05-03,1446.08
2004-05-04,1454.352
2004-05-05,1513.387
2004-05-06,1530.178
2004-05-07,1510.469
2004-05-10,1452.612
2004-05-11,1446.715
2004-05-12,1434.744
2004-05-13,1456.415
2004-05-14,1461.62
2004-05-17,1467.758
2004-05-18,1482.898
2004-05-19,1541.312
2004-05-20,1531.414
2004-05-21,1521.158
2004-05-24,1527.905
2004-05-25,1558.57
2004-05-26,1586.571
2004-05-27,1609.601
2004-05-28,1626.636
2004-05-31,1626.636
2004-11-30,623.538
2004-12-01,625.03
2004-12-02,605.477
2004-12-03,591.275
2004-12-06,613.407
2004-12-07,608.804
2004-12-08,587.183
2004-12-09,574.124
2004-12-10,553.325
2004-12-13,549.815
2004-12-14,562.601
2004-12-15,559.098
2004-12-16,554.979
2004-12-17,549.459
2004-12-20,562.073
2004-12-21,568.884
2004-12-22,569.571
2004-12-23,569.829
2004-12-24,570.961
2004-12-27,561.703
2004-12-28,555.414
2004-12-29,551.979
2004-12-30,552.076
2004-12-31,552.044
2005-01-03,539.276
2005-01-04,522.399
2005-01-05,519.944
2005-01-06,518.254
2005-01-07,520.401
2005-01-10,526.682
2005-01-11,528.549
2005-01-12,530.947
2005-01-13,542.137
2005-01-14,549.948
2005-01-17,545.82
2005-01-18,561.046
2005-01-19,556.675
2005-01-20,530.987
2005-01-21,526.3
2005-01-24,521.436
2005-01-25,519.896
2005-01-26,519.32
2005-01-27,535.759
2005-01-28,544.531
2005-01-31,555.192
2005-02-01,568.384
2005-02-02,585.989
2005-02-03,589.102
2005-02-04,592.921
2005-02-07,586.097
2005-02-08,576.342
2005-02-09,581.161
2005-02-10,588.319
2005-02-11,593.544
2005-02-14,605.283
2005-02-15,622.196
2005-02-16,612.296
2005-02-17,626.742
2005-02-18,619.009
2005-02-21,637.86
2005-02-22,643.755
2005-02-23,646.196
2005-02-24,671.669
2005-02-25,681.007
2005-02-28,699.432
2005-03-01,699.648
2005-03-02,705.188
2005-03-03,704.436
2005-03-04,710.109
2005-03-07,703.196
2005-03-08,699.169
2005-03-09,685.189
2005-03-10,675.571
2005-03-11,698.07
2005-03-14,707.666
2005-03-15,719.782
2005-03-16,718.08
2005-03-17,729.592
2005-03-18,722.109
2005-03-21,721.017
2005-03-22,721.64
2005-03-23,697.077
2005-03-24,692.514
2005-03-25,692.514
2005-03-28,687.115
2005-03-29,680.913
2005-03-30,671.37
2005-03-31,691.973
2005-04-01,703.353
2005-04-04,700.978
2005-04-05,689.653
2005-04-06,695.321
2005-04-07,707.715
2005-04-08,700.867
2005-04-11,690.612
2005-04-12,694.783
2005-04-13,700.555
2005-04-14,678.666
2005-04-15,661.219
2005-04-18,643.664
2005-04-19,664.111
2005-04-20,664.252
2005-04-21,667.34
2005-04-22,664.99
2005-04-25,666.367
2005-04-26,657.821
2005-04-27,638.789
2005-04-28,623.537
2005-04-29,617.338
2005-05-02,628.701
2005-05-03,640.166
2005-05-04,635.607
2005-05-05,634.937
2005-05-06,648.905
2005-05-09,647.013
2005-05-10,645.463
2005-05-11,641.532
2005-05-12,638.221
2005-05-13,609.899
2005-05-16,608.301
2005-05-17,608.547
2005-05-18,627.47
2005-05-19,628.386
2005-05-20,634.87
2005-05-23,632.616
2005-05-24,641.396
2005-05-25,653.863
2005-05-26,663.209
2005-05-27,663.133
2005-05-30,664.171
2005-05-31,660.277
2005-06-01,680.626
2005-06-02,682.297
2005-06-03,673.374
2005-06-06,669.645
2005-06-07,679.778
2005-06-08,704.003
2005-06-09,687.838
2005-06-10,679.666
2005-06-13,653.737
2005-06-14,663.65
2005-06-15,669.219
2005-06-16,684.103
2005-06-17,699.06
2005-06-20,706.348
2005-06-21,703.656
2005-06-22,713.248
2005-06-23,699.174
2005-06-24,691.155
2005-06-27,678.298
2005-06-28,688.27
2005-06-29,683.276
2005-06-30,704.895
2005-07-01,691.442
2005-07-04,689.829
2005-07-05,697.572
2005-07-06,724.11
2005-07-07,704.091
2005-07-08,718.204
2005-07-11,751.57
2005-07-12,728.464
2005-07-13,710.68
2005-07-14,698.381
2005-07-15,676.565
2005-07-18,691.861
2005-07-19,692.968
2005-07-20,686.733
2005-07-21,713.919
2005-07-22,716.502
2005-07-25,714.282
2005-07-26,717.761
2005-07-27,717.194
2005-07-28,738.056
2005-07-29,766.102
2005-08-01,768.381
2005-08-02,804.867
2005-08-03,782.458
2005-08-04,787.382
2005-08-05,769.999
2005-08-08,778.864
2005-08-09,776.63
2005-08-10,767.506
2005-08-11,767.663
2005-08-12,747.119
2005-08-15,740.511
2005-08-16,746.661
2005-08-17,729.322
2005-08-18,716.448
2005-08-19,723.489
2005-08-22,719.701
2005-08-23,736.989
2005-08-24,736.774
2005-08-25,726.243
2005-08-26,734.887
2005-08-29,727.28
2005-08-30,736.751
2005-08-31,735.213
2005-09-01,763.71
2005-09-02,811.336
2005-09-05,800.658
2005-09-06,807.558
2005-09-07,806.666
2005-09-08,787.407
2005-09-09,791.478
2005-09-12,780.358
2005-09-13,786.078
2005-09-14,796.341
2005-09-15,788.998
2005-09-16,778.052
