Date,NORWAY MID GROWTH Mid Cap
2005-09-19,778.915
2005-09-20,810.62
2005-09-21,805.549
2005-09-22,801.292
2005-09-23,773.896
2005-09-26,777.191
2005-09-27,769.899
2005-09-28,780.359
2005-09-29,787.226
2005-09-30,803.138
2005-10-03,796.981
2005-10-04,797.542
2005-10-05,805.731
2005-10-06,759.085
2005-10-07,778.241
2005-10-10,772.302
2005-10-11,760.275
2005-10-12,743.819
2005-10-13,721.295
2005-10-14,726.834
2005-10-17,716.926
2005-10-18,693.556
2005-10-19,667.229
2005-10-20,682.387
2005-10-21,715.445
2005-10-24,707.645
2005-10-25,736.31
2005-10-26,733.084
2005-10-27,713.173
2005-10-28,702.408
2005-10-31,731.1
2005-11-01,723.821
2005-11-02,725.254
2005-11-03,722.718
2005-11-04,725.52
2005-11-07,727.655
2005-11-08,716.689
2005-11-09,728.83
2005-11-10,728.216
2005-11-11,707.862
2005-11-14,721.577
2005-11-15,723.258
2005-11-16,693.324
2005-11-17,699.54
2005-11-18,706.888
2005-11-21,693.778
2005-11-22,710.03
2005-11-23,716.8
2005-11-24,714.295
2005-11-25,710.284
2005-11-28,708.809
2005-11-29,694.919
2005-11-30,681.174
2005-12-01,681.435
2005-12-02,693.794
2005-12-05,689.973
2005-12-06,678.875
2005-12-07,683.4
2005-12-08,695.636
2005-12-09,710.995
2005-12-12,714.572
2005-12-13,708.734
2005-12-14,702.404
2005-12-15,681.06
2005-12-16,685.033
2005-12-19,673.856
2005-12-20,678.057
2005-12-21,666.798
2005-12-22,670.089
2005-12-23,661.79
2005-12-26,661.79
2005-12-27,672.236
2005-12-28,658.157
2005-12-29,654.774
2005-12-30,642.964
2006-01-02,639.692
2006-01-03,686.99
2006-01-04,686.344
2006-01-05,680.028
2006-01-06,691.772
2006-01-09,687.831
2006-01-10,662.714
2006-01-11,673.544
2006-01-12,663.425
2006-01-13,657.189
2006-01-16,657.253
2006-01-17,650.397
2006-01-18,631.898
2006-01-19,640.402
2006-01-20,638.566
2006-01-23,640.032
2006-01-24,635.668
2006-01-25,644.549
2006-01-26,655.918
2006-01-27,675.47
2006-01-30,663.972
2006-01-31,655.609
2006-02-01,671.336
2006-02-02,671.381
2006-02-03,655.383
2006-02-06,667.868
2006-02-07,644.861
2006-02-08,629.242
2006-02-09,640.683
2006-02-10,629.063
2006-02-13,639.329
2006-02-14,629.686
2006-02-15,618.84
2006-02-16,618.939
2006-02-17,664.249
2006-02-20,658.191
2006-02-21,652.397
2006-02-22,647.462
2006-02-23,642.558
2006-02-24,654.988
2006-02-27,683.633
2006-02-28,674.65
2006-03-01,686.652
2006-03-02,697.746
2006-03-03,721.577
2006-03-06,717.328
2006-03-07,693.358
2006-03-08,680.448
2006-03-09,687.439
2006-03-10,687.693
2006-03-13,698.977
2006-03-14,697.405
2006-03-15,702.492
2006-03-16,706.669
2006-03-17,701.35
2006-03-20,709.717
2006-03-21,697.506
2006-03-22,703.79
2006-03-23,702.702
2006-03-24,721.012
2006-03-27,718.755
2006-03-28,711.606
2006-03-29,697.932
2006-03-30,720.548
2006-03-31,703.893
2006-04-03,713.583
2006-04-04,711.478
2006-04-05,706.445
2006-04-06,709.322
2006-04-07,705.863
2006-04-10,703.579
2006-04-11,692.79
2006-04-12,688.852
2006-04-13,686.691
2006-04-14,686.691
2006-04-17,697.952
2006-04-18,681.731
2006-04-19,707.454
2006-04-20,730.342
2006-04-21,697.225
2006-04-24,713.531
2006-04-25,710.698
2006-04-26,714.906
2006-04-27,723.234
2006-04-28,711.936
2006-05-01,713.68
2006-05-02,718.745
2006-05-03,717.936
2006-05-04,714.484
2006-05-05,711.558
2006-05-08,686.585
2006-05-09,702.741
2006-05-10,705.457
2006-05-11,710.06
2006-05-12,697.684
2006-05-15,658.608
2006-05-16,686.104
2006-05-17,684.531
2006-05-18,655.929
2006-05-19,631.197
2006-05-22,603.169
2006-05-23,672.178
2006-05-24,639.646
2006-05-25,640.895
2006-05-26,670.56
2006-05-29,679.447
2006-05-30,683.213
2006-05-31,687.028
2006-06-01,682.282
2006-06-02,688.621
2006-06-05,691.527
2006-06-06,636.603
2006-06-07,610.542
2006-06-08,555.932
2006-06-09,573.086
2006-06-12,552.624
2006-06-13,528.575
2006-06-14,539.241
2006-06-15,564.128
2006-06-16,561.799
2006-06-19,557.484
2006-06-20,556.788
2006-06-21,553.866
2006-06-22,557.264
2006-06-23,570.148
2006-06-26,573.413
2006-06-27,599.082
2006-06-28,590.943
2006-06-29,605.626
2006-06-30,619.15
2006-07-03,639.19
2006-07-04,638.715
2006-07-05,615.824
2006-07-06,621.804
2006-07-07,620.486
2006-07-10,610.024
2006-07-11,606.874
2006-07-12,624.945
2006-07-13,616.516
2006-07-14,608.378
2006-07-17,576.98
2006-07-18,555.114
2006-07-19,568.269
2006-07-20,589.844
2006-07-21,563.632
2006-07-24,570.751
2006-07-25,606.317
2006-07-26,602.346
2006-07-27,613.382
2006-07-28,610.626
2006-07-31,625.073
2006-08-01,621.751
2006-08-02,645.349
2006-08-03,625.895
2006-08-04,633.614
2006-08-07,628.512
2006-08-08,624.326
2006-08-09,616.695
2006-08-10,605.062
2006-08-11,607.09
2006-08-14,591.801
2006-08-15,590.397
2006-08-16,606.627
2006-08-17,592.409
2006-08-18,590.055
2006-08-21,614.086
2006-08-22,607.089
2006-08-23,624.336
2006-08-24,618.63
2006-08-25,618.353
2006-08-28,616.275
2006-08-29,602.948
2006-08-30,612.581
2006-08-31,612.278
2006-09-01,629.519
2006-09-04,641.249
2006-09-05,643.415
2006-09-06,633.694
2006-09-07,625.761
2006-09-08,618.108
2006-09-11,567.298
2006-09-12,568.487
2006-09-13,588.336
2006-09-14,600.571
2006-09-15,594.81
2006-09-18,604.793
2006-09-19,611.138
2006-09-20,612.845
