Date,NORWAY MID GROWTH Mid Cap
1994-05-31,1000.0
1994-06-30,990.281
1994-07-29,1050.447
1994-08-31,1038.22
1994-09-30,948.801
1994-10-31,1005.216
1994-11-30,1031.171
1994-12-30,1141.901
1995-01-31,1143.703
1995-02-28,1099.302
1995-03-31,1128.127
1995-04-28,1215.068
1995-05-31,1202.194
1995-06-30,1301.452
1995-07-31,1318.306
1995-08-31,1335.893
1995-09-29,1343.117
1995-10-31,1330.695
1995-11-30,1405.299
1995-12-29,1378.77
1996-01-31,1355.213
1996-02-29,1382.949
1996-03-29,1358.61
1996-04-30,1499.624
1996-05-31,1492.225
1996-06-28,1364.111
1996-07-31,1403.728
1996-08-30,1408.027
1996-09-30,1413.146
1996-10-31,1535.919
1996-11-29,1610.853
1996-12-31,1640.223
1997-01-31,1741.312
1997-02-28,1709.074
1997-03-31,1747.798
1997-04-30,1629.282
1997-05-30,1744.881
1997-06-30,1678.783
1997-07-31,1673.635
1997-08-29,1637.681
1997-09-30,1860.803
1997-10-31,1845.329
1997-11-28,1710.386
1997-12-31,1678.528
1998-01-30,1558.782
1998-02-27,1636.611
1998-03-31,1744.572
1998-04-30,1891.335
1998-05-29,1686.962
1998-06-30,1648.242
1998-07-31,1542.218
1998-08-31,1072.763
1998-09-30,1109.71
1998-10-30,1207.313
1998-11-30,1134.946
1998-12-31,1087.452
1999-01-29,1157.77
1999-02-26,1097.115
1999-03-31,1186.486
1999-04-30,1167.234
1999-05-31,1164.556
1999-06-30,1201.461
1999-07-30,1188.256
1999-08-31,1136.854
1999-09-30,1112.408
1999-10-29,1127.339
1999-11-30,1228.931
1999-12-31,1346.384
2000-01-31,1206.602
2000-02-29,1405.898
2000-03-31,1315.606
2000-04-28,1106.673
2000-05-31,1112.451
2000-06-30,1313.757
2000-07-31,1308.736
2000-08-31,1598.366
2000-09-29,1454.537
2000-10-31,1580.06
2000-11-30,1293.306
2000-12-29,1296.435
2001-01-31,1338.224
2001-02-28,1246.082
2001-03-30,1106.216
2001-04-30,1188.213
2001-05-31,1261.669
2001-06-29,1198.496
2001-07-31,1104.635
2001-08-31,955.868
2001-09-28,890.279
2001-10-31,887.366
2001-11-30,906.574
