Date,NORWAY MID GROWTH Mid Cap
2001-12-31,881.645
2002-01-31,766.51
2002-02-28,831.015
2002-03-29,904.015
2002-04-30,845.526
2002-05-31,877.217
2002-06-28,856.826
2002-07-31,771.221
2002-08-30,782.985
2002-09-30,709.069
2002-10-31,703.627
2002-11-29,765.967
2003-05-30,1000.0
2003-06-30,921.018
2003-07-31,972.823
2003-08-29,946.019
2003-09-30,986.2
2003-10-31,1206.433
2003-11-28,1334.839
2003-12-31,1449.014
2004-01-30,1561.207
2004-02-27,1523.683
2004-03-31,1536.387
2004-04-30,1456.925
2004-05-31,1626.636
2004-11-30,623.538
2004-12-31,552.044
2005-01-31,555.192
2005-02-28,699.432
2005-03-31,691.973
2005-04-29,617.338
2005-05-31,660.277
2005-06-30,704.895
2005-07-29,766.102
2005-08-31,735.213
2005-09-30,803.138
2005-10-31,731.1
2005-11-30,681.174
2005-12-30,642.964
2006-01-31,655.609
2006-02-28,674.65
2006-03-31,703.893
2006-04-28,711.936
2006-05-31,687.028
2006-06-30,619.15
2006-07-31,625.073
2006-08-31,612.278
2006-09-29,617.421
2006-10-31,684.859
2006-11-30,774.75
2006-12-29,814.215
2007-01-31,842.961
2007-02-28,815.523
2007-03-30,862.495
2007-04-30,928.061
2007-05-31,1000.0
2007-06-29,1069.273
2007-07-31,1091.815
2007-08-31,1048.874
2007-09-28,1222.917
2007-10-31,1261.942
2007-11-30,1129.942
2007-12-31,1179.847
2008-01-31,954.845
2008-02-29,1147.025
2008-03-31,1148.115
2008-04-30,1337.709
2008-05-30,1417.706
2008-06-30,1256.645
2008-07-31,1173.556
2008-08-29,1110.996
2008-09-30,750.985
2008-10-31,345.091
2008-11-28,300.205
2008-12-31,305.658
2009-01-30,301.278
2009-02-27,261.642
2009-03-31,325.352
2009-04-30,348.636
2009-05-29,456.522
2009-06-30,416.264
2009-07-31,453.502
2009-08-31,450.52
2009-09-30,532.038
2009-10-30,479.221
2009-11-30,518.701
2009-12-31,600.825
2010-01-29,522.12
2010-02-26,473.277
2010-03-31,521.607
2010-04-30,541.108
2010-05-31,423.588
2010-06-30,378.248
2010-07-30,451.014
2010-08-31,417.983
2010-09-30,536.431
2010-10-29,549.218
2010-11-30,526.056
2010-12-31,641.377
2011-01-31,646.06
2011-02-28,705.356
2011-03-31,711.043
2011-04-29,750.851
2011-05-31,698.818
2011-06-30,650.314
2011-07-29,665.317
2011-08-31,570.538
2011-09-30,442.152
2011-10-31,508.866
2011-11-30,460.254
2011-12-30,430.486
2012-01-31,477.31
2012-02-29,597.274
2012-03-30,631.178
2012-04-30,629.604
2012-05-31,481.209
2012-06-29,503.093
2012-07-31,534.485
2012-08-31,606.093
2012-09-28,615.076
2012-10-31,600.798
2012-11-30,609.627
2012-12-31,640.701
2013-01-31,664.335
2013-02-28,634.877
2013-03-29,617.172
2013-04-30,542.131
2013-05-31,560.427
2013-06-28,442.192
2013-07-31,496.072
2013-08-30,537.375
2013-09-30,545.402
2013-10-31,555.471
2013-11-29,511.795
2013-12-31,518.666
2014-01-31,497.892
2014-02-28,549.636
2014-03-31,544.961
2014-04-30,584.369
2014-05-30,599.221
2014-06-30,584.83
2014-07-31,608.567
2014-08-29,605.364
2014-09-30,559.083
2014-10-31,523.132
2014-11-28,548.805
2014-12-31,529.791
2015-01-30,550.66
2015-02-27,537.259
2015-03-31,492.295
2015-04-30,442.043
2015-05-29,450.312
2015-06-30,404.241
2015-07-31,360.703
2015-08-31,328.894
2015-09-30,319.936
2015-10-30,346.396
2015-11-30,372.414
2015-12-31,348.797
2016-01-29,326.69
2016-02-29,320.343
2016-03-31,345.823
2016-04-29,347.425
2016-05-31,364.848
2016-06-30,357.797
2016-07-29,369.632
2016-08-31,353.479
2016-09-30,372.212
2016-10-31,350.012
2016-11-30,338.806
2016-12-30,346.467
2017-01-31,361.387
2017-02-28,361.443
2017-03-31,326.0
2017-04-28,340.924
2017-05-31,348.721
2017-06-30,352.475
2017-07-31,379.166
2017-08-31,395.488
2017-09-29,406.58
2017-10-31,419.15
2017-11-30,401.9
2017-12-29,427.942
2018-01-31,429.49
2018-02-28,416.361
2018-03-30,392.716
2018-04-30,393.594
2018-05-31,392.093
2018-06-29,388.317
2018-07-31,396.123
2018-08-31,396.834
2018-09-28,426.486
2018-10-31,390.699
2018-11-30,368.141
2018-12-31,341.899
2019-01-31,366.179
2019-02-28,377.607
2019-03-29,369.983
2019-04-30,374.41
2019-05-31,381.793
2019-06-28,402.325
2019-07-31,399.1
2019-08-30,394.139
2019-09-30,391.925
2019-10-31,394.362
2019-11-29,393.459
2019-12-31,423.742
2020-01-31,390.145
2020-02-28,350.105
2020-03-31,287.292
2020-04-30,321.494
2020-05-29,335.397
2020-06-30,333.379
2020-07-31,368.622
2020-08-31,401.06
2020-09-30,383.727
2020-10-30,349.921
2020-11-30,390.45
2020-12-31,403.82
2021-01-29,365.554
2021-02-26,365.139
2021-03-31,381.847
2021-04-30,449.301
2021-05-31,456.902
2021-06-30,449.674
2021-07-30,467.869
2021-08-31,482.327
2021-09-30,439.749
2021-10-29,469.128
2021-11-30,389.72
2021-12-31,377.961
2022-01-31,355.678
2022-02-28,361.452
2022-03-31,366.903
2022-04-29,360.571
2022-05-31,359.319
2022-06-30,321.814
2022-07-29,328.291
2022-08-31,305.919
2022-09-30,201.389
2022-10-31,229.948
2022-11-30,247.297
2022-12-30,258.825
2023-01-31,277.15
2023-02-28,266.042
2023-03-31,269.995
2023-04-28,284.406
2023-05-31,262.825
2023-06-30,275.939
2023-07-31,277.531
2023-08-31,266.67
2023-09-29,296.923
2023-10-31,281.763
2023-11-30,313.036
2023-12-29,331.187
2024-01-31,345.107
2024-02-29,389.588
2024-03-29,405.622
2024-04-30,410.061
2024-05-31,479.874
2024-06-28,452.051
2024-07-31,509.037
2024-08-30,525.952
2024-09-30,516.984
2024-10-31,525.109
2024-11-29,550.794
2024-12-31,517.863
2025-01-31,574.606
2025-02-28,562.8
2025-03-31,603.557
2025-04-30,620.558
2025-05-30,668.679
2025-06-30,697.803
2025-07-31,635.372
2025-08-29,668.069
2025-09-30,692.222
2025-10-31,643.742
2025-11-28,650.701
