Date,SPAIN Standard (Large+Mid Cap)
2001-01-01,1460.484
2001-01-02,1471.671
2001-01-03,1492.699
2001-01-04,1556.661
2001-01-05,1572.671
2001-01-08,1572.321
2001-01-09,1551.26
2001-01-10,1549.828
2001-01-11,1581.995
2001-01-12,1615.147
2001-01-15,1603.05
2001-01-16,1573.427
2001-01-17,1600.7
2001-01-18,1627.549
2001-01-19,1589.615
2001-01-22,1599.075
2001-01-23,1617.995
2001-01-24,1587.874
2001-01-25,1586.277
2001-01-26,1584.628
2001-01-29,1557.613
2001-01-30,1574.919
2001-01-31,1598.877
2001-02-01,1623.27
2001-02-02,1570.885
2001-02-05,1584.441
2001-02-06,1582.425
2001-02-07,1577.592
2001-02-08,1579.088
2001-02-09,1575.303
2001-02-12,1607.78
2001-02-13,1583.313
2001-02-14,1534.077
2001-02-15,1522.416
2001-02-16,1534.394
2001-02-19,1555.208
2001-02-20,1504.533
2001-02-21,1497.584
2001-02-22,1463.406
2001-02-23,1454.186
2001-02-26,1476.964
2001-02-27,1506.338
2001-02-28,1508.313
2001-03-01,1516.488
2001-03-02,1539.015
2001-03-05,1543.418
2001-03-06,1574.903
2001-03-07,1576.279
2001-03-08,1568.234
2001-03-09,1555.771
2001-03-12,1516.109
2001-03-13,1498.393
2001-03-14,1470.728
2001-03-15,1477.733
2001-03-16,1432.489
2001-03-19,1428.787
2001-03-20,1429.026
2001-03-21,1373.755
2001-03-22,1299.636
2001-03-23,1352.164
2001-03-26,1395.0
2001-03-27,1434.549
2001-03-28,1407.4
2001-03-29,1407.138
2001-03-30,1424.314
2001-04-02,1422.911
2001-04-03,1384.475
2001-04-04,1434.142
2001-04-05,1449.984
2001-04-06,1459.569
2001-04-09,1477.192
2001-04-10,1482.02
2001-04-11,1472.153
2001-04-12,1494.566
2001-04-13,1494.566
2001-04-16,1479.259
2001-04-17,1455.971
2001-04-18,1478.428
2001-04-19,1504.453
2001-04-20,1484.913
2001-04-23,1435.745
2001-04-24,1451.674
2001-04-25,1445.891
2001-04-26,1481.916
2001-04-27,1484.101
2001-04-30,1494.135
2001-05-01,1502.056
2001-05-02,1480.903
2001-05-03,1462.086
2001-05-04,1471.836
2001-05-07,1472.269
2001-05-08,1471.844
2001-05-09,1470.252
2001-05-10,1490.744
2001-05-11,1464.62
2001-05-14,1449.529
2001-05-15,1469.471
2001-05-16,1467.027
2001-05-17,1471.303
2001-05-18,1473.292
2001-05-21,1463.045
2001-05-22,1442.301
2001-05-23,1431.622
2001-05-24,1424.609
2001-05-25,1401.538
2001-05-28,1419.368
2001-05-29,1400.777
2001-05-30,1398.777
2001-05-31,1393.441
2001-06-01,1376.269
2001-06-04,1402.099
2001-06-05,1407.501
2001-06-06,1395.494
2001-06-07,1395.956
2001-06-08,1406.829
2001-06-11,1395.558
2001-06-12,1385.108
2001-06-13,1400.702
2001-06-14,1407.687
2001-06-15,1398.14
2001-06-18,1344.064
2001-06-19,1340.805
2001-06-20,1328.044
2001-06-21,1313.441
2001-06-22,1315.207
2001-06-25,1330.976
2001-06-26,1307.469
2001-06-27,1298.355
2001-06-28,1291.437
2001-06-29,1294.722
2001-07-02,1326.059
2001-07-03,1318.891
2001-07-04,1298.926
2001-07-05,1273.553
2001-07-06,1243.073
2001-07-09,1250.877
2001-07-10,1253.734
2001-07-11,1232.186
2001-07-12,1205.313
2001-07-13,1227.907
2001-07-16,1230.901
2001-07-17,1236.403
2001-07-18,1242.733
2001-07-19,1262.251
2001-07-20,1259.186
2001-07-23,1264.129
2001-07-24,1271.274
2001-07-25,1246.49
2001-07-26,1255.805
2001-07-27,1247.826
2001-07-30,1278.517
2001-07-31,1289.599
