Date,SPAIN Standard (Large+Mid Cap)
2001-08-01,1305.743
2001-08-02,1314.396
2001-08-03,1310.389
2001-08-06,1313.103
2001-08-07,1299.147
2001-08-08,1279.829
2001-08-09,1274.544
2001-08-10,1268.776
2001-08-13,1297.152
2001-08-14,1314.224
2001-08-15,1334.288
2001-08-16,1316.467
2001-08-17,1299.278
2001-08-20,1290.237
2001-08-21,1291.64
2001-08-22,1321.139
2001-08-23,1328.066
2001-08-24,1349.543
2001-08-27,1341.488
2001-08-28,1317.463
2001-08-29,1328.276
2001-08-30,1298.72
2001-08-31,1311.89
2001-09-03,1284.298
2001-09-04,1284.485
2001-09-05,1255.539
2001-09-06,1227.188
2001-09-07,1215.385
2001-09-10,1203.079
2001-09-11,1168.58
2001-09-12,1163.473
2001-09-13,1167.027
2001-09-14,1114.141
2001-09-17,1143.363
2001-09-18,1141.453
2001-09-19,1134.426
2001-09-20,1099.587
2001-09-21,1049.485
2001-09-24,1106.366
2001-09-25,1128.352
2001-09-26,1131.627
2001-09-27,1157.68
2001-09-28,1162.55
2001-10-01,1148.499
2001-10-02,1170.593
2001-10-03,1164.781
2001-10-04,1189.724
2001-10-05,1148.656
2001-10-08,1152.575
2001-10-09,1164.554
2001-10-10,1196.163
2001-10-11,1184.534
2001-10-12,1189.787
2001-10-15,1185.334
2001-10-16,1209.988
2001-10-17,1248.172
2001-10-18,1223.866
2001-10-19,1184.589
2001-10-22,1205.188
2001-10-23,1228.217
2001-10-24,1257.601
2001-10-25,1231.425
2001-10-26,1235.069
2001-10-29,1224.72
2001-10-30,1195.474
2001-10-31,1215.277
2001-11-01,1223.344
2001-11-02,1208.002
2001-11-05,1236.415
2001-11-06,1251.617
2001-11-07,1270.157
2001-11-08,1295.94
2001-11-09,1274.644
2001-11-12,1251.823
2001-11-13,1281.209
2001-11-14,1295.253
2001-11-15,1296.119
2001-11-16,1305.757
2001-11-19,1315.738
2001-11-20,1299.192
2001-11-21,1274.118
2001-11-22,1286.904
2001-11-23,1288.931
2001-11-26,1294.718
2001-11-27,1281.089
2001-11-28,1274.8
2001-11-29,1266.756
2001-11-30,1296.417
2001-12-03,1279.329
2001-12-04,1312.207
2001-12-05,1357.572
2001-12-06,1362.234
2001-12-07,1342.173
2001-12-10,1315.391
2001-12-11,1326.81
2001-12-12,1321.035
2001-12-13,1292.235
2001-12-14,1293.054
2001-12-17,1336.348
2001-12-18,1321.451
2001-12-19,1291.037
2001-12-20,1274.829
2001-12-21,1268.108
2001-12-24,1255.455
2001-12-25,1255.455
2001-12-26,1256.527
2001-12-27,1292.908
2001-12-28,1282.046
2001-12-31,1294.549
2002-01-01,1294.549
2002-01-02,1314.533
2002-01-03,1335.047
2002-01-04,1310.08
2002-01-07,1259.688
2002-01-08,1259.026
2002-01-09,1236.475
2002-01-10,1222.594
2002-01-11,1229.123
2002-01-14,1203.471
2002-01-15,1225.965
2002-01-16,1189.335
2002-01-17,1211.596
2002-01-18,1219.772
2002-01-21,1202.992
2002-01-22,1223.778
2002-01-23,1233.088
2002-01-24,1246.117
2002-01-25,1222.1
2002-01-28,1229.919
2002-01-29,1215.078
2002-01-30,1191.757
2002-01-31,1196.652
2002-02-01,1214.582
2002-02-04,1197.18
2002-02-05,1172.134
2002-02-06,1150.353
2002-02-07,1179.579
2002-02-08,1177.371
2002-02-11,1182.837
2002-02-12,1175.877
2002-02-13,1181.491
2002-02-14,1201.474
2002-02-15,1188.827
2002-02-18,1172.213
2002-02-19,1158.394
2002-02-20,1157.473
2002-02-21,1157.684
2002-02-22,1155.307
2002-02-25,1165.021
2002-02-26,1173.516
2002-02-27,1206.618
2002-02-28,1213.639
2002-03-01,1229.193
2002-03-04,1260.12
2002-03-05,1249.97
2002-03-06,1260.205
2002-03-07,1278.094
2002-03-08,1267.116
2002-03-11,1256.582
2002-03-12,1240.009
2002-03-13,1240.432
2002-03-14,1257.437
2002-03-15,1269.627
2002-03-18,1277.459
2002-03-19,1291.99
2002-03-20,1282.231
2002-03-21,1268.934
2002-03-22,1268.075
2002-03-25,1236.297
2002-03-26,1227.505
2002-03-27,1226.031
2002-03-28,1239.002
2002-03-29,1239.002
2002-04-01,1249.157
2002-04-02,1244.529
2002-04-03,1252.402
2002-04-04,1244.513
2002-04-05,1240.605
2002-04-08,1205.232
2002-04-09,1216.633
2002-04-10,1232.212
2002-04-11,1219.634
2002-04-12,1221.142
2002-04-15,1236.677
2002-04-16,1278.924
2002-04-17,1293.778
2002-04-18,1289.122
2002-04-19,1298.591
2002-04-22,1289.136
2002-04-23,1288.963
2002-04-24,1286.539
2002-04-25,1270.007
2002-04-26,1272.648
2002-04-29,1269.973
2002-04-30,1273.086
2002-05-01,1280.292
2002-05-02,1260.259
2002-05-03,1270.336
2002-05-06,1261.86
2002-05-07,1251.579
2002-05-08,1275.563
2002-05-09,1266.951
2002-05-10,1248.444
2002-05-13,1261.383
2002-05-14,1265.743
2002-05-15,1284.1
2002-05-16,1272.592
2002-05-17,1291.352
2002-05-20,1278.215
2002-05-21,1264.317
2002-05-22,1259.239
2002-05-23,1258.52
2002-05-24,1267.856
2002-05-27,1272.302
2002-05-28,1273.357
2002-05-29,1279.679
2002-05-30,1270.977
2002-05-31,1278.847
2002-06-03,1275.892
2002-06-04,1242.848
2002-06-05,1226.715
2002-06-06,1228.448
2002-06-07,1212.016
2002-06-10,1211.412
2002-06-11,1219.407
2002-06-12,1194.553
2002-06-13,1177.463
2002-06-14,1152.984
2002-06-17,1182.299
2002-06-18,1192.72
2002-06-19,1177.123
2002-06-20,1163.15
2002-06-21,1144.503
2002-06-24,1107.071
2002-06-25,1119.587
2002-06-26,1127.017
2002-06-27,1120.671
2002-06-28,1161.705
2002-07-01,1162.255
2002-07-02,1127.108
2002-07-03,1101.763
2002-07-04,1116.247
2002-07-05,1182.931
2002-07-08,1210.524
2002-07-09,1190.578
2002-07-10,1161.506
2002-07-11,1127.178
2002-07-12,1141.52
2002-07-15,1104.588
2002-07-16,1111.388
2002-07-17,1154.152
2002-07-18,1169.718
2002-07-19,1116.263
2002-07-22,1077.589
2002-07-23,1046.212
2002-07-24,1020.827
2002-07-25,1087.659
2002-07-26,1072.221
2002-07-29,1120.56
2002-07-30,1063.725
2002-07-31,1038.919
2002-08-01,1010.987
2002-08-02,1026.236
2002-08-05,999.163
2002-08-06,1014.672
2002-08-07,1007.951
2002-08-08,1064.986
2002-08-09,1070.654
2002-08-12,1042.821
2002-08-13,1050.491
2002-08-14,1028.389
2002-08-15,1020.73
2002-08-16,1065.113
2002-08-19,1104.182
2002-08-20,1085.705
2002-08-21,1101.226
2002-08-22,1117.724
2002-08-23,1102.414
2002-08-26,1090.872
2002-08-27,1132.298
2002-08-28,1092.021
2002-08-29,1077.931
2002-08-30,1085.167
2002-09-02,1071.827
2002-09-03,1049.432
2002-09-04,1050.646
2002-09-05,1034.466
2002-09-06,1061.019
2002-09-09,1033.985
2002-09-10,1053.559
2002-09-11,1087.537
2002-09-12,1048.183
2002-09-13,1031.354
2002-09-16,1013.316
2002-09-17,1010.424
2002-09-18,987.702
2002-09-19,978.487
2002-09-20,965.284
2002-09-23,932.82
2002-09-24,897.4
2002-09-25,905.059
2002-09-26,946.714
2002-09-27,934.513
2002-09-30,909.52
2002-10-01,896.298
2002-10-02,939.684
2002-10-03,932.458
2002-10-04,916.494
2002-10-07,911.091
2002-10-08,904.898
2002-10-09,898.585
2002-10-10,912.81
2002-10-11,949.306
2002-10-14,938.122
2002-10-15,987.684
2002-10-16,983.776
2002-10-17,1001.098
2002-10-18,997.221
2002-10-21,1004.442
2002-10-22,1010.161
2002-10-23,980.781
2002-10-24,1009.58
2002-10-25,1019.319
2002-10-28,1039.446
2002-10-29,1014.346
2002-10-30,1019.426
2002-10-31,1044.036
2002-11-01,1050.52
2002-11-04,1092.629
2002-11-05,1100.213
2002-11-06,1086.333
2002-11-07,1060.903
2002-11-08,1056.886
2002-11-11,1053.31
2002-11-12,1065.503
2002-11-13,1061.72
2002-11-14,1084.229
2002-11-15,1084.311
2002-11-18,1104.877
2002-11-19,1097.079
2002-11-20,1082.047
2002-11-21,1121.528
2002-11-22,1128.602
2002-11-25,1127.06
2002-11-26,1107.463
2002-11-27,1144.742
2002-11-28,1151.509
2002-11-29,1149.676
2002-12-02,1161.139
2002-12-03,1137.326
2002-12-04,1125.328
2002-12-05,1110.313
2002-12-06,1118.47
2002-12-09,1092.502
2002-12-10,1102.066
2002-12-11,1108.762
2002-12-12,1094.222
2002-12-13,1077.964
2002-12-16,1110.955
2002-12-17,1113.764
2002-12-18,1090.077
2002-12-19,1090.27
2002-12-20,1101.06
2002-12-23,1108.402
2002-12-24,1112.99
2002-12-25,1112.99
2002-12-26,1115.796
2002-12-27,1094.246
2002-12-30,1092.39
2002-12-31,1096.674
2003-01-01,1096.674
2003-01-02,1132.107
2003-01-03,1127.787
2003-01-06,1134.717
2003-01-07,1153.57
2003-01-08,1156.253
2003-01-09,1176.69
2003-01-10,1186.318
2003-01-13,1208.679
2003-01-14,1223.376
2003-01-15,1219.257
2003-01-16,1226.814
2003-01-17,1203.253
2003-01-20,1192.943
2003-01-21,1185.554
2003-01-22,1170.858
2003-01-23,1187.678
2003-01-24,1184.325
2003-01-27,1137.502
2003-01-28,1124.59
2003-01-29,1123.66
2003-01-30,1126.397
2003-01-31,1109.013
2003-02-03,1124.284
2003-02-04,1107.801
2003-02-05,1131.269
2003-02-06,1107.187
2003-02-07,1090.658
2003-02-10,1081.866
2003-02-11,1103.732
2003-02-12,1089.163
2003-02-13,1092.865
2003-02-14,1120.875
2003-02-17,1136.802
2003-02-18,1147.89
2003-02-19,1128.493
2003-02-20,1126.339
2003-02-21,1138.089
2003-02-24,1114.48
2003-02-25,1082.428
2003-02-26,1082.082
2003-02-27,1098.566
2003-02-28,1124.237
2003-03-03,1127.552
2003-03-04,1109.875
2003-03-05,1118.763
2003-03-06,1105.597
2003-03-07,1090.377
2003-03-10,1063.456
2003-03-11,1071.665
2003-03-12,1036.501
2003-03-13,1069.225
2003-03-14,1104.153
2003-03-17,1129.177
2003-03-18,1127.882
2003-03-19,1138.581
2003-03-20,1129.135
2003-03-21,1154.659
2003-03-24,1119.036
2003-03-25,1145.315
2003-03-26,1145.395
2003-03-27,1126.511
2003-03-28,1131.959
2003-03-31,1115.556
2003-04-01,1131.909
2003-04-02,1165.846
2003-04-03,1172.999
2003-04-04,1187.422
2003-04-07,1206.507
2003-04-08,1197.965
2003-04-09,1215.225
2003-04-10,1219.023
2003-04-11,1218.642
2003-04-14,1232.293
2003-04-15,1245.389
2003-04-16,1241.391
2003-04-17,1263.109
2003-04-18,1263.109
2003-04-21,1257.664
2003-04-22,1271.528
2003-04-23,1269.491
2003-04-24,1267.034
2003-04-25,1259.171
2003-04-28,1280.634
2003-04-29,1272.817
2003-04-30,1272.768
2003-05-01,1284.458
2003-05-02,1273.247
2003-05-05,1286.668
2003-05-06,1309.29
2003-05-07,1278.274
2003-05-08,1259.998
2003-05-09,1283.205
2003-05-12,1292.138
2003-05-13,1283.366
2003-05-14,1276.37
2003-05-15,1282.327
2003-05-16,1307.658
2003-05-19,1279.69
2003-05-20,1278.181
2003-05-21,1260.374
2003-05-22,1286.402
2003-05-23,1304.41
2003-05-26,1311.257
2003-05-27,1316.822
2003-05-28,1324.779
2003-05-29,1337.653
2003-05-30,1333.462
2003-06-02,1347.734
2003-06-03,1340.79
2003-06-04,1351.269
2003-06-05,1359.127
2003-06-06,1368.338
2003-06-09,1364.305
2003-06-10,1360.866
2003-06-11,1389.443
2003-06-12,1401.494
2003-06-13,1412.218
2003-06-16,1442.612
2003-06-17,1441.007
2003-06-18,1435.684
2003-06-19,1412.23
2003-06-20,1439.458
2003-06-23,1396.442
2003-06-24,1384.66
2003-06-25,1405.391
2003-06-26,1391.9
2003-06-27,1393.319
2003-06-30,1376.269
2003-07-01,1368.763
2003-07-02,1378.29
2003-07-03,1375.23
2003-07-04,1371.286
2003-07-07,1383.987
2003-07-08,1383.792
2003-07-09,1376.338
2003-07-10,1363.577
2003-07-11,1386.027
2003-07-14,1400.294
2003-07-15,1385.479
2003-07-16,1367.937
2003-07-17,1365.826
2003-07-18,1360.215
2003-07-21,1356.961
2003-07-22,1368.567
2003-07-23,1380.628
2003-07-24,1411.243
2003-07-25,1401.05
2003-07-28,1414.689
2003-07-29,1401.572
2003-07-30,1400.798
2003-07-31,1400.875
2003-08-01,1389.25
2003-08-04,1389.064
2003-08-05,1400.373
2003-08-06,1390.236
2003-08-07,1388.998
2003-08-08,1386.253
2003-08-11,1393.015
2003-08-12,1399.902
2003-08-13,1396.854
2003-08-14,1417.14
2003-08-15,1416.134
2003-08-18,1416.781
2003-08-19,1412.181
2003-08-20,1413.448
2003-08-21,1400.371
2003-08-22,1384.898
2003-08-25,1381.669
2003-08-26,1371.801
2003-08-27,1376.025
2003-08-28,1383.411
2003-08-29,1379.62
2003-09-01,1394.121
2003-09-02,1381.673
2003-09-03,1392.459
2003-09-04,1398.925
2003-09-05,1408.381
2003-09-08,1427.943
2003-09-09,1424.98
2003-09-10,1407.429
2003-09-11,1403.241
2003-09-12,1397.349
2003-09-15,1404.258
2003-09-16,1407.301
2003-09-17,1415.314
2003-09-18,1429.797
2003-09-19,1421.874
2003-09-22,1408.58
2003-09-23,1408.671
2003-09-24,1395.356
2003-09-25,1399.57
2003-09-26,1375.607
2003-09-29,1375.666
2003-09-30,1374.308
2003-10-01,1393.203
2003-10-02,1392.08
2003-10-03,1420.426
2003-10-06,1418.861
2003-10-07,1431.396
2003-10-08,1442.635
2003-10-09,1454.978
2003-10-10,1454.036
2003-10-13,1457.262
2003-10-14,1455.033
2003-10-15,1449.97
2003-10-16,1455.792
2003-10-17,1439.24
2003-10-20,1440.3
2003-10-21,1447.939
2003-10-22,1445.096
2003-10-23,1438.567
2003-10-24,1440.74
2003-10-27,1453.928
2003-10-28,1457.716
2003-10-29,1455.308
2003-10-30,1474.497
2003-10-31,1468.233
2003-11-03,1469.151
2003-11-04,1468.165
2003-11-05,1465.025
2003-11-06,1465.693
2003-11-07,1478.574
2003-11-10,1473.721
2003-11-11,1468.836
2003-11-12,1495.263
2003-11-13,1506.63
2003-11-14,1521.161
2003-11-17,1489.551
2003-11-18,1500.938
2003-11-19,1505.127
2003-11-20,1499.667
2003-11-21,1508.694
2003-11-24,1511.227
2003-11-25,1514.907
2003-11-26,1526.242
2003-11-27,1528.519
2003-11-28,1541.559
2003-12-01,1565.768
2003-12-02,1576.273
2003-12-03,1586.846
2003-12-04,1577.387
2003-12-05,1583.819
2003-12-08,1593.798
2003-12-09,1601.206
2003-12-10,1599.188
2003-12-11,1603.253
2003-12-12,1620.07
2003-12-15,1633.211
2003-12-16,1642.397
2003-12-17,1652.784
2003-12-18,1669.822
2003-12-19,1673.001
2003-12-22,1682.597
2003-12-23,1700.754
2003-12-24,1705.547
2003-12-25,1705.547
2003-12-26,1704.862
2003-12-29,1724.926
2003-12-30,1726.308
2003-12-31,1737.743
2004-01-01,1737.743
2004-01-02,1769.818
2004-01-05,1791.604
2004-01-06,1802.349
2004-01-07,1797.259
2004-01-08,1807.557
2004-01-09,1819.611
2004-01-12,1816.387
2004-01-13,1816.51
2004-01-14,1808.559
2004-01-15,1792.778
2004-01-16,1766.318
2004-01-19,1770.809
2004-01-20,1791.328
2004-01-21,1814.96
2004-01-22,1840.337
2004-01-23,1840.132
2004-01-26,1801.942
2004-01-27,1814.385
2004-01-28,1824.328
2004-01-29,1768.362
2004-01-30,1755.74
2004-02-02,1766.337
2004-02-03,1782.774
2004-02-04,1758.959
2004-02-05,1784.416
2004-02-06,1819.877
2004-02-09,1841.819
2004-02-10,1853.117
2004-02-11,1856.885
2004-02-12,1887.339
2004-02-13,1870.364
2004-02-16,1875.638
2004-02-17,1888.36
2004-02-18,1893.051
2004-02-19,1887.138
2004-02-20,1847.004
2004-02-23,1844.256
2004-02-24,1841.712
2004-02-25,1826.297
2004-02-26,1804.006
2004-02-27,1825.179
2004-03-01,1838.908
2004-03-02,1829.37
2004-03-03,1787.61
2004-03-04,1809.255
2004-03-05,1845.83
2004-03-08,1840.847
2004-03-09,1829.902
2004-03-10,1804.227
2004-03-11,1768.577
2004-03-12,1740.877
2004-03-15,1670.23
2004-03-16,1712.44
2004-03-17,1724.178
2004-03-18,1720.718
2004-03-19,1728.845
2004-03-22,1699.67
2004-03-23,1699.354
2004-03-24,1684.549
2004-03-25,1713.125
2004-03-26,1710.821
2004-03-29,1731.971
2004-03-30,1732.059
2004-03-31,1748.648
2004-04-01,1776.346
2004-04-02,1785.486
2004-04-05,1768.578
2004-04-06,1775.148
2004-04-07,1794.479
2004-04-08,1805.051
2004-04-09,1805.051
2004-04-12,1799.981
2004-04-13,1789.23
2004-04-14,1771.838
2004-04-15,1764.74
2004-04-16,1796.177
2004-04-19,1785.7
2004-04-20,1776.419
2004-04-21,1749.924
2004-04-22,1751.082
2004-04-23,1753.833
2004-04-26,1764.876
2004-04-27,1771.712
2004-04-28,1735.209
2004-04-29,1733.988
2004-04-30,1729.444
2004-05-03,1739.845
2004-05-04,1753.376
2004-05-05,1778.844
2004-05-06,1746.123
2004-05-07,1701.858
2004-05-10,1649.751
2004-05-11,1663.671
2004-05-12,1658.077
2004-05-13,1657.666
2004-05-14,1645.521
2004-05-17,1642.888
2004-05-18,1650.082
2004-05-19,1699.228
2004-05-20,1666.632
2004-05-21,1676.014
2004-05-24,1686.634
2004-05-25,1697.216
2004-05-26,1713.428
2004-05-27,1746.703
2004-05-28,1734.959
2004-05-31,1737.087
2004-06-01,1714.005
2004-06-02,1734.471
2004-06-03,1729.487
2004-06-04,1752.648
2004-06-07,1785.811
2004-06-08,1777.434
2004-06-09,1746.007
2004-06-10,1752.013
2004-06-11,1732.049
2004-06-14,1721.484
2004-06-15,1734.95
2004-06-16,1735.374
2004-06-17,1746.698
2004-06-18,1760.623
2004-06-21,1760.422
2004-06-22,1745.057
2004-06-23,1755.131
2004-06-24,1779.54
2004-06-25,1763.994
2004-06-28,1785.453
2004-06-29,1762.777
2004-06-30,1759.133
2004-07-01,1766.756
2004-07-02,1775.928
2004-07-05,1779.365
2004-07-06,1770.631
2004-07-07,1793.987
2004-07-08,1805.343
2004-07-09,1794.004
2004-07-12,1799.01
2004-07-13,1792.484
2004-07-14,1791.97
2004-07-15,1778.974
2004-07-16,1796.315
2004-07-19,1786.207
2004-07-20,1781.041
2004-07-21,1768.234
2004-07-22,1751.639
2004-07-23,1712.106
2004-07-26,1692.26
2004-07-27,1703.713
2004-07-28,1692.647
2004-07-29,1711.218
2004-07-30,1717.989
2004-08-02,1708.04
2004-08-03,1716.353
2004-08-04,1698.738
2004-08-05,1702.575
2004-08-06,1698.138
2004-08-09,1686.272
2004-08-10,1698.675
2004-08-11,1672.511
2004-08-12,1679.746
2004-08-13,1685.919
2004-08-16,1684.69
2004-08-17,1702.54
2004-08-18,1707.238
2004-08-19,1721.579
2004-08-20,1710.838
2004-08-23,1712.211
2004-08-24,1700.559
2004-08-25,1695.464
2004-08-26,1706.548
2004-08-27,1708.266
2004-08-30,1708.051
2004-08-31,1720.417
2004-09-01,1738.185
2004-09-02,1746.643
2004-09-03,1748.595
2004-09-06,1761.48
2004-09-07,1762.526
2004-09-08,1765.686
2004-09-09,1758.663
2004-09-10,1781.322
2004-09-13,1787.435
2004-09-14,1787.005
2004-09-15,1759.523
2004-09-16,1761.406
2004-09-17,1766.474
2004-09-20,1756.531
2004-09-21,1775.436
2004-09-22,1762.074
2004-09-23,1764.031
2004-09-24,1757.527
2004-09-27,1751.922
2004-09-28,1764.069
2004-09-29,1777.363
2004-09-30,1788.28
2004-10-01,1828.677
2004-10-04,1830.41
2004-10-05,1837.936
2004-10-06,1842.463
2004-10-07,1844.001
2004-10-08,1860.604
2004-10-11,1852.554
2004-10-12,1841.706
2004-10-13,1836.807
2004-10-14,1846.728
2004-10-15,1862.61
2004-10-18,1869.743
2004-10-19,1889.306
2004-10-20,1888.504
2004-10-21,1903.644
2004-10-22,1913.714
2004-10-25,1902.283
2004-10-26,1903.084
2004-10-27,1927.3
2004-10-28,1947.616
2004-10-29,1941.179
2004-11-01,1944.918
2004-11-02,1961.078
2004-11-03,1981.63
2004-11-04,1995.801
2004-11-05,2008.66
2004-11-08,2015.339
2004-11-09,2001.174
2004-11-10,1995.017
2004-11-11,1998.288
2004-11-12,2007.446
2004-11-15,2006.238
2004-11-16,1997.138
2004-11-17,2046.382
2004-11-18,2043.23
2004-11-19,2051.516
2004-11-22,2043.669
2004-11-23,2050.224
2004-11-24,2075.216
2004-11-25,2108.689
2004-11-26,2107.678
2004-11-29,2104.668
2004-11-30,2099.808
2004-12-01,2120.854
2004-12-02,2125.881
2004-12-03,2135.73
2004-12-06,2144.675
2004-12-07,2152.838
2004-12-08,2127.105
2004-12-09,2115.727
2004-12-10,2121.893
2004-12-13,2149.295
2004-12-14,2147.676
2004-12-15,2163.382
2004-12-16,2146.629
2004-12-17,2133.344
2004-12-20,2163.557
2004-12-21,2169.974
2004-12-22,2193.324
2004-12-23,2220.584
2004-12-24,2226.34
2004-12-27,2238.785
2004-12-28,2242.417
2004-12-29,2245.382
2004-12-30,2246.686
2004-12-31,2240.504
2005-01-03,2234.544
2005-01-04,2205.301
2005-01-05,2179.669
2005-01-06,2162.512
2005-01-07,2147.839
2005-01-10,2153.737
2005-01-11,2149.262
2005-01-12,2165.565
2005-01-13,2168.649
2005-01-14,2149.853
2005-01-17,2165.569
2005-01-18,2156.891
2005-01-19,2156.055
2005-01-20,2124.349
2005-01-21,2124.853
2005-01-24,2124.684
2005-01-25,2125.154
2005-01-26,2151.535
2005-01-27,2162.017
2005-01-28,2161.057
2005-01-31,2184.415
2005-02-01,2189.911
2005-02-02,2205.94
2005-02-03,2193.543
2005-02-04,2218.183
2005-02-07,2209.273
2005-02-08,2203.535
2005-02-09,2201.437
2005-02-10,2218.665
2005-02-11,2250.508
2005-02-14,2264.034
2005-02-15,2274.315
2005-02-16,2260.852
2005-02-17,2276.33
2005-02-18,2271.598
2005-02-21,2247.33
2005-02-22,2247.109
2005-02-23,2242.978
2005-02-24,2244.114
2005-02-25,2261.224
2005-02-28,2262.921
2005-03-01,2267.116
2005-03-02,2248.675
2005-03-03,2245.011
2005-03-04,2293.05
2005-03-07,2286.645
2005-03-08,2300.222
2005-03-09,2286.511
2005-03-10,2274.073
2005-03-11,2283.258
2005-03-14,2260.556
2005-03-15,2265.076
2005-03-16,2245.951
2005-03-17,2245.395
2005-03-18,2236.987
2005-03-21,2208.991
2005-03-22,2231.272
2005-03-23,2188.113
2005-03-24,2194.566
2005-03-25,2194.566
2005-03-28,2179.165
2005-03-29,2190.79
2005-03-30,2186.619
2005-03-31,2186.465
2005-04-01,2186.584
2005-04-04,2144.777
2005-04-05,2168.565
2005-04-06,2191.11
2005-04-07,2201.943
2005-04-08,2191.246
2005-04-11,2201.063
2005-04-12,2180.216
2005-04-13,2198.793
2005-04-14,2181.696
2005-04-15,2153.257
2005-04-18,2137.345
2005-04-19,2145.34
2005-04-20,2144.292
2005-04-21,2151.802
2005-04-22,2167.156
2005-04-25,2151.025
2005-04-26,2142.774
2005-04-27,2122.517
2005-04-28,2115.288
2005-04-29,2116.931
2005-05-02,2135.888
2005-05-03,2156.057
2005-05-04,2173.432
2005-05-05,2180.812
2005-05-06,2170.791
2005-05-09,2157.641
2005-05-10,2148.426
2005-05-11,2137.872
2005-05-12,2135.249
2005-05-13,2133.927
2005-05-16,2128.619
2005-05-17,2129.469
2005-05-18,2163.661
2005-05-19,2170.109
2005-05-20,2149.137
2005-05-23,2162.211
2005-05-24,2156.81
2005-05-25,2153.176
2005-05-26,2156.093
2005-05-27,2151.497
2005-05-30,2157.257
2005-05-31,2125.612
2005-06-01,2139.035
2005-06-02,2141.318
2005-06-03,2129.35
2005-06-06,2119.371
2005-06-07,2137.481
2005-06-08,2136.468
2005-06-09,2114.552
2005-06-10,2115.944
2005-06-13,2106.374
2005-06-14,2115.87
2005-06-15,2115.401
2005-06-16,2123.371
