Date,PORTUGAL IMI VALUE IMI (Large+Mid+Small Cap)
2001-06-05,359.426
2001-06-06,357.877
2001-06-07,355.621
2001-06-08,355.22
2001-06-11,347.523
2001-06-12,343.916
2001-06-13,348.31
2001-06-14,351.296
2001-06-15,346.197
2001-06-18,337.907
2001-06-19,334.783
2001-06-20,324.81
2001-06-21,324.837
2001-06-22,331.735
2001-06-25,339.104
2001-06-26,334.327
2001-06-27,332.774
2001-06-28,334.904
2001-06-29,335.834
2001-07-02,336.04
2001-07-03,341.034
2001-07-04,340.908
2001-07-05,336.308
2001-07-06,331.288
2001-07-09,329.715
2001-07-10,333.208
2001-07-11,327.531
2001-07-12,324.583
2001-07-13,324.659
2001-07-16,326.309
2001-07-17,324.811
2001-07-18,333.749
2001-07-19,340.72
2001-07-20,338.482
2001-07-23,334.734
2001-07-24,338.344
2001-07-25,340.181
2001-07-26,341.701
2001-07-27,343.182
2001-07-30,346.259
2001-07-31,347.235
2001-08-01,347.102
2001-08-02,348.554
2001-08-03,350.687
2001-08-06,351.221
2001-08-07,348.772
2001-08-08,345.115
2001-08-09,344.835
2001-08-10,345.312
2001-08-13,345.783
2001-08-14,350.023
2001-08-15,355.367
2001-08-16,351.896
2001-08-17,348.928
2001-08-20,345.839
2001-08-21,346.35
2001-08-22,343.969
2001-08-23,344.344
2001-08-24,344.86
2001-08-27,341.923
2001-08-28,337.139
2001-08-29,340.715
2001-08-30,337.012
2001-08-31,336.902
2001-09-03,333.24
2001-09-04,331.67
2001-09-05,331.707
2001-09-06,329.441
2001-09-07,329.923
2001-09-10,326.816
2001-09-11,314.326
2001-09-12,304.697
2001-09-13,308.147
2001-09-14,298.385
2001-09-17,299.132
2001-09-18,306.862
2001-09-19,315.285
2001-09-20,309.497
2001-09-21,310.047
2001-09-24,318.657
2001-09-25,328.388
2001-09-26,332.569
2001-09-27,335.752
2001-09-28,336.882
2001-10-01,337.422
2001-10-02,333.871
2001-10-03,333.81
2001-10-04,335.823
2001-10-05,337.864
2001-10-08,332.96
2001-10-09,336.755
2001-10-10,343.02
2001-10-11,339.899
2001-10-12,340.783
2001-10-15,338.165
2001-10-16,344.449
2001-10-17,350.478
2001-10-18,349.87
2001-10-19,342.141
2001-10-22,347.845
2001-10-23,354.001
2001-10-24,357.786
2001-10-25,354.473
2001-10-26,350.498
2001-10-29,354.283
2001-10-30,350.783
2001-10-31,352.003
2001-11-01,354.25
2001-11-02,354.791
2001-11-05,356.272
2001-11-06,357.249
2001-11-07,360.845
2001-11-08,359.994
2001-11-09,357.4
2001-11-12,359.129
2001-11-13,357.387
2001-11-14,357.919
2001-11-15,352.107
2001-11-16,352.238
2001-11-19,351.322
2001-11-20,349.658
2001-11-21,343.41
2001-11-22,347.007
2001-11-23,344.569
2001-11-26,342.275
2001-11-27,343.542
2001-11-28,340.253
2001-11-29,344.201
2001-11-30,349.692
2001-12-03,344.777
2001-12-04,343.253
2001-12-05,341.108
2001-12-06,350.4
2001-12-07,350.236
2001-12-10,346.396
2001-12-11,348.618
2001-12-12,348.892
2001-12-13,350.341
2001-12-14,350.264
2001-12-17,352.847
2001-12-18,350.362
2001-12-19,341.816
2001-12-20,340.561
2001-12-21,337.217
2001-12-24,333.852
2001-12-25,333.852
2001-12-26,334.137
2001-12-27,343.46
2001-12-28,343.69
2001-12-31,347.042
2002-01-01,347.042
2002-01-02,349.818
2002-01-03,351.99
2002-01-04,349.131
2002-01-07,344.982
2002-01-08,346.286
2002-01-09,342.067
2002-01-10,342.599
2002-01-11,342.31
2002-01-14,340.438
2002-01-15,350.533
2002-01-16,348.916
2002-01-17,348.846
2002-01-18,349.277
2002-01-21,347.722
2002-01-22,347.806
2002-01-23,346.719
2002-01-24,342.198
2002-01-25,335.53
2002-01-28,337.348
2002-01-29,333.801
2002-01-30,333.069
2002-01-31,335.199
2002-02-01,337.385
2002-02-04,336.144
2002-02-05,337.639
2002-02-06,337.24
2002-02-07,337.969
2002-02-08,338.554
2002-02-11,340.918
2002-02-12,340.433
2002-02-13,337.237
2002-02-14,340.321
2002-02-15,339.074
2002-02-18,336.878
2002-02-19,336.506
2002-02-20,337.096
2002-02-21,334.493
2002-02-22,333.796
2002-02-25,332.236
2002-02-26,332.168
2002-02-27,329.65
2002-02-28,331.931
2002-03-01,336.544
2002-03-04,341.968
2002-03-05,341.316
2002-03-06,344.467
2002-03-07,347.55
2002-03-08,348.646
2002-03-11,347.838
2002-03-12,347.329
2002-03-13,349.374
2002-03-14,353.19
2002-03-15,355.232
2002-03-18,357.537
2002-03-19,354.351
2002-03-20,356.336
2002-03-21,355.587
2002-03-22,356.468
2002-03-25,355.631
2002-03-26,354.546
2002-03-27,354.547
2002-03-28,353.206
2002-03-29,353.206
2002-04-01,356.101
2002-04-02,355.886
2002-04-03,355.256
2002-04-04,356.612
2002-04-05,355.792
2002-04-08,353.728
2002-04-09,355.406
2002-04-10,356.01
2002-04-11,357.762
2002-04-12,354.377
2002-04-15,355.474
2002-04-16,356.563
2002-04-17,357.149
2002-04-18,359.638
2002-04-19,356.245
2002-04-22,358.614
2002-04-23,357.069
2002-04-24,358.364
2002-04-25,361.016
2002-04-26,363.443
2002-04-29,361.684
2002-04-30,362.125
2002-05-01,364.174
2002-05-02,356.974
2002-05-03,360.403
2002-05-06,359.626
2002-05-07,357.123
2002-05-08,361.309
2002-05-09,362.745
2002-05-10,367.428
2002-05-13,365.262
2002-05-14,363.684
2002-05-15,362.776
2002-05-16,361.219
2002-05-17,367.241
2002-05-20,367.591
2002-05-21,366.587
2002-05-22,371.206
2002-05-23,370.13
2002-05-24,372.894
2002-05-27,374.247
2002-05-28,378.932
2002-05-29,379.209
2002-05-30,381.494
2002-05-31,371.122
2002-06-03,375.544
2002-06-04,373.509
2002-06-05,373.552
2002-06-06,371.074
2002-06-07,369.743
2002-06-10,369.411
2002-06-11,369.466
2002-06-12,368.001
2002-06-13,363.269
2002-06-14,357.01
2002-06-17,360.36
2002-06-18,362.988
2002-06-19,364.623
2002-06-20,368.017
2002-06-21,367.239
2002-06-24,363.501
2002-06-25,365.454
2002-06-26,366.383
2002-06-27,365.08
2002-06-28,366.718
2002-07-01,364.996
2002-07-02,357.384
2002-07-03,348.658
2002-07-04,349.495
2002-07-05,352.914
2002-07-08,358.971
2002-07-09,360.185
2002-07-10,358.735
2002-07-11,355.372
2002-07-12,355.246
2002-07-15,355.033
2002-07-16,355.479
2002-07-17,355.824
2002-07-18,352.67
2002-07-19,343.755
2002-07-22,331.732
2002-07-23,322.123
2002-07-24,313.553
2002-07-25,322.061
2002-07-26,319.946
2002-07-29,323.447
2002-07-30,322.775
2002-07-31,322.381
2002-08-01,321.529
2002-08-02,316.69
2002-08-05,307.958
2002-08-06,301.741
2002-08-07,297.433
2002-08-08,302.771
2002-08-09,310.392
2002-08-12,311.341
2002-08-13,309.454
2002-08-14,310.514
2002-08-15,308.201
2002-08-16,306.909
2002-08-19,307.82
2002-08-20,306.874
2002-08-21,309.688
2002-08-22,315.848
2002-08-23,315.375
2002-08-26,313.593
2002-08-27,319.03
2002-08-28,314.703
2002-08-29,315.668
2002-08-30,315.934
2002-09-02,309.8
2002-09-03,312.617
2002-09-04,308.934
2002-09-05,306.197
2002-09-06,306.267
2002-09-09,304.398
2002-09-10,303.773
2002-09-11,305.012
2002-09-12,303.763
2002-09-13,301.234
2002-09-16,294.527
2002-09-17,285.926
2002-09-18,276.818
2002-09-19,275.133
2002-09-20,280.975
2002-09-23,269.723
2002-09-24,261.977
2002-09-25,268.473
2002-09-26,271.201
2002-09-27,262.05
2002-09-30,255.85
2002-10-01,256.449
2002-10-02,262.271
2002-10-03,261.902
2002-10-04,261.167
2002-10-07,259.219
2002-10-08,262.337
2002-10-09,263.577
2002-10-10,260.16
2002-10-11,269.626
2002-10-14,263.775
2002-10-15,268.016
2002-10-16,267.312
2002-10-17,265.905
2002-10-18,262.572
2002-10-21,261.841
2002-10-22,261.148
2002-10-23,249.25
2002-10-24,254.831
2002-10-25,264.983
2002-10-28,271.818
2002-10-29,265.413
2002-10-30,269.439
2002-10-31,275.467
2002-11-01,277.178
2002-11-04,285.494
2002-11-05,286.096
2002-11-06,285.547
2002-11-07,289.071
2002-11-08,291.016
2002-11-11,289.984
2002-11-12,289.083
2002-11-13,287.464
2002-11-14,291.251
2002-11-15,299.651
2002-11-18,304.323
2002-11-19,306.972
2002-11-20,306.191
2002-11-21,305.87
2002-11-22,307.153
2002-11-25,312.594
2002-11-26,309.41
2002-11-27,312.487
2002-11-28,316.858
2002-11-29,317.11
2002-12-02,315.444
2002-12-03,313.328
2002-12-04,321.77
2002-12-05,322.696
2002-12-06,322.612
2002-12-09,312.548
2002-12-10,309.495
2002-12-11,304.765
2002-12-12,302.866
2002-12-13,302.881
2002-12-16,302.23
2002-12-17,306.958
2002-12-18,311.697
2002-12-19,309.506
2002-12-20,307.347
2002-12-23,303.581
2002-12-24,304.837
2002-12-25,304.837
2002-12-26,305.606
2002-12-27,302.245
2002-12-30,302.574
2002-12-31,308.509
2003-01-01,308.509
2003-01-02,313.354
2003-01-03,314.525
2003-01-06,310.982
2003-01-07,315.938
2003-01-08,315.297
2003-01-09,318.933
2003-01-10,321.549
2003-01-13,325.265
2003-01-14,326.163
2003-01-15,321.462
2003-01-16,324.129
2003-01-17,322.218
2003-01-20,319.255
2003-01-21,309.754
2003-01-22,311.374
2003-01-23,315.517
2003-01-24,316.241
2003-01-27,309.636
2003-01-28,305.412
2003-01-29,299.093
2003-01-30,297.001
2003-01-31,297.913
2003-02-03,302.045
2003-02-04,300.223
2003-02-05,300.913
2003-02-06,301.578
2003-02-07,298.67
2003-02-10,295.584
2003-02-11,296.82
2003-02-12,294.008
2003-02-13,295.598
2003-02-14,297.86
2003-02-17,300.074
2003-02-18,298.984
2003-02-19,294.054
2003-02-20,293.421
2003-02-21,288.215
2003-02-24,281.123
2003-02-25,265.906
2003-02-26,267.6
2003-02-27,267.713
2003-02-28,267.032
2003-03-03,266.365
2003-03-04,269.728
2003-03-05,271.561
2003-03-06,273.642
2003-03-07,276.653
2003-03-10,283.196
2003-03-11,292.791
2003-03-12,292.359
2003-03-13,289.83
2003-03-14,284.2
2003-03-17,276.934
2003-03-18,280.336
2003-03-19,276.533
2003-03-20,275.26
2003-03-21,279.012
2003-03-24,276.596
2003-03-25,280.303
2003-03-26,284.532
2003-03-27,282.84
2003-03-28,281.411
2003-03-31,279.305
2003-04-01,284.735
2003-04-02,286.604
2003-04-03,284.13
2003-04-04,290.208
2003-04-07,295.957
2003-04-08,293.708
2003-04-09,293.343
2003-04-10,291.795
2003-04-11,288.596
2003-04-14,284.649
2003-04-15,292.337
2003-04-16,291.371
2003-04-17,290.746
2003-04-18,290.746
2003-04-21,289.493
2003-04-22,288.345
2003-04-23,289.85
2003-04-24,290.153
2003-04-25,291.599
2003-04-28,291.798
2003-04-29,292.454
2003-04-30,297.525
2003-05-01,300.258
2003-05-02,302.772
2003-05-05,306.425
2003-05-06,315.596
2003-05-07,315.993
2003-05-08,321.159
2003-05-09,318.301
2003-05-12,322.311
2003-05-13,320.214
2003-05-14,321.575
2003-05-15,319.009
2003-05-16,320.087
2003-05-19,324.375
2003-05-20,326.528
2003-05-21,325.583
2003-05-22,325.217
2003-05-23,327.565
2003-05-26,329.934
2003-05-27,330.702
2003-05-28,333.414
2003-05-29,334.091
2003-05-30,334.882
2003-06-02,343.995
2003-06-03,347.454
2003-06-04,352.53
2003-06-05,360.795
2003-06-06,353.147
2003-06-09,352.839
2003-06-10,350.071
2003-06-11,357.494
2003-06-12,358.065
2003-06-13,358.666
2003-06-16,365.028
2003-06-17,360.843
2003-06-18,352.87
2003-06-19,350.04
2003-06-20,353.401
2003-06-23,355.105
2003-06-24,349.669
2003-06-25,353.827
2003-06-26,351.166
2003-06-27,351.012
2003-06-30,349.506
2003-07-01,350.006
2003-07-02,354.758
2003-07-03,358.456
2003-07-04,354.04
2003-07-07,354.229
2003-07-08,356.792
2003-07-09,349.804
2003-07-10,350.476
2003-07-11,353.561
2003-07-14,355.83
2003-07-15,352.37
2003-07-16,348.486
2003-07-17,348.207
2003-07-18,344.384
2003-07-21,344.03
2003-07-22,344.353
2003-07-23,347.992
2003-07-24,354.909
2003-07-25,355.31
2003-07-28,353.67
2003-07-29,354.206
2003-07-30,350.138
2003-07-31,346.516
2003-08-01,343.896
2003-08-04,345.289
2003-08-05,350.228
2003-08-06,348.484
2003-08-07,352.544
2003-08-08,348.665
2003-08-11,348.335
2003-08-12,349.761
2003-08-13,349.021
2003-08-14,347.834
2003-08-15,348.497
2003-08-18,350.742
2003-08-19,348.946
2003-08-20,349.686
2003-08-21,349.287
2003-08-22,348.215
2003-08-25,349.942
2003-08-26,348.816
2003-08-27,350.845
2003-08-28,349.978
2003-08-29,348.006
2003-09-01,350.171
2003-09-02,347.026
2003-09-03,347.229
2003-09-04,346.839
2003-09-05,350.367
2003-09-08,352.209
2003-09-09,354.99
2003-09-10,354.114
2003-09-11,355.37
2003-09-12,357.368
2003-09-15,357.561
2003-09-16,353.043
2003-09-17,357.179
2003-09-18,361.22
2003-09-19,366.409
2003-09-22,368.274
2003-09-23,374.741
2003-09-24,375.061
2003-09-25,373.582
2003-09-26,370.484
2003-09-29,377.773
2003-09-30,382.989
2003-10-01,385.588
2003-10-02,387.936
2003-10-03,386.142
2003-10-06,386.541
2003-10-07,389.926
2003-10-08,394.234
2003-10-09,392.898
2003-10-10,393.645
2003-10-13,392.334
2003-10-14,393.509
2003-10-15,391.451
2003-10-16,390.898
2003-10-17,390.701
2003-10-20,386.837
2003-10-21,389.683
2003-10-22,390.147
2003-10-23,388.689
2003-10-24,389.885
2003-10-27,385.097
2003-10-28,381.941
2003-10-29,382.129
2003-10-30,382.677
2003-10-31,380.898
2003-11-03,376.309
2003-11-04,380.81
2003-11-05,381.724
2003-11-06,379.845
2003-11-07,384.877
2003-11-10,383.843
2003-11-11,384.257
2003-11-12,390.642
2003-11-13,392.871
2003-11-14,397.001
2003-11-17,393.353
2003-11-18,394.428
2003-11-19,398.149
2003-11-20,397.733
2003-11-21,398.156
2003-11-24,393.644
2003-11-25,393.236
2003-11-26,399.707
2003-11-27,399.714
2003-11-28,407.133
2003-12-01,406.103
2003-12-02,410.948
2003-12-03,410.363
2003-12-04,409.885
2003-12-05,411.28
2003-12-08,416.039
2003-12-09,416.706
2003-12-10,417.055
2003-12-11,411.111
2003-12-12,416.401
2003-12-15,419.405
2003-12-16,424.349
2003-12-17,422.479
2003-12-18,422.935
2003-12-19,421.808
2003-12-22,426.364
2003-12-23,428.99
2003-12-24,430.241
2003-12-25,430.241
2003-12-26,430.069
2003-12-29,430.228
2003-12-30,432.88
2003-12-31,436.94
2004-01-01,436.94
2004-01-02,446.171
2004-01-05,452.533
2004-01-06,442.768
2004-01-07,439.923
2004-01-08,441.926
2004-01-09,444.277
2004-01-12,439.551
2004-01-13,433.348
2004-01-14,431.187
2004-01-15,428.214
2004-01-16,421.089
2004-01-19,421.506
2004-01-20,423.178
2004-01-21,431.627
2004-01-22,435.185
2004-01-23,436.347
2004-01-26,432.59
2004-01-27,434.253
2004-01-28,432.85
2004-01-29,422.325
2004-01-30,434.516
2004-02-02,432.578
2004-02-03,438.934
2004-02-04,437.148
2004-02-05,440.788
2004-02-06,454.79
2004-02-09,455.469
2004-02-10,463.321
2004-02-11,471.713
2004-02-12,469.239
2004-02-13,471.114
2004-02-16,474.151
2004-02-17,479.848
2004-02-18,489.615
2004-02-19,485.867
2004-02-20,478.706
2004-02-23,485.442
2004-02-24,490.976
2004-02-25,486.679
2004-02-26,476.202
2004-02-27,478.744
2004-03-01,482.373
2004-03-02,484.995
2004-03-03,483.911
2004-03-04,485.089
2004-03-05,499.759
2004-03-08,510.579
2004-03-09,504.774
2004-03-10,490.857
2004-03-11,478.361
2004-03-12,479.822
2004-03-15,466.665
2004-03-16,470.305
2004-03-17,475.396
2004-03-18,476.582
2004-03-19,473.14
2004-03-22,469.857
2004-03-23,463.386
2004-03-24,457.523
2004-03-25,463.087
2004-03-26,464.777
2004-03-29,462.355
2004-03-30,464.162
2004-03-31,473.269
2004-04-01,480.8
2004-04-02,481.04
2004-04-05,472.903
2004-04-06,468.454
2004-04-07,484.137
2004-04-08,480.638
2004-04-09,480.638
2004-04-12,479.288
2004-04-13,477.564
2004-04-14,474.802
2004-04-15,469.333
2004-04-16,481.173
2004-04-19,485.378
2004-04-20,479.725
2004-04-21,468.478
2004-04-22,464.356
2004-04-23,463.745
2004-04-26,460.871
2004-04-27,464.96
2004-04-28,463.798
2004-04-29,469.599
2004-04-30,468.391
2004-05-03,470.205
2004-05-04,476.319
2004-05-05,481.595
2004-05-06,474.531
2004-05-07,467.368
2004-05-10,459.376
2004-05-11,460.258
2004-05-12,462.28
2004-05-13,460.799
2004-05-14,461.103
2004-05-17,456.614
2004-05-18,456.329
2004-05-19,462.435
2004-05-20,457.028
2004-05-21,461.456
2004-05-24,457.546
2004-05-25,459.714
2004-05-26,459.396
2004-05-27,471.017
2004-05-28,465.968
2004-05-31,467.923
2004-06-01,470.466
2004-06-02,471.087
2004-06-03,474.286
2004-06-04,474.721
2004-06-07,483.451
2004-06-08,474.387
2004-06-09,469.348
2004-06-10,470.592
2004-06-11,468.097
2004-06-14,464.453
2004-06-15,470.708
2004-06-16,470.761
2004-06-17,471.818
2004-06-18,474.001
2004-06-21,474.053
2004-06-22,475.006
2004-06-23,478.776
2004-06-24,478.932
2004-06-25,478.783
2004-06-28,487.401
2004-06-29,481.111
2004-06-30,485.952
2004-07-01,484.987
2004-07-02,493.678
2004-07-05,484.779
2004-07-06,484.996
2004-07-07,490.46
2004-07-08,491.688
2004-07-09,494.14
2004-07-12,500.363
2004-07-13,499.512
2004-07-14,501.41
2004-07-15,502.074
2004-07-16,510.399
2004-07-19,504.084
2004-07-20,504.487
2004-07-21,498.86
2004-07-22,500.995
2004-07-23,493.344
2004-07-26,490.899
2004-07-27,489.407
2004-07-28,491.039
2004-07-29,487.607
2004-07-30,469.302
2004-08-02,481.066
2004-08-03,479.702
2004-08-04,475.624
2004-08-05,476.354
2004-08-06,482.214
2004-08-09,490.175
2004-08-10,493.326
2004-08-11,484.25
2004-08-12,485.281
2004-08-13,492.903
2004-08-16,493.377
2004-08-17,489.765
2004-08-18,492.445
2004-08-19,493.698
2004-08-20,497.155
2004-08-23,489.315
2004-08-24,487.29
2004-08-25,484.593
2004-08-26,484.431
2004-08-27,479.751
2004-08-30,484.036
2004-08-31,486.31
2004-09-01,485.092
2004-09-02,485.862
2004-09-03,484.498
2004-09-06,481.657
2004-09-07,483.56
2004-09-08,494.355
2004-09-09,499.231
2004-09-10,505.119
2004-09-13,506.015
2004-09-14,509.479
2004-09-15,503.332
2004-09-16,502.18
2004-09-17,504.625
2004-09-20,506.654
2004-09-21,509.779
2004-09-22,514.031
2004-09-23,515.36
2004-09-24,511.383
2004-09-27,509.907
2004-09-28,507.716
2004-09-29,511.502
2004-09-30,520.357
2004-10-01,515.662
2004-10-04,513.754
2004-10-05,520.152
2004-10-06,520.579
2004-10-07,509.527
2004-10-08,515.418
2004-10-11,509.844
2004-10-12,511.786
2004-10-13,507.575
2004-10-14,517.294
2004-10-15,515.348
2004-10-18,521.666
2004-10-19,523.596
2004-10-20,530.194
2004-10-21,531.739
2004-10-22,533.664
2004-10-25,530.075
2004-10-26,523.133
2004-10-27,526.131
2004-10-28,528.989
2004-10-29,525.052
2004-11-01,530.366
2004-11-02,532.475
2004-11-03,539.241
2004-11-04,544.497
2004-11-05,537.586
2004-11-08,540.022
2004-11-09,542.262
2004-11-10,554.644
2004-11-11,551.812
2004-11-12,552.578
2004-11-15,540.929
2004-11-16,534.658
2004-11-17,552.412
2004-11-18,545.803
2004-11-19,544.247
2004-11-22,547.834
2004-11-23,547.003
2004-11-24,550.237
2004-11-25,553.85
2004-11-26,558.257
2004-11-29,554.643
2004-11-30,553.208
2004-12-01,552.527
2004-12-02,546.0
2004-12-03,550.512
2004-12-06,551.487
2004-12-07,554.056
2004-12-08,550.056
2004-12-09,548.194
2004-12-10,544.881
2004-12-13,553.612
2004-12-14,556.629
2004-12-15,569.133
2004-12-16,560.069
2004-12-17,551.779
2004-12-20,563.484
2004-12-21,560.271
2004-12-22,558.995
2004-12-23,561.283
2004-12-24,563.324
2004-12-27,565.799
2004-12-28,565.379
2004-12-29,565.697
2004-12-30,566.715
2004-12-31,566.271
2005-01-03,558.606
2005-01-04,556.921
2005-01-05,557.518
2005-01-06,556.464
2005-01-07,553.405
2005-01-10,551.685
2005-01-11,556.252
2005-01-12,558.612
2005-01-13,556.147
2005-01-14,543.678
2005-01-17,551.705
2005-01-18,545.396
2005-01-19,549.715
2005-01-20,544.776
2005-01-21,548.985
2005-01-24,549.197
2005-01-25,544.991
2005-01-26,555.205
2005-01-27,550.371
2005-01-28,554.662
2005-01-31,558.211
2005-02-01,560.917
2005-02-02,560.029
2005-02-03,558.191
2005-02-04,559.139
2005-02-07,550.875
2005-02-08,552.009
2005-02-09,551.541
2005-02-10,556.784
2005-02-11,559.268
2005-02-14,559.112
2005-02-15,564.557
2005-02-16,565.469
2005-02-17,565.686
2005-02-18,561.05
2005-02-21,549.399
2005-02-22,555.187
2005-02-23,551.786
2005-02-24,551.913
2005-02-25,550.24
2005-02-28,552.639
2005-03-01,548.008
2005-03-02,544.491
2005-03-03,546.917
2005-03-04,551.167
2005-03-07,552.268
2005-03-08,556.235
2005-03-09,555.449
2005-03-10,554.87
2005-03-11,556.894
2005-03-14,552.826
2005-03-15,547.456
2005-03-16,549.58
2005-03-17,546.269
2005-03-18,539.777
2005-03-21,534.872
2005-03-22,535.545
2005-03-23,529.198
2005-03-24,533.286
2005-03-25,533.286
2005-03-28,529.544
2005-03-29,532.645
2005-03-30,529.594
2005-03-31,526.194
2005-04-01,529.603
2005-04-04,521.95
2005-04-05,524.489
2005-04-06,521.41
2005-04-07,526.593
2005-04-08,524.436
2005-04-11,529.157
2005-04-12,526.358
2005-04-13,531.955
2005-04-14,526.068
2005-04-15,530.055
2005-04-18,531.817
2005-04-19,531.333
2005-04-20,532.992
2005-04-21,535.037
2005-04-22,535.664
2005-04-25,532.982
2005-04-26,531.982
2005-04-27,528.183
2005-04-28,529.031
2005-04-29,530.258
2005-05-02,528.213
2005-05-03,529.862
2005-05-04,534.701
2005-05-05,535.017
2005-05-06,527.523
2005-05-09,523.968
2005-05-10,527.941
2005-05-11,521.973
2005-05-12,521.633
2005-05-13,520.824
2005-05-16,518.015
2005-05-17,520.773
2005-05-18,520.637
2005-05-19,519.569
2005-05-20,524.433
2005-05-23,527.352
2005-05-24,528.279
2005-05-25,516.602
2005-05-26,517.475
2005-05-27,519.357
2005-05-30,512.261
2005-05-31,501.29
2005-06-01,506.163
2005-06-02,489.752
2005-06-03,492.539
2005-06-06,494.288
2005-06-07,491.733
2005-06-08,489.824
2005-06-09,485.904
2005-06-10,485.206
2005-06-13,483.969
2005-06-14,483.69
2005-06-15,484.916
2005-06-16,479.876
2005-06-17,489.812
2005-06-20,487.004
2005-06-21,488.513
2005-06-22,487.461
2005-06-23,483.301
2005-06-24,478.36
2005-06-27,471.939
2005-06-28,471.653
2005-06-29,476.845
2005-06-30,481.502
2005-07-01,481.107
2005-07-04,477.814
2005-07-05,476.285
2005-07-06,480.0
2005-07-07,475.229
2005-07-08,478.949
2005-07-11,482.594
2005-07-12,486.271
2005-07-13,480.491
2005-07-14,484.452
2005-07-15,478.999
2005-07-18,483.82
2005-07-19,482.094
2005-07-20,480.555
2005-07-21,486.24
2005-07-22,481.85
2005-07-25,480.933
2005-07-26,483.672
2005-07-27,487.408
2005-07-28,491.461
2005-07-29,494.032
2005-08-01,495.492
2005-08-02,496.198
2005-08-03,508.31
2005-08-04,512.989
2005-08-05,514.087
2005-08-08,513.067
2005-08-09,510.003
2005-08-10,512.749
2005-08-11,515.927
2005-08-12,516.482
2005-08-15,516.446
2005-08-16,517.086
2005-08-17,514.001
2005-08-18,501.758
2005-08-19,505.407
2005-08-22,510.77
2005-08-23,505.299
2005-08-24,502.305
2005-08-25,499.592
2005-08-26,500.71
2005-08-29,497.499
2005-08-30,495.568
2005-08-31,507.081
2005-09-01,513.493
2005-09-02,513.122
2005-09-05,516.649
2005-09-06,520.602
2005-09-07,516.375
2005-09-08,516.021
2005-09-09,516.37
2005-09-12,504.119
2005-09-13,508.578
2005-09-14,506.933
2005-09-15,509.303
2005-09-16,504.605
2005-09-19,502.636
2005-09-20,507.282
2005-09-21,507.181
2005-09-22,502.356
2005-09-23,503.271
2005-09-26,500.047
2005-09-27,498.396
2005-09-28,497.119
2005-09-29,500.805
2005-09-30,502.746
2005-10-03,490.409
2005-10-04,493.339
2005-10-05,497.372
2005-10-06,507.349
2005-10-07,502.115
2005-10-10,501.795
2005-10-11,499.961
2005-10-12,499.859
2005-10-13,492.442
2005-10-14,502.308
2005-10-17,499.564
2005-10-18,493.56
2005-10-19,489.37
2005-10-20,492.871
2005-10-21,495.589
2005-10-24,494.372
2005-10-25,501.353
2005-10-26,497.448
2005-10-27,496.07
2005-10-28,492.682
2005-10-31,494.977
2005-11-01,494.27
2005-11-02,500.461
2005-11-03,497.239
2005-11-04,488.619
2005-11-07,490.832
