Date,ITALY SMID VALUE SMID (Small+Mid Cap)
2003-04-08,269.594
2003-04-09,269.289
2003-04-10,272.174
2003-04-11,271.91
2003-04-14,274.338
2003-04-15,275.831
2003-04-16,277.406
2003-04-17,280.638
2003-04-18,280.638
2003-04-21,279.429
2003-04-22,284.449
2003-04-23,287.218
2003-04-24,288.432
2003-04-25,286.042
2003-04-28,289.203
2003-04-29,291.43
2003-04-30,297.339
2003-05-01,300.07
2003-05-02,298.776
2003-05-05,304.055
2003-05-06,308.184
2003-05-07,308.524
2003-05-08,305.856
2003-05-09,305.777
2003-05-12,306.013
2003-05-13,306.382
2003-05-14,306.851
2003-05-15,306.628
2003-05-16,310.181
2003-05-19,306.124
2003-05-20,305.182
2003-05-21,301.69
2003-05-22,306.453
2003-05-23,309.317
2003-05-26,311.501
2003-05-27,313.014
2003-05-28,313.26
2003-05-29,317.422
2003-05-30,323.231
2003-06-02,322.155
2003-06-03,319.907
2003-06-04,319.775
2003-06-05,324.446
2003-06-06,323.135
2003-06-09,321.424
2003-06-10,320.558
2003-06-11,325.285
2003-06-12,325.504
2003-06-13,327.083
2003-06-16,332.41
2003-06-17,334.044
2003-06-18,331.208
2003-06-19,329.498
2003-06-20,328.243
2003-06-23,322.646
2003-06-24,321.765
2003-06-25,325.27
2003-06-26,320.815
2003-06-27,319.836
2003-06-30,317.851
2003-07-01,315.595
2003-07-02,314.582
2003-07-03,314.89
2003-07-04,313.934
2003-07-07,316.907
2003-07-08,316.754
2003-07-09,317.255
2003-07-10,315.299
2003-07-11,315.273
2003-07-14,316.948
2003-07-15,314.288
2003-07-16,314.484
2003-07-17,312.451
2003-07-18,314.904
2003-07-21,314.565
2003-07-22,314.41
2003-07-23,317.722
2003-07-24,320.635
2003-07-25,321.423
2003-07-28,322.497
2003-07-29,320.351
2003-07-30,319.679
2003-07-31,319.519
2003-08-01,317.544
2003-08-04,318.419
2003-08-05,320.367
2003-08-06,318.902
2003-08-07,319.248
2003-08-08,317.995
2003-08-11,318.416
2003-08-12,319.023
2003-08-13,320.371
2003-08-14,322.719
2003-08-15,322.489
2003-08-18,321.868
2003-08-19,322.578
2003-08-20,324.09
2003-08-21,321.325
2003-08-22,319.28
2003-08-25,318.557
2003-08-26,316.877
2003-08-27,318.933
2003-08-28,320.583
2003-08-29,321.47
2003-09-01,324.325
2003-09-02,321.625
2003-09-03,325.519
2003-09-04,327.028
2003-09-05,331.19
2003-09-08,337.105
2003-09-09,336.262
2003-09-10,333.843
2003-09-11,334.97
2003-09-12,338.405
2003-09-15,340.1
2003-09-16,339.911
2003-09-17,342.954
2003-09-18,346.117
2003-09-19,349.732
2003-09-22,346.351
2003-09-23,347.053
2003-09-24,346.86
2003-09-25,346.072
2003-09-26,342.262
2003-09-29,343.79
2003-09-30,341.689
2003-10-01,346.252
2003-10-02,347.288
2003-10-03,349.458
2003-10-06,349.864
2003-10-07,351.051
2003-10-08,352.684
2003-10-09,354.111
2003-10-10,355.069
2003-10-13,354.781
2003-10-14,356.722
2003-10-15,358.785
2003-10-16,359.982
2003-10-17,356.208
2003-10-20,356.048
2003-10-21,357.38
2003-10-22,356.183
2003-10-23,354.052
2003-10-24,355.494
2003-10-27,355.72
2003-10-28,355.98
2003-10-29,357.532
2003-10-30,358.698
2003-10-31,358.161
2003-11-03,356.354
2003-11-04,356.452
2003-11-05,354.721
2003-11-06,354.011
2003-11-07,359.063
2003-11-10,360.08
2003-11-11,356.737
2003-11-12,361.173
2003-11-13,366.003
2003-11-14,367.749
2003-11-17,364.673
2003-11-18,369.946
2003-11-19,370.928
2003-11-20,369.005
2003-11-21,371.245
2003-11-24,373.458
2003-11-25,374.904
2003-11-26,378.991
2003-11-27,382.921
2003-11-28,387.647
2003-12-01,388.927
2003-12-02,393.018
2003-12-03,396.025
2003-12-04,397.048
2003-12-05,398.12
2003-12-08,399.229
2003-12-09,397.258
2003-12-10,395.033
2003-12-11,390.0
2003-12-12,390.95
2003-12-15,394.072
2003-12-16,396.734
2003-12-17,397.974
2003-12-18,397.706
2003-12-19,390.415
2003-12-22,383.849
2003-12-23,385.608
2003-12-24,386.695
2003-12-25,386.695
2003-12-26,386.54
2003-12-29,389.869
2003-12-30,391.454
2003-12-31,394.046
2004-01-01,394.046
2004-01-02,396.497
2004-01-05,402.835
2004-01-06,406.159
2004-01-07,399.583
2004-01-08,402.142
2004-01-09,406.322
2004-01-12,405.534
2004-01-13,405.167
2004-01-14,405.149
2004-01-15,404.13
2004-01-16,399.676
2004-01-19,402.134
2004-01-20,406.959
2004-01-21,407.55
2004-01-22,409.362
2004-01-23,408.897
2004-01-26,405.366
2004-01-27,410.914
2004-01-28,413.85
2004-01-29,403.679
2004-01-30,404.775
2004-02-02,407.397
2004-02-03,408.555
2004-02-04,407.785
2004-02-05,407.29
2004-02-06,413.17
2004-02-09,414.841
2004-02-10,417.448
2004-02-11,415.072
2004-02-12,420.225
2004-02-13,415.712
2004-02-16,416.336
2004-02-17,420.719
2004-02-18,420.916
2004-02-19,417.361
2004-02-20,413.23
2004-02-23,413.54
2004-02-24,414.232
2004-02-25,411.697
2004-02-26,408.204
2004-02-27,410.659
2004-03-01,411.783
2004-03-02,407.701
2004-03-03,403.084
2004-03-04,406.429
2004-03-05,414.989
2004-03-08,414.197
2004-03-09,414.025
2004-03-10,407.008
2004-03-11,401.517
2004-03-12,398.094
2004-03-15,389.852
2004-03-16,395.839
2004-03-17,392.753
2004-03-18,394.082
2004-03-19,389.775
2004-03-22,385.474
2004-03-23,385.326
2004-03-24,382.144
2004-03-25,385.806
2004-03-26,383.824
2004-03-29,388.432
2004-03-30,388.073
2004-03-31,391.216
2004-04-01,396.758
2004-04-02,393.758
2004-04-05,391.713
2004-04-06,392.316
2004-04-07,397.893
2004-04-08,396.894
2004-04-09,396.894
2004-04-12,395.779
2004-04-13,393.895
2004-04-14,392.419
2004-04-15,391.458
2004-04-16,394.412
2004-04-19,395.593
2004-04-20,396.273
2004-04-21,394.425
2004-04-22,396.245
2004-04-23,395.853
2004-04-26,397.251
2004-04-27,399.693
2004-04-28,394.834
2004-04-29,396.015
2004-04-30,396.453
2004-05-03,396.78
2004-05-04,398.766
2004-05-05,401.62
2004-05-06,393.843
2004-05-07,389.034
2004-05-10,379.827
2004-05-11,381.168
2004-05-12,379.886
2004-05-13,380.89
2004-05-14,380.368
2004-05-17,379.844
2004-05-18,382.089
2004-05-19,390.134
2004-05-20,385.856
2004-05-21,388.726
2004-05-24,389.764
2004-05-25,392.289
2004-05-26,397.265
2004-05-27,404.459
2004-05-28,403.529
2004-05-31,402.015
2004-06-01,401.938
2004-06-02,406.923
2004-06-03,405.362
2004-06-04,408.736
2004-06-07,412.824
2004-06-08,412.395
2004-06-09,405.798
2004-06-10,407.211
2004-06-11,403.461
2004-06-14,403.553
2004-06-15,407.031
2004-06-16,405.78
2004-06-17,407.206
2004-06-18,409.909
2004-06-21,410.5
2004-06-22,411.076
2004-06-23,412.377
2004-06-24,417.43
2004-06-25,418.004
2004-06-28,423.97
2004-06-29,420.552
2004-06-30,422.523
2004-07-01,422.091
2004-07-02,425.655
2004-07-05,423.188
2004-07-06,420.286
2004-07-07,422.855
2004-07-08,423.828
2004-07-09,423.107
2004-07-12,422.393
2004-07-13,420.756
2004-07-14,421.572
2004-07-15,418.83
2004-07-16,423.029
2004-07-19,420.858
2004-07-20,419.025
2004-07-21,415.418
2004-07-22,413.335
2004-07-23,409.122
2004-07-26,409.279
2004-07-27,407.694
2004-07-28,406.078
2004-07-29,410.946
2004-07-30,411.547
2004-08-02,411.333
2004-08-03,412.86
2004-08-04,409.634
2004-08-05,409.144
2004-08-06,410.729
2004-08-09,406.972
2004-08-10,410.482
2004-08-11,404.361
2004-08-12,404.756
2004-08-13,407.71
2004-08-16,410.496
2004-08-17,410.736
2004-08-18,408.544
2004-08-19,411.773
2004-08-20,410.181
2004-08-23,409.664
2004-08-24,408.303
2004-08-25,407.427
2004-08-26,408.355
2004-08-27,406.791
2004-08-30,407.147
2004-08-31,411.267
2004-09-01,413.51
2004-09-02,417.507
2004-09-03,416.247
2004-09-06,417.007
2004-09-07,415.65
2004-09-08,417.373
2004-09-09,417.745
2004-09-10,425.422
2004-09-13,426.234
2004-09-14,426.827
2004-09-15,423.261
2004-09-16,424.987
2004-09-17,429.485
2004-09-20,429.491
2004-09-21,436.019
2004-09-22,433.707
2004-09-23,434.176
2004-09-24,433.84
2004-09-27,431.201
2004-09-28,433.345
2004-09-29,436.7
2004-09-30,439.03
2004-10-01,441.405
2004-10-04,438.93
2004-10-05,440.884
2004-10-06,440.426
2004-10-07,440.162
2004-10-08,445.626
2004-10-11,444.042
2004-10-12,439.039
2004-10-13,440.213
2004-10-14,443.102
2004-10-15,446.384
2004-10-18,446.473
2004-10-19,446.967
2004-10-20,447.275
2004-10-21,447.548
2004-10-22,449.618
2004-10-25,450.295
2004-10-26,452.15
2004-10-27,455.682
2004-10-28,456.763
2004-10-29,457.142
2004-11-01,460.283
2004-11-02,460.047
2004-11-03,464.267
2004-11-04,465.609
2004-11-05,468.219
2004-11-08,470.202
2004-11-09,469.649
2004-11-10,470.548
2004-11-11,471.127
2004-11-12,472.84
2004-11-15,472.535
2004-11-16,472.666
2004-11-17,478.741
2004-11-18,478.839
2004-11-19,480.73
2004-11-22,479.863
2004-11-23,481.367
2004-11-24,482.848
2004-11-25,487.886
2004-11-26,487.965
2004-11-29,488.95
2004-11-30,488.631
2004-12-01,492.808
2004-12-02,493.169
2004-12-03,497.668
2004-12-06,500.301
2004-12-07,504.154
2004-12-08,499.173
2004-12-09,496.26
2004-12-10,497.386
2004-12-13,504.248
2004-12-14,507.148
2004-12-15,513.776
2004-12-16,509.015
2004-12-17,506.888
2004-12-20,515.708
2004-12-21,517.959
2004-12-22,520.868
2004-12-23,526.051
2004-12-24,527.415
2004-12-27,531.429
2004-12-28,532.482
2004-12-29,532.812
2004-12-30,535.778
2004-12-31,534.304
2005-01-03,533.04
2005-01-04,529.387
2005-01-05,529.352
2005-01-06,528.384
2005-01-07,525.198
2005-01-10,526.378
2005-01-11,521.322
2005-01-12,529.439
2005-01-13,529.613
2005-01-14,527.955
2005-01-17,529.592
2005-01-18,526.933
2005-01-19,529.457
2005-01-20,526.677
2005-01-21,530.4
2005-01-24,530.113
2005-01-25,532.449
2005-01-26,536.678
2005-01-27,533.649
2005-01-28,532.666
2005-01-31,542.404
2005-02-01,541.124
2005-02-02,544.277
2005-02-03,542.678
2005-02-04,545.606
2005-02-07,543.888
2005-02-08,542.526
2005-02-09,544.096
2005-02-10,547.388
2005-02-11,548.274
2005-02-14,555.016
2005-02-15,554.263
2005-02-16,549.448
2005-02-17,552.643
2005-02-18,550.082
2005-02-21,541.522
2005-02-22,542.168
2005-02-23,540.238
2005-02-24,543.165
2005-02-25,550.977
2005-02-28,554.878
2005-03-01,555.458
2005-03-02,549.556
2005-03-03,549.006
2005-03-04,558.09
2005-03-07,557.677
2005-03-08,560.842
2005-03-09,562.188
2005-03-10,559.687
2005-03-11,562.298
2005-03-14,556.826
2005-03-15,557.816
2005-03-16,558.551
2005-03-17,554.69
2005-03-18,553.663
2005-03-21,550.884
2005-03-22,552.528
2005-03-23,542.687
2005-03-24,543.174
2005-03-25,543.174
2005-03-28,539.362
2005-03-29,540.799
2005-03-30,544.932
2005-03-31,550.436
2005-04-01,553.921
2005-04-04,548.41
2005-04-05,550.417
2005-04-06,555.76
2005-04-07,558.709
2005-04-08,558.642
2005-04-11,563.735
2005-04-12,556.396
2005-04-13,559.223
2005-04-14,553.576
2005-04-15,546.45
2005-04-18,542.229
2005-04-19,544.78
2005-04-20,544.578
2005-04-21,547.455
2005-04-22,550.834
2005-04-25,547.86
2005-04-26,548.111
2005-04-27,540.78
2005-04-28,538.925
2005-04-29,543.225
2005-05-02,545.267
2005-05-03,546.769
2005-05-04,553.605
2005-05-05,553.766
2005-05-06,550.957
2005-05-09,552.837
2005-05-10,553.987
2005-05-11,555.816
2005-05-12,554.969
2005-05-13,552.211
2005-05-16,551.691
2005-05-17,548.678
2005-05-18,553.713
2005-05-19,554.633
2005-05-20,552.176
2005-05-23,563.168
2005-05-24,558.671
2005-05-25,561.506
2005-05-26,559.634
2005-05-27,558.701
2005-05-30,556.506
2005-05-31,550.669
2005-06-01,550.506
2005-06-02,554.225
2005-06-03,551.797
2005-06-06,550.983
2005-06-07,552.151
2005-06-08,554.55
2005-06-09,549.288
2005-06-10,546.491
2005-06-13,544.253
2005-06-14,544.791
2005-06-15,547.177
2005-06-16,548.327
2005-06-17,554.926
2005-06-20,550.058
2005-06-21,552.388
2005-06-22,550.506
2005-06-23,549.355
2005-06-24,547.473
2005-06-27,546.316
2005-06-28,545.217
2005-06-29,547.525
2005-06-30,549.58
2005-07-01,545.743
2005-07-04,542.587
2005-07-05,541.405
2005-07-06,544.624
2005-07-07,538.343
2005-07-08,544.472
2005-07-11,554.073
2005-07-12,559.524
2005-07-13,558.574
2005-07-14,560.967
2005-07-15,555.845
2005-07-18,556.741
2005-07-19,558.17
2005-07-20,558.339
2005-07-21,566.817
2005-07-22,569.018
2005-07-25,565.546
2005-07-26,563.343
2005-07-27,567.073
2005-07-28,570.147
2005-07-29,572.022
2005-08-01,573.46
2005-08-02,575.174
2005-08-03,581.357
2005-08-04,580.162
2005-08-05,577.853
2005-08-08,580.726
2005-08-09,580.717
2005-08-10,583.862
2005-08-11,585.181
2005-08-12,583.178
2005-08-15,580.059
2005-08-16,577.564
2005-08-17,574.323
2005-08-18,566.774
2005-08-19,569.399
2005-08-22,577.794
2005-08-23,574.882
2005-08-24,577.492
2005-08-25,577.704
2005-08-26,575.685
2005-08-29,573.695
2005-08-30,570.378
2005-08-31,580.324
2005-09-01,590.747
2005-09-02,594.238
2005-09-05,595.304
2005-09-06,597.472
2005-09-07,598.561
2005-09-08,598.056
2005-09-09,599.894
2005-09-12,597.428
2005-09-13,596.198
2005-09-14,602.606
2005-09-15,595.849
2005-09-16,597.209
2005-09-19,591.505
2005-09-20,594.554
2005-09-21,598.387
2005-09-22,590.407
2005-09-23,588.05
2005-09-26,591.331
2005-09-27,590.271
2005-09-28,593.003
2005-09-29,591.038
2005-09-30,594.931
2005-10-03,589.481
2005-10-04,593.717
2005-10-05,589.608
2005-10-06,593.243
2005-10-07,589.428
2005-10-10,585.093
2005-10-11,580.066
2005-10-12,578.769
2005-10-13,567.6
2005-10-14,576.005
2005-10-17,573.623
2005-10-18,563.651
2005-10-19,547.416
2005-10-20,549.876
2005-10-21,550.024
2005-10-24,555.277
2005-10-25,560.675
2005-10-26,558.281
2005-10-27,551.274
2005-10-28,550.19
2005-10-31,550.104
2005-11-01,554.179
2005-11-02,561.191
2005-11-03,565.473
2005-11-04,555.788
2005-11-07,555.735
2005-11-08,552.399
