Date,ITALY SMID VALUE SMID (Small+Mid Cap)
1994-05-31,187.037
1994-06-30,177.559
1994-07-29,176.57
1994-08-31,171.401
1994-09-30,169.2
1994-10-31,162.347
1994-11-30,158.036
1994-12-30,156.804
1995-01-31,165.975
1995-02-28,155.79
1995-03-31,143.718
1995-04-28,148.756
1995-05-31,151.635
1995-06-30,144.739
1995-07-31,154.214
1995-08-31,151.112
1995-09-29,144.915
1995-10-31,139.07
1995-11-30,128.269
1995-12-29,135.405
1996-01-31,139.182
1996-02-29,143.136
1996-03-29,136.419
1996-04-30,146.776
1996-05-31,153.659
1996-06-28,148.421
1996-07-31,139.955
1996-08-30,137.998
1996-09-30,134.164
1996-10-31,128.956
1996-11-29,144.044
1996-12-31,146.116
1997-01-31,160.038
1997-02-28,148.336
1997-03-31,149.635
1997-04-30,144.713
1997-05-30,145.548
1997-06-30,152.079
1997-07-31,161.433
1997-08-29,162.382
1997-09-30,182.304
1997-10-31,186.496
1997-11-28,179.79
1997-12-31,199.035
1998-01-30,238.882
1998-02-27,257.552
1998-03-31,317.335
1998-04-30,297.615
1998-05-29,305.436
1998-06-30,277.841
1998-07-31,294.539
1998-08-31,256.474
1998-09-30,243.79
1998-10-30,255.676
1998-11-30,284.181
1998-12-31,296.311
1999-01-29,285.414
1999-02-26,274.497
1999-03-31,292.272
1999-04-30,292.554
1999-05-31,280.334
1999-06-30,274.912
1999-07-30,277.9
1999-08-31,279.716
1999-09-30,292.336
1999-10-29,283.466
1999-11-30,286.345
1999-12-31,335.036
2000-01-31,318.696
2000-02-29,398.935
2000-03-31,365.344
2000-04-28,345.422
2000-05-31,348.67
2000-06-30,365.868
2000-07-31,356.234
2000-08-31,366.972
2000-09-29,356.065
2000-10-31,345.781
2000-11-30,357.879
2000-12-29,375.653
2001-01-31,386.284
2001-02-28,363.704
2001-03-30,341.028
2001-04-30,349.861
2001-05-31,337.555
2001-06-29,325.231
2001-07-31,316.309
2001-08-31,323.178
2001-09-28,268.347
2001-10-31,269.524
2001-11-30,286.958
2001-12-31,282.025
2002-01-31,286.023
2002-02-28,281.971
2002-03-29,304.202
2002-04-30,313.955
2002-05-31,309.836
2002-06-28,299.587
2002-07-31,276.408
2002-08-30,280.706
2002-09-30,243.327
2002-10-31,260.539
2002-11-29,280.616
2002-12-31,269.205
2003-01-31,269.605
2003-02-28,274.171
2003-03-31,266.316
2003-04-30,307.297
2003-05-30,331.976
2003-06-30,326.269
2003-07-31,327.979
2003-08-29,329.982
2003-09-30,350.736
2003-10-31,367.644
2003-11-28,397.788
2003-12-31,404.328
2004-01-30,415.336
2004-02-27,421.373
2004-03-31,401.424
2004-04-30,406.717
2004-05-31,410.069
2004-06-30,430.854
2004-07-30,419.661
2004-08-31,419.376
2004-09-30,447.687
2004-10-29,466.155
2004-11-30,497.973
2004-12-31,544.508
2005-01-31,552.763
2005-02-28,565.475
2005-03-31,560.948
2005-04-29,553.208
2005-05-31,557.935
2005-06-30,556.666
2005-07-29,579.398
2005-08-31,587.807
2005-09-30,602.601
2005-10-31,557.185
2005-11-30,571.551
2005-12-30,586.302
2006-01-31,637.84
2006-02-28,670.204
2006-03-31,691.994
2006-04-28,727.555
2006-05-31,728.289
2006-06-30,732.26
2006-07-31,749.447
2006-08-31,782.621
2006-09-29,784.977
2006-10-31,820.566
2006-11-30,851.629
2006-12-29,877.689
2007-01-31,907.549
2007-02-28,913.728
2007-03-30,948.343
2007-04-30,1021.064
2007-05-31,1000.0
2007-06-29,966.189
2007-07-31,930.907
2007-08-31,909.435
2007-09-28,919.062
2007-10-31,964.026
2007-11-30,900.609
2007-12-31,880.8
2008-01-31,798.53
2008-02-29,823.79
2008-03-31,819.771
2008-04-30,824.595
2008-05-30,828.718
2008-06-30,723.674
2008-07-31,710.191
2008-08-29,700.323
2008-09-30,584.388
2008-10-31,454.61
2008-11-28,427.77
2008-12-31,460.859
2009-01-30,412.856
2009-02-27,362.935
2009-03-31,387.421
2009-04-30,458.37
2009-05-29,511.766
2009-06-30,488.114
2009-07-31,517.122
2009-08-31,564.386
2009-09-30,603.039
2009-10-30,581.597
2009-11-30,591.054
2009-12-31,591.68
2010-01-29,552.613
2010-02-26,525.138
2010-03-31,566.925
2010-04-30,538.72
2010-05-31,449.603
2010-06-30,433.637
2010-07-30,483.953
2010-08-31,449.518
2010-09-30,498.594
2010-10-29,526.165
2010-11-30,433.725
2010-12-31,470.807
2011-01-31,512.117
2011-02-28,513.309
2011-03-31,512.632
2011-04-29,548.999
2011-05-31,511.771
2011-06-30,486.311
2011-07-29,431.555
2011-08-31,373.243
2011-09-30,336.387
2011-10-31,350.93
2011-11-30,302.99
2011-12-30,287.799
2012-01-31,318.991
2012-02-29,347.464
2012-03-30,330.758
2012-04-30,294.6
2012-05-31,241.347
2012-06-29,270.272
2012-07-31,246.788
2012-08-31,280.621
2012-09-28,294.425
2012-10-31,298.984
2012-11-30,296.463
2012-12-31,323.742
2013-01-31,372.471
2013-02-28,335.067
2013-03-29,316.985
2013-04-30,357.718
2013-05-31,372.714
2013-06-28,336.543
2013-07-31,369.376
2013-08-30,371.387
2013-09-30,399.005
2013-10-31,465.731
2013-11-29,462.545
2013-12-31,476.879
2014-01-31,481.35
2014-02-28,538.553
2014-03-31,584.688
2014-04-30,579.005
2014-05-30,550.797
2014-06-30,533.317
2014-07-31,503.76
2014-08-29,495.962
2014-09-30,465.595
2014-10-31,448.316
2014-11-28,449.69
2014-12-31,418.987
2015-01-30,430.197
2015-02-27,472.832
2015-03-31,479.197
2015-04-30,491.105
2015-05-29,498.049
2015-06-30,484.98
2015-07-31,517.172
2015-08-31,499.744
2015-09-30,476.237
2015-10-30,498.878
2015-11-30,487.105
2015-12-31,488.335
2016-01-29,426.665
2016-02-29,408.451
2016-03-31,431.98
2016-04-29,458.303
2016-05-31,429.449
2016-06-30,368.09
2016-07-29,397.723
2016-08-31,386.707
2016-09-30,374.671
2016-10-31,391.875
2016-11-30,358.373
2016-12-30,398.596
2017-01-31,414.122
2017-02-28,410.712
2017-03-31,447.001
2017-04-28,470.038
2017-05-31,482.066
2017-06-30,485.024
2017-07-31,526.7
2017-08-31,528.135
2017-09-29,549.368
2017-10-31,540.469
2017-11-30,548.96
2017-12-29,540.132
2018-01-31,595.326
2018-02-28,558.391
2018-03-30,557.538
2018-04-30,580.062
2018-05-31,500.143
2018-06-29,509.558
2018-07-31,545.054
2018-08-31,495.043
2018-09-28,509.838
2018-10-31,449.708
2018-11-30,457.236
2018-12-31,450.18
2019-01-31,482.963
2019-02-28,505.96
2019-03-29,514.248
2019-04-30,526.545
2019-05-31,496.452
2019-06-28,538.575
2019-07-31,532.287
2019-08-30,530.402
2019-09-30,553.617
2019-10-31,585.72
2019-11-29,596.581
2019-12-31,597.476
2020-01-31,568.909
2020-02-28,541.597
2020-03-31,404.293
2020-04-30,419.173
2020-05-29,433.689
2020-06-30,459.964
2020-07-31,480.385
2020-08-31,504.239
2020-09-30,478.538
2020-10-30,439.99
2020-11-30,557.814
2020-12-31,574.858
2021-01-29,550.336
2021-02-26,603.261
2021-03-31,641.949
2021-04-30,651.898
2021-05-31,698.975
2021-06-30,671.975
2021-07-30,676.274
2021-08-31,691.067
2021-09-30,668.456
2021-10-29,678.996
2021-11-30,652.092
2021-12-31,687.876
2022-01-31,673.876
2022-02-28,656.292
2022-03-31,657.109
2022-04-29,633.402
2022-05-31,666.483
2022-06-30,569.33
2022-07-29,564.12
2022-08-31,526.937
2022-09-30,495.852
2022-10-31,554.317
2022-11-30,620.451
2022-12-30,628.058
2023-01-31,715.75
2023-02-28,723.336
2023-03-31,709.438
2023-04-28,737.843
2023-05-31,699.388
2023-06-30,760.659
2023-07-31,805.098
2023-08-31,788.04
2023-09-29,745.042
2023-10-31,721.835
2023-11-30,779.829
2023-12-29,812.874
2024-01-31,827.581
2024-02-29,853.402
2024-03-29,921.473
2024-04-30,911.091
2024-05-31,965.964
2024-06-28,903.26
2024-07-31,968.084
2024-08-30,993.045
2024-09-30,999.243
2024-10-31,975.615
2024-11-29,1000.943
2024-12-31,1011.159
2025-01-31,1067.636
2025-02-28,1128.292
2025-03-31,1185.348
2025-04-30,1267.582
2025-05-30,1376.466
2025-06-30,1416.198
2025-07-31,1415.437
2025-08-29,1499.695
2025-09-30,1504.984
