Date,NETHERLANDS SMID CAP SMID (Small+Mid Cap)
2001-09-03,424.624
2001-09-04,417.129
2001-09-05,410.461
2001-09-06,404.314
2001-09-07,403.966
2001-09-10,393.666
2001-09-11,384.702
2001-09-12,380.591
2001-09-13,382.352
2001-09-14,374.492
2001-09-17,374.209
2001-09-18,372.242
2001-09-19,375.231
2001-09-20,361.831
2001-09-21,343.269
2001-09-24,354.854
2001-09-25,369.117
2001-09-26,372.851
2001-09-27,366.87
2001-09-28,375.175
2001-10-01,366.957
2001-10-02,360.679
2001-10-03,360.606
2001-10-04,364.001
2001-10-05,367.335
2001-10-08,366.088
2001-10-09,369.157
2001-10-10,374.839
2001-10-11,377.156
2001-10-12,376.969
2001-10-15,372.187
2001-10-16,374.647
2001-10-17,380.245
2001-10-18,372.28
2001-10-19,367.058
2001-10-22,366.07
2001-10-23,371.165
2001-10-24,376.738
2001-10-25,377.577
2001-10-26,379.662
2001-10-29,385.075
2001-10-30,381.439
2001-10-31,379.706
2001-11-01,380.755
2001-11-02,381.363
2001-11-05,381.977
2001-11-06,385.398
2001-11-07,380.199
2001-11-08,376.128
2001-11-09,374.385
2001-11-12,371.937
2001-11-13,373.256
2001-11-14,375.107
2001-11-15,378.272
2001-11-16,390.619
2001-11-19,391.784
2001-11-20,390.343
2001-11-21,386.13
2001-11-22,387.955
2001-11-23,389.23
2001-11-26,392.434
2001-11-27,391.906
2001-11-28,390.497
2001-11-29,389.697
2001-11-30,395.106
2001-12-03,391.852
2001-12-04,392.126
2001-12-05,397.984
2001-12-06,399.141
2001-12-07,397.847
2001-12-10,394.494
2001-12-11,394.725
2001-12-12,396.366
2001-12-13,394.251
2001-12-14,394.902
2001-12-17,399.125
2001-12-18,399.877
2001-12-19,397.06
2001-12-20,397.046
2001-12-21,396.718
2001-12-24,395.353
2001-12-25,395.353
2001-12-26,395.69
2001-12-27,404.119
2001-12-28,402.795
2001-12-31,406.724
2002-01-01,406.724
2002-01-02,413.129
2002-01-03,414.67
2002-01-04,418.196
2002-01-07,420.96
2002-01-08,419.535
2002-01-09,421.085
2002-01-10,419.846
2002-01-11,420.208
2002-01-14,418.403
2002-01-15,416.933
2002-01-16,409.114
2002-01-17,409.398
2002-01-18,407.514
2002-01-21,407.9
2002-01-22,408.519
2002-01-23,407.861
2002-01-24,408.105
2002-01-25,402.009
2002-01-28,401.994
2002-01-29,401.37
2002-01-30,399.11
2002-01-31,400.998
2002-02-01,402.151
2002-02-04,405.561
2002-02-05,405.963
2002-02-06,404.575
2002-02-07,403.226
2002-02-08,404.276
2002-02-11,408.29
2002-02-12,407.665
2002-02-13,407.315
2002-02-14,406.614
2002-02-15,408.822
2002-02-18,407.821
2002-02-19,406.486
2002-02-20,404.867
2002-02-21,404.979
2002-02-22,402.948
2002-02-25,399.92
2002-02-26,400.853
2002-02-27,400.925
2002-02-28,399.947
2002-03-01,402.266
2002-03-04,410.74
2002-03-05,412.155
2002-03-06,414.257
2002-03-07,426.377
2002-03-08,426.735
2002-03-11,428.65
2002-03-12,424.792
2002-03-13,425.579
2002-03-14,427.46
2002-03-15,426.458
2002-03-18,430.343
2002-03-19,434.303
2002-03-20,432.555
2002-03-21,429.437
2002-03-22,429.202
2002-03-25,425.525
2002-03-26,426.28
2002-03-27,426.396
2002-03-28,429.498
2002-03-29,429.498
2002-04-01,433.018
2002-04-02,435.068
2002-04-03,436.023
2002-04-04,434.355
2002-04-05,431.685
2002-04-08,425.695
2002-04-09,426.477
2002-04-10,426.64
2002-04-11,427.123
2002-04-12,424.862
2002-04-15,424.608
2002-04-16,431.373
2002-04-17,437.986
2002-04-18,438.168
2002-04-19,438.394
2002-04-22,436.863
2002-04-23,436.114
2002-04-24,436.099
2002-04-25,434.203
2002-04-26,435.474
2002-04-29,436.246
2002-04-30,435.124
2002-05-01,437.587
2002-05-02,435.346
2002-05-03,435.911
2002-05-06,436.775
2002-05-07,434.042
2002-05-08,436.386
2002-05-09,437.392
2002-05-10,439.379
2002-05-13,439.235
2002-05-14,436.94
2002-05-15,441.188
2002-05-16,442.352
2002-05-17,447.502
2002-05-20,447.01
2002-05-21,441.726
2002-05-22,440.612
2002-05-23,438.208
2002-05-24,440.519
2002-05-27,437.555
2002-05-28,440.598
2002-05-29,439.672
2002-05-30,437.42
2002-05-31,437.695
2002-06-03,435.081
2002-06-04,430.383
2002-06-05,429.094
2002-06-06,430.566
2002-06-07,423.84
2002-06-10,425.377
2002-06-11,426.106
2002-06-12,416.1
2002-06-13,413.909
2002-06-14,406.569
2002-06-17,412.523
2002-06-18,414.909
2002-06-19,412.534
2002-06-20,409.295
2002-06-21,405.451
2002-06-24,402.412
2002-06-25,403.169
2002-06-26,405.2
2002-06-27,405.058
2002-06-28,414.82
2002-07-01,417.599
2002-07-02,408.63
2002-07-03,392.688
2002-07-04,396.623
2002-07-05,403.133
2002-07-08,408.328
2002-07-09,407.216
2002-07-10,396.407
2002-07-11,388.642
2002-07-12,388.776
2002-07-15,385.72
2002-07-16,381.474
2002-07-17,388.271
2002-07-18,395.386
2002-07-19,387.138
2002-07-22,370.495
2002-07-23,358.138
2002-07-24,342.915
2002-07-25,348.39
2002-07-26,344.291
2002-07-29,351.798
2002-07-30,357.396
2002-07-31,358.924
2002-08-01,349.733
2002-08-02,340.834
2002-08-05,330.121
2002-08-06,326.549
2002-08-07,326.313
2002-08-08,332.821
2002-08-09,338.616
2002-08-12,336.74
2002-08-13,341.344
2002-08-14,345.416
2002-08-15,351.23
2002-08-16,359.014
2002-08-19,365.705
2002-08-20,362.298
2002-08-21,368.883
2002-08-22,373.557
2002-08-23,368.587
2002-08-26,364.858
2002-08-27,371.988
2002-08-28,363.649
2002-08-29,358.185
2002-08-30,358.858
2002-09-02,356.955
2002-09-03,354.995
2002-09-04,354.103
2002-09-05,348.75
2002-09-06,351.842
2002-09-09,344.115
2002-09-10,345.392
2002-09-11,348.258
2002-09-12,344.214
2002-09-13,339.709
2002-09-16,333.834
2002-09-17,328.464
2002-09-18,323.453
2002-09-19,319.097
2002-09-20,321.985
2002-09-23,313.834
2002-09-24,304.672
2002-09-25,307.113
2002-09-26,312.551
2002-09-27,312.73
2002-09-30,306.673
2002-10-01,307.067
2002-10-02,312.258
2002-10-03,312.655
2002-10-04,308.235
2002-10-07,298.609
2002-10-08,292.03
2002-10-09,292.599
2002-10-10,296.585
2002-10-11,307.14
2002-10-14,309.1
2002-10-15,322.541
2002-10-16,319.953
2002-10-17,329.402
2002-10-18,328.016
2002-10-21,329.108
2002-10-22,329.411
2002-10-23,324.029
2002-10-24,326.198
2002-10-25,323.367
2002-10-28,330.056
2002-10-29,321.223
2002-10-30,323.126
2002-10-31,333.051
2002-11-01,336.538
2002-11-04,344.395
2002-11-05,345.101
2002-11-06,342.905
2002-11-07,341.864
2002-11-08,337.983
2002-11-11,332.659
2002-11-12,334.727
2002-11-13,331.613
2002-11-14,334.747
2002-11-15,335.425
2002-11-18,340.254
2002-11-19,340.627
2002-11-20,334.813
2002-11-21,345.26
2002-11-22,347.286
2002-11-25,345.232
2002-11-26,341.348
2002-11-27,343.321
2002-11-28,351.053
2002-11-29,352.549
2002-12-02,356.596
2002-12-03,348.676
2002-12-04,343.504
2002-12-05,343.402
2002-12-06,342.6
2002-12-09,336.714
2002-12-10,335.352
2002-12-11,335.909
2002-12-12,335.191
2002-12-13,332.376
2002-12-16,337.963
2002-12-17,336.126
2002-12-18,328.794
2002-12-19,328.782
2002-12-20,332.024
2002-12-23,332.705
2002-12-24,332.633
2002-12-25,332.633
2002-12-26,333.472
2002-12-27,332.124
2002-12-30,332.865
2002-12-31,336.572
2003-01-01,336.572
2003-01-02,340.867
2003-01-03,346.042
2003-01-06,347.256
2003-01-07,343.009
2003-01-08,338.927
2003-01-09,340.73
2003-01-10,342.271
2003-01-13,341.478
2003-01-14,346.055
2003-01-15,341.563
2003-01-16,341.604
2003-01-17,338.181
2003-01-20,338.567
2003-01-21,334.018
2003-01-22,331.857
2003-01-23,329.795
2003-01-24,328.699
2003-01-27,322.577
2003-01-28,319.978
2003-01-29,316.28
2003-01-30,317.991
2003-01-31,318.563
2003-02-03,322.83
2003-02-04,319.512
2003-02-05,317.948
2003-02-06,316.166
2003-02-07,311.503
2003-02-10,308.062
2003-02-11,309.138
2003-02-12,301.107
2003-02-13,302.097
2003-02-14,302.213
2003-02-17,303.618
2003-02-18,302.076
2003-02-19,298.839
2003-02-20,302.364
2003-02-21,301.292
2003-02-24,296.191
2003-02-25,285.652
2003-02-26,282.167
2003-02-27,282.8
2003-02-28,289.148
2003-03-03,294.929
2003-03-04,287.412
2003-03-05,286.618
2003-03-06,284.167
2003-03-07,279.939
2003-03-10,275.651
2003-03-11,269.051
2003-03-12,265.435
2003-03-13,275.366
2003-03-14,282.889
2003-03-17,287.855
2003-03-18,290.154
2003-03-19,296.87
2003-03-20,293.618
2003-03-21,300.714
2003-03-24,292.946
2003-03-25,298.156
2003-03-26,295.357
2003-03-27,293.72
2003-03-28,296.509
2003-03-31,289.851
2003-04-01,295.358
2003-04-02,302.749
2003-04-03,302.279
2003-04-04,304.249
2003-04-07,312.098
2003-04-08,307.102
2003-04-09,305.327
2003-04-10,303.653
2003-04-11,303.908
2003-04-14,305.426
2003-04-15,311.934
2003-04-16,314.099
2003-04-17,315.712
2003-04-18,315.712
2003-04-21,314.351
2003-04-22,318.626
2003-04-23,326.224
2003-04-24,326.377
2003-04-25,323.718
2003-04-28,328.032
2003-04-29,330.517
2003-04-30,334.86
2003-05-01,337.936
2003-05-02,340.214
2003-05-05,349.657
2003-05-06,355.935
2003-05-07,353.618
2003-05-08,352.629
2003-05-09,358.019
2003-05-12,359.248
2003-05-13,355.864
2003-05-14,356.704
2003-05-15,359.139
2003-05-16,369.767
2003-05-19,360.682
2003-05-20,360.527
2003-05-21,356.262
2003-05-22,362.86
2003-05-23,361.85
2003-05-26,363.407
2003-05-27,363.363
2003-05-28,366.331
2003-05-29,371.422
2003-05-30,374.317
2003-06-02,377.202
2003-06-03,373.41
2003-06-04,378.632
2003-06-05,386.19
2003-06-06,397.321
2003-06-09,393.482
2003-06-10,391.648
2003-06-11,400.057
2003-06-12,399.03
2003-06-13,392.48
2003-06-16,402.128
2003-06-17,403.456
2003-06-18,397.244
2003-06-19,390.816
2003-06-20,391.437
2003-06-23,380.991
2003-06-24,377.337
2003-06-25,382.639
2003-06-26,376.022
2003-06-27,382.934
2003-06-30,379.169
2003-07-01,379.594
2003-07-02,384.913
2003-07-03,387.873
2003-07-04,383.338
2003-07-07,388.976
2003-07-08,387.795
2003-07-09,385.317
2003-07-10,383.659
2003-07-11,385.737
2003-07-14,389.062
2003-07-15,388.554
2003-07-16,385.384
2003-07-17,379.31
2003-07-18,385.305
2003-07-21,387.385
2003-07-22,391.905
2003-07-23,395.848
2003-07-24,400.571
2003-07-25,400.273
2003-07-28,400.999
2003-07-29,399.883
2003-07-30,399.143
2003-07-31,396.066
2003-08-01,397.136
2003-08-04,398.126
2003-08-05,399.843
2003-08-06,396.223
2003-08-07,397.324
2003-08-08,396.813
2003-08-11,396.8
2003-08-12,397.193
2003-08-13,399.582
2003-08-14,401.105
2003-08-15,401.228
2003-08-18,400.22
2003-08-19,402.293
2003-08-20,404.877
2003-08-21,405.764
2003-08-22,408.621
2003-08-25,406.527
2003-08-26,403.467
2003-08-27,410.71
2003-08-28,415.522
2003-08-29,416.87
2003-09-01,420.078
2003-09-02,416.288
2003-09-03,421.58
2003-09-04,422.569
2003-09-05,430.454
2003-09-08,434.862
2003-09-09,431.629
2003-09-10,423.701
2003-09-11,420.735
2003-09-12,424.813
2003-09-15,427.443
2003-09-16,423.597
2003-09-17,429.694
2003-09-18,429.435
2003-09-19,430.963
2003-09-22,427.806
2003-09-23,424.574
2003-09-24,424.017
2003-09-25,420.114
2003-09-26,415.57
2003-09-29,414.392
2003-09-30,415.99
2003-10-01,419.952
2003-10-02,422.157
2003-10-03,431.508
2003-10-06,429.711
2003-10-07,431.423
2003-10-08,431.792
2003-10-09,436.205
2003-10-10,436.82
2003-10-13,435.569
2003-10-14,435.752
2003-10-15,440.397
2003-10-16,439.616
2003-10-17,440.259
2003-10-20,439.093
2003-10-21,442.476
2003-10-22,439.518
2003-10-23,433.727
2003-10-24,434.274
2003-10-27,435.538
2003-10-28,434.708
2003-10-29,439.039
2003-10-30,441.97
2003-10-31,438.305
2003-11-03,444.908
2003-11-04,442.937
2003-11-05,440.116
2003-11-06,442.496
2003-11-07,445.533
2003-11-10,443.489
2003-11-11,440.539
2003-11-12,448.003
2003-11-13,455.403
2003-11-14,456.325
2003-11-17,447.126
2003-11-18,451.837
2003-11-19,452.043
2003-11-20,448.664
2003-11-21,449.987
2003-11-24,452.574
2003-11-25,457.09
2003-11-26,459.722
2003-11-27,458.772
2003-11-28,459.65
2003-12-01,462.777
2003-12-02,468.312
2003-12-03,472.051
2003-12-04,464.701
2003-12-05,464.508
2003-12-08,463.974
2003-12-09,464.222
2003-12-10,461.464
2003-12-11,459.603
2003-12-12,465.792
2003-12-15,466.267
2003-12-16,465.627
2003-12-17,466.015
2003-12-18,466.367
2003-12-19,466.024
2003-12-22,467.41
2003-12-23,468.858
2003-12-24,471.949
2003-12-25,471.949
2003-12-26,471.76
2003-12-29,476.46
2003-12-30,481.804
2003-12-31,484.9
2004-01-01,484.9
2004-01-02,488.63
2004-01-05,492.061
2004-01-06,490.992
2004-01-07,488.186
2004-01-08,494.891
2004-01-09,502.261
2004-01-12,497.578
2004-01-13,500.426
2004-01-14,499.297
2004-01-15,495.688
2004-01-16,497.586
2004-01-19,498.563
2004-01-20,502.378
2004-01-21,508.384
2004-01-22,511.744
2004-01-23,510.636
2004-01-26,505.415
2004-01-27,510.151
2004-01-28,514.137
2004-01-29,501.059
2004-01-30,502.393
2004-02-02,504.796
2004-02-03,506.672
2004-02-04,498.487
2004-02-05,504.393
2004-02-06,510.855
2004-02-09,514.319
2004-02-10,512.691
2004-02-11,516.074
2004-02-12,521.344
2004-02-13,519.564
2004-02-16,521.095
2004-02-17,528.122
2004-02-18,528.211
2004-02-19,528.092
2004-02-20,521.416
2004-02-23,520.324
2004-02-24,516.8
2004-02-25,515.841
2004-02-26,512.294
2004-02-27,515.898
2004-03-01,520.211
2004-03-02,521.953
2004-03-03,512.68
2004-03-04,516.654
2004-03-05,525.636
2004-03-08,521.128
2004-03-09,515.644
2004-03-10,503.833
2004-03-11,491.683
2004-03-12,494.514
2004-03-15,484.064
2004-03-16,492.244
2004-03-17,495.155
2004-03-18,495.193
2004-03-19,489.156
2004-03-22,479.514
2004-03-23,479.033
2004-03-24,474.018
2004-03-25,484.541
2004-03-26,482.935
2004-03-29,491.006
2004-03-30,491.28
2004-03-31,498.584
2004-04-01,507.535
2004-04-02,506.702
2004-04-05,503.218
2004-04-06,500.911
2004-04-07,507.802
2004-04-08,505.923
2004-04-09,505.923
2004-04-12,504.502
2004-04-13,502.014
2004-04-14,497.652
2004-04-15,495.978
2004-04-16,500.37
2004-04-19,502.634
2004-04-20,500.576
2004-04-21,493.849
2004-04-22,492.0
2004-04-23,492.874
2004-04-26,496.297
2004-04-27,495.884
2004-04-28,490.128
2004-04-29,488.056
2004-04-30,488.356
2004-05-03,489.583
2004-05-04,492.355
2004-05-05,499.45
2004-05-06,487.424
2004-05-07,481.593
2004-05-10,465.068
2004-05-11,468.184
2004-05-12,465.675
2004-05-13,466.356
2004-05-14,463.396
2004-05-17,463.778
2004-05-18,468.289
2004-05-19,478.989
2004-05-20,471.739
2004-05-21,476.399
2004-05-24,476.881
2004-05-25,480.97
2004-05-26,485.328
2004-05-27,499.659
2004-05-28,499.301
2004-05-31,499.409
2004-06-01,494.149
2004-06-02,498.064
2004-06-03,498.627
2004-06-04,501.203
2004-06-07,506.945
2004-06-08,505.753
2004-06-09,498.353
2004-06-10,499.344
2004-06-11,495.109
2004-06-14,492.424
2004-06-15,495.885
2004-06-16,494.602
2004-06-17,494.612
2004-06-18,499.683
2004-06-21,499.079
2004-06-22,496.443
2004-06-23,496.929
2004-06-24,501.396
2004-06-25,501.065
2004-06-28,506.611
2004-06-29,504.11
2004-06-30,505.221
2004-07-01,504.184
2004-07-02,504.902
2004-07-05,501.559
2004-07-06,497.962
2004-07-07,499.634
2004-07-08,501.873
2004-07-09,502.34
2004-07-12,499.51
2004-07-13,496.669
2004-07-14,496.522
2004-07-15,490.267
2004-07-16,494.39
2004-07-19,489.919
2004-07-20,491.246
2004-07-21,490.619
2004-07-22,484.122
2004-07-23,478.822
2004-07-26,475.489
2004-07-27,472.253
2004-07-28,470.989
2004-07-29,478.857
2004-07-30,478.813
2004-08-02,475.686
2004-08-03,477.793
2004-08-04,471.918
2004-08-05,474.68
2004-08-06,472.18
2004-08-09,465.914
2004-08-10,473.846
2004-08-11,465.781
2004-08-12,463.987
2004-08-13,469.155
2004-08-16,471.804
2004-08-17,472.456
2004-08-18,474.199
2004-08-19,476.597
2004-08-20,474.55
2004-08-23,475.777
2004-08-24,472.352
2004-08-25,469.901
2004-08-26,472.733
2004-08-27,472.265
2004-08-30,473.56
2004-08-31,474.296
2004-09-01,476.944
2004-09-02,478.707
2004-09-03,476.045
2004-09-06,481.0
2004-09-07,482.909
2004-09-08,484.393
2004-09-09,481.765
2004-09-10,491.738
2004-09-13,497.74
2004-09-14,498.488
2004-09-15,490.589
2004-09-16,491.276
2004-09-17,493.136
2004-09-20,490.188
2004-09-21,497.793
2004-09-22,496.103
2004-09-23,495.116
2004-09-24,494.179
2004-09-27,490.58
2004-09-28,491.463
2004-09-29,490.299
2004-09-30,492.993
2004-10-01,499.035
2004-10-04,498.682
2004-10-05,501.702
2004-10-06,499.068
2004-10-07,500.21
2004-10-08,502.312
2004-10-11,497.141
2004-10-12,486.546
2004-10-13,488.297
2004-10-14,490.18
2004-10-15,495.197
2004-10-18,492.617
2004-10-19,496.359
2004-10-20,496.293
2004-10-21,499.993
2004-10-22,502.418
2004-10-25,503.206
2004-10-26,502.834
2004-10-27,504.246
2004-10-28,506.036
2004-10-29,506.262
2004-11-01,510.191
2004-11-02,511.717
2004-11-03,515.955
2004-11-04,516.649
2004-11-05,524.428
2004-11-08,528.405
2004-11-09,525.909
2004-11-10,527.712
2004-11-11,531.232
2004-11-12,536.552
2004-11-15,537.013
2004-11-16,536.389
2004-11-17,541.933
2004-11-18,540.557
2004-11-19,542.65
2004-11-22,539.052
2004-11-23,543.567
2004-11-24,546.485
2004-11-25,553.416
2004-11-26,552.014
2004-11-29,555.146
2004-11-30,551.99
2004-12-01,561.378
2004-12-02,560.493
2004-12-03,564.834
2004-12-06,564.815
2004-12-07,566.39
2004-12-08,558.313
2004-12-09,551.597
2004-12-10,552.884
2004-12-13,560.089
2004-12-14,559.933
2004-12-15,563.356
2004-12-16,558.03
2004-12-17,553.512
2004-12-20,560.967
2004-12-21,559.204
2004-12-22,563.1
2004-12-23,567.527
2004-12-24,567.8
2004-12-27,571.571
2004-12-28,572.151
2004-12-29,571.441
2004-12-30,573.813
2004-12-31,574.266
2005-01-03,573.804
2005-01-04,566.969
2005-01-05,563.168
2005-01-06,557.583
2005-01-07,555.584
2005-01-10,559.856
2005-01-11,558.579
2005-01-12,562.009
2005-01-13,562.29
2005-01-14,563.198
2005-01-17,564.71
2005-01-18,560.556
2005-01-19,561.291
2005-01-20,555.595
2005-01-21,557.967
2005-01-24,557.838
2005-01-25,559.8
2005-01-26,565.982
2005-01-27,567.803
2005-01-28,566.858
2005-01-31,572.277
2005-02-01,576.256
2005-02-02,579.309
2005-02-03,574.991
2005-02-04,581.112
2005-02-07,581.304
2005-02-08,577.869
2005-02-09,581.194
2005-02-10,583.923
2005-02-11,586.515
2005-02-14,594.609
2005-02-15,598.138
2005-02-16,597.664
2005-02-17,613.72
2005-02-18,614.284
2005-02-21,610.481
2005-02-22,613.47
2005-02-23,612.148
2005-02-24,610.678
2005-02-25,616.356
2005-02-28,619.621
2005-03-01,617.336
2005-03-02,612.343
2005-03-03,609.803
2005-03-04,618.463
2005-03-07,618.975
2005-03-08,621.336
2005-03-09,620.165
2005-03-10,617.33
2005-03-11,617.282
2005-03-14,612.938
2005-03-15,612.49
2005-03-16,612.911
2005-03-17,609.102
2005-03-18,602.808
2005-03-21,598.887
2005-03-22,601.681
2005-03-23,592.067
2005-03-24,593.343
2005-03-25,593.343
2005-03-28,589.179
2005-03-29,588.443
2005-03-30,590.134
2005-03-31,595.836
2005-04-01,596.33
2005-04-04,586.849
2005-04-05,589.474
2005-04-06,594.974
2005-04-07,599.691
2005-04-08,599.327
2005-04-11,603.05
2005-04-12,596.143
2005-04-13,596.399
2005-04-14,590.119
2005-04-15,586.338
2005-04-18,579.435
2005-04-19,584.179
2005-04-20,587.495
2005-04-21,589.225
2005-04-22,588.728
2005-04-25,584.901
2005-04-26,581.681
2005-04-27,570.193
2005-04-28,561.847
2005-04-29,563.387
2005-05-02,564.614
2005-05-03,568.05
2005-05-04,573.358
2005-05-05,577.731
2005-05-06,576.057
2005-05-09,573.74
2005-05-10,575.958
2005-05-11,575.932
2005-05-12,573.901
2005-05-13,571.543
2005-05-16,570.816
2005-05-17,570.01
2005-05-18,574.135
2005-05-19,574.365
2005-05-20,572.584
2005-05-23,576.089
2005-05-24,576.652
2005-05-25,579.773
2005-05-26,582.242
2005-05-27,582.634
2005-05-30,580.366
2005-05-31,573.396
2005-06-01,576.925
2005-06-02,580.918
2005-06-03,581.453
2005-06-06,579.453
2005-06-07,584.938
2005-06-08,588.333
2005-06-09,582.313
2005-06-10,585.248
2005-06-13,584.693
2005-06-14,586.35
2005-06-15,583.885
2005-06-16,586.975
2005-06-17,595.353
2005-06-20,588.725
2005-06-21,591.962
2005-06-22,595.406
2005-06-23,591.371
2005-06-24,586.727
2005-06-27,585.891
2005-06-28,586.448
2005-06-29,587.264
2005-06-30,588.999
2005-07-01,589.284
2005-07-04,588.005
2005-07-05,587.818
2005-07-06,590.322
2005-07-07,584.476
2005-07-08,589.686
2005-07-11,600.968
2005-07-12,606.035
2005-07-13,604.054
2005-07-14,607.424
2005-07-15,601.049
2005-07-18,602.113
2005-07-19,604.117
2005-07-20,606.297
2005-07-21,613.561
2005-07-22,613.97
2005-07-25,612.715
2005-07-26,610.858
2005-07-27,615.743
2005-07-28,616.892
2005-07-29,618.759
2005-08-01,623.989
2005-08-02,625.891
2005-08-03,629.901
2005-08-04,629.877
2005-08-05,621.896
2005-08-08,625.19
2005-08-09,628.754
2005-08-10,636.505
2005-08-11,639.001
2005-08-12,636.828
2005-08-15,633.9
2005-08-16,630.217
2005-08-17,628.059
2005-08-18,618.966
2005-08-19,619.159
2005-08-22,625.321
2005-08-23,621.595
2005-08-24,620.025
2005-08-25,619.091
2005-08-26,621.655
2005-08-29,620.391
2005-08-30,616.429
2005-08-31,622.576
2005-09-01,632.61
2005-09-02,639.137
2005-09-05,640.785
2005-09-06,642.114
2005-09-07,645.927
2005-09-08,644.849
2005-09-09,649.333
2005-09-12,644.218
2005-09-13,641.642
2005-09-14,643.598
2005-09-15,638.338
2005-09-16,640.995
2005-09-19,637.333
2005-09-20,639.795
2005-09-21,637.071
2005-09-22,627.808
2005-09-23,626.356
2005-09-26,626.943
2005-09-27,623.904
2005-09-28,626.877
2005-09-29,626.5
2005-09-30,635.499
2005-10-03,633.651
2005-10-04,637.14
2005-10-05,633.934
2005-10-06,635.569
2005-10-07,631.549
2005-10-10,629.557
2005-10-11,625.405
2005-10-12,622.431
2005-10-13,608.767
2005-10-14,616.307
2005-10-17,611.068
2005-10-18,603.573
2005-10-19,594.058
2005-10-20,599.297
2005-10-21,598.814
2005-10-24,603.453
2005-10-25,610.672
2005-10-26,610.31
2005-10-27,604.467
2005-10-28,599.584
2005-10-31,602.463
2005-11-01,604.934
2005-11-02,611.501
2005-11-03,617.179
2005-11-04,605.735
2005-11-07,607.598
