Date,NETHERLANDS SMID CAP SMID (Small+Mid Cap)
2001-01-01,548.511
2001-01-02,552.089
2001-01-03,543.427
2001-01-04,547.426
2001-01-05,544.247
2001-01-08,539.105
2001-01-09,537.898
2001-01-10,535.72
2001-01-11,544.759
2001-01-12,551.15
2001-01-15,552.774
2001-01-16,548.78
2001-01-17,552.229
2001-01-18,562.384
2001-01-19,558.458
2001-01-22,556.976
2001-01-23,553.757
2001-01-24,548.33
2001-01-25,549.483
2001-01-26,547.832
2001-01-29,546.758
2001-01-30,551.808
2001-01-31,561.249
2001-02-01,565.84
2001-02-02,560.065
2001-02-05,562.453
2001-02-06,561.565
2001-02-07,561.919
2001-02-08,552.591
2001-02-09,553.35
2001-02-12,560.656
2001-02-13,557.958
2001-02-14,550.379
2001-02-15,547.897
2001-02-16,555.252
2001-02-19,558.211
2001-02-20,550.562
2001-02-21,548.099
2001-02-22,540.173
2001-02-23,533.721
2001-02-26,540.194
2001-02-27,548.208
2001-02-28,545.289
2001-03-01,549.312
2001-03-02,552.955
2001-03-05,549.541
2001-03-06,551.667
2001-03-07,548.526
2001-03-08,551.436
2001-03-09,548.307
2001-03-12,539.887
2001-03-13,528.821
2001-03-14,516.533
2001-03-15,515.976
2001-03-16,504.752
2001-03-19,503.016
2001-03-20,506.83
2001-03-21,496.89
2001-03-22,470.701
2001-03-23,480.946
2001-03-26,489.942
2001-03-27,493.834
2001-03-28,490.944
2001-03-29,486.454
2001-03-30,490.208
2001-04-02,487.232
2001-04-03,482.14
2001-04-04,487.425
2001-04-05,491.004
2001-04-06,490.309
2001-04-09,487.994
2001-04-10,486.208
2001-04-11,488.368
2001-04-12,496.615
2001-04-13,496.615
2001-04-16,491.529
2001-04-17,487.282
2001-04-18,481.482
2001-04-19,487.987
2001-04-20,494.701
2001-04-23,490.212
2001-04-24,490.966
2001-04-25,495.458
2001-04-26,499.438
2001-04-27,496.957
2001-04-30,493.686
2001-05-01,497.432
2001-05-02,503.034
2001-05-03,502.166
2001-05-04,505.218
2001-05-07,505.828
2001-05-08,504.999
2001-05-09,502.804
2001-05-10,504.812
2001-05-11,503.519
2001-05-14,504.313
2001-05-15,507.619
2001-05-16,507.11
2001-05-17,507.017
2001-05-18,508.662
2001-05-21,508.619
2001-05-22,509.685
2001-05-23,504.816
2001-05-24,502.277
2001-05-25,501.42
2001-05-28,506.117
2001-05-29,501.073
2001-05-30,500.423
2001-05-31,493.478
2001-06-01,491.719
2001-06-04,492.318
2001-06-05,497.109
2001-06-06,494.744
2001-06-07,493.738
2001-06-08,490.99
2001-06-11,483.418
2001-06-12,481.445
2001-06-13,483.036
2001-06-14,481.619
2001-06-15,474.668
2001-06-18,474.049
2001-06-19,470.774
2001-06-20,459.954
2001-06-21,460.277
2001-06-22,459.848
2001-06-25,464.093
2001-06-26,458.909
2001-06-27,450.673
2001-06-28,444.788
2001-06-29,449.856
2001-07-02,448.448
2001-07-03,449.822
2001-07-04,449.43
2001-07-05,440.355
2001-07-06,440.205
2001-07-09,439.371
2001-07-10,444.236
2001-07-11,441.063
2001-07-12,440.288
2001-07-13,437.143
2001-07-16,435.364
2001-07-17,428.194
2001-07-18,434.137
2001-07-19,433.784
2001-07-20,434.482
2001-07-23,432.322
2001-07-24,436.611
2001-07-25,435.565
2001-07-26,433.831
2001-07-27,434.877
2001-07-30,438.831
2001-07-31,440.001
2001-08-01,444.053
2001-08-02,448.583
2001-08-03,450.96
2001-08-06,447.996
2001-08-07,444.503
2001-08-08,441.62
2001-08-09,442.896
2001-08-10,444.441
2001-08-13,444.605
2001-08-14,445.054
2001-08-15,446.608
2001-08-16,445.163
2001-08-17,447.9
2001-08-20,441.901
2001-08-21,444.611
2001-08-22,448.877
2001-08-23,442.015
2001-08-24,445.118
2001-08-27,442.523
2001-08-28,438.633
2001-08-29,439.249
2001-08-30,434.457
2001-08-31,430.521
