Date,NETHERLANDS SMID CAP SMID (Small+Mid Cap)
1994-05-31,299.412
1994-06-30,298.426
1994-07-29,311.954
1994-08-31,313.367
1994-09-30,310.577
1994-10-31,317.739
1994-11-30,303.021
1994-12-30,311.788
1995-01-31,319.165
1995-02-28,328.319
1995-03-31,331.433
1995-04-28,339.898
1995-05-31,344.275
1995-06-30,353.561
1995-07-31,361.261
1995-08-31,342.91
1995-09-29,357.742
1995-10-31,354.352
1995-11-30,350.927
1995-12-29,357.999
1996-01-31,372.963
1996-02-29,396.532
1996-03-29,415.255
1996-04-30,418.652
1996-05-31,443.021
1996-06-28,448.438
1996-07-31,444.247
1996-08-30,462.004
1996-09-30,474.881
1996-10-31,477.831
1996-11-29,497.122
1996-12-31,503.426
1997-01-31,521.761
1997-02-28,538.515
1997-03-31,549.49
1997-04-30,541.169
1997-05-30,585.343
1997-06-30,594.994
1997-07-31,625.732
1997-08-29,598.943
1997-09-30,630.035
1997-10-31,598.889
1997-11-28,578.154
1997-12-31,574.833
1998-01-30,597.897
1998-02-27,655.09
1998-03-31,693.007
1998-04-30,704.82
1998-05-29,735.657
1998-06-30,732.135
1998-07-31,744.834
1998-08-31,663.736
1998-09-30,604.393
1998-10-30,621.6
1998-11-30,635.699
1998-12-31,652.108
1999-01-29,632.552
1999-02-26,616.539
1999-03-31,606.223
1999-04-30,627.762
1999-05-31,608.79
1999-06-30,624.792
1999-07-30,641.639
1999-08-31,641.681
1999-09-30,631.976
1999-10-29,608.988
1999-11-30,606.81
1999-12-31,668.289
2000-01-31,618.549
2000-02-29,655.526
2000-03-31,659.52
2000-04-28,605.0
2000-05-31,607.418
2000-06-30,630.19
2000-07-31,619.332
2000-08-31,601.439
2000-09-29,568.022
2000-10-31,555.095
2000-11-30,527.026
2000-12-29,548.511
2001-01-31,561.249
2001-02-28,545.289
2001-03-30,490.208
2001-04-30,493.686
2001-05-31,493.478
2001-06-29,449.856
2001-07-31,440.001
2001-08-31,430.521
2001-09-28,375.175
2001-10-31,379.706
2001-11-30,395.106
2001-12-31,406.724
2002-01-31,400.998
2002-02-28,399.947
2002-03-29,429.498
2002-04-30,435.124
2002-05-31,437.695
2002-06-28,414.82
2002-07-31,358.924
2002-08-30,358.858
2002-09-30,306.673
2002-10-31,333.051
2002-11-29,352.549
2002-12-31,336.572
2003-01-31,318.563
2003-02-28,289.148
2003-03-31,289.851
2003-04-30,334.86
2003-05-30,374.317
2003-06-30,379.169
2003-07-31,396.066
2003-08-29,416.87
2003-09-30,415.99
2003-10-31,438.305
2003-11-28,459.65
2003-12-31,484.9
2004-01-30,502.393
2004-02-27,515.898
2004-03-31,498.584
2004-04-30,488.356
2004-05-31,499.409
2004-06-30,505.221
2004-07-30,478.813
2004-08-31,474.296
2004-09-30,492.993
2004-10-29,506.262
2004-11-30,551.99
2004-12-31,574.266
2005-01-31,572.277
2005-02-28,619.621
2005-03-31,595.836
2005-04-29,563.387
2005-05-31,573.396
2005-06-30,588.999
2005-07-29,618.759
2005-08-31,622.576
2005-09-30,635.499
2005-10-31,602.463
2005-11-30,621.814
2005-12-30,644.333
2006-01-31,703.575
2006-02-28,706.05
2006-03-31,744.427
2006-04-28,784.362
2006-05-31,754.411
2006-06-30,746.676
2006-07-31,747.324
2006-08-31,762.79
2006-09-29,782.806
2006-10-31,811.081
2006-11-30,846.24
2006-12-29,885.059
2007-01-31,895.186
2007-02-28,894.137
2007-03-30,919.573
2007-04-30,982.596
2007-05-31,1000.0
2007-06-29,1012.788
2007-07-31,1059.169
2007-08-31,1016.689
2007-09-28,1056.693
2007-10-31,1109.977
2007-11-30,1065.623
2007-12-31,1022.374
2008-01-31,905.979
2008-02-29,954.187
2008-03-31,983.974
2008-04-30,1039.237
2008-05-30,1076.059
2008-06-30,947.127
2008-07-31,873.108
2008-08-29,880.44
2008-09-30,710.151
2008-10-31,532.849
2008-11-28,466.95
2008-12-31,505.693
2009-01-30,470.925
2009-02-27,429.96
2009-03-31,468.193
2009-04-30,544.527
2009-05-29,615.115
2009-06-30,607.273
2009-07-31,682.932
2009-08-31,758.361
2009-09-30,817.165
2009-10-30,796.976
2009-11-30,844.528
2009-12-31,876.038
2010-01-29,845.966
2010-02-26,805.666
2010-03-31,882.38
2010-04-30,871.037
2010-05-31,751.312
2010-06-30,743.163
2010-07-30,827.907
2010-08-31,759.737
2010-09-30,890.789
2010-10-29,942.585
2010-11-30,879.522
2010-12-31,998.581
2011-01-31,1026.463
2011-02-28,1047.81
2011-03-31,1084.847
2011-04-29,1128.601
2011-05-31,1073.235
2011-06-30,1018.496
2011-07-29,952.117
2011-08-31,839.382
2011-09-30,735.743
2011-10-31,822.648
2011-11-30,752.02
2011-12-30,747.43
2012-01-31,798.875
2012-02-29,867.815
2012-03-30,882.579
2012-04-30,848.845
2012-05-31,727.464
2012-06-29,775.359
2012-07-31,769.679
2012-08-31,795.684
2012-09-28,826.194
2012-10-31,841.361
2012-11-30,847.505
2012-12-31,885.762
2013-01-31,915.706
2013-02-28,877.865
2013-03-29,902.444
2013-04-30,936.462
2013-05-31,954.461
2013-06-28,943.714
2013-07-31,1039.561
2013-08-30,1050.487
2013-09-30,1112.024
2013-10-31,1158.068
2013-11-29,1182.284
2013-12-31,1197.738
2014-01-31,1169.576
2014-02-28,1203.911
2014-03-31,1204.366
2014-04-30,1194.893
2014-05-30,1214.539
2014-06-30,1202.865
2014-07-31,1113.109
2014-08-29,1124.407
2014-09-30,1065.378
2014-10-31,1007.517
2014-11-28,1071.391
2014-12-31,1053.949
2015-01-30,1027.391
2015-02-27,1103.401
2015-03-31,1107.292
2015-04-30,1165.929
2015-05-29,1138.575
2015-06-30,1137.239
2015-07-31,1184.776
2015-08-31,1101.229
2015-09-30,1018.566
2015-10-30,1087.911
2015-11-30,1075.844
2015-12-31,1068.903
2016-01-29,1015.584
2016-02-29,1022.001
2016-03-31,1113.019
2016-04-29,1120.539
2016-05-31,1104.567
2016-06-30,1024.864
2016-07-29,1064.729
2016-08-31,1108.783
2016-09-30,1113.68
2016-10-31,1081.475
2016-11-30,1043.452
2016-12-30,1082.776
2017-01-31,1120.726
2017-02-28,1123.029
2017-03-31,1154.708
2017-04-28,1205.213
2017-05-31,1262.605
2017-06-30,1252.665
2017-07-31,1322.499
2017-08-31,1312.465
2017-09-29,1366.902
2017-10-31,1391.422
2017-11-30,1438.404
2017-12-29,1462.627
2018-01-31,1548.029
2018-02-28,1482.484
2018-03-30,1454.632
2018-04-30,1484.116
2018-05-31,1441.704
2018-06-29,1418.309
2018-07-31,1471.283
2018-08-31,1464.717
2018-09-28,1447.282
2018-10-31,1341.347
2018-11-30,1341.817
2018-12-31,1260.718
2019-01-31,1355.16
2019-02-28,1412.492
2019-03-29,1401.796
2019-04-30,1479.882
2019-05-31,1386.091
2019-06-28,1497.494
2019-07-31,1480.382
2019-08-30,1436.428
2019-09-30,1470.205
2019-10-31,1534.509
2019-11-29,1560.03
2019-12-31,1595.496
2020-01-31,1563.271
2020-02-28,1441.697
2020-03-31,1158.86
2020-04-30,1304.01
2020-05-29,1373.422
2020-06-30,1464.23
2020-07-31,1521.538
2020-08-31,1616.107
2020-09-30,1569.651
2020-10-30,1540.789
2020-11-30,1817.857
2020-12-31,1947.111
2021-01-29,1980.448
2021-02-26,2060.433
2021-03-31,2176.681
2021-04-30,2257.836
2021-05-31,2329.991
2021-06-30,2238.452
2021-07-30,2275.534
2021-08-31,2405.897
2021-09-30,2309.082
2021-10-29,2367.998
2021-11-30,2236.228
2021-12-31,2329.72
2022-01-31,2207.351
2022-02-28,2102.587
2022-03-31,2144.995
2022-04-29,1987.095
2022-05-31,2001.714
2022-06-30,1746.553
2022-07-29,1836.189
2022-08-31,1732.74
2022-09-30,1576.552
2022-10-31,1705.639
2022-11-30,1903.171
2022-12-30,1885.126
2023-01-31,2098.961
2023-02-28,2082.697
2023-03-31,2058.033
2023-04-28,2049.925
2023-05-31,2035.832
2023-06-30,2113.735
2023-07-31,2258.096
2023-08-31,2164.143
2023-09-29,1997.975
2023-10-31,1929.759
2023-11-30,2234.636
2023-12-29,2370.102
2024-01-31,2354.194
2024-02-29,2452.896
2024-03-29,2519.352
2024-04-30,2470.584
2024-05-31,2594.77
2024-06-28,2563.923
2024-07-31,2546.925
2024-08-30,2615.977
2024-09-30,2648.779
2024-10-31,2518.939
2024-11-29,2478.4
2024-12-31,2402.079
2025-01-31,2442.221
