Date,NETHERLANDS SMID CAP SMID (Small+Mid Cap)
2001-01-01,527.21
2001-01-02,530.649
2001-01-03,522.324
2001-01-04,526.167
2001-01-05,523.112
2001-01-08,518.169
2001-01-09,517.009
2001-01-10,514.916
2001-01-11,523.603
2001-01-12,529.747
2001-01-15,531.307
2001-01-16,527.468
2001-01-17,530.784
2001-01-18,540.544
2001-01-19,536.771
2001-01-22,535.346
2001-01-23,532.252
2001-01-24,527.036
2001-01-25,528.144
2001-01-26,526.557
2001-01-29,525.525
2001-01-30,530.379
2001-01-31,539.453
2001-02-01,543.941
2001-02-02,538.39
2001-02-05,540.684
2001-02-06,539.831
2001-02-07,540.172
2001-02-08,531.204
2001-02-09,531.934
2001-02-12,538.957
2001-02-13,536.363
2001-02-14,529.078
2001-02-15,526.692
2001-02-16,533.763
2001-02-19,536.607
2001-02-20,529.254
2001-02-21,526.886
2001-02-22,519.267
2001-02-23,513.065
2001-02-26,519.287
2001-02-27,526.991
2001-02-28,524.186
2001-03-01,528.052
2001-03-02,531.554
2001-03-05,528.272
2001-03-06,530.316
2001-03-07,527.297
2001-03-08,530.095
2001-03-09,527.142
2001-03-12,519.047
2001-03-13,508.408
2001-03-14,496.594
2001-03-15,496.058
2001-03-16,485.278
2001-03-19,483.61
2001-03-20,487.276
2001-03-21,477.72
2001-03-22,452.541
2001-03-23,462.408
2001-03-26,471.057
2001-03-27,474.798
2001-03-28,472.021
2001-03-29,467.703
2001-03-30,471.488
2001-04-02,468.669
2001-04-03,463.771
2001-04-04,468.855
2001-04-05,472.351
2001-04-06,471.682
2001-04-09,469.485
2001-04-10,467.767
2001-04-11,469.845
2001-04-12,477.795
2001-04-13,477.795
2001-04-16,472.902
2001-04-17,468.894
2001-04-18,463.313
2001-04-19,469.585
2001-04-20,476.157
2001-04-23,471.886
2001-04-24,472.611
2001-04-25,477.035
2001-04-26,480.927
2001-04-27,478.654
2001-04-30,475.504
2001-05-01,479.35
2001-05-02,484.767
2001-05-03,483.929
2001-05-04,486.879
2001-05-07,487.536
2001-05-08,486.776
2001-05-09,484.661
2001-05-10,486.615
2001-05-11,485.51
2001-05-14,486.36
2001-05-15,489.565
2001-05-16,489.073
2001-05-17,489.047
2001-05-18,490.744
2001-05-21,490.719
2001-05-22,491.748
2001-05-23,487.08
2001-05-24,484.685
2001-05-25,483.883
2001-05-28,488.452
2001-05-29,483.584
2001-05-30,482.956
2001-05-31,476.27
2001-06-01,474.572
2001-06-04,475.15
2001-06-05,479.782
2001-06-06,477.5
2001-06-07,476.529
2001-06-08,473.937
2001-06-11,466.627
2001-06-12,464.775
2001-06-13,466.311
2001-06-14,464.943
2001-06-15,458.232
2001-06-18,457.672
2001-06-19,454.511
2001-06-20,444.065
2001-06-21,444.376
2001-06-22,443.963
2001-06-25,448.061
2001-06-26,443.056
2001-06-27,435.105
2001-06-28,429.435
2001-06-29,434.329
2001-07-02,432.969
2001-07-03,434.295
2001-07-04,433.918
2001-07-05,425.155
2001-07-06,425.011
2001-07-09,424.206
2001-07-10,428.902
2001-07-11,425.839
2001-07-12,425.091
2001-07-13,422.055
2001-07-16,420.337
2001-07-17,413.414
2001-07-18,419.152
2001-07-19,418.812
2001-07-20,419.485
2001-07-23,417.4
2001-07-24,421.541
2001-07-25,420.531
2001-07-26,418.856
2001-07-27,419.988
2001-07-30,423.806
2001-07-31,424.936
2001-08-01,428.85
2001-08-02,433.224
2001-08-03,435.52
2001-08-06,432.658
2001-08-07,429.284
2001-08-08,426.499
2001-08-09,427.732
2001-08-10,429.224
2001-08-13,429.382
2001-08-14,429.816
2001-08-15,431.316
2001-08-16,429.921
2001-08-17,432.565
2001-08-20,426.864
2001-08-21,429.491
2001-08-22,433.612
2001-08-23,426.997
2001-08-24,429.994
2001-08-27,427.487
2001-08-28,423.73
2001-08-29,424.324
2001-08-30,419.696
2001-08-31,415.951
2001-09-03,410.254
2001-09-04,403.013
2001-09-05,396.591
2001-09-06,390.66
2001-09-07,390.323
2001-09-10,380.386
2001-09-11,371.724
2001-09-12,367.752
2001-09-13,369.454
2001-09-14,361.859
2001-09-17,361.585
2001-09-18,359.685
2001-09-19,362.572
2001-09-20,349.624
2001-09-21,331.689
2001-09-24,342.883
2001-09-25,356.675
2001-09-26,360.284
2001-09-27,354.504
2001-09-28,362.529
2001-10-01,354.588
2001-10-02,348.522
2001-10-03,348.452
2001-10-04,351.732
2001-10-05,354.954
2001-10-08,353.769
2001-10-09,356.734
2001-10-10,362.225
2001-10-11,364.464
2001-10-12,364.283
2001-10-15,359.662
2001-10-16,362.04
2001-10-17,367.449
2001-10-18,359.753
2001-10-19,354.706
2001-10-22,353.751
2001-10-23,358.674
2001-10-24,364.06
2001-10-25,364.871
2001-10-26,366.886
2001-10-29,372.116
2001-10-30,368.603
2001-10-31,366.928
2001-11-01,367.942
2001-11-02,368.53
2001-11-05,369.123
2001-11-06,372.429
2001-11-07,367.404
2001-11-08,363.471
2001-11-09,361.786
2001-11-12,359.421
2001-11-13,360.695
2001-11-14,362.484
2001-11-15,365.542
2001-11-16,377.474
2001-11-19,378.6
2001-11-20,377.207
2001-11-21,373.136
2001-11-22,374.899
2001-11-23,376.131
2001-11-26,379.228
2001-11-27,378.717
2001-11-28,377.356
2001-11-29,376.583
2001-11-30,381.81
2001-12-03,378.665
2001-12-04,378.93
2001-12-05,384.612
2001-12-06,385.73
2001-12-07,384.414
2001-12-10,381.174
2001-12-11,381.397
2001-12-12,382.983
2001-12-13,380.94
2001-12-14,381.569
2001-12-17,385.649
2001-12-18,386.376
2001-12-19,383.653
2001-12-20,383.641
2001-12-21,383.323
2001-12-24,382.004
2001-12-25,382.004
2001-12-26,382.33
2001-12-27,390.475
2001-12-28,389.195
2001-12-31,392.991
2002-01-01,392.991
2002-01-02,399.18
2002-01-03,400.669
2002-01-04,404.076
2002-01-07,406.747
2002-01-08,405.37
2002-01-09,406.867
2002-01-10,405.671
2002-01-11,406.021
2002-01-14,404.276
2002-01-15,402.856
2002-01-16,395.301
2002-01-17,395.575
2002-01-18,393.754
2002-01-21,394.128
2002-01-22,394.726
2002-01-23,394.09
2002-01-24,394.326
2002-01-25,388.436
2002-01-28,388.506
2002-01-29,387.903
2002-01-30,385.719
2002-01-31,387.544
2002-02-01,388.658
2002-02-04,391.954
2002-02-05,392.342
2002-02-06,391.0
2002-02-07,389.697
2002-02-08,390.711
2002-02-11,394.591
2002-02-12,393.987
2002-02-13,393.648
2002-02-14,392.971
2002-02-15,395.105
2002-02-18,394.137
2002-02-19,392.847
2002-02-20,391.283
2002-02-21,391.391
2002-02-22,389.428
2002-02-25,386.502
2002-02-26,387.404
2002-02-27,387.473
2002-02-28,386.528
2002-03-01,388.769
2002-03-04,396.958
2002-03-05,398.326
2002-03-06,400.357
2002-03-07,412.071
2002-03-08,412.471
2002-03-11,414.322
2002-03-12,410.593
2002-03-13,411.354
2002-03-14,413.284
2002-03-15,412.315
2002-03-18,416.086
2002-03-19,419.938
2002-03-20,418.247
2002-03-21,415.233
2002-03-22,415.027
2002-03-25,411.473
2002-03-26,412.202
2002-03-27,412.314
2002-03-28,415.314
2002-03-29,415.314
2002-04-01,418.717
2002-04-02,420.999
2002-04-03,421.924
2002-04-04,420.31
2002-04-05,417.778
2002-04-08,411.981
2002-04-09,412.738
2002-04-10,412.895
2002-04-11,413.363
2002-04-12,411.264
2002-04-15,411.018
2002-04-16,417.566
2002-04-17,423.968
2002-04-18,424.163
2002-04-19,424.426
2002-04-22,422.943
2002-04-23,422.419
2002-04-24,422.421
2002-04-25,420.773
2002-04-26,422.04
2002-04-29,422.822
2002-04-30,421.801
2002-05-01,424.188
2002-05-02,422.016
2002-05-03,422.564
2002-05-06,423.453
2002-05-07,420.823
2002-05-08,423.095
2002-05-09,424.196
2002-05-10,426.302
2002-05-13,426.162
2002-05-14,423.936
2002-05-15,428.058
2002-05-16,429.241
2002-05-17,434.329
2002-05-20,433.909
2002-05-21,428.826
2002-05-22,427.745
2002-05-23,425.431
2002-05-24,427.705
2002-05-27,424.863
2002-05-28,427.832
2002-05-29,426.933
2002-05-30,424.779
2002-05-31,425.046
2002-06-03,422.508
2002-06-04,417.946
2002-06-05,416.694
2002-06-06,418.124
2002-06-07,411.592
2002-06-10,413.084
2002-06-11,413.845
2002-06-12,404.126
2002-06-13,402.03
2002-06-14,394.901
2002-06-17,400.684
2002-06-18,403.002
2002-06-19,400.695
2002-06-20,397.549
2002-06-21,393.815
2002-06-24,390.863
2002-06-25,391.599
2002-06-26,393.571
2002-06-27,393.44
2002-06-28,402.921
2002-07-01,405.621
2002-07-02,396.909
2002-07-03,381.424
2002-07-04,385.247
2002-07-05,391.57
2002-07-08,396.616
2002-07-09,395.535
2002-07-10,385.036
2002-07-11,377.494
2002-07-12,377.625
2002-07-15,374.656
2002-07-16,370.532
2002-07-17,377.134
2002-07-18,384.045
2002-07-19,376.047
2002-07-22,359.881
2002-07-23,347.878
2002-07-24,333.091
2002-07-25,338.41
2002-07-26,334.484
2002-07-29,341.778
2002-07-30,347.216
2002-07-31,348.7
2002-08-01,339.771
2002-08-02,331.126
2002-08-05,320.717
2002-08-06,317.321
2002-08-07,317.091
2002-08-08,323.425
2002-08-09,329.131
2002-08-12,327.308
2002-08-13,331.782
2002-08-14,335.741
2002-08-15,341.427
2002-08-16,349.049
2002-08-19,355.555
2002-08-20,352.242
2002-08-21,358.644
2002-08-22,363.188
2002-08-23,358.356
2002-08-26,354.731
2002-08-27,361.663
2002-08-28,353.555
2002-08-29,348.277
2002-08-30,348.931
2002-09-02,347.081
2002-09-03,345.175
2002-09-04,344.307
2002-09-05,339.102
2002-09-06,342.115
2002-09-09,334.601
2002-09-10,335.843
2002-09-11,338.652
2002-09-12,334.72
2002-09-13,330.339
2002-09-16,324.627
2002-09-17,319.404
2002-09-18,314.531
2002-09-19,310.296
2002-09-20,313.104
2002-09-23,305.178
2002-09-24,296.268
2002-09-25,298.642
2002-09-26,303.931
2002-09-27,304.105
2002-09-30,298.214
2002-10-01,298.597
2002-10-02,303.646
2002-10-03,304.031
2002-10-04,299.824
2002-10-07,290.478
2002-10-08,284.078
2002-10-09,284.631
2002-10-10,288.509
2002-10-11,298.776
2002-10-14,300.683
2002-10-15,313.759
2002-10-16,311.241
2002-10-17,320.432
2002-10-18,319.085
2002-10-21,320.147
2002-10-22,320.441
2002-10-23,315.205
2002-10-24,317.316
2002-10-25,314.561
2002-10-28,321.069
2002-10-29,312.476
2002-10-30,314.327
2002-10-31,323.982
2002-11-01,327.374
2002-11-04,335.017
2002-11-05,335.704
2002-11-06,333.568
2002-11-07,332.555
2002-11-08,328.78
2002-11-11,323.601
2002-11-12,325.613
2002-11-13,322.583
2002-11-14,325.631
2002-11-15,326.291
2002-11-18,330.989
2002-11-19,331.352
2002-11-20,325.696
2002-11-21,335.859
2002-11-22,337.829
2002-11-25,335.831
2002-11-26,332.054
2002-11-27,333.972
2002-11-28,341.493
2002-11-29,342.95
2002-12-02,346.886
2002-12-03,339.182
2002-12-04,334.151
2002-12-05,334.051
2002-12-06,333.271
2002-12-09,327.545
2002-12-10,326.22
2002-12-11,326.762
2002-12-12,326.063
2002-12-13,323.325
2002-12-16,328.761
2002-12-17,326.973
2002-12-18,319.841
2002-12-19,319.829
2002-12-20,322.983
2002-12-23,323.646
2002-12-24,323.575
2002-12-25,323.575
2002-12-26,324.391
2002-12-27,323.081
2002-12-30,323.801
2002-12-31,327.407
2003-01-01,327.407
2003-01-02,331.585
2003-01-03,336.619
2003-01-06,337.8
2003-01-07,333.668
2003-01-08,329.698
2003-01-09,331.452
2003-01-10,332.951
2003-01-13,332.18
2003-01-14,336.632
2003-01-15,332.262
2003-01-16,332.302
2003-01-17,328.972
2003-01-20,329.348
2003-01-21,324.922
2003-01-22,322.82
2003-01-23,320.814
2003-01-24,319.748
2003-01-27,313.793
2003-01-28,311.265
2003-01-29,307.667
2003-01-30,309.332
2003-01-31,309.974
2003-02-03,314.126
2003-02-04,310.898
2003-02-05,309.376
2003-02-06,307.642
2003-02-07,303.105
2003-02-10,299.756
2003-02-11,300.803
2003-02-12,292.989
2003-02-13,293.952
2003-02-14,294.065
2003-02-17,295.432
2003-02-18,293.932
2003-02-19,290.782
2003-02-20,294.211
2003-02-21,293.169
2003-02-24,288.205
2003-02-25,277.951
2003-02-26,274.559
2003-02-27,275.175
2003-02-28,281.352
2003-03-03,286.997
2003-03-04,279.682
2003-03-05,278.91
2003-03-06,276.525
2003-03-07,272.41
2003-03-10,268.238
2003-03-11,261.815
2003-03-12,258.296
2003-03-13,267.961
2003-03-14,275.332
2003-03-17,280.165
2003-03-18,282.402
2003-03-19,288.94
2003-03-20,285.774
2003-03-21,292.699
2003-03-24,285.138
2003-03-25,290.209
2003-03-26,287.485
2003-03-27,285.892
2003-03-28,288.729
2003-03-31,282.246
2003-04-01,287.608
2003-04-02,294.806
2003-04-03,294.467
2003-04-04,296.512
2003-04-07,304.161
2003-04-08,299.292
2003-04-09,297.563
2003-04-10,295.931
2003-04-11,296.425
2003-04-14,297.906
2003-04-15,304.254
2003-04-16,306.366
2003-04-17,308.408
2003-04-18,308.408
2003-04-21,307.078
2003-04-22,311.476
2003-04-23,318.904
2003-04-24,319.1
2003-04-25,316.5
2003-04-28,320.753
2003-04-29,323.189
2003-04-30,327.436
2003-05-01,330.443
2003-05-02,332.682
2003-05-05,341.916
2003-05-06,348.073
2003-05-07,345.806
2003-05-08,344.856
2003-05-09,350.143
2003-05-12,351.392
2003-05-13,348.082
2003-05-14,348.904
2003-05-15,351.319
2003-05-16,361.766
2003-05-19,352.918
2003-05-20,352.84
2003-05-21,348.665
2003-05-22,355.123
2003-05-23,354.134
2003-05-26,355.658
2003-05-27,355.615
2003-05-28,358.52
2003-05-29,363.502
2003-05-30,366.335
2003-06-02,369.158
2003-06-03,365.448
2003-06-04,370.559
2003-06-05,377.997
2003-06-06,388.892
2003-06-09,385.135
2003-06-10,383.339
2003-06-11,391.57
2003-06-12,390.564
2003-06-13,384.154
2003-06-16,393.597
2003-06-17,394.897
2003-06-18,388.816
2003-06-19,382.525
2003-06-20,383.133
2003-06-23,372.909
2003-06-24,369.332
2003-06-25,374.521
2003-06-26,368.045
2003-06-27,374.814
2003-06-30,371.128
2003-07-01,371.545
2003-07-02,376.751
2003-07-03,379.648
2003-07-04,375.209
2003-07-07,380.727
2003-07-08,379.572
2003-07-09,377.146
2003-07-10,375.524
2003-07-11,377.557
2003-07-14,380.812
2003-07-15,380.314
2003-07-16,377.211
2003-07-17,371.267
2003-07-18,377.161
2003-07-21,379.198
2003-07-22,383.622
2003-07-23,387.482
2003-07-24,392.105
2003-07-25,391.814
2003-07-28,392.597
2003-07-29,391.505
2003-07-30,390.781
2003-07-31,387.768
2003-08-01,388.815
2003-08-04,389.785
2003-08-05,391.475
2003-08-06,388.024
2003-08-07,389.106
2003-08-08,388.684
2003-08-11,388.67
2003-08-12,389.056
2003-08-13,391.395
2003-08-14,392.929
2003-08-15,393.049
2003-08-18,392.061
2003-08-19,394.092
2003-08-20,396.623
2003-08-21,397.492
2003-08-22,400.292
2003-08-25,398.24
2003-08-26,395.242
2003-08-27,402.338
2003-08-28,407.064
2003-08-29,408.385
2003-09-01,411.528
2003-09-02,407.815
2003-09-03,412.999
2003-09-04,413.968
2003-09-05,421.7
2003-09-08,426.018
2003-09-09,422.851
2003-09-10,415.098
2003-09-11,412.193
2003-09-12,416.187
2003-09-15,418.764
2003-09-16,414.996
2003-09-17,420.969
2003-09-18,420.715
2003-09-19,422.212
2003-09-22,419.12
2003-09-23,415.954
2003-09-24,415.408
2003-09-25,411.584
2003-09-26,407.132
2003-09-29,405.978
2003-09-30,407.544
2003-10-01,411.425
2003-10-02,413.586
2003-10-03,422.746
2003-10-06,420.986
2003-10-07,422.664
2003-10-08,423.025
2003-10-09,427.348
2003-10-10,428.031
2003-10-13,426.824
2003-10-14,427.004
2003-10-15,431.556
2003-10-16,430.79
2003-10-17,431.421
2003-10-20,430.278
2003-10-21,433.593
2003-10-22,430.694
2003-10-23,425.02
2003-10-24,425.555
2003-10-27,426.794
2003-10-28,425.981
2003-10-29,430.225
2003-10-30,433.097
2003-10-31,429.505
2003-11-03,435.976
2003-11-04,434.044
2003-11-05,431.281
2003-11-06,433.613
2003-11-07,436.588
2003-11-10,434.586
2003-11-11,431.695
2003-11-12,439.009
2003-11-13,446.261
2003-11-14,447.164
2003-11-17,438.15
2003-11-18,442.766
2003-11-19,442.967
2003-11-20,439.657
2003-11-21,440.953
2003-11-24,443.488
2003-11-25,447.913
2003-11-26,450.493
2003-11-27,449.562
2003-11-28,450.422
2003-12-01,453.486
2003-12-02,458.911
2003-12-03,462.574
2003-12-04,455.372
2003-12-05,455.182
2003-12-08,454.659
2003-12-09,454.902
2003-12-10,452.199
2003-12-11,450.376
2003-12-12,456.441
2003-12-15,456.906
2003-12-16,456.279
2003-12-17,456.659
2003-12-18,457.004
2003-12-19,456.668
2003-12-22,458.026
2003-12-23,459.445
2003-12-24,462.474
2003-12-25,462.474
2003-12-26,462.289
2003-12-29,466.895
2003-12-30,472.132
2003-12-31,475.166
2004-01-01,475.166
2004-01-02,478.82
2004-01-05,482.183
2004-01-06,481.135
2004-01-07,478.385
2004-01-08,484.956
2004-01-09,492.178
2004-01-12,487.588
2004-01-13,490.38
2004-01-14,489.273
2004-01-15,485.736
2004-01-16,487.596
2004-01-19,488.554
2004-01-20,492.292
2004-01-21,498.178
2004-01-22,501.47
2004-01-23,500.385
2004-01-26,495.268
2004-01-27,499.909
2004-01-28,503.815
2004-01-29,491.0
2004-01-30,492.307
2004-02-02,494.662
2004-02-03,496.501
2004-02-04,488.48
2004-02-05,494.267
2004-02-06,500.599
2004-02-09,503.994
2004-02-10,502.398
2004-02-11,505.714
2004-02-12,510.877
2004-02-13,509.134
2004-02-16,510.633
2004-02-17,517.519
2004-02-18,517.607
2004-02-19,517.49
2004-02-20,510.948
2004-02-23,509.878
2004-02-24,506.425
2004-02-25,505.485
2004-02-26,502.01
2004-02-27,505.541
2004-03-01,509.767
2004-03-02,511.474
2004-03-03,502.388
2004-03-04,506.337
2004-03-05,515.14
2004-03-08,510.721
2004-03-09,505.347
2004-03-10,493.772
2004-03-11,481.864
2004-03-12,484.639
2004-03-15,474.427
2004-03-16,482.444
2004-03-17,485.297
2004-03-18,485.335
2004-03-19,479.446
2004-03-22,469.996
2004-03-23,469.525
2004-03-24,464.609
2004-03-25,474.954
2004-03-26,473.529
2004-03-29,481.443
2004-03-30,481.712
2004-03-31,488.874
2004-04-01,497.651
2004-04-02,497.028
2004-04-05,493.61
2004-04-06,491.347
2004-04-07,498.106
2004-04-08,496.459
2004-04-09,496.459
2004-04-12,495.065
2004-04-13,492.807
2004-04-14,488.526
2004-04-15,486.881
2004-04-16,491.193
2004-04-19,493.416
2004-04-20,491.395
2004-04-21,484.917
2004-04-22,483.288
2004-04-23,484.47
2004-04-26,487.868
2004-04-27,487.631
2004-04-28,481.97
2004-04-29,479.934
2004-04-30,480.228
2004-05-03,481.679
2004-05-04,484.406
2004-05-05,491.386
2004-05-06,479.555
2004-05-07,473.818
2004-05-10,457.569
2004-05-11,460.658
2004-05-12,458.19
2004-05-13,458.859
2004-05-14,455.97
2004-05-17,456.394
2004-05-18,460.892
2004-05-19,471.454
2004-05-20,464.318
2004-05-21,468.941
2004-05-24,469.416
2004-05-25,473.441
2004-05-26,477.731
2004-05-27,491.837
2004-05-28,491.485
2004-05-31,491.591
2004-06-01,486.413
2004-06-02,490.267
2004-06-03,490.822
2004-06-04,493.357
2004-06-07,499.009
2004-06-08,497.836
2004-06-09,490.551
2004-06-10,491.576
2004-06-11,487.407
2004-06-14,484.764
2004-06-15,488.171
2004-06-16,486.908
2004-06-17,486.918
2004-06-18,491.909
2004-06-21,491.315
2004-06-22,488.72
2004-06-23,489.199
2004-06-24,493.596
2004-06-25,493.293
2004-06-28,498.753
2004-06-29,496.291
2004-06-30,497.384
2004-07-01,496.364
2004-07-02,497.071
2004-07-05,493.779
2004-07-06,490.238
2004-07-07,491.884
2004-07-08,494.089
2004-07-09,494.557
2004-07-12,491.77
2004-07-13,488.973
2004-07-14,488.829
2004-07-15,482.67
2004-07-16,486.729
2004-07-19,482.328
2004-07-20,483.634
2004-07-21,483.017
2004-07-22,476.62
2004-07-23,471.403
2004-07-26,468.121
2004-07-27,464.935
2004-07-28,463.77
2004-07-29,471.518
2004-07-30,471.475
2004-08-02,468.395
2004-08-03,470.48
2004-08-04,464.811
2004-08-05,467.539
2004-08-06,465.195
2004-08-09,459.022
2004-08-10,466.836
2004-08-11,458.891
2004-08-12,457.177
2004-08-13,462.269
2004-08-16,464.879
2004-08-17,465.522
2004-08-18,467.239
2004-08-19,469.602
2004-08-20,467.585
2004-08-23,468.794
2004-08-24,465.419
2004-08-25,463.004
2004-08-26,465.795
2004-08-27,465.333
2004-08-30,466.609
2004-08-31,467.335
2004-09-01,469.959
2004-09-02,471.696
2004-09-03,469.073
2004-09-06,473.955
2004-09-07,475.836
2004-09-08,477.299
2004-09-09,474.709
2004-09-10,484.545
2004-09-13,490.459
2004-09-14,491.196
2004-09-15,483.412
2004-09-16,484.09
2004-09-17,485.922
2004-09-20,483.017
2004-09-21,490.511
2004-09-22,488.846
2004-09-23,487.874
2004-09-24,486.95
2004-09-27,483.404
2004-09-28,484.273
2004-09-29,483.126
2004-09-30,485.782
2004-10-01,491.736
2004-10-04,491.387
2004-10-05,494.363
2004-10-06,491.767
2004-10-07,492.892
2004-10-08,495.063
2004-10-11,489.966
2004-10-12,479.524
2004-10-13,481.25
2004-10-14,483.106
2004-10-15,488.051
2004-10-18,485.53
2004-10-19,489.218
2004-10-20,489.154
2004-10-21,492.8
2004-10-22,495.191
2004-10-25,495.967
2004-10-26,495.6
2004-10-27,496.993
2004-10-28,498.757
2004-10-29,498.979
2004-11-01,502.852
2004-11-02,504.356
2004-11-03,508.533
2004-11-04,509.269
2004-11-05,516.937
2004-11-08,520.857
2004-11-09,518.397
2004-11-10,520.174
2004-11-11,523.644
2004-11-12,528.888
2004-11-15,529.342
2004-11-16,528.727
2004-11-17,534.192
2004-11-18,532.836
2004-11-19,534.898
2004-11-22,531.353
2004-11-23,535.803
2004-11-24,538.679
2004-11-25,545.511
2004-11-26,544.129
2004-11-29,547.216
2004-11-30,544.105
2004-12-01,553.36
2004-12-02,552.487
2004-12-03,556.766
2004-12-06,556.747
2004-12-07,558.3
2004-12-08,550.338
2004-12-09,543.718
2004-12-10,544.987
2004-12-13,552.089
2004-12-14,551.934
2004-12-15,555.309
2004-12-16,550.059
2004-12-17,545.606
2004-12-20,552.954
2004-12-21,551.216
2004-12-22,555.057
2004-12-23,559.42
2004-12-24,559.69
2004-12-27,563.407
2004-12-28,563.978
2004-12-29,563.279
2004-12-30,565.617
2004-12-31,566.063
2005-01-03,565.608
2005-01-04,558.871
2005-01-05,555.124
2005-01-06,549.619
2005-01-07,547.648
2005-01-10,551.859
2005-01-11,550.6
2005-01-12,553.982
2005-01-13,554.259
2005-01-14,555.153
2005-01-17,556.644
2005-01-18,552.549
2005-01-19,553.273
2005-01-20,547.659
2005-01-21,549.997
2005-01-24,549.87
2005-01-25,551.804
2005-01-26,557.897
2005-01-27,559.692
2005-01-28,558.761
2005-01-31,564.102
2005-02-01,568.025
2005-02-02,571.034
2005-02-03,566.778
2005-02-04,572.811
2005-02-07,573.001
2005-02-08,569.615
2005-02-09,572.892
2005-02-10,575.582
2005-02-11,578.137
2005-02-14,586.116
2005-02-15,589.595
2005-02-16,589.127
2005-02-17,604.954
2005-02-18,605.509
2005-02-21,601.761
2005-02-22,604.708
2005-02-23,603.404
2005-02-24,601.955
2005-02-25,607.552
2005-02-28,610.771
2005-03-01,608.518
2005-03-02,603.597
2005-03-03,601.092
2005-03-04,609.628
2005-03-07,610.134
2005-03-08,612.518
2005-03-09,611.364
2005-03-10,608.569
2005-03-11,608.522
2005-03-14,604.239
2005-03-15,603.798
2005-03-16,604.213
2005-03-17,600.458
2005-03-18,594.254
2005-03-21,590.387
2005-03-22,593.142
2005-03-23,583.665
2005-03-24,584.923
2005-03-25,584.923
2005-03-28,580.818
2005-03-29,580.092
2005-03-30,581.759
2005-03-31,587.38
2005-04-01,587.91
2005-04-04,578.767
2005-04-05,581.355
2005-04-06,586.78
2005-04-07,591.66
2005-04-08,591.536
2005-04-11,595.21
2005-04-12,588.393
2005-04-13,588.646
2005-04-14,582.447
2005-04-15,578.722
2005-04-18,572.287
2005-04-19,577.064
2005-04-20,580.385
2005-04-21,582.355
2005-04-22,581.999
2005-04-25,578.432
2005-04-26,575.247
2005-04-27,563.887
2005-04-28,555.633
2005-04-29,557.493
2005-05-02,559.099
2005-05-03,562.574
2005-05-04,567.831
2005-05-05,572.176
2005-05-06,570.517
2005-05-09,568.223
2005-05-10,570.42
2005-05-11,570.456
2005-05-12,568.472
2005-05-13,566.143
2005-05-16,565.537
2005-05-17,564.738
2005-05-18,568.825
2005-05-19,569.053
2005-05-20,567.289
2005-05-23,570.834
2005-05-24,571.484
2005-05-25,574.577
2005-05-26,577.024
2005-05-27,577.412
2005-05-30,575.165
2005-05-31,568.257
