Date,AUSTRALIA IMI IMI (Large+Mid+Small Cap)
2010-06-30,802.931
2010-07-30,900.683
2010-08-31,876.811
2010-09-30,1001.334
2010-10-29,1032.355
2010-11-30,998.12
2010-12-31,1108.15
2011-01-31,1079.518
2011-02-28,1128.743
2011-03-31,1155.272
2011-04-29,1218.349
2011-05-31,1160.026
2011-06-30,1143.657
2011-07-29,1124.569
2011-08-31,1073.152
2011-09-30,911.561
2011-10-31,1069.202
2011-11-30,997.605
2011-12-30,979.178
2012-01-31,1068.765
2012-02-29,1107.451
2012-03-30,1074.604
2012-04-30,1093.122
2012-05-31,947.873
2012-06-29,1007.024
2012-07-31,1076.384
2012-08-31,1079.168
2012-09-28,1109.867
2012-10-31,1139.071
2012-11-30,1149.707
2012-12-31,1183.769
2013-01-31,1248.536
2013-02-28,1293.451
2013-03-29,1286.818
2013-04-30,1335.561
2013-05-31,1173.607
2013-06-28,1093.08
2013-07-31,1127.724
2013-08-30,1146.476
2013-09-30,1229.702
2013-10-31,1295.633
2013-11-29,1234.255
2013-12-31,1215.819
2014-01-31,1149.781
2014-02-28,1239.19
2014-03-31,1287.319
2014-04-30,1308.906
2014-05-30,1322.198
2014-06-30,1320.928
2014-07-31,1359.691
2014-08-29,1374.765
2014-09-30,1216.522
2014-10-31,1275.311
2014-11-28,1194.93
2014-12-31,1168.055
2015-01-30,1144.44
2015-02-27,1233.088
2015-03-31,1201.727
2015-04-30,1218.432
2015-05-29,1187.911
2015-06-30,1128.468
2015-07-31,1123.636
2015-08-31,1000.847
2015-09-30,959.834
2015-10-30,1019.181
2015-11-30,1027.109
2015-12-31,1058.522
2016-01-29,970.127
2016-02-29,964.814
2016-03-31,1088.53
2016-04-29,1118.699
2016-05-31,1092.907
2016-06-30,1096.212
2016-07-29,1189.37
2016-08-31,1159.055
2016-09-30,1187.636
2016-10-31,1157.675
2016-11-30,1157.935
2016-12-30,1186.66
2017-01-31,1234.248
2017-02-28,1279.55
2017-03-31,1312.573
2017-04-28,1301.96
2017-05-31,1255.296
2017-06-30,1294.532
2017-07-31,1350.109
2017-08-31,1351.64
2017-09-29,1337.668
2017-10-31,1359.766
2017-11-30,1370.119
2017-12-29,1437.858
2018-01-31,1480.51
2018-02-28,1429.159
2018-03-30,1353.967
2018-04-30,1385.716
2018-05-31,1406.839
2018-06-29,1420.096
2018-07-31,1446.768
2018-08-31,1424.155
2018-09-28,1407.721
2018-10-31,1295.912
2018-11-30,1305.888
2018-12-31,1257.263
2019-01-31,1352.724
2019-02-28,1399.02
2019-03-29,1405.388
2019-04-30,1424.82
2019-05-31,1427.356
2019-06-28,1499.92
2019-07-31,1515.218
2019-08-30,1448.337
2019-09-30,1481.288
2019-10-31,1505.05
2019-11-29,1517.841
2019-12-31,1545.378
2020-01-31,1545.095
2020-02-28,1371.792
2020-03-31,1023.852
2020-04-30,1195.152
2020-05-29,1266.428
2020-06-30,1348.985
2020-07-31,1412.373
2020-08-31,1503.42
2020-09-30,1403.782
2020-10-30,1402.396
2020-11-30,1621.189
2020-12-31,1724.397
2021-01-29,1721.08
2021-02-26,1765.205
2021-03-31,1776.891
2021-04-30,1868.607
2021-05-31,1919.325
2021-06-30,1900.427
2021-07-30,1878.616
2021-08-31,1912.425
2021-09-30,1854.744
2021-10-29,1931.6
2021-11-30,1810.14
2021-12-31,1908.904
2022-01-31,1731.169
2022-02-28,1824.996
2022-03-31,2022.076
2022-04-29,1900.878
2022-05-31,1868.244
2022-06-30,1627.935
2022-07-29,1748.472
2022-08-31,1738.55
2022-09-30,1528.946
2022-10-31,1611.614
2022-11-30,1800.62
2022-12-30,1761.596
2023-01-31,1948.109
2023-02-28,1815.448
2023-03-31,1797.874
2023-04-28,1806.4
2023-05-31,1723.653
2023-06-30,1805.901
2023-07-31,1881.239
2023-08-31,1799.355
2023-09-29,1743.094
2023-10-31,1645.139
2023-11-30,1809.821
2023-12-29,2000.662
2024-01-31,1963.882
2024-02-29,1956.595
2024-03-29,2020.629
2024-04-30,1948.279
2024-05-31,2014.883
2024-06-28,2045.041
2024-07-31,2080.116
2024-08-30,2167.73
2024-09-30,2286.574
2024-10-31,2126.334
2024-11-29,2192.655
2024-12-31,2018.166
2025-01-31,2125.784
2025-02-28,2037.352
2025-03-31,1972.398
2025-04-30,2099.444
2025-05-30,2197.97
2025-06-30,2268.758
2025-07-31,2277.385
2025-08-29,2388.474
2025-09-30,2399.861
2025-10-31,2382.744
