Date,AUSTRALIA IMI IMI (Large+Mid+Small Cap)
2009-08-31,794.112
2009-09-30,884.863
2009-10-30,887.135
2009-11-30,915.016
2009-12-31,932.024
2010-01-29,865.323
2010-02-26,892.301
2010-03-31,967.123
2010-04-30,964.036
2010-05-31,801.395
2010-06-30,783.187
2010-07-30,878.528
2010-08-31,854.978
2010-09-30,976.183
2010-10-29,1006.37
2010-11-30,972.959
2010-12-31,1079.775
2011-01-31,1051.87
2011-02-28,1099.601
2011-03-31,1125.195
2011-04-29,1186.63
2011-05-31,1129.781
2011-06-30,1113.339
2011-07-29,1094.751
2011-08-31,1044.401
2011-09-30,886.877
2011-10-31,1040.224
2011-11-30,970.45
2011-12-30,952.07
2012-01-31,1039.169
2012-02-29,1076.379
2012-03-30,1044.255
2012-04-30,1062.246
2012-05-31,921.056
2012-06-29,977.989
2012-07-31,1045.343
2012-08-31,1047.724
2012-09-28,1077.363
2012-10-31,1105.685
2012-11-30,1115.981
2012-12-31,1148.495
2013-01-31,1211.301
2013-02-28,1254.548
2013-03-29,1248.042
2013-04-30,1295.315
2013-05-31,1138.207
2013-06-28,1059.548
2013-07-31,1093.122
2013-08-30,1110.904
2013-09-30,1191.449
2013-10-31,1255.329
2013-11-29,1195.846
2013-12-31,1177.365
2014-01-31,1113.409
2014-02-28,1199.55
2014-03-31,1246.032
2014-04-30,1266.926
2014-05-30,1279.778
2014-06-30,1277.584
2014-07-31,1315.057
2014-08-29,1329.46
2014-09-30,1176.297
2014-10-31,1233.143
2014-11-28,1155.397
2014-12-31,1128.802
2015-01-30,1105.973
2015-02-27,1191.276
2015-03-31,1160.873
2015-04-30,1177.007
2015-05-29,1147.524
2015-06-30,1089.434
2015-07-31,1084.762
2015-08-31,965.879
2015-09-30,926.186
2015-10-30,983.452
2015-11-30,991.102
2015-12-31,1020.774
2016-01-29,935.527
2016-02-29,930.12
2016-03-31,1049.244
2016-04-29,1078.325
2016-05-31,1053.463
2016-06-30,1055.928
2016-07-29,1145.655
2016-08-31,1116.203
2016-09-30,1143.609
2016-10-31,1114.755
2016-11-30,1114.995
2016-12-30,1141.961
2017-01-31,1187.744
2017-02-28,1231.116
2017-03-31,1262.686
2017-04-28,1252.476
2017-05-31,1207.565
2017-06-30,1244.567
2017-07-31,1297.984
2017-08-31,1299.177
2017-09-29,1285.559
2017-10-31,1306.791
2017-11-30,1316.711
2017-12-29,1381.036
2018-01-31,1421.987
2018-02-28,1372.361
2018-03-30,1300.024
2018-04-30,1330.488
2018-05-31,1350.727
2018-06-29,1362.669
2018-07-31,1388.254
2018-08-31,1366.346
2018-09-28,1350.329
2018-10-31,1243.069
2018-11-30,1252.623
2018-12-31,1205.18
2019-01-31,1296.686
2019-02-28,1340.846
2019-03-29,1346.626
2019-04-30,1365.246
2019-05-31,1367.635
2019-06-28,1436.343
2019-07-31,1450.992
2019-08-30,1386.63
2019-09-30,1418.027
2019-10-31,1440.773
2019-11-29,1452.974
2019-12-31,1478.462
2020-01-31,1478.191
2020-02-28,1312.093
2020-03-31,979.194
2020-04-30,1143.022
2020-05-29,1211.158
2020-06-30,1289.592
2020-07-31,1350.19
2020-08-31,1437.122
2020-09-30,1341.675
2020-10-30,1340.333
2020-11-30,1549.346
2020-12-31,1647.301
2021-01-29,1644.122
2021-02-26,1685.878
2021-03-31,1696.814
2021-04-30,1784.396
2021-05-31,1832.788
2021-06-30,1814.005
2021-07-30,1793.157
2021-08-31,1824.981
2021-09-30,1769.799
2021-10-29,1843.135
2021-11-30,1727.133
2021-12-31,1820.731
2022-01-31,1651.206
2022-02-28,1740.416
2022-03-31,1928.122
2022-04-29,1812.555
2022-05-31,1781.35
2022-06-30,1551.563
2022-07-29,1666.446
2022-08-31,1656.722
2022-09-30,1456.84
2022-10-31,1535.609
2022-11-30,1715.671
2022-12-30,1677.738
2023-01-31,1855.373
2023-02-28,1728.836
2023-03-31,1711.906
2023-04-28,1720.024
2023-05-31,1641.228
2023-06-30,1718.756
2023-07-31,1790.458
2023-08-31,1712.266
2023-09-29,1658.51
2023-10-31,1565.308
2023-11-30,1721.988
2023-12-29,1902.776
2024-01-31,1867.797
2024-02-29,1860.594
2024-03-29,1921.23
2024-04-30,1852.439
2024-05-31,1915.762
2024-06-28,1943.604
2024-07-31,1976.922
2024-08-30,2059.888
2024-09-30,2172.579
2024-10-31,2020.326
2024-11-29,2083.336
2024-12-31,1916.814
2025-01-31,2019.028
2025-02-28,1934.832
2025-03-31,1872.919
2025-04-30,1993.557
2025-05-30,2087.112
2025-06-30,2153.449
2025-07-31,2161.638
2025-08-29,2266.855
2025-09-30,2277.502
2025-10-31,2261.257
2025-11-28,2195.952
