Date,AUSTRALIA IMI IMI (Large+Mid+Small Cap)
2002-05-27,287.855
2002-05-28,290.362
2002-05-29,291.601
2002-05-30,292.278
2002-05-31,291.608
2002-06-03,294.42
2002-06-04,294.126
2002-06-05,292.342
2002-06-06,294.561
2002-06-07,294.441
2002-06-10,292.49
2002-06-11,290.633
2002-06-12,291.446
2002-06-13,290.081
2002-06-14,283.459
2002-06-17,282.729
2002-06-18,286.236
2002-06-19,285.511
2002-06-20,287.706
2002-06-21,287.03
2002-06-24,286.034
2002-06-25,283.116
2002-06-26,275.99
2002-06-27,278.608
2002-06-28,277.991
2002-07-01,278.534
2002-07-02,278.595
2002-07-03,273.769
2002-07-04,273.59
2002-07-05,275.218
2002-07-08,280.335
2002-07-09,284.316
2002-07-10,280.736
2002-07-11,273.254
2002-07-12,273.672
2002-07-15,273.959
2002-07-16,270.64
2002-07-17,264.035
2002-07-18,267.039
2002-07-19,264.997
2002-07-22,261.551
2002-07-23,258.459
2002-07-24,248.632
2002-07-25,251.658
2002-07-26,246.477
2002-07-29,250.103
2002-07-30,257.315
2002-07-31,257.402
2002-08-01,254.01
2002-08-02,251.604
2002-08-05,244.96
2002-08-06,241.194
2002-08-07,250.872
2002-08-08,251.531
2002-08-09,254.382
2002-08-12,256.737
2002-08-13,256.729
2002-08-14,255.846
2002-08-15,260.629
2002-08-16,262.387
2002-08-19,261.755
2002-08-20,265.865
2002-08-21,263.932
2002-08-22,265.533
2002-08-23,265.901
2002-08-26,265.68
2002-08-27,268.845
2002-08-28,266.458
2002-08-29,265.694
2002-08-30,264.815
2002-09-02,266.992
2002-09-03,265.612
2002-09-04,260.234
2002-09-05,260.337
2002-09-06,260.425
2002-09-09,264.078
2002-09-10,263.291
2002-09-11,266.41
2002-09-12,268.066
2002-09-13,266.753
2002-09-16,265.751
2002-09-17,267.917
2002-09-18,264.906
2002-09-19,263.749
2002-09-20,260.664
2002-09-23,257.24
2002-09-24,256.517
2002-09-25,252.89
2002-09-26,252.6
2002-09-27,253.997
2002-09-30,250.525
2002-10-01,251.494
2002-10-02,253.336
2002-10-03,254.236
2002-10-04,253.438
2002-10-07,250.658
2002-10-08,249.741
2002-10-09,247.782
2002-10-10,245.391
2002-10-11,248.67
2002-10-14,250.803
2002-10-15,253.987
2002-10-16,254.698
2002-10-17,255.407
2002-10-18,257.217
2002-10-21,256.944
2002-10-22,258.021
2002-10-23,260.252
2002-10-24,261.133
2002-10-25,259.067
2002-10-28,263.351
2002-10-29,260.399
2002-10-30,257.64
2002-10-31,262.885
2002-11-01,260.826
2002-11-04,266.1
2002-11-05,266.548
2002-11-06,268.75
2002-11-07,267.771
2002-11-08,265.217
2002-11-11,259.437
2002-11-12,260.805
2002-11-13,258.982
2002-11-14,259.649
2002-11-15,263.212
2002-11-18,263.783
2002-11-19,262.019
2002-11-20,262.662
2002-11-21,265.827
2002-11-22,268.263
2002-11-25,266.437
2002-11-26,265.239
2002-11-27,261.684
2002-11-28,267.8
2002-11-29,269.343
2002-12-02,270.869
2002-12-03,269.401
2002-12-04,265.603
2002-12-05,267.048
2002-12-06,265.812
2002-12-09,266.475
2002-12-10,262.314
2002-12-11,260.356
2002-12-12,264.11
2002-12-13,262.628
2002-12-16,260.748
2002-12-17,265.111
2002-12-18,263.797
2002-12-19,263.921
2002-12-20,264.052
2002-12-23,267.006
2002-12-24,267.177
2002-12-25,267.177
2002-12-26,267.177
2002-12-27,265.782
2002-12-30,263.881
2002-12-31,265.023
2003-01-01,265.023
2003-01-02,266.579
2003-01-03,270.207
2003-01-06,277.301
2003-01-07,276.833
2003-01-08,275.813
2003-01-09,276.698
2003-01-10,278.894
2003-01-13,279.48
2003-01-14,281.094
2003-01-15,281.439
2003-01-16,280.304
2003-01-17,281.846
2003-01-20,281.856
2003-01-21,279.957
2003-01-22,276.566
2003-01-23,278.727
2003-01-24,279.686
2003-01-27,278.67
2003-01-28,272.102
2003-01-29,272.352
2003-01-30,271.752
2003-01-31,270.892
2003-02-03,268.207
2003-02-04,271.963
2003-02-05,269.483
2003-02-06,266.353
2003-02-07,268.631
2003-02-10,267.765
2003-02-11,264.999
2003-02-12,266.845
2003-02-13,264.108
2003-02-14,260.757
2003-02-17,263.18
2003-02-18,263.666
2003-02-19,266.39
2003-02-20,264.142
2003-02-21,264.815
2003-02-24,271.211
2003-02-25,266.177
2003-02-26,269.462
2003-02-27,266.509
2003-02-28,267.8
2003-03-03,272.717
2003-03-04,272.49
2003-03-05,270.113
2003-03-06,269.736
2003-03-07,266.26
2003-03-10,266.44
2003-03-11,259.889
2003-03-12,255.087
2003-03-13,253.716
2003-03-14,259.529
2003-03-17,258.289
2003-03-18,266.492
2003-03-19,267.804
2003-03-20,269.748
2003-03-21,268.733
2003-03-24,269.727
2003-03-25,270.839
2003-03-26,274.67
2003-03-27,276.32
2003-03-28,276.454
2003-03-31,277.345
2003-04-01,276.572
2003-04-02,275.041
2003-04-03,277.129
2003-04-04,280.235
2003-04-07,283.175
2003-04-08,284.066
2003-04-09,282.735
2003-04-10,284.473
2003-04-11,283.766
2003-04-14,282.632
2003-04-15,286.203
2003-04-16,290.498
2003-04-17,289.506
2003-04-18,289.506
2003-04-21,288.824
2003-04-22,294.934
2003-04-23,295.999
2003-04-24,296.169
2003-04-25,294.925
2003-04-28,293.437
2003-04-29,297.471
2003-04-30,299.61
2003-05-01,302.031
2003-05-02,298.275
2003-05-05,300.312
2003-05-06,300.579
2003-05-07,300.502
2003-05-08,302.424
2003-05-09,302.426
2003-05-12,305.716
2003-05-13,305.877
2003-05-14,305.196
2003-05-15,302.911
2003-05-16,305.16
2003-05-19,307.548
2003-05-20,305.475
2003-05-21,306.85
2003-05-22,309.612
2003-05-23,312.814
2003-05-26,314.288
2003-05-27,312.498
2003-05-28,309.905
2003-05-29,310.227
2003-05-30,311.717
2003-06-02,317.236
2003-06-03,316.558
2003-06-04,320.492
2003-06-05,323.091
2003-06-06,321.826
2003-06-09,320.624
2003-06-10,320.85
2003-06-11,325.421
2003-06-12,327.486
2003-06-13,328.96
2003-06-16,329.762
2003-06-17,333.755
2003-06-18,332.828
2003-06-19,331.977
2003-06-20,330.45
2003-06-23,328.544
2003-06-24,326.398
2003-06-25,329.889
2003-06-26,323.817
2003-06-27,325.269
2003-06-30,325.524
2003-07-01,330.033
2003-07-02,330.307
2003-07-03,333.73
2003-07-04,330.505
2003-07-07,330.878
2003-07-08,323.034
2003-07-09,317.503
2003-07-10,319.823
2003-07-11,320.885
2003-07-14,325.082
2003-07-15,321.936
2003-07-16,325.68
2003-07-17,322.503
2003-07-18,318.37
2003-07-21,321.774
2003-07-22,319.818
2003-07-23,324.956
2003-07-24,329.408
2003-07-25,329.872
2003-07-28,332.402
2003-07-29,331.799
2003-07-30,324.237
2003-07-31,324.315
2003-08-01,328.813
2003-08-04,325.662
2003-08-05,324.17
2003-08-06,325.445
2003-08-07,327.356
2003-08-08,329.48
2003-08-11,331.419
2003-08-12,331.205
2003-08-13,332.852
2003-08-14,331.894
2003-08-15,333.139
2003-08-18,333.222
2003-08-19,333.046
2003-08-20,336.645
2003-08-21,333.635
2003-08-22,332.556
2003-08-25,333.144
2003-08-26,329.268
2003-08-27,327.352
2003-08-28,328.473
2003-08-29,332.304
2003-09-01,332.337
2003-09-02,332.051
2003-09-03,330.398
2003-09-04,331.953
2003-09-05,333.315
2003-09-08,336.662
2003-09-09,342.257
2003-09-10,341.183
2003-09-11,339.271
2003-09-12,341.025
2003-09-15,341.818
2003-09-16,341.257
2003-09-17,344.367
2003-09-18,346.295
2003-09-19,348.405
2003-09-22,350.995
2003-09-23,348.33
2003-09-24,350.702
2003-09-25,349.014
2003-09-26,345.654
2003-09-29,344.478
2003-09-30,346.482
2003-10-01,348.093
2003-10-02,352.982
2003-10-03,352.967
2003-10-06,354.231
2003-10-07,358.883
2003-10-08,361.887
2003-10-09,363.75
2003-10-10,364.399
2003-10-13,365.32
2003-10-14,365.767
2003-10-15,366.002
2003-10-16,368.728
2003-10-17,368.959
2003-10-20,368.377
2003-10-21,373.231
2003-10-22,375.917
2003-10-23,369.338
2003-10-24,369.176
2003-10-27,369.871
2003-10-28,369.708
2003-10-29,371.453
2003-10-30,374.226
2003-10-31,375.459
2003-11-03,370.73
2003-11-04,369.864
2003-11-05,372.583
2003-11-06,371.466
2003-11-07,372.444
2003-11-10,374.815
2003-11-11,371.217
2003-11-12,371.976
2003-11-13,375.403
2003-11-14,372.987
2003-11-17,367.801
2003-11-18,371.507
2003-11-19,373.026
2003-11-20,374.235
2003-11-21,372.708
2003-11-24,369.79
2003-11-25,372.642
2003-11-26,375.577
2003-11-27,373.849
2003-11-28,374.729
2003-12-01,374.507
2003-12-02,379.48
2003-12-03,384.549
2003-12-04,385.484
2003-12-05,386.108
2003-12-08,388.242
2003-12-09,386.51
2003-12-10,387.114
2003-12-11,382.183
2003-12-12,388.311
2003-12-15,392.726
2003-12-16,389.72
2003-12-17,390.09
2003-12-18,386.506
2003-12-19,387.154
2003-12-22,388.963
2003-12-23,390.935
2003-12-24,395.95
2003-12-25,395.95
2003-12-26,395.151
2003-12-29,397.527
2003-12-30,402.488
2003-12-31,405.603
2004-01-01,405.603
2004-01-02,407.829
2004-01-05,411.433
2004-01-06,416.844
2004-01-07,414.4
2004-01-08,416.105
2004-01-09,418.468
2004-01-12,418.19
2004-01-13,418.303
2004-01-14,419.393
2004-01-15,414.799
2004-01-16,410.467
2004-01-19,405.497
2004-01-20,413.449
2004-01-21,416.83
2004-01-22,421.851
2004-01-23,422.118
2004-01-26,420.813
2004-01-27,419.697
2004-01-28,415.017
2004-01-29,404.432
2004-01-30,405.667
2004-02-02,404.412
2004-02-03,407.332
2004-02-04,404.339
2004-02-05,406.566
2004-02-06,409.674
2004-02-09,415.495
2004-02-10,417.248
2004-02-11,419.438
2004-02-12,428.38
2004-02-13,430.269
2004-02-16,430.933
2004-02-17,434.875
2004-02-18,435.805
2004-02-19,433.018
2004-02-20,425.493
2004-02-23,422.78
2004-02-24,424.513
2004-02-25,423.301
2004-02-26,421.577
2004-02-27,424.852
2004-03-01,428.436
2004-03-02,427.221
2004-03-03,415.278
2004-03-04,418.011
2004-03-05,426.767
2004-03-08,425.421
2004-03-09,429.109
2004-03-10,419.093
2004-03-11,411.611
2004-03-12,408.102
2004-03-15,410.503
2004-03-16,417.599
2004-03-17,417.177
2004-03-18,423.366
2004-03-19,423.891
2004-03-22,422.636
2004-03-23,420.93
2004-03-24,417.865
2004-03-25,415.75
2004-03-26,421.135
2004-03-29,421.329
2004-03-30,426.654
2004-03-31,430.974
2004-04-01,437.024
2004-04-02,432.185
2004-04-05,430.218
2004-04-06,434.768
2004-04-07,437.917
2004-04-08,435.443
2004-04-09,435.443
2004-04-12,437.671
2004-04-13,429.253
2004-04-14,416.129
2004-04-15,417.938
2004-04-16,420.521
2004-04-19,423.63
2004-04-20,420.888
2004-04-21,416.63
2004-04-22,413.691
2004-04-23,417.322
2004-04-26,417.547
2004-04-27,416.779
2004-04-28,411.786
2004-04-29,404.163
2004-04-30,405.445
2004-05-03,401.75
2004-05-04,408.536
2004-05-05,411.536
2004-05-06,408.21
2004-05-07,395.428
2004-05-10,383.681
2004-05-11,384.574
2004-05-12,389.175
2004-05-13,384.346
2004-05-14,383.099
2004-05-17,381.593
2004-05-18,382.661
2004-05-19,392.485
2004-05-20,387.456
2004-05-21,394.497
2004-05-24,393.457
2004-05-25,396.543
2004-05-26,400.423
2004-05-27,409.715
2004-05-28,407.574
2004-05-31,408.853
2004-06-01,406.403
2004-06-02,402.489
2004-06-03,396.316
2004-06-04,398.475
2004-06-07,407.493
2004-06-08,405.598
2004-06-09,398.373
2004-06-10,402.054
2004-06-11,400.6
2004-06-14,400.398
2004-06-15,397.305
2004-06-16,398.602
2004-06-17,398.421
2004-06-18,404.047
2004-06-21,407.228
2004-06-22,403.701
2004-06-23,405.286
2004-06-24,410.607
2004-06-25,409.163
2004-06-28,409.76
2004-06-29,404.08
2004-06-30,408.643
2004-07-01,413.255
2004-07-02,418.558
2004-07-05,419.09
2004-07-06,422.751
2004-07-07,428.493
2004-07-08,428.664
2004-07-09,427.726
2004-07-12,431.083
2004-07-13,429.473
2004-07-14,424.87
2004-07-15,424.283
2004-07-16,429.759
2004-07-19,430.732
2004-07-20,425.092
2004-07-21,418.173
2004-07-22,416.778
2004-07-23,410.925
2004-07-26,411.069
2004-07-27,407.928
2004-07-28,406.491
2004-07-29,406.314
2004-07-30,412.12
2004-08-02,415.433
2004-08-03,417.153
2004-08-04,415.815
2004-08-05,413.724
2004-08-06,419.764
2004-08-09,418.583
2004-08-10,417.364
2004-08-11,416.336
2004-08-12,414.237
2004-08-13,415.084
2004-08-16,415.925
2004-08-17,414.749
2004-08-18,414.408
2004-08-19,421.853
2004-08-20,423.484
2004-08-23,423.706
2004-08-24,416.917
2004-08-25,415.988
2004-08-26,414.782
2004-08-27,419.274
2004-08-30,416.5
2004-08-31,421.038
2004-09-01,422.869
2004-09-02,418.882
2004-09-03,414.974
2004-09-06,416.046
2004-09-07,418.257
2004-09-08,418.67
2004-09-09,414.616
2004-09-10,422.735
2004-09-13,422.502
2004-09-14,429.323
2004-09-15,424.079
2004-09-16,426.466
2004-09-17,425.659
2004-09-20,428.175
2004-09-21,428.985
2004-09-22,433.711
2004-09-23,438.699
2004-09-24,435.791
2004-09-27,436.19
2004-09-28,439.654
2004-09-29,441.46
2004-09-30,448.415
2004-10-01,447.544
2004-10-04,448.705
2004-10-05,452.169
2004-10-06,452.784
2004-10-07,454.501
2004-10-08,457.859
2004-10-11,459.332
2004-10-12,459.069
2004-10-13,455.378
2004-10-14,458.953
2004-10-15,460.262
2004-10-18,455.846
2004-10-19,457.91
2004-10-20,460.594
2004-10-21,462.35
2004-10-22,463.181
2004-10-25,464.389
2004-10-26,466.768
2004-10-27,473.302
2004-10-28,476.036
2004-10-29,477.404
2004-11-01,479.359
2004-11-02,478.946
2004-11-03,489.818
2004-11-04,491.446
2004-11-05,493.268
2004-11-08,490.351
2004-11-09,491.479
2004-11-10,493.49
2004-11-11,497.69
2004-11-12,501.568
2004-11-15,506.557
2004-11-16,506.827
2004-11-17,512.159
2004-11-18,510.448
2004-11-19,514.231
2004-11-22,510.086
2004-11-23,515.541
2004-11-24,520.115
2004-11-25,526.524
2004-11-26,524.687
2004-11-29,524.022
2004-11-30,518.13
2004-12-01,513.373
2004-12-02,518.941
2004-12-03,518.828
2004-12-06,520.433
2004-12-07,516.604
2004-12-08,498.067
2004-12-09,495.094
2004-12-10,495.486
2004-12-13,501.0
2004-12-14,504.096
2004-12-15,510.437
2004-12-16,508.558
2004-12-17,511.572
2004-12-20,517.282
2004-12-21,520.104
2004-12-22,522.776
2004-12-23,523.805
2004-12-24,529.803
2004-12-27,533.41
2004-12-28,533.685
2004-12-29,531.2
2004-12-30,535.318
2004-12-31,539.385
2005-01-03,534.534
2005-01-04,529.572
2005-01-05,525.685
2005-01-06,521.04
2005-01-07,523.434
2005-01-10,526.224
2005-01-11,529.258
2005-01-12,533.174
2005-01-13,531.05
2005-01-14,526.042
2005-01-17,527.385
2005-01-18,523.627
2005-01-19,525.696
2005-01-20,524.005
2005-01-21,528.928
2005-01-24,530.269
2005-01-25,529.087
2005-01-26,535.869
2005-01-27,543.566
2005-01-28,541.717
2005-01-31,543.961
2005-02-01,544.546
2005-02-02,548.643
2005-02-03,546.087
2005-02-04,549.287
2005-02-07,553.433
2005-02-08,546.282
2005-02-09,547.55
2005-02-10,558.952
2005-02-11,559.856
2005-02-14,560.76
2005-02-15,557.458
2005-02-16,556.293
2005-02-17,562.483
2005-02-18,562.253
2005-02-21,564.99
2005-02-22,566.176
2005-02-23,556.858
2005-02-24,553.424
2005-02-25,557.675
2005-02-28,571.236
2005-03-01,568.087
2005-03-02,565.863
2005-03-03,568.558
2005-03-04,576.429
2005-03-07,579.187
2005-03-08,584.894
2005-03-09,580.736
2005-03-10,576.123
2005-03-11,576.785
2005-03-14,576.497
2005-03-15,577.242
2005-03-16,583.184
2005-03-17,581.096
2005-03-18,581.973
2005-03-21,580.689
2005-03-22,578.413
2005-03-23,558.788
2005-03-24,552.706
2005-03-25,552.706
2005-03-28,550.737
2005-03-29,546.756
2005-03-30,548.004
2005-03-31,550.34
2005-04-01,554.049
2005-04-04,547.419
2005-04-05,549.224
2005-04-06,545.956
2005-04-07,550.088
2005-04-08,555.471
2005-04-11,554.92
2005-04-12,555.593
2005-04-13,557.732
2005-04-14,546.384
2005-04-15,536.262
2005-04-18,524.839
2005-04-19,535.425
2005-04-20,540.037
2005-04-21,540.583
2005-04-22,547.644
2005-04-25,544.81
2005-04-26,543.446
2005-04-27,541.837
2005-04-28,542.301
2005-04-29,540.239
2005-05-02,542.605
2005-05-03,535.588
2005-05-04,532.4
2005-05-05,535.967
2005-05-06,536.564
2005-05-09,535.365
2005-05-10,537.562
2005-05-11,539.102
2005-05-12,536.588
2005-05-13,530.324
2005-05-16,520.848
2005-05-17,519.172
2005-05-18,524.354
2005-05-19,531.212
2005-05-20,529.18
2005-05-23,537.643
2005-05-24,542.399
2005-05-25,541.012
2005-05-26,540.044
2005-05-27,543.432
2005-05-30,545.467
2005-05-31,539.143
2005-06-01,541.019
2005-06-02,549.246
2005-06-03,553.029
2005-06-06,559.915
2005-06-07,562.944
2005-06-08,565.514
2005-06-09,562.587
2005-06-10,560.411
2005-06-13,559.86
2005-06-14,563.612
2005-06-15,567.732
2005-06-16,573.538
2005-06-17,584.808
2005-06-20,582.926
2005-06-21,583.156
2005-06-22,581.491
2005-06-23,575.332
2005-06-24,569.691
2005-06-27,568.785
2005-06-28,572.29
2005-06-29,567.963
2005-06-30,570.401
2005-07-01,561.642
2005-07-04,562.588
2005-07-05,557.54
2005-07-06,555.512
2005-07-07,548.6
2005-07-08,549.471
2005-07-11,556.99
2005-07-12,563.921
2005-07-13,560.08
2005-07-14,565.938
2005-07-15,562.771
2005-07-18,565.977
2005-07-19,560.905
2005-07-20,567.105
2005-07-21,580.416
2005-07-22,587.292
2005-07-25,584.996
2005-07-26,581.416
2005-07-27,579.987
2005-07-28,578.517
2005-07-29,584.261
2005-08-01,583.966
2005-08-02,587.656
2005-08-03,590.789
2005-08-04,592.975
2005-08-05,589.42
2005-08-08,591.737
2005-08-09,589.208
2005-08-10,594.369
2005-08-11,606.536
2005-08-12,607.161
2005-08-15,603.511
2005-08-16,606.532
2005-08-17,600.982
2005-08-18,591.041
2005-08-19,590.078
2005-08-22,599.709
2005-08-23,597.204
2005-08-24,592.821
2005-08-25,592.78
2005-08-26,596.395
2005-08-29,584.936
2005-08-30,586.374
2005-08-31,590.842
2005-09-01,606.417
2005-09-02,605.423
2005-09-05,607.681
2005-09-06,608.248
2005-09-07,613.083
2005-09-08,613.708
2005-09-09,615.083
2005-09-12,613.978
2005-09-13,614.445
2005-09-14,620.531
2005-09-15,615.875
2005-09-16,621.113
2005-09-19,621.249
2005-09-20,627.779
2005-09-21,625.832
2005-09-22,620.807
2005-09-23,616.283
2005-09-26,624.037
2005-09-27,623.705
2005-09-28,625.45
2005-09-29,634.083
2005-09-30,633.785
2005-10-03,632.31
2005-10-04,633.376
2005-10-05,614.031
2005-10-06,601.854
2005-10-07,600.266
2005-10-10,605.139
2005-10-11,595.629
2005-10-12,602.4
2005-10-13,591.696
2005-10-14,592.721
2005-10-17,593.935
2005-10-18,594.73
2005-10-19,586.373
2005-10-20,589.969
2005-10-21,584.809
2005-10-24,583.521
2005-10-25,591.666
2005-10-26,598.6
2005-10-27,599.772
2005-10-28,587.769
2005-10-31,595.168
2005-11-01,595.299
2005-11-02,590.339
2005-11-03,597.776
2005-11-04,591.459
2005-11-07,591.503
