Date,AUSTRALIA IMI GROWTH IMI (Large+Mid+Small Cap)
2001-09-03,260.477
2001-09-04,258.512
2001-09-05,258.407
2001-09-06,258.217
2001-09-07,254.006
2001-09-10,250.15
2001-09-11,254.824
2001-09-12,240.193
2001-09-13,242.667
2001-09-14,241.236
2001-09-17,224.806
2001-09-18,224.245
2001-09-19,228.84
2001-09-20,226.769
2001-09-21,220.071
2001-09-24,220.124
2001-09-25,223.368
2001-09-26,222.522
2001-09-27,222.63
2001-09-28,229.55
2001-10-01,232.355
2001-10-02,235.612
2001-10-03,234.795
2001-10-04,235.141
2001-10-05,243.827
2001-10-08,240.118
2001-10-09,239.628
2001-10-10,237.162
2001-10-11,240.775
2001-10-12,243.213
2001-10-15,246.508
2001-10-16,247.186
2001-10-17,247.904
2001-10-18,242.932
2001-10-19,239.362
2001-10-22,241.358
2001-10-23,244.041
2001-10-24,247.934
2001-10-25,245.463
2001-10-26,245.145
2001-10-29,243.455
2001-10-30,244.566
2001-10-31,243.101
2001-11-01,245.573
2001-11-02,243.025
2001-11-05,241.964
2001-11-06,247.999
2001-11-07,247.969
2001-11-08,247.667
2001-11-09,247.885
2001-11-12,252.238
2001-11-13,249.847
2001-11-14,253.666
2001-11-15,253.262
2001-11-16,255.512
2001-11-19,257.943
2001-11-20,259.13
2001-11-21,256.816
2001-11-22,255.762
2001-11-23,258.331
2001-11-26,259.611
2001-11-27,262.245
2001-11-28,260.625
2001-11-29,257.32
2001-11-30,260.516
2001-12-03,258.8
2001-12-04,255.559
2001-12-05,257.608
2001-12-06,262.335
2001-12-07,264.123
2001-12-10,260.142
2001-12-11,258.441
2001-12-12,256.621
2001-12-13,256.515
2001-12-14,254.155
2001-12-17,253.804
2001-12-18,254.494
2001-12-19,253.086
2001-12-20,250.77
2001-12-21,253.584
2001-12-24,256.003
2001-12-25,256.003
2001-12-26,255.827
2001-12-27,258.248
2001-12-28,259.4
2001-12-31,260.445
2002-01-01,260.445
2002-01-02,262.754
2002-01-03,260.621
2002-01-04,265.018
2002-01-07,266.29
2002-01-08,266.517
2002-01-09,266.695
2002-01-10,265.072
2002-01-11,264.309
2002-01-14,262.122
2002-01-15,261.518
2002-01-16,260.061
2002-01-17,256.728
2002-01-18,256.605
2002-01-21,258.072
2002-01-22,260.01
2002-01-23,259.737
2002-01-24,258.748
2002-01-25,258.922
2002-01-28,258.196
2002-01-29,256.135
2002-01-30,249.818
2002-01-31,253.058
2002-02-01,252.042
2002-02-04,253.247
2002-02-05,251.175
2002-02-06,247.728
2002-02-07,246.461
2002-02-08,251.973
2002-02-11,255.185
2002-02-12,253.802
2002-02-13,250.761
2002-02-14,253.102
2002-02-15,254.922
2002-02-18,256.077
2002-02-19,255.518
2002-02-20,252.859
2002-02-21,250.447
2002-02-22,247.171
2002-02-25,246.971
2002-02-26,248.718
2002-02-27,247.175
2002-02-28,246.043
2002-03-01,248.472
2002-03-04,253.039
2002-03-05,255.619
2002-03-06,260.459
2002-03-07,267.812
2002-03-08,265.136
2002-03-11,265.813
2002-03-12,262.654
2002-03-13,260.888
2002-03-14,262.846
2002-03-15,260.607
2002-03-18,264.169
2002-03-19,263.415
2002-03-20,266.723
2002-03-21,265.033
2002-03-22,264.701
2002-03-25,262.931
2002-03-26,258.561
2002-03-27,259.98
2002-03-28,264.438
2002-03-29,264.438
2002-04-01,264.908
2002-04-02,263.123
2002-04-03,260.343
2002-04-04,259.709
2002-04-05,260.751
2002-04-08,259.339
2002-04-09,256.707
2002-04-10,258.317
2002-04-11,260.426
2002-04-12,258.423
2002-04-15,256.724
2002-04-16,258.378
2002-04-17,262.744
2002-04-18,264.414
2002-04-19,263.318
2002-04-22,264.322
2002-04-23,261.557
2002-04-24,259.329
2002-04-25,260.43
2002-04-26,259.739
2002-04-29,255.157
2002-04-30,254.342
2002-05-01,255.101
2002-05-02,252.944
2002-05-03,252.806
2002-05-06,249.936
2002-05-07,248.12
2002-05-08,249.914
2002-05-09,251.436
2002-05-10,251.068
2002-05-13,249.014
2002-05-14,249.43
2002-05-15,259.625
2002-05-16,261.233
2002-05-17,266.177
2002-05-20,262.725
2002-05-21,261.952
2002-05-22,264.96
2002-05-23,262.407
2002-05-24,263.35
2002-05-27,263.532
2002-05-28,265.278
2002-05-29,266.302
2002-05-30,266.217
2002-05-31,264.387
2002-06-03,267.001
2002-06-04,266.159
2002-06-05,264.019
2002-06-06,265.668
2002-06-07,264.677
2002-06-10,262.923
2002-06-11,259.307
2002-06-12,260.71
2002-06-13,260.264
2002-06-14,253.197
2002-06-17,252.581
2002-06-18,257.158
2002-06-19,254.862
2002-06-20,256.866
2002-06-21,255.401
2002-06-24,253.338
2002-06-25,251.611
2002-06-26,244.44
2002-06-27,248.03
2002-06-28,247.03
2002-07-01,249.323
2002-07-02,249.078
2002-07-03,245.405
2002-07-04,246.206
2002-07-05,248.074
2002-07-08,252.181
2002-07-09,255.66
2002-07-10,251.258
2002-07-11,243.786
2002-07-12,244.756
2002-07-15,244.354
2002-07-16,239.55
2002-07-17,232.858
2002-07-18,235.699
2002-07-19,234.874
2002-07-22,231.331
2002-07-23,228.737
2002-07-24,219.294
2002-07-25,222.052
2002-07-26,216.943
2002-07-29,219.927
2002-07-30,227.863
2002-07-31,227.261
2002-08-01,223.551
2002-08-02,220.285
2002-08-05,213.713
2002-08-06,210.173
2002-08-07,219.554
2002-08-08,220.377
2002-08-09,224.247
2002-08-12,226.279
2002-08-13,225.168
2002-08-14,223.676
2002-08-15,228.292
2002-08-16,230.447
2002-08-19,230.71
2002-08-20,235.824
2002-08-21,233.69
2002-08-22,235.735
2002-08-23,236.106
2002-08-26,234.458
2002-08-27,237.799
2002-08-28,235.322
2002-08-29,233.306
2002-08-30,232.188
2002-09-02,234.223
2002-09-03,232.801
2002-09-04,226.871
2002-09-05,226.491
2002-09-06,225.658
2002-09-09,229.61
2002-09-10,229.316
2002-09-11,233.005
2002-09-12,234.751
2002-09-13,233.071
2002-09-16,232.56
2002-09-17,234.833
2002-09-18,231.619
2002-09-19,230.518
2002-09-20,227.524
2002-09-23,223.362
2002-09-24,222.677
2002-09-25,218.774
2002-09-26,219.574
2002-09-27,222.149
2002-09-30,218.503
2002-10-01,219.546
2002-10-02,221.421
2002-10-03,221.936
2002-10-04,221.893
2002-10-07,219.325
2002-10-08,218.883
2002-10-09,216.752
2002-10-10,215.174
2002-10-11,218.692
2002-10-14,221.49
2002-10-15,223.232
2002-10-16,225.061
2002-10-17,227.06
2002-10-18,229.879
2002-10-21,228.677
2002-10-22,229.242
2002-10-23,231.105
2002-10-24,232.455
2002-10-25,230.813
2002-10-28,234.49
2002-10-29,231.732
2002-10-30,227.965
2002-10-31,232.701
2002-11-01,230.952
2002-11-04,237.214
2002-11-05,238.73
2002-11-06,242.907
2002-11-07,243.041
2002-11-08,239.728
2002-11-11,234.523
2002-11-12,234.764
2002-11-13,232.936
2002-11-14,232.625
2002-11-15,237.006
2002-11-18,237.677
2002-11-19,236.05
2002-11-20,237.121
2002-11-21,239.351
2002-11-22,242.242
2002-11-25,240.28
2002-11-26,238.453
2002-11-27,234.738
2002-11-28,241.577
2002-11-29,244.084
2002-12-02,246.224
2002-12-03,244.593
2002-12-04,240.419
2002-12-05,241.544
2002-12-06,240.298
2002-12-09,240.58
2002-12-10,235.892
2002-12-11,234.508
2002-12-12,237.513
2002-12-13,235.203
2002-12-16,233.438
2002-12-17,238.77
2002-12-18,238.442
2002-12-19,238.1
2002-12-20,237.808
2002-12-23,241.53
2002-12-24,241.089
2002-12-25,241.089
2002-12-26,241.089
2002-12-27,239.734
2002-12-30,237.511
2002-12-31,238.97
2003-01-01,238.97
2003-01-02,240.404
2003-01-03,244.387
2003-01-06,250.064
2003-01-07,249.657
2003-01-08,248.636
2003-01-09,249.424
2003-01-10,251.557
2003-01-13,252.562
2003-01-14,253.943
2003-01-15,254.137
2003-01-16,252.836
2003-01-17,253.967
2003-01-20,253.032
2003-01-21,251.676
2003-01-22,248.697
2003-01-23,250.659
2003-01-24,251.552
2003-01-27,250.638
2003-01-28,244.117
2003-01-29,244.651
2003-01-30,243.958
2003-01-31,243.206
2003-02-03,239.809
2003-02-04,244.21
2003-02-05,242.257
2003-02-06,239.963
2003-02-07,242.106
2003-02-10,240.802
2003-02-11,237.886
2003-02-12,240.737
2003-02-13,237.449
2003-02-14,234.033
2003-02-17,236.32
2003-02-18,236.613
2003-02-19,240.366
2003-02-20,238.113
2003-02-21,236.344
2003-02-24,242.364
2003-02-25,237.786
2003-02-26,240.925
2003-02-27,238.633
2003-02-28,240.069
2003-03-03,244.694
2003-03-04,243.588
2003-03-05,240.493
2003-03-06,239.719
2003-03-07,236.039
2003-03-10,236.422
2003-03-11,229.899
2003-03-12,226.495
2003-03-13,226.16
2003-03-14,232.299
2003-03-17,231.336
2003-03-18,239.529
2003-03-19,240.395
2003-03-20,242.596
2003-03-21,242.07
2003-03-24,241.844
2003-03-25,241.993
2003-03-26,245.772
2003-03-27,245.862
2003-03-28,246.493
2003-03-31,246.81
2003-04-01,245.071
2003-04-02,245.062
2003-04-03,247.906
2003-04-04,250.483
2003-04-07,253.613
2003-04-08,254.399
2003-04-09,253.713
2003-04-10,252.282
2003-04-11,251.998
2003-04-14,252.235
2003-04-15,255.471
2003-04-16,259.627
2003-04-17,257.722
2003-04-18,257.722
2003-04-21,257.115
2003-04-22,262.482
2003-04-23,262.758
2003-04-24,261.721
2003-04-25,260.621
2003-04-28,259.239
2003-04-29,264.076
2003-04-30,266.347
2003-05-01,268.051
2003-05-02,264.642
2003-05-05,268.514
2003-05-06,267.894
2003-05-07,267.434
2003-05-08,270.149
2003-05-09,269.728
2003-05-12,272.794
2003-05-13,273.426
2003-05-14,272.014
2003-05-15,269.785
2003-05-16,271.546
2003-05-19,273.446
2003-05-20,270.611
2003-05-21,271.458
2003-05-22,273.847
2003-05-23,276.828
2003-05-26,277.714
2003-05-27,275.93
2003-05-28,274.159
2003-05-29,274.808
2003-05-30,275.706
2003-06-02,280.683
2003-06-03,279.639
2003-06-04,282.554
2003-06-05,285.899
2003-06-06,285.704
2003-06-09,284.633
2003-06-10,284.671
2003-06-11,288.461
2003-06-12,290.343
2003-06-13,291.535
2003-06-16,291.436
2003-06-17,295.12
2003-06-18,292.873
2003-06-19,291.785
2003-06-20,289.716
2003-06-23,287.873
2003-06-24,284.923
2003-06-25,288.409
2003-06-26,282.984
2003-06-27,284.67
2003-06-30,285.173
2003-07-01,288.411
2003-07-02,287.912
2003-07-03,290.607
2003-07-04,288.008
2003-07-07,289.425
2003-07-08,284.817
2003-07-09,280.462
2003-07-10,283.681
2003-07-11,283.637
2003-07-14,287.722
2003-07-15,284.926
2003-07-16,288.923
2003-07-17,286.126
2003-07-18,282.822
2003-07-21,285.462
2003-07-22,283.558
2003-07-23,288.763
2003-07-24,293.153
2003-07-25,294.66
2003-07-28,297.524
2003-07-29,296.679
2003-07-30,289.469
2003-07-31,289.604
2003-08-01,294.962
2003-08-04,291.595
2003-08-05,290.332
2003-08-06,291.614
2003-08-07,294.07
2003-08-08,295.788
2003-08-11,297.566
2003-08-12,297.249
2003-08-13,299.102
2003-08-14,298.302
2003-08-15,299.877
2003-08-18,300.278
2003-08-19,301.551
2003-08-20,304.525
2003-08-21,301.293
2003-08-22,301.274
2003-08-25,301.928
2003-08-26,299.061
2003-08-27,296.968
2003-08-28,298.732
2003-08-29,303.409
2003-09-01,304.918
2003-09-02,305.16
2003-09-03,303.91
2003-09-04,305.562
2003-09-05,305.701
2003-09-08,308.091
2003-09-09,313.589
2003-09-10,311.864
2003-09-11,308.754
2003-09-12,309.908
2003-09-15,310.384
2003-09-16,311.186
2003-09-17,315.087
2003-09-18,316.191
2003-09-19,319.155
2003-09-22,321.016
2003-09-23,317.958
2003-09-24,321.023
2003-09-25,318.271
2003-09-26,314.12
2003-09-29,313.244
2003-09-30,314.942
2003-10-01,314.76
2003-10-02,319.51
2003-10-03,319.851
2003-10-06,322.916
2003-10-07,327.014
2003-10-08,329.532
2003-10-09,331.42
2003-10-10,332.476
2003-10-13,333.93
2003-10-14,336.466
2003-10-15,335.545
2003-10-16,339.601
2003-10-17,339.18
2003-10-20,338.042
2003-10-21,342.833
2003-10-22,345.333
2003-10-23,337.593
2003-10-24,337.278
2003-10-27,337.572
2003-10-28,338.393
2003-10-29,339.845
2003-10-30,343.4
2003-10-31,346.005
2003-11-03,341.292
2003-11-04,340.985
2003-11-05,343.83
2003-11-06,344.345
2003-11-07,345.548
2003-11-10,349.17
2003-11-11,344.762
2003-11-12,344.701
2003-11-13,348.214
2003-11-14,344.857
2003-11-17,338.916
2003-11-18,341.746
2003-11-19,341.386
2003-11-20,342.2
2003-11-21,339.969
2003-11-24,336.377
2003-11-25,340.59
2003-11-26,343.526
2003-11-27,342.332
2003-11-28,344.684
2003-12-01,344.481
2003-12-02,350.57
2003-12-03,354.229
2003-12-04,353.652
2003-12-05,353.78
2003-12-08,355.233
2003-12-09,353.341
2003-12-10,354.688
2003-12-11,350.105
2003-12-12,356.099
2003-12-15,362.079
2003-12-16,357.441
2003-12-17,357.68
2003-12-18,354.39
2003-12-19,355.543
2003-12-22,357.853
2003-12-23,359.476
2003-12-24,363.794
2003-12-25,363.794
2003-12-26,363.06
2003-12-29,365.403
2003-12-30,371.042
2003-12-31,373.628
2004-01-01,373.628
2004-01-02,376.293
2004-01-05,380.689
2004-01-06,386.56
2004-01-07,381.604
2004-01-08,380.869
2004-01-09,381.805
2004-01-12,380.208
2004-01-13,379.698
2004-01-14,381.372
2004-01-15,376.428
2004-01-16,372.156
2004-01-19,369.84
2004-01-20,378.8
2004-01-21,381.509
2004-01-22,385.845
2004-01-23,386.045
2004-01-26,384.852
2004-01-27,384.228
2004-01-28,377.957
2004-01-29,366.991
2004-01-30,368.594
2004-02-02,367.571
2004-02-03,369.211
2004-02-04,366.033
2004-02-05,369.261
2004-02-06,372.165
2004-02-09,377.51
2004-02-10,380.479
2004-02-11,381.999
2004-02-12,390.331
2004-02-13,392.318
2004-02-16,393.396
2004-02-17,397.515
2004-02-18,398.226
2004-02-19,395.87
2004-02-20,389.064
2004-02-23,386.297
2004-02-24,387.107
2004-02-25,385.131
2004-02-26,384.036
2004-02-27,387.245
2004-03-01,390.653
2004-03-02,389.907
2004-03-03,379.97
2004-03-04,380.356
2004-03-05,388.355
2004-03-08,385.752
2004-03-09,387.425
2004-03-10,377.361
2004-03-11,369.003
2004-03-12,366.29
2004-03-15,369.597
2004-03-16,374.34
2004-03-17,373.799
2004-03-18,380.412
2004-03-19,381.643
2004-03-22,379.729
2004-03-23,377.535
2004-03-24,373.889
2004-03-25,371.488
2004-03-26,376.893
2004-03-29,378.368
2004-03-30,383.649
2004-03-31,388.007
2004-04-01,393.413
2004-04-02,390.055
2004-04-05,390.785
2004-04-06,394.264
2004-04-07,399.064
2004-04-08,397.032
2004-04-09,397.032
2004-04-12,399.063
2004-04-13,391.584
2004-04-14,379.398
2004-04-15,380.016
2004-04-16,384.333
2004-04-19,388.343
2004-04-20,385.486
2004-04-21,381.682
2004-04-22,379.081
2004-04-23,382.256
2004-04-26,382.102
2004-04-27,381.922
2004-04-28,377.137
2004-04-29,368.142
2004-04-30,370.328
2004-05-03,365.721
2004-05-04,373.05
2004-05-05,376.735
2004-05-06,373.663
2004-05-07,362.677
2004-05-10,350.595
2004-05-11,350.881
2004-05-12,355.445
2004-05-13,351.593
2004-05-14,351.792
2004-05-17,348.672
2004-05-18,350.054
2004-05-19,358.74
2004-05-20,354.165
2004-05-21,359.601
2004-05-24,358.44
2004-05-25,360.678
2004-05-26,364.91
2004-05-27,373.157
2004-05-28,370.442
2004-05-31,372.423
2004-06-01,370.289
2004-06-02,366.685
2004-06-03,360.287
2004-06-04,362.642
2004-06-07,370.824
2004-06-08,369.388
2004-06-09,363.275
2004-06-10,366.538
2004-06-11,365.479
2004-06-14,365.294
2004-06-15,362.186
2004-06-16,363.32
2004-06-17,363.496
2004-06-18,368.742
2004-06-21,371.472
2004-06-22,367.031
2004-06-23,368.753
2004-06-24,371.612
2004-06-25,371.376
2004-06-28,372.706
2004-06-29,366.712
2004-06-30,371.313
2004-07-01,375.981
2004-07-02,380.603
2004-07-05,380.131
2004-07-06,383.71
2004-07-07,388.519
2004-07-08,388.335
2004-07-09,387.212
2004-07-12,390.37
2004-07-13,388.755
2004-07-14,385.546
2004-07-15,386.273
2004-07-16,392.244
2004-07-19,393.572
2004-07-20,388.741
2004-07-21,382.234
2004-07-22,380.748
2004-07-23,375.471
2004-07-26,375.053
2004-07-27,372.352
2004-07-28,372.022
2004-07-29,371.582
2004-07-30,377.941
2004-08-02,380.626
2004-08-03,382.052
2004-08-04,381.068
2004-08-05,378.573
2004-08-06,383.466
2004-08-09,382.068
2004-08-10,380.521
2004-08-11,379.925
2004-08-12,377.08
2004-08-13,378.594
2004-08-16,379.754
2004-08-17,379.796
2004-08-18,379.342
2004-08-19,385.664
2004-08-20,387.168
2004-08-23,388.326
2004-08-24,382.467
2004-08-25,381.082
2004-08-26,380.014
2004-08-27,384.16
2004-08-30,381.201
2004-08-31,385.575
2004-09-01,386.621
2004-09-02,382.828
2004-09-03,379.658
2004-09-06,380.827
2004-09-07,383.2
2004-09-08,383.743
2004-09-09,380.137
2004-09-10,388.38
2004-09-13,388.131
2004-09-14,395.156
2004-09-15,391.631
2004-09-16,393.948
2004-09-17,393.865
2004-09-20,396.687
2004-09-21,397.418
2004-09-22,401.519
2004-09-23,404.992
2004-09-24,401.731
2004-09-27,402.158
2004-09-28,405.539
2004-09-29,408.75
2004-09-30,414.35
2004-10-01,412.416
2004-10-04,415.316
2004-10-05,418.077
2004-10-06,418.787
2004-10-07,421.275
2004-10-08,423.545
2004-10-11,425.172
2004-10-12,424.461
2004-10-13,420.151
2004-10-14,422.9
2004-10-15,423.527
2004-10-18,419.357
2004-10-19,420.513
2004-10-20,422.057
2004-10-21,423.984
2004-10-22,425.285
2004-10-25,425.634
2004-10-26,429.183
2004-10-27,435.593
2004-10-28,437.132
2004-10-29,436.246
2004-11-01,437.669
2004-11-02,438.892
2004-11-03,449.234
2004-11-04,451.985
2004-11-05,452.673
2004-11-08,448.939
2004-11-09,451.333
2004-11-10,453.805
2004-11-11,458.059
2004-11-12,461.918
2004-11-15,466.992
2004-11-16,466.479
2004-11-17,471.019
2004-11-18,470.689
2004-11-19,475.245
2004-11-22,470.455
2004-11-23,476.607
2004-11-24,481.727
2004-11-25,489.029
2004-11-26,488.658
2004-11-29,488.47
2004-11-30,482.391
2004-12-01,476.99
2004-12-02,482.738
2004-12-03,481.864
2004-12-06,483.255
2004-12-07,479.966
2004-12-08,460.433
2004-12-09,457.164
2004-12-10,458.043
2004-12-13,463.772
2004-12-14,467.408
2004-12-15,472.214
2004-12-16,471.13
2004-12-17,474.459
2004-12-20,480.486
2004-12-21,484.163
2004-12-22,486.486
2004-12-23,487.373
2004-12-24,492.91
2004-12-27,496.266
2004-12-28,496.522
2004-12-29,493.774
2004-12-30,497.906
2004-12-31,501.02
2005-01-03,496.514
2005-01-04,491.153
2005-01-05,487.453
2005-01-06,483.741
2005-01-07,485.713
2005-01-10,488.059
2005-01-11,491.59
2005-01-12,495.644
2005-01-13,494.928
2005-01-14,491.494
2005-01-17,493.75
2005-01-18,489.849
2005-01-19,492.198
2005-01-20,489.326
2005-01-21,493.316
2005-01-24,495.991
2005-01-25,495.462
2005-01-26,501.813
2005-01-27,509.304
2005-01-28,506.857
2005-01-31,508.491
2005-02-01,510.224
2005-02-02,512.953
2005-02-03,511.615
2005-02-04,513.486
2005-02-07,518.377
2005-02-08,511.671
2005-02-09,510.103
2005-02-10,515.603
2005-02-11,519.263
2005-02-14,522.135
2005-02-15,519.639
2005-02-16,520.342
2005-02-17,529.456
2005-02-18,529.632
2005-02-21,531.764
2005-02-22,530.924
2005-02-23,525.505
2005-02-24,524.067
2005-02-25,528.446
2005-02-28,544.547
2005-03-01,541.97
2005-03-02,538.655
2005-03-03,542.137
2005-03-04,548.854
2005-03-07,552.912
2005-03-08,557.469
2005-03-09,555.647
2005-03-10,551.74
2005-03-11,552.517
2005-03-14,552.913
2005-03-15,552.247
2005-03-16,556.929
2005-03-17,555.197
2005-03-18,559.231
2005-03-21,559.575
2005-03-22,556.048
2005-03-23,536.782
2005-03-24,529.054
2005-03-25,529.054
2005-03-28,527.169
2005-03-29,523.272
2005-03-30,521.489
2005-03-31,524.994
2005-04-01,529.765
2005-04-04,523.547
2005-04-05,525.962
2005-04-06,521.597
2005-04-07,525.207
2005-04-08,531.171
2005-04-11,529.404
2005-04-12,529.606
2005-04-13,531.692
2005-04-14,518.13
2005-04-15,505.18
2005-04-18,492.676
2005-04-19,504.523
2005-04-20,510.246
2005-04-21,509.397
2005-04-22,516.776
2005-04-25,514.102
2005-04-26,511.581
2005-04-27,507.625
2005-04-28,504.018
2005-04-29,502.868
2005-05-02,506.603
2005-05-03,499.415
2005-05-04,496.243
2005-05-05,500.033
2005-05-06,499.373
2005-05-09,500.277
2005-05-10,502.026
2005-05-11,502.88
2005-05-12,498.463
2005-05-13,490.909
2005-05-16,481.453
2005-05-17,480.316
2005-05-18,485.873
2005-05-19,493.203
2005-05-20,490.035
2005-05-23,497.307
2005-05-24,504.304
2005-05-25,503.204
2005-05-26,501.427
2005-05-27,506.37
2005-05-30,508.723
2005-05-31,503.643
2005-06-01,504.778
2005-06-02,514.193
2005-06-03,519.108
2005-06-06,526.649
2005-06-07,527.644
2005-06-08,528.662
2005-06-09,526.976
2005-06-10,526.541
2005-06-13,526.023
2005-06-14,530.172
2005-06-15,534.816
2005-06-16,541.896
2005-06-17,554.407
2005-06-20,553.987
2005-06-21,553.845
2005-06-22,551.406
2005-06-23,544.412
2005-06-24,539.875
2005-06-27,539.806
2005-06-28,544.438
2005-06-29,540.871
2005-06-30,542.837
2005-07-01,533.836
2005-07-04,534.825
2005-07-05,530.963
2005-07-06,529.262
2005-07-07,523.085
2005-07-08,524.111
2005-07-11,532.389
2005-07-12,537.955
2005-07-13,534.422
2005-07-14,538.764
2005-07-15,535.263
2005-07-18,539.036
2005-07-19,533.15
2005-07-20,541.442
2005-07-21,555.373
2005-07-22,561.78
2005-07-25,560.412
2005-07-26,556.695
2005-07-27,554.595
2005-07-28,553.612
2005-07-29,560.079
2005-08-01,560.239
2005-08-02,563.7
2005-08-03,567.174
2005-08-04,569.707
2005-08-05,565.771
2005-08-08,568.735
2005-08-09,567.693
2005-08-10,573.606
2005-08-11,586.947
2005-08-12,589.082
2005-08-15,586.673
2005-08-16,587.696
2005-08-17,580.195
2005-08-18,570.223
2005-08-19,571.328
2005-08-22,583.812
2005-08-23,582.238
2005-08-24,576.862
2005-08-25,574.446
2005-08-26,579.05
2005-08-29,567.161
2005-08-30,569.588
2005-08-31,573.004
2005-09-01,590.241
2005-09-02,588.912
2005-09-05,589.47
2005-09-06,589.057
2005-09-07,594.601
2005-09-08,592.192
2005-09-09,593.655
2005-09-12,592.999
2005-09-13,594.494
2005-09-14,599.742
2005-09-15,595.234
2005-09-16,600.425
2005-09-19,602.528
2005-09-20,609.008
2005-09-21,604.527
2005-09-22,601.843
2005-09-23,598.315
2005-09-26,607.475
2005-09-27,607.57
2005-09-28,608.983
2005-09-29,619.146
2005-09-30,619.369
2005-10-03,616.949
2005-10-04,616.014
2005-10-05,594.833
2005-10-06,580.2
2005-10-07,579.577
2005-10-10,586.574
2005-10-11,576.345
2005-10-12,582.144
2005-10-13,569.445
2005-10-14,568.884
2005-10-17,568.483
2005-10-18,572.875
2005-10-19,562.788
2005-10-20,564.297
2005-10-21,558.694
2005-10-24,556.182
2005-10-25,566.151
2005-10-26,573.87
2005-10-27,575.563
2005-10-28,562.501
2005-10-31,571.545
2005-11-01,572.156
2005-11-02,567.305
2005-11-03,575.326
2005-11-04,570.126
2005-11-07,569.383
