Date,AUSTRALIA IMI GROWTH IMI (Large+Mid+Small Cap)
2011-07-25,1256.554
2011-07-26,1279.535
2011-07-27,1281.073
2011-07-28,1256.914
2011-07-29,1239.08
2011-08-01,1258.356
2011-08-02,1226.107
2011-08-03,1180.781
2011-08-04,1155.811
2011-08-05,1089.078
2011-08-08,1042.28
2011-08-09,1037.516
2011-08-10,1074.098
2011-08-11,1074.388
2011-08-12,1091.993
2011-08-15,1141.947
2011-08-16,1133.22
2011-08-17,1157.881
2011-08-18,1119.371
2011-08-19,1085.442
2011-08-22,1083.476
2011-08-23,1113.937
2011-08-24,1112.724
2011-08-25,1115.749
2011-08-26,1118.616
2011-08-29,1147.496
2011-08-30,1152.284
2011-08-31,1164.909
2011-09-01,1171.658
2011-09-02,1146.053
2011-09-05,1113.708
2011-09-06,1091.48
2011-09-07,1128.464
2011-09-08,1135.394
2011-09-09,1116.327
2011-09-12,1061.512
2011-09-13,1073.599
2011-09-14,1043.05
2011-09-15,1068.784
2011-09-16,1096.611
2011-09-19,1060.675
2011-09-20,1062.72
2011-09-21,1062.517
2011-09-22,985.0
2011-09-23,963.061
2011-09-26,933.297
2011-09-27,994.6
2011-09-28,993.34
2011-09-29,977.797
2011-09-30,968.56
2011-10-03,931.976
2011-10-04,909.453
2011-10-05,941.899
2011-10-06,984.943
2011-10-07,1025.912
2011-10-10,1047.702
2011-10-11,1050.799
2011-10-12,1067.016
2011-10-13,1074.996
2011-10-14,1081.654
2011-10-17,1092.807
2011-10-18,1059.7
2011-10-19,1071.959
2011-10-20,1037.013
2011-10-21,1049.718
2011-10-24,1091.975
2011-10-25,1090.47
2011-10-26,1081.458
2011-10-27,1149.345
2011-10-28,1153.974
2011-10-31,1125.683
2011-11-01,1074.378
2011-11-02,1072.044
2011-11-03,1069.151
2011-11-04,1101.262
2011-11-07,1100.382
2011-11-08,1105.284
2011-11-09,1102.639
2011-11-10,1072.454
2011-11-11,1102.747
2011-11-14,1098.884
2011-11-15,1086.816
2011-11-16,1073.937
2011-11-17,1070.757
2011-11-18,1050.139
2011-11-21,1021.02
2011-11-22,1012.929
2011-11-23,978.767
2011-11-24,979.831
2011-11-25,968.35
2011-11-28,1001.843
2011-11-29,1017.306
2011-11-30,1045.456
2011-12-01,1070.544
2011-12-02,1088.03
2011-12-05,1100.313
2011-12-06,1073.153
2011-12-07,1083.889
2011-12-08,1076.99
2011-12-09,1052.555
2011-12-12,1055.627
2011-12-13,1039.051
2011-12-14,1018.247
2011-12-15,1005.196
2011-12-16,1016.694
2011-12-19,984.245
2011-12-20,996.595
2011-12-21,1020.091
2011-12-22,1011.582
2011-12-23,1026.098
2011-12-26,1026.098
2011-12-27,1026.603
2011-12-28,1008.482
2011-12-29,1002.513
2011-12-30,1013.008
2012-01-02,1013.008
2012-01-03,1038.325
2012-01-04,1058.908
2012-01-05,1036.78
2012-01-06,1026.435
2012-01-09,1026.148
2012-01-10,1050.545
2012-01-11,1058.596
2012-01-12,1062.154
2012-01-13,1064.274
2012-01-16,1056.196
2012-01-17,1082.547
2012-01-18,1087.565
2012-01-19,1091.481
2012-01-20,1101.913
2012-01-23,1107.599
2012-01-24,1096.743
2012-01-25,1103.777
2012-01-26,1121.9
2012-01-27,1128.769
2012-01-30,1118.975
2012-01-31,1122.261
2012-02-01,1122.45
2012-02-02,1136.478
2012-02-03,1137.282
2012-02-06,1143.961
2012-02-07,1146.83
2012-02-08,1153.804
2012-02-09,1149.753
2012-02-10,1124.807
2012-02-13,1141.342
2012-02-14,1122.908
2012-02-15,1127.885
2012-02-16,1106.176
2012-02-17,1108.157
2012-02-20,1136.519
2012-02-21,1141.746
2012-02-22,1136.528
2012-02-23,1144.332
2012-02-24,1150.614
2012-02-27,1144.508
2012-02-28,1146.974
2012-02-29,1163.61
2012-03-01,1145.928
2012-03-02,1144.891
2012-03-05,1131.772
2012-03-06,1100.262
2012-03-07,1082.101
2012-03-08,1096.29
2012-03-09,1113.773
2012-03-12,1098.424
2012-03-13,1114.68
2012-03-14,1115.654
2012-03-15,1116.547
2012-03-16,1119.565
2012-03-19,1127.877
2012-03-20,1109.626
2012-03-21,1096.879
2012-03-22,1091.238
2012-03-23,1095.562
2012-03-26,1099.069
2012-03-27,1105.002
2012-03-28,1104.149
2012-03-29,1096.204
2012-03-30,1104.319
2012-04-02,1111.458
2012-04-03,1110.555
2012-04-04,1090.812
2012-04-05,1090.849
2012-04-06,1090.849
2012-04-09,1091.166
2012-04-10,1078.714
2012-04-11,1070.38
2012-04-12,1091.662
2012-04-13,1099.599
2012-04-16,1089.166
2012-04-17,1089.393
2012-04-18,1104.878
2012-04-19,1107.191
2012-04-20,1111.787
2012-04-23,1096.155
2012-04-24,1091.837
2012-04-25,1094.486
2012-04-26,1100.503
2012-04-27,1103.631
2012-04-30,1111.212
2012-05-01,1112.883
2012-05-02,1114.255
2012-05-03,1106.291
2012-05-04,1086.841
2012-05-07,1054.642
2012-05-08,1047.767
2012-05-09,1024.641
2012-05-10,1045.32
2012-05-11,1038.607
2012-05-14,1031.167
2012-05-15,1018.606
2012-05-16,985.763
2012-05-17,988.01
2012-05-18,957.315
2012-05-21,964.807
2012-05-22,980.964
2012-05-23,949.294
2012-05-24,954.115
2012-05-25,946.273
2012-05-28,962.655
2012-05-29,977.883
2012-05-30,956.989
2012-05-31,954.138
2012-06-01,940.002
2012-06-04,925.475
2012-06-05,942.662
2012-06-06,960.731
2012-06-07,976.659
2012-06-08,963.091
2012-06-11,968.455
2012-06-12,965.639
2012-06-13,974.333
2012-06-14,966.712
2012-06-15,976.901
2012-06-18,1000.047
2012-06-19,1005.626
2012-06-20,1005.83
2012-06-21,985.71
2012-06-22,965.319
2012-06-25,952.917
2012-06-26,951.461
2012-06-27,958.711
2012-06-28,954.094
2012-06-29,987.911
2012-07-02,994.17
2012-07-03,995.755
2012-07-04,1013.818
2012-07-05,1012.847
2012-07-06,1000.063
2012-07-09,982.092
2012-07-10,977.696
2012-07-11,976.416
2012-07-12,953.595
2012-07-13,964.534
2012-07-16,973.75
2012-07-17,980.316
2012-07-18,978.581
2012-07-19,1011.805
2012-07-20,1008.12
2012-07-23,976.628
2012-07-24,981.087
2012-07-25,978.739
2012-07-26,994.134
2012-07-27,1015.046
2012-07-30,1024.903
2012-07-31,1033.603
2012-08-01,1029.38
2012-08-02,1029.47
2012-08-03,1020.142
2012-08-06,1039.454
2012-08-07,1040.512
2012-08-08,1046.538
2012-08-09,1054.236
2012-08-10,1047.309
2012-08-13,1049.607
2012-08-14,1049.113
2012-08-15,1045.379
2012-08-16,1055.861
2012-08-17,1059.625
2012-08-20,1065.417
2012-08-21,1078.72
2012-08-22,1069.555
2012-08-23,1079.25
2012-08-24,1059.818
2012-08-27,1059.315
2012-08-28,1061.51
2012-08-29,1055.515
2012-08-30,1034.427
2012-08-31,1036.47
2012-09-03,1033.984
2012-09-04,1031.719
2012-09-05,1019.373
2012-09-06,1041.879
2012-09-07,1059.902
2012-09-10,1066.796
2012-09-11,1072.672
2012-09-12,1079.933
2012-09-13,1073.806
2012-09-14,1104.965
2012-09-17,1103.121
2012-09-18,1094.813
2012-09-19,1106.54
2012-09-20,1090.147
2012-09-21,1098.6
2012-09-24,1085.757
2012-09-25,1082.091
2012-09-26,1065.957
2012-09-27,1079.928
2012-09-28,1078.927
2012-10-01,1076.696
2012-10-02,1079.559
2012-10-03,1068.909
2012-10-04,1068.616
2012-10-05,1081.505
2012-10-08,1075.921
2012-10-09,1082.465
2012-10-10,1085.498
2012-10-11,1082.61
2012-10-12,1080.563
2012-10-15,1075.828
2012-10-16,1078.213
2012-10-17,1101.13
2012-10-18,1116.934
2012-10-19,1122.508
2012-10-22,1111.901
2012-10-23,1102.985
2012-10-24,1099.562
2012-10-25,1101.543
2012-10-26,1089.845
2012-10-29,1087.512
2012-10-30,1092.864
2012-10-31,1102.425
2012-11-01,1091.545
2012-11-02,1093.0
2012-11-05,1097.018
2012-11-06,1105.349
2012-11-07,1110.67
2012-11-08,1103.713
2012-11-09,1096.008
2012-11-12,1095.372
2012-11-13,1081.603
2012-11-14,1073.348
2012-11-15,1054.248
2012-11-16,1051.867
2012-11-19,1070.359
2012-11-20,1076.544
2012-11-21,1067.41
2012-11-22,1081.956
2012-11-23,1086.125
2012-11-26,1092.823
2012-11-27,1102.865
2012-11-28,1098.227
2012-11-29,1105.754
2012-11-30,1110.902
2012-12-03,1115.594
2012-12-04,1113.668
2012-12-05,1112.167
2012-12-06,1116.513
2012-12-07,1125.997
2012-12-10,1127.265
2012-12-11,1134.755
2012-12-12,1144.984
2012-12-13,1145.912
2012-12-14,1146.145
2012-12-17,1143.223
2012-12-18,1150.34
2012-12-19,1151.868
2012-12-20,1150.683
2012-12-21,1142.487
2012-12-24,1140.059
2012-12-25,1140.059
2012-12-26,1138.081
2012-12-27,1142.798
2012-12-28,1152.526
2012-12-31,1145.765
2013-01-01,1145.765
2013-01-02,1175.964
2013-01-03,1190.706
2013-01-04,1174.859
2013-01-07,1175.424
2013-01-08,1168.598
2013-01-09,1174.958
2013-01-10,1183.69
2013-01-11,1174.474
2013-01-14,1175.894
2013-01-15,1176.305
2013-01-16,1180.816
2013-01-17,1182.164
2013-01-18,1182.432
2013-01-21,1183.596
2013-01-22,1190.906
2013-01-23,1191.728
2013-01-24,1186.371
2013-01-25,1185.032
2013-01-28,1181.513
2013-01-29,1195.573
2013-01-30,1197.626
2013-01-31,1191.858
2013-02-01,1196.52
2013-02-04,1197.401
2013-02-05,1185.444
2013-02-06,1188.773
2013-02-07,1191.283
2013-02-08,1202.339
2013-02-11,1193.202
2013-02-12,1198.081
2013-02-13,1210.941
2013-02-14,1224.494
2013-02-15,1214.726
2013-02-18,1220.349
2013-02-19,1231.705
2013-02-20,1228.23
2013-02-21,1195.688
2013-02-22,1209.554
2013-02-25,1211.799
2013-02-26,1189.552
2013-02-27,1199.312
2013-02-28,1221.96
2013-03-01,1212.029
2013-03-04,1187.507
2013-03-05,1207.498
2013-03-06,1220.203
2013-03-07,1220.703
2013-03-08,1222.241
2013-03-11,1229.926
2013-03-12,1226.839
2013-03-13,1224.21
2013-03-14,1218.513
2013-03-15,1243.821
2013-03-18,1216.748
2013-03-19,1203.247
2013-03-20,1196.415
2013-03-21,1197.749
2013-03-22,1198.211
2013-03-25,1201.684
2013-03-26,1193.955
2013-03-27,1198.974
2013-03-28,1188.754
2013-03-29,1188.754
2013-04-01,1187.499
2013-04-02,1193.916
2013-04-03,1185.1
2013-04-04,1163.376
2013-04-05,1160.327
2013-04-08,1166.503
2013-04-09,1190.955
2013-04-10,1199.589
2013-04-11,1207.575
2013-04-12,1201.269
2013-04-15,1166.913
2013-04-16,1153.879
2013-04-17,1158.121
2013-04-18,1129.574
2013-04-19,1142.406
2013-04-22,1147.109
2013-04-23,1157.537
2013-04-24,1175.269
2013-04-25,1181.571
2013-04-26,1182.183
2013-04-29,1192.334
2013-04-30,1201.393
2013-05-01,1180.271
2013-05-02,1162.26
2013-05-03,1171.269
2013-05-06,1177.116
2013-05-07,1173.208
2013-05-08,1186.771
2013-05-09,1190.549
2013-05-10,1176.885
2013-05-13,1174.479
2013-05-14,1172.143
2013-05-15,1157.107
2013-05-16,1146.374
2013-05-17,1135.006
2013-05-20,1146.771
2013-05-21,1139.864
2013-05-22,1132.145
2013-05-23,1121.838
2013-05-24,1100.81
2013-05-27,1086.674
2013-05-28,1086.534
2013-05-29,1098.084
2013-05-30,1099.173
2013-05-31,1089.948
2013-06-03,1089.024
2013-06-04,1084.784
2013-06-05,1060.717
2013-06-06,1048.732
2013-06-07,1031.777
2013-06-10,1027.37
2013-06-11,1027.572
2013-06-12,1033.623
2013-06-13,1028.24
2013-06-14,1052.051
2013-06-17,1049.09
2013-06-18,1032.614
2013-06-19,1053.835
2013-06-20,996.256
2013-06-21,999.038
2013-06-24,988.75
2013-06-25,981.653
2013-06-26,1004.599
2013-06-27,1013.39
2013-06-28,996.688
2013-07-01,988.048
2013-07-02,1011.573
2013-07-03,981.92
2013-07-04,1005.233
2013-07-05,1001.288
2013-07-08,999.448
2013-07-09,1017.607
2013-07-10,1027.679
2013-07-11,1039.442
2013-07-12,1036.561
2013-07-15,1038.997
2013-07-16,1053.779
2013-07-17,1056.904
2013-07-18,1049.83
2013-07-19,1047.854
2013-07-22,1060.558
2013-07-23,1066.012
2013-07-24,1063.576
2013-07-25,1060.025
2013-07-26,1064.141
2013-07-29,1059.063
2013-07-30,1042.418
2013-07-31,1034.464
2013-08-01,1036.533
2013-08-02,1045.336
2013-08-05,1044.685
2013-08-06,1050.306
2013-08-07,1031.272
2013-08-08,1056.104
2013-08-09,1066.899
2013-08-12,1078.019
2013-08-13,1080.819
2013-08-14,1087.06
2013-08-15,1075.357
2013-08-16,1081.502
2013-08-19,1082.887
2013-08-20,1065.867
2013-08-21,1059.092
2013-08-22,1052.212
2013-08-23,1065.407
2013-08-26,1069.667
2013-08-27,1061.864
2013-08-28,1047.847
2013-08-29,1049.998
2013-08-30,1058.258
2013-09-02,1082.432
2013-09-03,1093.857
2013-09-04,1102.358
2013-09-05,1093.473
2013-09-06,1101.546
2013-09-09,1113.74
2013-09-10,1126.199
2013-09-11,1135.372
2013-09-12,1134.458
2013-09-13,1125.024
2013-09-16,1143.18
2013-09-17,1141.22
2013-09-18,1135.202
2013-09-19,1161.881
2013-09-20,1147.788
2013-09-23,1147.296
2013-09-24,1138.224
2013-09-25,1144.393
2013-09-26,1148.23
2013-09-27,1146.366
2013-09-30,1131.897
2013-10-01,1131.965
2013-10-02,1129.472
2013-10-03,1135.455
2013-10-04,1136.699
2013-10-07,1122.713
2013-10-08,1125.268
2013-10-09,1123.907
2013-10-10,1122.203
2013-10-11,1138.753
2013-10-14,1134.742
2013-10-15,1152.267
2013-10-16,1155.471
2013-10-17,1168.784
2013-10-18,1179.899
2013-10-21,1190.859
2013-10-22,1203.254
2013-10-23,1191.555
2013-10-24,1187.436
2013-10-25,1187.469
2013-10-28,1196.821
2013-10-29,1178.094
2013-10-30,1182.58
2013-10-31,1183.521
2013-11-01,1173.299
2013-11-04,1176.268
2013-11-05,1185.726
2013-11-06,1190.371
2013-11-07,1186.038
2013-11-08,1170.784
2013-11-11,1169.486
2013-11-12,1166.737
2013-11-13,1150.942
2013-11-14,1161.22
2013-11-15,1173.581
2013-11-18,1175.361
2013-11-19,1173.505
2013-11-20,1160.428
2013-11-21,1139.955
2013-11-22,1139.181
2013-11-25,1141.603
2013-11-26,1136.721
2013-11-27,1123.795
2013-11-28,1124.755
2013-11-29,1126.399
2013-12-02,1113.832
2013-12-03,1112.333
2013-12-04,1101.722
2013-12-05,1093.113
2013-12-06,1098.861
2013-12-09,1087.51
2013-12-10,1092.413
2013-12-11,1073.6
2013-12-12,1047.023
2013-12-13,1057.962
2013-12-16,1056.417
2013-12-17,1051.92
2013-12-18,1049.129
2013-12-19,1069.422
2013-12-20,1089.918
2013-12-23,1098.478
2013-12-24,1104.943
2013-12-25,1104.943
2013-12-26,1099.62
2013-12-27,1100.165
2013-12-30,1110.379
2013-12-31,1113.947
2014-01-01,1113.947
2014-01-02,1114.725
2014-01-03,1116.385
2014-01-06,1107.634
2014-01-07,1099.544
2014-01-08,1102.096
2014-01-09,1099.938
2014-01-10,1105.792
2014-01-13,1112.72
2014-01-14,1089.596
2014-01-15,1086.522
2014-01-16,1089.569
2014-01-17,1090.848
2014-01-20,1090.687
2014-01-21,1096.796
2014-01-22,1098.93
2014-01-23,1078.868
2014-01-24,1069.565
2014-01-27,1072.876
2014-01-28,1061.325
2014-01-29,1070.142
2014-01-30,1062.067
2014-01-31,1057.07
2014-02-03,1067.219
2014-02-04,1057.268
2014-02-05,1054.146
2014-02-06,1072.619
2014-02-07,1081.36
2014-02-10,1088.797
2014-02-11,1103.141
2014-02-12,1114.371
2014-02-13,1107.63
2014-02-14,1123.655
2014-02-17,1132.381
2014-02-18,1136.575
2014-02-19,1138.433
2014-02-20,1134.399
2014-02-21,1139.572
2014-02-24,1150.276
2014-02-25,1150.983
2014-02-26,1144.296
2014-02-27,1138.298
2014-02-28,1136.357
2014-03-03,1131.837
2014-03-04,1135.698
2014-03-05,1151.233
2014-03-06,1162.642
2014-03-07,1170.235
2014-03-10,1151.073
2014-03-11,1147.822
2014-03-12,1135.521
2014-03-13,1152.291
2014-03-14,1131.759
2014-03-17,1136.274
2014-03-18,1147.636
2014-03-19,1146.502
2014-03-20,1124.148
2014-03-21,1141.39
2014-03-24,1147.012
2014-03-25,1148.259
2014-03-26,1168.075
2014-03-27,1163.906
2014-03-28,1161.82
2014-03-31,1171.152
2014-04-01,1168.527
2014-04-02,1172.589
2014-04-03,1174.241
2014-04-04,1185.458
2014-04-07,1179.776
2014-04-08,1185.266
2014-04-09,1199.654
2014-04-10,1208.42
2014-04-11,1193.574
2014-04-14,1179.563
2014-04-15,1178.883
2014-04-16,1189.033
2014-04-17,1192.422
2014-04-18,1192.422
2014-04-21,1192.678
2014-04-22,1200.945
2014-04-23,1199.073
2014-04-24,1196.995
2014-04-25,1198.803
2014-04-28,1195.302
2014-04-29,1185.512
2014-04-30,1185.879
2014-05-01,1180.332
2014-05-02,1181.279
2014-05-05,1186.546
2014-05-06,1202.643
2014-05-07,1189.012
2014-05-08,1201.519
2014-05-09,1196.264
2014-05-12,1194.224
2014-05-13,1208.543
2014-05-14,1214.799
2014-05-15,1214.396
2014-05-16,1209.687
2014-05-19,1192.135
2014-05-20,1184.662
2014-05-21,1178.213
2014-05-22,1194.35
2014-05-23,1195.913
2014-05-26,1203.057
2014-05-27,1202.948
2014-05-28,1202.582
2014-05-29,1209.064
2014-05-30,1205.225
2014-06-02,1201.336
2014-06-03,1190.731
2014-06-04,1183.743
2014-06-05,1188.645
2014-06-06,1195.388
2014-06-09,1196.541
2014-06-10,1198.379
2014-06-11,1196.057
2014-06-12,1194.839
2014-06-13,1185.083
2014-06-16,1186.32
2014-06-17,1174.987
2014-06-18,1172.914
2014-06-19,1201.633
2014-06-20,1185.432
2014-06-23,1199.461
2014-06-24,1191.368
2014-06-25,1186.581
2014-06-26,1201.115
2014-06-27,1199.652
2014-06-30,1190.965
2014-07-01,1194.86
2014-07-02,1208.498
2014-07-03,1207.041
2014-07-04,1213.895
2014-07-07,1213.082
2014-07-08,1215.744
2014-07-09,1202.046
2014-07-10,1201.557
2014-07-11,1206.203
2014-07-14,1213.523
2014-07-15,1210.022
2014-07-16,1212.599
2014-07-17,1215.703
2014-07-18,1217.088
2014-07-21,1217.326
2014-07-22,1221.54
2014-07-23,1236.004
2014-07-24,1236.06
2014-07-25,1231.673
2014-07-28,1230.318
2014-07-29,1229.648
2014-07-30,1229.282
2014-07-31,1227.437
2014-08-01,1213.567
2014-08-04,1211.073
2014-08-05,1203.668
2014-08-06,1205.076
2014-08-07,1198.095
2014-08-08,1181.339
2014-08-11,1185.285
2014-08-12,1201.829
2014-08-13,1202.987
2014-08-14,1213.122
2014-08-15,1217.058
2014-08-18,1226.091
2014-08-19,1238.648
2014-08-20,1236.383
2014-08-21,1235.723
2014-08-22,1236.714
2014-08-25,1234.984
2014-08-26,1238.209
2014-08-27,1246.612
2014-08-28,1243.085
2014-08-29,1241.952
2014-09-01,1240.416
2014-09-02,1239.794
2014-09-03,1250.124
2014-09-04,1251.541
2014-09-05,1245.728
2014-09-08,1235.0
2014-09-09,1230.852
2014-09-10,1215.324
2014-09-11,1203.127
2014-09-12,1193.092
2014-09-15,1181.73
2014-09-16,1176.547
2014-09-17,1176.352
2014-09-18,1168.821
2014-09-19,1164.021
2014-09-22,1141.867
2014-09-23,1149.818
2014-09-24,1145.377
2014-09-25,1140.966
2014-09-26,1120.389
2014-09-29,1102.948
2014-09-30,1110.885
2014-10-01,1111.926
2014-10-02,1112.326
2014-10-03,1099.678
2014-10-06,1103.023
2014-10-07,1111.954
2014-10-08,1093.852
2014-10-09,1112.024
2014-10-10,1075.974
2014-10-13,1073.251
2014-10-14,1083.033
2014-10-15,1098.932
2014-10-16,1094.798
2014-10-17,1096.078
2014-10-20,1108.961
2014-10-21,1113.38
2014-10-22,1125.54
2014-10-23,1117.471
2014-10-24,1128.352
2014-10-27,1138.256
2014-10-28,1141.567
2014-10-29,1151.549
2014-10-30,1145.361
2014-10-31,1151.065
2014-11-03,1132.851
2014-11-04,1139.382
2014-11-05,1121.602
2014-11-06,1121.274
2014-11-07,1139.063
2014-11-10,1140.99
2014-11-11,1141.02
2014-11-12,1138.511
2014-11-13,1136.213
2014-11-14,1136.623
2014-11-17,1126.985
2014-11-18,1125.682
2014-11-19,1103.848
2014-11-20,1088.059
2014-11-21,1094.076
2014-11-24,1101.085
2014-11-25,1082.541
2014-11-26,1093.932
2014-11-27,1095.071
2014-11-28,1071.247
2014-12-01,1040.728
2014-12-02,1053.342
2014-12-03,1059.048
2014-12-04,1064.732
2014-12-05,1050.658
2014-12-08,1054.825
2014-12-09,1040.339
2014-12-10,1030.472
2014-12-11,1019.263
2014-12-12,1015.553
2014-12-15,1003.875
2014-12-16,996.134
2014-12-17,993.361
2014-12-18,1000.529
2014-12-19,1023.647
2014-12-22,1044.055
2014-12-23,1025.619
2014-12-24,1027.494
2014-12-25,1027.494
2014-12-26,1028.382
2014-12-29,1050.942
2014-12-30,1044.55
2014-12-31,1042.207
2015-01-01,1042.207
2015-01-02,1039.829
2015-01-05,1038.636
2015-01-06,1022.227
2015-01-07,1010.306
2015-01-08,1022.87
2015-01-09,1049.891
2015-01-12,1036.707
2015-01-13,1032.517
2015-01-14,1021.806
2015-01-15,1028.11
2015-01-16,1018.813
2015-01-19,1025.292
2015-01-20,1019.781
2015-01-21,1034.654
2015-01-22,1033.897
2015-01-23,1027.296
2015-01-26,1024.322
2015-01-27,1035.667
2015-01-28,1037.666
2015-01-29,1017.964
2015-01-30,1022.397
2015-02-02,1033.708
2015-02-03,1028.849
2015-02-04,1050.364
2015-02-05,1061.311
2015-02-06,1062.378
2015-02-09,1063.011
2015-02-10,1054.888
2015-02-11,1037.005
2015-02-12,1033.881
2015-02-13,1066.872
2015-02-16,1070.288
2015-02-17,1073.421
2015-02-18,1086.496
2015-02-19,1083.902
2015-02-20,1086.903
2015-02-23,1086.43
2015-02-24,1094.695
2015-02-25,1111.814
2015-02-26,1097.474
2015-02-27,1098.066
2015-03-02,1094.951
2015-03-03,1096.403
2015-03-04,1090.839
2015-03-05,1086.577
2015-03-06,1079.899
2015-03-09,1062.998
2015-03-10,1051.73
2015-03-11,1038.886
2015-03-12,1064.089
2015-03-13,1046.566
2015-03-16,1045.488
2015-03-17,1047.563
2015-03-18,1055.561
2015-03-19,1067.784
2015-03-20,1092.049
2015-03-23,1102.253
2015-03-24,1109.105
2015-03-25,1106.773
2015-03-26,1087.416
2015-03-27,1084.428
2015-03-30,1053.283
2015-03-31,1063.821
2015-04-01,1054.71
2015-04-02,1055.226
2015-04-03,1055.226
2015-04-06,1067.342
2015-04-07,1069.823
2015-04-08,1082.632
2015-04-09,1077.654
2015-04-10,1082.496
2015-04-13,1064.092
2015-04-14,1072.88
2015-04-15,1064.396
2015-04-16,1094.086
2015-04-17,1081.061
2015-04-20,1065.002
2015-04-21,1077.013
2015-04-22,1074.655
2015-04-23,1078.952
2015-04-24,1107.029
2015-04-27,1121.929
2015-04-28,1136.728
2015-04-29,1124.139
2015-04-30,1096.074
2015-05-01,1092.819
2015-05-04,1105.052
2015-05-05,1115.539
2015-05-06,1102.862
2015-05-07,1078.137
2015-05-08,1073.221
2015-05-11,1075.309
2015-05-12,1094.447
2015-05-13,1119.886
2015-05-14,1114.739
2015-05-15,1123.434
2015-05-18,1104.764
2015-05-19,1083.388
2015-05-20,1077.528
2015-05-21,1090.49
2015-05-22,1082.526
2015-05-25,1093.873
2015-05-26,1088.681
2015-05-27,1074.649
2015-05-28,1060.679
2015-05-29,1073.0
2015-06-01,1060.496
2015-06-02,1061.673
2015-06-03,1056.903
2015-06-04,1025.492
2015-06-05,1020.638
2015-06-08,1021.374
2015-06-09,1021.387
2015-06-10,1032.453
2015-06-11,1039.574
2015-06-12,1042.172
2015-06-15,1044.076
2015-06-16,1041.765
2015-06-17,1039.907
2015-06-18,1047.788
2015-06-19,1052.532
2015-06-22,1053.034
2015-06-23,1063.279
2015-06-24,1058.349
2015-06-25,1053.92
2015-06-26,1030.637
2015-06-29,1010.431
2015-06-30,1021.666
2015-07-01,1034.9
2015-07-02,1047.002
2015-07-03,1020.474
2015-07-06,1011.718
2015-07-07,1017.355
2015-07-08,1000.003
2015-07-09,998.143
2015-07-10,998.565
2015-07-13,993.351
2015-07-14,1020.374
2015-07-15,1027.5
2015-07-16,1035.141
2015-07-17,1031.273
2015-07-20,1033.876
2015-07-21,1046.578
2015-07-22,1021.757
2015-07-23,1020.122
2015-07-24,1001.353
2015-07-27,1006.346
2015-07-28,1006.612
2015-07-29,1013.472
2015-07-30,1014.94
2015-07-31,1031.154
2015-08-03,1019.856
2015-08-04,1045.729
2015-08-05,1028.403
2015-08-06,1013.773
2015-08-07,999.291
2015-08-10,1003.401
2015-08-11,984.17
2015-08-12,982.631
2015-08-13,979.687
2015-08-14,978.607
2015-08-17,980.021
2015-08-18,964.947
2015-08-19,976.144
2015-08-20,963.611
2015-08-21,952.711
2015-08-24,900.117
2015-08-25,922.891
2015-08-26,919.455
2015-08-27,935.81
2015-08-28,939.793
2015-08-31,921.146
2015-09-01,895.805
2015-09-02,892.613
2015-09-03,881.428
2015-09-04,874.179
2015-09-07,874.511
2015-09-08,896.562
2015-09-09,919.682
2015-09-10,903.808
2015-09-11,899.863
2015-09-14,914.745
2015-09-15,895.247
2015-09-16,920.854
2015-09-17,920.93
2015-09-18,937.749
2015-09-21,908.585
2015-09-22,905.353
2015-09-23,884.298
2015-09-24,894.703
2015-09-25,893.423
2015-09-28,903.118
2015-09-29,872.816
2015-09-30,892.915
2015-10-01,911.942
2015-10-02,900.02
2015-10-05,923.01
2015-10-06,931.718
2015-10-07,945.107
2015-10-08,942.565
2015-10-09,970.559
2015-10-12,965.92
2015-10-13,953.751
2015-10-14,948.168
2015-10-15,960.197
2015-10-16,961.591
2015-10-19,959.74
2015-10-20,958.131
2015-10-21,952.994
2015-10-22,956.242
2015-10-23,972.377
2015-10-26,975.201
2015-10-27,973.83
2015-10-28,963.248
2015-10-29,941.915
2015-10-30,948.117
2015-11-02,936.327
2015-11-03,953.008
2015-11-04,951.146
2015-11-05,943.562
2015-11-06,939.328
2015-11-09,928.916
2015-11-10,920.473
2015-11-11,932.907
2015-11-12,942.727
2015-11-13,929.215
2015-11-16,916.775
2015-11-17,942.741
2015-11-18,940.922
2015-11-19,975.362
2015-11-20,984.16
2015-11-23,985.163
2015-11-24,979.621
2015-11-25,975.551
2015-11-26,981.919
2015-11-27,975.411
2015-11-30,978.378
2015-12-01,1002.319
2015-12-02,1002.687
2015-12-03,994.726
2015-12-04,990.624
2015-12-07,980.555
2015-12-08,969.292
2015-12-09,964.993
2015-12-10,966.725
2015-12-11,953.709
2015-12-14,942.222
2015-12-15,931.86
2015-12-16,953.954
2015-12-17,959.136
2015-12-18,971.143
2015-12-21,971.086
2015-12-22,982.105
2015-12-23,982.287
2015-12-24,996.876
2015-12-25,996.876
2015-12-28,995.642
2015-12-29,1014.649
2015-12-30,1024.779
2015-12-31,1018.506
2016-01-01,1018.506
2016-01-04,1000.004
2016-01-05,978.356
2016-01-06,959.459
2016-01-07,937.666
2016-01-08,926.818
2016-01-11,921.694
2016-01-12,921.208
2016-01-13,934.114
2016-01-14,912.8
2016-01-15,898.168
2016-01-18,893.75
2016-01-19,908.321
2016-01-20,892.43
2016-01-21,912.582
2016-01-22,930.146
2016-01-25,938.356
2016-01-26,942.328
2016-01-27,939.016
2016-01-28,950.446
