Date,BELGIUM MID VALUE Mid Cap
2001-01-01,347.875
2001-01-02,349.493
2001-01-03,346.818
2001-01-04,349.778
2001-01-05,353.722
2001-01-08,351.237
2001-01-09,348.957
2001-01-10,348.418
2001-01-11,350.209
2001-01-12,349.783
2001-01-15,346.414
2001-01-16,345.171
2001-01-17,342.462
2001-01-18,347.188
2001-01-19,345.387
2001-01-22,346.495
2001-01-23,346.972
2001-01-24,339.965
2001-01-25,338.668
2001-01-26,339.6
2001-01-29,336.542
2001-01-30,336.846
2001-01-31,339.015
2001-02-01,346.687
2001-02-02,347.036
2001-02-05,361.907
2001-02-06,366.978
2001-02-07,366.557
2001-02-08,354.967
2001-02-09,362.194
2001-02-12,365.391
2001-02-13,370.081
2001-02-14,368.701
2001-02-15,363.888
2001-02-16,366.662
2001-02-19,367.9
2001-02-20,363.708
2001-02-21,366.511
2001-02-22,364.008
2001-02-23,363.57
2001-02-26,366.939
2001-02-27,371.104
2001-02-28,372.831
2001-03-01,377.642
2001-03-02,380.352
2001-03-05,382.273
2001-03-06,385.087
2001-03-07,381.816
2001-03-08,383.416
2001-03-09,382.932
2001-03-12,381.32
2001-03-13,370.04
2001-03-14,360.553
2001-03-15,356.61
2001-03-16,342.849
2001-03-19,342.805
2001-03-20,345.069
2001-03-21,333.603
2001-03-22,314.917
2001-03-23,319.523
2001-03-26,330.464
2001-03-27,338.03
2001-03-28,341.264
2001-03-29,342.047
2001-03-30,350.235
2001-04-02,354.977
2001-04-03,354.05
2001-04-04,357.449
2001-04-05,359.015
2001-04-06,361.614
2001-04-09,363.347
2001-04-10,362.309
2001-04-11,361.579
2001-04-12,361.422
2001-04-13,361.422
2001-04-16,357.721
2001-04-17,357.392
2001-04-18,352.924
2001-04-19,356.245
2001-04-20,356.902
2001-04-23,349.164
2001-04-24,345.811
2001-04-25,346.705
2001-04-26,349.878
2001-04-27,346.336
2001-04-30,348.904
2001-05-01,350.754
2001-05-02,351.825
2001-05-03,349.389
2001-05-04,346.74
2001-05-07,345.457
2001-05-08,345.501
2001-05-09,343.363
2001-05-10,346.604
2001-05-11,344.599
2001-05-14,340.744
2001-05-15,341.759
2001-05-16,341.029
2001-05-17,337.899
2001-05-18,339.819
2001-05-21,334.647
2001-05-22,338.521
2001-05-23,340.208
2001-05-24,337.815
2001-05-25,339.268
2001-05-28,339.979
2001-05-29,340.394
2001-05-30,343.77
2001-05-31,348.825
2001-06-01,345.759
2001-06-04,346.229
2001-06-05,359.755
2001-06-06,369.71
2001-06-07,370.447
2001-06-08,371.203
2001-06-11,366.138
2001-06-12,367.232
2001-06-13,370.923
2001-06-14,370.627
2001-06-15,367.654
2001-06-18,368.508
2001-06-19,368.656
2001-06-20,368.301
2001-06-21,368.711
2001-06-22,371.284
2001-06-25,370.632
2001-06-26,369.608
2001-06-27,370.237
2001-06-28,365.786
2001-06-29,363.528
2001-07-02,359.813
2001-07-03,359.478
2001-07-04,353.233
2001-07-05,352.974
2001-07-06,353.901
2001-07-09,358.914
2001-07-10,362.01
2001-07-11,361.88
2001-07-12,358.674
2001-07-13,362.603
2001-07-16,362.852
2001-07-17,360.719
2001-07-18,371.398
2001-07-19,371.957
2001-07-20,374.963
2001-07-23,373.956
2001-07-24,376.746
2001-07-25,376.166
2001-07-26,374.901
2001-07-27,374.722
2001-07-30,377.875
2001-07-31,378.91
2001-08-01,380.632
2001-08-02,380.582
2001-08-03,382.075
2001-08-06,381.488
2001-08-07,380.038
2001-08-08,380.918
2001-08-09,384.506
2001-08-10,390.117
2001-08-13,390.763
2001-08-14,389.871
2001-08-15,393.56
2001-08-16,389.816
2001-08-17,387.958
2001-08-20,384.051
2001-08-21,383.216
2001-08-22,387.132
2001-08-23,388.023
2001-08-24,390.331
2001-08-27,387.603
2001-08-28,387.118
2001-08-29,384.717
2001-08-30,383.633
2001-08-31,383.077
2001-09-03,380.789
2001-09-04,372.624
2001-09-05,371.949
2001-09-06,373.198
2001-09-07,370.42
2001-09-10,358.909
2001-09-11,351.949
2001-09-12,346.915
2001-09-13,347.912
2001-09-14,343.337
2001-09-17,340.105
2001-09-18,338.672
2001-09-19,339.048
2001-09-20,328.304
2001-09-21,313.786
2001-09-24,325.245
2001-09-25,328.103
2001-09-26,337.373
2001-09-27,344.437
2001-09-28,347.708
2001-10-01,351.53
2001-10-02,352.572
2001-10-03,349.901
2001-10-04,355.728
2001-10-05,359.655
2001-10-08,356.452
2001-10-09,356.391
2001-10-10,357.749
2001-10-11,361.515
2001-10-12,360.509
2001-10-15,353.596
2001-10-16,354.765
2001-10-17,354.862
2001-10-18,353.161
2001-10-19,348.849
2001-10-22,349.207
2001-10-23,349.134
2001-10-24,345.219
2001-10-25,341.734
2001-10-26,346.048
2001-10-29,344.709
2001-10-30,345.127
2001-10-31,341.107
2001-11-01,345.364
2001-11-02,344.677
2001-11-05,342.916
2001-11-06,346.657
2001-11-07,348.403
2001-11-08,348.64
2001-11-09,344.857
2001-11-12,341.5
2001-11-13,338.591
2001-11-14,340.062
2001-11-15,335.628
2001-11-16,334.862
2001-11-19,336.733
2001-11-20,336.343
2001-11-21,332.841
2001-11-22,337.95
