Date,BELGIUM MID VALUE Mid Cap
2001-11-23,338.163
2001-11-26,334.529
2001-11-27,335.723
2001-11-28,337.132
2001-11-29,339.538
2001-11-30,352.807
2001-12-03,349.709
2001-12-04,354.359
2001-12-05,360.177
2001-12-06,365.361
2001-12-07,365.736
2001-12-10,359.677
2001-12-11,357.893
2001-12-12,359.543
2001-12-13,357.25
2001-12-14,353.03
2001-12-17,361.223
2001-12-18,362.23
2001-12-19,361.879
2001-12-20,366.535
2001-12-21,362.575
2001-12-24,362.36
2001-12-25,362.36
2001-12-26,362.669
2001-12-27,370.198
2001-12-28,378.026
2001-12-31,381.713
2002-01-01,381.713
2002-01-02,385.526
2002-01-03,386.095
2002-01-04,381.735
2002-01-07,380.831
2002-01-08,376.287
2002-01-09,377.867
2002-01-10,377.204
2002-01-11,374.817
2002-01-14,375.26
2002-01-15,371.744
2002-01-16,369.048
2002-01-17,368.528
2002-01-18,377.708
2002-01-21,380.785
2002-01-22,383.515
2002-01-23,388.288
2002-01-24,384.342
2002-01-25,376.828
2002-01-28,378.637
2002-01-29,380.72
2002-01-30,377.489
2002-01-31,378.565
2002-02-01,380.66
2002-02-04,385.521
2002-02-05,386.104
2002-02-06,389.066
2002-02-07,387.112
2002-02-08,391.507
2002-02-11,398.361
2002-02-12,395.844
2002-02-13,390.559
2002-02-14,396.018
2002-02-15,397.008
2002-02-18,393.814
2002-02-19,390.026
2002-02-20,390.575
2002-02-21,391.966
2002-02-22,393.638
2002-02-25,395.707
2002-02-26,394.9
2002-02-27,394.756
2002-02-28,394.973
2002-03-01,392.485
2002-03-04,397.84
2002-03-05,402.787
2002-03-06,406.855
2002-03-07,408.077
2002-03-08,405.657
2002-03-11,405.648
2002-03-12,405.696
2002-03-13,407.652
2002-03-14,408.112
2002-03-15,408.82
2002-03-18,410.001
2002-03-19,415.697
2002-03-20,412.978
2002-03-21,412.761
2002-03-22,411.499
2002-03-25,412.165
2002-03-26,413.24
2002-03-27,410.241
2002-03-28,410.498
2002-03-29,410.498
2002-04-01,413.862
2002-04-02,412.775
2002-04-03,412.297
2002-04-04,413.956
2002-04-05,412.255
2002-04-08,410.578
2002-04-09,410.142
2002-04-10,411.622
2002-04-11,412.676
2002-04-12,412.018
2002-04-15,412.919
2002-04-16,413.439
2002-04-17,417.422
2002-04-18,421.902
2002-04-19,421.858
2002-04-22,419.813
2002-04-23,423.342
2002-04-24,425.003
2002-04-25,427.005
2002-04-26,425.019
2002-04-29,421.637
2002-04-30,423.823
2002-05-01,426.221
2002-05-02,422.609
2002-05-03,425.097
2002-05-06,427.349
2002-05-07,425.707
2002-05-08,429.548
2002-05-09,430.779
2002-05-10,433.835
2002-05-13,432.112
2002-05-14,433.374
2002-05-15,435.635
2002-05-16,437.896
2002-05-17,439.162
2002-05-20,442.883
2002-05-21,440.205
2002-05-22,444.986
2002-05-23,442.034
2002-05-24,439.767
2002-05-27,439.025
2002-05-28,442.722
2002-05-29,441.323
2002-05-30,442.304
2002-05-31,440.762
2002-06-03,441.961
2002-06-04,437.214
2002-06-05,434.634
2002-06-06,439.62
2002-06-07,440.7
2002-06-10,443.245
2002-06-11,441.165
2002-06-12,425.477
2002-06-13,413.942
2002-06-14,412.131
2002-06-17,422.548
2002-06-18,424.676
2002-06-19,419.222
2002-06-20,414.621
2002-06-21,414.495
2002-06-24,404.416
2002-06-25,415.062
2002-06-26,418.15
2002-06-27,420.931
2002-06-28,435.215
2002-07-01,440.179
2002-07-02,426.305
2002-07-03,411.34
2002-07-04,416.757
2002-07-05,429.392
2002-07-08,434.676
2002-07-09,434.659
2002-07-10,416.153
2002-07-11,398.001
2002-07-12,400.54
2002-07-15,394.903
2002-07-16,394.73
2002-07-17,403.201
2002-07-18,408.89
2002-07-19,397.427
2002-07-22,380.999
2002-07-23,368.067
2002-07-24,355.655
2002-07-25,372.209
2002-07-26,372.538
2002-07-29,373.235
2002-07-30,376.874
2002-07-31,376.986
2002-08-01,368.965
2002-08-02,362.544
2002-08-05,347.689
2002-08-06,346.935
2002-08-07,349.291
2002-08-08,357.725
2002-08-09,361.214
2002-08-12,360.74
2002-08-13,360.275
2002-08-14,358.072
2002-08-15,368.629
2002-08-16,365.82
2002-08-19,371.677
2002-08-20,367.033
2002-08-21,371.33
2002-08-22,371.768
2002-08-23,372.443
2002-08-26,371.379
2002-08-27,381.938
2002-08-28,369.448
2002-08-29,364.961
2002-08-30,364.053
2002-09-02,359.452
2002-09-03,354.578
2002-09-04,349.799
2002-09-05,346.198
2002-09-06,352.957
2002-09-09,344.845
2002-09-10,350.134
2002-09-11,356.154
2002-09-12,351.153
2002-09-13,343.712
2002-09-16,338.938
2002-09-17,334.37
2002-09-18,324.092
2002-09-19,323.633
2002-09-20,315.116
2002-09-23,308.578
2002-09-24,296.3
2002-09-25,294.885
2002-09-26,293.016
2002-09-27,289.557
2002-09-30,283.701
2002-10-01,290.862
2002-10-02,296.537
2002-10-03,289.751
2002-10-04,284.602
2002-10-07,282.721
2002-10-08,271.616
2002-10-09,268.42
2002-10-10,267.58
2002-10-11,284.357
2002-10-14,281.796
2002-10-15,298.834
2002-10-16,297.494
2002-10-17,299.318
2002-10-18,298.434
2002-10-21,299.344
2002-10-22,303.604
2002-10-23,294.524
2002-10-24,290.413
2002-10-25,286.232
2002-10-28,286.261
2002-10-29,277.417
2002-10-30,280.431
2002-10-31,286.362
2002-11-01,289.47
2002-11-04,298.009
2002-11-05,304.243
2002-11-06,297.838
2002-11-07,301.936
2002-11-08,301.427
2002-11-11,296.91
2002-11-12,294.551
2002-11-13,291.361
2002-11-14,299.506
2002-11-15,305.681
2002-11-18,307.823
2002-11-19,304.93
2002-11-20,306.323
2002-11-21,310.244
2002-11-22,312.266
2002-11-25,308.193
2002-11-26,306.422
2002-11-27,306.398
2002-11-28,310.481
2002-11-29,311.387
2002-12-02,312.116
2002-12-03,305.867
2002-12-04,300.906
2002-12-05,300.348
2002-12-06,305.446
2002-12-09,301.137
2002-12-10,303.156
2002-12-11,305.347
2002-12-12,305.01
2002-12-13,305.162
2002-12-16,306.018
2002-12-17,313.226
2002-12-18,307.176
2002-12-19,302.594
2002-12-20,304.682
2002-12-23,307.251
2002-12-24,309.196
2002-12-25,309.196
2002-12-26,309.975
2002-12-27,309.845
2002-12-30,313.563
2002-12-31,318.297
2003-01-01,318.297
2003-01-02,322.259
2003-01-03,318.29
2003-01-06,321.442
2003-01-07,318.321
2003-01-08,310.29
2003-01-09,316.613
2003-01-10,313.041
2003-01-13,313.822
2003-01-14,316.827
2003-01-15,322.684
2003-01-16,319.373
2003-01-17,320.291
2003-01-20,317.861
2003-01-21,317.87
2003-01-22,317.369
2003-01-23,314.186
2003-01-24,314.736
2003-01-27,306.128
2003-01-28,305.93
2003-01-29,301.891
2003-01-30,299.787
2003-01-31,306.732
2003-02-03,306.165
2003-02-04,306.447
2003-02-05,307.276
2003-02-06,302.289
2003-02-07,297.392
2003-02-10,294.047
2003-02-11,297.587
2003-02-12,294.652
2003-02-13,293.146
2003-02-14,296.373
2003-02-17,296.39
2003-02-18,303.91
2003-02-19,303.946
2003-02-20,301.497
2003-02-21,298.81
2003-02-24,294.394
2003-02-25,285.784
2003-02-26,275.852
2003-02-27,278.509
2003-02-28,287.378
2003-03-03,279.138
2003-03-04,278.263
2003-03-05,277.704
2003-03-06,274.806
2003-03-07,267.852
2003-03-10,263.252
2003-03-11,263.407
2003-03-12,252.368
2003-03-13,266.828
2003-03-14,282.545
2003-03-17,287.236
2003-03-18,284.869
2003-03-19,289.625
2003-03-20,284.334
2003-03-21,290.132
2003-03-24,282.825
2003-03-25,283.098
2003-03-26,283.379
2003-03-27,278.263
2003-03-28,284.341
2003-03-31,286.215
2003-04-01,285.734
2003-04-02,289.41
2003-04-03,292.949
2003-04-04,300.454
2003-04-07,309.387
2003-04-08,306.026
2003-04-09,307.73
2003-04-10,308.493
2003-04-11,304.818
2003-04-14,313.009
2003-04-15,317.025
2003-04-16,317.455
2003-04-17,318.196
2003-04-18,318.196
2003-04-21,316.825
2003-04-22,319.046
2003-04-23,324.4
2003-04-24,323.592
2003-04-25,317.033
2003-04-28,320.741
2003-04-29,328.33
2003-04-30,331.269
2003-05-01,334.312
2003-05-02,334.258
2003-05-05,336.808
2003-05-06,346.575
2003-05-07,348.669
2003-05-08,337.29
2003-05-09,346.454
2003-05-12,344.468
2003-05-13,342.496
2003-05-14,346.209
2003-05-15,348.354
2003-05-16,356.531
2003-05-19,351.441
2003-05-20,359.197
2003-05-21,355.765
2003-05-22,356.145
2003-05-23,362.038
2003-05-26,361.329
2003-05-27,361.442
2003-05-28,361.217
2003-05-29,366.721
2003-05-30,372.746
2003-06-02,367.972
2003-06-03,373.903
2003-06-04,373.94
2003-06-05,380.137
2003-06-06,379.541
2003-06-09,376.504
2003-06-10,378.932
2003-06-11,376.381
2003-06-12,376.574
2003-06-13,374.528
2003-06-16,372.548
2003-06-17,370.936
2003-06-18,365.019
2003-06-19,360.705
2003-06-20,359.454
2003-06-23,353.246
2003-06-24,346.013
2003-06-25,348.912
2003-06-26,342.93
2003-06-27,340.07
2003-06-30,340.957
2003-07-01,337.015
2003-07-02,335.582
2003-07-03,334.133
2003-07-04,334.728
2003-07-07,340.443
2003-07-08,338.409
2003-07-09,337.853
2003-07-10,337.791
2003-07-11,338.329
2003-07-14,341.755
2003-07-15,338.104
2003-07-16,329.101
2003-07-17,332.133
2003-07-18,331.421
2003-07-21,331.447
2003-07-22,333.094
2003-07-23,335.922
2003-07-24,339.03
2003-07-25,339.824
2003-07-28,340.933
2003-07-29,340.106
2003-07-30,338.741
2003-07-31,337.648
2003-08-01,332.752
2003-08-04,336.599
2003-08-05,342.659
2003-08-06,340.381
2003-08-07,339.258
2003-08-08,338.212
2003-08-11,340.159
2003-08-12,339.811
2003-08-13,336.241
2003-08-14,338.075
2003-08-15,341.245
2003-08-18,337.572
2003-08-19,338.176
2003-08-20,336.031
2003-08-21,333.231
2003-08-22,331.317
2003-08-25,332.294
2003-08-26,330.333
2003-08-27,330.344
2003-08-28,331.876
2003-08-29,333.014
2003-09-01,333.297
2003-09-02,328.689
2003-09-03,337.41
2003-09-04,342.402
2003-09-05,346.677
2003-09-08,352.142
2003-09-09,350.962
2003-09-10,349.18
2003-09-11,346.128
2003-09-12,351.668
2003-09-15,354.03
2003-09-16,352.894
2003-09-17,352.695
2003-09-18,354.918
2003-09-19,355.508
2003-09-22,358.211
2003-09-23,355.06
2003-09-24,354.607
2003-09-25,353.647
2003-09-26,348.453
2003-09-29,350.847
2003-09-30,351.007
2003-10-01,358.475
2003-10-02,357.568
2003-10-03,356.904
2003-10-06,357.114
2003-10-07,357.207
2003-10-08,358.693
2003-10-09,358.12
2003-10-10,361.809
2003-10-13,361.833
2003-10-14,360.481
2003-10-15,364.574
2003-10-16,368.141
2003-10-17,363.546
2003-10-20,367.422
2003-10-21,368.753
2003-10-22,371.204
2003-10-23,366.306
2003-10-24,364.378
2003-10-27,370.605
2003-10-28,366.131
2003-10-29,367.535
2003-10-30,371.918
2003-10-31,375.724
2003-11-03,368.792
2003-11-04,371.59
2003-11-05,371.278
2003-11-06,370.663
2003-11-07,377.687
2003-11-10,377.189
2003-11-11,378.019
2003-11-12,377.256
2003-11-13,380.217
2003-11-14,382.697
2003-11-17,379.179
2003-11-18,381.275
2003-11-19,381.038
2003-11-20,381.366
2003-11-21,382.755
2003-11-24,380.596
2003-11-25,378.872
2003-11-26,386.368
2003-11-27,386.452
2003-11-28,388.274
2003-12-01,390.829
2003-12-02,397.75
2003-12-03,403.157
2003-12-04,400.4
2003-12-05,403.862
2003-12-08,405.052
2003-12-09,406.439
2003-12-10,406.222
2003-12-11,403.172
2003-12-12,403.542
2003-12-15,403.534
2003-12-16,404.32
2003-12-17,405.565
2003-12-18,408.994
2003-12-19,410.607
2003-12-22,413.51
2003-12-23,417.898
2003-12-24,419.684
2003-12-25,419.684
2003-12-26,419.515
2003-12-29,423.71
2003-12-30,427.342
2003-12-31,428.686
2004-01-01,428.686
2004-01-02,431.812
2004-01-05,433.719
2004-01-06,437.499
2004-01-07,442.432
2004-01-08,446.359
2004-01-09,451.284
2004-01-12,446.399
2004-01-13,445.977
2004-01-14,443.641
2004-01-15,441.316
2004-01-16,438.357
2004-01-19,439.89
2004-01-20,443.803
2004-01-21,446.568
2004-01-22,450.804
2004-01-23,449.31
2004-01-26,442.3
2004-01-27,445.856
2004-01-28,445.188
2004-01-29,435.993
2004-01-30,438.653
2004-02-02,445.601
2004-02-03,447.446
2004-02-04,445.065
2004-02-05,445.845
2004-02-06,450.879
2004-02-09,453.181
2004-02-10,453.927
2004-02-11,454.782
2004-02-12,458.548
2004-02-13,457.672
2004-02-16,457.642
2004-02-17,464.962
2004-02-18,471.118
2004-02-19,467.016
2004-02-20,461.333
2004-02-23,462.294
2004-02-24,465.592
2004-02-25,456.501
2004-02-26,454.92
2004-02-27,456.154
2004-03-01,460.312
2004-03-02,458.219
2004-03-03,450.578
2004-03-04,454.539
2004-03-05,462.638
2004-03-08,462.423
2004-03-09,458.113
2004-03-10,447.862
2004-03-11,439.372
2004-03-12,432.173
2004-03-15,427.46
2004-03-16,429.654
2004-03-17,430.691
2004-03-18,434.321
2004-03-19,431.27
2004-03-22,428.599
2004-03-23,423.715
2004-03-24,422.487
2004-03-25,425.422
2004-03-26,423.831
2004-03-29,424.797
2004-03-30,426.555
2004-03-31,434.559
2004-04-01,444.518
2004-04-02,438.141
2004-04-05,437.839
2004-04-06,440.525
2004-04-07,449.754
2004-04-08,448.163
2004-04-09,448.163
2004-04-12,446.904
2004-04-13,443.87
2004-04-14,443.241
2004-04-15,441.153
2004-04-16,448.734
2004-04-19,446.192
2004-04-20,445.354
2004-04-21,444.073
2004-04-22,447.27
2004-04-23,452.102
2004-04-26,451.12
2004-04-27,450.623
2004-04-28,442.607
2004-04-29,440.807
2004-04-30,441.262
2004-05-03,441.07
2004-05-04,445.957
2004-05-05,450.368
2004-05-06,442.892
2004-05-07,434.811
2004-05-10,423.566
2004-05-11,426.383
2004-05-12,428.508
2004-05-13,428.526
2004-05-14,432.61
2004-05-17,428.27
2004-05-18,429.534
2004-05-19,436.906
2004-05-20,434.629
2004-05-21,434.395
2004-05-24,432.702
2004-05-25,435.941
2004-05-26,437.057
2004-05-27,447.482
2004-05-28,441.933
2004-05-31,443.853
2004-06-01,441.397
2004-06-02,445.152
2004-06-03,452.338
2004-06-04,458.614
2004-06-07,462.456
2004-06-08,462.947
2004-06-09,455.246
2004-06-10,455.022
2004-06-11,448.391
2004-06-14,446.344
2004-06-15,448.965
2004-06-16,448.231
2004-06-17,446.744
2004-06-18,456.592
2004-06-21,456.056
2004-06-22,451.794
2004-06-23,453.775
2004-06-24,458.471
2004-06-25,459.117
2004-06-28,463.38
2004-06-29,460.823
2004-06-30,467.715
2004-07-01,465.686
2004-07-02,471.298
2004-07-05,469.254
2004-07-06,466.981
2004-07-07,470.026
2004-07-08,468.612
2004-07-09,467.125
2004-07-12,469.462
2004-07-13,473.371
2004-07-14,472.672
2004-07-15,469.626
2004-07-16,469.038
2004-07-19,471.143
2004-07-20,470.927
2004-07-21,466.477
2004-07-22,461.89
2004-07-23,452.597
2004-07-26,452.536
2004-07-27,454.82
2004-07-28,451.734
2004-07-29,460.109
2004-07-30,462.337
2004-08-02,462.29
2004-08-03,470.264
2004-08-04,467.818
2004-08-05,485.506
2004-08-06,491.394
2004-08-09,483.789
2004-08-10,486.495
2004-08-11,478.466
2004-08-12,481.689
2004-08-13,485.789
2004-08-16,489.241
2004-08-17,488.061
2004-08-18,486.602
2004-08-19,490.356
2004-08-20,489.215
2004-08-23,486.821
2004-08-24,482.277
2004-08-25,484.401
2004-08-26,489.509
2004-08-27,490.024
2004-08-30,491.086
2004-08-31,494.705
2004-09-01,500.073
2004-09-02,499.456
2004-09-03,500.619
2004-09-06,499.161
2004-09-07,502.181
2004-09-08,506.399
2004-09-09,507.755
2004-09-10,515.12
2004-09-13,516.19
2004-09-14,515.976
2004-09-15,514.246
2004-09-16,513.923
2004-09-17,516.363
2004-09-20,516.703
2004-09-21,522.854
2004-09-22,526.829
2004-09-23,524.924
2004-09-24,528.677
2004-09-27,527.677
2004-09-28,532.854
2004-09-29,540.597
2004-09-30,550.754
2004-10-01,557.673
2004-10-04,549.704
2004-10-05,553.644
2004-10-06,552.108
2004-10-07,553.553
2004-10-08,555.012
2004-10-11,558.152
2004-10-12,545.621
2004-10-13,546.021
2004-10-14,548.965
2004-10-15,552.449
2004-10-18,553.418
2004-10-19,563.236
2004-10-20,566.372
2004-10-21,571.637
2004-10-22,573.071
2004-10-25,572.533
2004-10-26,576.222
2004-10-27,580.091
2004-10-28,585.286
2004-10-29,580.431
2004-11-01,585.659
2004-11-02,590.03
2004-11-03,599.337
2004-11-04,600.051
2004-11-05,602.561
2004-11-08,607.223
2004-11-09,617.259
2004-11-10,630.993
2004-11-11,638.397
2004-11-12,639.049
2004-11-15,638.523
2004-11-16,639.204
2004-11-17,645.849
2004-11-18,647.472
2004-11-19,646.177
2004-11-22,646.892
2004-11-23,648.55
2004-11-24,657.914
2004-11-25,662.45
2004-11-26,667.856
2004-11-29,662.387
2004-11-30,660.628
2004-12-01,661.07
2004-12-02,664.513
2004-12-03,668.082
2004-12-06,671.226
2004-12-07,675.683
2004-12-08,661.423
2004-12-09,646.1
2004-12-10,644.998
2004-12-13,649.266
2004-12-14,652.685
2004-12-15,663.033
2004-12-16,650.823
2004-12-17,624.64
2004-12-20,652.726
2004-12-21,649.072
2004-12-22,649.85
2004-12-23,657.625
2004-12-24,657.553
2004-12-27,659.247
2004-12-28,658.537
2004-12-29,658.14
2004-12-30,661.814
2004-12-31,657.585
2005-01-03,662.76
2005-01-04,661.791
2005-01-05,660.231
2005-01-06,653.752
2005-01-07,644.628
2005-01-10,645.765
2005-01-11,648.063
2005-01-12,657.335
2005-01-13,641.584
2005-01-14,631.632
2005-01-17,636.63
2005-01-18,637.601
2005-01-19,635.473
2005-01-20,629.041
2005-01-21,634.292
2005-01-24,632.593
2005-01-25,626.441
2005-01-26,639.618
2005-01-27,637.401
2005-01-28,637.293
2005-01-31,642.91
2005-02-01,645.479
2005-02-02,657.307
2005-02-03,655.224
2005-02-04,662.318
2005-02-07,652.4
2005-02-08,651.779
2005-02-09,657.652
2005-02-10,653.91
2005-02-11,654.467
2005-02-14,662.331
2005-02-15,666.621
2005-02-16,670.288
2005-02-17,675.396
2005-02-18,674.51
2005-02-21,672.64
2005-02-22,683.246
2005-02-23,670.915
2005-02-24,673.404
2005-02-25,677.162
2005-02-28,695.993
2005-03-01,694.48
2005-03-02,679.8
2005-03-03,683.525
2005-03-04,695.571
2005-03-07,695.93
2005-03-08,703.445
2005-03-09,698.671
2005-03-10,682.27
2005-03-11,683.716
2005-03-14,677.646
2005-03-15,675.123
2005-03-16,679.032
2005-03-17,672.63
2005-03-18,671.813
2005-03-21,667.159
2005-03-22,663.463
2005-03-23,648.592
2005-03-24,681.721
2005-03-25,681.721
2005-03-28,676.936
2005-03-29,669.948
2005-03-30,681.219
2005-03-31,677.895
2005-04-01,683.413
2005-04-04,673.639
2005-04-05,672.663
2005-04-06,687.506
2005-04-07,687.615
2005-04-08,683.61
2005-04-11,688.881
2005-04-12,682.273
2005-04-13,679.201
2005-04-14,660.858
2005-04-15,667.147
2005-04-18,652.311
2005-04-19,655.503
2005-04-20,664.207
2005-04-21,659.542
2005-04-22,670.405
2005-04-25,667.927
2005-04-26,662.509
2005-04-27,647.04
2005-04-28,643.324
2005-04-29,647.261
2005-05-02,643.362
2005-05-03,645.373
2005-05-04,653.53
2005-05-05,655.934
2005-05-06,652.499
2005-05-09,643.602
2005-05-10,645.376
2005-05-11,645.471
2005-05-12,626.763
2005-05-13,617.24
2005-05-16,611.471
2005-05-17,608.634
2005-05-18,624.261
2005-05-19,625.223
2005-05-20,623.156
2005-05-23,625.206
2005-05-24,624.338
2005-05-25,627.812
2005-05-26,623.469
2005-05-27,623.369
2005-05-30,616.061
2005-05-31,609.457
2005-06-01,613.034
2005-06-02,618.931
2005-06-03,616.04
2005-06-06,612.242
2005-06-07,608.805
2005-06-08,608.591
2005-06-09,598.392
2005-06-10,600.995
2005-06-13,596.096
2005-06-14,597.13
2005-06-15,602.82
2005-06-16,602.381
2005-06-17,602.368
2005-06-20,596.169
2005-06-21,603.659
2005-06-22,611.837
2005-06-23,602.814
2005-06-24,599.851
2005-06-27,599.945
2005-06-28,597.558
2005-06-29,603.238
2005-06-30,598.467
2005-07-01,594.083
2005-07-04,588.697
2005-07-05,589.143
2005-07-06,587.28
2005-07-07,580.634
2005-07-08,582.287
2005-07-11,590.223
2005-07-12,593.52
2005-07-13,597.277
2005-07-14,602.33
2005-07-15,606.308
2005-07-18,604.394
2005-07-19,611.26
2005-07-20,611.632
2005-07-21,615.674
2005-07-22,613.971
2005-07-25,607.56
2005-07-26,606.338
2005-07-27,609.836
2005-07-28,621.664
2005-07-29,623.047
2005-08-01,623.643
2005-08-02,627.617
2005-08-03,643.071
2005-08-04,644.213
2005-08-05,636.353
2005-08-08,639.204
2005-08-09,636.527
2005-08-10,638.117
2005-08-11,634.398
2005-08-12,629.845
2005-08-15,630.138
2005-08-16,630.663
2005-08-17,630.671
2005-08-18,617.228
2005-08-19,618.752
2005-08-22,622.999
2005-08-23,612.907
2005-08-24,615.803
2005-08-25,616.236
2005-08-26,615.08
2005-08-29,606.599
2005-08-30,606.52
2005-08-31,608.636
2005-09-01,624.409
2005-09-02,632.502
2005-09-05,629.954
2005-09-06,632.402
2005-09-07,632.143
2005-09-08,624.668
2005-09-09,626.547
2005-09-12,619.19
2005-09-13,620.14
2005-09-14,630.57
2005-09-15,626.184
2005-09-16,621.292
2005-09-19,622.644
2005-09-20,626.689
2005-09-21,633.208
2005-09-22,629.963
2005-09-23,623.44
2005-09-26,633.822
2005-09-27,636.214
2005-09-28,647.935
2005-09-29,637.548
2005-09-30,644.404
2005-10-03,636.898
2005-10-04,656.46
2005-10-05,657.342
2005-10-06,656.936
2005-10-07,656.626
2005-10-10,654.147
2005-10-11,647.936
2005-10-12,647.456
2005-10-13,635.836
2005-10-14,643.807
2005-10-17,640.885
2005-10-18,637.444
2005-10-19,627.468
2005-10-20,636.841
2005-10-21,637.949
2005-10-24,645.853
2005-10-25,646.109
2005-10-26,648.017
2005-10-27,639.94
2005-10-28,632.066
2005-10-31,637.805
2005-11-01,639.786
2005-11-02,638.729
2005-11-03,640.537
2005-11-04,653.385
2005-11-07,656.405
2005-11-08,660.355
2005-11-09,659.091
