Date,BELGIUM MID VALUE Mid Cap
2009-09-30,1041.619
2009-10-30,1001.124
2009-11-30,1040.701
2009-12-31,1007.736
2010-01-29,986.667
2010-02-26,962.698
2010-03-31,995.923
2010-04-30,939.656
2010-05-31,851.69
2010-06-30,799.939
2010-07-30,874.558
2010-08-31,803.811
2010-09-30,913.335
2010-10-29,934.085
2010-11-30,817.934
2010-12-31,870.792
2011-01-31,940.097
2011-02-28,994.272
2011-03-31,1002.47
2011-04-29,1134.611
2011-05-31,1119.289
2011-06-30,1092.827
2011-07-29,1007.413
2011-08-31,910.954
2011-09-30,777.163
2011-10-31,823.484
2011-11-30,736.034
2011-12-30,678.893
2012-01-31,745.546
2012-02-29,803.783
2012-03-30,787.936
2012-04-30,752.654
2012-05-31,646.386
2012-06-29,708.147
2012-07-31,712.128
2012-08-31,761.0
2012-09-28,801.315
2012-10-31,818.468
2012-11-30,883.532
2012-12-31,954.753
2013-01-31,1069.436
2013-02-28,1041.819
2013-03-29,1044.371
2013-04-30,1148.662
2013-05-31,1160.389
2013-06-28,1111.414
2013-07-31,1228.753
2013-08-30,1201.573
2013-09-30,1219.421
2013-10-31,1263.848
2013-11-29,1213.818
2013-12-31,1254.763
2014-01-31,1300.482
2014-02-28,1415.921
2014-03-31,1401.464
2014-04-30,1381.787
2014-05-30,1380.255
2014-06-30,1309.9
2014-07-31,1217.152
2014-08-29,1213.901
2014-09-30,1203.205
2014-10-31,1195.579
2014-11-28,1279.145
2014-12-31,1275.112
2015-01-30,1328.375
2015-02-27,1416.278
2015-03-31,1405.725
2015-04-30,1368.842
2015-05-29,1451.11
2015-06-30,1421.113
2015-07-31,1511.995
2015-08-31,1476.738
2015-09-30,1463.4
2015-10-30,1571.717
2015-11-30,1608.633
2015-12-31,1625.372
2016-01-29,1508.903
2016-02-29,1505.073
2016-03-31,1593.944
2016-04-29,1593.146
2016-05-31,1643.51
2016-06-30,1528.699
2016-07-29,1662.351
2016-08-31,1726.702
2016-09-30,1826.922
2016-10-31,1807.561
2016-11-30,1817.113
2016-12-30,1877.399
2017-01-31,1940.465
2017-02-28,1833.718
2017-03-31,1913.824
2017-04-28,1990.866
2017-05-31,2080.994
2017-06-30,2109.854
2017-07-31,2286.426
2017-08-31,2332.414
2017-09-29,2391.335
2017-10-31,2408.763
2017-11-30,2340.567
2017-12-29,2306.359
2018-01-31,2444.492
2018-02-28,2364.603
2018-03-30,2340.575
2018-04-30,2391.942
2018-05-31,2282.445
2018-06-29,2168.746
2018-07-31,2319.312
2018-08-31,2227.455
2018-09-28,2308.854
2018-10-31,2235.969
2018-11-30,2234.511
2018-12-31,2156.299
2019-01-31,2202.468
2019-02-28,2269.982
2019-03-29,2305.738
2019-04-30,2421.654
2019-05-31,2365.101
2019-06-28,2535.0
2019-07-31,2563.634
2019-08-30,2546.988
2019-09-30,2609.896
2019-10-31,2718.727
2019-11-29,2809.969
2019-12-31,2783.474
2020-01-31,2603.048
2020-02-28,2228.247
2020-03-31,1993.194
2020-04-30,1928.577
2020-05-29,1884.738
2020-06-30,1921.403
2020-07-31,1967.804
2020-08-31,2131.924
2020-09-30,2135.586
2020-10-30,2073.471
2020-11-30,2582.615
2020-12-31,2685.174
2021-01-29,2649.217
2021-02-26,2796.226
2021-03-31,2939.148
2021-04-30,2962.806
2021-05-31,3130.346
2021-06-30,2970.059
2021-07-30,2997.374
2021-08-31,2985.156
2021-09-30,2837.551
2021-10-29,2762.749
2021-11-30,2682.754
2021-12-31,2936.275
2022-01-31,2653.894
2022-02-28,2672.77
2022-03-31,2694.391
2022-04-29,2529.724
2022-05-31,2615.917
2022-06-30,2472.713
2022-07-29,2483.157
2022-08-31,2385.728
2022-09-30,2219.04
2022-10-31,2363.577
2022-11-30,2526.633
2022-12-30,2705.523
2023-01-31,2985.949
2023-02-28,2854.436
2023-03-31,2790.178
2023-04-28,2863.384
2023-05-31,2570.091
2023-06-30,2628.995
2023-07-31,2831.617
2023-08-31,2671.803
2023-09-29,2505.723
2023-10-31,2422.801
2023-11-30,2708.024
2023-12-29,2864.797
2024-01-31,2661.651
2024-02-29,2542.962
2024-03-29,2651.992
2024-04-30,2638.498
2024-05-31,2749.776
2024-06-28,2509.535
2024-07-31,2549.292
2024-08-30,2572.189
2024-09-30,2701.377
2024-10-31,2446.47
2024-11-29,2348.683
2024-12-31,2261.6
2025-01-31,2405.307
2025-02-28,2411.511
2025-03-31,2486.511
2025-04-30,2667.095
2025-05-30,2805.532
2025-06-30,2972.026
2025-07-31,2979.548
2025-08-29,3073.87
2025-09-30,3012.074
