Date,NETHERLANDS LARGE CAP Large Cap
2009-09-30,718.409
2009-10-30,705.841
2009-11-30,712.261
2009-12-31,735.603
2010-01-29,710.63
2010-02-26,680.775
2010-03-31,724.543
2010-04-30,722.117
2010-05-31,637.38
2010-06-30,633.239
2010-07-30,699.974
2010-08-31,653.129
2010-09-30,732.878
2010-10-29,736.753
2010-11-30,658.283
2010-12-31,723.767
2011-01-31,755.107
2011-02-28,788.686
2011-03-31,801.158
2011-04-29,829.156
2011-05-31,788.896
2011-06-30,771.066
2011-07-29,738.492
2011-08-31,673.598
2011-09-30,613.746
2011-10-31,691.911
2011-11-30,654.371
2011-12-30,656.131
2012-01-31,673.494
2012-02-29,696.131
2012-03-30,701.21
2012-04-30,668.282
2012-05-31,606.488
2012-06-29,657.875
2012-07-31,686.182
2012-08-31,716.235
2012-09-28,719.378
2012-10-31,747.606
2012-11-30,775.743
2012-12-31,795.154
2013-01-31,872.995
2013-02-28,806.471
2013-03-29,810.859
2013-04-30,839.902
2013-05-31,868.163
2013-06-28,824.327
2013-07-31,903.833
2013-08-30,881.863
2013-09-30,936.458
2013-10-31,985.438
2013-11-29,994.44
2013-12-31,1020.838
2014-01-31,949.963
2014-02-28,1018.352
2014-03-31,1035.69
2014-04-30,1016.513
2014-05-30,1022.686
2014-06-30,1039.697
2014-07-31,993.434
2014-08-29,1015.113
2014-09-30,1015.58
2014-10-31,992.256
2014-11-28,1041.136
2014-12-31,997.504
2015-01-30,1009.693
2015-02-27,1076.527
2015-03-31,1052.517
2015-04-30,1091.672
2015-05-29,1109.368
2015-06-30,1077.586
2015-07-31,1122.75
2015-08-31,1028.201
2015-09-30,989.457
2015-10-30,1075.974
2015-11-30,1050.913
2015-12-31,1018.497
2016-01-29,995.056
2016-02-29,974.158
2016-03-31,1048.527
2016-04-29,1047.227
2016-05-31,1066.539
2016-06-30,1000.716
2016-07-29,1052.727
2016-08-31,1078.504
2016-09-30,1095.412
2016-10-31,1072.352
2016-11-30,1036.352
2016-12-30,1076.676
2017-01-31,1092.005
2017-02-28,1140.003
2017-03-31,1211.809
2017-04-28,1266.065
2017-05-31,1330.551
2017-06-30,1310.089
2017-07-31,1402.385
2017-08-31,1401.325
2017-09-29,1433.366
2017-10-31,1443.781
2017-11-30,1419.904
2017-12-29,1431.842
2018-01-31,1523.912
2018-02-28,1443.621
2018-03-30,1449.377
2018-04-30,1463.676
2018-05-31,1417.102
2018-06-29,1420.766
2018-07-31,1474.065
2018-08-31,1440.308
2018-09-28,1386.665
2018-10-31,1276.095
2018-11-30,1310.253
2018-12-31,1229.359
2019-01-31,1318.177
2019-02-28,1383.445
2019-03-29,1400.874
2019-04-30,1484.663
2019-05-31,1391.97
2019-06-28,1483.923
2019-07-31,1502.63
2019-08-30,1487.469
2019-09-30,1526.78
2019-10-31,1539.626
2019-11-29,1578.802
2019-12-31,1644.126
2020-01-31,1595.144
2020-02-28,1468.967
2020-03-31,1313.317
2020-04-30,1421.313
2020-05-29,1526.53
2020-06-30,1642.146
2020-07-31,1715.146
2020-08-31,1759.424
2020-09-30,1742.381
2020-10-30,1696.413
2020-11-30,1935.269
2020-12-31,2061.337
2021-01-29,2117.926
2021-02-26,2201.147
2021-03-31,2304.635
2021-04-30,2428.933
2021-05-31,2489.947
2021-06-30,2490.362
2021-07-30,2614.362
2021-08-31,2796.185
2021-09-30,2576.945
2021-10-29,2760.247
2021-11-30,2604.605
2021-12-31,2681.788
2022-01-31,2356.811
2022-02-28,2246.258
2022-03-31,2198.092
2022-04-29,1964.881
2022-05-31,1979.871
2022-06-30,1775.858
2022-07-29,1974.261
2022-08-31,1758.792
2022-09-30,1578.51
2022-10-31,1664.742
2022-11-30,1971.064
2022-12-30,1916.861
2023-01-31,2207.01
2023-02-28,2128.586
2023-03-31,2260.248
2023-04-28,2233.055
2023-05-31,2254.79
2023-06-30,2359.734
2023-07-31,2407.058
2023-08-31,2180.182
2023-09-29,2004.303
2023-10-31,1983.334
2023-11-30,2237.609
2023-12-29,2401.96
2024-01-31,2581.795
2024-02-29,2715.869
2024-03-29,2821.569
2024-04-30,2700.55
2024-05-31,2863.97
2024-06-28,2971.54
2024-07-31,2804.576
2024-08-30,2852.468
2024-09-30,2797.13
2024-10-31,2450.155
2024-11-29,2436.341
2024-12-31,2432.012
2025-01-31,2573.991
2025-02-28,2550.921
2025-03-31,2455.394
2025-04-30,2560.068
2025-05-30,2789.706
2025-06-30,2895.645
2025-07-31,2708.741
2025-08-29,2773.497
2025-09-30,3213.348
2025-10-31,3332.235
2025-11-28,3252.651
