Date,NETHERLANDS LARGE CAP Large Cap
1994-05-31,211.388
1994-06-30,209.219
1994-07-29,222.003
1994-08-31,230.128
1994-09-30,225.058
1994-10-31,239.247
1994-11-30,227.278
1994-12-30,233.486
1995-01-31,235.925
1995-02-28,242.499
1995-03-31,255.859
1995-04-28,265.227
1995-05-31,271.541
1995-06-30,274.484
1995-07-31,289.528
1995-08-31,272.945
1995-09-29,287.791
1995-10-31,284.693
1995-11-30,293.378
1995-12-29,303.757
1996-01-31,304.135
1996-02-29,310.405
1996-03-29,320.199
1996-04-30,321.731
1996-05-31,338.393
1996-06-28,336.732
1996-07-31,329.994
1996-08-30,337.557
1996-09-30,344.897
1996-10-31,350.288
1996-11-29,371.831
1996-12-31,381.801
1997-01-31,375.244
1997-02-28,390.186
1997-03-31,401.604
1997-04-30,397.993
1997-05-30,423.285
1997-06-30,453.108
1997-07-31,485.807
1997-08-29,441.07
1997-09-30,480.091
1997-10-31,457.208
1997-11-28,454.218
1997-12-31,464.597
1998-01-30,470.191
1998-02-27,522.131
1998-03-31,540.423
1998-04-30,555.533
1998-05-29,596.079
1998-06-30,586.446
1998-07-31,598.096
1998-08-31,528.434
1998-09-30,494.901
1998-10-30,522.771
1998-11-30,562.528
1998-12-31,612.661
1999-01-29,573.509
1999-02-26,566.296
1999-03-31,572.928
1999-04-30,608.73
1999-05-31,580.123
1999-06-30,583.233
1999-07-30,600.156
1999-08-31,615.568
1999-09-30,593.337
1999-10-29,616.972
1999-11-30,621.612
1999-12-31,683.362
2000-01-31,604.29
2000-02-29,651.887
2000-03-31,656.705
2000-04-28,630.836
2000-05-31,642.312
2000-06-30,678.836
2000-07-31,651.533
2000-08-31,653.231
2000-09-29,627.191
2000-10-31,619.719
2000-11-30,612.259
2000-12-29,642.753
2001-01-31,638.926
2001-02-28,594.615
2001-03-30,540.391
2001-04-30,579.099
2001-05-31,555.358
2001-06-29,543.154
2001-07-31,541.708
2001-08-31,539.268
2001-09-28,470.737
2001-10-31,471.271
2001-11-30,490.165
2001-12-31,502.185
2002-01-31,482.65
2002-02-28,483.056
2002-03-29,523.374
2002-04-30,521.68
2002-05-31,523.275
2002-06-28,510.219
2002-07-31,419.586
2002-08-30,427.072
2002-09-30,350.893
2002-10-31,397.77
2002-11-29,419.967
2002-12-31,399.863
2003-01-31,376.052
2003-02-28,351.102
2003-03-31,340.342
2003-04-30,379.845
2003-05-30,399.501
2003-06-30,402.729
2003-07-31,419.095
2003-08-29,424.777
2003-09-30,419.416
2003-10-31,446.142
2003-11-28,460.341
2003-12-31,506.06
2004-01-30,500.634
2004-02-27,508.359
2004-03-31,481.773
2004-04-30,481.254
2004-05-31,489.03
2004-06-30,499.091
2004-07-30,477.349
2004-08-31,476.528
2004-09-30,485.145
2004-10-29,507.062
2004-11-30,539.128
2004-12-31,565.337
2005-01-31,563.314
2005-02-28,600.271
2005-03-31,577.674
2005-04-29,548.765
2005-05-31,551.746
2005-06-30,579.56
2005-07-29,588.456
2005-08-31,584.879
2005-09-30,591.612
2005-10-31,581.502
2005-11-30,614.146
2005-12-30,645.282
2006-01-31,672.608
2006-02-28,691.328
2006-03-31,719.876
2006-04-28,743.859
2006-05-31,711.255
2006-06-30,711.709
2006-07-31,733.519
2006-08-31,771.185
2006-09-29,794.143
2006-10-31,794.226
2006-11-30,812.656
2006-12-29,843.136
2007-01-31,844.532
2007-02-28,847.068
2007-03-30,918.468
2007-04-30,1007.904
2007-05-31,1000.0
2007-06-29,993.787
2007-07-31,983.887
2007-08-31,962.039
2007-09-28,1043.821
2007-10-31,1057.916
2007-11-30,1018.689
2007-12-31,1032.072
2008-01-31,910.165
2008-02-29,932.523
2008-03-31,965.97
2008-04-30,1001.153
2008-05-30,998.62
2008-06-30,869.546
2008-07-31,844.046
2008-08-29,852.387
2008-09-30,693.728
2008-10-31,516.936
2008-11-28,492.641
2008-12-31,541.738
2009-01-30,494.173
2009-02-27,428.756
2009-03-31,441.572
2009-04-30,493.867
2009-05-29,557.453
2009-06-30,551.275
2009-07-31,630.062
2009-08-31,663.996
