Date,NETHERLANDS LARGE CAP Large Cap
2001-06-22,541.976
2001-06-25,548.678
2001-06-26,544.165
2001-06-27,541.078
2001-06-28,534.379
2001-06-29,543.154
2001-07-02,551.064
2001-07-03,545.004
2001-07-04,543.147
2001-07-05,538.803
2001-07-06,533.554
2001-07-09,535.077
2001-07-10,536.252
2001-07-11,532.042
2001-07-12,529.266
2001-07-13,528.584
2001-07-16,524.95
2001-07-17,523.398
2001-07-18,525.841
2001-07-19,527.569
2001-07-20,526.112
2001-07-23,526.721
2001-07-24,527.293
2001-07-25,520.586
2001-07-26,522.693
2001-07-27,528.729
2001-07-30,537.532
2001-07-31,541.708
2001-08-01,547.219
2001-08-02,544.054
2001-08-03,538.471
2001-08-06,538.244
2001-08-07,537.765
2001-08-08,532.395
2001-08-09,532.816
2001-08-10,532.786
2001-08-13,538.709
2001-08-14,544.026
2001-08-15,546.81
2001-08-16,546.373
2001-08-17,540.272
2001-08-20,538.752
2001-08-21,544.74
2001-08-22,547.687
2001-08-23,550.532
2001-08-24,556.783
2001-08-27,558.577
2001-08-28,549.588
2001-08-29,552.645
2001-08-30,543.031
2001-08-31,539.268
2001-09-03,531.235
2001-09-04,527.073
2001-09-05,518.606
2001-09-06,508.038
2001-09-07,499.136
2001-09-10,494.315
2001-09-11,469.724
2001-09-12,469.129
2001-09-13,475.249
2001-09-14,448.689
2001-09-17,462.926
2001-09-18,465.229
2001-09-19,455.684
2001-09-20,428.152
2001-09-21,405.659
2001-09-24,432.238
2001-09-25,447.079
2001-09-26,452.442
2001-09-27,454.819
2001-09-28,470.737
2001-10-01,457.623
2001-10-02,466.382
2001-10-03,462.94
2001-10-04,481.855
2001-10-05,480.682
2001-10-08,481.58
2001-10-09,481.737
2001-10-10,492.586
2001-10-11,493.653
2001-10-12,492.548
2001-10-15,469.16
2001-10-16,471.803
2001-10-17,482.925
2001-10-18,467.335
2001-10-19,455.907
2001-10-22,462.284
2001-10-23,476.07
2001-10-24,474.689
2001-10-25,468.157
2001-10-26,480.993
2001-10-29,479.716
2001-10-30,469.036
2001-10-31,471.271
2001-11-01,480.218
2001-11-02,480.263
2001-11-05,490.515
2001-11-06,487.67
2001-11-07,497.348
2001-11-08,504.054
2001-11-09,495.788
2001-11-12,483.52
2001-11-13,496.974
2001-11-14,490.924
2001-11-15,484.866
2001-11-16,494.194
2001-11-19,495.286
2001-11-20,494.544
2001-11-21,488.004
2001-11-22,497.002
2001-11-23,496.182
2001-11-26,494.96
2001-11-27,488.513
2001-11-28,483.181
2001-11-29,484.876
2001-11-30,490.165
2001-12-03,485.884
2001-12-04,488.948
2001-12-05,500.139
2001-12-06,501.523
2001-12-07,497.649
2001-12-10,486.733
2001-12-11,487.613
2001-12-12,483.911
2001-12-13,475.718
2001-12-14,475.735
2001-12-17,491.171
2001-12-18,488.005
2001-12-19,485.288
2001-12-20,479.525
2001-12-21,487.494
2001-12-24,482.462
2001-12-25,482.462
2001-12-26,482.874
2001-12-27,496.674
2001-12-28,497.335
2001-12-31,502.185
2002-01-01,502.185
2002-01-02,498.274
2002-01-03,503.145
2002-01-04,496.255
2002-01-07,493.101
2002-01-08,488.333
2002-01-09,491.055
2002-01-10,487.958
2002-01-11,493.111
2002-01-14,483.478
2002-01-15,488.342
2002-01-16,479.625
2002-01-17,485.092
2002-01-18,483.986
2002-01-21,482.437
2002-01-22,483.942
2002-01-23,485.345
2002-01-24,492.996
2002-01-25,486.776
2002-01-28,489.093
2002-01-29,484.225
2002-01-30,477.555
2002-01-31,482.65
2002-02-01,483.905
2002-02-04,482.592
2002-02-05,473.637
2002-02-06,469.577
2002-02-07,471.906
2002-02-08,470.944
2002-02-11,479.767
2002-02-12,480.458
2002-02-13,481.139
2002-02-14,487.059
2002-02-15,486.539
2002-02-18,481.13
2002-02-19,473.823
2002-02-20,469.525
2002-02-21,475.586
2002-02-22,472.81
2002-02-25,476.223
2002-02-26,476.889
2002-02-27,479.345
2002-02-28,483.056
2002-03-01,486.867
2002-03-04,500.086
2002-03-05,500.004
2002-03-06,503.751
2002-03-07,511.908
2002-03-08,509.923
2002-03-11,511.119
2002-03-12,508.293
2002-03-13,505.286
2002-03-14,508.743
2002-03-15,516.904
2002-03-18,519.033
2002-03-19,523.76
2002-03-20,521.198
2002-03-21,517.55
2002-03-22,518.996
2002-03-25,514.634
2002-03-26,515.947
2002-03-27,515.397
2002-03-28,523.374
2002-03-29,523.374
2002-04-01,527.663
2002-04-02,527.638
2002-04-03,525.116
2002-04-04,518.197
2002-04-05,512.486
2002-04-08,503.393
2002-04-09,506.268
2002-04-10,512.131
2002-04-11,508.564
2002-04-12,506.611
2002-04-15,509.99
2002-04-16,522.847
2002-04-17,527.72
2002-04-18,529.192
2002-04-19,529.2
2002-04-22,526.805
2002-04-23,526.479
2002-04-24,521.505
2002-04-25,519.316
2002-04-26,517.558
2002-04-29,515.794
2002-04-30,521.68
2002-05-01,524.633
2002-05-02,516.009
2002-05-03,517.279
2002-05-06,514.918
2002-05-07,508.719
2002-05-08,514.912
2002-05-09,515.674
2002-05-10,512.043
2002-05-13,514.62
2002-05-14,518.543
2002-05-15,523.467
2002-05-16,523.34
2002-05-17,526.396
2002-05-20,523.332
2002-05-21,518.735
2002-05-22,518.256
2002-05-23,521.78
2002-05-24,524.536
2002-05-27,523.264
2002-05-28,524.384
2002-05-29,523.864
2002-05-30,517.088
2002-05-31,523.275
2002-06-03,517.562
2002-06-04,503.108
2002-06-05,501.749
2002-06-06,509.263
2002-06-07,495.977
2002-06-10,493.441
2002-06-11,502.566
2002-06-12,489.499
2002-06-13,485.133
2002-06-14,472.111
2002-06-17,487.732
2002-06-18,491.908
2002-06-19,487.88
2002-06-20,479.882
2002-06-21,477.025
2002-06-24,468.111
2002-06-25,481.63
2002-06-26,479.142
2002-06-27,483.101
2002-06-28,510.219
2002-07-01,509.606
2002-07-02,490.547
2002-07-03,475.401
2002-07-04,492.041
2002-07-05,507.684
2002-07-08,510.3
2002-07-09,508.736
2002-07-10,476.527
2002-07-11,457.212
2002-07-12,453.094
2002-07-15,428.046
2002-07-16,425.558
2002-07-17,443.157
2002-07-18,448.662
2002-07-19,433.842
2002-07-22,396.78
2002-07-23,383.576
2002-07-24,371.974
2002-07-25,394.538
2002-07-26,391.025
2002-07-29,414.17
2002-07-30,410.613
2002-07-31,419.586
2002-08-01,394.638
2002-08-02,392.295
2002-08-05,380.459
2002-08-06,390.606
2002-08-07,392.852
2002-08-08,411.766
2002-08-09,422.54
2002-08-12,412.29
2002-08-13,417.828
2002-08-14,407.829
2002-08-15,424.35
2002-08-16,429.582
2002-08-19,441.801
2002-08-20,435.223
2002-08-21,436.983
2002-08-22,449.407
2002-08-23,444.191
2002-08-26,432.387
2002-08-27,452.661
2002-08-28,432.759
2002-08-29,421.177
2002-08-30,427.072
2002-09-02,420.669
2002-09-03,405.567
2002-09-04,403.291
2002-09-05,398.392
2002-09-06,410.534
2002-09-09,398.146
2002-09-10,407.304
2002-09-11,418.737
2002-09-12,398.284
2002-09-13,389.423
2002-09-16,385.885
2002-09-17,379.035
2002-09-18,364.975
2002-09-19,361.185
2002-09-20,356.526
2002-09-23,344.965
2002-09-24,343.857
2002-09-25,347.666
2002-09-26,370.968
2002-09-27,368.117
2002-09-30,350.893
2002-10-01,362.34
2002-10-02,377.869
2002-10-03,372.864
2002-10-04,362.494
2002-10-07,358.73
2002-10-08,348.642
2002-10-09,349.631
2002-10-10,359.459
2002-10-11,375.676
2002-10-14,372.123
2002-10-15,396.264
2002-10-16,386.477
2002-10-17,394.322
2002-10-18,396.386
2002-10-21,396.286
2002-10-22,391.883
2002-10-23,376.744
2002-10-24,385.448
2002-10-25,380.404
2002-10-28,390.092
2002-10-29,369.595
2002-10-30,385.42
2002-10-31,397.77
2002-11-01,395.258
2002-11-04,407.259
2002-11-05,412.366
2002-11-06,405.369
2002-11-07,394.509
2002-11-08,391.842
2002-11-11,390.34
2002-11-12,390.393
2002-11-13,386.881
2002-11-14,394.189
2002-11-15,399.763
2002-11-18,405.307
2002-11-19,405.109
2002-11-20,399.363
2002-11-21,415.734
2002-11-22,416.069
2002-11-25,414.676
2002-11-26,404.019
2002-11-27,414.336
2002-11-28,418.901
2002-11-29,419.967
2002-12-02,417.387
2002-12-03,408.109
2002-12-04,401.648
2002-12-05,397.782
2002-12-06,400.385
2002-12-09,392.353
2002-12-10,393.176
2002-12-11,398.763
2002-12-12,395.957
2002-12-13,390.997
2002-12-16,404.335
2002-12-17,401.523
2002-12-18,392.023
2002-12-19,388.595
2002-12-20,394.492
2002-12-23,400.837
2002-12-24,402.101
2002-12-25,402.101
2002-12-26,403.115
2002-12-27,392.161
2002-12-30,397.233
2002-12-31,399.863
2003-01-01,399.863
2003-01-02,412.897
2003-01-03,410.949
2003-01-06,416.838
2003-01-07,412.892
2003-01-08,404.543
2003-01-09,413.781
2003-01-10,417.248
2003-01-13,419.488
2003-01-14,419.176
2003-01-15,413.717
2003-01-16,412.452
2003-01-17,402.465
2003-01-20,393.584
2003-01-21,387.559
2003-01-22,378.618
2003-01-23,376.807
2003-01-24,375.855
2003-01-27,361.549
2003-01-28,363.87
2003-01-29,366.175
2003-01-30,374.802
2003-01-31,376.052
2003-02-03,380.458
2003-02-04,369.573
2003-02-05,375.867
2003-02-06,365.364
2003-02-07,357.806
2003-02-10,351.607
2003-02-11,360.368
2003-02-12,350.87
2003-02-13,353.384
2003-02-14,363.869
2003-02-17,370.106
2003-02-18,372.721
2003-02-19,365.852
2003-02-20,362.853
2003-02-21,365.711
2003-02-24,350.586
2003-02-25,338.166
2003-02-26,335.641
2003-02-27,340.623
2003-02-28,351.102
2003-03-03,354.073
2003-03-04,346.811
2003-03-05,344.871
2003-03-06,337.841
2003-03-07,326.178
2003-03-10,318.559
2003-03-11,320.59
2003-03-12,304.378
2003-03-13,325.602
2003-03-14,340.406
2003-03-17,352.551
2003-03-18,345.879
2003-03-19,348.872
2003-03-20,345.785
2003-03-21,358.061
2003-03-24,341.775
2003-03-25,353.389
2003-03-26,353.573
2003-03-27,347.459
2003-03-28,351.654
2003-03-31,340.342
2003-04-01,346.766
2003-04-02,355.636
2003-04-03,357.424
2003-04-04,357.793
2003-04-07,371.903
2003-04-08,365.977
2003-04-09,365.951
2003-04-10,362.632
2003-04-11,365.616
2003-04-14,369.743
2003-04-15,379.186
2003-04-16,378.771
2003-04-17,382.525
2003-04-18,382.525
2003-04-21,380.876
2003-04-22,384.175
2003-04-23,388.015
2003-04-24,379.324
2003-04-25,372.24
2003-04-28,383.119
2003-04-29,377.665
2003-04-30,379.845
2003-05-01,383.333
2003-05-02,378.029
2003-05-05,387.927
2003-05-06,396.467
2003-05-07,392.102
2003-05-08,385.765
2003-05-09,391.241
2003-05-12,395.495
2003-05-13,395.41
2003-05-14,394.398
2003-05-15,394.518
2003-05-16,399.017
2003-05-19,388.575
2003-05-20,389.71
2003-05-21,383.467
2003-05-22,389.301
2003-05-23,387.798
2003-05-26,389.581
2003-05-27,392.677
2003-05-28,398.058
2003-05-29,400.507
2003-05-30,399.501
2003-06-02,405.525
2003-06-03,402.759
2003-06-04,410.479
2003-06-05,414.66
2003-06-06,419.883
2003-06-09,414.387
2003-06-10,413.762
2003-06-11,426.059
2003-06-12,432.374
2003-06-13,422.567
2003-06-16,433.701
2003-06-17,431.871
2003-06-18,431.558
2003-06-19,423.353
2003-06-20,426.751
2003-06-23,408.096
2003-06-24,404.337
2003-06-25,411.404
2003-06-26,405.207
2003-06-27,408.26
2003-06-30,402.729
2003-07-01,398.203
2003-07-02,405.77
2003-07-03,406.669
2003-07-04,402.604
2003-07-07,413.523
2003-07-08,412.047
2003-07-09,407.116
2003-07-10,401.805
2003-07-11,406.203
2003-07-14,412.5
2003-07-15,410.199
2003-07-16,408.269
2003-07-17,402.598
2003-07-18,411.043
2003-07-21,410.629
2003-07-22,416.145
2003-07-23,416.367
2003-07-24,423.736
2003-07-25,419.558
2003-07-28,422.346
2003-07-29,418.046
2003-07-30,415.13
2003-07-31,419.095
2003-08-01,412.497
2003-08-04,412.339
2003-08-05,416.063
2003-08-06,411.386
2003-08-07,415.881
2003-08-08,419.847
2003-08-11,424.268
2003-08-12,425.2
2003-08-13,424.252
2003-08-14,429.837
2003-08-15,432.277
2003-08-18,432.236
2003-08-19,428.229
2003-08-20,427.539
2003-08-21,426.827
2003-08-22,426.555
2003-08-25,423.616
2003-08-26,418.203
2003-08-27,422.548
2003-08-28,423.689
2003-08-29,424.777
2003-09-01,434.011
2003-09-02,429.84
2003-09-03,433.183
2003-09-04,435.028
2003-09-05,437.65
2003-09-08,443.975
2003-09-09,441.572
2003-09-10,435.718
2003-09-11,435.764
2003-09-12,436.407
2003-09-15,438.991
2003-09-16,439.089
2003-09-17,442.697
2003-09-18,443.93
2003-09-19,442.86
2003-09-22,437.983
2003-09-23,433.083
2003-09-24,433.895
2003-09-25,431.711
2003-09-26,423.097
2003-09-29,424.2
2003-09-30,419.416
2003-10-01,429.622
2003-10-02,431.143
2003-10-03,440.621
2003-10-06,438.277
2003-10-07,439.075
2003-10-08,438.535
2003-10-09,445.49
2003-10-10,447.243
2003-10-13,451.475
2003-10-14,449.215
2003-10-15,452.528
2003-10-16,450.886
2003-10-17,450.979
2003-10-20,447.205
2003-10-21,449.819
2003-10-22,444.96
2003-10-23,437.497
2003-10-24,437.2
2003-10-27,439.472
2003-10-28,439.403
2003-10-29,441.644
2003-10-30,444.691
2003-10-31,446.142
2003-11-03,452.029
2003-11-04,451.464
2003-11-05,448.086
2003-11-06,450.104
2003-11-07,457.483
2003-11-10,454.361
2003-11-11,451.809
2003-11-12,454.799
2003-11-13,458.717
2003-11-14,461.31
2003-11-17,449.767
2003-11-18,452.18
2003-11-19,451.895
2003-11-20,450.988
2003-11-21,449.882
2003-11-24,454.248
2003-11-25,454.721
2003-11-26,457.75
2003-11-27,459.842
2003-11-28,460.341
2003-12-01,467.478
2003-12-02,471.68
2003-12-03,474.508
2003-12-04,472.182
2003-12-05,472.079
2003-12-08,471.449
2003-12-09,473.576
2003-12-10,470.042
2003-12-11,470.165
2003-12-12,474.115
2003-12-15,476.091
2003-12-16,476.185
2003-12-17,477.583
2003-12-18,482.32
2003-12-19,487.175
2003-12-22,487.714
2003-12-23,487.879
2003-12-24,490.486
2003-12-25,490.486
2003-12-26,490.289
2003-12-29,495.508
2003-12-30,500.8
2003-12-31,506.06
2004-01-01,506.06
2004-01-02,511.097
2004-01-05,515.525
2004-01-06,517.59
2004-01-07,510.676
2004-01-08,517.311
2004-01-09,509.054
2004-01-12,504.244
2004-01-13,504.146
2004-01-14,504.21
2004-01-15,506.409
2004-01-16,503.604
2004-01-19,504.024
2004-01-20,508.554
2004-01-21,515.23
2004-01-22,518.284
2004-01-23,516.646
2004-01-26,509.129
2004-01-27,513.223
2004-01-28,515.115
2004-01-29,501.069
2004-01-30,500.634
2004-02-02,503.775
2004-02-03,503.945
2004-02-04,500.13
2004-02-05,502.188
2004-02-06,506.353
2004-02-09,510.136
2004-02-10,513.427
2004-02-11,514.235
2004-02-12,522.811
2004-02-13,517.75
2004-02-16,520.413
2004-02-17,525.865
2004-02-18,526.401
2004-02-19,524.093
2004-02-20,518.035
2004-02-23,514.754
2004-02-24,511.967
2004-02-25,508.612
2004-02-26,506.903
2004-02-27,508.359
2004-03-01,514.116
2004-03-02,511.943
2004-03-03,504.671
2004-03-04,506.807
2004-03-05,511.748
2004-03-08,512.716
2004-03-09,508.917
2004-03-10,502.238
2004-03-11,489.162
2004-03-12,487.582
2004-03-15,478.756
2004-03-16,483.548
2004-03-17,486.44
2004-03-18,480.191
2004-03-19,479.273
2004-03-22,470.792
2004-03-23,467.703
2004-03-24,461.682
2004-03-25,469.746
2004-03-26,469.454
2004-03-29,478.601
2004-03-30,479.823
2004-03-31,481.773
2004-04-01,488.113
2004-04-02,491.007
2004-04-05,488.685
2004-04-06,488.3
2004-04-07,493.067
2004-04-08,491.103
2004-04-09,491.103
2004-04-12,489.724
2004-04-13,486.66
2004-04-14,483.188
2004-04-15,486.058
2004-04-16,494.028
2004-04-19,493.694
2004-04-20,493.04
2004-04-21,489.657
2004-04-22,492.131
2004-04-23,492.336
2004-04-26,491.304
2004-04-27,493.616
2004-04-28,481.33
2004-04-29,482.63
2004-04-30,481.254
2004-05-03,484.378
2004-05-04,491.407
2004-05-05,496.603
2004-05-06,486.944
2004-05-07,479.481
2004-05-10,466.683
2004-05-11,469.12
2004-05-12,464.502
2004-05-13,467.987
2004-05-14,465.361
2004-05-17,464.115
2004-05-18,465.105
2004-05-19,475.911
2004-05-20,468.717
2004-05-21,471.458
2004-05-24,474.267
2004-05-25,477.932
2004-05-26,481.285
2004-05-27,490.332
2004-05-28,487.619
2004-05-31,489.03
2004-06-01,482.61
2004-06-02,488.291
2004-06-03,489.064
2004-06-04,491.647
2004-06-07,499.553
2004-06-08,498.572
2004-06-09,489.534
2004-06-10,491.106
2004-06-11,487.553
2004-06-14,484.946
2004-06-15,487.614
2004-06-16,490.663
2004-06-17,493.254
2004-06-18,499.094
2004-06-21,497.84
2004-06-22,490.488
2004-06-23,491.505
2004-06-24,500.255
2004-06-25,499.046
2004-06-28,505.734
2004-06-29,500.615
2004-06-30,499.091
2004-07-01,499.863
2004-07-02,500.313
2004-07-05,496.9
2004-07-06,492.632
2004-07-07,494.662
2004-07-08,497.34
2004-07-09,498.084
2004-07-12,495.238
2004-07-13,491.444
2004-07-14,493.185
2004-07-15,488.004
2004-07-16,491.035
2004-07-19,487.657
2004-07-20,487.114
2004-07-21,484.476
2004-07-22,477.495
2004-07-23,471.784
2004-07-26,467.441
2004-07-27,470.492
2004-07-28,468.868
2004-07-29,479.511
2004-07-30,477.349
2004-08-02,471.472
2004-08-03,476.958
2004-08-04,472.86
2004-08-05,474.326
2004-08-06,468.426
2004-08-09,466.163
2004-08-10,472.415
2004-08-11,463.743
2004-08-12,464.141
2004-08-13,466.789
2004-08-16,473.235
2004-08-17,473.654
2004-08-18,473.036
2004-08-19,476.581
2004-08-20,475.278
2004-08-23,478.324
2004-08-24,473.44
2004-08-25,472.892
2004-08-26,475.926
2004-08-27,476.913
2004-08-30,475.708
2004-08-31,476.528
2004-09-01,480.406
2004-09-02,482.734
2004-09-03,481.949
2004-09-06,485.132
2004-09-07,485.98
2004-09-08,486.967
2004-09-09,484.255
2004-09-10,491.336
2004-09-13,494.611
2004-09-14,493.913
2004-09-15,487.554
2004-09-16,486.797
2004-09-17,492.272
2004-09-20,488.298
2004-09-21,496.285
2004-09-22,486.011
2004-09-23,482.986
2004-09-24,480.753
2004-09-27,479.739
2004-09-28,481.63
2004-09-29,482.528
2004-09-30,485.145
2004-10-01,494.276
2004-10-04,493.828
2004-10-05,497.031
2004-10-06,498.842
2004-10-07,499.298
2004-10-08,501.175
2004-10-11,499.746
2004-10-12,491.1
2004-10-13,489.981
2004-10-14,492.024
2004-10-15,493.55
2004-10-18,493.775
2004-10-19,498.02
2004-10-20,494.307
2004-10-21,496.465
2004-10-22,497.423
2004-10-25,494.428
2004-10-26,496.58
2004-10-27,505.126
2004-10-28,508.985
2004-10-29,507.062
2004-11-01,508.742
2004-11-02,510.638
2004-11-03,516.289
2004-11-04,517.524
2004-11-05,521.968
2004-11-08,524.033
2004-11-09,522.075
2004-11-10,524.563
2004-11-11,529.392
2004-11-12,531.743
2004-11-15,530.233
2004-11-16,527.355
2004-11-17,533.598
2004-11-18,531.693
2004-11-19,531.855
2004-11-22,527.844
2004-11-23,529.355
2004-11-24,531.73
2004-11-25,541.313
2004-11-26,542.493
2004-11-29,542.2
2004-11-30,539.128
2004-12-01,546.378
2004-12-02,546.435
2004-12-03,549.092
2004-12-06,548.888
2004-12-07,550.505
2004-12-08,544.206
2004-12-09,539.533
2004-12-10,540.507
2004-12-13,549.131
2004-12-14,549.916
2004-12-15,552.975
2004-12-16,550.287
2004-12-17,544.287
2004-12-20,550.49
2004-12-21,549.558
2004-12-22,554.343
2004-12-23,561.612
2004-12-24,562.697
2004-12-27,565.362
2004-12-28,565.831
2004-12-29,562.946
2004-12-30,564.89
2004-12-31,565.337
2005-01-03,564.168
2005-01-04,557.439
2005-01-05,553.067
2005-01-06,554.127
2005-01-07,550.791
2005-01-10,552.81
2005-01-11,551.794
2005-01-12,552.745
2005-01-13,552.027
2005-01-14,548.661
2005-01-17,550.68
2005-01-18,548.684
2005-01-19,549.258
2005-01-20,544.083
2005-01-21,549.083
2005-01-24,552.745
2005-01-25,551.699
2005-01-26,557.943
2005-01-27,558.894
2005-01-28,556.768
2005-01-31,563.314
2005-02-01,571.559
2005-02-02,574.805
2005-02-03,568.624
2005-02-04,574.712
2005-02-07,571.752
2005-02-08,569.049
2005-02-09,566.693
2005-02-10,570.032
2005-02-11,574.903
2005-02-14,578.939
2005-02-15,582.35
2005-02-16,582.388
2005-02-17,587.469
2005-02-18,590.142
2005-02-21,592.921
2005-02-22,595.218
2005-02-23,588.366
2005-02-24,588.039
2005-02-25,596.071
2005-02-28,600.271
2005-03-01,600.068
2005-03-02,598.343
2005-03-03,599.99
2005-03-04,609.862
2005-03-07,607.563
2005-03-08,610.785
2005-03-09,608.084
2005-03-10,602.934
2005-03-11,605.264
2005-03-14,601.226
2005-03-15,601.794
2005-03-16,597.256
2005-03-17,594.362
2005-03-18,593.507
2005-03-21,586.558
2005-03-22,588.808
2005-03-23,578.22
2005-03-24,579.58
2005-03-25,579.58
2005-03-28,575.513
2005-03-29,577.678
2005-03-30,576.003
2005-03-31,577.674
2005-04-01,574.907
2005-04-04,568.685
2005-04-05,573.306
2005-04-06,575.858
2005-04-07,582.128
2005-04-08,579.816
2005-04-11,582.472
2005-04-12,576.651
2005-04-13,577.564
2005-04-14,571.474
2005-04-15,569.716
2005-04-18,560.533
2005-04-19,563.558
2005-04-20,559.432
2005-04-21,559.459
2005-04-22,563.877
2005-04-25,562.334
2005-04-26,560.261
2005-04-27,551.796
2005-04-28,546.272
2005-04-29,548.765
2005-05-02,547.188
2005-05-03,550.31
2005-05-04,555.726
2005-05-05,561.084
2005-05-06,560.791
2005-05-09,558.221
2005-05-10,557.077
2005-05-11,551.087
2005-05-12,550.42
2005-05-13,547.339
2005-05-16,544.273
2005-05-17,545.845
2005-05-18,555.533
2005-05-19,559.259
2005-05-20,556.763
2005-05-23,562.047
2005-05-24,561.422
2005-05-25,562.766
2005-05-26,563.445
2005-05-27,564.373
2005-05-30,563.689
2005-05-31,551.746
2005-06-01,559.489
2005-06-02,561.912
2005-06-03,559.43
2005-06-06,556.02
2005-06-07,561.095
2005-06-08,563.995
2005-06-09,558.16
2005-06-10,559.687
2005-06-13,558.794
2005-06-14,560.467
2005-06-15,560.852
2005-06-16,564.879
2005-06-17,574.561
2005-06-20,570.287
2005-06-21,572.605
2005-06-22,572.878
2005-06-23,571.813
2005-06-24,570.751
2005-06-27,572.065
2005-06-28,578.125
2005-06-29,577.514
2005-06-30,579.56
2005-07-01,580.034
2005-07-04,581.551
2005-07-05,580.585
2005-07-06,584.324
2005-07-07,574.09
2005-07-08,580.114
2005-07-11,586.434
2005-07-12,589.487
2005-07-13,588.252
2005-07-14,591.189
2005-07-15,587.369
2005-07-18,585.756
2005-07-19,584.454
2005-07-20,583.412
2005-07-21,588.32
2005-07-22,586.21
2005-07-25,582.604
2005-07-26,582.713
2005-07-27,582.82
2005-07-28,586.416
2005-07-29,588.456
2005-08-01,591.58
2005-08-02,593.451
2005-08-03,596.803
2005-08-04,596.98
2005-08-05,589.885
2005-08-08,589.725
2005-08-09,594.744
2005-08-10,604.759
2005-08-11,603.707
2005-08-12,597.631
2005-08-15,594.198
2005-08-16,591.913
2005-08-17,589.169
2005-08-18,581.444
2005-08-19,583.932
2005-08-22,589.822
2005-08-23,583.95
2005-08-24,584.787
2005-08-25,579.977
2005-08-26,579.809
2005-08-29,578.109
2005-08-30,574.686
2005-08-31,584.879
2005-09-01,591.8
2005-09-02,595.451
2005-09-05,597.215
2005-09-06,601.059
2005-09-07,599.289
2005-09-08,598.13
2005-09-09,599.093
2005-09-12,593.18
2005-09-13,589.206
2005-09-14,591.263
2005-09-15,587.358
2005-09-16,591.961
2005-09-19,588.854
2005-09-20,594.159
2005-09-21,588.312
2005-09-22,579.036
2005-09-23,578.154
2005-09-26,586.266
2005-09-27,583.04
2005-09-28,589.369
2005-09-29,586.201
2005-09-30,591.612
2005-10-03,592.415
2005-10-04,597.941
2005-10-05,594.126
2005-10-06,596.427
2005-10-07,593.816
2005-10-10,589.641
2005-10-11,586.585
2005-10-12,581.426
2005-10-13,574.051
2005-10-14,586.816
2005-10-17,584.831
2005-10-18,580.005
2005-10-19,573.377
2005-10-20,576.681
2005-10-21,573.45
2005-10-24,576.579
2005-10-25,580.301
2005-10-26,581.588
2005-10-27,576.021
2005-10-28,573.851
2005-10-31,581.502
2005-11-01,583.059
2005-11-02,591.972
2005-11-03,590.465
2005-11-04,580.863
2005-11-07,583.013
2005-11-08,584.013
2005-11-09,584.805
