Date,NETHERLANDS LARGE CAP Large Cap
2001-01-01,642.753
2001-01-02,645.492
2001-01-03,641.83
2001-01-04,648.026
2001-01-05,648.978
2001-01-08,643.572
2001-01-09,636.971
2001-01-10,633.069
2001-01-11,648.197
2001-01-12,649.09
2001-01-15,647.609
2001-01-16,637.485
2001-01-17,639.358
2001-01-18,639.934
2001-01-19,628.775
2001-01-22,629.928
2001-01-23,633.179
2001-01-24,628.506
2001-01-25,628.273
2001-01-26,626.456
2001-01-29,628.97
2001-01-30,629.844
2001-01-31,638.926
2001-02-01,639.099
2001-02-02,633.251
2001-02-05,638.499
2001-02-06,634.712
2001-02-07,628.875
2001-02-08,621.689
2001-02-09,624.172
2001-02-12,627.704
2001-02-13,623.035
2001-02-14,616.745
2001-02-15,608.296
2001-02-16,611.197
2001-02-19,608.927
2001-02-20,600.119
2001-02-21,594.616
2001-02-22,583.593
2001-02-23,576.608
2001-02-26,585.577
2001-02-27,594.611
2001-02-28,594.615
2001-03-01,593.736
2001-03-02,597.171
2001-03-05,595.266
2001-03-06,604.417
2001-03-07,601.364
2001-03-08,601.605
2001-03-09,602.004
2001-03-12,588.375
2001-03-13,573.522
2001-03-14,563.154
2001-03-15,562.944
2001-03-16,542.979
2001-03-19,537.614
2001-03-20,545.846
2001-03-21,533.768
2001-03-22,504.307
2001-03-23,518.229
2001-03-26,538.61
2001-03-27,548.81
2001-03-28,537.275
2001-03-29,534.061
2001-03-30,540.391
2001-04-02,538.611
2001-04-03,524.315
2001-04-04,531.036
2001-04-05,540.44
2001-04-06,543.228
2001-04-09,551.967
2001-04-10,557.591
2001-04-11,556.647
2001-04-12,561.598
2001-04-13,561.598
2001-04-16,555.846
2001-04-17,551.54
2001-04-18,560.29
2001-04-19,563.829
2001-04-20,567.702
2001-04-23,559.98
2001-04-24,566.321
2001-04-25,569.294
2001-04-26,580.574
2001-04-27,583.018
2001-04-30,579.099
2001-05-01,582.507
2001-05-02,581.991
2001-05-03,571.559
2001-05-04,568.581
2001-05-07,571.098
2001-05-08,566.882
2001-05-09,563.78
2001-05-10,578.966
2001-05-11,571.49
2001-05-14,566.776
2001-05-15,573.818
2001-05-16,572.793
2001-05-17,577.567
2001-05-18,583.336
2001-05-21,580.957
2001-05-22,580.802
2001-05-23,571.817
2001-05-24,569.103
2001-05-25,563.013
2001-05-28,569.257
2001-05-29,563.819
2001-05-30,558.829
2001-05-31,555.358
2001-06-01,551.031
2001-06-04,551.78
2001-06-05,560.182
2001-06-06,558.609
2001-06-07,559.711
2001-06-08,557.822
2001-06-11,548.701
2001-06-12,545.724
2001-06-13,551.568
2001-06-14,548.526
2001-06-15,542.861
2001-06-18,542.373
2001-06-19,537.144
2001-06-20,531.791
2001-06-21,535.675
