Date,FINLAND IMI VALUE IMI (Large+Mid+Small Cap)
2008-04-30,902.402
2008-05-30,924.733
2008-06-30,813.283
2008-07-31,744.748
2008-08-29,747.088
2008-09-30,617.584
2008-10-31,505.06
2008-11-28,473.309
2008-12-31,481.452
2009-01-30,429.68
2009-02-27,366.577
2009-03-31,373.439
2009-04-30,491.475
2009-05-29,538.228
2009-06-30,511.268
2009-07-31,536.072
2009-08-31,595.033
2009-09-30,621.492
2009-10-30,588.492
2009-11-30,615.47
2009-12-31,618.906
2010-01-29,638.543
2010-02-26,618.602
2010-03-31,694.23
2010-04-30,630.317
2010-05-31,542.525
2010-06-30,497.247
2010-07-30,561.279
2010-08-31,532.329
2010-09-30,623.091
2010-10-29,649.992
2010-11-30,584.558
2010-12-31,661.401
2011-01-31,692.25
2011-02-28,633.97
2011-03-31,653.448
2011-04-29,694.714
2011-05-31,617.013
2011-06-30,584.267
2011-07-29,529.324
2011-08-31,512.503
2011-09-30,441.223
2011-10-31,500.65
2011-11-30,457.14
2011-12-30,418.828
2012-01-31,455.816
2012-02-29,490.603
2012-03-30,491.316
2012-04-30,437.326
2012-05-31,354.201
2012-06-29,362.082
2012-07-31,372.394
2012-08-31,392.991
2012-09-28,405.741
2012-10-31,411.216
2012-11-30,436.868
2012-12-31,463.333
2013-01-31,488.548
2013-02-28,480.33
2013-03-29,468.4
2013-04-30,484.108
2013-05-31,487.18
2013-06-28,469.409
2013-07-31,508.317
2013-08-30,509.499
2013-09-30,606.36
2013-10-31,655.806
2013-11-29,678.883
2013-12-31,695.121
2014-01-31,651.021
2014-02-28,724.438
2014-03-31,714.626
2014-04-30,734.609
2014-05-30,756.917
2014-06-30,767.534
2014-07-31,733.052
2014-08-29,716.981
2014-09-30,686.599
2014-10-31,675.502
2014-11-28,700.985
2014-12-31,667.301
2015-01-30,686.76
2015-02-27,726.021
2015-03-31,718.775
2015-04-30,732.658
2015-05-29,715.646
2015-06-30,706.003
2015-07-31,736.296
2015-08-31,690.781
2015-09-30,654.787
2015-10-30,708.563
2015-11-30,717.894
2015-12-31,718.425
2016-01-29,680.944
2016-02-29,661.092
2016-03-31,716.987
2016-04-29,722.227
2016-05-31,727.371
2016-06-30,720.593
2016-07-29,760.067
2016-08-31,754.401
2016-09-30,787.832
2016-10-31,739.346
2016-11-30,721.885
2016-12-30,765.769
2017-01-31,757.806
2017-02-28,776.52
2017-03-31,808.663
2017-04-28,863.754
2017-05-31,926.914
2017-06-30,924.064
2017-07-31,948.787
2017-08-31,942.916
2017-09-29,955.488
2017-10-31,934.11
2017-11-30,943.452
2017-12-29,967.746
2018-01-31,1038.459
2018-02-28,1033.862
2018-03-30,1040.232
2018-04-30,1079.249
2018-05-31,1057.064
2018-06-29,1050.32
2018-07-31,1033.208
2018-08-31,1059.635
2018-09-28,1056.458
2018-10-31,981.679
2018-11-30,939.35
2018-12-31,930.874
2019-01-31,1008.346
2019-02-28,1008.812
2019-03-29,973.104
2019-04-30,961.871
2019-05-31,903.838
2019-06-28,962.917
2019-07-31,959.894
2019-08-30,925.106
2019-09-30,958.791
2019-10-31,930.583
2019-11-29,919.699
2019-12-31,969.989
2020-01-31,957.866
2020-02-28,874.681
2020-03-31,715.479
2020-04-30,794.869
2020-05-29,846.182
2020-06-30,847.71
2020-07-31,900.464
2020-08-31,981.919
2020-09-30,994.152
2020-10-30,944.556
2020-11-30,1069.115
2020-12-31,1118.882
2021-01-29,1112.984
2021-02-26,1152.487
2021-03-31,1156.457
2021-04-30,1225.852
2021-05-31,1236.155
2021-06-30,1232.304
2021-07-30,1312.979
2021-08-31,1314.531
2021-09-30,1199.521
2021-10-29,1222.24
2021-11-30,1173.324
2021-12-31,1247.981
2022-01-31,1177.014
2022-02-28,1087.43
2022-03-31,1074.173
2022-04-29,1032.287
2022-05-31,1041.475
2022-06-30,945.008
2022-07-29,967.255
2022-08-31,954.926
2022-09-30,878.077
2022-10-31,933.791
2022-11-30,1028.53
2022-12-30,1049.681
2023-01-31,1074.123
2023-02-28,1052.456
2023-03-31,1040.733
2023-04-28,1044.989
2023-05-31,971.405
2023-06-30,968.116
2023-07-31,975.452
2023-08-31,970.887
2023-09-29,927.965
2023-10-31,894.695
2023-11-30,977.374
2023-12-29,1019.797
2024-01-31,1010.33
2024-02-29,978.705
2024-03-29,975.432
2024-04-30,993.798
2024-05-31,1051.27
2024-06-28,1017.783
2024-07-31,1032.3
2024-08-30,1087.267
2024-09-30,1110.456
2024-10-31,1048.054
2024-11-29,990.494
2024-12-31,968.113
2025-01-31,1033.502
2025-02-28,1071.917
2025-03-31,1097.099
2025-04-30,1163.243
2025-05-30,1210.315
2025-06-30,1235.036
2025-07-31,1182.972
2025-08-29,1235.413
2025-09-30,1276.797
2025-10-31,1371.826
2025-11-28,1368.329
