Date,FINLAND IMI VALUE IMI (Large+Mid+Small Cap)
2001-08-08,209.45
2001-08-09,211.415
2001-08-10,211.969
2001-08-13,216.749
2001-08-14,217.164
2001-08-15,219.712
2001-08-16,220.952
2001-08-17,219.855
2001-08-20,216.643
2001-08-21,217.34
2001-08-22,223.089
2001-08-23,222.248
2001-08-24,224.47
2001-08-27,223.982
2001-08-28,224.107
2001-08-29,222.095
2001-08-30,220.061
2001-08-31,221.401
2001-09-03,218.576
2001-09-04,217.247
2001-09-05,219.835
2001-09-06,220.92
2001-09-07,221.845
2001-09-10,215.737
2001-09-11,209.36
2001-09-12,209.403
2001-09-13,208.835
2001-09-14,206.447
2001-09-17,200.047
2001-09-18,200.952
2001-09-19,203.981
2001-09-20,197.877
2001-09-21,194.909
2001-09-24,196.452
2001-09-25,199.792
2001-09-26,199.103
2001-09-27,201.036
2001-09-28,201.426
2001-10-01,202.056
2001-10-02,203.971
2001-10-03,203.949
2001-10-04,208.97
2001-10-05,210.145
2001-10-08,211.138
2001-10-09,212.529
2001-10-10,212.448
2001-10-11,215.223
2001-10-12,215.895
2001-10-15,213.313
2001-10-16,214.776
2001-10-17,214.706
2001-10-18,212.161
2001-10-19,211.092
2001-10-22,209.241
2001-10-23,211.384
2001-10-24,215.63
2001-10-25,219.177
2001-10-26,215.651
2001-10-29,217.868
2001-10-30,216.369
2001-10-31,219.054
2001-11-01,216.725
2001-11-02,215.583
2001-11-05,215.922
2001-11-06,214.495
2001-11-07,217.055
2001-11-08,219.725
2001-11-09,218.763
2001-11-12,219.108
2001-11-13,217.899
2001-11-14,219.948
2001-11-15,221.915
2001-11-16,222.403
2001-11-19,221.683
2001-11-20,219.858
2001-11-21,217.604
2001-11-22,220.87
2001-11-23,218.703
2001-11-26,221.179
2001-11-27,221.748
2001-11-28,221.198
2001-11-29,219.361
2001-11-30,224.035
2001-12-03,220.522
2001-12-04,221.339
2001-12-05,222.57
2001-12-06,223.335
2001-12-07,221.624
2001-12-10,219.681
2001-12-11,219.847
2001-12-12,220.796
2001-12-13,220.494
2001-12-14,221.826
2001-12-17,222.235
2001-12-18,224.239
2001-12-19,221.926
2001-12-20,220.176
2001-12-21,219.004
2001-12-24,216.819
2001-12-25,216.819
2001-12-26,217.004
2001-12-27,222.169
2001-12-28,222.141
2001-12-31,224.307
2002-01-01,224.307
2002-01-02,229.777
2002-01-03,233.68
2002-01-04,234.974
2002-01-07,239.428
2002-01-08,237.921
2002-01-09,236.795
2002-01-10,238.193
2002-01-11,238.023
2002-01-14,233.525
2002-01-15,230.388
2002-01-16,226.457
2002-01-17,229.58
2002-01-18,231.04
2002-01-21,230.146
2002-01-22,231.372
2002-01-23,228.864
2002-01-24,228.683
2002-01-25,226.201
2002-01-28,227.099
2002-01-29,228.405
2002-01-30,226.868
2002-01-31,230.259
2002-02-01,233.071
2002-02-04,236.69
2002-02-05,236.025
2002-02-06,235.606
2002-02-07,236.216
2002-02-08,234.595
2002-02-11,237.082
2002-02-12,241.094
2002-02-13,243.173
2002-02-14,243.207
2002-02-15,246.249
2002-02-18,243.459
2002-02-19,243.357
2002-02-20,241.3
2002-02-21,242.678
2002-02-22,243.537
2002-02-25,242.38
2002-02-26,242.085
2002-02-27,241.798
2002-02-28,240.955
2002-03-01,243.393
2002-03-04,247.8
2002-03-05,247.348
2002-03-06,250.02
2002-03-07,253.191
2002-03-08,253.008
2002-03-11,253.134
2002-03-12,252.394
2002-03-13,252.802
2002-03-14,252.582
2002-03-15,253.015
2002-03-18,255.038
2002-03-19,253.623
2002-03-20,252.908
2002-03-21,252.72
2002-03-22,252.331
2002-03-25,250.925
2002-03-26,250.135
2002-03-27,250.224
2002-03-28,250.124
2002-03-29,250.124
2002-04-01,252.174
2002-04-02,257.254
2002-04-03,258.035
2002-04-04,257.374
2002-04-05,258.122
2002-04-08,255.097
2002-04-09,257.65
2002-04-10,257.239
2002-04-11,258.544
2002-04-12,257.233
2002-04-15,257.78
2002-04-16,261.777
2002-04-17,264.381
2002-04-18,263.682
2002-04-19,261.645
2002-04-22,258.754
2002-04-23,256.67
2002-04-24,256.935
2002-04-25,255.947
2002-04-26,259.686
2002-04-29,259.96
2002-04-30,258.238
2002-05-01,259.699
2002-05-02,265.565
2002-05-03,269.861
2002-05-06,270.243
2002-05-07,269.269
2002-05-08,270.939
2002-05-09,270.88
2002-05-10,274.557
2002-05-13,275.037
2002-05-14,274.89
2002-05-15,275.303
2002-05-16,274.637
2002-05-17,278.656
2002-05-20,278.342
2002-05-21,275.602
2002-05-22,276.342
2002-05-23,275.356
2002-05-24,277.031
2002-05-27,274.273
2002-05-28,279.456
2002-05-29,279.672
2002-05-30,279.253
2002-05-31,280.358
2002-06-03,279.74
2002-06-04,277.392
2002-06-05,278.07
2002-06-06,281.663
2002-06-07,279.127
2002-06-10,280.558
2002-06-11,281.816
2002-06-12,278.75
2002-06-13,278.298
2002-06-14,274.775
2002-06-17,275.668
2002-06-18,278.675
2002-06-19,279.29
2002-06-20,276.681
2002-06-21,278.029
2002-06-24,276.624
2002-06-25,273.44
2002-06-26,272.021
2002-06-27,273.981
2002-06-28,279.079
2002-07-01,279.311
2002-07-02,279.405
2002-07-03,273.505
2002-07-04,274.667
2002-07-05,271.175
2002-07-08,275.38
2002-07-09,277.979
2002-07-10,275.299
2002-07-11,273.538
2002-07-12,269.709
2002-07-15,269.408
2002-07-16,264.139
2002-07-17,266.012
2002-07-18,264.888
2002-07-19,259.022
2002-07-22,252.843
2002-07-23,241.729
2002-07-24,228.573
2002-07-25,235.099
2002-07-26,231.467
2002-07-29,238.428
2002-07-30,244.718
2002-07-31,242.276
2002-08-01,239.758
2002-08-02,231.892
2002-08-05,223.211
2002-08-06,224.174
2002-08-07,225.131
2002-08-08,226.287
2002-08-09,229.797
2002-08-12,229.745
2002-08-13,225.756
2002-08-14,227.015
2002-08-15,229.48
2002-08-16,228.519
2002-08-19,230.191
2002-08-20,231.013
2002-08-21,239.473
2002-08-22,244.824
2002-08-23,244.199
2002-08-26,240.931
2002-08-27,244.891
2002-08-28,242.404
2002-08-29,239.195
2002-08-30,237.507
2002-09-02,240.349
2002-09-03,232.061
2002-09-04,231.471
2002-09-05,231.392
2002-09-06,230.093
2002-09-09,229.892
2002-09-10,232.287
2002-09-11,234.576
2002-09-12,233.987
2002-09-13,232.997
2002-09-16,231.643
2002-09-17,231.35
2002-09-18,226.634
2002-09-19,225.193
2002-09-20,222.226
2002-09-23,218.795
2002-09-24,211.823
2002-09-25,210.087
2002-09-26,214.11
2002-09-27,214.857
2002-09-30,210.68
2002-10-01,207.269
2002-10-02,205.547
2002-10-03,203.654
2002-10-04,204.566
2002-10-07,198.85
2002-10-08,193.745
2002-10-09,195.793
2002-10-10,198.044
2002-10-11,209.636
2002-10-14,211.248
2002-10-15,219.739
2002-10-16,217.458
2002-10-17,222.995
2002-10-18,227.268
2002-10-21,221.314
2002-10-22,226.528
2002-10-23,222.522
2002-10-24,230.059
2002-10-25,222.954
2002-10-28,226.153
2002-10-29,219.692
2002-10-30,220.015
2002-10-31,225.994
2002-11-01,223.255
2002-11-04,229.07
2002-11-05,229.003
2002-11-06,229.273
2002-11-07,232.656
2002-11-08,231.91
2002-11-11,224.056
2002-11-12,223.026
2002-11-13,223.444
2002-11-14,225.699
2002-11-15,224.484
2002-11-18,226.815
2002-11-19,228.117
2002-11-20,226.635
2002-11-21,232.81
2002-11-22,232.769
2002-11-25,236.863
2002-11-26,234.916
2002-11-27,241.628
2002-11-28,248.65
2002-11-29,251.93
2002-12-02,253.502
2002-12-03,246.059
2002-12-04,241.903
2002-12-05,243.019
2002-12-06,244.805
2002-12-09,240.58
2002-12-10,240.155
2002-12-11,242.045
2002-12-12,241.369
2002-12-13,240.34
2002-12-16,241.831
2002-12-17,244.017
2002-12-18,243.672
2002-12-19,238.891
2002-12-20,237.476
2002-12-23,235.521
2002-12-24,236.496
2002-12-25,236.496
2002-12-26,237.092
2002-12-27,236.516
2002-12-30,241.102
2002-12-31,242.047
2003-01-01,242.047
2003-01-02,249.313
2003-01-03,250.722
2003-01-06,252.262
2003-01-07,247.544
2003-01-08,243.374
2003-01-09,244.82
2003-01-10,246.182
2003-01-13,251.968
2003-01-14,255.283
2003-01-15,253.641
2003-01-16,257.339
2003-01-17,256.649
2003-01-20,259.487
2003-01-21,255.943
2003-01-22,253.764
2003-01-23,253.832
2003-01-24,253.735
2003-01-27,247.928
2003-01-28,244.791
2003-01-29,242.361
2003-01-30,230.284
2003-01-31,228.294
2003-02-03,231.791
2003-02-04,235.252
2003-02-05,233.211
2003-02-06,233.269
2003-02-07,233.466
2003-02-10,232.729
2003-02-11,231.952
2003-02-12,230.379
2003-02-13,229.572
2003-02-14,228.822
2003-02-17,231.164
2003-02-18,228.705
2003-02-19,230.55
2003-02-20,228.856
2003-02-21,226.889
2003-02-24,228.413
2003-02-25,223.95
2003-02-26,223.658
2003-02-27,221.095
2003-02-28,224.689
2003-03-03,225.511
2003-03-04,225.193
2003-03-05,223.643
2003-03-06,221.498
2003-03-07,219.227
2003-03-10,220.007
2003-03-11,222.7
2003-03-12,220.668
2003-03-13,218.569
2003-03-14,222.119
2003-03-17,224.493
2003-03-18,230.819
2003-03-19,230.556
2003-03-20,228.856
2003-03-21,231.81
2003-03-24,230.528
2003-03-25,229.726
2003-03-26,228.424
2003-03-27,228.432
2003-03-28,226.944
2003-03-31,222.757
2003-04-01,225.655
2003-04-02,229.546
2003-04-03,229.106
2003-04-04,222.22
2003-04-07,227.073
2003-04-08,224.946
2003-04-09,225.042
2003-04-10,228.367
2003-04-11,229.081
2003-04-14,227.925
2003-04-15,230.244
2003-04-16,233.676
2003-04-17,237.266
2003-04-18,237.266
2003-04-21,236.243
2003-04-22,237.276
2003-04-23,243.632
2003-04-24,244.574
2003-04-25,242.926
2003-04-28,246.051
2003-04-29,248.456
2003-04-30,251.013
2003-05-01,253.319
2003-05-02,254.085
2003-05-05,257.166
2003-05-06,262.221
2003-05-07,261.183
2003-05-08,258.004
2003-05-09,257.384
2003-05-12,256.475
2003-05-13,254.681
2003-05-14,252.443
2003-05-15,253.959
2003-05-16,254.043
2003-05-19,258.235
2003-05-20,253.817
2003-05-21,252.898
2003-05-22,253.516
2003-05-23,254.567
2003-05-26,256.467
2003-05-27,253.92
2003-05-28,254.584
2003-05-29,256.47
2003-05-30,253.748
2003-06-02,258.171
2003-06-03,258.335
2003-06-04,258.705
2003-06-05,263.206
2003-06-06,265.078
2003-06-09,265.038
2003-06-10,264.795
2003-06-11,268.797
2003-06-12,266.048
2003-06-13,267.257
2003-06-16,267.56
2003-06-17,270.852
2003-06-18,268.057
2003-06-19,267.302
2003-06-20,265.872
2003-06-23,263.296
2003-06-24,254.231
2003-06-25,255.967
2003-06-26,253.917
2003-06-27,258.666
2003-06-30,259.545
2003-07-01,257.813
2003-07-02,259.094
2003-07-03,261.545
2003-07-04,267.98
2003-07-07,276.84
2003-07-08,277.1
2003-07-09,275.862
2003-07-10,272.613
2003-07-11,273.306
2003-07-14,277.769
2003-07-15,276.069
2003-07-16,277.042
2003-07-17,276.271
2003-07-18,282.081
2003-07-21,284.136
2003-07-22,278.761
2003-07-23,280.077
2003-07-24,283.073
2003-07-25,285.967
2003-07-28,284.227
2003-07-29,283.042
2003-07-30,280.077
2003-07-31,278.739
2003-08-01,279.543
2003-08-04,279.5
2003-08-05,280.802
2003-08-06,277.45
2003-08-07,274.941
2003-08-08,276.148
2003-08-11,277.665
2003-08-12,279.178
2003-08-13,279.253
2003-08-14,282.739
2003-08-15,283.776
2003-08-18,284.821
2003-08-19,288.568
2003-08-20,290.214
2003-08-21,293.402
2003-08-22,290.976
2003-08-25,289.249
2003-08-26,282.045
2003-08-27,286.398
2003-08-28,286.522
2003-08-29,291.914
2003-09-01,295.748
2003-09-02,293.294
2003-09-03,297.702
2003-09-04,296.759
2003-09-05,297.905
2003-09-08,304.926
2003-09-09,301.46
2003-09-10,294.222
2003-09-11,297.932
2003-09-12,302.372
2003-09-15,301.031
2003-09-16,300.705
2003-09-17,301.348
2003-09-18,296.654
2003-09-19,296.91
2003-09-22,294.132
2003-09-23,296.756
2003-09-24,298.369
2003-09-25,292.479
2003-09-26,291.711
2003-09-29,296.441
2003-09-30,295.03
2003-10-01,295.339
2003-10-02,295.186
2003-10-03,299.818
2003-10-06,300.815
2003-10-07,301.155
2003-10-08,304.635
2003-10-09,308.217
2003-10-10,308.627
2003-10-13,309.368
2003-10-14,309.24
2003-10-15,313.682
2003-10-16,312.063
2003-10-17,312.399
2003-10-20,312.044
2003-10-21,313.763
2003-10-22,312.938
2003-10-23,317.501
2003-10-24,316.892
2003-10-27,315.821
2003-10-28,317.843
2003-10-29,322.151
2003-10-30,325.816
2003-10-31,324.688
2003-11-03,325.579
2003-11-04,324.883
2003-11-05,321.242
2003-11-06,321.842
2003-11-07,325.107
2003-11-10,328.006
2003-11-11,325.545
2003-11-12,331.673
2003-11-13,336.001
2003-11-14,339.175
2003-11-17,333.815
2003-11-18,334.521
2003-11-19,332.653
2003-11-20,333.994
2003-11-21,336.501
2003-11-24,336.112
2003-11-25,335.496
2003-11-26,338.096
2003-11-27,339.925
2003-11-28,340.533
2003-12-01,340.65
2003-12-02,344.495
2003-12-03,344.851
2003-12-04,344.099
2003-12-05,349.398
2003-12-08,353.916
2003-12-09,353.599
2003-12-10,351.405
2003-12-11,345.723
2003-12-12,349.896
2003-12-15,349.549
2003-12-16,343.481
2003-12-17,339.63
2003-12-18,338.526
2003-12-19,337.062
2003-12-22,336.898
2003-12-23,342.3
2003-12-24,343.265
2003-12-25,343.265
2003-12-26,343.127
2003-12-29,344.527
2003-12-30,347.707
2003-12-31,350.01
2004-01-01,350.01
2004-01-02,357.367
2004-01-05,363.425
2004-01-06,365.605
2004-01-07,362.453
2004-01-08,360.397
2004-01-09,360.723
2004-01-12,361.531
2004-01-13,358.206
2004-01-14,356.136
2004-01-15,356.945
2004-01-16,353.801
2004-01-19,355.309
2004-01-20,351.27
2004-01-21,348.074
2004-01-22,354.913
2004-01-23,353.829
2004-01-26,351.318
2004-01-27,355.389
2004-01-28,352.876
2004-01-29,347.093
2004-01-30,348.149
2004-02-02,346.373
2004-02-03,348.204
2004-02-04,348.225
2004-02-05,351.268
2004-02-06,353.297
2004-02-09,356.873
2004-02-10,359.898
2004-02-11,360.061
2004-02-12,367.694
2004-02-13,364.94
2004-02-16,365.024
2004-02-17,367.23
2004-02-18,369.247
2004-02-19,373.638
2004-02-20,370.075
2004-02-23,372.988
2004-02-24,374.809
2004-02-25,370.769
2004-02-26,366.498
2004-02-27,367.5
2004-03-01,371.693
2004-03-02,370.905
2004-03-03,369.368
2004-03-04,370.515
2004-03-05,375.514
2004-03-08,376.727
2004-03-09,375.696
2004-03-10,366.643
2004-03-11,360.954
2004-03-12,358.696
2004-03-15,355.858
2004-03-16,357.554
2004-03-17,355.65
2004-03-18,358.465
2004-03-19,358.14
2004-03-22,356.233
2004-03-23,358.084
2004-03-24,359.843
2004-03-25,360.563
2004-03-26,356.994
2004-03-29,361.096
2004-03-30,362.005
2004-03-31,366.045
2004-04-01,371.441
2004-04-02,372.813
2004-04-05,367.903
2004-04-06,370.497
2004-04-07,374.33
2004-04-08,372.616
2004-04-09,372.616
2004-04-12,371.569
2004-04-13,369.408
2004-04-14,367.545
2004-04-15,364.994
2004-04-16,367.081
2004-04-19,368.113
2004-04-20,370.885
2004-04-21,366.897
2004-04-22,377.514
2004-04-23,376.201
2004-04-26,380.122
2004-04-27,384.51
2004-04-28,378.229
2004-04-29,378.154
2004-04-30,374.654
2004-05-03,375.625
2004-05-04,377.233
2004-05-05,380.155
2004-05-06,373.455
2004-05-07,369.789
2004-05-10,359.215
2004-05-11,365.616
2004-05-12,363.335
2004-05-13,359.167
2004-05-14,357.934
2004-05-17,357.054
2004-05-18,358.243
2004-05-19,363.792
2004-05-20,360.557
2004-05-21,363.652
2004-05-24,366.451
2004-05-25,364.176
2004-05-26,364.55
2004-05-27,371.25
2004-05-28,372.055
2004-05-31,369.736
2004-06-01,368.566
2004-06-02,370.809
2004-06-03,370.781
2004-06-04,375.239
2004-06-07,383.112
2004-06-08,382.027
2004-06-09,378.315
2004-06-10,377.425
2004-06-11,377.686
2004-06-14,374.588
2004-06-15,375.529
2004-06-16,371.197
2004-06-17,371.015
2004-06-18,377.096
2004-06-21,377.963
2004-06-22,376.094
2004-06-23,378.418
2004-06-24,383.88
2004-06-25,382.619
2004-06-28,385.133
2004-06-29,382.552
2004-06-30,386.707
2004-07-01,387.414
2004-07-02,387.402
2004-07-05,386.197
2004-07-06,383.897
2004-07-07,385.43
2004-07-08,389.873
2004-07-09,389.261
2004-07-12,387.431
2004-07-13,383.424
2004-07-14,382.342
2004-07-15,364.427
2004-07-16,365.718
2004-07-19,361.033
2004-07-20,363.093
2004-07-21,362.189
2004-07-22,357.195
2004-07-23,352.469
2004-07-26,355.114
2004-07-27,355.968
2004-07-28,353.832
2004-07-29,359.361
2004-07-30,360.933
2004-08-02,360.155
2004-08-03,364.365
2004-08-04,360.863
2004-08-05,361.38
2004-08-06,358.407
2004-08-09,355.351
2004-08-10,360.098
2004-08-11,356.244
2004-08-12,354.753
2004-08-13,359.132
2004-08-16,361.126
2004-08-17,364.579
2004-08-18,363.728
2004-08-19,367.172
2004-08-20,364.76
2004-08-23,366.156
2004-08-24,363.997
2004-08-25,361.676
2004-08-26,364.49
2004-08-27,363.154
2004-08-30,363.122
2004-08-31,363.392
2004-09-01,364.922
2004-09-02,366.818
2004-09-03,366.786
2004-09-06,369.537
2004-09-07,369.779
2004-09-08,371.432
2004-09-09,380.73
2004-09-10,385.82
2004-09-13,385.287
2004-09-14,385.67
2004-09-15,379.565
2004-09-16,381.484
2004-09-17,383.792
2004-09-20,384.609
2004-09-21,387.927
2004-09-22,385.105
2004-09-23,383.314
2004-09-24,383.472
2004-09-27,382.349
2004-09-28,381.793
2004-09-29,386.301
2004-09-30,389.421
2004-10-01,397.584
2004-10-04,396.782
2004-10-05,397.041
2004-10-06,396.307
2004-10-07,397.487
2004-10-08,399.62
2004-10-11,399.533
2004-10-12,393.455
2004-10-13,396.967
2004-10-14,400.642
2004-10-15,406.523
2004-10-18,405.743
2004-10-19,414.159
2004-10-20,409.491
2004-10-21,411.688
2004-10-22,415.853
2004-10-25,414.462
2004-10-26,413.632
2004-10-27,417.941
2004-10-28,416.881
2004-10-29,418.384
2004-11-01,423.561
2004-11-02,423.655
2004-11-03,427.286
2004-11-04,429.262
2004-11-05,432.739
2004-11-08,431.76
2004-11-09,433.551
2004-11-10,440.177
2004-11-11,443.863
2004-11-12,444.941
2004-11-15,444.824
2004-11-16,441.977
2004-11-17,449.843
2004-11-18,448.846
2004-11-19,448.114
2004-11-22,445.22
2004-11-23,446.814
2004-11-24,450.569
2004-11-25,458.582
2004-11-26,460.288
2004-11-29,460.811
2004-11-30,459.688
2004-12-01,458.635
2004-12-02,456.237
2004-12-03,459.325
2004-12-06,461.249
2004-12-07,464.879
2004-12-08,453.214
2004-12-09,451.974
2004-12-10,452.689
2004-12-13,451.244
2004-12-14,450.61
2004-12-15,452.091
2004-12-16,448.192
2004-12-17,445.332
2004-12-20,456.286
2004-12-21,458.422
2004-12-22,461.462
2004-12-23,464.623
2004-12-24,465.827
2004-12-27,468.199
2004-12-28,464.488
2004-12-29,462.578
2004-12-30,466.595
2004-12-31,465.311
2005-01-03,463.165
2005-01-04,458.418
2005-01-05,455.597
2005-01-06,452.011
2005-01-07,449.709
2005-01-10,451.527
2005-01-11,452.424
2005-01-12,452.659
2005-01-13,453.455
2005-01-14,451.546
2005-01-17,455.481
2005-01-18,454.325
2005-01-19,454.342
2005-01-20,446.158
2005-01-21,449.88
2005-01-24,450.259
2005-01-25,446.888
2005-01-26,449.241
2005-01-27,450.037
2005-01-28,445.701
2005-01-31,451.292
2005-02-01,454.385
2005-02-02,460.193
2005-02-03,461.567
2005-02-04,459.409
2005-02-07,461.087
2005-02-08,460.845
2005-02-09,463.928
2005-02-10,462.615
2005-02-11,466.849
2005-02-14,468.796
2005-02-15,472.92
2005-02-16,475.619
2005-02-17,480.23
2005-02-18,483.222
2005-02-21,480.378
2005-02-22,484.09
2005-02-23,478.863
2005-02-24,481.023
2005-02-25,481.724
2005-02-28,485.433
2005-03-01,484.506
2005-03-02,483.995
2005-03-03,491.014
2005-03-04,502.157
2005-03-07,501.43
2005-03-08,502.008
2005-03-09,503.275
2005-03-10,501.33
2005-03-11,506.625
2005-03-14,501.299
2005-03-15,502.713
2005-03-16,502.397
2005-03-17,500.765
2005-03-18,498.415
2005-03-21,493.113
2005-03-22,490.942
2005-03-23,482.459
2005-03-24,484.211
2005-03-25,484.211
2005-03-28,480.812
2005-03-29,482.931
2005-03-30,482.27
2005-03-31,485.598
2005-04-01,486.031
2005-04-04,476.211
2005-04-05,480.648
2005-04-06,487.287
2005-04-07,494.598
2005-04-08,495.264
2005-04-11,496.331
2005-04-12,494.146
2005-04-13,495.572
2005-04-14,488.167
2005-04-15,483.398
2005-04-18,479.135
2005-04-19,481.1
2005-04-20,484.268
2005-04-21,480.431
2005-04-22,482.77
2005-04-25,480.302
2005-04-26,482.395
2005-04-27,475.56
2005-04-28,473.683
2005-04-29,472.184
2005-05-02,472.404
2005-05-03,472.684
2005-05-04,471.334
2005-05-05,470.771
2005-05-06,476.12
2005-05-09,476.073
2005-05-10,474.938
2005-05-11,473.587
2005-05-12,469.524
2005-05-13,467.731
2005-05-16,467.826
2005-05-17,468.554
2005-05-18,478.232
2005-05-19,479.811
2005-05-20,476.428
2005-05-23,481.403
2005-05-24,481.81
2005-05-25,480.819
2005-05-26,480.065
2005-05-27,484.47
2005-05-30,481.481
2005-05-31,477.501
2005-06-01,480.342
2005-06-02,481.228
2005-06-03,479.33
2005-06-06,478.962
2005-06-07,482.471
2005-06-08,483.599
2005-06-09,476.894
2005-06-10,478.469
2005-06-13,477.162
2005-06-14,481.975
2005-06-15,481.629
2005-06-16,484.198
2005-06-17,492.415
2005-06-20,487.258
2005-06-21,486.959
2005-06-22,488.857
2005-06-23,485.116
2005-06-24,486.585
2005-06-27,481.987
2005-06-28,483.355
2005-06-29,486.868
2005-06-30,489.054
2005-07-01,487.35
2005-07-04,487.468
2005-07-05,484.46
2005-07-06,487.289
2005-07-07,483.091
2005-07-08,487.773
2005-07-11,491.96
2005-07-12,496.076
2005-07-13,491.687
2005-07-14,487.092
2005-07-15,489.341
2005-07-18,488.736
2005-07-19,494.149
2005-07-20,495.952
2005-07-21,502.874
2005-07-22,502.119
2005-07-25,502.501
2005-07-26,498.019
2005-07-27,506.131
2005-07-28,511.207
2005-07-29,513.393
2005-08-01,515.866
2005-08-02,517.213
2005-08-03,523.882
2005-08-04,525.34
2005-08-05,522.179
2005-08-08,525.345
2005-08-09,524.637
2005-08-10,531.689
2005-08-11,530.779
2005-08-12,530.499
2005-08-15,526.048
2005-08-16,521.537
2005-08-17,516.982
2005-08-18,511.655
2005-08-19,518.768
2005-08-22,524.587
2005-08-23,521.954
2005-08-24,519.375
2005-08-25,517.616
2005-08-26,517.042
2005-08-29,512.885
2005-08-30,514.509
2005-08-31,525.756
2005-09-01,536.043
2005-09-02,539.783
2005-09-05,539.046
2005-09-06,540.186
2005-09-07,540.816
2005-09-08,538.2
2005-09-09,541.389
2005-09-12,539.151
2005-09-13,543.644
2005-09-14,544.799
2005-09-15,540.219
2005-09-16,544.159
2005-09-19,544.875
2005-09-20,547.417
2005-09-21,545.269
2005-09-22,541.983
2005-09-23,537.89
2005-09-26,536.907
2005-09-27,535.302
2005-09-28,534.719
2005-09-29,534.694
2005-09-30,539.349
2005-10-03,532.831
2005-10-04,531.744
2005-10-05,526.736
2005-10-06,526.571
2005-10-07,523.526
2005-10-10,526.137
2005-10-11,522.263
2005-10-12,520.136
2005-10-13,504.561
2005-10-14,509.093
2005-10-17,506.846
2005-10-18,503.071
2005-10-19,493.174
2005-10-20,492.23
2005-10-21,484.965
2005-10-24,492.452
2005-10-25,497.79
2005-10-26,501.512
2005-10-27,498.19
2005-10-28,496.633
2005-10-31,502.624
2005-11-01,502.641
2005-11-02,504.515
2005-11-03,505.892
2005-11-04,500.482
2005-11-07,497.159
