Date,ACWI MID CAP Mid Cap
2010-08-31,750.86
2010-09-30,833.748
2010-10-29,863.427
2010-11-30,853.72
2010-12-31,919.004
2011-01-31,930.176
2011-02-28,956.772
2011-03-31,965.903
2011-04-29,1005.296
2011-05-31,990.39
2011-06-30,970.857
2011-07-29,951.165
2011-08-31,881.797
2011-09-30,783.837
2011-10-31,871.445
2011-11-30,841.892
2011-12-30,834.149
2012-01-31,890.531
2012-02-29,936.608
2012-03-30,941.597
2012-04-30,930.469
2012-05-31,842.409
2012-06-29,876.316
2012-07-31,883.945
2012-08-31,909.492
2012-09-28,938.535
2012-10-31,933.25
2012-11-30,948.743
2012-12-31,979.253
2013-01-31,1025.686
2013-02-28,1032.833
2013-03-29,1057.781
2013-04-30,1087.284
2013-05-31,1087.326
2013-06-28,1057.721
2013-07-31,1113.598
2013-08-30,1090.827
2013-09-30,1155.703
2013-10-31,1191.586
2013-11-29,1196.485
2013-12-31,1223.001
2014-01-31,1186.762
2014-02-28,1254.66
2014-03-31,1253.718
2014-04-30,1256.176
2014-05-30,1284.468
2014-06-30,1314.87
2014-07-31,1287.153
2014-08-29,1320.122
2014-09-30,1261.77
2014-10-31,1274.033
2014-11-28,1295.303
2014-12-31,1282.251
2015-01-30,1272.382
2015-02-27,1345.127
2015-03-31,1334.297
2015-04-30,1367.567
2015-05-29,1369.27
2015-06-30,1336.757
2015-07-31,1342.37
2015-08-31,1263.639
2015-09-30,1215.487
2015-10-30,1299.589
2015-11-30,1293.5
2015-12-31,1266.66
2016-01-29,1177.517
2016-02-29,1183.744
2016-03-31,1284.76
2016-04-29,1309.999
2016-05-31,1308.312
2016-06-30,1289.05
2016-07-29,1358.922
2016-08-31,1355.797
2016-09-30,1369.464
2016-10-31,1334.32
2016-11-30,1348.552
2016-12-30,1364.211
2017-01-31,1412.765
2017-02-28,1446.186
2017-03-31,1462.335
2017-04-28,1490.919
2017-05-31,1522.268
2017-06-30,1531.89
2017-07-31,1572.435
2017-08-31,1575.397
2017-09-29,1607.578
2017-10-31,1634.43
2017-11-30,1670.505
2017-12-29,1704.994
2018-01-31,1787.009
2018-02-28,1710.834
2018-03-30,1698.461
2018-04-30,1713.16
2018-05-31,1719.78
2018-06-29,1704.407
2018-07-31,1738.037
2018-08-31,1749.426
2018-09-28,1741.477
2018-10-31,1581.825
2018-11-30,1597.376
2018-12-31,1485.313
2019-01-31,1621.65
2019-02-28,1669.759
2019-03-29,1681.041
2019-04-30,1734.628
2019-05-31,1638.761
2019-06-28,1744.664
2019-07-31,1746.042
2019-08-30,1696.846
2019-09-30,1735.92
2019-10-31,1783.408
2019-11-29,1827.664
2019-12-31,1880.375
2020-01-31,1852.908
2020-02-28,1685.752
2020-03-31,1379.269
2020-04-30,1548.477
2020-05-29,1650.352
2020-06-30,1696.449
2020-07-31,1785.125
2020-08-31,1863.479
2020-09-30,1827.471
2020-10-30,1807.395
2020-11-30,2062.638
2020-12-31,2174.602
2021-01-29,2164.706
2021-02-26,2242.413
2021-03-31,2293.132
2021-04-30,2399.132
2021-05-31,2441.621
2021-06-30,2452.927
2021-07-30,2465.287
2021-08-31,2531.159
2021-09-30,2433.554
2021-10-29,2532.662
2021-11-30,2446.707
2021-12-31,2540.833
2022-01-31,2365.186
2022-02-28,2347.866
2022-03-31,2376.602
2022-04-29,2199.577
2022-05-31,2200.949
2022-06-30,1986.116
2022-07-29,2131.29
2022-08-31,2068.86
2022-09-30,1855.415
2022-10-31,1973.419
2022-11-30,2132.865
2022-12-30,2074.12
2023-01-31,2241.473
2023-02-28,2180.317
2023-03-31,2165.73
2023-04-28,2177.824
2023-05-31,2111.49
2023-06-30,2236.512
2023-07-31,2339.201
2023-08-31,2252.831
2023-09-29,2156.826
2023-10-31,2045.388
2023-11-30,2250.661
2023-12-29,2404.434
2024-01-31,2365.413
2024-02-29,2457.883
2024-03-29,2547.863
2024-04-30,2450.238
2024-05-31,2515.261
2024-06-28,2489.355
2024-07-31,2593.363
2024-08-30,2659.925
2024-09-30,2737.138
2024-10-31,2657.034
2024-11-29,2784.388
2024-12-31,2645.161
2025-01-31,2746.864
2025-02-28,2716.606
2025-03-31,2649.675
2025-04-30,2689.718
2025-05-30,2838.017
2025-06-30,2957.617
2025-07-31,2986.613
2025-08-29,3067.158
