Date,ACWI MID CAP Mid Cap
2003-11-18,459.926
2003-11-19,459.255
2003-11-20,457.855
2003-11-21,459.473
2003-11-24,464.309
2003-11-25,467.295
2003-11-26,471.652
2003-11-27,471.924
2003-11-28,472.675
2003-12-01,478.942
2003-12-02,479.932
2003-12-03,479.344
2003-12-04,479.009
2003-12-05,477.026
2003-12-08,478.5
2003-12-09,476.082
2003-12-10,472.598
2003-12-11,476.162
2003-12-12,479.248
2003-12-15,478.179
2003-12-16,477.389
2003-12-17,477.919
2003-12-18,482.806
2003-12-19,482.523
2003-12-22,484.524
2003-12-23,486.583
2003-12-24,487.244
2003-12-25,487.233
2003-12-26,488.117
2003-12-29,492.67
2003-12-30,494.939
2003-12-31,495.892
2004-01-01,495.904
2004-01-02,496.427
2004-01-05,502.65
2004-01-06,503.913
2004-01-07,503.63
2004-01-08,506.642
2004-01-09,507.733
2004-01-12,508.539
2004-01-13,507.011
2004-01-14,509.642
2004-01-15,508.629
2004-01-16,510.8
2004-01-19,511.437
2004-01-20,514.835
2004-01-21,517.143
2004-01-22,516.794
2004-01-23,516.232
2004-01-26,516.651
2004-01-27,515.771
2004-01-28,511.913
2004-01-29,507.347
2004-01-30,508.474
2004-02-02,509.831
2004-02-03,510.716
2004-02-04,506.031
2004-02-05,507.721
2004-02-06,515.476
2004-02-09,517.259
2004-02-10,519.14
2004-02-11,522.763
2004-02-12,524.952
2004-02-13,523.23
2004-02-16,523.907
2004-02-17,529.025
2004-02-18,528.111
2004-02-19,525.242
2004-02-20,520.468
2004-02-23,519.015
2004-02-24,518.004
2004-02-25,519.07
2004-02-26,519.627
2004-02-27,522.377
2004-03-01,529.888
2004-03-02,527.515
2004-03-03,525.057
2004-03-04,527.455
2004-03-05,532.174
2004-03-08,528.622
2004-03-09,525.438
2004-03-10,516.809
2004-03-11,508.954
2004-03-12,512.655
2004-03-15,506.903
2004-03-16,511.123
2004-03-17,517.34
2004-03-18,518.933
2004-03-19,516.274
2004-03-22,509.221
2004-03-23,508.785
2004-03-24,507.666
2004-03-25,514.589
2004-03-26,514.982
2004-03-29,521.553
2004-03-30,523.434
2004-03-31,527.095
2004-04-01,531.75
2004-04-02,534.156
2004-04-05,535.194
2004-04-06,534.064
2004-04-07,534.435
2004-04-08,533.876
2004-04-09,533.133
2004-04-12,534.566
2004-04-13,528.286
2004-04-14,523.409
2004-04-15,521.609
2004-04-16,525.671
2004-04-19,525.878
2004-04-20,522.181
2004-04-21,521.226
2004-04-22,527.178
2004-04-23,527.462
2004-04-26,527.102
2004-04-27,527.162
2004-04-28,519.855
2004-04-29,514.567
2004-04-30,510.451
2004-05-03,513.377
2004-05-04,516.955
2004-05-05,519.608
2004-05-06,512.524
2004-05-07,502.952
2004-05-10,488.876
2004-05-11,493.708
2004-05-12,495.385
2004-05-13,494.438
2004-05-14,492.958
2004-05-17,486.88
2004-05-18,491.646
2004-05-19,497.78
2004-05-20,495.106
2004-05-21,500.212
2004-05-24,502.897
2004-05-25,508.45
2004-05-26,511.837
2004-05-27,517.158
2004-05-28,519.369
2004-05-31,519.373
2004-06-01,518.73
2004-06-02,519.971
2004-06-03,514.922
2004-06-04,518.37
2004-06-07,527.949
2004-06-08,527.945
2004-06-09,522.393
2004-06-10,524.019
2004-06-11,521.933
2004-06-14,516.357
2004-06-15,520.128
2004-06-16,522.101
2004-06-17,522.716
2004-06-18,524.054
2004-06-21,524.309
2004-06-22,525.133
2004-06-23,529.03
2004-06-24,531.899
2004-06-25,532.683
2004-06-28,533.72
2004-06-29,532.86
2004-06-30,535.636
2004-07-01,532.68
2004-07-02,531.5
2004-07-05,529.59
2004-07-06,525.359
2004-07-07,527.286
2004-07-08,523.595
2004-07-09,525.854
2004-07-12,526.052
2004-07-13,524.961
2004-07-14,523.822
2004-07-15,522.558
2004-07-16,523.637
2004-07-19,523.453
2004-07-20,524.466
2004-07-21,518.9
2004-07-22,516.644
2004-07-23,511.509
2004-07-26,507.799
2004-07-27,509.465
2004-07-28,509.752
2004-07-29,512.729
2004-07-30,514.692
2004-08-02,515.178
2004-08-03,513.153
2004-08-04,510.085
2004-08-05,506.39
2004-08-06,501.666
2004-08-09,500.348
2004-08-10,505.764
2004-08-11,502.418
2004-08-12,498.891
2004-08-13,499.213
2004-08-16,504.132
2004-08-17,505.726
2004-08-18,509.806
2004-08-19,511.222
2004-08-20,513.117
2004-08-23,512.585
2004-08-24,511.586
2004-08-25,514.701
2004-08-26,516.662
2004-08-27,518.061
2004-08-30,515.259
2004-08-31,517.315
2004-09-01,520.561
2004-09-02,524.179
2004-09-03,521.518
2004-09-06,523.726
2004-09-07,526.867
2004-09-08,525.696
2004-09-09,525.522
2004-09-10,529.396
2004-09-13,532.106
2004-09-14,533.271
2004-09-15,527.772
2004-09-16,530.788
2004-09-17,532.429
2004-09-20,531.215
2004-09-21,535.629
2004-09-22,531.095
2004-09-23,530.384
2004-09-24,530.802
2004-09-27,527.543
2004-09-28,529.771
2004-09-29,532.297
2004-09-30,536.378
2004-10-01,543.794
2004-10-04,546.366
2004-10-05,546.408
2004-10-06,548.446
2004-10-07,545.219
2004-10-08,545.264
2004-10-11,545.357
2004-10-12,541.051
2004-10-13,538.175
2004-10-14,536.27
2004-10-15,538.522
2004-10-18,539.476
2004-10-19,539.638
2004-10-20,539.895
2004-10-21,543.891
2004-10-22,542.498
2004-10-25,541.939
2004-10-26,545.879
2004-10-27,551.505
2004-10-28,552.841
2004-10-29,554.039
2004-11-01,555.368
2004-11-02,557.37
2004-11-03,562.879
2004-11-04,568.632
2004-11-05,571.928
2004-11-08,571.091
2004-11-09,571.135
2004-11-10,572.505
2004-11-11,576.079
2004-11-12,582.282
2004-11-15,583.477
2004-11-16,581.494
2004-11-17,586.316
2004-11-18,586.163
2004-11-19,584.426
2004-11-22,585.097
2004-11-23,586.971
2004-11-24,591.88
2004-11-25,594.912
2004-11-26,595.437
2004-11-29,595.658
2004-11-30,593.704
2004-12-01,598.47
2004-12-02,598.361
2004-12-03,600.938
2004-12-06,600.615
2004-12-07,595.773
2004-12-08,592.207
2004-12-09,591.866
2004-12-10,591.539
2004-12-13,597.314
2004-12-14,600.002
2004-12-15,605.194
2004-12-16,602.383
2004-12-17,602.28
2004-12-20,605.185
2004-12-21,607.855
2004-12-22,609.585
2004-12-23,611.388
2004-12-24,613.251
2004-12-27,612.994
2004-12-28,616.305
2004-12-29,616.475
2004-12-30,619.348
2004-12-31,619.849
2005-01-03,613.807
2005-01-04,605.876
2005-01-05,600.383
2005-01-06,600.171
2005-01-07,599.075
2005-01-10,601.148
2005-01-11,600.323
2005-01-12,603.765
2005-01-13,602.364
2005-01-14,604.582
2005-01-17,606.177
2005-01-18,607.992
2005-01-19,606.164
2005-01-20,600.993
2005-01-21,599.791
2005-01-24,598.559
2005-01-25,598.015
2005-01-26,603.717
2005-01-27,604.39
2005-01-28,602.164
2005-01-31,608.485
2005-02-01,610.719
2005-02-02,614.548
2005-02-03,613.092
2005-02-04,619.594
2005-02-07,618.194
2005-02-08,616.94
2005-02-09,613.305
2005-02-10,616.301
2005-02-11,621.17
2005-02-14,624.386
2005-02-15,626.631
2005-02-16,625.724
2005-02-17,625.214
2005-02-18,626.109
2005-02-21,625.48
2005-02-22,621.56
2005-02-23,621.075
2005-02-24,625.582
2005-02-25,632.358
2005-02-28,632.555
2005-03-01,634.668
2005-03-02,632.904
2005-03-03,633.752
2005-03-04,641.215
2005-03-07,642.389
2005-03-08,642.036
2005-03-09,637.794
2005-03-10,635.967
2005-03-11,636.632
2005-03-14,636.684
2005-03-15,634.494
2005-03-16,631.427
2005-03-17,631.03
2005-03-18,629.637
2005-03-21,627.012
2005-03-22,624.973
2005-03-23,618.275
2005-03-24,618.971
2005-03-25,619.253
2005-03-28,617.68
2005-03-29,612.324
2005-03-30,617.186
2005-03-31,621.827
2005-04-01,622.306
2005-04-04,618.406
2005-04-05,621.386
2005-04-06,623.553
2005-04-07,626.59
2005-04-08,623.424
2005-04-11,624.846
2005-04-12,624.492
2005-04-13,620.88
2005-04-14,611.843
2005-04-15,602.189
2005-04-18,599.387
2005-04-19,606.795
2005-04-20,602.552
2005-04-21,608.247
2005-04-22,609.025
2005-04-25,612.009
2005-04-26,606.938
2005-04-27,603.522
2005-04-28,597.397
2005-04-29,601.459
2005-05-02,603.519
2005-05-03,603.699
2005-05-04,610.888
2005-05-05,611.696
2005-05-06,612.516
2005-05-09,614.115
2005-05-10,610.267
2005-05-11,610.085
2005-05-12,603.898
2005-05-13,600.346
2005-05-16,601.677
2005-05-17,603.841
2005-05-18,610.171
2005-05-19,613.7
2005-05-20,612.612
2005-05-23,616.396
2005-05-24,616.602
2005-05-25,614.041
2005-05-26,616.862
2005-05-27,619.014
2005-05-30,619.824
2005-05-31,618.106
2005-06-01,621.632
2005-06-02,623.462
2005-06-03,623.056
2005-06-06,623.921
2005-06-07,625.037
2005-06-08,625.654
2005-06-09,624.908
2005-06-10,625.006
2005-06-13,625.343
2005-06-14,627.651
2005-06-15,630.05
2005-06-16,633.9
2005-06-17,639.094
2005-06-20,636.731
2005-06-21,636.347
2005-06-22,637.464
2005-06-23,634.342
2005-06-24,630.153
2005-06-27,628.861
2005-06-28,633.459
2005-06-29,634.059
2005-06-30,632.556
2005-07-01,632.919
2005-07-04,632.227
2005-07-05,634.931
2005-07-06,634.751
2005-07-07,632.955
2005-07-08,638.449
2005-07-11,645.475
2005-07-12,648.995
2005-07-13,647.212
2005-07-14,647.547
2005-07-15,647.007
2005-07-18,647.321
2005-07-19,650.248
2005-07-20,653.155
2005-07-21,654.25
2005-07-22,657.407
2005-07-25,655.05
2005-07-26,654.722
2005-07-27,657.143
2005-07-28,662.325
2005-07-29,661.719
2005-08-01,664.624
2005-08-02,669.277
2005-08-03,671.365
2005-08-04,668.048
2005-08-05,660.886
2005-08-08,660.917
2005-08-09,663.228
2005-08-10,668.52
2005-08-11,672.961
2005-08-12,671.502
2005-08-15,671.298
2005-08-16,666.296
2005-08-17,665.056
2005-08-18,660.784
2005-08-19,661.793
2005-08-22,666.641
2005-08-23,664.617
2005-08-24,662.949
2005-08-25,663.548
2005-08-26,661.582
2005-08-29,661.117
2005-08-30,659.33
2005-08-31,668.011
2005-09-01,675.275
2005-09-02,675.912
2005-09-05,677.093
2005-09-06,680.893
2005-09-07,682.854
2005-09-08,680.499
2005-09-09,687.0
2005-09-12,686.431
2005-09-13,682.144
2005-09-14,682.964
2005-09-15,682.07
2005-09-16,684.113
2005-09-19,681.697
2005-09-20,680.642
2005-09-21,676.712
2005-09-22,674.539
2005-09-23,674.526
2005-09-26,678.644
2005-09-27,676.992
2005-09-28,680.383
2005-09-29,685.962
2005-09-30,689.448
2005-10-03,688.76
2005-10-04,685.96
2005-10-05,675.421
2005-10-06,668.743
2005-10-07,670.209
2005-10-10,666.492
2005-10-11,666.522
2005-10-12,660.88
2005-10-13,653.958
2005-10-14,659.639
2005-10-17,660.849
2005-10-18,652.404
2005-10-19,652.652
2005-10-20,649.312
2005-10-21,651.733
2005-10-24,660.141
2005-10-25,662.257
2005-10-26,660.614
2005-10-27,654.362
2005-10-28,658.843
2005-10-31,667.742
2005-11-01,669.814
2005-11-02,677.605
2005-11-03,680.987
2005-11-04,677.646
