Date,ACWI MID CAP Mid Cap
2013-11-29,1163.754
2013-12-31,1189.126
2014-01-31,1153.76
2014-02-28,1219.405
2014-03-31,1217.912
2014-04-30,1219.834
2014-05-30,1246.459
2014-06-30,1275.32
2014-07-31,1248.218
2014-08-29,1279.788
2014-09-30,1222.721
2014-10-31,1234.431
2014-11-28,1254.509
2014-12-31,1241.395
2015-01-30,1231.69
2015-02-27,1301.764
2015-03-31,1290.683
2015-04-30,1322.458
2015-05-29,1323.302
2015-06-30,1291.344
2015-07-31,1296.541
2015-08-31,1220.128
2015-09-30,1173.156
2015-10-30,1254.1
2015-11-30,1247.754
2015-12-31,1221.354
2016-01-29,1135.266
2016-02-29,1140.909
2016-03-31,1237.631
2016-04-29,1261.418
2016-05-31,1258.915
2016-06-30,1239.841
2016-07-29,1306.777
2016-08-31,1303.35
2016-09-30,1315.914
2016-10-31,1281.923
2016-11-30,1295.203
2016-12-30,1309.716
2017-01-31,1356.161
2017-02-28,1387.882
2017-03-31,1402.606
2017-04-28,1429.504
2017-05-31,1458.589
2017-06-30,1467.233
2017-07-31,1505.781
2017-08-31,1508.084
2017-09-29,1538.244
2017-10-31,1563.703
2017-11-30,1597.781
2017-12-29,1630.175
2018-01-31,1708.397
2018-02-28,1635.181
2018-03-30,1622.461
2018-04-30,1635.739
2018-05-31,1640.984
2018-06-29,1625.597
2018-07-31,1657.318
2018-08-31,1667.611
2018-09-28,1659.376
2018-10-31,1506.997
2018-11-30,1521.292
2018-12-31,1413.96
2019-01-31,1543.485
2019-02-28,1588.856
2019-03-29,1598.676
2019-04-30,1648.892
2019-05-31,1556.514
2019-06-28,1656.385
2019-07-31,1657.254
2019-08-30,1609.905
2019-09-30,1646.248
2019-10-31,1690.978
2019-11-29,1732.3
2019-12-31,1781.555
2020-01-31,1755.231
2020-02-28,1596.494
2020-03-31,1305.433
2020-04-30,1464.966
2020-05-29,1560.691
2020-06-30,1603.542
2020-07-31,1686.899
2020-08-31,1760.434
2020-09-30,1725.709
2020-10-30,1706.433
2020-11-30,1946.928
2020-12-31,2051.835
2021-01-29,2042.296
2021-02-26,2115.199
2021-03-31,2161.939
2021-04-30,2261.117
2021-05-31,2299.922
2021-06-30,2309.566
2021-07-30,2320.726
2021-08-31,2382.008
2021-09-30,2289.182
2021-10-29,2381.999
2021-11-30,2300.362
2021-12-31,2388.046
2022-01-31,2222.673
2022-02-28,2205.821
2022-03-31,2231.394
2022-04-29,2064.335
2022-05-31,2064.365
2022-06-30,1861.852
2022-07-29,1997.366
2022-08-31,1938.071
2022-09-30,1736.979
2022-10-31,1847.126
2022-11-30,1995.634
2022-12-30,1939.76
2023-01-31,2095.966
2023-02-28,2038.253
2023-03-31,2023.184
2023-04-28,2033.73
2023-05-31,1970.381
2023-06-30,2085.932
2023-07-31,2181.038
2023-08-31,2099.692
2023-09-29,2009.201
2023-10-31,1904.976
2023-11-30,2095.387
2023-12-29,2237.675
2024-01-31,2201.044
2024-02-29,2286.466
2024-03-29,2368.749
2024-04-30,2277.057
2024-05-31,2335.96
2024-06-28,2310.695
2024-07-31,2406.571
2024-08-30,2467.426
2024-09-30,2537.739
2024-10-31,2463.005
2024-11-29,2580.29
2024-12-31,2449.955
2025-01-31,2543.692
2025-02-28,2515.071
2025-03-31,2451.355
2025-04-30,2487.363
2025-05-30,2622.411
2025-06-30,2731.526
2025-07-31,2757.472
2025-08-29,2830.947
2025-09-30,2866.847
2025-10-31,2873.314
2025-11-28,2887.875
