Date,USA LARGE VALUE Large Cap
2009-06-30,571.92
2009-07-31,614.535
2009-08-31,642.799
2009-09-30,660.445
2009-10-30,645.306
2009-11-30,684.174
2009-12-31,686.314
2010-01-29,671.712
2010-02-26,684.837
2010-03-31,724.954
2010-04-30,733.089
2010-05-31,674.564
2010-06-30,642.151
2010-07-30,684.571
2010-08-31,656.769
2010-09-30,703.294
2010-10-29,720.261
2010-11-30,714.801
2010-12-31,770.172
2011-01-31,792.125
2011-02-28,824.252
2011-03-31,821.805
2011-04-29,846.033
2011-05-31,831.904
2011-06-30,815.927
2011-07-29,788.657
2011-08-31,744.51
2011-09-30,694.769
2011-10-31,762.285
2011-11-30,758.005
2011-12-30,777.61
2012-01-31,799.95
2012-02-29,830.86
2012-03-30,856.297
2012-04-30,847.46
2012-05-31,799.15
2012-06-29,838.318
2012-07-31,848.364
2012-08-31,857.728
2012-09-28,883.317
2012-10-31,876.932
2012-11-30,868.639
2012-12-31,883.703
2013-01-31,936.966
2013-02-28,950.771
2013-03-29,985.662
2013-04-30,1011.269
2013-05-31,1034.815
2013-06-28,1027.42
2013-07-31,1071.948
2013-08-30,1030.868
2013-09-30,1050.551
2013-10-31,1099.2
2013-11-29,1129.838
2013-12-31,1155.053
2014-01-31,1112.229
2014-02-28,1152.946
2014-03-31,1185.6
2014-04-30,1200.77
2014-05-30,1216.483
2014-06-30,1239.89
2014-07-31,1220.964
2014-08-29,1261.138
2014-09-30,1245.113
2014-10-31,1266.947
2014-11-28,1288.096
2014-12-31,1284.595
2015-01-30,1228.547
2015-02-27,1288.854
2015-03-31,1257.804
2015-04-30,1286.103
2015-05-29,1295.378
2015-06-30,1262.154
2015-07-31,1272.231
2015-08-31,1196.72
2015-09-30,1171.548
2015-10-30,1267.05
2015-11-30,1269.69
2015-12-31,1251.911
2016-01-29,1199.84
2016-02-29,1195.262
2016-03-31,1271.978
2016-04-29,1284.935
2016-05-31,1306.153
2016-06-30,1321.08
2016-07-29,1357.082
2016-08-31,1364.459
2016-09-30,1360.25
2016-10-31,1341.25
2016-11-30,1401.049
2016-12-30,1442.546
2017-01-31,1444.376
2017-02-28,1497.662
2017-03-31,1486.45
2017-04-28,1483.33
2017-05-31,1484.069
2017-06-30,1511.379
2017-07-31,1531.724
2017-08-31,1518.119
2017-09-29,1562.62
2017-10-31,1582.288
2017-11-30,1625.787
2017-12-29,1646.413
2018-01-31,1710.419
2018-02-28,1621.777
2018-03-30,1581.472
2018-04-30,1583.6
2018-05-31,1591.396
2018-06-29,1598.178
2018-07-31,1670.336
2018-08-31,1692.666
2018-09-28,1702.234
2018-10-31,1630.308
2018-11-30,1680.655
2018-12-31,1526.082
2019-01-31,1627.948
2019-02-28,1678.071
2019-03-29,1692.825
2019-04-30,1744.856
2019-05-31,1629.482
2019-06-28,1741.629
2019-07-31,1756.955
2019-08-30,1712.209
2019-09-30,1767.275
2019-10-31,1794.086
2019-11-29,1848.118
2019-12-31,1899.452
2020-01-31,1849.183
2020-02-28,1670.556
2020-03-31,1431.698
2020-04-30,1577.361
2020-05-29,1617.686
2020-06-30,1598.269
2020-07-31,1653.445
2020-08-31,1719.511
2020-09-30,1680.428
2020-10-30,1632.808
2020-11-30,1839.305
2020-12-31,1893.847
2021-01-29,1865.719
2021-02-26,1941.806
2021-03-31,2076.702
2021-04-30,2144.387
2021-05-31,2199.902
2021-06-30,2180.111
2021-07-30,2204.963
2021-08-31,2243.853
2021-09-30,2162.439
2021-10-29,2286.407
2021-11-30,2222.99
2021-12-31,2377.367
2022-01-31,2326.387
2022-02-28,2275.85
2022-03-31,2344.892
2022-04-29,2232.268
2022-05-31,2276.578
2022-06-30,2101.459
2022-07-29,2208.406
2022-08-31,2143.416
2022-09-30,1974.589
2022-10-31,2198.924
2022-11-30,2331.238
2022-12-30,2248.3
2023-01-31,2299.958
2023-02-28,2220.425
2023-03-31,2219.31
2023-04-28,2251.76
2023-05-31,2160.037
2023-06-30,2282.599
2023-07-31,2361.212
2023-08-31,2304.6
2023-09-29,2226.049
2023-10-31,2168.115
2023-11-30,2312.488
2023-12-29,2427.472
2024-01-31,2450.594
2024-02-29,2529.403
2024-03-29,2646.792
2024-04-30,2536.459
2024-05-31,2607.854
2024-06-28,2616.923
2024-07-31,2734.024
2024-08-30,2812.635
2024-09-30,2856.792
2024-10-31,2823.211
2024-11-29,2963.866
2024-12-31,2759.773
2025-01-31,2887.764
2025-02-28,2934.937
2025-03-31,2870.103
2025-04-30,2761.723
2025-05-30,2825.237
2025-06-30,2959.122
2025-07-31,2964.864
2025-08-29,3043.376
2025-09-30,3104.816
2025-10-31,3075.398
