Date,USA LARGE VALUE Large Cap
2001-12-10,583.889
2001-12-11,580.28
2001-12-12,579.578
2001-12-13,573.542
2001-12-14,572.946
2001-12-17,577.414
2001-12-18,581.897
2001-12-19,588.705
2001-12-20,587.941
2001-12-21,587.653
2001-12-24,588.374
2001-12-25,588.374
2001-12-26,590.752
2001-12-27,594.758
2001-12-28,597.302
2001-12-31,592.658
2002-01-01,592.658
2002-01-02,594.972
2002-01-03,598.122
2002-01-04,603.308
2002-01-07,601.064
2002-01-08,596.709
2002-01-09,593.572
2002-01-10,594.265
2002-01-11,588.862
2002-01-14,585.615
2002-01-15,591.158
2002-01-16,582.742
2002-01-17,586.723
2002-01-18,584.195
2002-01-21,584.195
2002-01-22,581.85
2002-01-23,586.083
2002-01-24,587.373
2002-01-25,588.395
2002-01-28,588.147
2002-01-29,571.009
2002-01-30,576.314
2002-01-31,585.412
2002-02-01,581.798
2002-02-04,567.792
2002-02-05,564.138
2002-02-06,559.433
2002-02-07,561.373
2002-02-08,569.925
2002-02-11,575.971
2002-02-12,574.295
2002-02-13,578.899
2002-02-14,579.241
2002-02-15,574.835
2002-02-18,574.835
2002-02-19,564.976
2002-02-20,572.729
2002-02-21,566.916
2002-02-22,572.699
2002-02-25,582.558
2002-02-26,582.92
2002-02-27,584.964
2002-02-28,585.343
2002-03-01,597.2
2002-03-04,608.113
2002-03-05,603.703
2002-03-06,613.705
2002-03-07,611.032
2002-03-08,611.577
2002-03-11,615.116
2002-03-12,615.908
2002-03-13,611.355
2002-03-14,610.832
2002-03-15,617.643
2002-03-18,617.016
2002-03-19,620.124
2002-03-20,612.72
2002-03-21,612.66
2002-03-22,610.105
2002-03-25,602.643
2002-03-26,606.574
2002-03-27,610.534
2002-03-28,610.534
2002-03-29,610.534
2002-04-01,608.497
2002-04-02,608.01
2002-04-03,602.218
2002-04-04,601.927
2002-04-05,601.894
2002-04-08,603.273
2002-04-09,600.783
2002-04-10,606.367
2002-04-11,594.254
2002-04-12,596.509
2002-04-15,592.333
2002-04-16,606.179
2002-04-17,606.158
2002-04-18,604.588
2002-04-19,605.477
2002-04-22,596.551
2002-04-23,594.656
2002-04-24,590.58
2002-04-25,589.283
2002-04-26,584.255
2002-04-29,577.728
2002-04-30,584.368
2002-05-01,591.063
2002-05-02,594.142
2002-05-03,590.21
2002-05-06,579.323
2002-05-07,577.737
2002-05-08,592.232
2002-05-09,587.263
2002-05-10,579.984
2002-05-13,589.762
2002-05-14,598.742
2002-05-15,595.773
2002-05-16,599.002
2002-05-17,601.006
2002-05-20,594.688
2002-05-21,591.475
2002-05-22,595.01
2002-05-23,600.584
2002-05-24,594.029
2002-05-27,594.029
2002-05-28,589.694
2002-05-29,587.283
2002-05-30,584.591
2002-05-31,587.574
2002-06-03,572.875
2002-06-04,570.899
2002-06-05,573.798
2002-06-06,561.102
2002-06-07,563.016
2002-06-10,564.171
2002-06-11,554.522
2002-06-12,559.369
2002-06-13,554.585
2002-06-14,553.357
2002-06-17,568.044
2002-06-18,570.948
2002-06-19,561.778
2002-06-20,554.7
2002-06-21,547.304
2002-06-24,546.379
2002-06-25,539.042
2002-06-26,534.719
2002-06-27,543.377
2002-06-28,547.256
2002-07-01,537.966
2002-07-02,528.986
2002-07-03,528.516
2002-07-04,528.516
2002-07-05,546.288
2002-07-08,543.233
2002-07-09,530.559
2002-07-10,513.417
2002-07-11,514.104
2002-07-12,509.832
2002-07-15,506.5
2002-07-16,497.351
2002-07-17,499.549
2002-07-18,485.995
2002-07-19,468.781
2002-07-22,450.891
2002-07-23,437.625
2002-07-24,461.631
2002-07-25,463.39
2002-07-26,473.62
2002-07-29,498.891
2002-07-30,502.543
2002-07-31,510.944
2002-08-01,496.114
2002-08-02,485.265
2002-08-05,468.501
2002-08-06,480.722
2002-08-07,489.479
2002-08-08,507.165
2002-08-09,510.895
2002-08-12,508.457
2002-08-13,497.322
2002-08-14,514.213
2002-08-15,518.087
2002-08-16,515.916
2002-08-19,528.712
2002-08-20,520.245
2002-08-21,527.143
2002-08-22,533.369
2002-08-23,521.316
2002-08-26,526.892
2002-08-27,523.822
2002-08-28,514.768
2002-08-29,514.616
2002-08-30,514.607
2002-09-02,514.607
2002-09-03,491.957
2002-09-04,499.405
2002-09-05,493.305
2002-09-06,499.864
2002-09-09,504.774
2002-09-10,506.513
2002-09-11,507.709
2002-09-12,495.968
2002-09-13,496.462
2002-09-16,497.29
2002-09-17,486.94
2002-09-18,485.064
2002-09-19,469.575
2002-09-20,471.229
2002-09-23,467.95
2002-09-24,458.032
2002-09-25,467.292
2002-09-26,478.114
2002-09-27,461.763
2002-09-30,456.94
2002-10-01,475.201
2002-10-02,462.264
2002-10-03,457.46
2002-10-04,446.164
2002-10-07,437.122
2002-10-08,440.968
2002-10-09,428.817
2002-10-10,445.262
2002-10-11,462.449
2002-10-14,465.321
2002-10-15,487.121
2002-10-16,479.424
2002-10-17,489.215
2002-10-18,490.777
2002-10-21,499.615
2002-10-22,496.901
2002-10-23,499.053
2002-10-24,492.773
2002-10-25,499.185
2002-10-28,498.222
2002-10-29,492.06
2002-10-30,498.966
2002-10-31,494.939
2002-11-01,504.072
2002-11-04,506.493
2002-11-05,512.522
2002-11-06,515.996
2002-11-07,503.278
2002-11-08,501.483
2002-11-11,491.03
2002-11-12,491.678
2002-11-13,488.388
2002-11-14,498.754
2002-11-15,504.217
2002-11-18,500.357
2002-11-19,500.885
2002-11-20,509.229
2002-11-21,520.961
2002-11-22,519.207
2002-11-25,521.655
2002-11-26,510.484
2002-11-27,524.418
2002-11-28,524.418
2002-11-29,523.551
2002-12-02,522.218
2002-12-03,514.303
2002-12-04,512.635
2002-12-05,507.45
2002-12-06,511.944
2002-12-09,501.568
2002-12-10,508.006
2002-12-11,508.221
2002-12-12,505.972
2002-12-13,501.86
2002-12-16,514.614
2002-12-17,511.103
2002-12-18,505.443
2002-12-19,502.331
2002-12-20,509.682
2002-12-23,508.912
2002-12-24,505.421
2002-12-25,505.421
2002-12-26,505.424
2002-12-27,496.556
2002-12-30,498.609
2002-12-31,499.263
2003-01-01,499.263
2003-01-02,515.254
2003-01-03,515.649
2003-01-06,530.227
2003-01-07,525.061
2003-01-08,517.652
2003-01-09,526.25
2003-01-10,525.4
2003-01-13,525.179
2003-01-14,528.288
2003-01-15,520.816
2003-01-16,519.096
2003-01-17,514.677
2003-01-20,514.677
2003-01-21,504.307
2003-01-22,497.484
2003-01-23,499.379
2003-01-24,485.149
2003-01-27,477.206
2003-01-28,483.315
2003-01-29,487.273
2003-01-30,476.539
2003-01-31,484.958
2003-02-03,488.438
2003-02-04,481.934
2003-02-05,478.845
2003-02-06,475.308
2003-02-07,471.231
2003-02-10,473.713
2003-02-11,468.403
2003-02-12,462.072
2003-02-13,461.581
2003-02-14,470.798
2003-02-17,470.798
2003-02-18,478.6
2003-02-19,475.804
2003-02-20,470.047
2003-02-21,475.804
2003-02-24,467.18
2003-02-25,471.248
2003-02-26,465.275
2003-02-27,471.659
2003-02-28,472.983
2003-03-03,471.618
2003-03-04,464.472
2003-03-05,469.592
2003-03-06,463.364
2003-03-07,467.002
2003-03-10,454.178
2003-03-11,449.75
2003-03-12,450.55
2003-03-13,464.201
2003-03-14,466.279
2003-03-17,480.344
2003-03-18,481.538
2003-03-19,487.797
2003-03-20,488.523
2003-03-21,499.941
2003-03-24,482.867
2003-03-25,487.946
2003-03-26,485.377
2003-03-27,484.837
2003-03-28,482.374
2003-03-31,472.653
2003-04-01,480.531
2003-04-02,491.814
2003-04-03,488.221
2003-04-04,491.226
2003-04-07,491.968
2003-04-08,492.193
2003-04-09,485.935
2003-04-10,488.549
2003-04-11,486.694
2003-04-14,496.27
2003-04-15,500.242
2003-04-16,492.982
2003-04-17,499.537
2003-04-18,499.537
2003-04-21,498.609
2003-04-22,510.914
2003-04-23,518.502
2003-04-24,514.06
2003-04-25,507.212
2003-04-28,515.86
2003-04-29,516.446
2003-04-30,518.622
2003-05-01,518.24
2003-05-02,525.38
2003-05-05,521.373
2003-05-06,524.626
2003-05-07,523.041
2003-05-08,517.023
2003-05-09,522.848
2003-05-12,529.175
2003-05-13,528.121
2003-05-14,527.417
2003-05-15,530.838
2003-05-16,530.191
2003-05-19,518.332
2003-05-20,517.851
2003-05-21,522.187
2003-05-22,527.151
2003-05-23,530.178
2003-05-26,530.178
2003-05-27,539.533
2003-05-28,539.919
2003-05-29,535.912
2003-05-30,544.54
2003-06-02,549.47
2003-06-03,551.765
2003-06-04,559.834
2003-06-05,562.542
2003-06-06,563.001
2003-06-09,555.443
2003-06-10,560.295
2003-06-11,568.471
2003-06-12,568.988
2003-06-13,564.151
2003-06-16,575.253
2003-06-17,575.107
2003-06-18,573.008
2003-06-19,563.989
2003-06-20,566.373
2003-06-23,559.358
2003-06-24,561.274
2003-06-25,556.125
2003-06-26,561.098
2003-06-27,555.251
2003-06-30,554.316
2003-07-01,558.634
2003-07-02,563.729
2003-07-03,559.323
2003-07-04,559.323
2003-07-07,567.651
2003-07-08,567.668
2003-07-09,564.921
2003-07-10,557.086
2003-07-11,562.032
2003-07-14,565.054
2003-07-15,561.249
2003-07-16,555.843
2003-07-17,550.295
2003-07-18,558.844
2003-07-21,549.98
2003-07-22,555.097
2003-07-23,553.772
2003-07-24,550.133
2003-07-25,559.858
2003-07-28,559.184
2003-07-29,554.878
2003-07-30,553.397
2003-07-31,555.007
2003-08-01,548.948
2003-08-04,550.788
2003-08-05,541.634
2003-08-06,545.167
2003-08-07,548.686
2003-08-08,551.626
2003-08-11,552.721
2003-08-12,557.8
2003-08-13,554.058
2003-08-14,558.511
2003-08-15,558.318
2003-08-18,562.082
2003-08-19,563.049
2003-08-20,562.14
2003-08-21,563.586
2003-08-22,555.431
2003-08-25,554.869
2003-08-26,556.364
2003-08-27,555.802
2003-08-28,558.929
2003-08-29,561.673
2003-09-01,561.673
2003-09-02,569.813
2003-09-03,572.903
2003-09-04,572.725
2003-09-05,569.445
2003-09-08,574.395
2003-09-09,569.96
2003-09-10,564.43
2003-09-11,566.365
2003-09-12,567.241
2003-09-15,564.717
2003-09-16,571.436
2003-09-17,570.333
2003-09-18,578.997
2003-09-19,577.255
2003-09-22,570.163
2003-09-23,571.379
2003-09-24,562.757
2003-09-25,559.753
2003-09-26,556.934
2003-09-29,561.117
2003-09-30,556.833
2003-10-01,568.488
2003-10-02,569.696
2003-10-03,572.482
2003-10-06,575.881
2003-10-07,578.127
2003-10-08,575.198
2003-10-09,577.191
2003-10-10,576.577
2003-10-13,580.073
2003-10-14,582.231
2003-10-15,580.302
2003-10-16,581.826
2003-10-17,577.258
2003-10-20,578.993
2003-10-21,577.53
2003-10-22,569.512
2003-10-23,573.067
2003-10-24,571.843
2003-10-27,571.737
2003-10-28,577.695
2003-10-29,579.63
2003-10-30,579.048
2003-10-31,581.178
2003-11-03,584.837
2003-11-04,582.333
2003-11-05,580.845
2003-11-06,583.025
2003-11-07,581.354
2003-11-10,579.744
2003-11-11,579.443
2003-11-12,584.825
2003-11-13,584.788
2003-11-14,580.974
2003-11-17,578.427
2003-11-18,573.99
2003-11-19,578.533
2003-11-20,574.482
2003-11-21,574.832
2003-11-24,580.682
2003-11-25,583.735
2003-11-26,586.418
2003-11-27,586.418
2003-11-28,585.808
2003-12-01,592.218
2003-12-02,592.907
2003-12-03,593.215
2003-12-04,595.679
2003-12-05,592.312
2003-12-08,597.564
2003-12-09,594.92
2003-12-10,594.909
2003-12-11,601.348
2003-12-12,603.339
2003-12-15,601.71
2003-12-16,606.917
2003-12-17,608.091
2003-12-18,614.461
2003-12-19,615.916
2003-12-22,618.901
2003-12-23,620.539
2003-12-24,619.196
2003-12-25,619.196
2003-12-26,619.917
2003-12-29,627.644
2003-12-30,628.17
2003-12-31,630.327
2004-01-01,630.327
2004-01-02,629.822
2004-01-05,637.216
2004-01-06,636.511
2004-01-07,636.864
2004-01-08,640.573
2004-01-09,633.449
2004-01-12,635.878
2004-01-13,632.597
2004-01-14,638.399
2004-01-15,639.41
2004-01-16,643.173
2004-01-19,643.173
2004-01-20,643.253
2004-01-21,650.623
2004-01-22,648.317
2004-01-23,644.972
2004-01-26,653.076
2004-01-27,648.15
2004-01-28,640.184
2004-01-29,643.072
2004-01-30,640.469
2004-02-02,642.597
2004-02-03,640.634
2004-02-04,636.571
2004-02-05,638.495
2004-02-06,644.038
2004-02-09,642.611
2004-02-10,645.665
2004-02-11,654.68
2004-02-12,651.777
2004-02-13,649.247
2004-02-16,649.247
2004-02-17,655.394
2004-02-18,652.127
2004-02-19,651.029
2004-02-20,648.525
2004-02-23,649.973
2004-02-24,647.501
2004-02-25,649.788
2004-02-26,650.344
2004-02-27,650.638
2004-03-01,656.426
2004-03-02,653.801
2004-03-03,655.497
2004-03-04,656.523
2004-03-05,659.396
2004-03-08,655.28
2004-03-09,651.4
2004-03-10,641.167
2004-03-11,630.58
2004-03-12,637.534
2004-03-15,629.053
2004-03-16,632.934
2004-03-17,640.229
2004-03-18,640.359
2004-03-19,633.207
2004-03-22,623.824
2004-03-23,623.025
2004-03-24,619.409
2004-03-25,627.322
2004-03-26,627.57
2004-03-29,635.35
2004-03-30,638.399
2004-03-31,638.18
2004-04-01,641.769
2004-04-02,643.887
2004-04-05,648.891
2004-04-06,649.575
2004-04-07,645.32
2004-04-08,644.964
2004-04-09,644.964
2004-04-12,648.503
2004-04-13,638.283
2004-04-14,636.011
2004-04-15,636.348
2004-04-16,641.322
2004-04-19,640.493
2004-04-20,631.635
2004-04-21,634.284
2004-04-22,642.893
2004-04-23,640.785
2004-04-26,639.708
2004-04-27,641.29
2004-04-28,633.17
2004-04-29,629.732
2004-04-30,627.674
2004-05-03,634.143
2004-05-04,636.058
2004-05-05,636.671
2004-05-06,632.433
2004-05-07,621.177
2004-05-10,612.465
2004-05-11,616.343
2004-05-12,619.59
2004-05-13,618.817
2004-05-14,620.247
2004-05-17,613.697
2004-05-18,617.544
2004-05-19,616.35
2004-05-20,616.853
2004-05-21,619.56
2004-05-24,620.118
2004-05-25,628.734
2004-05-26,629.519
2004-05-27,631.962
2004-05-28,630.902
2004-05-31,630.902
2004-06-01,631.468
2004-06-02,634.249
2004-06-03,630.009
2004-06-04,632.96
2004-06-07,642.521
2004-06-08,642.369
2004-06-09,637.558
2004-06-10,641.542
2004-06-11,640.941
2004-06-14,634.762
2004-06-15,638.465
2004-06-16,640.736
2004-06-17,641.448
2004-06-18,644.207
2004-06-21,641.703
2004-06-22,643.207
2004-06-23,648.655
2004-06-24,647.544
2004-06-25,641.888
2004-06-28,642.592
2004-06-29,643.826
2004-06-30,645.977
2004-07-01,640.712
2004-07-02,639.743
2004-07-05,639.743
2004-07-06,637.309
2004-07-07,638.526
2004-07-08,634.466
2004-07-09,636.855
2004-07-12,639.129
2004-07-13,639.38
2004-07-14,638.731
2004-07-15,635.304
2004-07-16,634.659
2004-07-19,635.606
2004-07-20,637.614
2004-07-21,630.664
2004-07-22,631.887
2004-07-23,628.719
2004-07-26,628.454
2004-07-27,634.206
2004-07-28,636.57
2004-07-29,639.204
2004-07-30,639.347
2004-08-02,642.055
2004-08-03,640.351
2004-08-04,639.528
2004-08-05,630.148
2004-08-06,621.881
2004-08-09,623.349
2004-08-10,630.112
2004-08-11,631.181
2004-08-12,623.669
2004-08-13,624.463
2004-08-16,633.244
2004-08-17,633.225
2004-08-18,640.286
2004-08-19,638.789
2004-08-20,643.734
2004-08-23,641.081
2004-08-24,641.922
2004-08-25,646.367
2004-08-26,647.013
2004-08-27,648.612
2004-08-30,644.895
2004-08-31,649.172
2004-09-01,649.508
2004-09-02,656.244
2004-09-03,655.503
2004-09-06,655.503
2004-09-07,660.96
2004-09-08,658.12
2004-09-09,659.142
2004-09-10,660.742
2004-09-13,660.701
2004-09-14,661.963
2004-09-15,657.918
2004-09-16,661.208
2004-09-17,664.752
2004-09-20,660.32
2004-09-21,665.493
2004-09-22,656.495
2004-09-23,651.125
2004-09-24,653.204
2004-09-27,649.926
2004-09-28,654.705
2004-09-29,655.749
2004-09-30,652.892
2004-10-01,662.228
2004-10-04,664.622
2004-10-05,663.987
2004-10-06,669.209
2004-10-07,664.229
2004-10-08,661.481
2004-10-11,662.469
2004-10-12,661.773
2004-10-13,655.464
2004-10-14,648.978
2004-10-15,652.351
2004-10-18,653.441
2004-10-19,645.808
2004-10-20,644.331
2004-10-21,644.711
2004-10-22,640.694
2004-10-25,640.345
2004-10-26,650.6
2004-10-27,656.379
2004-10-28,657.813
2004-10-29,659.981
2004-11-01,660.647
2004-11-02,659.436
2004-11-03,667.2
2004-11-04,679.735
2004-11-05,680.808
2004-11-08,679.913
2004-11-09,679.585
2004-11-10,680.454
2004-11-11,686.016
2004-11-12,692.237
2004-11-15,689.597
2004-11-16,685.845
2004-11-17,689.754
2004-11-18,690.395
2004-11-19,684.061
2004-11-22,687.687
2004-11-23,688.331
2004-11-24,690.257
2004-11-25,690.257
2004-11-26,691.458
2004-11-29,688.654
2004-11-30,687.561
2004-12-01,696.568
2004-12-02,694.403
2004-12-03,693.819
2004-12-06,692.865
2004-12-07,685.849
2004-12-08,688.703
2004-12-09,691.165
2004-12-10,691.344
2004-12-13,698.99
2004-12-14,700.236
2004-12-15,703.266
2004-12-16,701.921
2004-12-17,694.436
2004-12-20,695.737
2004-12-21,702.522
2004-12-22,705.955
2004-12-23,706.657
2004-12-24,706.657
2004-12-27,703.19
2004-12-28,707.297
2004-12-29,707.061
2004-12-30,706.489
2004-12-31,705.551
2005-01-03,699.779
2005-01-04,693.903
2005-01-05,692.052
2005-01-06,695.743
2005-01-07,693.162
2005-01-10,694.905
2005-01-11,690.422
2005-01-12,692.543
2005-01-13,687.072
2005-01-14,690.635
2005-01-17,690.635
2005-01-18,698.934
2005-01-19,691.966
2005-01-20,687.986
2005-01-21,683.738
2005-01-24,684.41
2005-01-25,686.308
2005-01-26,689.219
2005-01-27,689.388
2005-01-28,686.971
2005-01-31,693.188
2005-02-01,699.064
2005-02-02,701.095
2005-02-03,700.284
2005-02-04,708.468
2005-02-07,708.767
2005-02-08,709.74
2005-02-09,705.606
2005-02-10,708.468
2005-02-11,712.13
2005-02-14,713.961
2005-02-15,714.99
2005-02-16,715.359
2005-02-17,709.762
2005-02-18,711.774
2005-02-21,711.774
2005-02-22,701.335
2005-02-23,706.512
2005-02-24,712.615
2005-02-25,720.719
2005-02-28,716.137
2005-03-01,718.528
2005-03-02,719.361
2005-03-03,719.36
2005-03-04,727.08
2005-03-07,727.469
2005-03-08,724.923
2005-03-09,715.46
2005-03-10,716.778
2005-03-11,713.039
2005-03-14,718.049
2005-03-15,712.598
2005-03-16,706.993
2005-03-17,708.281
2005-03-18,709.443
2005-03-21,704.68
2005-03-22,695.436
2005-03-23,694.996
2005-03-24,693.888
2005-03-25,693.888
2005-03-28,696.032
2005-03-29,691.328
2005-03-30,701.077
2005-03-31,702.323
2005-04-01,699.053
2005-04-04,699.778
2005-04-05,701.937
2005-04-06,705.933
2005-04-07,709.182
2005-04-08,703.366
2005-04-11,704.183
2005-04-12,708.653
2005-04-13,701.022
2005-04-14,695.115
2005-04-15,684.28
2005-04-18,687.389
2005-04-19,691.565
2005-04-20,681.571
2005-04-21,693.492
2005-04-22,691.72
2005-04-25,697.428
2005-04-26,691.48
2005-04-27,694.499
2005-04-28,686.203
2005-04-29,696.151
2005-05-02,698.97
2005-05-03,697.217
2005-05-04,706.143
2005-05-05,704.004
2005-05-06,701.418
2005-05-09,706.156
2005-05-10,697.953
2005-05-11,700.777
2005-05-12,691.9
2005-05-13,686.561
2005-05-16,693.44
2005-05-17,698.612
2005-05-18,705.063
2005-05-19,709.001
2005-05-20,707.623
2005-05-23,710.502
2005-05-24,710.058
2005-05-25,708.402
2005-05-26,712.328
2005-05-27,713.085
2005-05-30,713.085
2005-05-31,708.035
2005-06-01,714.986
2005-06-02,714.905
2005-06-03,711.129
2005-06-06,711.99
2005-06-07,711.985
2005-06-08,710.972
2005-06-09,714.54
2005-06-10,715.157
2005-06-13,716.352
2005-06-14,717.856
2005-06-15,720.168
2005-06-16,723.612
2005-06-17,728.775
2005-06-20,728.039
2005-06-21,725.45
2005-06-22,725.838
2005-06-23,718.134
2005-06-24,713.486
2005-06-27,713.686
2005-06-28,718.024
2005-06-29,717.476
2005-06-30,711.562
2005-07-01,714.432
2005-07-04,714.432
2005-07-05,720.57
2005-07-06,713.858
2005-07-07,715.058
2005-07-08,722.169
2005-07-11,725.991
2005-07-12,727.08
2005-07-13,728.495
2005-07-14,729.886
2005-07-15,730.46
2005-07-18,724.428
2005-07-19,727.279
2005-07-20,729.543
2005-07-21,723.659
2005-07-22,728.903
2005-07-25,727.064
2005-07-26,727.058
2005-07-27,729.782
2005-07-28,733.515
2005-07-29,727.439
2005-08-01,727.243
2005-08-02,731.407
2005-08-03,732.134
2005-08-04,727.657
2005-08-05,720.904
2005-08-08,720.339
2005-08-09,725.6
2005-08-10,726.073
2005-08-11,731.834
2005-08-12,728.038
2005-08-15,729.198
2005-08-16,721.885
2005-08-17,721.669
2005-08-18,721.468
2005-08-19,722.535
2005-08-22,723.951
2005-08-23,721.286
2005-08-24,716.196
2005-08-25,717.428
2005-08-26,712.425
2005-08-29,716.202
2005-08-30,714.884
2005-08-31,722.763
2005-09-01,725.312
2005-09-02,723.448
2005-09-05,723.448
2005-09-06,731.289
2005-09-07,733.192
2005-09-08,731.057
2005-09-09,737.95
2005-09-12,736.903
2005-09-13,731.747
2005-09-14,731.654
2005-09-15,732.322
2005-09-16,740.647
2005-09-19,737.712
2005-09-20,732.851
2005-09-21,726.322
2005-09-22,727.776
2005-09-23,727.05
2005-09-26,728.585
2005-09-27,728.628
2005-09-28,729.59
2005-09-29,735.806
2005-09-30,733.475
2005-10-03,731.445
2005-10-04,722.62
2005-10-05,713.045
2005-10-06,711.552
2005-10-07,714.682
2005-10-10,708.884
2005-10-11,708.715
2005-10-12,704.374
2005-10-13,702.074
2005-10-14,707.409
2005-10-17,710.034
2005-10-18,701.14
2005-10-19,710.295
2005-10-20,696.658
2005-10-21,698.076
2005-10-24,710.916
2005-10-25,710.972
2005-10-26,709.145
2005-10-27,703.788
2005-10-28,715.615
2005-10-31,718.243
2005-11-01,716.713
2005-11-02,722.939
2005-11-03,726.26
2005-11-04,725.386
2005-11-07,726.35
2005-11-08,725.521
2005-11-09,727.08
2005-11-10,732.241
