Date,KOKUSAI INDEX (WORLD ex JP) Standard (Large+Mid Cap)
2001-07-16,2356.85
2001-07-17,2361.159
2001-07-18,2360.608
2001-07-19,2380.294
2001-07-20,2370.656
2001-07-23,2345.223
2001-07-24,2315.62
2001-07-25,2330.976
2001-07-26,2347.532
2001-07-27,2362.482
2001-07-30,2372.629
2001-07-31,2390.391
2001-08-01,2403.158
2001-08-02,2413.015
2001-08-03,2400.665
2001-08-06,2379.481
2001-08-07,2383.701
2001-08-08,2347.586
2001-08-09,2341.62
2001-08-10,2349.235
2001-08-13,2355.797
2001-08-14,2358.7
2001-08-15,2355.648
2001-08-16,2352.704
2001-08-17,2318.501
2001-08-20,2325.654
2001-08-21,2317.231
2001-08-22,2331.663
2001-08-23,2323.041
2001-08-24,2363.29
2001-08-27,2354.94
2001-08-28,2323.227
2001-08-29,2305.154
2001-08-30,2263.256
2001-08-31,2269.023
2001-09-03,2258.643
2001-09-04,2258.434
2001-09-05,2245.111
2001-09-06,2197.916
2001-09-07,2162.587
2001-09-10,2161.987
2001-09-11,2120.392
2001-09-12,2127.3
2001-09-13,2137.286
2001-09-14,2107.08
2001-09-17,2055.444
2001-09-18,2042.222
2001-09-19,2012.488
2001-09-20,1943.607
2001-09-21,1894.974
2001-09-24,1976.771
2001-09-25,2001.398
2001-09-26,2004.685
2001-09-27,2026.826
2001-09-28,2070.137
2001-10-01,2057.311
2001-10-02,2079.069
2001-10-03,2109.537
2001-10-04,2126.009
2001-10-05,2129.236
2001-10-08,2117.619
2001-10-09,2108.253
2001-10-10,2149.846
2001-10-11,2173.603
2001-10-12,2166.049
2001-10-15,2150.594
2001-10-16,2167.929
2001-10-17,2158.018
2001-10-18,2132.656
2001-10-19,2122.566
2001-10-22,2148.984
2001-10-23,2158.521
2001-10-24,2162.553
2001-10-25,2168.394
2001-10-26,2188.107
2001-10-29,2148.061
2001-10-30,2110.714
2001-10-31,2114.731
2001-11-01,2153.205
2001-11-02,2156.933
2001-11-05,2187.016
2001-11-06,2208.072
2001-11-07,2212.537
2001-11-08,2226.251
2001-11-09,2222.229
2001-11-12,2203.985
2001-11-13,2242.719
2001-11-14,2249.569
2001-11-15,2252.518
2001-11-16,2256.525
2001-11-19,2276.413
2001-11-20,2258.853
2001-11-21,2244.945
2001-11-22,2253.964
2001-11-23,2264.216
2001-11-26,2274.151
2001-11-27,2258.091
2001-11-28,2226.714
2001-11-29,2240.883
2001-11-30,2251.007
2001-12-03,2230.813
2001-12-04,2260.081
2001-12-05,2312.492
2001-12-06,2314.766
2001-12-07,2296.139
2001-12-10,2259.279
2001-12-11,2255.135
2001-12-12,2254.656
2001-12-13,2220.834
2001-12-14,2221.721
2001-12-17,2255.651
2001-12-18,2264.869
2001-12-19,2264.71
2001-12-20,2247.172
2001-12-21,2257.103
2001-12-24,2251.725
2001-12-25,2251.725
2001-12-26,2259.182
2001-12-27,2286.189
2001-12-28,2292.685
2001-12-31,2281.419
2002-01-01,2281.419
2002-01-02,2291.811
2002-01-03,2317.932
2002-01-04,2326.315
2002-01-07,2309.047
2002-01-08,2296.21
2002-01-09,2287.397
2002-01-10,2283.778
2002-01-11,2272.594
2002-01-14,2250.085
2002-01-15,2263.879
2002-01-16,2227.063
2002-01-17,2247.621
2002-01-18,2231.518
2002-01-21,2228.102
2002-01-22,2217.614
2002-01-23,2233.557
2002-01-24,2244.478
2002-01-25,2233.296
2002-01-28,2236.146
2002-01-29,2187.413
2002-01-30,2191.977
2002-01-31,2222.062
2002-02-01,2213.577
2002-02-04,2174.808
2002-02-05,2159.488
2002-02-06,2144.434
2002-02-07,2146.436
2002-02-08,2170.133
2002-02-11,2200.812
2002-02-12,2192.774
2002-02-13,2209.284
2002-02-14,2214.173
2002-02-15,2193.57
2002-02-18,2187.668
2002-02-19,2150.798
2002-02-20,2162.315
2002-02-21,2147.333
2002-02-22,2155.286
2002-02-25,2185.308
2002-02-26,2188.351
2002-02-27,2196.963
2002-02-28,2192.84
2002-03-01,2232.869
2002-03-04,2281.311
2002-03-05,2269.253
2002-03-06,2296.596
2002-03-07,2299.801
2002-03-08,2308.26
2002-03-11,2309.231
2002-03-12,2296.388
2002-03-13,2284.214
2002-03-14,2288.738
2002-03-15,2312.572
2002-03-18,2315.17
2002-03-19,2324.072
2002-03-20,2295.578
2002-03-21,2293.553
2002-03-22,2289.367
2002-03-25,2260.583
2002-03-26,2268.875
2002-03-27,2274.834
2002-03-28,2286.774
2002-03-29,2286.774
2002-04-01,2292.762
2002-04-02,2275.882
2002-04-03,2260.088
2002-04-04,2254.494
2002-04-05,2248.531
2002-04-08,2236.46
2002-04-09,2228.724
2002-04-10,2252.367
2002-04-11,2209.346
2002-04-12,2219.599
2002-04-15,2214.997
2002-04-16,2261.772
2002-04-17,2265.095
2002-04-18,2260.261
2002-04-19,2262.094
2002-04-22,2233.67
2002-04-23,2221.769
2002-04-24,2212.198
2002-04-25,2208.694
2002-04-26,2185.851
2002-04-29,2170.935
2002-04-30,2189.529
2002-05-01,2204.437
2002-05-02,2199.058
2002-05-03,2187.245
2002-05-06,2160.033
2002-05-07,2144.406
2002-05-08,2209.563
2002-05-09,2186.347
2002-05-10,2159.645
2002-05-13,2189.725
2002-05-14,2220.527
2002-05-15,2223.359
2002-05-16,2231.995
2002-05-17,2248.283
2002-05-20,2225.747
2002-05-21,2206.067
2002-05-22,2210.017
2002-05-23,2221.382
2002-05-24,2205.851
2002-05-27,2204.43
2002-05-28,2193.393
2002-05-29,2184.037
2002-05-30,2174.453
2002-05-31,2179.579
2002-06-03,2142.119
2002-06-04,2133.019
2002-06-05,2135.762
2002-06-06,2111.34
2002-06-07,2099.262
2002-06-10,2103.899
2002-06-11,2085.241
2002-06-12,2082.181
2002-06-13,2060.337
2002-06-14,2040.733
2002-06-17,2096.49
2002-06-18,2097.71
2002-06-19,2068.93
2002-06-20,2041.929
2002-06-21,2019.928
2002-06-24,2013.768
2002-06-25,2002.711
2002-06-26,1995.827
2002-06-27,2022.315
2002-06-28,2045.024
2002-07-01,2018.328
2002-07-02,1970.635
2002-07-03,1956.474
2002-07-04,1968.928
2002-07-05,2036.232
2002-07-08,2027.312
2002-07-09,1992.968
2002-07-10,1928.143
2002-07-11,1912.918
2002-07-12,1907.013
2002-07-15,1879.922
2002-07-16,1861.36
2002-07-17,1886.736
2002-07-18,1864.251
2002-07-19,1795.159
2002-07-22,1723.677
2002-07-23,1674.662
2002-07-24,1725.369
2002-07-25,1742.444
2002-07-26,1760.624
2002-07-29,1848.863
2002-07-30,1857.862
2002-07-31,1869.348
2002-08-01,1809.638
2002-08-02,1784.46
2002-08-05,1727.587
2002-08-06,1769.101
2002-08-07,1790.534
2002-08-08,1849.121
2002-08-09,1864.473
2002-08-12,1848.271
2002-08-13,1829.077
2002-08-14,1865.954
2002-08-15,1894.236
2002-08-16,1898.26
2002-08-19,1939.276
2002-08-20,1913.106
2002-08-21,1937.821
2002-08-22,1963.056
2002-08-23,1925.598
2002-08-26,1930.462
2002-08-27,1928.399
2002-08-28,1882.942
2002-08-29,1874.126
2002-08-30,1874.951
2002-09-02,1866.678
2002-09-03,1799.188
2002-09-04,1819.591
2002-09-05,1796.576
2002-09-06,1829.151
2002-09-09,1831.346
2002-09-10,1850.295
2002-09-11,1861.073
2002-09-12,1813.087
2002-09-13,1805.576
2002-09-16,1802.581
2002-09-17,1773.462
2002-09-18,1751.169
2002-09-19,1709.617
2002-09-20,1712.569
2002-09-23,1679.078
2002-09-24,1650.684
2002-09-25,1683.833
2002-09-26,1725.52
2002-09-27,1689.388
2002-09-30,1655.904
2002-10-01,1704.241
2002-10-02,1693.595
2002-10-03,1675.66
2002-10-04,1637.746
2002-10-07,1610.652
2002-10-08,1616.953
2002-10-09,1588.594
2002-10-10,1634.393
2002-10-11,1702.079
2002-10-14,1705.729
2002-10-15,1789.172
2002-10-16,1752.66
2002-10-17,1791.934
2002-10-18,1795.757
2002-10-21,1817.166
2002-10-22,1801.8
2002-10-23,1792.764
2002-10-24,1788.368
2002-10-25,1806.462
2002-10-28,1807.577
2002-10-29,1773.38
2002-10-30,1797.944
2002-10-31,1804.307
2002-11-01,1820.497
2002-11-04,1851.62
2002-11-05,1866.13
2002-11-06,1870.022
2002-11-07,1837.495
2002-11-08,1822.334
2002-11-11,1791.562
2002-11-12,1808.467
2002-11-13,1801.419
2002-11-14,1838.503
2002-11-15,1851.607
2002-11-18,1846.492
2002-11-19,1840.029
2002-11-20,1857.806
2002-11-21,1901.509
2002-11-22,1897.784
2002-11-25,1893.29
2002-11-26,1856.104
2002-11-27,1900.056
2002-11-28,1908.77
2002-11-29,1903.596
2002-12-02,1902.662
2002-12-03,1872.898
2002-12-04,1866.355
2002-12-05,1845.645
2002-12-06,1854.561
2002-12-09,1815.17
2002-12-10,1833.931
2002-12-11,1840.331
2002-12-12,1832.706
2002-12-13,1812.926
2002-12-16,1854.386
2002-12-17,1841.652
2002-12-18,1813.138
2002-12-19,1802.087
2002-12-20,1823.151
2002-12-23,1827.959
2002-12-24,1823.688
2002-12-25,1823.688
2002-12-26,1820.344
2002-12-27,1787.293
2002-12-30,1799.751
2002-12-31,1807.013
2003-01-01,1807.013
2003-01-02,1856.7
2003-01-03,1863.083
2003-01-06,1897.336
2003-01-07,1882.05
2003-01-08,1853.85
2003-01-09,1885.28
2003-01-10,1891.315
2003-01-13,1891.004
2003-01-14,1903.255
2003-01-15,1877.562
2003-01-16,1871.607
2003-01-17,1845.449
2003-01-20,1837.789
2003-01-21,1813.837
2003-01-22,1793.239
2003-01-23,1804.212
2003-01-24,1768.557
2003-01-27,1730.657
2003-01-28,1744.977
2003-01-29,1756.672
2003-01-30,1739.479
2003-01-31,1753.7
2003-02-03,1769.101
2003-02-04,1742.062
2003-02-05,1743.901
2003-02-06,1724.378
2003-02-07,1707.974
2003-02-10,1710.018
2003-02-11,1710.643
2003-02-12,1688.101
2003-02-13,1687.503
2003-02-14,1715.908
2003-02-17,1724.568
2003-02-18,1749.222
2003-02-19,1732.301
2003-02-20,1722.43
2003-02-21,1740.977
2003-02-24,1713.464
2003-02-25,1703.415
2003-02-26,1688.604
2003-02-27,1702.925
2003-02-28,1719.108
2003-03-03,1717.05
2003-03-04,1691.196
2003-03-05,1699.962
2003-03-06,1685.121
2003-03-07,1685.496
2003-03-10,1645.859
2003-03-11,1636.853
2003-03-12,1622.115
2003-03-13,1678.894
2003-03-14,1697.341
2003-03-17,1748.815
2003-03-18,1754.7
2003-03-19,1769.929
2003-03-20,1772.184
2003-03-21,1811.854
2003-03-24,1752.899
2003-03-25,1774.03
2003-03-26,1768.389
2003-03-27,1759.006
2003-03-28,1752.269
2003-03-31,1720.54
2003-04-01,1740.125
2003-04-02,1781.69
2003-04-03,1779.037
2003-04-04,1787.898
2003-04-07,1805.201
2003-04-08,1796.869
2003-04-09,1781.093
2003-04-10,1784.538
2003-04-11,1782.134
2003-04-14,1810.72
2003-04-15,1828.319
2003-04-16,1812.659
2003-04-17,1837.163
2003-04-18,1837.163
2003-04-21,1831.437
2003-04-22,1866.785
2003-04-23,1884.777
2003-04-24,1869.303
2003-04-25,1845.549
2003-04-28,1878.501
2003-04-29,1882.101
2003-04-30,1888.549
2003-05-01,1891.668
2003-05-02,1910.746
2003-05-05,1914.603
2003-05-06,1937.021
2003-05-07,1924.352
2003-05-08,1903.737
2003-05-09,1928.098
2003-05-12,1948.215
2003-05-13,1944.745
2003-05-14,1942.826
2003-05-15,1957.969
2003-05-16,1962.146
2003-05-19,1919.281
2003-05-20,1918.79
2003-05-21,1921.003
2003-05-22,1940.032
2003-05-23,1943.734
2003-05-26,1945.629
2003-05-27,1973.256
2003-05-28,1981.687
2003-05-29,1983.789
2003-05-30,1997.429
2003-06-02,2014.032
2003-06-03,2014.953
2003-06-04,2040.508
2003-06-05,2051.537
2003-06-06,2055.369
2003-06-09,2033.868
2003-06-10,2044.269
2003-06-11,2075.748
2003-06-12,2080.889
2003-06-13,2062.43
2003-06-16,2104.631
2003-06-17,2112.195
2003-06-18,2106.585
2003-06-19,2075.821
2003-06-20,2077.438
2003-06-23,2042.392
2003-06-24,2039.362
2003-06-25,2035.635
2003-06-26,2041.286
2003-06-27,2029.287
2003-06-30,2022.261
2003-07-01,2026.883
2003-07-02,2050.514
2003-07-03,2045.203
2003-07-04,2041.334
2003-07-07,2073.589
2003-07-08,2073.684
2003-07-09,2062.248
2003-07-10,2039.217
2003-07-11,2056.899
2003-07-14,2074.755
2003-07-15,2061.811
2003-07-16,2048.814
2003-07-17,2024.786
2003-07-18,2041.648
2003-07-21,2023.022
2003-07-22,2039.337
2003-07-23,2045.801
2003-07-24,2050.074
2003-07-25,2071.504
2003-07-28,2074.707
2003-07-29,2063.174
2003-07-30,2056.029
2003-07-31,2059.429
2003-08-01,2040.486
2003-08-04,2043.361
2003-08-05,2024.291
2003-08-06,2018.305
2003-08-07,2031.643
2003-08-08,2038.953
2003-08-11,2046.826
2003-08-12,2062.088
2003-08-13,2057.226
2003-08-14,2071.603
2003-08-15,2073.329
2003-08-18,2086.773
2003-08-19,2087.285
2003-08-20,2085.087
2003-08-21,2086.043
2003-08-22,2069.124
2003-08-25,2067.324
2003-08-26,2063.488
2003-08-27,2069.102
2003-08-28,2080.744
2003-08-29,2087.898
2003-09-01,2095.664
2003-09-02,2109.635
2003-09-03,2124.477
2003-09-04,2130.707
2003-09-05,2126.863
2003-09-08,2148.564
2003-09-09,2134.321
2003-09-10,2111.778
2003-09-11,2120.105
2003-09-12,2125.821
2003-09-15,2122.572
2003-09-16,2142.451
2003-09-17,2144.031
2003-09-18,2168.325
2003-09-19,2163.518
2003-09-22,2141.821
2003-09-23,2148.326
2003-09-24,2123.137
2003-09-25,2111.859
2003-09-26,2095.153
2003-09-29,2108.062
2003-09-30,2089.366
2003-10-01,2132.238
2003-10-02,2139.213
2003-10-03,2164.364
2003-10-06,2171.015
2003-10-07,2178.927
2003-10-08,2173.77
2003-10-09,2188.473
2003-10-10,2189.877
2003-10-13,2204.121
2003-10-14,2208.614
2003-10-15,2208.713
2003-10-16,2215.088
2003-10-17,2195.768
2003-10-20,2204.625
2003-10-21,2210.195
2003-10-22,2184.089
2003-10-23,2180.704
2003-10-24,2176.115
2003-10-27,2182.231
2003-10-28,2206.19
2003-10-29,2211.089
2003-10-30,2214.868
2003-10-31,2216.107
2003-11-03,2229.327
2003-11-04,2220.45
2003-11-05,2214.778
2003-11-06,2222.421
2003-11-07,2226.524
2003-11-10,2214.709
2003-11-11,2210.407
2003-11-12,2236.881
2003-11-13,2244.166
2003-11-14,2240.398
2003-11-17,2218.136
2003-11-18,2212.339
2003-11-19,2221.394
2003-11-20,2208.366
2003-11-21,2212.917
2003-11-24,2238.079
2003-11-25,2242.981
2003-11-26,2255.879
2003-11-27,2257.585
2003-11-28,2260.196
2003-12-01,2286.567
2003-12-02,2287.38
2003-12-03,2291.044
2003-12-04,2293.459
2003-12-05,2282.686
2003-12-08,2294.41
2003-12-09,2285.95
2003-12-10,2280.631
2003-12-11,2294.528
2003-12-12,2306.053
2003-12-15,2301.914
2003-12-16,2309.074
2003-12-17,2314.384
2003-12-18,2338.142
2003-12-19,2338.151
2003-12-22,2345.561
2003-12-23,2354.221
2003-12-24,2356.726
2003-12-25,2356.726
2003-12-26,2359.292
2003-12-29,2382.969
2003-12-30,2389.45
2003-12-31,2400.336
2004-01-01,2400.336
2004-01-02,2404.627
2004-01-05,2434.262
2004-01-06,2441.445
2004-01-07,2437.015
2004-01-08,2454.814
2004-01-09,2446.416
2004-01-12,2449.754
2004-01-13,2442.496
2004-01-14,2454.808
2004-01-15,2450.435
2004-01-16,2455.95
2004-01-19,2456.744
2004-01-20,2466.702
2004-01-21,2486.141
2004-01-22,2487.516
2004-01-23,2480.977
2004-01-26,2488.739
2004-01-27,2477.719
2004-01-28,2457.64
2004-01-29,2441.41
2004-01-30,2438.363
2004-02-02,2446.018
2004-02-03,2452.985
2004-02-04,2434.519
2004-02-05,2441.137
2004-02-06,2473.088
2004-02-09,2479.507
2004-02-10,2488.865
2004-02-11,2505.85
2004-02-12,2508.601
2004-02-13,2496.871
2004-02-16,2499.302
2004-02-17,2524.41
2004-02-18,2517.973
2004-02-19,2510.748
2004-02-20,2492.702
2004-02-23,2488.164
2004-02-24,2485.514
2004-02-25,2487.298
2004-02-26,2482.97
2004-02-27,2483.984
2004-03-01,2509.496
2004-03-02,2494.222
2004-03-03,2481.119
2004-03-04,2494.478
2004-03-05,2512.741
2004-03-08,2498.118
2004-03-09,2484.251
2004-03-10,2445.466
2004-03-11,2401.793
2004-03-12,2417.639
2004-03-15,2383.191
2004-03-16,2404.958
2004-03-17,2425.088
2004-03-18,2422.948
2004-03-19,2408.107
2004-03-22,2375.023
2004-03-23,2370.728
2004-03-24,2359.128
2004-03-25,2390.835
2004-03-26,2387.002
2004-03-29,2419.163
2004-03-30,2429.024
2004-03-31,2433.201
2004-04-01,2457.461
2004-04-02,2469.959
2004-04-05,2477.953
2004-04-06,2474.287
2004-04-07,2470.565
2004-04-08,2468.045
2004-04-09,2468.045
2004-04-12,2474.894
2004-04-13,2447.585
2004-04-14,2430.65
2004-04-15,2431.804
2004-04-16,2451.507
2004-04-19,2455.74
2004-04-20,2428.888
2004-04-21,2425.153
2004-04-22,2450.6
2004-04-23,2452.962
2004-04-26,2451.394
2004-04-27,2457.038
2004-04-28,2417.627
2004-04-29,2404.945
2004-04-30,2392.659
2004-05-03,2408.672
2004-05-04,2426.607
2004-05-05,2436.086
2004-05-06,2411.841
2004-05-07,2377.749
2004-05-10,2333.667
2004-05-11,2351.15
2004-05-12,2352.745
2004-05-13,2354.145
2004-05-14,2349.043
2004-05-17,2330.406
2004-05-18,2343.984
2004-05-19,2361.603
2004-05-20,2349.544
2004-05-21,2362.354
2004-05-24,2366.734
2004-05-25,2396.152
2004-05-26,2405.526
2004-05-27,2431.679
2004-05-28,2423.683
2004-05-31,2426.016
2004-06-01,2421.471
2004-06-02,2432.971
2004-06-03,2420.947
2004-06-04,2435.087
2004-06-07,2471.791
2004-06-08,2472.853
2004-06-09,2445.186
2004-06-10,2453.942
2004-06-11,2447.189
2004-06-14,2424.785
2004-06-15,2439.829
2004-06-16,2446.355
2004-06-17,2447.563
2004-06-18,2459.017
2004-06-21,2450.276
2004-06-22,2447.881
2004-06-23,2464.124
2004-06-24,2470.757
2004-06-25,2458.718
2004-06-28,2466.619
2004-06-29,2461.261
2004-06-30,2467.013
2004-07-01,2449.573
2004-07-02,2449.571
2004-07-05,2447.399
2004-07-06,2431.758
2004-07-07,2441.082
2004-07-08,2433.06
2004-07-09,2437.371
2004-07-12,2436.792
2004-07-13,2433.149
2004-07-14,2430.643
2004-07-15,2414.171
2004-07-16,2415.191
2004-07-19,2410.26
2004-07-20,2418.218
2004-07-21,2395.22
2004-07-22,2389.999
2004-07-23,2365.873
2004-07-26,2356.724
2004-07-27,2370.745
2004-07-28,2372.852
2004-07-29,2392.077
2004-07-30,2393.891
2004-08-02,2399.786
2004-08-03,2396.444
2004-08-04,2387.961
2004-08-05,2364.396
2004-08-06,2338.781
2004-08-09,2333.416
2004-08-10,2360.17
2004-08-11,2343.497
2004-08-12,2325.744
2004-08-13,2333.984
2004-08-16,2360.476
2004-08-17,2364.189
2004-08-18,2380.914
2004-08-19,2383.863
2004-08-20,2390.596
2004-08-23,2389.198
2004-08-24,2383.26
2004-08-25,2396.501
2004-08-26,2401.951
2004-08-27,2408.923
2004-08-30,2395.601
2004-08-31,2403.661
2004-09-01,2414.675
2004-09-02,2432.565
2004-09-03,2424.362
2004-09-06,2429.181
2004-09-07,2440.32
2004-09-08,2436.373
2004-09-09,2436.95
2004-09-10,2456.214
2004-09-13,2463.785
2004-09-14,2467.773
2004-09-15,2445.547
2004-09-16,2454.169
2004-09-17,2466.251
2004-09-20,2455.29
2004-09-21,2477.652
2004-09-22,2451.857
2004-09-23,2443.363
2004-09-24,2445.336
2004-09-27,2432.556
2004-09-28,2447.081
2004-09-29,2457.542
2004-09-30,2460.42
2004-10-01,2496.443
2004-10-04,2501.3
2004-10-05,2505.084
2004-10-06,2515.19
2004-10-07,2498.316
2004-10-08,2492.939
2004-10-11,2493.119
2004-10-12,2477.626
2004-10-13,2465.308
2004-10-14,2455.456
2004-10-15,2466.343
2004-10-18,2473.458
2004-10-19,2467.257
2004-10-20,2466.965
2004-10-21,2476.435
2004-10-22,2462.666
2004-10-25,2457.244
2004-10-26,2481.85
2004-10-27,2511.522
2004-10-28,2518.678
2004-10-29,2520.205
2004-11-01,2529.236
2004-11-02,2533.959
2004-11-03,2564.024
2004-11-04,2592.262
2004-11-05,2605.751
2004-11-08,2605.354
2004-11-09,2601.424
2004-11-10,2602.737
2004-11-11,2624.275
2004-11-12,2646.044
2004-11-15,2645.77
2004-11-16,2632.529
2004-11-17,2654.093
2004-11-18,2652.384
2004-11-19,2633.814
2004-11-22,2638.139
2004-11-23,2642.895
2004-11-24,2655.086
2004-11-25,2668.374
2004-11-26,2669.59
2004-11-29,2665.285
2004-11-30,2653.735
2004-12-01,2689.119
2004-12-02,2689.24
2004-12-03,2694.368
2004-12-06,2692.78
2004-12-07,2676.578
2004-12-08,2667.97
2004-12-09,2668.753
2004-12-10,2667.716
2004-12-13,2694.685
2004-12-14,2702.163
2004-12-15,2717.397
2004-12-16,2706.667
2004-12-17,2686.764
2004-12-20,2704.047
2004-12-21,2714.735
2004-12-22,2726.526
2004-12-23,2736.208
2004-12-24,2741.562
2004-12-27,2739.896
2004-12-28,2751.321
2004-12-29,2749.614
2004-12-30,2754.628
2004-12-31,2751.354
2005-01-03,2732.283
2005-01-04,2702.663
2005-01-05,2686.879
2005-01-06,2688.993
2005-01-07,2683.783
2005-01-10,2693.883
2005-01-11,2681.791
2005-01-12,2692.779
2005-01-13,2676.617
2005-01-14,2681.729
2005-01-17,2685.086
2005-01-18,2696.522
2005-01-19,2683.702
2005-01-20,2661.307
2005-01-21,2654.781
2005-01-24,2652.331
2005-01-25,2657.175
2005-01-26,2676.206
2005-01-27,2678.251
2005-01-28,2667.62
2005-01-31,2689.621
2005-02-01,2705.966
2005-02-02,2717.092
2005-02-03,2705.755
2005-02-04,2732.685
2005-02-07,2728.228
2005-02-08,2726.135
2005-02-09,2713.322
2005-02-10,2729.757
2005-02-11,2749.085
2005-02-14,2759.433
2005-02-15,2767.942
2005-02-16,2764.304
2005-02-17,2759.882
2005-02-18,2763.248
2005-02-21,2763.01
2005-02-22,2743.782
2005-02-23,2743.684
2005-02-24,2756.381
2005-02-25,2784.026
2005-02-28,2778.005
2005-03-01,2786.71
2005-03-02,2781.926
2005-03-03,2783.8
2005-03-04,2817.599
2005-03-07,2817.624
2005-03-08,2818.475
2005-03-09,2796.738
2005-03-10,2793.263
2005-03-11,2787.587
2005-03-14,2789.836
2005-03-15,2781.716
2005-03-16,2765.678
2005-03-17,2765.412
2005-03-18,2759.723
2005-03-21,2741.618
2005-03-22,2729.473
2005-03-23,2708.158
2005-03-24,2708.447
2005-03-25,2708.447
2005-03-28,2706.071
2005-03-29,2697.66
2005-03-30,2720.828
2005-03-31,2724.439
2005-04-01,2716.529
2005-04-04,2705.104
2005-04-05,2721.22
2005-04-06,2729.586
2005-04-07,2746.984
2005-04-08,2731.678
2005-04-11,2737.653
2005-04-12,2737.506
2005-04-13,2723.823
2005-04-14,2696.705
2005-04-15,2663.661
2005-04-18,2655.611
2005-04-19,2676.024
2005-04-20,2654.199
2005-04-21,2686.439
2005-04-22,2682.812
2005-04-25,2692.817
2005-04-26,2674.509
2005-04-27,2667.918
2005-04-28,2645.884
2005-04-29,2666.21
2005-05-02,2672.445
2005-05-03,2677.609
2005-05-04,2708.755
2005-05-05,2709.976
2005-05-06,2706.535
2005-05-09,2712.602
2005-05-10,2692.977
2005-05-11,2692.536
2005-05-12,2674.338
2005-05-13,2660.72
2005-05-16,2669.371
2005-05-17,2682.558
2005-05-18,2711.295
2005-05-19,2723.769
2005-05-20,2716.46
2005-05-23,2731.309
2005-05-24,2732.42
2005-05-25,2725.988
2005-05-26,2737.871
2005-05-27,2742.059
2005-05-30,2743.1
2005-05-31,2721.176
2005-06-01,2743.882
2005-06-02,2749.323
2005-06-03,2736.833
2005-06-06,2737.779
2005-06-07,2747.37
2005-06-08,2747.458
2005-06-09,2745.509
2005-06-10,2742.354
