Date,KOKUSAI INDEX (WORLD ex JP) Standard (Large+Mid Cap)
2002-08-27,2649.396
2002-08-28,2587.026
2002-08-29,2574.956
2002-08-30,2576.114
2002-09-02,2564.777
2002-09-03,2472.061
2002-09-04,2500.277
2002-09-05,2468.664
2002-09-06,2513.455
2002-09-09,2516.491
2002-09-10,2542.532
2002-09-11,2557.424
2002-09-12,2491.599
2002-09-13,2481.28
2002-09-16,2477.195
2002-09-17,2437.179
2002-09-18,2406.575
2002-09-19,2349.484
2002-09-20,2353.544
2002-09-23,2307.526
2002-09-24,2268.515
2002-09-25,2314.194
2002-09-26,2371.591
2002-09-27,2321.948
2002-09-30,2275.952
2002-10-01,2342.388
2002-10-02,2327.863
2002-10-03,2303.217
2002-10-04,2251.104
2002-10-07,2213.865
2002-10-08,2222.708
2002-10-09,2183.757
2002-10-10,2246.77
2002-10-11,2339.816
2002-10-14,2344.84
2002-10-15,2459.547
2002-10-16,2409.401
2002-10-17,2463.4
2002-10-18,2468.657
2002-10-21,2498.101
2002-10-22,2476.977
2002-10-23,2464.56
2002-10-24,2458.525
2002-10-25,2483.401
2002-10-28,2484.938
2002-10-29,2437.983
2002-10-30,2471.816
2002-10-31,2480.685
2002-11-01,2502.945
2002-11-04,2545.751
2002-11-05,2565.716
2002-11-06,2571.175
2002-11-07,2526.568
2002-11-08,2505.746
2002-11-11,2463.46
2002-11-12,2486.72
2002-11-13,2477.188
2002-11-14,2528.272
2002-11-15,2546.339
2002-11-18,2539.377
2002-11-19,2530.491
2002-11-20,2554.977
2002-11-21,2615.123
2002-11-22,2610.007
2002-11-25,2603.842
2002-11-26,2552.792
2002-11-27,2613.284
2002-11-28,2625.268
2002-11-29,2618.187
2002-12-02,2616.909
2002-12-03,2575.983
2002-12-04,2567.162
2002-12-05,2538.683
2002-12-06,2550.966
2002-12-09,2496.796
2002-12-10,2522.614
2002-12-11,2531.527
2002-12-12,2521.06
2002-12-13,2493.857
2002-12-16,2550.983
2002-12-17,2533.472
2002-12-18,2494.274
2002-12-19,2479.182
2002-12-20,2508.164
2002-12-23,2514.796
2002-12-24,2508.922
2002-12-25,2508.922
2002-12-26,2504.321
2002-12-27,2459.076
2002-12-30,2476.229
2002-12-31,2486.275
2003-01-01,2486.275
2003-01-02,2554.707
2003-01-03,2563.499
2003-01-06,2610.629
2003-01-07,2589.621
2003-01-08,2550.991
2003-01-09,2594.264
2003-01-10,2602.578
2003-01-13,2602.181
2003-01-14,2619.043
2003-01-15,2583.764
2003-01-16,2575.577
2003-01-17,2539.581
2003-01-20,2529.04
2003-01-21,2496.081
2003-01-22,2467.79
2003-01-23,2482.903
2003-01-24,2433.876
2003-01-27,2381.725
2003-01-28,2401.432
2003-01-29,2417.625
2003-01-30,2394.051
2003-01-31,2413.622
2003-02-03,2434.835
2003-02-04,2397.626
2003-02-05,2400.24
2003-02-06,2373.515
2003-02-07,2350.943
2003-02-10,2353.788
2003-02-11,2354.668
2003-02-12,2323.81
2003-02-13,2323.043
2003-02-14,2362.151
2003-02-17,2374.108
2003-02-18,2408.08
2003-02-19,2384.872
2003-02-20,2371.294
2003-02-21,2396.83
2003-02-24,2358.973
2003-02-25,2345.14
2003-02-26,2324.958
2003-02-27,2344.725
2003-02-28,2367.008
2003-03-03,2364.213
2003-03-04,2328.623
2003-03-05,2340.877
2003-03-06,2320.481
2003-03-07,2321.156
2003-03-10,2266.585
2003-03-11,2254.205
2003-03-12,2234.102
2003-03-13,2312.331
2003-03-14,2337.741
2003-03-17,2408.669
2003-03-18,2416.789
2003-03-19,2437.782
2003-03-20,2440.925
2003-03-21,2495.589
2003-03-24,2414.4
2003-03-25,2443.512
2003-03-26,2435.821
2003-03-27,2422.986
2003-03-28,2413.854
2003-03-31,2370.159
2003-04-01,2397.153
2003-04-02,2454.508
2003-04-03,2450.866
2003-04-04,2463.15
2003-04-07,2487.006
2003-04-08,2475.712
2003-04-09,2454.185
2003-04-10,2459.063
2003-04-11,2455.806
2003-04-14,2495.206
2003-04-15,2519.504
2003-04-16,2497.951
2003-04-17,2531.936
2003-04-18,2531.936
2003-04-21,2524.054
2003-04-22,2572.835
2003-04-23,2597.666
2003-04-24,2576.504
2003-04-25,2543.841
2003-04-28,2589.387
2003-04-29,2594.403
2003-04-30,2603.398
2003-05-01,2607.786
2003-05-02,2634.238
2003-05-05,2639.584
2003-05-06,2670.528
2003-05-07,2653.223
2003-05-08,2624.822
2003-05-09,2658.64
2003-05-12,2686.405
2003-05-13,2681.69
2003-05-14,2679.196
2003-05-15,2700.17
2003-05-16,2706.208
2003-05-19,2647.239
2003-05-20,2646.628
2003-05-21,2649.753
2003-05-22,2676.009
2003-05-23,2681.143
2003-05-26,2683.775
2003-05-27,2721.899
2003-05-28,2733.622
2003-05-29,2736.619
2003-05-30,2755.465
2003-06-02,2778.449
2003-06-03,2779.727
2003-06-04,2815.162
2003-06-05,2830.438
2003-06-06,2835.845
2003-06-09,2806.194
2003-06-10,2820.57
2003-06-11,2864.223
2003-06-12,2871.421
2003-06-13,2845.983
2003-06-16,2904.234
2003-06-17,2914.673
2003-06-18,2906.966
2003-06-19,2864.545
2003-06-20,2866.785
2003-06-23,2818.685
2003-06-24,2814.529
2003-06-25,2809.398
2003-06-26,2817.424
2003-06-27,2800.882
2003-06-30,2791.197
2003-07-01,2797.705
2003-07-02,2830.342
2003-07-03,2823.037
2003-07-04,2817.697
2003-07-07,2862.231
2003-07-08,2862.559
2003-07-09,2846.818
2003-07-10,2815.036
2003-07-11,2839.475
2003-07-14,2864.134
2003-07-15,2846.266
2003-07-16,2828.371
2003-07-17,2795.21
2003-07-18,2818.489
2003-07-21,2792.787
2003-07-22,2815.309
2003-07-23,2824.237
2003-07-24,2830.138
2003-07-25,2859.82
2003-07-28,2864.246
2003-07-29,2848.399
2003-07-30,2838.593
2003-07-31,2843.424
2003-08-01,2817.296
2003-08-04,2821.272
2003-08-05,2794.964
2003-08-06,2786.798
2003-08-07,2805.236
2003-08-08,2815.38
2003-08-11,2826.407
2003-08-12,2847.49
2003-08-13,2840.985
2003-08-14,2860.847
2003-08-15,2863.339
2003-08-18,2881.978
2003-08-19,2882.696
2003-08-20,2879.707
2003-08-21,2881.04
2003-08-22,2857.677
2003-08-25,2855.243
2003-08-26,2849.954
2003-08-27,2857.808
2003-08-28,2873.919
2003-08-29,2883.847
2003-09-01,2894.608
2003-09-02,2913.923
2003-09-03,2934.602
2003-09-04,2943.238
2003-09-05,2937.94
2003-09-08,2967.962
2003-09-09,2948.296
2003-09-10,2917.224
2003-09-11,2928.895
2003-09-12,2936.803
2003-09-15,2932.338
2003-09-16,2959.794
2003-09-17,2961.995
2003-09-18,2995.565
2003-09-19,2988.934
2003-09-22,2958.976
2003-09-23,2967.968
2003-09-24,2933.176
2003-09-25,2917.721
2003-09-26,2894.752
2003-09-29,2912.621
2003-09-30,2886.791
2003-10-01,2946.08
2003-10-02,2955.784
2003-10-03,2990.544
2003-10-06,2999.733
2003-10-07,3010.694
2003-10-08,3003.79
2003-10-09,3024.106
2003-10-10,3026.107
2003-10-13,3045.799
2003-10-14,3052.008
2003-10-15,3052.26
2003-10-16,3061.083
2003-10-17,3034.392
2003-10-20,3046.641
2003-10-21,3054.337
2003-10-22,3018.306
2003-10-23,3013.635
2003-10-24,3007.294
2003-10-27,3015.748
2003-10-28,3048.864
2003-10-29,3055.735
2003-10-30,3061.137
2003-10-31,3062.864
2003-11-03,3081.157
2003-11-04,3068.893
2003-11-05,3061.153
2003-11-06,3071.771
2003-11-07,3077.628
2003-11-10,3061.357
2003-11-11,3055.411
2003-11-12,3092.232
2003-11-13,3102.32
2003-11-14,3097.227
2003-11-17,3066.507
2003-11-18,3058.52
2003-11-19,3071.088
2003-11-20,3053.119
2003-11-21,3059.435
2003-11-24,3094.235
2003-11-25,3101.076
2003-11-26,3118.996
2003-11-27,3121.362
2003-11-28,3124.986
2003-12-01,3161.484
2003-12-02,3162.618
2003-12-03,3167.856
2003-12-04,3171.232
2003-12-05,3156.337
2003-12-08,3172.592
2003-12-09,3160.898
2003-12-10,3153.663
2003-12-11,3172.954
2003-12-12,3188.895
2003-12-15,3183.192
2003-12-16,3193.099
2003-12-17,3200.483
2003-12-18,3233.435
2003-12-19,3233.461
2003-12-22,3243.712
2003-12-23,3255.717
2003-12-24,3259.196
2003-12-25,3259.196
2003-12-26,3262.749
2003-12-29,3295.732
2003-12-30,3304.771
2003-12-31,3319.836
2004-01-01,3319.836
2004-01-02,3325.85
2004-01-05,3366.843
2004-01-06,3376.808
2004-01-07,3370.848
2004-01-08,3395.494
2004-01-09,3383.879
2004-01-12,3388.527
2004-01-13,3378.52
2004-01-14,3395.557
2004-01-15,3389.528
2004-01-16,3397.156
2004-01-19,3398.259
2004-01-20,3412.036
2004-01-21,3438.971
2004-01-22,3440.887
2004-01-23,3431.895
2004-01-26,3442.643
2004-01-27,3427.402
2004-01-28,3399.736
2004-01-29,3377.452
2004-01-30,3373.237
2004-02-02,3383.845
2004-02-03,3393.485
2004-02-04,3368.047
2004-02-05,3377.22
2004-02-06,3421.455
2004-02-09,3430.478
2004-02-10,3443.442
2004-02-11,3467.183
2004-02-12,3471.051
2004-02-13,3454.88
2004-02-16,3458.303
2004-02-17,3493.049
2004-02-18,3484.212
2004-02-19,3474.238
2004-02-20,3449.271
2004-02-23,3443.016
2004-02-24,3439.353
2004-02-25,3441.923
2004-02-26,3436.121
2004-02-27,3437.67
2004-03-01,3473.016
2004-03-02,3451.921
2004-03-03,3433.968
2004-03-04,3452.491
2004-03-05,3477.779
2004-03-08,3457.58
2004-03-09,3438.413
2004-03-10,3384.811
2004-03-11,3324.557
2004-03-12,3346.498
2004-03-15,3298.839
2004-03-16,3328.965
2004-03-17,3356.883
2004-03-18,3353.937
2004-03-19,3333.422
2004-03-22,3287.674
2004-03-23,3281.828
2004-03-24,3265.814
2004-03-25,3309.753
2004-03-26,3304.465
2004-03-29,3349.185
2004-03-30,3362.877
2004-03-31,3368.732
2004-04-01,3402.379
2004-04-02,3419.761
2004-04-05,3430.832
2004-04-06,3425.969
2004-04-07,3420.852
2004-04-08,3417.502
2004-04-09,3417.502
2004-04-12,3427.001
2004-04-13,3389.304
2004-04-14,3365.862
2004-04-15,3367.461
2004-04-16,3394.96
2004-04-19,3400.871
2004-04-20,3363.704
2004-04-21,3358.596
2004-04-22,3393.908
2004-04-23,3397.218
2004-04-26,3395.214
2004-04-27,3403.071
2004-04-28,3348.81
2004-04-29,3331.575
2004-04-30,3314.684
2004-05-03,3337.046
2004-05-04,3361.905
2004-05-05,3375.167
2004-05-06,3341.68
2004-05-07,3294.52
2004-05-10,3233.48
2004-05-11,3257.877
2004-05-12,3260.302
2004-05-13,3262.28
2004-05-14,3255.404
2004-05-17,3229.667
2004-05-18,3248.606
2004-05-19,3273.162
2004-05-20,3256.463
2004-05-21,3274.227
2004-05-24,3280.872
2004-05-25,3321.692
2004-05-26,3334.785
2004-05-27,3371.142
2004-05-28,3360.173
2004-05-31,3363.421
2004-06-01,3357.164
2004-06-02,3373.34
2004-06-03,3356.721
2004-06-04,3376.386
2004-06-07,3427.366
2004-06-08,3428.899
2004-06-09,3390.71
2004-06-10,3402.893
2004-06-11,3393.393
2004-06-14,3362.49
2004-06-15,3383.531
2004-06-16,3392.595
2004-06-17,3394.276
2004-06-18,3410.163
2004-06-21,3398.242
2004-06-22,3394.938
2004-06-23,3417.477
2004-06-24,3426.849
2004-06-25,3410.154
2004-06-28,3421.228
2004-06-29,3413.816
2004-06-30,3421.858
2004-07-01,3397.792
2004-07-02,3397.819
2004-07-05,3394.838
2004-07-06,3373.143
2004-07-07,3386.238
2004-07-08,3375.147
2004-07-09,3381.158
2004-07-12,3380.406
2004-07-13,3375.389
2004-07-14,3371.921
2004-07-15,3349.089
2004-07-16,3350.516
2004-07-19,3343.675
2004-07-20,3354.718
2004-07-21,3322.865
2004-07-22,3315.641
2004-07-23,3282.175
2004-07-26,3269.485
2004-07-27,3288.937
2004-07-28,3291.965
2004-07-29,3318.827
2004-07-30,3321.445
2004-08-02,3329.637
2004-08-03,3325.055
2004-08-04,3313.413
2004-08-05,3280.738
2004-08-06,3245.29
2004-08-09,3237.867
2004-08-10,3275.01
2004-08-11,3252.22
2004-08-12,3227.611
2004-08-13,3239.122
2004-08-16,3275.995
2004-08-17,3281.204
2004-08-18,3304.52
2004-08-19,3308.624
2004-08-20,3317.971
2004-08-23,3316.092
2004-08-24,3307.869
2004-08-25,3326.284
2004-08-26,3333.863
2004-08-27,3343.624
2004-08-30,3325.246
2004-08-31,3336.468
2004-09-01,3351.987
2004-09-02,3376.827
2004-09-03,3365.453
2004-09-06,3372.148
2004-09-07,3387.631
2004-09-08,3382.263
2004-09-09,3383.078
2004-09-10,3409.831
2004-09-13,3420.535
2004-09-14,3426.077
2004-09-15,3395.24
2004-09-16,3407.226
2004-09-17,3424.006
2004-09-20,3408.811
2004-09-21,3439.869
2004-09-22,3404.074
2004-09-23,3392.414
2004-09-24,3395.171
2004-09-27,3377.463
2004-09-28,3397.76
2004-09-29,3412.356
2004-09-30,3416.365
2004-10-01,3466.399
2004-10-04,3473.22
2004-10-05,3478.476
2004-10-06,3492.717
2004-10-07,3469.327
2004-10-08,3461.871
2004-10-11,3462.142
2004-10-12,3440.627
2004-10-13,3423.597
2004-10-14,3409.92
2004-10-15,3425.047
2004-10-18,3434.934
2004-10-19,3426.322
2004-10-20,3425.96
2004-10-21,3439.142
2004-10-22,3420.035
2004-10-25,3412.505
2004-10-26,3446.886
2004-10-27,3487.976
2004-10-28,3498.15
2004-10-29,3500.274
2004-11-01,3512.817
2004-11-02,3519.392
2004-11-03,3561.299
2004-11-04,3600.547
2004-11-05,3619.294
2004-11-08,3618.852
2004-11-09,3613.652
2004-11-10,3615.611
2004-11-11,3645.536
2004-11-12,3675.908
2004-11-15,3675.654
2004-11-16,3657.32
2004-11-17,3687.355
2004-11-18,3685.027
2004-11-19,3659.249
2004-11-22,3665.385
2004-11-23,3672.015
2004-11-24,3689.087
2004-11-25,3707.551
2004-11-26,3709.33
2004-11-29,3703.465
2004-11-30,3687.433
2004-12-01,3736.82
2004-12-02,3737.001
2004-12-03,3744.132
2004-12-06,3741.97
2004-12-07,3719.464
2004-12-08,3707.659
2004-12-09,3708.773
2004-12-10,3707.334
2004-12-13,3744.891
2004-12-14,3755.285
2004-12-15,3776.508
2004-12-16,3761.651
2004-12-17,3733.993
2004-12-20,3758.029
2004-12-21,3772.92
2004-12-22,3789.556
2004-12-23,3803.067
2004-12-24,3810.509
2004-12-27,3808.194
2004-12-28,3824.078
2004-12-29,3821.836
2004-12-30,3828.854
2004-12-31,3824.303
2005-01-03,3797.821
2005-01-04,3756.727
2005-01-05,3734.851
2005-01-06,3737.945
2005-01-07,3730.707
2005-01-10,3744.77
2005-01-11,3728.02
2005-01-12,3743.383
2005-01-13,3720.92
2005-01-14,3728.03
2005-01-17,3732.698
2005-01-18,3748.607
2005-01-19,3730.824
2005-01-20,3699.705
2005-01-21,3690.637
2005-01-24,3687.258
2005-01-25,3693.993
2005-01-26,3720.469
2005-01-27,3723.376
2005-01-28,3708.7
2005-01-31,3739.291
2005-02-01,3762.036
2005-02-02,3777.602
2005-02-03,3762.055
2005-02-04,3799.65
2005-02-07,3793.481
2005-02-08,3790.751
2005-02-09,3773.112
2005-02-10,3795.996
2005-02-11,3823.005
2005-02-14,3837.533
2005-02-15,3849.432
2005-02-16,3844.455
2005-02-17,3838.333
2005-02-18,3843.027
2005-02-21,3842.703
2005-02-22,3815.97
2005-02-23,3815.909
2005-02-24,3833.801
2005-02-25,3872.336
2005-02-28,3864.037
2005-03-01,3876.189
2005-03-02,3869.784
2005-03-03,3872.496
2005-03-04,3919.675
2005-03-07,3919.755
2005-03-08,3921.012
2005-03-09,3890.851
2005-03-10,3886.052
2005-03-11,3878.367
2005-03-14,3881.52
2005-03-15,3870.234
2005-03-16,3848.011
2005-03-17,3847.657
2005-03-18,3839.78
2005-03-21,3814.599
2005-03-22,3797.735
2005-03-23,3768.136
2005-03-24,3768.595
2005-03-25,3768.595
2005-03-28,3765.289
2005-03-29,3753.753
2005-03-30,3786.085
2005-03-31,3791.128
2005-04-01,3780.225
2005-04-04,3764.412
2005-04-05,3786.855
2005-04-06,3798.683
2005-04-07,3823.041
2005-04-08,3801.888
2005-04-11,3810.299
2005-04-12,3810.144
2005-04-13,3791.218
2005-04-14,3753.536
2005-04-15,3707.63
2005-04-18,3696.532
2005-04-19,3725.077
2005-04-20,3694.958
2005-04-21,3739.906
2005-04-22,3735.155
2005-04-25,3749.134
2005-04-26,3723.662
2005-04-27,3714.751
2005-04-28,3684.543
2005-04-29,3713.03
2005-05-02,3721.896
2005-05-03,3729.105
2005-05-04,3772.736
2005-05-05,3774.498
2005-05-06,3769.876
2005-05-09,3778.345
2005-05-10,3751.033
2005-05-11,3750.788
2005-05-12,3725.604
2005-05-13,3706.805
2005-05-16,3719.024
2005-05-17,3737.54
2005-05-18,3777.768
2005-05-19,3795.245
2005-05-20,3785.068
2005-05-23,3806.083
2005-05-24,3807.824
2005-05-25,3798.915
2005-05-26,3815.583
2005-05-27,3821.613
2005-05-30,3823.257
2005-05-31,3792.721
2005-06-01,3824.672
2005-06-02,3832.319
2005-06-03,3814.982
2005-06-06,3816.349
2005-06-07,3829.848
2005-06-08,3830.106
2005-06-09,3827.422
2005-06-10,3823.032
