Date,KOKUSAI INDEX (WORLD ex JP) Standard (Large+Mid Cap)
1985-08-30,311.475
1985-09-30,305.778
1985-10-31,324.124
1985-11-29,345.962
1985-12-31,360.879
1986-01-31,364.815
1986-02-28,394.392
1986-03-31,419.096
1986-04-30,428.982
1986-05-30,428.16
1986-06-30,436.068
1986-07-31,418.955
1986-08-29,454.751
1986-09-30,423.335
1986-10-31,440.202
1986-11-28,454.337
1986-12-31,452.958
1987-01-30,496.999
1987-02-27,516.843
1987-03-31,536.995
1987-04-30,541.443
1987-05-29,543.039
1987-06-30,565.709
1987-07-31,592.912
1987-08-31,609.276
1987-09-30,604.182
1987-10-30,472.192
1987-11-30,442.218
1987-12-31,470.324
1988-01-29,472.752
1988-02-29,494.409
1988-03-31,493.535
1988-04-29,500.351
1988-05-31,499.751
1988-06-30,512.05
1988-07-29,511.967
1988-08-31,491.264
1988-09-30,511.678
1988-10-31,539.513
1988-11-30,537.233
1988-12-30,543.26
1989-01-31,576.946
1989-02-28,561.984
1989-03-31,570.733
1989-04-28,594.215
1989-05-31,593.324
1989-06-30,600.199
1989-07-31,660.048
1989-08-31,663.728
1989-09-29,667.495
1989-10-31,641.83
1989-11-30,662.302
1989-12-29,698.845
1990-01-31,672.078
1990-02-28,669.019
1990-03-30,680.151
1990-04-30,661.454
1990-05-31,718.611
1990-06-29,727.773
1990-07-31,742.038
1990-08-31,673.543
1990-09-28,620.514
1990-10-31,638.76
1990-11-30,662.003
1990-12-31,667.986
1991-01-31,694.529
1991-02-28,748.013
1991-03-29,737.127
1991-04-30,736.902
1991-05-31,762.514
1991-06-28,718.562
1991-07-31,757.282
1991-08-30,771.397
1991-09-30,772.595
1991-10-31,775.805
1991-11-29,751.041
1991-12-31,818.654
1992-01-31,812.425
1992-02-28,819.076
1992-03-31,797.861
1992-04-30,828.072
1992-05-29,850.966
1992-06-30,837.199
1992-07-31,842.301
1992-08-31,826.732
1992-09-30,822.869
1992-10-30,805.431
1992-11-30,817.468
1992-12-31,829.755
1993-01-29,833.941
1993-02-26,848.315
1993-03-31,874.985
1993-04-30,875.007
1993-05-31,893.252
1993-06-30,887.436
1993-07-30,890.037
1993-08-31,939.721
1993-09-30,933.384
1993-10-29,970.746
1993-11-30,955.995
1993-12-31,1007.648
1994-01-31,1043.623
1994-02-28,1008.296
1994-03-31,964.393
1994-04-29,989.493
1994-05-31,984.176
1994-06-30,960.334
1994-07-29,1001.245
1994-08-31,1040.471
1994-09-30,1012.17
1994-10-31,1041.044
1994-11-30,998.407
1994-12-30,1007.056
1995-01-31,1008.608
1995-02-28,1046.227
1995-03-31,1080.847
1995-04-28,1112.802
1995-05-31,1150.586
1995-06-30,1167.952
1995-07-31,1215.334
1995-08-31,1194.933
1995-09-29,1237.123
1995-10-31,1232.484
1995-11-30,1266.218
1995-12-29,1294.665
1996-01-31,1330.039
1996-02-29,1347.095
1996-03-29,1362.007
1996-04-30,1380.416
1996-05-31,1403.268
1996-06-28,1409.888
1996-07-31,1363.52
1996-08-30,1400.554
1996-09-30,1456.695
1996-10-31,1494.848
1996-11-29,1591.463
1996-12-31,1584.802
1997-01-31,1644.169
1997-02-28,1659.157
1997-03-31,1630.015
1997-04-30,1681.868
1997-05-30,1770.284
1997-06-30,1849.272
1997-07-31,1963.663
1997-08-29,1839.369
1997-09-30,1962.714
1997-10-31,1872.714
1997-11-28,1929.664
1997-12-31,1972.639
1998-01-30,2010.69
1998-02-27,2164.671
1998-03-31,2288.16
1998-04-30,2313.929
1998-05-29,2296.137
1998-06-30,2352.731
1998-07-31,2351.568
1998-08-31,2032.676
1998-09-30,2078.362
1998-10-30,2248.868
1998-11-30,2385.707
1998-12-31,2504.545
1999-01-29,2563.031
1999-02-26,2493.152
1999-03-31,2570.17
1999-04-30,2670.372
1999-05-31,2578.808
1999-06-30,2684.058
1999-07-30,2641.4
1999-08-31,2638.203
1999-09-30,2584.95
1999-10-29,2722.656
1999-11-30,2792.527
1999-12-31,3026.504
2000-01-31,2846.259
2000-02-29,2866.42
2000-03-31,3058.287
2000-04-28,2944.205
2000-05-31,2880.542
2000-06-30,2962.763
2000-07-31,2916.971
2000-08-31,2998.994
2000-09-29,2837.702
2000-10-31,2805.464
2000-11-30,2627.864
2000-12-29,2696.331
2001-01-31,2758.272
2001-02-28,2512.301
2001-03-30,2335.848
2001-04-30,2509.728
2001-05-31,2473.706
2001-06-29,2404.598
2001-07-31,2390.391
2001-08-31,2269.023
2001-09-28,2070.137
2001-10-31,2114.731
2001-11-30,2251.007
2001-12-31,2281.419
2002-01-31,2222.062
2002-02-28,2192.84
2002-03-29,2286.774
2002-04-30,2189.529
2002-05-31,2179.579
2002-06-28,2045.024
2002-07-31,1869.348
2002-08-30,1874.951
2002-09-30,1655.904
2002-10-31,1804.307
2002-11-29,1903.596
2002-12-31,1807.013
2003-01-31,1753.7
2003-02-28,1719.108
2003-03-31,1720.54
2003-04-30,1888.549
2003-05-30,1997.429
2003-06-30,2022.261
2003-07-31,2059.429
2003-08-29,2087.898
2003-09-30,2089.366
2003-10-31,2216.107
2003-11-28,2260.196
2003-12-31,2400.336
2004-01-30,2438.363
2004-02-27,2483.984
2004-03-31,2433.201
2004-04-30,2392.659
2004-05-31,2426.016
2004-06-30,2467.013
2004-07-30,2393.891
2004-08-31,2403.661
2004-09-30,2460.42
2004-10-29,2520.205
2004-11-30,2653.735
2004-12-31,2751.354
2005-01-31,2689.621
2005-02-28,2778.005
2005-03-31,2724.439
2005-04-29,2666.21
2005-05-31,2721.176
2005-06-30,2747.488
2005-07-29,2850.63
2005-08-31,2854.042
2005-09-30,2903.98
2005-10-31,2829.299
2005-11-30,2920.389
2005-12-30,2962.29
2006-01-31,3092.316
2006-02-28,3090.548
2006-03-31,3157.14
2006-04-28,3253.537
2006-05-31,3154.755
2006-06-30,3158.268
2006-07-31,3182.776
2006-08-31,3269.87
2006-09-29,3320.732
2006-10-31,3450.554
2006-11-30,3542.329
2006-12-29,3612.428
2007-01-31,3656.536
2007-02-28,3617.456
2007-03-30,3698.22
2007-04-30,3890.281
2007-05-31,4004.446
2007-06-29,3971.419
2007-07-31,3874.15
2007-08-31,3884.19
2007-09-28,4079.756
2007-10-31,4220.579
2007-11-30,4037.747
2007-12-31,3997.578
2008-01-31,3678.915
2008-02-29,3652.407
2008-03-31,3630.164
2008-04-30,3812.998
2008-05-30,3866.915
2008-06-30,3553.446
2008-07-31,3470.542
2008-08-29,3431.911
2008-09-30,3021.129
2008-10-31,2434.308
2008-11-28,2261.81
2008-12-31,2320.394
2009-01-30,2111.049
2009-02-27,1901.132
2009-03-31,2058.169
2009-04-30,2293.162
2009-05-29,2497.419
2009-06-30,2479.35
2009-07-31,2702.538
2009-08-31,2814.657
2009-09-30,2946.36
2009-10-30,2896.302
2009-11-30,3031.449
2009-12-31,3089.278
2010-01-29,2941.584
2010-02-26,2984.054
2010-03-31,3173.003
2010-04-30,3174.013
2010-05-31,2864.567
2010-06-30,2761.629
2010-07-30,3000.275
2010-08-31,2883.327
2010-09-30,3167.914
2010-10-29,3291.794
2010-11-30,3205.771
2010-12-31,3440.531
2011-01-31,3526.475
2011-02-28,3645.84
2011-03-31,3643.171
2011-04-29,3812.136
2011-05-31,3731.436
2011-06-30,3661.466
2011-07-29,3575.541
2011-08-31,3327.749
2011-09-30,3016.0
2011-10-31,3364.021
2011-11-30,3288.609
2011-12-30,3283.909
2012-01-31,3450.335
2012-02-29,3618.323
2012-03-30,3664.62
2012-04-30,3630.541
2012-05-31,3318.169
2012-06-29,3487.098
2012-07-31,3544.428
2012-08-31,3645.154
2012-09-28,3746.665
2012-10-31,3725.351
2012-11-30,3769.449
2012-12-31,3828.75
2013-01-31,4028.855
2013-02-28,4026.213
2013-03-29,4110.727
2013-04-30,4217.697
2013-05-31,4244.183
2013-06-28,4122.217
2013-07-31,4358.914
2013-08-30,4266.249
2013-09-30,4465.623
2013-10-31,4658.042
2013-11-29,4742.122
2013-12-31,4848.504
2014-01-31,4669.632
2014-02-28,4928.012
2014-03-31,4941.507
2014-04-30,5007.874
2014-05-30,5097.557
2014-06-30,5173.529
2014-07-31,5080.802
2014-08-29,5213.324
2014-09-30,5062.577
2014-10-31,5104.223
2014-11-28,5214.172
2014-12-31,5129.287
2015-01-30,5017.883
2015-02-27,5310.909
2015-03-31,5212.68
2015-04-30,5329.054
2015-05-29,5342.499
2015-06-30,5215.114
2015-07-31,5315.457
2015-08-31,4959.586
2015-09-30,4791.671
2015-10-30,5161.615
2015-11-30,5138.465
2015-12-31,5037.854
2016-01-29,4747.605
2016-02-29,4721.377
2016-03-31,5050.844
2016-04-29,5116.538
2016-05-31,5153.043
2016-06-30,5101.837
2016-07-29,5306.653
2016-08-31,5309.534
2016-09-30,5332.242
2016-10-31,5212.133
2016-11-30,5307.387
2016-12-30,5441.735
2017-01-31,5566.248
2017-02-28,5729.649
2017-03-31,5798.458
2017-04-28,5886.662
2017-05-31,6006.279
2017-06-30,6025.564
2017-07-31,6171.894
2017-08-31,6181.73
2017-09-29,6322.148
2017-10-31,6425.297
2017-11-30,6559.344
2017-12-29,6652.297
2018-01-31,7008.103
2018-02-28,6699.722
2018-03-30,6553.188
2018-04-30,6631.66
2018-05-31,6683.928
2018-06-29,6696.708
2018-07-31,6923.064
2018-08-31,7015.172
2018-09-28,7038.337
2018-10-31,6528.833
2018-11-30,6607.442
2018-12-31,6099.519
2019-01-31,6583.813
2019-02-28,6800.446
2019-03-29,6894.261
2019-04-30,7152.013
2019-05-31,6727.994
2019-06-28,7188.529
2019-07-31,7226.366
2019-08-30,7072.071
2019-09-30,7210.553
2019-10-31,7379.156
2019-11-29,7599.732
2019-12-31,7833.638
2020-01-31,7791.193
2020-02-28,7137.382
2020-03-31,6154.625
2020-04-30,6858.861
2020-05-29,7183.575
2020-06-30,7390.594
2020-07-31,7784.882
2020-08-31,8299.186
2020-09-30,7982.889
2020-10-30,7728.003
2020-11-30,8718.093
2020-12-31,9088.532
2021-01-29,8998.259
2021-02-26,9236.832
2021-03-31,9561.612
2021-04-30,10054.646
2021-05-31,10198.776
2021-06-30,10364.281
2021-07-30,10573.022
2021-08-31,10831.839
2021-09-30,10329.265
2021-10-29,10984.98
2021-11-30,10746.35
2021-12-31,11223.107
2022-01-31,10627.666
2022-02-28,10348.879
2022-03-31,10655.801
2022-04-29,9774.018
2022-05-31,9771.523
2022-06-30,8920.197
2022-07-29,9641.57
2022-08-31,9228.366
2022-09-30,8376.894
2022-10-31,9001.224
2022-11-30,9611.968
2022-12-30,9176.189
2023-01-31,9830.738
2023-02-28,9603.768
2023-03-31,9895.02
2023-04-28,10077.511
2023-05-31,9958.207
2023-06-30,10573.442
2023-07-31,10930.994
2023-08-31,10670.14
2023-09-29,10194.359
2023-10-31,9909.399
2023-11-30,10843.734
2023-12-29,11379.912
2024-01-31,11491.488
2024-02-29,11988.201
2024-03-29,12375.007
2024-04-30,11924.588
2024-05-31,12481.08
2024-06-28,12756.303
2024-07-31,12950.085
2024-08-30,13309.709
2024-09-30,13572.859
2024-10-31,13319.019
2024-11-29,13960.691
2024-12-31,13579.417
2025-01-31,14073.721
2025-02-28,13977.403
2025-03-31,13319.698
2025-04-30,13404.973
2025-05-30,14213.45
2025-06-30,14848.733
