Date,UNITED KINGDOM MID CAP Mid Cap
2004-02-27,492.859
2004-03-31,482.529
2004-04-30,466.923
2004-05-31,483.939
2004-06-30,492.558
2004-07-30,478.027
2004-08-31,473.798
2004-09-30,486.888
2004-10-29,505.89
2004-11-30,545.877
2004-12-31,566.801
2005-01-31,566.021
2005-02-28,592.321
2005-03-31,575.517
2005-04-29,565.279
2005-05-31,565.999
2005-06-30,575.006
2005-07-29,585.127
2005-08-31,601.574
2005-09-30,607.941
2005-10-31,587.717
2005-11-30,612.885
2005-12-30,640.686
2006-01-31,692.4
2006-02-28,694.469
2006-03-31,714.047
2006-04-28,744.413
2006-05-31,731.085
2006-06-30,737.225
2006-07-31,758.587
2006-08-31,787.439
2006-09-29,797.286
2006-10-31,838.824
2006-11-30,870.401
2006-12-29,908.548
2007-01-31,901.764
2007-02-28,897.591
2007-03-30,935.318
2007-04-30,971.17
2007-05-31,1000.0
2007-06-29,973.976
2007-07-31,948.518
2007-08-31,940.45
2007-09-28,927.312
2007-10-31,991.732
2007-11-30,895.855
2007-12-31,857.401
2008-01-31,801.918
2008-02-29,789.806
2008-03-31,778.424
2008-04-30,790.638
2008-05-30,785.802
2008-06-30,718.552
2008-07-31,696.148
2008-08-29,694.503
2008-09-30,592.555
2008-10-31,445.752
2008-11-28,427.04
2008-12-31,411.524
2009-01-30,394.348
2009-02-27,373.645
2009-03-31,393.032
2009-04-30,456.853
2009-05-29,501.452
2009-06-30,503.019
2009-07-31,548.31
2009-08-31,578.911
2009-09-30,597.318
2009-10-30,604.81
2009-11-30,625.762
2009-12-31,647.205
2010-01-29,618.198
2010-02-26,601.369
2010-03-31,648.229
2010-04-30,656.021
2010-05-31,592.058
2010-06-30,594.18
2010-07-30,661.129
2010-08-31,640.047
2010-09-30,710.76
2010-10-29,731.656
2010-11-30,687.894
2010-12-31,744.2
2011-01-31,764.651
2011-02-28,803.108
2011-03-31,776.891
2011-04-29,842.692
2011-05-31,831.915
2011-06-30,801.732
2011-07-29,791.89
2011-08-31,742.0
2011-09-30,668.89
2011-10-31,737.98
2011-11-30,709.956
2011-12-30,701.001
2012-01-31,738.161
2012-02-29,794.467
2012-03-30,804.979
2012-04-30,801.753
2012-05-31,723.817
2012-06-29,767.191
2012-07-31,782.418
2012-08-31,824.234
2012-09-28,850.98
2012-10-31,862.397
2012-11-30,887.624
2012-12-31,905.817
2013-01-31,923.676
2013-02-28,913.371
2013-03-29,931.636
2013-04-30,965.121
2013-05-31,984.56
2013-06-28,938.594
2013-07-31,1019.617
2013-08-30,1003.672
2013-09-30,1072.954
2013-10-31,1114.646
2013-11-29,1115.397
2013-12-31,1156.084
2014-01-31,1135.6
2014-02-28,1228.769
2014-03-31,1184.173
2014-04-30,1212.606
2014-05-30,1232.107
2014-06-30,1225.919
2014-07-31,1190.602
2014-08-29,1199.525
2014-09-30,1132.896
2014-10-31,1134.999
2014-11-28,1161.567
2014-12-31,1164.193
2015-01-30,1162.393
2015-02-27,1236.153
2015-03-31,1179.176
2015-04-30,1249.945
2015-05-29,1274.262
2015-06-30,1240.222
2015-07-31,1270.985
2015-08-31,1204.056
2015-09-30,1153.402
2015-10-30,1223.78
2015-11-30,1199.063
2015-12-31,1154.479
2016-01-29,1058.686
2016-02-29,1046.88
2016-03-31,1117.068
2016-04-29,1132.962
2016-05-31,1136.113
2016-06-30,1014.694
2016-07-29,1075.959
2016-08-31,1079.603
2016-09-30,1078.726
2016-10-31,991.775
2016-11-30,1001.43
2016-12-30,1034.1
2017-01-31,1055.82
2017-02-28,1073.07
2017-03-31,1096.712
2017-04-28,1160.847
2017-05-31,1185.626
2017-06-30,1150.134
2017-07-31,1194.134
2017-08-31,1188.14
2017-09-29,1229.411
2017-10-31,1235.477
2017-11-30,1228.602
2017-12-29,1275.906
2018-01-31,1324.967
2018-02-28,1253.315
2018-03-30,1240.751
2018-04-30,1293.979
2018-05-31,1298.618
2018-06-29,1272.756
2018-07-31,1262.353
2018-08-31,1239.702
2018-09-28,1237.959
2018-10-31,1120.441
2018-11-30,1093.44
2018-12-31,1046.769
2019-01-31,1150.233
2019-02-28,1184.875
2019-03-29,1162.684
2019-04-30,1216.368
2019-05-31,1123.454
2019-06-28,1187.703
2019-07-31,1171.765
2019-08-30,1128.532
2019-09-30,1179.261
2019-10-31,1230.093
2019-11-29,1270.969
2019-12-31,1351.237
2020-01-31,1303.242
2020-02-28,1155.154
2020-03-31,875.515
2020-04-30,964.605
2020-05-29,1016.347
2020-06-30,1026.257
2020-07-31,1074.673
2020-08-31,1164.305
2020-09-30,1125.106
2020-10-30,1086.395
2020-11-30,1250.942
2020-12-31,1343.398
2021-01-29,1340.927
2021-02-26,1371.235
2021-03-31,1413.82
2021-04-30,1492.268
2021-05-31,1536.839
2021-06-30,1506.603
2021-07-30,1564.56
2021-08-31,1587.554
2021-09-30,1505.926
2021-10-29,1566.273
2021-11-30,1492.356
2021-12-31,1601.154
2022-01-31,1479.685
2022-02-28,1434.629
2022-03-31,1376.571
2022-04-29,1288.396
2022-05-31,1245.489
2022-06-30,1105.253
2022-07-29,1204.141
2022-08-31,1070.127
2022-09-30,941.314
2022-10-31,1021.403
2022-11-30,1144.335
2022-12-30,1129.436
2023-01-31,1269.984
2023-02-28,1267.032
2023-03-31,1286.457
2023-04-28,1360.746
2023-05-31,1286.433
2023-06-30,1315.093
2023-07-31,1404.378
2023-08-31,1341.818
2023-09-29,1267.372
2023-10-31,1199.877
2023-11-30,1349.373
2023-12-29,1455.394
2024-01-31,1425.095
2024-02-29,1432.134
2024-03-29,1473.034
2024-04-30,1414.804
2024-05-31,1480.92
2024-06-28,1458.727
2024-07-31,1530.568
2024-08-30,1558.373
2024-09-30,1586.511
2024-10-31,1455.226
2024-11-29,1510.032
2024-12-31,1451.973
2025-01-31,1501.957
2025-02-28,1506.288
2025-03-31,1468.771
2025-04-30,1563.09
2025-05-30,1648.898
2025-06-30,1693.431
2025-07-31,1649.484
2025-08-29,1704.069
2025-09-30,1731.42
2025-10-31,1729.221
2025-11-28,1710.512
2025-12-31,1769.204
2026-01-30,1819.395
