Date,FRANCE LARGE VALUE Large Cap
2001-08-14,466.255
2001-08-15,469.924
2001-08-16,465.212
2001-08-17,458.141
2001-08-20,457.975
2001-08-21,460.297
2001-08-22,460.929
2001-08-23,455.959
2001-08-24,466.156
2001-08-27,463.976
2001-08-28,456.344
2001-08-29,459.234
2001-08-30,446.219
2001-08-31,442.172
2001-09-03,432.573
2001-09-04,428.186
2001-09-05,416.463
2001-09-06,404.319
2001-09-07,402.337
2001-09-10,397.505
2001-09-11,365.96
2001-09-12,368.081
2001-09-13,371.461
2001-09-14,356.498
2001-09-17,368.304
2001-09-18,361.404
2001-09-19,360.294
2001-09-20,344.227
2001-09-21,335.368
2001-09-24,356.172
2001-09-25,364.914
2001-09-26,369.986
2001-09-27,373.132
2001-09-28,372.387
2001-10-01,366.008
2001-10-02,369.373
2001-10-03,366.861
2001-10-04,381.34
2001-10-05,380.79
2001-10-08,379.487
2001-10-09,378.907
2001-10-10,387.338
2001-10-11,388.149
2001-10-12,390.967
2001-10-15,377.687
2001-10-16,388.491
2001-10-17,398.052
2001-10-18,388.238
2001-10-19,379.496
2001-10-22,383.886
2001-10-23,393.77
2001-10-24,399.755
2001-10-25,390.418
2001-10-26,399.092
2001-10-29,395.329
2001-10-30,384.231
2001-10-31,390.995
2001-11-01,395.606
2001-11-02,396.743
2001-11-05,404.043
2001-11-06,404.989
2001-11-07,410.081
2001-11-08,416.943
2001-11-09,411.235
2001-11-12,398.776
2001-11-13,411.174
2001-11-14,416.481
2001-11-15,422.778
2001-11-16,425.953
2001-11-19,429.29
2001-11-20,421.955
2001-11-21,413.86
2001-11-22,418.997
2001-11-23,415.902
2001-11-26,417.053
2001-11-27,409.098
2001-11-28,406.408
2001-11-29,406.274
2001-11-30,413.745
2001-12-03,411.045
2001-12-04,417.454
2001-12-05,432.356
2001-12-06,434.738
2001-12-07,432.393
2001-12-10,422.747
2001-12-11,422.025
2001-12-12,422.211
2001-12-13,410.423
2001-12-14,405.545
2001-12-17,422.118
2001-12-18,420.448
2001-12-19,417.87
2001-12-20,412.42
2001-12-21,414.251
2001-12-24,410.096
2001-12-25,410.096
2001-12-26,410.446
2001-12-27,420.861
2001-12-28,421.322
2001-12-31,425.431
2002-01-01,425.431
2002-01-02,429.983
2002-01-03,440.56
2002-01-04,439.823
2002-01-07,430.908
2002-01-08,428.117
2002-01-09,425.524
2002-01-10,421.368
2002-01-11,423.079
2002-01-14,414.51
2002-01-15,416.687
2002-01-16,403.504
2002-01-17,407.379
2002-01-18,404.608
2002-01-21,401.436
2002-01-22,402.62
2002-01-23,402.969
2002-01-24,406.329
2002-01-25,397.856
2002-01-28,402.241
2002-01-29,395.944
2002-01-30,387.561
2002-01-31,391.492
2002-02-01,390.564
2002-02-04,385.171
2002-02-05,377.265
2002-02-06,372.962
2002-02-07,377.462
2002-02-08,381.306
2002-02-11,389.322
2002-02-12,387.189
2002-02-13,386.295
2002-02-14,391.361
2002-02-15,385.746
2002-02-18,381.931
2002-02-19,373.111
2002-02-20,369.597
2002-02-21,375.677
2002-02-22,374.093
2002-02-25,377.962
2002-02-26,382.117
2002-02-27,386.791
2002-02-28,391.346
2002-03-01,393.413
2002-03-04,408.331
2002-03-05,406.638
2002-03-06,411.548
2002-03-07,416.728
2002-03-08,416.257
2002-03-11,410.972
2002-03-12,404.648
2002-03-13,403.095
2002-03-14,407.722
2002-03-15,412.429
2002-03-18,416.231
2002-03-19,419.797
2002-03-20,417.75
2002-03-21,415.58
2002-03-22,417.382
2002-03-25,415.06
2002-03-26,417.895
2002-03-27,416.704
2002-03-28,422.729
2002-03-29,422.729
2002-04-01,426.194
2002-04-02,421.304
2002-04-03,420.929
2002-04-04,412.617
2002-04-05,408.056
2002-04-08,397.58
2002-04-09,401.88
2002-04-10,408.278
2002-04-11,401.943
2002-04-12,402.898
2002-04-15,408.156
2002-04-16,419.059
2002-04-17,421.472
2002-04-18,423.745
2002-04-19,425.299
2002-04-22,420.081
2002-04-23,419.469
2002-04-24,415.476
2002-04-25,411.259
2002-04-26,411.943
2002-04-29,410.531
2002-04-30,412.032
2002-05-01,414.364
2002-05-02,409.05
2002-05-03,407.035
2002-05-06,408.302
2002-05-07,400.095
2002-05-08,410.507
2002-05-09,409.506
2002-05-10,406.168
2002-05-13,408.132
2002-05-14,410.777
2002-05-15,418.447
2002-05-16,418.036
2002-05-17,424.379
2002-05-20,420.279
2002-05-21,419.293
2002-05-22,417.087
2002-05-23,416.755
2002-05-24,419.114
2002-05-27,418.459
2002-05-28,420.423
2002-05-29,420.635
2002-05-30,414.53
2002-05-31,417.527
2002-06-03,415.291
2002-06-04,402.612
2002-06-05,400.323
2002-06-06,404.779
2002-06-07,395.617
2002-06-10,395.471
2002-06-11,403.254
2002-06-12,393.923
2002-06-13,388.244
2002-06-14,376.576
2002-06-17,392.022
2002-06-18,392.95
2002-06-19,387.496
2002-06-20,379.497
2002-06-21,378.391
2002-06-24,365.335
2002-06-25,372.614
2002-06-26,370.419
2002-06-27,370.481
2002-06-28,388.459
2002-07-01,390.559
2002-07-02,366.874
2002-07-03,354.124
2002-07-04,359.954
2002-07-05,374.585
2002-07-08,380.29
2002-07-09,378.716
2002-07-10,362.193
2002-07-11,347.115
2002-07-12,346.22
2002-07-15,331.168
2002-07-16,333.268
2002-07-17,345.63
2002-07-18,350.968
2002-07-19,331.179
2002-07-22,309.597
2002-07-23,295.384
2002-07-24,288.624
2002-07-25,308.287
2002-07-26,304.428
2002-07-29,321.878
2002-07-30,322.302
2002-07-31,326.293
2002-08-01,310.371
2002-08-02,309.863
2002-08-05,299.326
2002-08-06,310.539
2002-08-07,310.902
2002-08-08,323.915
2002-08-09,331.928
2002-08-12,326.988
2002-08-13,327.995
2002-08-14,313.049
2002-08-15,323.519
2002-08-16,324.298
2002-08-19,336.268
2002-08-20,333.848
2002-08-21,344.071
2002-08-22,352.132
2002-08-23,343.637
2002-08-26,338.92
2002-08-27,353.92
2002-08-28,337.305
2002-08-29,326.591
2002-08-30,328.719
2002-09-02,320.449
2002-09-03,308.613
2002-09-04,308.752
2002-09-05,302.27
2002-09-06,312.216
2002-09-09,306.515
2002-09-10,313.901
2002-09-11,322.342
2002-09-12,307.032
2002-09-13,297.965
2002-09-16,294.742
2002-09-17,289.773
2002-09-18,278.935
2002-09-19,273.013
2002-09-20,269.233
2002-09-23,256.485
2002-09-24,248.915
2002-09-25,252.342
2002-09-26,271.357
2002-09-27,270.17
2002-09-30,252.649
2002-10-01,256.749
2002-10-02,268.535
2002-10-03,260.451
2002-10-04,245.159
2002-10-07,243.9
2002-10-08,239.644
2002-10-09,236.386
2002-10-10,248.655
2002-10-11,265.816
2002-10-14,263.9
2002-10-15,286.322
2002-10-16,286.501
2002-10-17,295.45
2002-10-18,293.517
2002-10-21,292.344
2002-10-22,285.954
2002-10-23,270.425
2002-10-24,279.511
2002-10-25,278.767
2002-10-28,287.812
2002-10-29,272.022
2002-10-30,286.423
2002-10-31,296.694
2002-11-01,293.334
2002-11-04,306.423
2002-11-05,313.178
2002-11-06,309.548
2002-11-07,300.954
2002-11-08,295.486
2002-11-11,294.194
2002-11-12,294.748
2002-11-13,291.758
2002-11-14,303.898
2002-11-15,306.617
2002-11-18,313.151
2002-11-19,308.967
2002-11-20,305.026
2002-11-21,319.027
2002-11-22,324.08
2002-11-25,318.02
2002-11-26,308.819
2002-11-27,315.381
2002-11-28,320.242
2002-11-29,321.397
2002-12-02,320.898
2002-12-03,314.635
2002-12-04,309.138
2002-12-05,304.367
2002-12-06,308.341
2002-12-09,299.128
2002-12-10,302.097
2002-12-11,308.212
2002-12-12,305.334
2002-12-13,301.714
2002-12-16,316.302
2002-12-17,315.435
2002-12-18,306.198
2002-12-19,302.259
2002-12-20,305.709
2002-12-23,304.764
2002-12-24,306.045
2002-12-25,306.045
2002-12-26,306.817
2002-12-27,301.076
2002-12-30,302.904
2002-12-31,308.47
2003-01-01,308.47
2003-01-02,321.151
2003-01-03,322.625
2003-01-06,328.536
2003-01-07,321.194
2003-01-08,313.378
2003-01-09,323.422
2003-01-10,327.504
2003-01-13,330.111
2003-01-14,334.039
2003-01-15,331.419
2003-01-16,331.762
2003-01-17,324.144
2003-01-20,319.732
2003-01-21,316.331
2003-01-22,311.067
2003-01-23,312.373
2003-01-24,310.926
2003-01-27,299.842
2003-01-28,300.509
2003-01-29,302.195
2003-01-30,309.693
2003-01-31,313.212
2003-02-03,317.51
2003-02-04,310.013
2003-02-05,313.303
2003-02-06,307.695
2003-02-07,301.738
2003-02-10,298.951
2003-02-11,306.037
2003-02-12,298.663
2003-02-13,300.214
2003-02-14,309.037
2003-02-17,312.65
2003-02-18,316.547
2003-02-19,308.858
2003-02-20,304.311
2003-02-21,305.754
2003-02-24,297.842
2003-02-25,282.576
2003-02-26,278.517
2003-02-27,287.177
2003-02-28,293.439
2003-03-03,293.719
2003-03-04,284.924
2003-03-05,285.994
2003-03-06,282.028
2003-03-07,277.367
2003-03-10,269.098
2003-03-11,267.279
2003-03-12,253.747
2003-03-13,268.072
2003-03-14,287.96
2003-03-17,295.2
2003-03-18,291.099
2003-03-19,294.012
2003-03-20,287.828
2003-03-21,299.233
2003-03-24,283.497
2003-03-25,291.722
2003-03-26,291.175
2003-03-27,285.258
2003-03-28,288.76
2003-03-31,279.799
2003-04-01,281.358
2003-04-02,291.28
2003-04-03,295.32
2003-04-04,299.47
2003-04-07,312.391
2003-04-08,307.983
2003-04-09,306.863
2003-04-10,299.478
2003-04-11,301.206
2003-04-14,308.534
2003-04-15,313.935
2003-04-16,312.755
2003-04-17,314.635
2003-04-18,314.635
2003-04-21,313.279
2003-04-22,320.328
2003-04-23,326.161
2003-04-24,320.997
2003-04-25,316.238
2003-04-28,324.862
2003-04-29,327.681
2003-04-30,332.954
2003-05-01,336.012
2003-05-02,336.274
2003-05-05,342.521
2003-05-06,352.88
2003-05-07,349.729
2003-05-08,340.278
2003-05-09,344.099
2003-05-12,346.13
2003-05-13,345.906
2003-05-14,344.577
2003-05-15,346.892
2003-05-16,350.147
2003-05-19,337.318
2003-05-20,337.271
2003-05-21,337.17
2003-05-22,340.241
2003-05-23,343.128
2003-05-26,343.663
2003-05-27,344.882
2003-05-28,347.863
2003-05-29,353.913
2003-05-30,354.574
2003-06-02,360.467
2003-06-03,360.554
2003-06-04,363.17
2003-06-05,366.528
2003-06-06,370.806
2003-06-09,367.914
2003-06-10,369.846
2003-06-11,378.484
2003-06-12,382.921
2003-06-13,379.328
2003-06-16,390.269
2003-06-17,390.87
2003-06-18,387.883
2003-06-19,380.874
2003-06-20,382.948
2003-06-23,370.374
2003-06-24,367.512
2003-06-25,369.427
2003-06-26,366.543
2003-06-27,365.881
2003-06-30,363.598
2003-07-01,358.989
2003-07-02,365.52
2003-07-03,367.433
2003-07-04,364.103
2003-07-07,373.249
2003-07-08,372.186
2003-07-09,368.23
2003-07-10,362.81
2003-07-11,366.475
2003-07-14,372.721
2003-07-15,370.046
2003-07-16,366.497
2003-07-17,363.931
2003-07-18,364.669
2003-07-21,362.68
2003-07-22,364.711
2003-07-23,365.81
2003-07-24,376.666
2003-07-25,372.913
2003-07-28,378.738
2003-07-29,376.949
2003-07-30,378.078
2003-07-31,379.868
2003-08-01,374.604
2003-08-04,375.121
2003-08-05,381.538
2003-08-06,374.576
2003-08-07,376.308
2003-08-08,377.527
2003-08-11,380.644
2003-08-12,382.594
2003-08-13,382.984
2003-08-14,389.227
2003-08-15,391.499
2003-08-18,391.29
2003-08-19,390.021
2003-08-20,386.547
2003-08-21,381.506
2003-08-22,379.747
2003-08-25,376.713
2003-08-26,370.962
2003-08-27,374.336
2003-08-28,378.922
2003-08-29,378.303
2003-09-01,383.879
2003-09-02,380.244
2003-09-03,387.808
2003-09-04,388.688
2003-09-05,390.158
2003-09-08,395.201
2003-09-09,392.35
2003-09-10,386.889
2003-09-11,386.719
2003-09-12,386.846
2003-09-15,388.003
2003-09-16,390.563
2003-09-17,392.867
2003-09-18,396.295
2003-09-19,393.787
2003-09-22,386.852
2003-09-23,384.569
2003-09-24,385.218
2003-09-25,382.496
2003-09-26,378.338
2003-09-29,376.356
2003-09-30,372.726
2003-10-01,383.451
2003-10-02,382.478
2003-10-03,392.91
2003-10-06,392.754
2003-10-07,392.09
2003-10-08,393.389
2003-10-09,400.995
2003-10-10,400.942
2003-10-13,403.796
2003-10-14,403.333
2003-10-15,404.194
2003-10-16,404.438
2003-10-17,400.083
2003-10-20,402.345
2003-10-21,402.045
2003-10-22,397.023
2003-10-23,392.815
2003-10-24,394.877
2003-10-27,399.801
2003-10-28,401.184
2003-10-29,404.313
2003-10-30,408.113
2003-10-31,404.976
2003-11-03,408.342
2003-11-04,408.144
2003-11-05,403.494
2003-11-06,403.42
2003-11-07,409.113
2003-11-10,406.787
2003-11-11,405.452
2003-11-12,410.305
2003-11-13,413.143
2003-11-14,419.763
2003-11-17,407.657
2003-11-18,409.871
2003-11-19,409.916
2003-11-20,408.162
2003-11-21,413.993
2003-11-24,413.449
2003-11-25,415.557
2003-11-26,421.591
2003-11-27,424.149
2003-11-28,425.412
2003-12-01,433.076
2003-12-02,436.353
2003-12-03,442.633
2003-12-04,441.221
2003-12-05,440.183
2003-12-08,439.774
2003-12-09,443.045
2003-12-10,441.93
2003-12-11,442.464
2003-12-12,448.095
2003-12-15,450.984
2003-12-16,452.889
2003-12-17,452.853
2003-12-18,456.179
2003-12-19,455.875
2003-12-22,458.222
2003-12-23,457.856
2003-12-24,460.1
2003-12-25,460.1
2003-12-26,459.915
2003-12-29,463.004
2003-12-30,465.935
2003-12-31,472.522
2004-01-01,472.522
2004-01-02,476.998
2004-01-05,482.285
2004-01-06,483.121
2004-01-07,475.931
2004-01-08,480.108
2004-01-09,484.673
2004-01-12,481.438
2004-01-13,482.938
2004-01-14,480.549
2004-01-15,481.741
2004-01-16,478.299
2004-01-19,480.129
2004-01-20,483.674
2004-01-21,487.26
2004-01-22,491.274
2004-01-23,491.058
2004-01-26,483.847
2004-01-27,489.983
2004-01-28,489.849
2004-01-29,474.303
2004-01-30,470.02
2004-02-02,476.505
2004-02-03,477.461
2004-02-04,472.406
2004-02-05,473.614
2004-02-06,480.261
2004-02-09,485.432
2004-02-10,486.655
2004-02-11,489.314
2004-02-12,494.945
2004-02-13,489.057
2004-02-16,493.984
2004-02-17,497.202
2004-02-18,497.548
2004-02-19,497.848
2004-02-20,491.487
2004-02-23,493.832
2004-02-24,491.657
2004-02-25,487.919
2004-02-26,483.445
2004-02-27,484.81
2004-03-01,487.288
2004-03-02,487.452
2004-03-03,477.734
2004-03-04,482.952
2004-03-05,490.294
2004-03-08,490.297
2004-03-09,484.796
2004-03-10,482.934
2004-03-11,469.154
2004-03-12,465.135
2004-03-15,456.097
2004-03-16,464.314
2004-03-17,467.988
2004-03-18,466.968
2004-03-19,467.926
2004-03-22,459.135
2004-03-23,456.662
2004-03-24,451.258
2004-03-25,457.03
2004-03-26,458.981
2004-03-29,466.646
2004-03-30,466.891
2004-03-31,470.533
2004-04-01,479.869
2004-04-02,481.201
2004-04-05,482.639
2004-04-06,482.539
2004-04-07,484.631
2004-04-08,484.363
2004-04-09,484.363
2004-04-12,483.002
2004-04-13,481.581
2004-04-14,475.469
2004-04-15,474.435
2004-04-16,483.675
2004-04-19,481.799
2004-04-20,483.634
2004-04-21,476.813
2004-04-22,479.984
2004-04-23,481.603
2004-04-26,481.657
2004-04-27,484.091
2004-04-28,474.103
2004-04-29,471.01
2004-04-30,469.472
2004-05-03,474.463
2004-05-04,480.359
2004-05-05,485.82
2004-05-06,471.669
2004-05-07,463.351
2004-05-10,447.797
2004-05-11,453.607
2004-05-12,451.655
2004-05-13,456.864
2004-05-14,456.553
2004-05-17,455.217
2004-05-18,457.081
2004-05-19,469.716
2004-05-20,461.476
2004-05-21,465.127
2004-05-24,468.544
2004-05-25,471.846
2004-05-26,478.596
2004-05-27,486.313
2004-05-28,479.075
2004-05-31,482.011
2004-06-01,477.667
2004-06-02,481.917
2004-06-03,483.456
2004-06-04,489.665
2004-06-07,495.368
2004-06-08,494.578
2004-06-09,483.784
2004-06-10,486.277
2004-06-11,482.218
2004-06-14,478.002
2004-06-15,483.916
2004-06-16,485.807
2004-06-17,488.589
2004-06-18,496.335
2004-06-21,494.422
2004-06-22,487.24
2004-06-23,490.122
2004-06-24,497.478
2004-06-25,493.752
2004-06-28,498.864
2004-06-29,492.776
2004-06-30,491.723
2004-07-01,489.472
2004-07-02,490.787
2004-07-05,490.137
2004-07-06,487.181
2004-07-07,488.875
2004-07-08,493.056
2004-07-09,493.098
2004-07-12,491.524
2004-07-13,489.092
2004-07-14,490.142
2004-07-15,484.356
2004-07-16,486.882
2004-07-19,483.978
2004-07-20,482.834
2004-07-21,480.881
2004-07-22,473.995
2004-07-23,467.582
2004-07-26,464.003
2004-07-27,467.03
2004-07-28,468.195
2004-07-29,478.884
2004-07-30,478.561
2004-08-02,476.196
2004-08-03,481.327
2004-08-04,477.366
2004-08-05,479.698
2004-08-06,476.255
2004-08-09,471.893
2004-08-10,479.774
2004-08-11,473.219
2004-08-12,473.879
2004-08-13,476.637
2004-08-16,479.675
2004-08-17,479.35
2004-08-18,479.128
2004-08-19,482.531
2004-08-20,481.507
2004-08-23,482.985
2004-08-24,479.588
2004-08-25,479.291
2004-08-26,483.844
2004-08-27,485.674
2004-08-30,485.624
2004-08-31,485.395
2004-09-01,487.856
2004-09-02,489.502
2004-09-03,490.42
2004-09-06,491.198
2004-09-07,491.408
2004-09-08,492.897
2004-09-09,491.59
2004-09-10,500.328
2004-09-13,503.833
2004-09-14,503.436
2004-09-15,496.781
2004-09-16,496.534
2004-09-17,502.619
2004-09-20,499.903
2004-09-21,509.237
2004-09-22,504.053
2004-09-23,501.571
2004-09-24,502.409
2004-09-27,502.801
2004-09-28,506.16
2004-09-29,507.322
2004-09-30,505.057
2004-10-01,516.768
2004-10-04,514.661
2004-10-05,518.596
2004-10-06,518.207
2004-10-07,516.479
2004-10-08,519.399
2004-10-11,517.64
2004-10-12,509.57
2004-10-13,508.527
2004-10-14,508.937
2004-10-15,512.232
2004-10-18,513.087
2004-10-19,517.454
2004-10-20,515.702
2004-10-21,519.102
2004-10-22,521.308
2004-10-25,515.046
2004-10-26,515.536
2004-10-27,523.495
2004-10-28,527.83
2004-10-29,523.757
2004-11-01,528.5
2004-11-02,530.466
2004-11-03,534.984
2004-11-04,537.99
2004-11-05,541.381
2004-11-08,541.488
2004-11-09,538.272
2004-11-10,540.065
2004-11-11,545.457
2004-11-12,545.384
2004-11-15,543.746
2004-11-16,540.995
2004-11-17,549.99
2004-11-18,545.304
2004-11-19,542.84
2004-11-22,539.407
2004-11-23,543.342
2004-11-24,543.807
2004-11-25,552.373
2004-11-26,550.472
2004-11-29,550.271
2004-11-30,547.593
2004-12-01,555.084
2004-12-02,553.332
2004-12-03,552.745
2004-12-06,552.302
2004-12-07,554.439
2004-12-08,545.723
2004-12-09,542.119
2004-12-10,544.697
2004-12-13,552.699
2004-12-14,553.634
2004-12-15,557.76
2004-12-16,552.594
2004-12-17,540.729
2004-12-20,551.546
2004-12-21,550.249
2004-12-22,555.952
2004-12-23,563.58
2004-12-24,565.269
2004-12-27,568.032
2004-12-28,567.818
2004-12-29,567.286
2004-12-30,569.433
2004-12-31,566.435
2005-01-03,565.033
2005-01-04,559.312
2005-01-05,554.038
2005-01-06,555.356
2005-01-07,553.489
2005-01-10,555.301
2005-01-11,554.441
2005-01-12,554.772
2005-01-13,554.376
2005-01-14,554.881
2005-01-17,557.999
2005-01-18,555.556
2005-01-19,555.701
2005-01-20,548.154
2005-01-21,552.866
2005-01-24,554.438
2005-01-25,555.648
2005-01-26,559.815
2005-01-27,559.46
2005-01-28,554.717
2005-01-31,561.571
2005-02-01,565.795
2005-02-02,569.902
2005-02-03,563.177
2005-02-04,567.007
2005-02-07,564.853
2005-02-08,561.537
2005-02-09,560.687
2005-02-10,566.31
2005-02-11,574.223
2005-02-14,577.283
2005-02-15,580.098
2005-02-16,577.684
2005-02-17,581.614
2005-02-18,585.437
2005-02-21,582.744
2005-02-22,586.962
2005-02-23,581.791
2005-02-24,583.085
2005-02-25,592.699
2005-02-28,594.966
2005-03-01,593.269
2005-03-02,590.478
2005-03-03,590.842
2005-03-04,601.449
2005-03-07,600.261
2005-03-08,605.608
2005-03-09,603.085
2005-03-10,600.365
2005-03-11,604.614
2005-03-14,601.833
2005-03-15,604.953
2005-03-16,599.627
2005-03-17,599.516
2005-03-18,599.146
2005-03-21,591.401
2005-03-22,592.913
2005-03-23,581.202
2005-03-24,584.557
2005-03-25,584.557
2005-03-28,580.455
2005-03-29,583.082
2005-03-30,580.878
2005-03-31,583.276
2005-04-01,583.4
2005-04-04,574.867
2005-04-05,580.225
2005-04-06,581.695
2005-04-07,587.093
2005-04-08,583.004
2005-04-11,588.378
2005-04-12,583.203
2005-04-13,584.307
2005-04-14,576.368
2005-04-15,569.019
2005-04-18,560.537
2005-04-19,564.006
2005-04-20,563.082
2005-04-21,563.856
2005-04-22,569.12
2005-04-25,567.019
2005-04-26,566.854
2005-04-27,555.9
2005-04-28,552.36
2005-04-29,551.996
2005-05-02,553.83
2005-05-03,557.862
2005-05-04,564.362
2005-05-05,569.641
2005-05-06,568.367
2005-05-09,565.747
2005-05-10,565.196
2005-05-11,559.588
2005-05-12,560.167
2005-05-13,556.733
2005-05-16,553.186
2005-05-17,552.541
2005-05-18,564.551
2005-05-19,567.067
2005-05-20,562.962
2005-05-23,568.038
2005-05-24,567.64
2005-05-25,568.268
2005-05-26,570.1
2005-05-27,572.454
2005-05-30,571.57
2005-05-31,562.53
2005-06-01,567.438
2005-06-02,570.884
2005-06-03,565.8
2005-06-06,563.375
2005-06-07,568.817
2005-06-08,570.08
2005-06-09,561.621
2005-06-10,562.31
2005-06-13,558.926
2005-06-14,557.68
2005-06-15,560.061
2005-06-16,563.467
2005-06-17,574.074
2005-06-20,564.352
2005-06-21,569.087
2005-06-22,571.017
2005-06-23,569.018
2005-06-24,564.851
2005-06-27,560.951
2005-06-28,562.139
2005-06-29,567.907
2005-06-30,571.365
2005-07-01,569.176
2005-07-04,563.864
2005-07-05,562.662
2005-07-06,566.696
2005-07-07,558.421
2005-07-08,565.561
2005-07-11,579.849
2005-07-12,584.248
2005-07-13,583.516
2005-07-14,589.212
2005-07-15,587.247
2005-07-18,588.424
2005-07-19,593.146
2005-07-20,594.398
2005-07-21,605.407
2005-07-22,600.459
2005-07-25,597.321
2005-07-26,594.898
2005-07-27,599.787
2005-07-28,605.988
2005-07-29,606.373
2005-08-01,610.281
2005-08-02,616.313
2005-08-03,620.944
2005-08-04,617.749
2005-08-05,611.909
2005-08-08,613.6
2005-08-09,621.193
2005-08-10,630.719
2005-08-11,632.32
2005-08-12,627.101
2005-08-15,623.341
2005-08-16,618.668
2005-08-17,616.103
2005-08-18,605.616
2005-08-19,609.978
2005-08-22,614.26
2005-08-23,605.732
2005-08-24,605.964
2005-08-25,599.446
2005-08-26,596.204
2005-08-29,596.048
2005-08-30,591.029
2005-08-31,601.167
2005-09-01,610.705
2005-09-02,612.123
2005-09-05,616.354
2005-09-06,623.0
2005-09-07,624.809
2005-09-08,620.199
2005-09-09,624.245
2005-09-12,616.805
2005-09-13,610.579
2005-09-14,614.24
2005-09-15,609.511
2005-09-16,612.675
2005-09-19,606.011
2005-09-20,612.299
2005-09-21,605.409
2005-09-22,598.026
2005-09-23,599.523
2005-09-26,612.309
2005-09-27,607.837
2005-09-28,619.544
2005-09-29,615.339
2005-09-30,621.505
2005-10-03,618.224
2005-10-04,625.279
2005-10-05,619.729
2005-10-06,622.453
2005-10-07,618.813
2005-10-10,615.654
2005-10-11,616.353
2005-10-12,615.015
2005-10-13,604.853
2005-10-14,618.126
2005-10-17,614.985
2005-10-18,605.666
2005-10-19,594.051
2005-10-20,597.563
2005-10-21,596.619
2005-10-24,600.797
2005-10-25,604.205
2005-10-26,606.415
2005-10-27,601.1
2005-10-28,596.711
2005-10-31,604.708
2005-11-01,606.339
2005-11-02,609.466
2005-11-03,617.027
2005-11-04,605.361
2005-11-07,605.493
2005-11-08,602.38
2005-11-09,598.76
