Date,FRANCE LARGE VALUE Large Cap
2012-07-31,537.425
2012-08-31,575.395
2012-09-28,585.45
2012-10-31,606.8
2012-11-30,624.892
2012-12-31,649.538
2013-01-31,685.35
2013-02-28,644.609
2013-03-29,632.185
2013-04-30,677.808
2013-05-31,692.687
2013-06-28,660.118
2013-07-31,726.607
2013-08-30,713.542
2013-09-30,778.602
2013-10-31,834.16
2013-11-29,838.594
2013-12-31,852.739
2014-01-31,813.857
2014-02-28,885.512
2014-03-31,889.922
2014-04-30,916.545
2014-05-30,908.96
2014-06-30,899.708
2014-07-31,856.448
2014-08-29,871.83
2014-09-30,855.948
2014-10-31,793.302
2014-11-28,806.099
2014-12-31,758.91
2015-01-30,750.209
2015-02-27,799.558
2015-03-31,776.159
2015-04-30,813.837
2015-05-29,789.109
2015-06-30,775.638
2015-07-31,819.863
2015-08-31,765.168
2015-09-30,722.348
2015-10-30,783.152
2015-11-30,755.731
2015-12-31,728.871
2016-01-29,686.147
2016-02-29,679.322
2016-03-31,712.18
2016-04-29,735.35
2016-05-31,741.634
2016-06-30,687.159
2016-07-29,717.534
2016-08-31,712.407
2016-09-30,716.585
2016-10-31,727.594
2016-11-30,719.859
2016-12-30,765.361
2017-01-31,763.313
2017-02-28,755.688
2017-03-31,805.657
2017-04-28,837.953
2017-05-31,873.926
2017-06-30,859.907
2017-07-31,892.441
2017-08-31,894.193
2017-09-29,928.682
2017-10-31,924.317
2017-11-30,923.951
2017-12-29,913.096
2018-01-31,979.146
2018-02-28,928.26
2018-03-30,903.288
2018-04-30,941.411
2018-05-31,872.268
2018-06-29,864.292
2018-07-31,909.529
2018-08-31,872.391
2018-09-28,894.834
2018-10-31,821.462
2018-11-30,806.162
2018-12-31,752.276
2019-01-31,789.457
2019-02-28,807.451
2019-03-29,801.964
2019-04-30,831.293
2019-05-31,772.973
2019-06-28,823.562
2019-07-31,794.212
2019-08-30,776.363
2019-09-30,819.772
2019-10-31,837.936
2019-11-29,849.774
2019-12-31,885.074
2020-01-31,833.033
2020-02-28,762.241
2020-03-31,615.746
2020-04-30,631.334
2020-05-29,666.218
2020-06-30,706.484
2020-07-31,709.449
2020-08-31,738.712
2020-09-30,692.022
2020-10-30,643.306
2020-11-30,814.389
2020-12-31,822.287
2021-01-29,800.605
2021-02-26,859.611
2021-03-31,882.037
2021-04-30,916.959
2021-05-31,957.917
2021-06-30,930.148
2021-07-30,935.056
2021-08-31,960.161
2021-09-30,936.126
2021-10-29,970.242
2021-11-30,901.928
2021-12-31,979.162
2022-01-31,1007.12
2022-02-28,948.347
2022-03-31,941.537
2022-04-29,913.266
2022-05-31,970.493
2022-06-30,861.511
2022-07-29,856.139
2022-08-31,816.865
2022-09-30,754.405
2022-10-31,844.383
2022-11-30,933.224
2022-12-30,958.319
2023-01-31,1020.445
2023-02-28,1026.536
2023-03-31,1020.764
2023-04-28,1080.518
2023-05-31,994.642
2023-06-30,1047.916
2023-07-31,1086.336
2023-08-31,1074.397
2023-09-29,1066.289
2023-10-31,1020.695
2023-11-30,1092.477
2023-12-29,1135.662
2024-01-31,1130.738
2024-02-29,1104.465
2024-03-29,1170.378
2024-04-30,1177.693
2024-05-31,1223.826
2024-06-28,1114.696
2024-07-31,1180.913
2024-08-30,1233.842
2024-09-30,1239.581
2024-10-31,1183.495
2024-11-29,1104.735
2024-12-31,1095.49
2025-01-31,1182.723
2025-02-28,1241.9
2025-03-31,1299.083
2025-04-30,1349.971
2025-05-30,1372.778
2025-06-30,1411.501
2025-07-31,1398.617
