Date,FRANCE SMID CAP SMID (Small+Mid Cap)
2013-08-30,996.153
2013-09-30,1077.061
2013-10-31,1107.979
2013-11-29,1116.349
2013-12-31,1137.672
2014-01-31,1098.774
2014-02-28,1210.276
2014-03-31,1223.593
2014-04-30,1237.848
2014-05-30,1258.09
2014-06-30,1231.914
2014-07-31,1163.539
2014-08-29,1142.902
2014-09-30,1074.952
2014-10-31,1045.236
2014-11-28,1099.25
2014-12-31,1070.584
2015-01-30,1092.562
2015-02-27,1153.422
2015-03-31,1124.622
2015-04-30,1197.071
2015-05-29,1194.018
2015-06-30,1155.023
2015-07-31,1187.118
2015-08-31,1120.562
2015-09-30,1078.289
2015-10-30,1150.737
2015-11-30,1145.611
2015-12-31,1142.813
2016-01-29,1081.156
2016-02-29,1054.969
2016-03-31,1164.108
2016-04-29,1192.789
2016-05-31,1175.628
2016-06-30,1097.723
2016-07-29,1188.766
2016-08-31,1194.04
2016-09-30,1230.423
2016-10-31,1193.332
2016-11-30,1155.406
2016-12-30,1213.796
2017-01-31,1242.029
2017-02-28,1260.851
2017-03-31,1341.733
2017-04-28,1420.428
2017-05-31,1521.603
2017-06-30,1507.145
2017-07-31,1554.0
2017-08-31,1569.962
2017-09-29,1644.788
2017-10-31,1642.561
2017-11-30,1651.281
2017-12-29,1667.228
2018-01-31,1779.038
2018-02-28,1672.297
2018-03-30,1644.607
2018-04-30,1680.364
2018-05-31,1635.478
2018-06-29,1613.895
2018-07-31,1640.406
2018-08-31,1616.545
2018-09-28,1596.535
2018-10-31,1433.23
2018-11-30,1380.162
2018-12-31,1287.663
2019-01-31,1386.97
2019-02-28,1442.842
2019-03-29,1420.75
2019-04-30,1512.806
2019-05-31,1409.044
2019-06-28,1532.827
2019-07-31,1531.532
2019-08-30,1489.853
2019-09-30,1508.947
2019-10-31,1570.987
2019-11-29,1588.999
2019-12-31,1642.958
2020-01-31,1616.627
2020-02-28,1499.993
2020-03-31,1162.507
2020-04-30,1275.079
2020-05-29,1329.579
2020-06-30,1413.832
2020-07-31,1474.184
2020-08-31,1560.33
2020-09-30,1489.487
2020-10-30,1392.392
2020-11-30,1723.299
2020-12-31,1808.241
2021-01-29,1787.228
2021-02-26,1822.975
2021-03-31,1842.603
2021-04-30,1942.847
2021-05-31,1997.737
2021-06-30,1960.77
2021-07-30,1990.832
2021-08-31,2043.253
2021-09-30,1933.377
2021-10-29,1989.636
2021-11-30,1877.517
2021-12-31,1988.164
2022-01-31,1863.7
2022-02-28,1822.126
2022-03-31,1797.521
2022-04-29,1695.391
2022-05-31,1712.768
2022-06-30,1483.791
2022-07-29,1574.356
2022-08-31,1460.598
2022-09-30,1281.225
2022-10-31,1418.629
2022-11-30,1526.95
2022-12-30,1543.398
2023-01-31,1705.901
2023-02-28,1725.315
2023-03-31,1701.269
2023-04-28,1746.603
2023-05-31,1624.707
2023-06-30,1725.662
2023-07-31,1775.842
2023-08-31,1701.427
2023-09-29,1596.946
2023-10-31,1463.299
2023-11-30,1622.673
2023-12-29,1731.366
2024-01-31,1711.46
2024-02-29,1687.738
2024-03-29,1757.202
2024-04-30,1714.803
2024-05-31,1829.879
2024-06-28,1637.056
2024-07-31,1718.021
2024-08-30,1759.413
2024-09-30,1761.268
2024-10-31,1672.775
2024-11-29,1610.477
2024-12-31,1602.556
2025-01-31,1664.352
2025-02-28,1664.63
2025-03-31,1692.585
2025-04-30,1815.952
2025-05-30,1912.007
2025-06-30,1965.5
2025-07-31,1894.545
2025-08-29,1900.705
