Date,FRANCE SMID CAP SMID (Small+Mid Cap)
2005-04-29,511.96
2005-05-31,521.27
2005-06-30,531.554
2005-07-29,559.736
2005-08-31,571.415
2005-09-30,587.346
2005-10-31,558.015
2005-11-30,572.851
2005-12-30,598.637
2006-01-31,655.212
2006-02-28,660.003
2006-03-31,703.137
2006-04-28,736.719
2006-05-31,705.359
2006-06-30,702.778
2006-07-31,684.668
2006-08-31,718.79
2006-09-29,731.883
2006-10-31,767.761
2006-11-30,823.248
2006-12-29,858.742
2007-01-31,861.53
2007-02-28,880.474
2007-03-30,933.751
2007-04-30,977.202
2007-05-31,1000.0
2007-06-29,989.869
2007-07-31,963.554
2007-08-31,940.134
2007-09-28,968.236
2007-10-31,1004.116
2007-11-30,949.863
2007-12-31,924.334
2008-01-31,810.408
2008-02-29,854.201
2008-03-31,872.178
2008-04-30,903.257
2008-05-30,918.281
2008-06-30,822.124
2008-07-31,796.595
2008-08-29,801.554
2008-09-30,663.522
2008-10-31,488.475
2008-11-28,461.822
2008-12-31,503.13
2009-01-30,458.635
2009-02-27,417.046
2009-03-31,442.04
2009-04-30,514.013
2009-05-29,567.823
2009-06-30,558.519
2009-07-31,618.744
2009-08-31,673.528
2009-09-30,741.231
2009-10-30,704.237
2009-11-30,707.128
2009-12-31,723.438
2010-01-29,707.831
2010-02-26,699.03
2010-03-31,751.189
2010-04-30,748.703
2010-05-31,651.59
2010-06-30,643.496
2010-07-30,709.733
2010-08-31,665.904
2010-09-30,770.652
2010-10-29,820.219
2010-11-30,750.003
2010-12-31,833.6
2011-01-31,868.425
2011-02-28,910.312
2011-03-31,936.175
2011-04-29,1011.293
2011-05-31,983.819
2011-06-30,985.023
2011-07-29,907.402
2011-08-31,820.853
2011-09-30,683.035
2011-10-31,748.292
2011-11-30,693.153
2011-12-30,667.98
2012-01-31,722.867
2012-02-29,788.789
2012-03-30,801.965
2012-04-30,760.039
2012-05-31,657.454
2012-06-29,704.628
2012-07-31,701.246
2012-08-31,729.166
2012-09-28,761.807
2012-10-31,762.773
2012-11-30,798.931
2012-12-31,824.205
2013-01-31,880.242
2013-02-28,876.497
2013-03-29,856.636
2013-04-30,881.925
2013-05-31,908.161
2013-06-28,876.937
2013-07-31,963.87
2013-08-30,951.499
2013-09-30,1028.677
2013-10-31,1058.206
2013-11-29,1065.977
2013-12-31,1086.249
2014-01-31,1048.796
2014-02-28,1155.122
2014-03-31,1167.796
2014-04-30,1180.256
2014-05-30,1193.785
2014-06-30,1167.744
2014-07-31,1102.789
2014-08-29,1083.084
2014-09-30,1018.651
2014-10-31,990.467
2014-11-28,1041.428
2014-12-31,1014.18
2015-01-30,1034.605
2015-02-27,1092.159
2015-03-31,1064.853
2015-04-30,1133.024
2015-05-29,1126.668
2015-06-30,1088.352
2015-07-31,1118.427
2015-08-31,1055.607
2015-09-30,1015.72
2015-10-30,1083.955
2015-11-30,1078.918
2015-12-31,1076.083
2016-01-29,1017.934
2016-02-29,992.981
2016-03-31,1095.552
2016-04-29,1121.552
2016-05-31,1101.006
2016-06-30,1027.254
2016-07-29,1112.017
2016-08-31,1116.86
2016-09-30,1150.836
2016-10-31,1116.11
2016-11-30,1080.305
2016-12-30,1134.852
2017-01-31,1161.152
2017-02-28,1178.427
2017-03-31,1253.844
2017-04-28,1326.279
2017-05-31,1415.98
2017-06-30,1401.553
2017-07-31,1444.443
2017-08-31,1459.177
2017-09-29,1528.63
2017-10-31,1526.532
2017-11-30,1534.326
2017-12-29,1548.969
2018-01-31,1652.835
2018-02-28,1553.277
2018-03-30,1527.277
2018-04-30,1559.537
2018-05-31,1512.927
2018-06-29,1490.873
2018-07-31,1514.837
2018-08-31,1492.748
2018-09-28,1474.183
2018-10-31,1323.361
2018-11-30,1274.045
2018-12-31,1188.492
2019-01-31,1279.813
2019-02-28,1331.338
2019-03-29,1310.328
2019-04-30,1394.588
2019-05-31,1292.361
2019-06-28,1404.398
2019-07-31,1401.307
2019-08-30,1363.134
2019-09-30,1380.436
2019-10-31,1437.165
2019-11-29,1453.348
2019-12-31,1502.64
2020-01-31,1478.24
2020-02-28,1371.57
2020-03-31,1062.549
2020-04-30,1164.947
2020-05-29,1213.482
2020-06-30,1289.126
2020-07-31,1343.28
2020-08-31,1421.762
2020-09-30,1356.879
2020-10-30,1268.425
2020-11-30,1569.561
2020-12-31,1646.904
2021-01-29,1627.734
2021-02-26,1660.291
2021-03-31,1677.92
2021-04-30,1768.021
2021-05-31,1814.902
2021-06-30,1779.548
2021-07-30,1805.53
2021-08-31,1852.951
2021-09-30,1753.179
2021-10-29,1804.194
2021-11-30,1702.306
2021-12-31,1802.394
2022-01-31,1689.554
2022-02-28,1651.756
2022-03-31,1629.292
2022-04-29,1535.661
2022-05-31,1547.564
2022-06-30,1339.505
2022-07-29,1419.152
2022-08-31,1316.555
2022-09-30,1154.845
2022-10-31,1278.691
2022-11-30,1376.131
2022-12-30,1390.669
2023-01-31,1537.069
2023-02-28,1554.432
2023-03-31,1532.638
2023-04-28,1572.508
2023-05-31,1458.026
2023-06-30,1547.154
2023-07-31,1590.381
2023-08-31,1523.689
2023-09-29,1429.975
2023-10-31,1310.218
2023-11-30,1452.877
2023-12-29,1549.734
2024-01-31,1531.891
2024-02-29,1510.618
2024-03-29,1572.228
2024-04-30,1532.892
2024-05-31,1630.23
2024-06-28,1456.491
2024-07-31,1526.248
2024-08-30,1562.198
2024-09-30,1563.728
2024-10-31,1485.069
2024-11-29,1429.648
2024-12-31,1418.047
2025-01-31,1472.728
2025-02-28,1472.94
2025-03-31,1497.04
2025-04-30,1605.623
2025-05-30,1683.324
2025-06-30,1727.61
2025-07-31,1662.755
2025-08-29,1668.079
