Date,FRANCE SMID CAP SMID (Small+Mid Cap)
2002-10-09,233.531
2002-10-10,235.979
2002-10-11,246.681
2002-10-14,245.027
2002-10-15,256.364
2002-10-16,256.488
2002-10-17,264.151
2002-10-18,265.565
2002-10-21,268.084
2002-10-22,269.313
2002-10-23,261.712
2002-10-24,264.959
2002-10-25,263.645
2002-10-28,271.344
2002-10-29,262.709
2002-10-30,266.247
2002-10-31,274.087
2002-11-01,274.947
2002-11-04,283.555
2002-11-05,282.661
2002-11-06,279.439
2002-11-07,276.609
2002-11-08,275.19
2002-11-11,272.723
2002-11-12,273.466
2002-11-13,270.728
2002-11-14,274.401
2002-11-15,277.383
2002-11-18,281.223
2002-11-19,280.134
2002-11-20,276.295
2002-11-21,287.645
2002-11-22,291.456
2002-11-25,289.329
2002-11-26,285.661
2002-11-27,290.235
2002-11-28,296.644
2002-11-29,298.655
2002-12-02,299.505
2002-12-03,293.826
2002-12-04,289.73
2002-12-05,288.165
2002-12-06,287.317
2002-12-09,282.614
2002-12-10,282.813
2002-12-11,284.158
2002-12-12,284.635
2002-12-13,281.151
2002-12-16,282.187
2002-12-17,282.461
2002-12-18,276.272
2002-12-19,273.261
2002-12-20,275.604
2002-12-23,273.302
2002-12-24,275.053
2002-12-25,275.053
2002-12-26,275.746
2002-12-27,274.927
2002-12-30,275.859
2002-12-31,280.162
2003-01-01,280.162
2003-01-02,283.158
2003-01-03,287.568
2003-01-06,289.173
2003-01-07,285.842
2003-01-08,279.994
2003-01-09,282.324
2003-01-10,285.151
2003-01-13,286.346
2003-01-14,288.83
2003-01-15,285.884
2003-01-16,286.165
2003-01-17,282.706
2003-01-20,281.229
2003-01-21,278.932
2003-01-22,274.383
2003-01-23,275.495
2003-01-24,276.471
2003-01-27,268.837
2003-01-28,270.051
2003-01-29,270.443
2003-01-30,273.381
2003-01-31,273.17
2003-02-03,275.431
2003-02-04,273.091
2003-02-05,272.055
2003-02-06,269.331
2003-02-07,266.657
2003-02-10,261.473
2003-02-11,264.428
2003-02-12,259.743
2003-02-13,260.404
2003-02-14,262.113
2003-02-17,264.759
2003-02-18,266.035
2003-02-19,263.519
2003-02-20,262.126
2003-02-21,260.824
2003-02-24,256.639
2003-02-25,250.372
2003-02-26,247.909
2003-02-27,250.516
2003-02-28,256.781
2003-03-03,257.124
2003-03-04,251.532
2003-03-05,249.985
2003-03-06,249.074
2003-03-07,245.161
2003-03-10,241.967
2003-03-11,240.296
2003-03-12,234.294
2003-03-13,240.128
2003-03-14,250.747
2003-03-17,253.781
2003-03-18,253.918
2003-03-19,256.787
2003-03-20,254.202
2003-03-21,259.028
2003-03-24,250.101
2003-03-25,252.733
2003-03-26,251.69
2003-03-27,248.575
2003-03-28,248.261
2003-03-31,245.07
2003-04-01,245.183
2003-04-02,249.127
2003-04-03,251.053
2003-04-04,252.606
2003-04-07,260.009
2003-04-08,258.133
2003-04-09,258.148
2003-04-10,257.486
2003-04-11,257.676
2003-04-14,258.909
2003-04-15,264.371
2003-04-16,267.807
2003-04-17,268.877
2003-04-18,268.877
2003-04-21,267.718
2003-04-22,271.232
2003-04-23,277.288
2003-04-24,275.38
2003-04-25,274.383
2003-04-28,279.403
2003-04-29,281.771
2003-04-30,286.814
2003-05-01,289.449
2003-05-02,288.133
2003-05-05,295.073
2003-05-06,301.475
2003-05-07,303.542
2003-05-08,300.494
2003-05-09,300.9
2003-05-12,300.036
2003-05-13,300.827
2003-05-14,304.361
2003-05-15,305.233
2003-05-16,307.462
2003-05-19,302.764
2003-05-20,300.974
2003-05-21,299.893
2003-05-22,305.157
2003-05-23,306.848
2003-05-26,308.941
2003-05-27,308.398
2003-05-28,310.5
2003-05-29,314.868
2003-05-30,316.684
2003-06-02,318.981
2003-06-03,317.736
2003-06-04,321.917
2003-06-05,326.39
2003-06-06,330.029
2003-06-09,329.787
2003-06-10,327.732
2003-06-11,332.045
2003-06-12,333.639
2003-06-13,330.501
2003-06-16,336.438
2003-06-17,339.637
2003-06-18,333.841
2003-06-19,330.4
2003-06-20,328.496
2003-06-23,321.607
2003-06-24,316.905
2003-06-25,320.28
2003-06-26,317.488
2003-06-27,320.586
2003-06-30,321.1
2003-07-01,318.648
2003-07-02,322.301
2003-07-03,324.789
2003-07-04,323.482
2003-07-07,329.543
2003-07-08,329.711
2003-07-09,327.764
2003-07-10,325.257
2003-07-11,326.222
2003-07-14,328.4
2003-07-15,328.012
2003-07-16,326.843
2003-07-17,322.195
2003-07-18,324.23
2003-07-21,324.512
2003-07-22,326.073
2003-07-23,330.354
2003-07-24,333.826
2003-07-25,334.817
2003-07-28,336.991
2003-07-29,335.839
2003-07-30,333.645
2003-07-31,332.516
2003-08-01,333.165
2003-08-04,333.354
2003-08-05,336.324
2003-08-06,331.51
2003-08-07,330.469
2003-08-08,329.848
2003-08-11,331.092
2003-08-12,331.937
2003-08-13,333.436
2003-08-14,334.341
2003-08-15,334.984
2003-08-18,332.932
2003-08-19,334.196
2003-08-20,334.435
2003-08-21,333.742
2003-08-22,333.1
2003-08-25,330.805
2003-08-26,328.509
2003-08-27,330.417
2003-08-28,333.818
2003-08-29,337.713
2003-09-01,343.247
2003-09-02,341.427
2003-09-03,347.396
2003-09-04,348.106
2003-09-05,350.984
2003-09-08,353.344
2003-09-09,351.885
2003-09-10,347.721
2003-09-11,347.527
2003-09-12,350.868
2003-09-15,353.522
2003-09-16,353.519
2003-09-17,356.606
2003-09-18,357.859
2003-09-19,357.855
2003-09-22,355.465
2003-09-23,353.644
2003-09-24,353.709
2003-09-25,351.714
2003-09-26,348.371
2003-09-29,348.606
2003-09-30,347.891
2003-10-01,351.483
2003-10-02,353.533
2003-10-03,360.062
2003-10-06,361.495
2003-10-07,361.616
2003-10-08,364.602
2003-10-09,366.887
2003-10-10,367.776
2003-10-13,366.276
2003-10-14,366.776
2003-10-15,368.664
2003-10-16,368.752
2003-10-17,365.503
2003-10-20,365.975
2003-10-21,366.695
2003-10-22,365.589
2003-10-23,362.689
2003-10-24,365.25
2003-10-27,366.103
2003-10-28,367.318
2003-10-29,370.816
2003-10-30,372.964
2003-10-31,371.436
2003-11-03,372.148
2003-11-04,373.015
2003-11-05,370.509
2003-11-06,369.424
2003-11-07,374.61
2003-11-10,373.973
2003-11-11,372.78
2003-11-12,377.524
2003-11-13,380.863
2003-11-14,385.259
2003-11-17,377.927
2003-11-18,380.348
2003-11-19,378.741
2003-11-20,378.05
2003-11-21,381.515
2003-11-24,381.555
2003-11-25,385.051
2003-11-26,389.14
2003-11-27,389.486
2003-11-28,390.728
2003-12-01,395.439
2003-12-02,400.138
2003-12-03,401.48
2003-12-04,399.005
2003-12-05,398.897
2003-12-08,399.425
2003-12-09,399.729
2003-12-10,397.399
2003-12-11,394.534
2003-12-12,399.433
2003-12-15,401.346
2003-12-16,396.542
2003-12-17,395.928
2003-12-18,396.123
2003-12-19,395.164
2003-12-22,396.286
2003-12-23,396.24
2003-12-24,398.205
2003-12-25,398.205
2003-12-26,398.045
2003-12-29,399.807
2003-12-30,403.539
2003-12-31,408.215
2004-01-01,408.215
2004-01-02,412.122
2004-01-05,417.759
2004-01-06,419.735
2004-01-07,417.458
2004-01-08,422.84
2004-01-09,425.087
2004-01-12,422.672
2004-01-13,423.472
2004-01-14,425.822
2004-01-15,424.87
2004-01-16,423.208
2004-01-19,424.745
2004-01-20,428.92
2004-01-21,431.279
2004-01-22,432.709
2004-01-23,432.351
2004-01-26,427.182
2004-01-27,432.485
2004-01-28,430.928
2004-01-29,421.205
2004-01-30,422.084
2004-02-02,423.853
2004-02-03,424.868
2004-02-04,420.47
2004-02-05,425.118
2004-02-06,430.302
2004-02-09,434.366
2004-02-10,436.877
2004-02-11,436.992
2004-02-12,443.55
2004-02-13,442.494
2004-02-16,443.627
2004-02-17,447.093
2004-02-18,448.207
2004-02-19,446.397
2004-02-20,440.001
2004-02-23,439.646
2004-02-24,439.093
2004-02-25,436.21
2004-02-26,431.863
2004-02-27,433.866
2004-03-01,437.495
2004-03-02,436.665
2004-03-03,430.808
2004-03-04,434.034
2004-03-05,442.437
2004-03-08,441.962
2004-03-09,438.867
2004-03-10,428.602
2004-03-11,418.008
2004-03-12,416.126
2004-03-15,407.694
2004-03-16,412.005
2004-03-17,415.414
2004-03-18,417.187
2004-03-19,416.154
2004-03-22,408.779
2004-03-23,407.81
2004-03-24,403.553
2004-03-25,409.564
2004-03-26,408.218
2004-03-29,415.295
2004-03-30,415.549
2004-03-31,421.92
2004-04-01,428.544
2004-04-02,427.006
2004-04-05,425.8
2004-04-06,422.195
2004-04-07,425.264
2004-04-08,424.717
2004-04-09,424.717
2004-04-12,423.524
2004-04-13,419.013
2004-04-14,415.894
2004-04-15,414.387
2004-04-16,418.425
2004-04-19,418.855
2004-04-20,419.27
2004-04-21,413.719
2004-04-22,415.199
2004-04-23,417.365
2004-04-26,419.637
2004-04-27,422.427
2004-04-28,416.569
2004-04-29,416.736
2004-04-30,414.037
2004-05-03,415.473
2004-05-04,419.073
2004-05-05,421.776
2004-05-06,412.962
2004-05-07,406.942
2004-05-10,393.902
2004-05-11,397.621
2004-05-12,395.329
2004-05-13,396.734
2004-05-14,395.038
2004-05-17,394.589
2004-05-18,396.082
2004-05-19,406.583
2004-05-20,400.639
2004-05-21,405.127
2004-05-24,405.413
2004-05-25,407.887
2004-05-26,411.985
2004-05-27,418.851
2004-05-28,416.109
2004-05-31,417.576
2004-06-01,414.265
2004-06-02,417.193
2004-06-03,417.31
2004-06-04,421.618
2004-06-07,426.355
2004-06-08,424.671
2004-06-09,419.134
2004-06-10,418.63
2004-06-11,413.973
2004-06-14,412.804
2004-06-15,414.875
2004-06-16,413.979
2004-06-17,416.94
2004-06-18,421.374
2004-06-21,420.485
2004-06-22,419.483
2004-06-23,421.757
2004-06-24,427.671
2004-06-25,426.185
2004-06-28,432.144
2004-06-29,429.911
2004-06-30,432.586
2004-07-01,430.747
2004-07-02,432.989
2004-07-05,430.726
2004-07-06,426.713
2004-07-07,429.456
2004-07-08,428.909
2004-07-09,428.568
2004-07-12,428.259
2004-07-13,425.028
2004-07-14,427.166
2004-07-15,422.909
2004-07-16,427.453
2004-07-19,425.743
2004-07-20,423.774
2004-07-21,423.069
2004-07-22,420.135
2004-07-23,414.418
2004-07-26,411.931
2004-07-27,411.453
2004-07-28,412.009
2004-07-29,415.697
2004-07-30,414.803
2004-08-02,412.997
2004-08-03,415.725
2004-08-04,410.703
2004-08-05,411.119
2004-08-06,409.701
2004-08-09,405.308
2004-08-10,410.189
2004-08-11,402.966
2004-08-12,401.635
2004-08-13,407.117
2004-08-16,409.369
2004-08-17,412.555
2004-08-18,412.339
2004-08-19,415.994
2004-08-20,413.425
2004-08-23,414.596
2004-08-24,412.292
2004-08-25,410.958
2004-08-26,413.835
2004-08-27,414.144
2004-08-30,412.943
2004-08-31,413.789
2004-09-01,415.667
2004-09-02,416.529
2004-09-03,413.306
2004-09-06,416.086
2004-09-07,417.787
2004-09-08,419.403
2004-09-09,416.557
2004-09-10,423.726
2004-09-13,427.347
2004-09-14,428.188
2004-09-15,422.286
2004-09-16,421.031
2004-09-17,423.248
2004-09-20,421.579
2004-09-21,427.421
2004-09-22,423.877
2004-09-23,422.958
2004-09-24,423.475
2004-09-27,422.361
2004-09-28,423.249
2004-09-29,426.497
2004-09-30,429.381
2004-10-01,433.945
2004-10-04,434.905
2004-10-05,435.365
2004-10-06,434.941
2004-10-07,434.116
2004-10-08,437.493
2004-10-11,434.741
2004-10-12,427.824
2004-10-13,427.267
2004-10-14,430.909
2004-10-15,435.141
2004-10-18,434.52
2004-10-19,436.835
2004-10-20,436.327
2004-10-21,438.721
2004-10-22,440.464
2004-10-25,438.76
2004-10-26,441.146
2004-10-27,445.716
2004-10-28,446.905
2004-10-29,446.547
2004-11-01,449.783
2004-11-02,451.082
2004-11-03,455.628
2004-11-04,457.137
2004-11-05,459.964
2004-11-08,463.185
2004-11-09,462.732
2004-11-10,466.025
2004-11-11,469.154
2004-11-12,471.969
2004-11-15,468.487
2004-11-16,465.33
2004-11-17,472.637
2004-11-18,472.217
2004-11-19,473.381
2004-11-22,470.923
2004-11-23,473.336
2004-11-24,476.268
2004-11-25,482.976
2004-11-26,484.096
2004-11-29,485.202
2004-11-30,483.139
2004-12-01,486.3
2004-12-02,487.363
2004-12-03,489.975
2004-12-06,491.211
2004-12-07,493.553
2004-12-08,487.528
2004-12-09,484.227
2004-12-10,484.983
2004-12-13,490.454
2004-12-14,490.624
2004-12-15,497.605
2004-12-16,495.619
2004-12-17,493.793
2004-12-20,500.127
2004-12-21,498.948
2004-12-22,501.649
2004-12-23,507.475
2004-12-24,508.901
2004-12-27,512.234
2004-12-28,512.367
2004-12-29,512.242
2004-12-30,515.042
2004-12-31,514.449
2005-01-03,513.264
2005-01-04,505.82
2005-01-05,501.953
2005-01-06,501.202
2005-01-07,498.854
2005-01-10,502.637
2005-01-11,501.992
2005-01-12,505.767
2005-01-13,504.568
2005-01-14,501.512
2005-01-17,504.38
2005-01-18,503.686
2005-01-19,505.758
2005-01-20,500.623
2005-01-21,503.187
2005-01-24,503.071
2005-01-25,503.537
2005-01-26,510.32
2005-01-27,511.667
2005-01-28,512.314
2005-01-31,517.884
2005-02-01,517.844
2005-02-02,520.922
2005-02-03,516.47
2005-02-04,520.561
2005-02-07,520.537
2005-02-08,518.65
2005-02-09,519.56
2005-02-10,523.361
2005-02-11,525.849
2005-02-14,530.499
2005-02-15,534.083
2005-02-16,533.622
2005-02-17,538.112
2005-02-18,539.156
2005-02-21,534.666
2005-02-22,537.132
2005-02-23,534.287
2005-02-24,536.594
2005-02-25,541.304
2005-02-28,543.765
2005-03-01,542.134
2005-03-02,537.924
2005-03-03,538.613
2005-03-04,545.721
2005-03-07,544.847
2005-03-08,549.86
2005-03-09,550.666
2005-03-10,549.518
2005-03-11,552.47
2005-03-14,548.655
2005-03-15,547.534
2005-03-16,546.716
2005-03-17,543.728
2005-03-18,540.519
2005-03-21,535.705
2005-03-22,536.39
2005-03-23,526.857
2005-03-24,530.982
2005-03-25,530.982
2005-03-28,527.256
2005-03-29,527.343
2005-03-30,528.507
2005-03-31,531.352
2005-04-01,533.104
2005-04-04,525.14
2005-04-05,528.382
2005-04-06,532.033
2005-04-07,535.609
2005-04-08,535.255
2005-04-11,539.138
2005-04-12,534.909
2005-04-13,537.612
2005-04-14,531.589
2005-04-15,528.35
2005-04-18,520.486
2005-04-19,523.881
2005-04-20,525.912
2005-04-21,528.201
2005-04-22,529.998
2005-04-25,525.424
2005-04-26,523.137
2005-04-27,514.979
2005-04-28,510.301
2005-04-29,511.96
2005-05-02,512.861
2005-05-03,516.625
2005-05-04,521.188
2005-05-05,523.486
2005-05-06,520.091
2005-05-09,518.769
2005-05-10,519.49
2005-05-11,516.847
2005-05-12,515.168
2005-05-13,513.843
2005-05-16,513.032
2005-05-17,514.502
2005-05-18,520.136
2005-05-19,523.052
2005-05-20,522.197
2005-05-23,525.333
2005-05-24,523.299
2005-05-25,525.352
2005-05-26,526.435
2005-05-27,524.983
2005-05-30,523.685
2005-05-31,521.27
2005-06-01,523.254
2005-06-02,524.159
2005-06-03,523.545
2005-06-06,523.288
2005-06-07,527.989
2005-06-08,533.326
2005-06-09,526.165
2005-06-10,525.724
2005-06-13,525.766
2005-06-14,525.659
2005-06-15,526.858
2005-06-16,527.47
2005-06-17,536.318
2005-06-20,528.931
2005-06-21,530.142
2005-06-22,531.585
2005-06-23,528.88
2005-06-24,526.777
2005-06-27,525.826
2005-06-28,525.577
2005-06-29,529.982
2005-06-30,531.554
2005-07-01,529.41
2005-07-04,527.983
2005-07-05,527.624
2005-07-06,530.837
2005-07-07,525.907
2005-07-08,532.18
2005-07-11,542.409
2005-07-12,546.922
2005-07-13,544.377
2005-07-14,546.187
2005-07-15,541.646
2005-07-18,540.573
2005-07-19,540.495
2005-07-20,540.967
2005-07-21,548.52
2005-07-22,549.902
2005-07-25,546.484
2005-07-26,547.064
2005-07-27,551.255
2005-07-28,556.936
2005-07-29,559.736
2005-08-01,565.043
2005-08-02,568.343
2005-08-03,573.022
2005-08-04,574.482
2005-08-05,572.312
2005-08-08,576.352
2005-08-09,577.648
2005-08-10,581.83
2005-08-11,580.535
2005-08-12,577.075
2005-08-15,573.774
2005-08-16,571.21
2005-08-17,567.662
2005-08-18,560.019
2005-08-19,560.324
2005-08-22,567.211
2005-08-23,564.528
2005-08-24,566.618
2005-08-25,563.513
2005-08-26,564.805
2005-08-29,561.715
2005-08-30,560.425
2005-08-31,571.415
2005-09-01,582.472
2005-09-02,583.371
2005-09-05,584.131
2005-09-06,585.894
2005-09-07,586.196
2005-09-08,584.025
2005-09-09,588.989
2005-09-12,584.237
2005-09-13,581.148
2005-09-14,584.732
2005-09-15,583.558
2005-09-16,588.379
2005-09-19,584.756
2005-09-20,587.406
2005-09-21,584.306
2005-09-22,575.987
2005-09-23,574.771
2005-09-26,578.462
2005-09-27,576.882
2005-09-28,581.155
2005-09-29,582.078
2005-09-30,587.346
2005-10-03,584.388
2005-10-04,588.566
2005-10-05,583.907
2005-10-06,584.616
2005-10-07,584.484
2005-10-10,582.773
2005-10-11,581.315
2005-10-12,578.526
2005-10-13,564.663
2005-10-14,571.434
2005-10-17,570.96
2005-10-18,563.789
2005-10-19,550.688
2005-10-20,555.146
2005-10-21,553.619
2005-10-24,559.598
2005-10-25,563.898
2005-10-26,562.319
2005-10-27,557.343
2005-10-28,552.513
2005-10-31,558.015
2005-11-01,560.277
2005-11-02,561.191
2005-11-03,566.985
2005-11-04,558.741
2005-11-07,558.702
2005-11-08,555.608
