Date,WORLD ex USA SMALL VALUE Small Cap
2013-06-28,935.38
2013-07-31,994.159
2013-08-30,993.515
2013-09-30,1076.801
2013-10-31,1118.231
2013-11-29,1114.083
2013-12-31,1138.802
2014-01-31,1121.047
2014-02-28,1183.0
2014-03-31,1184.125
2014-04-30,1187.461
2014-05-30,1199.014
2014-06-30,1224.396
2014-07-31,1193.202
2014-08-29,1192.33
2014-09-30,1117.537
2014-10-31,1085.262
2014-11-28,1081.219
2014-12-31,1071.992
2015-01-30,1063.399
2015-02-27,1133.681
2015-03-31,1111.61
2015-04-30,1168.57
2015-05-29,1166.176
2015-06-30,1144.766
2015-07-31,1132.637
2015-08-31,1081.459
2015-09-30,1043.807
2015-10-30,1104.596
2015-11-30,1087.553
2015-12-31,1083.308
2016-01-29,1003.054
2016-02-29,1011.599
2016-03-31,1096.11
2016-04-29,1139.467
2016-05-31,1129.043
2016-06-30,1075.513
2016-07-29,1146.137
2016-08-31,1145.225
2016-09-30,1169.887
2016-10-31,1147.907
2016-11-30,1130.339
2016-12-30,1168.529
2017-01-31,1211.211
2017-02-28,1232.041
2017-03-31,1248.017
2017-04-28,1284.633
2017-05-31,1315.854
2017-06-30,1328.446
2017-07-31,1377.798
2017-08-31,1384.282
2017-09-29,1420.985
2017-10-31,1428.624
2017-11-30,1448.917
2017-12-29,1494.852
2018-01-31,1553.993
2018-02-28,1487.845
2018-03-30,1468.377
2018-04-30,1501.857
2018-05-31,1465.393
2018-06-29,1436.403
2018-07-31,1453.438
2018-08-31,1433.901
2018-09-28,1432.162
2018-10-31,1314.745
2018-11-30,1298.337
2018-12-31,1220.169
2019-01-31,1319.003
2019-02-28,1340.541
2019-03-29,1332.146
2019-04-30,1360.195
2019-05-31,1285.718
2019-06-28,1344.413
2019-07-31,1328.445
2019-08-30,1301.923
2019-09-30,1347.813
2019-10-31,1406.07
2019-11-29,1430.952
2019-12-31,1498.688
2020-01-31,1447.572
2020-02-28,1303.483
2020-03-31,1023.671
2020-04-30,1126.495
2020-05-29,1175.59
2020-06-30,1191.654
2020-07-31,1217.997
2020-08-31,1308.725
2020-09-30,1277.696
2020-10-30,1240.257
2020-11-30,1440.551
2020-12-31,1537.354
2021-01-29,1531.545
2021-02-26,1601.276
2021-03-31,1654.964
2021-04-30,1718.271
2021-05-31,1772.085
2021-06-30,1726.781
2021-07-30,1744.652
2021-08-31,1783.515
2021-09-30,1728.912
2021-10-29,1755.835
2021-11-30,1652.578
2021-12-31,1741.214
2022-01-31,1689.358
2022-02-28,1686.069
2022-03-31,1690.532
2022-04-29,1599.171
2022-05-31,1600.587
2022-06-30,1426.133
2022-07-29,1501.153
2022-08-31,1444.665
2022-09-30,1282.168
2022-10-31,1347.415
2022-11-30,1475.698
2022-12-30,1497.607
2023-01-31,1615.675
2023-02-28,1583.361
2023-03-31,1565.783
2023-04-28,1599.873
2023-05-31,1523.926
2023-06-30,1576.972
2023-07-31,1663.238
2023-08-31,1610.811
2023-09-29,1561.02
2023-10-31,1482.412
2023-11-30,1605.057
2023-12-29,1717.79
2024-01-31,1694.95
2024-02-29,1681.696
2024-03-29,1767.494
2024-04-30,1732.321
2024-05-31,1799.505
2024-06-28,1735.308
2024-07-31,1841.367
2024-08-30,1870.836
2024-09-30,1924.82
2024-10-31,1811.241
2024-11-29,1816.064
2024-12-31,1768.534
2025-01-31,1821.478
2025-02-28,1837.535
2025-03-31,1871.474
2025-04-30,1965.122
2025-05-30,2062.211
2025-06-30,2146.995
2025-07-31,2154.204
2025-08-29,2281.586
2025-09-30,2332.627
