Date,WORLD ex USA SMALL VALUE Small Cap
2001-05-17,296.995
2001-05-18,296.619
2001-05-21,298.556
2001-05-22,297.781
2001-05-23,298.439
2001-05-24,297.54
2001-05-25,297.486
2001-05-28,297.474
2001-05-29,296.963
2001-05-30,295.848
2001-05-31,294.643
2001-06-01,295.22
2001-06-04,295.307
2001-06-05,295.034
2001-06-06,294.26
2001-06-07,295.339
2001-06-08,295.243
2001-06-11,293.116
2001-06-12,291.371
2001-06-13,292.703
2001-06-14,292.837
2001-06-15,291.006
2001-06-18,289.951
2001-06-19,289.294
2001-06-20,286.613
2001-06-21,287.753
2001-06-22,289.306
2001-06-25,290.857
2001-06-26,290.388
2001-06-27,289.504
2001-06-28,286.701
2001-06-29,288.326
2001-07-02,287.887
2001-07-03,288.048
2001-07-04,287.239
2001-07-05,284.618
2001-07-06,283.144
2001-07-09,281.774
2001-07-10,283.383
2001-07-11,283.0
2001-07-12,283.3
2001-07-13,282.608
2001-07-16,282.392
2001-07-17,280.609
2001-07-18,283.17
2001-07-19,283.679
2001-07-20,284.03
2001-07-23,280.671
2001-07-24,281.38
2001-07-25,282.017
2001-07-26,281.83
2001-07-27,282.213
2001-07-30,280.653
2001-07-31,282.612
2001-08-01,285.421
2001-08-02,288.662
2001-08-03,288.353
2001-08-06,287.23
2001-08-07,286.418
2001-08-08,286.25
2001-08-09,285.689
2001-08-10,287.693
2001-08-13,287.25
2001-08-14,288.885
2001-08-15,293.291
2001-08-16,292.634
2001-08-17,292.577
2001-08-20,290.14
2001-08-21,291.944
2001-08-22,293.681
2001-08-23,292.059
2001-08-24,292.424
2001-08-27,292.497
2001-08-28,291.753
2001-08-29,291.206
2001-08-30,288.635
2001-08-31,287.409
2001-09-03,284.37
2001-09-04,282.402
2001-09-05,279.613
2001-09-06,277.994
2001-09-07,278.112
2001-09-10,272.381
2001-09-11,270.404
2001-09-12,261.387
2001-09-13,263.447
2001-09-14,264.717
2001-09-17,258.381
2001-09-18,258.896
2001-09-19,260.433
2001-09-20,255.321
2001-09-21,247.864
2001-09-24,249.893
2001-09-25,253.552
2001-09-26,255.007
2001-09-27,253.509
2001-09-28,256.629
2001-10-01,258.263
2001-10-02,258.8
2001-10-03,259.337
2001-10-04,261.411
2001-10-05,262.304
2001-10-08,261.602
2001-10-09,260.925
2001-10-10,259.806
2001-10-11,261.377
2001-10-12,262.635
2001-10-15,262.686
2001-10-16,263.971
2001-10-17,265.454
2001-10-18,262.704
2001-10-19,261.273
2001-10-22,260.706
2001-10-23,261.623
2001-10-24,263.012
2001-10-25,265.016
2001-10-26,264.775
2001-10-29,266.234
2001-10-30,264.545
2001-10-31,263.353
2001-11-01,264.146
2001-11-02,263.562
2001-11-05,263.885
2001-11-06,265.142
2001-11-07,265.621
2001-11-08,265.889
2001-11-09,265.421
2001-11-12,264.462
2001-11-13,262.976
2001-11-14,264.14
2001-11-15,264.872
2001-11-16,265.723
2001-11-19,266.359
2001-11-20,266.889
2001-11-21,265.551
2001-11-22,266.209
2001-11-23,265.722
2001-11-26,268.04
2001-11-27,267.898
2001-11-28,267.417
2001-11-29,266.658
2001-11-30,268.564
2001-12-03,265.533
2001-12-04,265.859
2001-12-05,267.496
2001-12-06,269.023
2001-12-07,268.157
2001-12-10,266.623
2001-12-11,265.407
2001-12-12,267.2
2001-12-13,265.822
2001-12-14,264.529
2001-12-17,263.745
2001-12-18,262.843
2001-12-19,261.226
2001-12-20,261.612
2001-12-21,260.262
2001-12-24,259.213
2001-12-25,259.47
2001-12-26,258.668
2001-12-27,261.293
2001-12-28,263.123
2001-12-31,265.14
2002-01-01,265.137
2002-01-02,266.67
2002-01-03,267.706
2002-01-04,268.718
2002-01-07,269.09
2002-01-08,267.108
2002-01-09,266.568
2002-01-10,265.839
2002-01-11,265.706
2002-01-14,265.402
2002-01-15,264.105
2002-01-16,262.064
2002-01-17,261.495
2002-01-18,263.094
2002-01-21,264.235
2002-01-22,262.812
2002-01-23,262.555
2002-01-24,262.303
2002-01-25,260.326
2002-01-28,260.972
2002-01-29,260.909
2002-01-30,259.738
2002-01-31,260.153
2002-02-01,260.264
2002-02-04,260.821
2002-02-05,259.046
2002-02-06,258.809
2002-02-07,258.991
2002-02-08,259.907
2002-02-11,262.206
2002-02-12,264.189
2002-02-13,264.772
2002-02-14,265.969
2002-02-15,266.581
2002-02-18,266.354
2002-02-19,264.866
2002-02-20,264.052
2002-02-21,265.151
2002-02-22,265.766
2002-02-25,265.18
2002-02-26,265.332
2002-02-27,266.874
2002-02-28,268.317
2002-03-01,270.349
2002-03-04,275.387
2002-03-05,275.239
2002-03-06,276.775
2002-03-07,281.974
2002-03-08,281.455
2002-03-11,283.161
2002-03-12,280.9
2002-03-13,279.743
2002-03-14,281.252
2002-03-15,282.493
2002-03-18,281.708
2002-03-19,283.309
2002-03-20,283.878
2002-03-21,283.264
2002-03-22,282.752
2002-03-25,281.904
2002-03-26,281.159
2002-03-27,282.347
2002-03-28,282.523
2002-03-29,281.428
2002-04-01,282.016
2002-04-02,282.656
2002-04-03,283.701
2002-04-04,285.075
2002-04-05,285.746
2002-04-08,284.968
2002-04-09,284.587
2002-04-10,286.457
2002-04-11,286.196
2002-04-12,285.063
2002-04-15,285.505
2002-04-16,287.537
2002-04-17,290.076
2002-04-18,291.609
2002-04-19,292.094
2002-04-22,292.778
2002-04-23,292.851
2002-04-24,293.545
2002-04-25,294.807
2002-04-26,294.672
2002-04-29,294.555
2002-04-30,293.979
2002-05-01,296.187
2002-05-02,296.418
2002-05-03,298.744
2002-05-06,298.821
2002-05-07,296.249
2002-05-08,296.782
2002-05-09,297.24
2002-05-10,298.409
2002-05-13,298.092
2002-05-14,296.586
2002-05-15,299.491
2002-05-16,301.173
2002-05-17,305.136
2002-05-20,306.216
2002-05-21,307.536
2002-05-22,309.483
2002-05-23,308.146
2002-05-24,309.54
2002-05-27,309.656
2002-05-28,311.495
2002-05-29,310.984
2002-05-30,311.712
2002-05-31,311.31
2002-06-03,312.713
2002-06-04,311.172
2002-06-05,309.814
2002-06-06,310.359
2002-06-07,308.568
2002-06-10,308.572
2002-06-11,308.857
2002-06-12,307.439
2002-06-13,304.675
2002-06-14,299.812
2002-06-17,298.806
2002-06-18,300.146
2002-06-19,297.913
2002-06-20,298.237
2002-06-21,299.372
2002-06-24,299.208
2002-06-25,298.508
2002-06-26,298.069
2002-06-27,298.785
2002-06-28,302.404
2002-07-01,303.722
2002-07-02,300.789
2002-07-03,298.647
2002-07-04,298.409
2002-07-05,300.344
2002-07-08,303.814
2002-07-09,305.679
2002-07-10,301.758
2002-07-11,297.086
2002-07-12,296.582
2002-07-15,294.149
2002-07-16,291.441
2002-07-17,291.681
2002-07-18,294.435
2002-07-19,292.487
2002-07-22,286.42
2002-07-23,280.339
2002-07-24,276.018
2002-07-25,278.775
2002-07-26,274.236
2002-07-29,276.522
2002-07-30,279.719
2002-07-31,279.05
2002-08-01,276.905
2002-08-02,276.328
2002-08-05,272.636
2002-08-06,266.66
2002-08-07,269.741
2002-08-08,271.129
2002-08-09,274.268
2002-08-12,273.641
2002-08-13,273.928
2002-08-14,276.752
2002-08-15,277.066
2002-08-16,278.561
2002-08-19,277.719
2002-08-20,277.577
2002-08-21,280.019
2002-08-22,280.868
2002-08-23,280.119
2002-08-26,281.333
2002-08-27,283.697
2002-08-28,281.279
2002-08-29,279.201
2002-08-30,279.409
2002-09-02,278.977
2002-09-03,277.28
2002-09-04,274.179
2002-09-05,272.724
2002-09-06,272.404
2002-09-09,271.943
2002-09-10,272.39
2002-09-11,273.19
2002-09-12,272.47
2002-09-13,270.181
2002-09-16,267.626
2002-09-17,268.105
2002-09-18,265.78
2002-09-19,265.763
2002-09-20,264.189
2002-09-23,260.072
2002-09-24,256.157
2002-09-25,256.645
2002-09-26,259.292
2002-09-27,260.293
2002-09-30,258.205
2002-10-01,255.998
2002-10-02,255.693
2002-10-03,254.437
2002-10-04,251.969
2002-10-07,246.978
2002-10-08,245.215
2002-10-09,243.354
2002-10-10,242.514
2002-10-11,247.742
2002-10-14,246.995
2002-10-15,252.624
2002-10-16,252.814
2002-10-17,254.581
2002-10-18,254.742
2002-10-21,256.221
2002-10-22,255.06
2002-10-23,254.962
2002-10-24,254.888
2002-10-25,256.172
2002-10-28,258.175
2002-10-29,256.446
2002-10-30,257.651
2002-10-31,260.216
2002-11-01,260.939
2002-11-04,263.153
2002-11-05,265.085
2002-11-06,264.777
2002-11-07,266.533
2002-11-08,266.664
2002-11-11,263.31
2002-11-12,263.936
2002-11-13,261.854
2002-11-14,260.938
2002-11-15,262.1
2002-11-18,261.998
2002-11-19,260.316
2002-11-20,259.401
2002-11-21,262.858
2002-11-22,264.036
2002-11-25,263.911
2002-11-26,262.41
2002-11-27,263.68
2002-11-28,267.43
2002-11-29,269.063
2002-12-02,268.876
2002-12-03,267.255
2002-12-04,266.116
2002-12-05,265.229
2002-12-06,265.383
2002-12-09,263.822
2002-12-10,263.919
2002-12-11,264.494
2002-12-12,263.83
2002-12-13,264.026
2002-12-16,263.266
2002-12-17,264.472
2002-12-18,261.681
2002-12-19,262.214
2002-12-20,263.386
2002-12-23,263.301
2002-12-24,264.205
2002-12-25,264.417
2002-12-26,265.924
2002-12-27,266.79
2002-12-30,268.717
2002-12-31,269.75
2003-01-01,269.75
2003-01-02,269.886
2003-01-03,272.235
2003-01-06,275.25
2003-01-07,272.655
2003-01-08,269.664
2003-01-09,271.56
2003-01-10,273.229
2003-01-13,274.124
2003-01-14,276.064
2003-01-15,276.141
2003-01-16,276.46
2003-01-17,276.315
2003-01-20,275.572
2003-01-21,275.482
2003-01-22,273.602
2003-01-23,274.897
2003-01-24,275.023
2003-01-27,270.003
2003-01-28,268.139
2003-01-29,266.184
2003-01-30,265.563
2003-01-31,264.905
2003-02-03,267.176
2003-02-04,268.718
2003-02-05,269.016
2003-02-06,267.391
2003-02-07,266.483
2003-02-10,264.987
2003-02-11,264.881
2003-02-12,264.649
2003-02-13,265.029
2003-02-14,264.805
2003-02-17,266.252
2003-02-18,266.597
2003-02-19,267.159
2003-02-20,267.261
2003-02-21,266.261
2003-02-24,265.983
2003-02-25,261.392
2003-02-26,261.54
2003-02-27,261.062
2003-02-28,262.919
2003-03-03,265.489
2003-03-04,265.037
2003-03-05,265.255
2003-03-06,264.098
2003-03-07,261.404
2003-03-10,258.611
2003-03-11,256.344
2003-03-12,254.104
2003-03-13,254.73
2003-03-14,255.588
2003-03-17,255.391
2003-03-18,257.441
2003-03-19,258.057
2003-03-20,259.715
2003-03-21,260.495
2003-03-24,261.856
2003-03-25,261.568
2003-03-26,262.939
2003-03-27,262.663
2003-03-28,262.447
2003-03-31,261.585
2003-04-01,261.776
2003-04-02,263.39
2003-04-03,262.978
2003-04-04,264.086
2003-04-07,267.53
2003-04-08,266.973
2003-04-09,267.593
2003-04-10,270.351
2003-04-11,269.764
2003-04-14,270.392
2003-04-15,272.76
2003-04-16,274.638
2003-04-17,276.448
2003-04-18,276.702
2003-04-21,276.093
2003-04-22,278.471
2003-04-23,280.753
2003-04-24,281.358
2003-04-25,279.668
2003-04-28,280.845
2003-04-29,282.624
2003-04-30,287.584
2003-05-01,290.708
2003-05-02,291.165
2003-05-05,294.036
2003-05-06,298.768
2003-05-07,300.528
2003-05-08,299.366
2003-05-09,300.869
2003-05-12,303.798
2003-05-13,304.454
2003-05-14,306.711
2003-05-15,307.357
2003-05-16,310.37
2003-05-19,308.201
2003-05-20,308.196
2003-05-21,306.454
2003-05-22,307.885
2003-05-23,309.99
2003-05-26,311.036
2003-05-27,310.227
2003-05-28,310.824
2003-05-29,314.26
2003-05-30,314.178
2003-06-02,317.65
2003-06-03,316.86
2003-06-04,319.222
2003-06-05,325.291
2003-06-06,327.348
2003-06-09,326.991
2003-06-10,325.756
2003-06-11,329.774
2003-06-12,330.905
2003-06-13,331.504
2003-06-16,333.418
2003-06-17,335.241
2003-06-18,333.763
2003-06-19,331.842
2003-06-20,331.236
2003-06-23,329.95
2003-06-24,326.499
2003-06-25,329.605
2003-06-26,326.084
2003-06-27,327.461
2003-06-30,328.013
2003-07-01,330.05
2003-07-02,333.169
2003-07-03,334.361
2003-07-04,334.184
2003-07-07,335.509
2003-07-08,334.782
2003-07-09,335.12
2003-07-10,335.115
2003-07-11,334.091
2003-07-14,337.537
2003-07-15,335.822
2003-07-16,334.014
2003-07-17,330.304
2003-07-18,331.152
2003-07-21,333.301
2003-07-22,332.73
2003-07-23,336.614
2003-07-24,339.198
2003-07-25,340.84
2003-07-28,342.806
2003-07-29,343.133
2003-07-30,340.678
2003-07-31,339.19
2003-08-01,341.784
2003-08-04,341.964
2003-08-05,340.985
2003-08-06,339.106
2003-08-07,340.936
2003-08-08,340.563
2003-08-11,342.067
2003-08-12,343.421
2003-08-13,346.243
2003-08-14,347.698
2003-08-15,348.614
2003-08-18,349.974
2003-08-19,350.941
2003-08-20,353.389
2003-08-21,354.214
2003-08-22,353.184
2003-08-25,353.336
2003-08-26,351.734
2003-08-27,352.045
2003-08-28,352.632
2003-08-29,356.358
2003-09-01,359.66
2003-09-02,359.386
2003-09-03,362.257
2003-09-04,361.962
2003-09-05,363.847
2003-09-08,365.978
2003-09-09,367.613
2003-09-10,365.077
2003-09-11,364.552
2003-09-12,367.801
2003-09-15,368.31
2003-09-16,369.506
2003-09-17,372.23
2003-09-18,374.644
2003-09-19,378.584
2003-09-22,379.069
2003-09-23,378.976
2003-09-24,378.484
2003-09-25,376.365
2003-09-26,374.009
2003-09-29,375.224
2003-09-30,375.728
2003-10-01,379.708
2003-10-02,383.385
2003-10-03,386.488
2003-10-06,388.629
2003-10-07,390.688
2003-10-08,391.386
2003-10-09,393.069
2003-10-10,396.721
2003-10-13,396.625
2003-10-14,397.537
2003-10-15,399.15
2003-10-16,401.824
2003-10-17,401.066
2003-10-20,401.65
2003-10-21,403.188
2003-10-22,401.104
2003-10-23,392.532
2003-10-24,394.693
2003-10-27,396.752
2003-10-28,398.139
2003-10-29,401.019
2003-10-30,401.998
2003-10-31,399.653
2003-11-03,397.63
2003-11-04,401.641
2003-11-05,400.501
2003-11-06,397.804
2003-11-07,401.324
2003-11-10,402.285
2003-11-11,396.793
2003-11-12,399.119
2003-11-13,402.357
2003-11-14,402.619
2003-11-17,394.514
2003-11-18,396.529
2003-11-19,394.407
2003-11-20,394.501
2003-11-21,395.48
2003-11-24,394.41
2003-11-25,397.52
2003-11-26,402.637
2003-11-27,403.141
2003-11-28,404.131
2003-12-01,407.398
2003-12-02,410.756
2003-12-03,412.428
2003-12-04,411.897
2003-12-05,412.919
2003-12-08,412.958
2003-12-09,413.679
2003-12-10,411.069
2003-12-11,409.358
2003-12-12,413.037
2003-12-15,415.503
2003-12-16,413.825
2003-12-17,414.043
2003-12-18,414.804
2003-12-19,414.704
2003-12-22,416.279
2003-12-23,418.027
2003-12-24,419.94
2003-12-25,420.238
2003-12-26,421.078
2003-12-29,423.963
2003-12-30,427.945
2003-12-31,430.056
2004-01-01,430.063
2004-01-02,432.064
2004-01-05,439.027
2004-01-06,440.875
2004-01-07,440.195
2004-01-08,443.683
2004-01-09,447.316
2004-01-12,446.935
2004-01-13,447.956
2004-01-14,447.881
2004-01-15,445.226
2004-01-16,443.432
2004-01-19,443.822
2004-01-20,449.39
2004-01-21,452.045
2004-01-22,454.767
2004-01-23,453.971
2004-01-26,451.255
2004-01-27,453.432
2004-01-28,451.953
2004-01-29,443.512
2004-01-30,446.923
2004-02-02,448.523
2004-02-03,450.671
2004-02-04,446.649
2004-02-05,449.145
2004-02-06,453.798
2004-02-09,455.755
2004-02-10,456.781
2004-02-11,457.677
2004-02-12,463.512
2004-02-13,464.393
2004-02-16,466.069
2004-02-17,468.926
2004-02-18,469.857
2004-02-19,466.46
2004-02-20,461.23
2004-02-23,462.771
2004-02-24,463.143
2004-02-25,460.202
2004-02-26,457.906
2004-02-27,462.238
2004-03-01,468.443
2004-03-02,465.256
2004-03-03,460.573
2004-03-04,462.598
2004-03-05,468.673
2004-03-08,468.254
2004-03-09,468.8
2004-03-10,461.553
2004-03-11,456.036
2004-03-12,454.715
2004-03-15,454.056
2004-03-16,459.049
2004-03-17,463.115
2004-03-18,467.968
2004-03-19,467.996
2004-03-22,464.598
2004-03-23,464.472
2004-03-24,464.984
2004-03-25,468.188
2004-03-26,469.463
2004-03-29,473.361
2004-03-30,475.004
2004-03-31,481.592
2004-04-01,486.552
2004-04-02,483.998
2004-04-05,481.387
2004-04-06,482.267
2004-04-07,486.675
2004-04-08,485.592
2004-04-09,483.8
2004-04-12,485.988
2004-04-13,483.318
2004-04-14,475.478
2004-04-15,472.377
2004-04-16,476.841
2004-04-19,475.568
2004-04-20,476.487
2004-04-21,471.872
2004-04-22,471.847
2004-04-23,474.067
2004-04-26,477.053
2004-04-27,476.024
2004-04-28,471.383
2004-04-29,469.259
2004-04-30,465.774
2004-05-03,465.544
2004-05-04,470.176
2004-05-05,472.154
2004-05-06,465.087
2004-05-07,455.46
2004-05-10,435.454
2004-05-11,436.801
2004-05-12,442.285
2004-05-13,437.403
2004-05-14,435.665
2004-05-17,429.603
2004-05-18,432.638
2004-05-19,445.46
2004-05-20,442.216
2004-05-21,449.179
2004-05-24,449.607
2004-05-25,451.876
2004-05-26,456.421
2004-05-27,461.757
2004-05-28,463.832
2004-05-31,464.225
2004-06-01,465.083
2004-06-02,466.054
2004-06-03,462.212
2004-06-04,464.761
2004-06-07,472.074
2004-06-08,472.693
2004-06-09,470.761
2004-06-10,472.389
2004-06-11,469.5
2004-06-14,467.265
2004-06-15,467.423
2004-06-16,470.106
2004-06-17,472.502
2004-06-18,473.887
2004-06-21,476.082
2004-06-22,474.432
2004-06-23,475.015
2004-06-24,480.515
2004-06-25,479.923
2004-06-28,484.711
2004-06-29,482.431
2004-06-30,484.665
2004-07-01,486.294
2004-07-02,486.858
2004-07-05,482.829
2004-07-06,481.6
2004-07-07,484.146
2004-07-08,483.568
2004-07-09,485.316
2004-07-12,487.62
2004-07-13,484.92
2004-07-14,482.844
2004-07-15,480.308
2004-07-16,485.984
2004-07-19,485.744
2004-07-20,482.116
2004-07-21,479.216
2004-07-22,477.611
2004-07-23,473.104
2004-07-26,470.836
2004-07-27,466.354
2004-07-28,467.586
2004-07-29,468.146
2004-07-30,471.258
2004-08-02,472.354
2004-08-03,473.01
2004-08-04,468.494
2004-08-05,468.677
2004-08-06,470.734
2004-08-09,465.562
2004-08-10,467.999
2004-08-11,465.687
2004-08-12,465.64
2004-08-13,466.936
2004-08-16,466.646
2004-08-17,467.329
2004-08-18,467.452
2004-08-19,473.025
2004-08-20,472.818
2004-08-23,473.119
2004-08-24,470.768
2004-08-25,471.556
2004-08-26,473.03
2004-08-27,474.189
2004-08-30,473.429
2004-08-31,474.98
2004-09-01,478.111
2004-09-02,479.057
2004-09-03,475.043
2004-09-06,478.93
2004-09-07,479.841
2004-09-08,481.733
2004-09-09,479.811
2004-09-10,484.218
2004-09-13,484.565
2004-09-14,486.593
2004-09-15,480.721
2004-09-16,482.327
2004-09-17,482.263
2004-09-20,481.704
2004-09-21,484.584
2004-09-22,483.657
2004-09-23,484.205
2004-09-24,482.833
2004-09-27,482.278
2004-09-28,483.158
2004-09-29,485.389
2004-09-30,490.119
2004-10-01,492.94
2004-10-04,493.384
2004-10-05,495.331
2004-10-06,495.889
2004-10-07,496.211
2004-10-08,500.519
2004-10-11,500.481
2004-10-12,495.488
2004-10-13,493.041
2004-10-14,492.792
2004-10-15,495.155
2004-10-18,494.13
2004-10-19,497.398
2004-10-20,496.565
2004-10-21,498.589
2004-10-22,500.075
2004-10-25,500.523
2004-10-26,500.694
2004-10-27,502.951
2004-10-28,504.045
2004-10-29,504.104
2004-11-01,505.057
2004-11-02,507.84
2004-11-03,512.919
2004-11-04,515.863
2004-11-05,521.011
2004-11-08,520.973
2004-11-09,520.486
2004-11-10,520.164
2004-11-11,520.7
2004-11-12,526.037
2004-11-15,528.541
2004-11-16,528.289
2004-11-17,532.841
2004-11-18,531.697
2004-11-19,535.033
2004-11-22,531.288
2004-11-23,534.135
2004-11-24,538.315
2004-11-25,542.44
2004-11-26,542.389
2004-11-29,544.781
2004-11-30,544.829
2004-12-01,545.872
2004-12-02,547.88
2004-12-03,552.134
2004-12-06,552.205
2004-12-07,551.939
2004-12-08,543.483
2004-12-09,540.141
2004-12-10,539.199
2004-12-13,543.858
2004-12-14,544.325
2004-12-15,552.453
2004-12-16,550.083
2004-12-17,550.336
2004-12-20,556.933
2004-12-21,556.097
2004-12-22,558.399
2004-12-23,562.247
2004-12-24,565.423
2004-12-27,568.575
2004-12-28,568.81
2004-12-29,567.858
2004-12-30,573.413
2004-12-31,574.755
2005-01-03,571.946
2005-01-04,567.602
2005-01-05,564.37
2005-01-06,561.031
2005-01-07,561.743
2005-01-10,564.241
2005-01-11,567.582
2005-01-12,573.53
2005-01-13,572.978
2005-01-14,571.845
2005-01-17,575.053
2005-01-18,573.315
2005-01-19,576.007
2005-01-20,571.904
2005-01-21,573.641
2005-01-24,575.994
2005-01-25,573.412
2005-01-26,580.274
2005-01-27,579.843
2005-01-28,578.217
2005-01-31,582.855
2005-02-01,583.523
2005-02-02,588.564
2005-02-03,586.49
2005-02-04,589.939
2005-02-07,588.777
2005-02-08,585.801
2005-02-09,586.913
2005-02-10,590.428
2005-02-11,592.07
2005-02-14,597.245
2005-02-15,597.504
2005-02-16,594.218
2005-02-17,597.988
2005-02-18,598.404
2005-02-21,597.559
2005-02-22,599.113
2005-02-23,594.279
2005-02-24,595.702
2005-02-25,601.046
2005-02-28,608.178
2005-03-01,607.996
2005-03-02,606.101
2005-03-03,606.53
2005-03-04,613.762
2005-03-07,612.267
2005-03-08,616.763
2005-03-09,617.566
2005-03-10,615.449
2005-03-11,619.785
2005-03-14,615.007
2005-03-15,615.834
2005-03-16,617.811
2005-03-17,614.853
2005-03-18,614.27
2005-03-21,609.993
2005-03-22,610.803
2005-03-23,598.943
2005-03-24,598.004
2005-03-25,598.306
2005-03-28,595.184
2005-03-29,591.946
2005-03-30,591.475
2005-03-31,598.648
2005-04-01,599.876
2005-04-04,592.457
2005-04-05,595.253
2005-04-06,597.595
2005-04-07,600.386
2005-04-08,600.981
2005-04-11,603.3
2005-04-12,598.872
2005-04-13,602.415
2005-04-14,593.378
2005-04-15,589.233
2005-04-18,577.554
2005-04-19,586.091
2005-04-20,588.31
2005-04-21,585.854
2005-04-22,591.982
2005-04-25,590.636
2005-04-26,588.222
2005-04-27,583.631
2005-04-28,579.931
2005-04-29,581.967
2005-05-02,580.831
2005-05-03,581.641
2005-05-04,584.508
2005-05-05,585.849
2005-05-06,586.31
2005-05-09,585.419
2005-05-10,584.96
2005-05-11,582.806
2005-05-12,579.39
2005-05-13,574.928
2005-05-16,570.63
2005-05-17,568.876
2005-05-18,571.793
2005-05-19,576.128
2005-05-20,573.449
2005-05-23,578.779
2005-05-24,579.031
2005-05-25,577.192
2005-05-26,577.573
2005-05-27,580.036
2005-05-30,582.254
2005-05-31,582.473
2005-06-01,583.385
2005-06-02,584.558
2005-06-03,587.486
2005-06-06,588.887
2005-06-07,590.937
2005-06-08,593.836
2005-06-09,587.01
2005-06-10,587.86
2005-06-13,585.737
2005-06-14,587.168
2005-06-15,590.689
2005-06-16,593.671
2005-06-17,599.407
2005-06-20,596.891
2005-06-21,597.856
2005-06-22,598.303
2005-06-23,597.476
2005-06-24,595.268
2005-06-27,592.937
2005-06-28,593.71
2005-06-29,593.369
2005-06-30,593.603
2005-07-01,590.386
2005-07-04,589.952
2005-07-05,588.351
2005-07-06,591.875
2005-07-07,586.305
2005-07-08,589.929
2005-07-11,597.826
2005-07-12,603.297
2005-07-13,599.095
2005-07-14,599.783
2005-07-15,597.043
2005-07-18,597.972
2005-07-19,594.955
2005-07-20,595.766
2005-07-21,605.245
2005-07-22,605.452
2005-07-25,604.443
2005-07-26,602.319
2005-07-27,606.325
2005-07-28,608.788
2005-07-29,612.822
2005-08-01,616.48
2005-08-02,619.223
2005-08-03,623.214
2005-08-04,622.729
2005-08-05,616.602
2005-08-08,619.418
2005-08-09,621.196
2005-08-10,630.196
2005-08-11,634.166
2005-08-12,634.268
2005-08-15,632.788
2005-08-16,633.709
2005-08-17,630.425
2005-08-18,622.745
2005-08-19,623.244
2005-08-22,631.273
2005-08-23,630.66
2005-08-24,630.371
2005-08-25,630.268
2005-08-26,632.292
2005-08-29,626.872
2005-08-30,625.259
2005-08-31,631.641
2005-09-01,643.844
2005-09-02,647.314
2005-09-05,648.963
2005-09-06,648.435
2005-09-07,649.047
2005-09-08,646.027
2005-09-09,651.739
2005-09-12,650.221
2005-09-13,647.659
2005-09-14,651.213
2005-09-15,648.954
2005-09-16,649.743
2005-09-19,649.444
2005-09-20,652.935
2005-09-21,652.878
2005-09-22,647.614
2005-09-23,644.577
2005-09-26,649.383
2005-09-27,646.049
2005-09-28,650.193
2005-09-29,653.607
2005-09-30,655.786
2005-10-03,651.621
2005-10-04,653.977
2005-10-05,648.647
2005-10-06,643.032
2005-10-07,640.844
2005-10-10,639.558
2005-10-11,641.604
2005-10-12,641.746
2005-10-13,631.194
2005-10-14,635.344
2005-10-17,632.834
2005-10-18,626.306
2005-10-19,619.065
2005-10-20,622.095
2005-10-21,619.681
2005-10-24,622.908
2005-10-25,630.907
2005-10-26,632.99
2005-10-27,632.534
2005-10-28,629.622
2005-10-31,636.288
2005-11-01,639.796
2005-11-02,643.791
2005-11-03,646.213
2005-11-04,640.249
2005-11-07,641.58
2005-11-08,641.119
2005-11-09,639.181
