Date,ACWI SMID CAP SMID (Small+Mid Cap)
2015-09-30,1235.917
2015-10-30,1314.609
2015-11-30,1315.569
2015-12-31,1286.871
2016-01-29,1191.738
2016-02-29,1198.105
2016-03-31,1300.216
2016-04-29,1327.239
2016-05-31,1330.194
2016-06-30,1310.575
2016-07-29,1381.197
2016-08-31,1381.402
2016-09-30,1398.03
2016-10-31,1356.266
2016-11-30,1384.065
2016-12-30,1406.047
2017-01-31,1449.261
2017-02-28,1483.883
2017-03-31,1498.77
2017-04-28,1527.5
2017-05-31,1548.582
2017-06-30,1564.189
2017-07-31,1603.676
2017-08-31,1606.211
2017-09-29,1649.814
2017-10-31,1677.296
2017-11-30,1713.502
2017-12-29,1745.967
2018-01-31,1821.395
2018-02-28,1745.706
2018-03-30,1737.735
2018-04-30,1751.793
2018-05-31,1772.407
2018-06-29,1755.508
2018-07-31,1783.548
2018-08-31,1804.519
2018-09-28,1785.936
2018-10-31,1615.215
2018-11-30,1631.531
2018-12-31,1504.963
2019-01-31,1647.324
2019-02-28,1700.197
2019-03-29,1701.892
2019-04-30,1752.886
2019-05-31,1648.398
2019-06-28,1748.082
2019-07-31,1751.499
2019-08-30,1695.685
2019-09-30,1732.326
2019-10-31,1780.597
2019-11-29,1827.413
2019-12-31,1886.751
2020-01-31,1846.572
2020-02-28,1680.16
2020-03-31,1352.595
2020-04-30,1525.457
2020-05-29,1625.503
2020-06-30,1673.54
2020-07-31,1755.071
2020-08-31,1840.732
2020-09-30,1803.272
2020-10-30,1791.53
2020-11-30,2053.217
2020-12-31,2182.464
2021-01-29,2195.158
2021-02-26,2288.969
2021-03-31,2337.825
2021-04-30,2440.047
2021-05-31,2474.317
2021-06-30,2485.146
2021-07-30,2482.739
2021-08-31,2544.143
2021-09-30,2455.853
2021-10-29,2545.714
2021-11-30,2444.221
2021-12-31,2536.781
2022-01-31,2357.999
2022-02-28,2347.191
2022-03-31,2374.084
2022-04-29,2196.532
2022-05-31,2192.608
2022-06-30,1975.064
2022-07-29,2128.459
2022-08-31,2069.059
2022-09-30,1855.754
2022-10-31,1979.296
2022-11-30,2124.611
2022-12-30,2061.864
2023-01-31,2235.419
2023-02-28,2180.202
2023-03-31,2150.03
2023-04-28,2156.057
2023-05-31,2097.145
2023-06-30,2221.829
2023-07-31,2328.817
2023-08-31,2244.626
2023-09-29,2142.862
2023-10-31,2024.354
2023-11-30,2220.923
2023-12-29,2392.119
2024-01-31,2342.442
2024-02-29,2426.843
2024-03-29,2511.461
2024-04-30,2410.92
2024-05-31,2488.091
2024-06-28,2459.846
2024-07-31,2580.064
2024-08-30,2623.892
2024-09-30,2690.371
2024-10-31,2611.72
2024-11-29,2741.169
2024-12-31,2599.686
2025-01-31,2684.966
2025-02-28,2630.219
2025-03-31,2555.124
2025-04-30,2587.312
2025-05-30,2735.297
2025-06-30,2857.552
2025-07-31,2886.784
2025-08-29,2990.582
2025-09-30,3037.955
2025-10-31,3048.091
2025-11-28,3073.473
2025-12-31,3101.103
2026-01-30,3249.373
