Date,ACWI SMID CAP SMID (Small+Mid Cap)
2002-04-01,408.613
2002-04-02,407.167
2002-04-03,405.595
2002-04-04,406.431
2002-04-05,407.111
2002-04-08,407.713
2002-04-09,406.874
2002-04-10,410.894
2002-04-11,407.711
2002-04-12,409.493
2002-04-15,409.75
2002-04-16,414.901
2002-04-17,416.538
2002-04-18,416.835
2002-04-19,417.117
2002-04-22,414.962
2002-04-23,414.327
2002-04-24,413.348
2002-04-25,413.37
2002-04-26,410.975
2002-04-29,408.877
2002-04-30,411.491
2002-05-01,413.277
2002-05-02,413.34
2002-05-03,413.601
2002-05-06,410.055
2002-05-07,407.263
2002-05-08,413.246
2002-05-09,410.693
2002-05-10,408.271
2002-05-13,410.259
2002-05-14,413.562
2002-05-15,415.659
2002-05-16,415.455
2002-05-17,418.527
2002-05-20,416.482
2002-05-21,413.819
2002-05-22,414.435
2002-05-23,415.926
2002-05-24,415.088
2002-05-27,414.955
2002-05-28,414.788
2002-05-29,413.089
2002-05-30,412.971
2002-05-31,413.162
2002-06-03,407.613
2002-06-04,405.617
2002-06-05,405.847
2002-06-06,402.212
2002-06-07,401.914
2002-06-10,402.08
2002-06-11,398.488
2002-06-12,397.015
2002-06-13,393.194
2002-06-14,390.553
2002-06-17,396.521
2002-06-18,396.997
2002-06-19,392.494
2002-06-20,389.49
2002-06-21,387.533
2002-06-24,385.946
2002-06-25,382.602
2002-06-26,380.36
2002-06-27,383.78
2002-06-28,388.798
2002-07-01,383.426
2002-07-02,375.063
2002-07-03,372.641
2002-07-04,373.081
2002-07-05,382.393
2002-07-08,380.872
2002-07-09,377.407
2002-07-10,369.269
2002-07-11,365.919
2002-07-12,365.428
2002-07-15,362.115
2002-07-16,359.23
2002-07-17,360.788
2002-07-18,357.687
2002-07-19,349.814
2002-07-22,339.998
2002-07-23,331.245
2002-07-24,336.996
2002-07-25,338.46
2002-07-26,336.803
2002-07-29,348.938
2002-07-30,352.035
2002-07-31,350.834
2002-08-01,344.467
2002-08-02,338.496
2002-08-05,330.061
2002-08-06,333.648
2002-08-07,337.072
2002-08-08,342.714
2002-08-09,345.168
2002-08-12,344.332
2002-08-13,340.286
2002-08-14,347.184
2002-08-15,351.0
2002-08-16,352.618
2002-08-19,356.092
2002-08-20,353.67
2002-08-21,358.218
2002-08-22,361.925
2002-08-23,357.201
2002-08-26,359.916
2002-08-27,357.625
2002-08-28,351.71
2002-08-29,351.36
2002-08-30,350.951
2002-09-02,350.163
2002-09-03,342.07
2002-09-04,344.158
2002-09-05,340.281
2002-09-06,344.491
2002-09-09,345.125
2002-09-10,346.803
2002-09-11,347.746
2002-09-12,342.591
2002-09-13,341.896
2002-09-16,339.401
2002-09-17,336.087
2002-09-18,333.384
2002-09-19,327.842
2002-09-20,327.376
2002-09-23,321.544
2002-09-24,316.572
2002-09-25,321.434
2002-09-26,326.638
2002-09-27,323.201
2002-09-30,320.093
2002-10-01,323.128
2002-10-02,318.654
2002-10-03,315.386
2002-10-04,309.79
2002-10-07,302.587
2002-10-08,303.551
2002-10-09,296.924
2002-10-10,302.738
2002-10-11,311.689
2002-10-14,312.62
2002-10-15,324.062
2002-10-16,318.937
2002-10-17,326.293
2002-10-18,327.059
2002-10-21,331.652
2002-10-22,327.323
2002-10-23,329.179
2002-10-24,327.664
2002-10-25,330.768
2002-10-28,330.556
2002-10-29,327.001
2002-10-30,330.303
2002-10-31,331.645
2002-11-01,335.645
2002-11-04,339.635
2002-11-05,340.669
2002-11-06,343.532
2002-11-07,339.115
2002-11-08,335.915
2002-11-11,329.791
2002-11-12,332.548
2002-11-13,331.497
2002-11-14,336.224
2002-11-15,338.587
2002-11-18,337.41
2002-11-19,334.981
2002-11-20,338.591
2002-11-21,345.921
2002-11-22,347.303
2002-11-25,348.405
2002-11-26,343.284
2002-11-27,349.754
2002-11-28,351.897
2002-11-29,352.109
2002-12-02,352.141
2002-12-03,347.794
2002-12-04,345.157
2002-12-05,343.017
2002-12-06,343.791
2002-12-09,338.012
2002-12-10,340.984
2002-12-11,341.909
2002-12-12,342.13
2002-12-13,339.067
2002-12-16,342.992
2002-12-17,341.891
2002-12-18,337.386
2002-12-19,336.581
2002-12-20,339.523
2002-12-23,340.183
2002-12-24,339.694
2002-12-25,339.643
2002-12-26,340.767
2002-12-27,337.696
2002-12-30,338.732
2002-12-31,340.317
2003-01-01,340.307
2003-01-02,346.582
2003-01-03,347.193
2003-01-06,352.609
2003-01-07,349.581
2003-01-08,345.27
2003-01-09,349.763
2003-01-10,351.005
2003-01-13,351.195
2003-01-14,352.722
2003-01-15,350.647
2003-01-16,350.408
2003-01-17,347.096
2003-01-20,346.48
2003-01-21,342.998
2003-01-22,340.473
2003-01-23,343.405
2003-01-24,338.943
2003-01-27,332.367
2003-01-28,334.255
2003-01-29,334.384
2003-01-30,331.726
2003-01-31,333.593
2003-02-03,335.093
2003-02-04,333.142
2003-02-05,332.729
2003-02-06,330.268
2003-02-07,327.37
2003-02-10,327.679
2003-02-11,326.99
2003-02-12,324.006
2003-02-13,323.183
2003-02-14,325.686
2003-02-17,327.101
2003-02-18,331.149
2003-02-19,329.324
2003-02-20,328.799
2003-02-21,330.939
2003-02-24,327.501
2003-02-25,325.621
2003-02-26,323.797
2003-02-27,325.476
2003-02-28,327.556
2003-03-03,327.751
2003-03-04,324.433
2003-03-05,324.543
2003-03-06,322.916
2003-03-07,322.191
2003-03-10,316.619
2003-03-11,314.04
2003-03-12,312.286
2003-03-13,319.113
2003-03-14,320.41
2003-03-17,326.457
2003-03-18,328.996
2003-03-19,329.494
2003-03-20,331.666
2003-03-21,336.29
2003-03-24,329.854
2003-03-25,332.498
2003-03-26,332.297
2003-03-27,332.158
2003-03-28,331.64
2003-03-31,328.077
2003-04-01,329.902
2003-04-02,335.527
2003-04-03,334.742
2003-04-04,334.858
2003-04-07,338.108
2003-04-08,336.214
2003-04-09,334.388
2003-04-10,336.061
2003-04-11,335.603
2003-04-14,339.267
2003-04-15,342.231
2003-04-16,341.2
2003-04-17,345.25
2003-04-18,345.466
2003-04-21,345.599
2003-04-22,350.065
2003-04-23,352.723
2003-04-24,351.267
2003-04-25,347.535
2003-04-28,351.706
2003-04-29,353.546
2003-04-30,356.416
2003-05-01,357.473
2003-05-02,361.506
2003-05-05,363.844
2003-05-06,367.932
2003-05-07,367.415
2003-05-08,364.744
2003-05-09,368.545
2003-05-12,372.427
2003-05-13,372.66
2003-05-14,373.283
2003-05-15,375.103
2003-05-16,376.277
2003-05-19,369.832
2003-05-20,369.641
2003-05-21,370.325
2003-05-22,373.729
2003-05-23,376.497
2003-05-26,377.266
2003-05-27,381.346
2003-05-28,382.198
2003-05-29,383.524
2003-05-30,388.065
2003-06-02,390.769
2003-06-03,389.688
2003-06-04,394.603
2003-06-05,399.488
2003-06-06,399.699
2003-06-09,395.512
2003-06-10,397.249
2003-06-11,402.541
2003-06-12,403.642
2003-06-13,400.813
2003-06-16,406.324
2003-06-17,407.432
2003-06-18,405.811
2003-06-19,401.567
2003-06-20,401.322
2003-06-23,395.843
2003-06-24,394.176
2003-06-25,396.219
2003-06-26,396.912
2003-06-27,396.882
2003-06-30,396.356
2003-07-01,398.408
2003-07-02,404.022
2003-07-03,403.861
2003-07-04,403.606
2003-07-07,409.103
2003-07-08,411.298
2003-07-09,411.418
2003-07-10,407.292
2003-07-11,408.532
2003-07-14,412.648
2003-07-15,410.599
2003-07-16,407.859
2003-07-17,401.738
2003-07-18,404.366
2003-07-21,402.298
2003-07-22,404.563
2003-07-23,406.946
2003-07-24,408.019
2003-07-25,410.968
2003-07-28,412.931
2003-07-29,412.074
2003-07-30,410.22
2003-07-31,410.527
2003-08-01,409.134
2003-08-04,408.09
2003-08-05,404.429
2003-08-06,402.386
2003-08-07,403.982
2003-08-08,404.547
2003-08-11,406.944
2003-08-12,410.534
2003-08-13,412.01
2003-08-14,414.458
2003-08-15,415.091
2003-08-18,418.893
2003-08-19,421.391
2003-08-20,423.404
2003-08-21,426.229
2003-08-22,422.951
2003-08-25,421.924
2003-08-26,421.44
2003-08-27,423.036
2003-08-28,425.893
2003-08-29,429.324
2003-09-01,431.58
2003-09-02,434.584
2003-09-03,437.295
2003-09-04,437.713
2003-09-05,436.996
2003-09-08,440.905
2003-09-09,439.474
2003-09-10,433.26
2003-09-11,434.448
2003-09-12,436.878
2003-09-15,436.563
2003-09-16,440.733
2003-09-17,441.624
2003-09-18,445.838
2003-09-19,447.465
2003-09-22,443.972
2003-09-23,446.095
2003-09-24,441.862
2003-09-25,437.136
2003-09-26,432.865
2003-09-29,435.849
2003-09-30,434.137
2003-10-01,441.388
2003-10-02,445.112
2003-10-03,450.568
2003-10-06,452.962
2003-10-07,455.525
2003-10-08,454.709
2003-10-09,457.595
2003-10-10,459.535
2003-10-13,462.421
2003-10-14,463.956
2003-10-15,463.531
2003-10-16,466.173
2003-10-17,462.121
2003-10-20,463.273
2003-10-21,464.747
2003-10-22,460.022
2003-10-23,455.527
2003-10-24,455.665
2003-10-27,459.314
2003-10-28,464.206
2003-10-29,467.731
2003-10-30,468.777
2003-10-31,467.713
2003-11-03,470.297
2003-11-04,471.998
2003-11-05,471.628
2003-11-06,471.614
2003-11-07,473.567
2003-11-10,470.635
2003-11-11,466.842
2003-11-12,472.279
2003-11-13,474.883
2003-11-14,472.133
2003-11-17,465.003
2003-11-18,463.892
2003-11-19,463.423
2003-11-20,462.155
2003-11-21,463.665
2003-11-24,468.539
2003-11-25,471.831
2003-11-26,475.98
2003-11-27,476.27
2003-11-28,477.478
2003-12-01,483.56
2003-12-02,484.785
2003-12-03,483.648
2003-12-04,482.976
2003-12-05,481.115
2003-12-08,482.47
2003-12-09,479.773
2003-12-10,475.973
2003-12-11,480.068
2003-12-12,483.357
2003-12-15,481.74
2003-12-16,480.962
2003-12-17,481.296
2003-12-18,485.707
2003-12-19,485.569
2003-12-22,487.551
2003-12-23,489.899
2003-12-24,490.531
2003-12-25,490.639
2003-12-26,491.789
2003-12-29,496.787
2003-12-30,499.415
2003-12-31,499.272
2004-01-01,499.292
2004-01-02,500.732
2004-01-05,507.405
2004-01-06,508.748
2004-01-07,509.035
2004-01-08,512.525
2004-01-09,513.585
2004-01-12,514.939
2004-01-13,513.908
2004-01-14,516.259
2004-01-15,515.185
2004-01-16,517.162
2004-01-19,517.728
2004-01-20,522.135
2004-01-21,523.839
2004-01-22,523.471
2004-01-23,523.617
2004-01-26,524.159
2004-01-27,523.169
2004-01-28,518.409
2004-01-29,512.932
2004-01-30,514.728
2004-02-02,516.003
2004-02-03,516.672
2004-02-04,510.534
2004-02-05,512.79
2004-02-06,520.938
2004-02-09,523.091
2004-02-10,525.495
2004-02-11,528.719
2004-02-12,530.645
2004-02-13,528.938
2004-02-16,529.68
2004-02-17,534.855
2004-02-18,534.086
2004-02-19,530.223
2004-02-20,525.554
2004-02-23,523.306
2004-02-24,522.835
2004-02-25,524.103
2004-02-26,525.005
2004-02-27,528.205
2004-03-01,535.763
2004-03-02,533.503
2004-03-03,530.915
2004-03-04,534.043
2004-03-05,538.51
2004-03-08,535.049
2004-03-09,532.138
2004-03-10,523.252
2004-03-11,516.273
2004-03-12,520.3
2004-03-15,514.209
2004-03-16,517.595
2004-03-17,524.122
2004-03-18,525.613
2004-03-19,523.557
2004-03-22,516.331
2004-03-23,516.154
2004-03-24,514.851
2004-03-25,521.924
2004-03-26,522.861
2004-03-29,529.519
2004-03-30,532.184
2004-03-31,536.258
2004-04-01,541.435
2004-04-02,543.668
2004-04-05,544.432
2004-04-06,542.736
2004-04-07,544.146
2004-04-08,542.938
2004-04-09,541.995
2004-04-12,543.593
2004-04-13,536.889
2004-04-14,531.563
2004-04-15,529.559
2004-04-16,533.612
2004-04-19,533.94
2004-04-20,530.029
2004-04-21,529.513
2004-04-22,534.761
2004-04-23,535.084
2004-04-26,535.149
2004-04-27,534.819
2004-04-28,527.152
2004-04-29,521.241
2004-04-30,516.78
2004-05-03,519.317
2004-05-04,523.24
2004-05-05,525.419
2004-05-06,518.335
2004-05-07,507.793
2004-05-10,492.436
2004-05-11,497.328
2004-05-12,499.728
2004-05-13,497.933
2004-05-14,495.907
2004-05-17,488.874
2004-05-18,493.692
2004-05-19,500.202
2004-05-20,497.845
2004-05-21,503.21
2004-05-24,506.156
2004-05-25,512.277
2004-05-26,515.941
2004-05-27,520.499
2004-05-28,522.598
2004-05-31,522.569
2004-06-01,523.126
2004-06-02,524.175
2004-06-03,518.238
2004-06-04,521.699
2004-06-07,531.003
2004-06-08,530.995
2004-06-09,525.782
2004-06-10,527.038
2004-06-11,525.135
2004-06-14,519.527
2004-06-15,523.613
2004-06-16,525.681
2004-06-17,526.617
2004-06-18,527.854
2004-06-21,528.12
2004-06-22,528.777
2004-06-23,532.674
2004-06-24,535.432
2004-06-25,537.032
2004-06-28,537.891
2004-06-29,537.558
2004-06-30,540.762
2004-07-01,537.792
2004-07-02,537.285
2004-07-05,535.327
2004-07-06,530.536
2004-07-07,532.409
2004-07-08,528.04
2004-07-09,530.242
2004-07-12,530.65
2004-07-13,529.488
2004-07-14,527.784
2004-07-15,526.992
2004-07-16,527.95
2004-07-19,527.602
2004-07-20,528.671
2004-07-21,522.111
2004-07-22,519.666
2004-07-23,514.233
2004-07-26,510.154
2004-07-27,511.758
2004-07-28,511.767
2004-07-29,515.199
2004-07-30,517.408
2004-08-02,517.959
2004-08-03,515.307
2004-08-04,512.131
2004-08-05,507.896
2004-08-06,503.439
2004-08-09,501.605
2004-08-10,507.292
2004-08-11,504.11
2004-08-12,500.236
2004-08-13,500.637
2004-08-16,505.362
2004-08-17,507.068
2004-08-18,511.523
2004-08-19,512.932
2004-08-20,516.127
2004-08-23,515.072
2004-08-24,514.256
2004-08-25,517.177
2004-08-26,518.464
2004-08-27,520.262
2004-08-30,517.264
2004-08-31,519.54
2004-09-01,523.126
2004-09-02,526.808
2004-09-03,523.776
2004-09-06,525.776
2004-09-07,528.909
2004-09-08,527.8
2004-09-09,528.559
2004-09-10,532.328
2004-09-13,534.771
2004-09-14,535.545
2004-09-15,530.687
2004-09-16,533.943
2004-09-17,534.631
2004-09-20,533.465
2004-09-21,537.628
2004-09-22,532.957
2004-09-23,532.565
2004-09-24,532.656
2004-09-27,529.322
2004-09-28,531.969
2004-09-29,534.595
2004-09-30,538.767
2004-10-01,545.706
2004-10-04,548.327
2004-10-05,548.337
2004-10-06,550.76
2004-10-07,547.397
2004-10-08,547.181
2004-10-11,547.335
2004-10-12,543.433
2004-10-13,539.788
2004-10-14,537.873
2004-10-15,540.456
2004-10-18,541.216
2004-10-19,541.064
2004-10-20,541.401
2004-10-21,545.389
2004-10-22,543.556
2004-10-25,543.807
2004-10-26,547.295
2004-10-27,552.927
2004-10-28,553.792
2004-10-29,554.34
2004-11-01,555.791
2004-11-02,557.295
2004-11-03,563.7
2004-11-04,569.213
2004-11-05,572.561
2004-11-08,571.602
2004-11-09,572.367
2004-11-10,573.636
2004-11-11,577.076
2004-11-12,583.25
2004-11-15,584.695
2004-11-16,582.522
2004-11-17,587.212
2004-11-18,586.586
2004-11-19,584.645
2004-11-22,585.496
2004-11-23,587.905
2004-11-24,592.754
2004-11-25,595.262
2004-11-26,595.843
2004-11-29,596.84
2004-11-30,595.604
2004-12-01,600.513
2004-12-02,600.326
2004-12-03,602.833
2004-12-06,602.366
2004-12-07,596.96
2004-12-08,593.805
2004-12-09,592.812
2004-12-10,592.959
2004-12-13,598.158
2004-12-14,600.931
2004-12-15,606.753
2004-12-16,603.892
2004-12-17,604.019
2004-12-20,606.246
2004-12-21,609.146
2004-12-22,611.232
2004-12-23,613.193
2004-12-24,614.884
2004-12-27,614.431
2004-12-28,618.368
2004-12-29,618.425
2004-12-30,621.474
2004-12-31,622.029
2005-01-03,615.77
2005-01-04,607.559
2005-01-05,601.68
2005-01-06,601.414
2005-01-07,599.984
2005-01-10,602.761
2005-01-11,601.927
2005-01-12,605.184
2005-01-13,604.224
2005-01-14,606.617
2005-01-17,608.379
2005-01-18,610.447
2005-01-19,608.929
2005-01-20,604.089
2005-01-21,603.558
2005-01-24,602.109
2005-01-25,601.423
2005-01-26,608.015
2005-01-27,608.77
2005-01-28,606.782
2005-01-31,613.565
2005-02-01,615.939
2005-02-02,619.849
2005-02-03,618.35
2005-02-04,624.483
2005-02-07,623.361
2005-02-08,622.427
2005-02-09,618.465
2005-02-10,621.043
2005-02-11,625.665
2005-02-14,628.771
2005-02-15,630.28
2005-02-16,629.801
2005-02-17,628.963
2005-02-18,629.384
2005-02-21,629.186
2005-02-22,624.997
2005-02-23,624.379
2005-02-24,628.677
2005-02-25,635.563
2005-02-28,636.703
2005-03-01,638.74
2005-03-02,637.337
2005-03-03,638.138
2005-03-04,645.412
2005-03-07,646.028
2005-03-08,645.49
2005-03-09,641.85
2005-03-10,639.694
2005-03-11,641.075
2005-03-14,640.772
2005-03-15,638.603
2005-03-16,636.275
2005-03-17,635.793
2005-03-18,634.332
2005-03-21,631.546
2005-03-22,629.676
2005-03-23,621.678
2005-03-24,622.204
2005-03-25,622.497
2005-03-28,620.776
2005-03-29,614.779
2005-03-30,619.167
2005-03-31,623.883
2005-04-01,624.364
2005-04-04,620.895
2005-04-05,623.173
2005-04-06,625.225
2005-04-07,628.363
2005-04-08,625.179
2005-04-11,625.647
2005-04-12,625.427
2005-04-13,622.246
2005-04-14,613.062
2005-04-15,604.194
2005-04-18,600.523
2005-04-19,608.764
2005-04-20,604.965
2005-04-21,610.218
2005-04-22,610.484
2005-04-25,613.542
2005-04-26,608.652
2005-04-27,605.505
2005-04-28,598.925
2005-04-29,602.42
2005-05-02,604.502
2005-05-03,604.423
2005-05-04,611.164
2005-05-05,612.335
2005-05-06,613.307
2005-05-09,615.21
2005-05-10,611.594
2005-05-11,611.279
2005-05-12,605.25
2005-05-13,601.292
2005-05-16,602.929
2005-05-17,604.479
2005-05-18,611.209
2005-05-19,614.95
2005-05-20,613.569
2005-05-23,617.561
2005-05-24,617.771
2005-05-25,614.593
2005-05-26,617.931
2005-05-27,620.473
2005-05-30,621.413
2005-05-31,620.77
2005-06-01,624.076
2005-06-02,625.894
2005-06-03,625.641
2005-06-06,627.151
2005-06-07,628.464
2005-06-08,628.965
2005-06-09,628.215
2005-06-10,628.73
2005-06-13,629.187
2005-06-14,631.456
2005-06-15,634.204
2005-06-16,638.438
2005-06-17,642.712
2005-06-20,640.482
2005-06-21,640.236
2005-06-22,641.457
2005-06-23,637.954
2005-06-24,634.035
2005-06-27,632.653
2005-06-28,637.663
2005-06-29,638.393
2005-06-30,637.239
2005-07-01,637.753
2005-07-04,637.346
2005-07-05,640.181
2005-07-06,639.898
2005-07-07,638.153
2005-07-08,644.404
2005-07-11,652.073
2005-07-12,655.453
2005-07-13,653.132
2005-07-14,652.874
2005-07-15,652.044
2005-07-18,651.609
2005-07-19,654.507
2005-07-20,657.8
2005-07-21,658.564
2005-07-22,662.151
2005-07-25,659.613
2005-07-26,659.582
2005-07-27,662.022
2005-07-28,667.487
2005-07-29,667.615
2005-08-01,670.483
2005-08-02,674.851
2005-08-03,676.145
2005-08-04,672.183
2005-08-05,665.052
2005-08-08,664.547
2005-08-09,666.798
2005-08-10,671.579
2005-08-11,676.069
2005-08-12,674.415
2005-08-15,674.703
2005-08-16,669.994
2005-08-17,668.458
2005-08-18,663.767
2005-08-19,664.64
2005-08-22,669.95
2005-08-23,668.346
2005-08-24,667.111
2005-08-25,668.052
2005-08-26,665.837
2005-08-29,665.369
2005-08-30,663.802
2005-08-31,672.644
2005-09-01,679.888
2005-09-02,680.002
2005-09-05,681.037
2005-09-06,685.096
2005-09-07,687.0
2005-09-08,684.322
2005-09-09,690.259
2005-09-12,690.0
2005-09-13,685.645
2005-09-14,685.848
2005-09-15,684.929
2005-09-16,687.351
2005-09-19,685.104
2005-09-20,683.845
2005-09-21,679.486
2005-09-22,677.189
2005-09-23,677.221
2005-09-26,681.556
2005-09-27,679.822
2005-09-28,682.189
2005-09-29,688.193
2005-09-30,691.547
2005-10-03,691.339
2005-10-04,688.7
2005-10-05,677.66
2005-10-06,670.876
2005-10-07,672.215
2005-10-10,668.523
2005-10-11,667.594
2005-10-12,662.333
2005-10-13,655.747
2005-10-14,661.69
2005-10-17,662.151
2005-10-18,654.252
2005-10-19,654.524
2005-10-20,651.167
2005-10-21,653.182
2005-10-24,661.456
2005-10-25,663.743
2005-10-26,662.353
2005-10-27,655.81
2005-10-28,659.826
2005-10-31,668.778
2005-11-01,670.271
2005-11-02,678.45
2005-11-03,681.322
2005-11-04,678.066
2005-11-07,679.204
2005-11-08,676.731
