Date,ACWI LARGE GROWTH Large Cap
2001-08-06,693.569
2001-08-07,693.559
2001-08-08,682.068
2001-08-09,676.915
2001-08-10,677.69
2001-08-13,678.53
2001-08-14,680.572
2001-08-15,677.995
2001-08-16,674.432
2001-08-17,662.402
2001-08-20,662.083
2001-08-21,658.83
2001-08-22,662.476
2001-08-23,657.565
2001-08-24,671.544
2001-08-27,671.484
2001-08-28,660.169
2001-08-29,653.858
2001-08-30,639.348
2001-08-31,641.24
2001-09-03,636.377
2001-09-04,635.829
2001-09-05,628.899
2001-09-06,613.943
2001-09-07,604.326
2001-09-10,603.076
2001-09-11,593.484
2001-09-12,591.847
2001-09-13,594.781
2001-09-14,590.501
2001-09-17,572.803
2001-09-18,570.702
2001-09-19,566.913
2001-09-20,550.875
2001-09-21,537.657
2001-09-24,560.323
2001-09-25,567.3
2001-09-26,564.988
2001-09-27,568.715
2001-09-28,580.877
2001-10-01,578.589
2001-10-02,584.418
2001-10-03,593.716
2001-10-04,600.04
2001-10-05,603.524
2001-10-08,601.245
2001-10-09,596.229
2001-10-10,607.026
2001-10-11,620.637
2001-10-12,621.333
2001-10-15,616.564
2001-10-16,621.377
2001-10-17,617.569
2001-10-18,610.648
2001-10-19,609.579
2001-10-22,617.931
2001-10-23,621.712
2001-10-24,625.415
2001-10-25,627.969
2001-10-26,631.252
2001-10-29,617.98
2001-10-30,606.228
2001-10-31,607.293
2001-11-01,619.457
2001-11-02,620.968
2001-11-05,631.071
2001-11-06,639.813
2001-11-07,638.316
2001-11-08,643.235
2001-11-09,640.984
2001-11-12,636.719
2001-11-13,648.395
2001-11-14,652.286
2001-11-15,656.975
2001-11-16,658.16
2001-11-19,664.921
2001-11-20,655.77
2001-11-21,651.823
2001-11-22,654.826
2001-11-23,657.458
2001-11-26,665.582
2001-11-27,661.089
2001-11-28,649.967
2001-11-29,652.5
2001-11-30,655.978
2001-12-03,648.756
2001-12-04,658.434
2001-12-05,677.058
2001-12-06,678.483
2001-12-07,671.614
2001-12-10,657.826
2001-12-11,657.583
2001-12-12,660.138
2001-12-13,646.611
2001-12-14,646.408
2001-12-17,654.883
2001-12-18,656.784
2001-12-19,655.421
2001-12-20,649.691
2001-12-21,651.43
2001-12-24,648.989
2001-12-25,648.708
2001-12-26,649.576
2001-12-27,657.594
2001-12-28,660.76
2001-12-31,657.768
2002-01-01,657.759
2002-01-02,661.022
2002-01-03,669.212
2002-01-04,672.675
2002-01-07,667.779
2002-01-08,662.959
2002-01-09,660.359
2002-01-10,657.291
2002-01-11,653.6
2002-01-14,647.673
2002-01-15,648.686
2002-01-16,638.367
2002-01-17,644.188
2002-01-18,639.353
2002-01-21,637.503
2002-01-22,631.878
2002-01-23,634.412
2002-01-24,637.635
2002-01-25,634.351
2002-01-28,635.607
2002-01-29,621.686
2002-01-30,621.598
2002-01-31,629.287
2002-02-01,625.074
2002-02-04,614.295
2002-02-05,609.321
2002-02-06,605.736
2002-02-07,606.588
2002-02-08,612.313
2002-02-11,621.278
2002-02-12,620.299
2002-02-13,625.151
2002-02-14,626.383
2002-02-15,619.134
2002-02-18,617.386
2002-02-19,605.675
2002-02-20,607.862
2002-02-21,603.628
2002-02-22,604.35
2002-02-25,611.968
2002-02-26,611.69
2002-02-27,615.61
2002-02-28,614.22
2002-03-01,626.443
2002-03-04,642.613
2002-03-05,640.907
2002-03-06,647.762
2002-03-07,652.478
2002-03-08,657.539
2002-03-11,657.191
2002-03-12,649.229
2002-03-13,643.025
2002-03-14,645.619
2002-03-15,651.744
2002-03-18,651.198
2002-03-19,653.611
2002-03-20,644.228
2002-03-21,644.004
2002-03-22,641.6
2002-03-25,632.838
2002-03-26,634.348
2002-03-27,635.597
2002-03-28,639.829
2002-03-29,638.755
2002-04-01,640.078
2002-04-02,635.123
2002-04-03,632.261
2002-04-04,631.932
2002-04-05,628.973
2002-04-08,625.462
2002-04-09,621.268
2002-04-10,626.91
2002-04-11,613.716
2002-04-12,615.864
2002-04-15,615.932
2002-04-16,629.211
2002-04-17,631.573
2002-04-18,630.439
2002-04-19,628.688
2002-04-22,621.824
2002-04-23,618.091
2002-04-24,615.356
2002-04-25,614.715
2002-04-26,606.318
2002-04-29,602.591
2002-04-30,605.52
2002-05-01,609.441
2002-05-02,603.885
2002-05-03,598.626
2002-05-06,591.539
2002-05-07,586.679
2002-05-08,607.468
2002-05-09,600.884
2002-05-10,591.831
2002-05-13,598.661
2002-05-14,608.253
2002-05-15,611.683
2002-05-16,615.076
2002-05-17,622.853
2002-05-20,617.328
2002-05-21,610.536
2002-05-22,611.838
2002-05-23,613.342
2002-05-24,609.048
2002-05-27,607.696
2002-05-28,604.901
2002-05-29,601.236
2002-05-30,599.225
2002-05-31,598.321
2002-06-03,589.971
2002-06-04,587.624
2002-06-05,589.408
2002-06-06,583.014
2002-06-07,576.818
2002-06-10,578.586
2002-06-11,573.301
2002-06-12,572.037
2002-06-13,565.836
2002-06-14,561.13
2002-06-17,574.753
2002-06-18,574.508
2002-06-19,565.443
2002-06-20,558.805
2002-06-21,550.87
2002-06-24,551.677
2002-06-25,547.902
2002-06-26,547.228
2002-06-27,555.863
2002-06-28,560.755
2002-07-01,552.532
2002-07-02,539.979
2002-07-03,539.79
2002-07-04,543.181
2002-07-05,562.258
2002-07-08,559.159
2002-07-09,551.403
2002-07-10,533.513
2002-07-11,531.19
2002-07-12,532.075
2002-07-15,525.51
2002-07-16,519.786
2002-07-17,526.899
2002-07-18,521.442
2002-07-19,502.153
2002-07-22,485.148
2002-07-23,473.375
2002-07-24,486.803
2002-07-25,488.393
2002-07-26,490.458
2002-07-29,512.972
2002-07-30,516.082
2002-07-31,516.514
2002-08-01,501.713
2002-08-02,496.052
2002-08-05,480.627
2002-08-06,490.636
2002-08-07,498.969
2002-08-08,513.954
2002-08-09,517.659
2002-08-12,512.679
2002-08-13,507.749
2002-08-14,519.314
2002-08-15,527.086
2002-08-16,529.311
2002-08-19,538.251
2002-08-20,531.422
2002-08-21,537.926
2002-08-22,544.452
2002-08-23,534.811
2002-08-26,535.702
2002-08-27,531.923
2002-08-28,520.064
2002-08-29,517.602
2002-08-30,517.171
2002-09-02,514.54
2002-09-03,496.503
2002-09-04,502.06
2002-09-05,496.944
2002-09-06,504.992
2002-09-09,507.122
2002-09-10,512.7
2002-09-11,515.627
2002-09-12,503.238
2002-09-13,500.842
2002-09-16,499.481
2002-09-17,493.751
2002-09-18,488.454
2002-09-19,478.4
2002-09-20,477.419
2002-09-23,467.783
2002-09-24,462.166
2002-09-25,471.314
2002-09-26,481.444
2002-09-27,472.619
2002-09-30,463.281
2002-10-01,475.209
2002-10-02,473.551
2002-10-03,469.394
2002-10-04,461.02
2002-10-07,452.333
2002-10-08,456.112
2002-10-09,448.619
2002-10-10,458.941
2002-10-11,476.592
2002-10-14,478.402
2002-10-15,501.113
2002-10-16,489.965
2002-10-17,499.919
2002-10-18,502.441
2002-10-21,505.955
2002-10-22,501.06
2002-10-23,499.759
2002-10-24,497.281
2002-10-25,504.54
2002-10-28,503.899
2002-10-29,496.612
2002-10-30,501.744
2002-10-31,503.044
2002-11-01,506.28
2002-11-04,514.625
2002-11-05,519.175
2002-11-06,520.325
2002-11-07,513.143
2002-11-08,508.051
2002-11-11,499.097
2002-11-12,504.648
2002-11-13,504.204
2002-11-14,514.474
2002-11-15,517.723
2002-11-18,514.121
2002-11-19,511.282
2002-11-20,516.763
2002-11-21,528.055
2002-11-22,526.872
2002-11-25,526.034
2002-11-26,516.581
2002-11-27,527.812
2002-11-28,530.267
2002-11-29,527.974
2002-12-02,527.437
2002-12-03,520.336
2002-12-04,518.679
2002-12-05,512.109
2002-12-06,514.198
2002-12-09,504.354
2002-12-10,508.946
2002-12-11,509.808
2002-12-12,507.879
2002-12-13,501.931
2002-12-16,510.438
2002-12-17,507.478
2002-12-18,499.258
2002-12-19,496.781
2002-12-20,500.994
2002-12-23,502.785
2002-12-24,502.437
2002-12-25,502.289
2002-12-26,501.02
2002-12-27,493.2
2002-12-30,496.128
2002-12-31,497.57
2003-01-01,497.58
2003-01-02,509.199
2003-01-03,511.933
2003-01-06,519.606
2003-01-07,516.315
2003-01-08,509.285
2003-01-09,517.593
2003-01-10,518.824
2003-01-13,519.198
2003-01-14,523.444
2003-01-15,516.807
2003-01-16,514.354
2003-01-17,506.508
2003-01-20,503.945
2003-01-21,500.113
2003-01-22,495.297
2003-01-23,500.187
2003-01-24,489.585
2003-01-27,479.11
2003-01-28,482.01
2003-01-29,484.874
2003-01-30,479.443
2003-01-31,481.487
2003-02-03,484.87
2003-02-04,478.492
2003-02-05,479.142
2003-02-06,474.057
2003-02-07,469.187
2003-02-10,469.68
2003-02-11,470.778
2003-02-12,466.575
2003-02-13,465.912
2003-02-14,474.19
2003-02-17,476.944
2003-02-18,483.896
2003-02-19,479.529
2003-02-20,477.641
2003-02-21,481.828
2003-02-24,475.917
2003-02-25,472.479
2003-02-26,469.064
2003-02-27,471.681
2003-02-28,475.552
2003-03-03,474.916
2003-03-04,468.221
2003-03-05,470.082
2003-03-06,466.697
2003-03-07,466.383
2003-03-10,456.599
2003-03-11,453.71
2003-03-12,452.958
2003-03-13,466.925
2003-03-14,471.815
2003-03-17,485.289
2003-03-18,487.458
2003-03-19,491.569
2003-03-20,493.073
2003-03-21,502.645
2003-03-24,488.619
2003-03-25,493.077
2003-03-26,491.837
2003-03-27,489.722
2003-03-28,487.168
2003-03-31,477.88
2003-04-01,482.259
2003-04-02,494.282
2003-04-03,493.736
2003-04-04,495.578
2003-04-07,500.247
2003-04-08,497.983
2003-04-09,493.439
2003-04-10,493.189
2003-04-11,491.19
2003-04-14,498.39
2003-04-15,503.167
2003-04-16,500.19
2003-04-17,507.033
2003-04-18,507.359
2003-04-21,505.849
2003-04-22,512.935
2003-04-23,515.371
2003-04-24,511.786
2003-04-25,505.061
2003-04-28,512.647
2003-04-29,513.966
2003-04-30,516.125
2003-05-01,517.862
2003-05-02,522.36
2003-05-05,524.263
2003-05-06,530.994
2003-05-07,527.982
2003-05-08,522.212
2003-05-09,529.46
2003-05-12,535.115
2003-05-13,533.888
2003-05-14,532.641
2003-05-15,535.763
2003-05-16,535.601
2003-05-19,523.814
2003-05-20,523.395
2003-05-21,522.165
2003-05-22,526.938
2003-05-23,527.127
2003-05-26,527.663
2003-05-27,534.095
2003-05-28,536.724
2003-05-29,538.648
2003-05-30,540.483
2003-06-02,544.787
2003-06-03,546.022
2003-06-04,551.802
2003-06-05,554.343
2003-06-06,554.517
2003-06-09,551.314
2003-06-10,553.526
2003-06-11,560.47
2003-06-12,561.417
2003-06-13,557.578
2003-06-16,568.399
2003-06-17,572.599
2003-06-18,572.786
2003-06-19,565.929
2003-06-20,565.563
2003-06-23,556.313
2003-06-24,554.28
2003-06-25,552.79
2003-06-26,554.615
2003-06-27,552.056
2003-06-30,549.858
2003-07-01,552.498
2003-07-02,561.045
2003-07-03,560.541
2003-07-04,559.169
2003-07-07,569.19
2003-07-08,570.066
2003-07-09,567.339
2003-07-10,561.935
2003-07-11,564.804
2003-07-14,570.327
2003-07-15,567.892
2003-07-16,565.483
2003-07-17,556.425
2003-07-18,558.984
2003-07-21,554.481
2003-07-22,557.938
2003-07-23,561.744
2003-07-24,562.314
2003-07-25,567.915
2003-07-28,568.741
2003-07-29,566.068
2003-07-30,563.314
2003-07-31,563.436
2003-08-01,558.744
2003-08-04,558.757
2003-08-05,553.101
2003-08-06,550.43
2003-08-07,554.21
2003-08-08,555.488
2003-08-11,558.584
2003-08-12,562.576
2003-08-13,561.728
2003-08-14,565.449
2003-08-15,565.81
2003-08-18,569.75
2003-08-19,570.786
2003-08-20,570.63
2003-08-21,571.067
2003-08-22,568.483
2003-08-25,568.063
2003-08-26,568.195
2003-08-27,569.68
2003-08-28,572.142
2003-08-29,574.632
2003-09-01,578.263
2003-09-02,581.527
2003-09-03,585.248
2003-09-04,587.099
2003-09-05,586.635
2003-09-08,592.641
2003-09-09,590.758
2003-09-10,585.022
2003-09-11,586.304
2003-09-12,587.944
2003-09-15,586.711
2003-09-16,594.144
2003-09-17,594.951
2003-09-18,600.975
2003-09-19,599.252
2003-09-22,591.979
2003-09-23,595.139
2003-09-24,587.3
2003-09-25,583.59
2003-09-26,579.721
2003-09-29,583.415
2003-09-30,577.823
2003-10-01,589.6
2003-10-02,592.436
2003-10-03,599.845
2003-10-06,600.63
2003-10-07,604.078
2003-10-08,601.292
2003-10-09,605.726
2003-10-10,607.508
2003-10-13,610.849
2003-10-14,612.501
2003-10-15,611.468
2003-10-16,614.378
2003-10-17,609.154
2003-10-20,612.128
2003-10-21,614.666
2003-10-22,606.94
2003-10-23,602.115
2003-10-24,600.528
2003-10-27,603.11
2003-10-28,611.088
2003-10-29,611.952
2003-10-30,611.883
2003-10-31,610.355
2003-11-03,613.519
2003-11-04,612.702
2003-11-05,610.804
2003-11-06,611.515
2003-11-07,612.545
2003-11-10,609.042
2003-11-11,606.758
2003-11-12,614.446
2003-11-13,617.794
2003-11-14,616.5
2003-11-17,609.179
2003-11-18,608.138
2003-11-19,608.598
2003-11-20,605.876
2003-11-21,606.903
2003-11-24,613.934
2003-11-25,613.99
2003-11-26,617.761
2003-11-27,618.028
2003-11-28,618.686
2003-12-01,626.817
2003-12-02,625.949
2003-12-03,625.88
2003-12-04,627.111
2003-12-05,623.072
2003-12-08,623.471
2003-12-09,620.093
2003-12-10,617.307
2003-12-11,621.611
2003-12-12,624.712
2003-12-15,625.171
2003-12-16,624.949
2003-12-17,624.575
2003-12-18,630.106
2003-12-19,630.056
2003-12-22,631.906
2003-12-23,634.142
2003-12-24,634.957
2003-12-25,635.078
2003-12-26,636.263
2003-12-29,642.883
2003-12-30,645.573
2003-12-31,647.867
2004-01-01,647.878
2004-01-02,648.964
2004-01-05,658.506
2004-01-06,660.561
2004-01-07,660.959
2004-01-08,666.209
2004-01-09,666.022
2004-01-12,666.649
2004-01-13,664.392
2004-01-14,666.819
2004-01-15,663.285
2004-01-16,665.606
2004-01-19,666.656
2004-01-20,668.926
2004-01-21,672.343
2004-01-22,674.179
2004-01-23,674.384
2004-01-26,676.673
2004-01-27,673.082
2004-01-28,666.536
2004-01-29,662.472
2004-01-30,661.744
2004-02-02,663.936
2004-02-03,666.598
2004-02-04,660.703
2004-02-05,661.798
2004-02-06,670.729
2004-02-09,671.812
2004-02-10,674.837
2004-02-11,677.558
2004-02-12,678.277
2004-02-13,676.398
2004-02-16,676.577
2004-02-17,683.355
2004-02-18,681.307
2004-02-19,678.651
2004-02-20,674.021
2004-02-23,672.345
2004-02-24,671.058
2004-02-25,671.417
2004-02-26,670.321
2004-02-27,671.615
2004-03-01,679.702
2004-03-02,675.125
2004-03-03,671.291
2004-03-04,674.815
2004-03-05,678.765
2004-03-08,673.853
2004-03-09,671.445
2004-03-10,661.886
2004-03-11,651.078
2004-03-12,653.936
2004-03-15,646.345
2004-03-16,651.703
2004-03-17,657.562
2004-03-18,657.932
2004-03-19,653.715
2004-03-22,645.455
2004-03-23,643.923
2004-03-24,642.973
2004-03-25,652.419
2004-03-26,652.576
2004-03-29,661.07
2004-03-30,662.941
2004-03-31,664.707
2004-04-01,670.504
2004-04-02,675.242
2004-04-05,678.096
2004-04-06,675.818
2004-04-07,675.554
2004-04-08,674.602
2004-04-09,673.185
2004-04-12,676.488
2004-04-13,670.152
2004-04-14,666.513
2004-04-15,665.356
2004-04-16,668.37
2004-04-19,670.111
2004-04-20,664.136
2004-04-21,662.906
2004-04-22,667.708
2004-04-23,670.877
2004-04-26,670.142
2004-04-27,669.694
2004-04-28,658.821
2004-04-29,655.71
2004-04-30,649.95
2004-05-03,653.269
2004-05-04,658.098
2004-05-05,661.489
2004-05-06,654.003
2004-05-07,646.581
2004-05-10,632.561
2004-05-11,637.053
2004-05-12,638.711
2004-05-13,636.062
2004-05-14,633.265
2004-05-17,626.907
2004-05-18,631.967
2004-05-19,638.705
2004-05-20,635.099
2004-05-21,639.086
2004-05-24,639.458
2004-05-25,645.349
2004-05-26,648.668
2004-05-27,656.571
2004-05-28,655.108
2004-05-31,655.106
2004-06-01,654.799
2004-06-02,656.032
2004-06-03,650.674
2004-06-04,654.313
2004-06-07,666.268
2004-06-08,667.642
2004-06-09,660.573
2004-06-10,661.497
2004-06-11,659.114
2004-06-14,652.857
2004-06-15,656.228
2004-06-16,657.737
2004-06-17,657.615
2004-06-18,658.69
2004-06-21,657.283
2004-06-22,656.07
2004-06-23,659.764
2004-06-24,663.033
2004-06-25,660.156
2004-06-28,661.685
2004-06-29,660.452
2004-06-30,661.408
2004-07-01,657.317
2004-07-02,655.671
2004-07-05,653.678
2004-07-06,648.569
2004-07-07,651.039
2004-07-08,648.089
2004-07-09,649.024
2004-07-12,649.102
2004-07-13,648.081
2004-07-14,646.06
2004-07-15,641.473
2004-07-16,640.605
2004-07-19,638.797
2004-07-20,640.912
2004-07-21,635.343
2004-07-22,634.72
2004-07-23,626.289
2004-07-26,623.718
2004-07-27,626.305
2004-07-28,625.842
2004-07-29,629.067
2004-07-30,631.239
2004-08-02,632.575
2004-08-03,630.523
2004-08-04,627.894
2004-08-05,622.021
2004-08-06,615.446
2004-08-09,613.007
2004-08-10,619.71
2004-08-11,615.72
2004-08-12,611.477
2004-08-13,612.95
2004-08-16,617.982
2004-08-17,620.753
2004-08-18,625.626
2004-08-19,627.631
2004-08-20,628.411
2004-08-23,629.398
2004-08-24,627.772
2004-08-25,631.283
2004-08-26,632.604
2004-08-27,634.895
2004-08-30,630.938
2004-08-31,631.576
2004-09-01,634.606
2004-09-02,639.009
2004-09-03,634.247
2004-09-06,636.606
2004-09-07,638.749
2004-09-08,638.211
2004-09-09,637.564
2004-09-10,642.852
2004-09-13,645.735
2004-09-14,647.83
2004-09-15,641.282
2004-09-16,642.025
2004-09-17,643.986
2004-09-20,641.626
2004-09-21,645.855
2004-09-22,639.032
2004-09-23,638.456
2004-09-24,636.519
2004-09-27,632.942
2004-09-28,635.788
2004-09-29,639.924
2004-09-30,641.87
2004-10-01,650.973
2004-10-04,653.813
2004-10-05,654.418
2004-10-06,656.494
2004-10-07,650.653
2004-10-08,648.618
2004-10-11,648.885
2004-10-12,643.732
2004-10-13,641.78
2004-10-14,638.346
2004-10-15,640.981
2004-10-18,643.843
2004-10-19,644.544
2004-10-20,643.89
2004-10-21,646.051
2004-10-22,641.236
2004-10-25,638.751
2004-10-26,645.025
2004-10-27,653.714
2004-10-28,656.537
2004-10-29,655.897
2004-11-01,656.893
2004-11-02,660.004
2004-11-03,667.534
2004-11-04,672.974
2004-11-05,677.778
2004-11-08,677.084
2004-11-09,675.812
2004-11-10,674.269
2004-11-11,678.847
2004-11-12,685.419
2004-11-15,688.361
2004-11-16,684.966
2004-11-17,691.041
2004-11-18,690.708
2004-11-19,685.104
2004-11-22,683.759
2004-11-23,683.833
2004-11-24,687.081
2004-11-25,690.278
2004-11-26,689.738
2004-11-29,690.517
2004-11-30,686.178
2004-12-01,694.431
2004-12-02,697.777
2004-12-03,699.795
2004-12-06,698.872
2004-12-07,694.17
2004-12-08,691.898
2004-12-09,691.684
2004-12-10,689.499
2004-12-13,695.787
2004-12-14,698.362
2004-12-15,701.707
2004-12-16,699.974
2004-12-17,696.102
2004-12-20,699.782
2004-12-21,702.215
2004-12-22,705.304
2004-12-23,707.527
2004-12-24,709.433
2004-12-27,709.734
2004-12-28,713.232
2004-12-29,712.343
2004-12-30,714.997
2004-12-31,714.623
2005-01-03,711.107
2005-01-04,701.706
2005-01-05,697.767
2005-01-06,696.408
2005-01-07,696.276
2005-01-10,699.035
2005-01-11,697.469
2005-01-12,700.274
2005-01-13,695.153
2005-01-14,696.922
2005-01-17,698.734
2005-01-18,699.273
2005-01-19,696.0
2005-01-20,688.636
2005-01-21,686.625
2005-01-24,685.538
2005-01-25,686.264
2005-01-26,692.077
2005-01-27,692.321
2005-01-28,690.854
2005-01-31,695.569
2005-02-01,697.93
2005-02-02,700.057
2005-02-03,696.363
2005-02-04,701.965
2005-02-07,701.048
2005-02-08,699.434
2005-02-09,696.574
2005-02-10,699.995
2005-02-11,704.662
2005-02-14,708.002
2005-02-15,710.584
2005-02-16,709.022
2005-02-17,706.861
2005-02-18,707.292
2005-02-21,708.548
2005-02-22,705.421
2005-02-23,703.719
2005-02-24,706.369
2005-02-25,712.026
2005-02-28,711.902
2005-03-01,714.95
2005-03-02,713.215
2005-03-03,713.739
2005-03-04,720.233
2005-03-07,721.081
2005-03-08,720.925
2005-03-09,718.333
2005-03-10,717.287
2005-03-11,715.39
2005-03-14,713.668
2005-03-15,711.054
2005-03-16,708.169
2005-03-17,707.74
2005-03-18,706.131
2005-03-21,702.24
2005-03-22,699.973
2005-03-23,695.557
2005-03-24,694.506
2005-03-25,695.079
2005-03-28,694.51
2005-03-29,691.051
2005-03-30,696.579
2005-03-31,697.024
2005-04-01,694.497
2005-04-04,691.945
2005-04-05,696.743
2005-04-06,697.836
2005-04-07,702.361
2005-04-08,699.533
2005-04-11,700.157
2005-04-12,698.858
2005-04-13,696.295
2005-04-14,689.642
2005-04-15,682.53
2005-04-18,677.642
2005-04-19,682.884
2005-04-20,679.255
2005-04-21,687.738
2005-04-22,685.931
2005-04-25,688.266
2005-04-26,684.068
2005-04-27,683.228
2005-04-28,679.199
2005-04-29,683.683
2005-05-02,685.425
2005-05-03,687.353
2005-05-04,695.716
2005-05-05,695.719
2005-05-06,696.942
2005-05-09,697.641
2005-05-10,693.278
2005-05-11,693.263
2005-05-12,689.758
2005-05-13,687.91
2005-05-16,689.874
2005-05-17,692.182
2005-05-18,698.022
2005-05-19,701.882
2005-05-20,700.176
2005-05-23,703.684
2005-05-24,704.747
2005-05-25,702.027
2005-05-26,704.971
2005-05-27,707.032
2005-05-30,708.002
2005-05-31,702.906
2005-06-01,708.072
2005-06-02,710.078
2005-06-03,707.102
2005-06-06,707.557
2005-06-07,709.018
2005-06-08,708.85
2005-06-09,707.311
2005-06-10,705.523
2005-06-13,705.427
2005-06-14,706.721
2005-06-15,708.257
2005-06-16,710.105
2005-06-17,715.082
2005-06-20,714.058
2005-06-21,715.451
2005-06-22,715.767
2005-06-23,710.528
2005-06-24,705.739
2005-06-27,703.839
2005-06-28,708.478
2005-06-29,707.662
2005-06-30,704.418
2005-07-01,703.536
2005-07-04,703.37
2005-07-05,706.064
2005-07-06,705.492
2005-07-07,702.869
2005-07-08,710.468
2005-07-11,717.941
2005-07-12,721.786
2005-07-13,720.601
2005-07-14,724.021
2005-07-15,722.816
2005-07-18,721.609
2005-07-19,724.136
2005-07-20,726.24
2005-07-21,728.097
2005-07-22,728.915
2005-07-25,726.841
2005-07-26,725.815
2005-07-27,729.947
2005-07-28,734.782
2005-07-29,733.986
2005-08-01,736.789
2005-08-02,743.638
2005-08-03,746.87
2005-08-04,743.386
2005-08-05,738.328
2005-08-08,739.77
2005-08-09,744.022
2005-08-10,747.336
2005-08-11,752.3
2005-08-12,749.686
2005-08-15,749.474
2005-08-16,743.243
2005-08-17,742.356
2005-08-18,737.692
2005-08-19,739.012
2005-08-22,743.784
2005-08-23,740.205
2005-08-24,736.921
2005-08-25,736.953
2005-08-26,734.618
2005-08-29,734.929
2005-08-30,732.762
2005-08-31,739.971
2005-09-01,746.692
2005-09-02,748.176
2005-09-05,749.261
2005-09-06,755.423
2005-09-07,756.71
2005-09-08,753.619
2005-09-09,759.255
2005-09-12,758.032
2005-09-13,753.189
2005-09-14,752.639
2005-09-15,751.76
2005-09-16,755.103
2005-09-19,753.357
2005-09-20,752.193
2005-09-21,748.636
2005-09-22,747.508
2005-09-23,746.493
2005-09-26,749.875
2005-09-27,747.809
2005-09-28,751.169
2005-09-29,756.048
2005-09-30,759.297
2005-10-03,756.965
2005-10-04,756.118
2005-10-05,746.828
2005-10-06,741.354
2005-10-07,740.973
2005-10-10,739.444
2005-10-11,739.681
2005-10-12,736.116
2005-10-13,731.589
2005-10-14,736.741
2005-10-17,736.368
2005-10-18,730.816
2005-10-19,733.448
2005-10-20,730.142
2005-10-21,730.254
2005-10-24,737.296
2005-10-25,738.575
2005-10-26,737.325
2005-10-27,731.781
2005-10-28,735.823
2005-10-31,744.187
2005-11-01,745.225
2005-11-02,751.834
2005-11-03,757.105
2005-11-04,755.214
2005-11-07,757.185
2005-11-08,755.692
2005-11-09,754.77
