Date,SWITZERLAND VALUE Standard (Large+Mid Cap)
1983-06-30,227.813
1983-07-29,234.325
1983-08-31,220.076
1983-09-30,230.252
1983-10-31,239.41
1983-11-30,254.015
1983-12-30,265.781
1984-01-31,254.034
1984-02-29,256.407
1984-03-30,260.543
1984-04-30,259.99
1984-05-31,247.31
1984-06-29,242.672
1984-07-31,229.183
1984-08-31,246.585
1984-09-28,237.329
1984-10-31,241.831
1984-11-30,235.597
1984-12-31,235.069
1985-01-31,244.805
1985-02-28,230.292
1985-03-29,250.263
1985-04-30,256.199
1985-05-31,264.131
1985-06-28,284.302
1985-07-31,320.876
1985-08-30,336.632
1985-09-30,341.113
1985-10-31,384.756
1985-11-29,433.499
1985-12-31,487.883
1986-01-31,468.06
1986-02-28,496.753
1986-03-31,512.599
1986-04-30,523.911
1986-05-30,483.749
1986-06-30,509.561
1986-07-31,490.792
1986-08-29,562.685
1986-09-30,536.617
1986-10-31,544.105
1986-11-28,578.811
1986-12-31,584.049
1987-01-30,603.829
1987-02-27,585.436
1987-03-31,612.462
1987-04-30,612.344
1987-05-29,596.881
1987-06-30,630.299
1987-07-31,686.892
1987-08-31,706.258
1987-09-30,731.672
1987-10-30,617.049
1987-11-30,579.449
1987-12-31,594.366
1988-01-29,561.966
1988-02-29,598.954
1988-03-31,586.225
1988-04-29,586.766
1988-05-31,576.911
1988-06-30,586.111
1988-07-29,571.946
1988-08-31,561.701
1988-09-30,582.042
1988-10-31,647.126
1988-11-30,686.789
1988-12-30,689.632
1989-01-31,677.577
1989-02-28,689.103
1989-03-31,692.576
1989-04-28,706.599
1989-05-31,662.599
1989-06-30,749.664
1989-07-31,842.34
1989-08-31,856.198
1989-09-29,843.513
1989-10-31,790.278
1989-11-30,837.643
1989-12-29,862.851
1990-01-31,848.173
1990-02-28,859.271
1990-03-30,812.849
1990-04-30,801.711
1990-05-31,944.216
1990-06-29,966.825
1990-07-31,983.113
1990-08-31,874.653
1990-09-28,780.84
1990-10-31,809.409
1990-11-30,804.075
1990-12-31,805.239
1991-01-31,858.017
1991-02-28,920.626
1991-03-29,875.813
1991-04-30,879.744
1991-05-31,916.114
1991-06-28,833.128
1991-07-31,886.87
1991-08-30,900.956
1991-09-30,919.189
1991-10-31,908.444
1991-11-29,900.584
1991-12-31,973.925
1992-01-31,976.697
1992-02-28,992.52
1992-03-31,975.875
1992-04-30,985.617
1992-05-29,1052.031
1992-06-30,1058.827
1992-07-31,1088.547
1992-08-31,1113.22
1992-09-30,1200.739
1992-10-30,1086.612
1992-11-30,998.555
1992-12-31,1080.633
1993-01-29,1114.078
1993-02-26,1119.9
1993-03-31,1182.8
1993-04-30,1221.977
1993-05-31,1303.286
1993-06-30,1316.214
1993-07-30,1384.037
1993-08-31,1468.547
1993-09-30,1509.1
1993-10-29,1609.572
1993-11-30,1620.192
1993-12-31,1738.438
1994-01-31,1856.7
1994-02-28,1727.313
1994-03-31,1697.523
1994-04-29,1685.869
1994-05-31,1716.823
1994-06-30,1715.09
1994-07-29,1745.054
1994-08-31,1753.645
1994-09-30,1764.407
1994-10-31,1799.304
1994-11-30,1743.859
1994-12-30,1756.213
1995-01-31,1730.121
1995-02-28,1790.254
1995-03-31,1906.641
1995-04-28,1943.289
1995-05-31,2084.691
1995-06-30,2143.956
1995-07-31,2125.186
1995-08-31,2030.178
1995-09-29,2293.125
1995-10-31,2422.707
1995-11-30,2402.111
1995-12-29,2466.201
1996-01-31,2299.428
1996-02-29,2372.576
1996-03-29,2596.935
1996-04-30,2494.793
1996-05-31,2386.109
1996-06-28,2554.61
1996-07-31,2511.109
1996-08-30,2613.767
1996-09-30,2567.295
1996-10-31,2548.437
1996-11-29,2601.494
1996-12-31,2512.659
1997-01-31,2492.358
1997-02-28,2574.024
1997-03-31,2743.081
1997-04-30,2825.968
1997-05-30,3094.425
1997-06-30,3297.069
1997-07-31,3293.63
1997-08-29,3002.207
1997-09-30,3445.825
1997-10-31,3407.234
1997-11-28,3558.916
1997-12-31,3803.156
1998-01-30,3924.564
1998-02-27,4308.459
1998-03-31,4651.421
1998-04-30,4822.606
1998-05-29,5116.19
1998-06-30,5205.814
1998-07-31,5673.15
1998-08-31,4443.008
1998-09-30,3626.631
1998-10-30,4391.781
1998-11-30,4674.859
1998-12-31,4732.822
1999-01-29,4515.45
1999-02-26,4441.685
1999-03-31,4544.496
1999-04-30,4761.249
1999-05-31,4422.861
1999-06-30,4377.421
1999-07-30,4602.084
1999-08-31,4580.98
1999-09-30,4565.705
1999-10-29,4675.011
1999-11-30,4560.526
1999-12-31,4818.878
2000-01-31,4262.355
2000-02-29,4081.991
2000-03-31,4591.945
2000-04-28,4329.597
2000-05-31,4698.086
2000-06-30,4937.166
2000-07-31,5069.165
2000-08-31,5034.4
2000-09-29,4637.88
2000-10-31,4704.969
2000-11-30,4819.167
2000-12-29,5340.847
2001-01-31,5371.753
2001-02-28,4957.363
2001-03-30,4358.24
2001-04-30,4492.512
2001-05-31,4431.43
2001-06-29,4264.908
2001-07-31,4279.275
2001-08-31,4257.829
2001-09-28,3873.668
2001-10-31,3902.684
2001-11-30,4101.963
2001-12-31,4156.538
2002-01-31,3793.574
2002-02-28,3779.263
2002-03-29,4130.846
2002-04-30,4136.187
2002-05-31,4354.155
2002-06-28,4071.922
2002-07-31,3482.508
2002-08-30,3480.585
2002-09-30,3116.19
2002-10-31,3423.161
2002-11-29,3658.162
2002-12-31,3470.933
2003-01-31,3299.148
2003-02-28,3007.267
2003-03-31,2958.322
2003-04-30,3450.282
2003-05-30,3811.454
2003-06-30,3730.776
2003-07-31,3839.231
2003-08-29,3991.485
2003-09-30,4143.194
2003-10-31,4139.755
2003-11-28,4333.924
2003-12-31,4669.212
2004-01-30,4838.136
2004-02-27,4881.217
2004-03-31,4773.465
2004-04-30,4792.867
2004-05-31,4806.388
2004-06-30,4887.322
2004-07-30,4655.788
2004-08-31,4575.833
2004-09-30,4670.065
2004-10-29,4817.235
2004-11-30,5269.547
2004-12-31,5495.946
2005-01-31,5399.385
2005-02-28,5760.845
2005-03-31,5623.609
2005-04-29,5437.356
2005-05-31,5385.371
2005-06-30,5383.061
2005-07-29,5686.008
2005-08-31,5744.845
2005-09-30,5944.821
2005-10-31,5904.255
2005-11-30,6300.886
2005-12-30,6447.377
2006-01-31,6868.932
2006-02-28,6820.756
2006-03-31,6917.853
2006-04-28,7463.461
2006-05-31,7185.927
2006-06-30,7157.214
2006-07-31,7320.351
2006-08-31,7555.235
2006-09-29,7785.749
2006-10-31,7881.097
2006-11-30,8234.737
2006-12-29,8427.501
2007-01-31,8561.784
2007-02-28,8552.89
2007-03-30,8786.35
2007-04-30,9483.905
2007-05-31,9445.265
2007-06-29,9091.991
2007-07-31,8862.633
2007-08-31,9059.532
2007-09-28,9366.216
2007-10-31,9593.201
2007-11-30,9313.084
2007-12-31,8916.712
2008-01-31,8314.506
2008-02-29,7752.037
2008-03-31,7626.22
2008-04-30,8279.662
2008-05-30,7375.022
2008-06-30,6540.238
2008-07-31,6426.689
2008-08-29,6482.711
2008-09-30,5783.146
2008-10-31,4912.062
2008-11-28,4203.363
2008-12-31,4464.306
2009-01-30,3700.325
2009-02-27,3098.968
2009-03-31,3570.721
2009-04-30,4557.4
2009-05-29,5037.146
2009-06-30,4923.291
2009-07-31,5482.228
2009-08-31,6230.844
2009-09-30,6522.783
2009-10-30,6241.832
2009-11-30,6319.189
2009-12-31,6386.843
2010-01-29,6276.843
2010-02-26,6576.67
2010-03-31,7057.92
2010-04-30,6605.141
2010-05-31,6023.154
2010-06-30,6124.104
2010-07-30,6866.004
2010-08-31,6668.441
2010-09-30,6878.022
2010-10-29,6963.707
2010-11-30,6432.696
2010-12-31,7130.185
2011-01-31,7256.96
2011-02-28,7563.942
2011-03-31,7302.208
2011-04-29,7805.471
2011-05-31,7954.933
2011-06-30,7539.215
2011-07-29,7458.891
2011-08-31,6939.144
2011-09-30,6419.171
2011-10-31,6814.392
2011-11-30,6304.944
2011-12-30,6493.615
2012-01-31,6475.918
2012-02-29,6877.441
2012-03-30,7047.883
2012-04-30,6906.82
2012-05-31,6265.839
2012-06-29,6666.426
2012-07-31,6742.254
2012-08-31,6947.971
2012-09-28,7226.073
2012-10-31,7475.451
2012-11-30,7696.033
2012-12-31,7819.922
2013-01-31,8557.409
2013-02-28,8680.259
2013-03-29,8885.317
2013-04-30,9333.046
2013-05-31,9052.48
2013-06-28,8926.912
2013-07-31,9208.956
2013-08-30,9070.161
2013-09-30,9556.195
2013-10-31,9959.115
2013-11-29,10153.631
2013-12-31,10303.086
2014-01-31,10128.58
2014-02-28,10760.352
2014-03-31,10819.141
2014-04-30,11156.051
2014-05-30,11424.832
2014-06-30,11385.517
2014-07-31,10927.625
2014-08-29,11253.458
2014-09-30,11128.862
2014-10-31,10997.484
2014-11-28,11194.47
2014-12-31,10851.703
2015-01-30,10976.803
2015-02-27,11363.649
2015-03-31,11538.171
2015-04-30,11735.246
2015-05-29,11800.595
2015-06-30,11353.868
2015-07-31,11844.466
2015-08-31,11153.524
2015-09-30,10654.791
2015-10-30,11059.727
2015-11-30,10642.782
2015-12-31,10705.725
2016-01-29,9837.434
2016-02-29,9573.002
2016-03-31,10104.037
2016-04-29,10410.341
2016-05-31,10429.879
2016-06-30,9873.342
2016-07-29,10100.47
2016-08-31,10245.304
2016-09-30,10290.09
2016-10-31,10167.953
2016-11-30,10281.965
2016-12-30,10635.253
2017-01-31,11058.385
2017-02-28,10983.229
2017-03-31,11196.277
2017-04-28,11732.128
2017-05-31,12019.86
2017-06-30,12246.597
2017-07-31,12500.252
2017-08-31,12227.562
2017-09-29,12496.625
2017-10-31,12369.954
2017-11-30,12637.517
2017-12-29,12766.787
2018-01-31,13587.779
2018-02-28,12860.882
2018-03-30,12530.568
2018-04-30,12425.662
2018-05-31,11792.661
2018-06-29,11916.036
2018-07-31,12789.051
2018-08-31,12623.743
2018-09-28,12906.137
2018-10-31,12639.439
2018-11-30,12767.018
2018-12-31,12077.143
2019-01-31,12691.527
2019-02-28,13109.408
2019-03-29,13341.532
2019-04-30,13708.48
2019-05-31,13563.611
2019-06-28,14537.43
2019-07-31,14256.938
2019-08-30,14017.52
2019-09-30,14491.624
2019-10-31,14907.979
2019-11-29,15304.846
2019-12-31,15966.567
2020-01-31,15743.985
2020-02-28,14142.704
2020-03-31,12602.75
2020-04-30,13230.031
2020-05-29,13419.508
2020-06-30,14049.254
2020-07-31,14149.2
2020-08-31,14651.483
2020-09-30,14378.724
2020-10-30,13410.341
2020-11-30,16029.292
2020-12-31,16632.181
2021-01-29,16302.138
2021-02-26,16276.141
2021-03-31,16574.328
2021-04-30,16828.383
2021-05-31,17457.821
2021-06-30,17370.48
2021-07-30,17793.497
2021-08-31,18019.026
2021-09-30,16585.208
2021-10-29,17240.303
2021-11-30,16614.464
2021-12-31,18029.092
2022-01-31,17597.615
2022-02-28,17467.649
2022-03-31,17948.344
2022-04-29,17466.258
2022-05-31,17523.709
2022-06-30,15935.056
2022-07-29,16376.976
2022-08-31,15730.521
2022-09-30,14547.839
2022-10-31,15417.344
2022-11-30,16945.269
2022-12-30,17305.746
2023-01-31,18234.597
2023-02-28,17894.701
2023-03-31,18627.506
2023-04-28,19935.812
2023-05-31,18648.033
2023-06-30,19463.059
2023-07-31,20665.302
2023-08-31,20493.436
2023-09-29,20085.079
2023-10-31,19498.796
2023-11-30,21310.819
2023-12-29,22440.669
2024-01-31,22496.898
2024-02-29,21793.957
2024-03-29,21985.251
2024-04-30,21169.39
2024-05-31,22767.659
2024-06-28,23321.079
2024-07-31,24961.926
2024-08-30,26324.232
2024-09-30,25681.602
2024-10-31,24612.893
2024-11-29,24130.114
2024-12-31,23005.755
2025-01-31,24529.223
2025-02-28,26013.03
2025-03-31,26914.666
2025-04-30,28398.575
2025-05-30,28538.592
2025-06-30,28559.8
2025-07-31,27778.912
2025-08-29,29200.556
2025-09-30,28814.24
