Date,SWITZERLAND VALUE Standard (Large+Mid Cap)
2002-07-31,2759.408
2002-08-30,2757.884
2002-09-30,2468.4
2002-10-31,2711.558
2002-11-29,2897.708
2002-12-31,2749.399
2003-01-31,2613.325
2003-02-28,2382.12
2003-03-31,2343.349
2003-04-30,2720.755
2003-05-30,3001.774
2003-06-30,2937.482
2003-07-31,3022.876
2003-08-29,3142.755
2003-09-30,3261.222
2003-10-31,3258.515
2003-11-28,3411.351
2003-12-31,3675.265
2004-01-30,3808.23
2004-02-27,3839.02
2004-03-31,3754.147
2004-04-30,3756.784
2004-05-31,3765.309
2004-06-30,3828.628
2004-07-30,3647.249
2004-08-31,3584.613
2004-09-30,3657.181
2004-10-29,3772.431
2004-11-30,4126.642
2004-12-31,4303.937
2005-01-31,4228.319
2005-02-28,4511.383
2005-03-31,4403.499
2005-04-29,4236.638
2005-05-31,4185.793
2005-06-30,4183.997
2005-07-29,4419.464
2005-08-31,4465.195
2005-09-30,4619.005
2005-10-31,4587.485
2005-11-30,4895.66
2005-12-30,5009.481
2006-01-31,5337.02
2006-02-28,5299.588
2006-03-31,5374.27
2006-04-28,5766.712
2006-05-31,5541.714
2006-06-30,5519.571
2006-07-31,5642.492
2006-08-31,5823.54
2006-09-29,5999.849
2006-10-31,6073.326
2006-11-30,6345.848
2006-12-29,6494.395
2007-01-31,6597.876
2007-02-28,6591.023
2007-03-30,6770.03
2007-04-30,7263.62
2007-05-31,7220.739
2007-06-29,6950.667
2007-07-31,6775.327
2007-08-31,6925.853
2007-09-28,7156.947
2007-10-31,7330.392
2007-11-30,7116.348
2007-12-31,6813.47
2008-01-31,6353.31
2008-02-29,5923.515
2008-03-31,5825.72
2008-04-30,6286.743
2008-05-30,5578.773
2008-06-30,4947.308
2008-07-31,4861.414
2008-08-29,4903.792
2008-09-30,4374.612
2008-10-31,3715.688
2008-11-28,3179.598
2008-12-31,3376.987
2009-01-30,2799.079
2009-02-27,2344.188
2009-03-31,2700.666
2009-04-30,3422.706
2009-05-29,3779.361
2009-06-30,3693.936
2009-07-31,4113.305
2009-08-31,4674.99
2009-09-30,4894.032
2009-10-30,4683.235
2009-11-30,4741.275
2009-12-31,4792.036
2010-01-29,4709.503
2010-02-26,4934.463
2010-03-31,5295.174
2010-04-30,4881.015
2010-05-31,4448.949
2010-06-30,4523.515
2010-07-30,5071.513
2010-08-31,4925.584
2010-09-30,5080.39
2010-10-29,5143.68
2010-11-30,4751.453
2010-12-31,5266.647
2011-01-31,5360.289
2011-02-28,5554.92
2011-03-31,5362.704
2011-04-29,5730.196
2011-05-31,5837.912
2011-06-30,5532.828
2011-07-29,5473.88
2011-08-31,5091.53
2011-09-30,4710.005
2011-10-31,4999.995
2011-11-30,4625.262
2011-12-30,4763.67
2012-01-31,4750.687
2012-02-29,5013.267
2012-03-30,5137.509
2012-04-30,5014.411
2012-05-31,4547.576
2012-06-29,4838.31
2012-07-31,4893.345
2012-08-31,5042.648
2012-09-28,5244.487
2012-10-31,5425.479
2012-11-30,5585.571
2012-12-31,5675.487
2013-01-31,6210.734
2013-02-28,6257.74
2013-03-29,6405.57
2013-04-30,6723.577
2013-05-31,6519.841
2013-06-28,6429.403
2013-07-31,6632.539
2013-08-30,6532.574
2013-09-30,6882.63
2013-10-31,7172.824
2013-11-29,7310.694
2013-12-31,7418.303
2014-01-31,7292.657
2014-02-28,7720.317
2014-03-31,7761.978
2014-04-30,7971.795
2014-05-30,8160.749
2014-06-30,8132.666
2014-07-31,7805.594
2014-08-29,8036.359
2014-09-30,7947.382
2014-10-31,7853.562
2014-11-28,7992.239
2014-12-31,7747.523
2015-01-30,7836.837
2015-02-27,8110.002
2015-03-31,8234.555
2015-04-30,8329.91
2015-05-29,8371.926
2015-06-30,8054.995
2015-07-31,8403.05
2015-08-31,7912.455
2015-09-30,7558.647
2015-10-30,7845.914
2015-11-30,7550.128
2015-12-31,7594.781
2016-01-29,6978.804
2016-02-29,6776.768
2016-03-31,7152.689
2016-04-29,7325.003
2016-05-31,7336.412
2016-06-30,6944.942
2016-07-29,7104.705
2016-08-31,7206.581
2016-09-30,7238.084
2016-10-31,7152.173
2016-11-30,7232.369
2016-12-30,7480.873
2017-01-31,7778.505
2017-02-28,7725.641
2017-03-31,7843.529
2017-04-28,8192.061
2017-05-31,8387.694
2017-06-30,8545.916
2017-07-31,8722.921
2017-08-31,8532.633
2017-09-29,8720.39
2017-10-31,8631.997
2017-11-30,8818.708
2017-12-29,8908.914
2018-01-31,9481.819
2018-02-28,8974.576
2018-03-30,8705.233
2018-04-30,8587.531
2018-05-31,8148.131
2018-06-29,8233.377
2018-07-31,8836.586
2018-08-31,8722.366
2018-09-28,8917.486
2018-10-31,8733.211
2018-11-30,8821.362
2018-12-31,8344.693
2019-01-31,8769.202
2019-02-28,9057.936
2019-03-29,9187.184
2019-04-30,9383.649
2019-05-31,9275.0
2019-06-28,9940.912
2019-07-31,9749.108
2019-08-30,9585.39
2019-09-30,9909.59
2019-10-31,10194.3
2019-11-29,10465.683
2019-12-31,10918.178
2020-01-31,10765.973
2020-02-28,9670.993
2020-03-31,8576.018
2020-04-30,8937.052
2020-05-29,9053.677
2020-06-30,9478.545
2020-07-31,9545.097
2020-08-31,9883.503
2020-09-30,9695.004
2020-10-30,9042.061
2020-11-30,10803.333
2020-12-31,11208.713
2021-01-29,10986.291
2021-02-26,10968.771
2021-03-31,11105.198
2021-04-30,11222.748
2021-05-31,11636.889
2021-06-30,11578.67
2021-07-30,11860.642
2021-08-31,12010.654
2021-09-30,11054.936
2021-10-29,11491.593
2021-11-30,11074.437
2021-12-31,12017.363
2022-01-31,11729.76
2022-02-28,11643.131
2022-03-31,11903.931
2022-04-29,11519.895
2022-05-31,11553.238
2022-06-30,10505.852
2022-07-29,10797.206
2022-08-31,10371.004
2022-09-30,9591.271
2022-10-31,10164.529
2022-11-30,11171.877
2022-12-30,11409.537
2023-01-31,12021.92
2023-02-28,11797.83
2023-03-31,12205.237
2023-04-28,13004.049
2023-05-31,12146.428
2023-06-30,12677.297
2023-07-31,13460.38
2023-08-31,13347.547
2023-09-29,13081.012
2023-10-31,12699.177
2023-11-30,13879.312
2023-12-29,14615.161
2024-01-31,14651.481
2024-02-29,14193.679
2024-03-29,14208.089
2024-04-30,13625.291
2024-05-31,14636.757
2024-06-28,14992.536
2024-07-31,16047.396
2024-08-30,16922.609
2024-09-30,16509.492
2024-10-31,15822.469
2024-11-29,15512.114
2024-12-31,14789.316
2025-01-31,15768.682
2025-02-28,16722.552
2025-03-31,17215.054
2025-04-30,18050.407
2025-05-30,18124.558
