Date,SWITZERLAND VALUE Standard (Large+Mid Cap)
2001-06-08,4445.354
2001-06-11,4405.414
2001-06-12,4360.873
2001-06-13,4396.07
2001-06-14,4356.305
2001-06-15,4352.254
2001-06-18,4320.256
2001-06-19,4359.664
2001-06-20,4268.811
2001-06-21,4291.529
2001-06-22,4313.698
2001-06-25,4353.016
2001-06-26,4289.879
2001-06-27,4241.965
2001-06-28,4261.676
2001-06-29,4264.908
2001-07-02,4316.222
2001-07-03,4286.046
2001-07-04,4261.403
2001-07-05,4171.132
2001-07-06,4112.697
2001-07-09,4132.866
2001-07-10,4143.195
2001-07-11,4117.876
2001-07-12,4189.132
2001-07-13,4185.774
2001-07-16,4218.96
2001-07-17,4163.982
2001-07-18,4251.301
2001-07-19,4312.931
2001-07-20,4300.625
2001-07-23,4283.5
2001-07-24,4238.891
2001-07-25,4218.099
2001-07-26,4196.942
2001-07-27,4218.483
2001-07-30,4264.679
2001-07-31,4279.275
2001-08-01,4327.809
2001-08-02,4356.635
2001-08-03,4330.598
2001-08-06,4313.974
2001-08-07,4307.54
2001-08-08,4304.612
2001-08-09,4280.067
2001-08-10,4244.16
2001-08-13,4269.548
2001-08-14,4389.919
2001-08-15,4491.227
2001-08-16,4437.678
2001-08-17,4409.016
2001-08-20,4379.268
2001-08-21,4399.761
2001-08-22,4371.981
2001-08-23,4301.46
2001-08-24,4392.184
2001-08-27,4402.078
2001-08-28,4315.087
2001-08-29,4275.426
2001-08-30,4237.904
2001-08-31,4257.829
2001-09-03,4164.967
2001-09-04,4159.178
2001-09-05,4122.361
2001-09-06,4036.381
2001-09-07,3979.606
2001-09-10,3883.662
2001-09-11,3568.843
2001-09-12,3596.535
2001-09-13,3652.156
2001-09-14,3513.457
2001-09-17,3699.513
2001-09-18,3663.812
2001-09-19,3639.709
2001-09-20,3446.305
2001-09-21,3281.226
2001-09-24,3486.714
2001-09-25,3643.211
2001-09-26,3687.674
2001-09-27,3742.147
2001-09-28,3873.668
2001-10-01,3809.859
2001-10-02,3759.971
2001-10-03,3751.491
2001-10-04,3817.286
2001-10-05,3803.34
2001-10-08,3799.569
2001-10-09,3772.217
2001-10-10,3793.897
2001-10-11,3864.441
2001-10-12,3861.442
2001-10-15,3827.883
2001-10-16,3850.583
2001-10-17,3865.39
2001-10-18,3868.523
2001-10-19,3800.207
2001-10-22,3859.186
2001-10-23,3930.525
2001-10-24,3952.831
2001-10-25,3933.547
2001-10-26,3978.342
2001-10-29,3969.965
2001-10-30,3884.427
2001-10-31,3902.684
2001-11-01,3912.871
2001-11-02,3925.429
2001-11-05,3963.272
2001-11-06,3966.368
2001-11-07,4016.808
2001-11-08,4116.874
2001-11-09,4094.91
2001-11-12,4030.978
2001-11-13,4069.188
2001-11-14,4095.195
2001-11-15,4189.222
2001-11-16,4235.788
2001-11-19,4273.53
2001-11-20,4215.071
2001-11-21,4178.813
2001-11-22,4239.636
2001-11-23,4171.684
2001-11-26,4192.472
2001-11-27,4177.828
2001-11-28,4133.96
2001-11-29,4112.439
2001-11-30,4101.963
2001-12-03,4085.066
2001-12-04,4171.603
2001-12-05,4244.066
2001-12-06,4291.125
2001-12-07,4268.898
2001-12-10,4206.408
2001-12-11,4198.35
2001-12-12,4214.765
2001-12-13,4185.297
2001-12-14,4155.144
2001-12-17,4249.005
2001-12-18,4205.879
2001-12-19,4137.324
2001-12-20,4179.565
2001-12-21,4164.092
2001-12-24,4074.681
2001-12-25,4074.681
2001-12-26,4073.836
2001-12-27,4132.543
2001-12-28,4110.732
2001-12-31,4156.538
2002-01-01,4156.538
2002-01-02,4186.093
2002-01-03,4209.926
2002-01-04,4227.521
2002-01-07,4218.972
2002-01-08,4141.16
2002-01-09,4158.348
2002-01-10,4165.783
2002-01-11,4187.547
2002-01-14,4101.849
2002-01-15,4063.098
2002-01-16,4011.546
2002-01-17,4061.551
2002-01-18,4034.518
2002-01-21,3982.104
2002-01-22,3992.153
2002-01-23,3987.895
2002-01-24,4036.953
2002-01-25,3976.434
2002-01-28,3984.628
2002-01-29,3907.297
2002-01-30,3802.7
2002-01-31,3793.574
2002-02-01,3768.45
2002-02-04,3741.986
2002-02-05,3724.275
2002-02-06,3685.74
2002-02-07,3775.937
2002-02-08,3801.014
2002-02-11,3828.973
2002-02-12,3787.845
2002-02-13,3801.425
2002-02-14,3880.491
2002-02-15,3900.066
2002-02-18,3847.117
2002-02-19,3760.781
2002-02-20,3695.783
2002-02-21,3715.943
2002-02-22,3693.135
2002-02-25,3715.811
2002-02-26,3691.959
2002-02-27,3753.71
2002-02-28,3779.263
2002-03-01,3817.4
2002-03-04,3940.53
2002-03-05,3937.928
2002-03-06,3980.2
2002-03-07,4078.424
2002-03-08,4110.861
2002-03-11,4079.636
2002-03-12,4013.597
2002-03-13,4055.2
2002-03-14,4141.084
2002-03-15,4154.939
2002-03-18,4179.568
2002-03-19,4180.897
2002-03-20,4169.829
2002-03-21,4134.699
2002-03-22,4134.632
2002-03-25,4123.631
2002-03-26,4131.823
2002-03-27,4119.765
2002-03-28,4130.846
2002-03-29,4130.846
2002-04-01,4178.675
2002-04-02,4185.115
2002-04-03,4241.811
2002-04-04,4245.149
2002-04-05,4201.57
2002-04-08,4116.924
2002-04-09,4162.283
2002-04-10,4207.027
2002-04-11,4187.425
2002-04-12,4124.505
2002-04-15,4134.027
2002-04-16,4182.231
2002-04-17,4232.115
2002-04-18,4224.73
2002-04-19,4210.743
2002-04-22,4199.315
2002-04-23,4178.468
2002-04-24,4188.703
2002-04-25,4150.482
2002-04-26,4093.167
2002-04-29,4137.475
2002-04-30,4136.187
2002-05-01,4176.272
2002-05-02,4138.941
2002-05-03,4208.811
2002-05-06,4198.779
2002-05-07,4107.091
2002-05-08,4209.577
2002-05-09,4221.28
2002-05-10,4208.464
2002-05-13,4227.579
2002-05-14,4244.515
2002-05-15,4315.167
2002-05-16,4336.204
2002-05-17,4383.715
2002-05-20,4376.18
2002-05-21,4370.034
2002-05-22,4365.911
2002-05-23,4313.204
2002-05-24,4307.198
2002-05-27,4316.808
2002-05-28,4329.051
2002-05-29,4343.989
2002-05-30,4335.701
2002-05-31,4354.155
2002-06-03,4339.129
2002-06-04,4271.067
2002-06-05,4248.264
2002-06-06,4244.56
2002-06-07,4168.284
2002-06-10,4165.869
2002-06-11,4198.393
2002-06-12,4083.795
2002-06-13,4020.951
2002-06-14,3978.61
2002-06-17,4063.765
2002-06-18,4007.989
2002-06-19,3962.575
2002-06-20,3864.361
2002-06-21,3913.056
2002-06-24,3783.595
2002-06-25,3879.491
2002-06-26,3845.491
2002-06-27,3873.773
2002-06-28,4071.922
2002-07-01,4077.284
2002-07-02,3970.893
2002-07-03,3830.322
2002-07-04,3918.961
2002-07-05,4051.7
2002-07-08,4082.231
2002-07-09,4067.822
2002-07-10,3909.96
2002-07-11,3732.131
2002-07-12,3798.518
2002-07-15,3674.844
2002-07-16,3638.474
2002-07-17,3742.414
2002-07-18,3755.416
2002-07-19,3554.925
2002-07-22,3278.875
2002-07-23,3165.632
2002-07-24,3100.104
2002-07-25,3334.665
2002-07-26,3391.519
2002-07-29,3542.709
2002-07-30,3537.762
2002-07-31,3482.508
2002-08-01,3419.7
2002-08-02,3333.53
2002-08-05,3191.987
2002-08-06,3303.59
2002-08-07,3248.914
2002-08-08,3351.732
2002-08-09,3457.847
2002-08-12,3428.55
2002-08-13,3471.147
2002-08-14,3482.298
2002-08-15,3584.144
2002-08-16,3597.024
2002-08-19,3684.264
2002-08-20,3615.168
2002-08-21,3707.132
2002-08-22,3721.351
2002-08-23,3686.767
2002-08-26,3651.678
2002-08-27,3757.501
2002-08-28,3579.393
2002-08-29,3471.197
2002-08-30,3480.585
2002-09-02,3400.322
2002-09-03,3337.215
2002-09-04,3337.305
2002-09-05,3321.287
2002-09-06,3420.661
2002-09-09,3363.805
2002-09-10,3394.777
2002-09-11,3462.42
2002-09-12,3334.575
2002-09-13,3248.778
2002-09-16,3233.098
2002-09-17,3169.778
2002-09-18,3085.283
2002-09-19,3028.898
2002-09-20,3035.279
2002-09-23,2900.924
2002-09-24,2906.795
2002-09-25,2975.83
2002-09-26,3135.252
2002-09-27,3145.917
2002-09-30,3116.19
2002-10-01,3050.602
2002-10-02,3115.713
2002-10-03,3044.103
2002-10-04,2900.409
2002-10-07,2792.77
2002-10-08,2766.318
2002-10-09,2773.619
2002-10-10,2858.318
2002-10-11,3058.982
2002-10-14,3042.434
2002-10-15,3258.584
2002-10-16,3226.218
2002-10-17,3303.02
2002-10-18,3308.868
2002-10-21,3295.453
2002-10-22,3288.606
2002-10-23,3192.066
2002-10-24,3299.22
2002-10-25,3319.789
2002-10-28,3347.067
2002-10-29,3231.212
2002-10-30,3330.643
2002-10-31,3423.161
2002-11-01,3403.305
2002-11-04,3512.562
2002-11-05,3557.333
2002-11-06,3498.14
2002-11-07,3449.12
2002-11-08,3422.078
2002-11-11,3351.981
2002-11-12,3401.215
2002-11-13,3362.621
2002-11-14,3462.611
2002-11-15,3552.353
2002-11-18,3571.545
2002-11-19,3562.395
2002-11-20,3557.768
2002-11-21,3652.281
2002-11-22,3689.427
2002-11-25,3667.898
2002-11-26,3593.564
2002-11-27,3662.128
2002-11-28,3680.2
2002-11-29,3658.162
2002-12-02,3691.394
2002-12-03,3602.086
2002-12-04,3581.449
2002-12-05,3543.259
2002-12-06,3551.119
2002-12-09,3466.891
2002-12-10,3504.773
2002-12-11,3519.022
2002-12-12,3513.104
2002-12-13,3515.782
2002-12-16,3578.994
2002-12-17,3588.191
2002-12-18,3516.245
2002-12-19,3491.924
2002-12-20,3489.543
2002-12-23,3476.343
2002-12-24,3500.658
2002-12-25,3500.658
2002-12-26,3506.26
2002-12-27,3394.787
2002-12-30,3446.258
2002-12-31,3470.933
2003-01-01,3470.933
2003-01-02,3425.106
2003-01-03,3638.869
2003-01-06,3675.961
2003-01-07,3629.02
2003-01-08,3592.467
2003-01-09,3614.157
2003-01-10,3636.449
2003-01-13,3698.64
2003-01-14,3775.064
2003-01-15,3700.998
2003-01-16,3673.695
2003-01-17,3640.182
2003-01-20,3582.412
2003-01-21,3557.909
2003-01-22,3445.421
2003-01-23,3485.211
2003-01-24,3439.423
2003-01-27,3315.4
2003-01-28,3308.61
2003-01-29,3304.365
2003-01-30,3329.769
2003-01-31,3299.148
2003-02-03,3363.345
2003-02-04,3303.75
2003-02-05,3330.892
2003-02-06,3239.812
2003-02-07,3186.871
2003-02-10,3092.64
2003-02-11,3142.793
2003-02-12,3088.777
2003-02-13,3121.09
2003-02-14,3200.524
2003-02-17,3292.179
2003-02-18,3203.908
2003-02-19,3144.222
2003-02-20,3167.03
2003-02-21,3165.647
2003-02-24,3080.33
2003-02-25,2974.82
2003-02-26,2940.47
2003-02-27,2967.901
2003-02-28,3007.267
2003-03-03,3090.891
2003-03-04,2988.285
2003-03-05,2938.306
2003-03-06,2945.529
2003-03-07,2884.27
2003-03-10,2748.172
2003-03-11,2746.815
2003-03-12,2651.812
2003-03-13,2743.58
2003-03-14,2924.809
2003-03-17,3018.825
2003-03-18,3027.999
2003-03-19,3071.4
2003-03-20,3047.191
2003-03-21,3150.574
2003-03-24,3029.912
2003-03-25,3054.906
2003-03-26,3016.074
2003-03-27,2977.247
2003-03-28,3013.797
2003-03-31,2958.322
2003-04-01,2997.577
2003-04-02,3073.038
2003-04-03,3099.252
2003-04-04,3134.288
2003-04-07,3226.243
2003-04-08,3194.668
2003-04-09,3224.264
2003-04-10,3166.415
2003-04-11,3215.84
2003-04-14,3279.141
2003-04-15,3351.952
2003-04-16,3326.695
2003-04-17,3341.7
2003-04-18,3341.7
2003-04-21,3309.12
2003-04-22,3380.685
2003-04-23,3432.503
2003-04-24,3385.389
2003-04-25,3353.787
2003-04-28,3404.76
2003-04-29,3390.035
2003-04-30,3450.282
2003-05-01,3490.819
2003-05-02,3470.583
2003-05-05,3513.912
2003-05-06,3603.883
2003-05-07,3620.547
2003-05-08,3547.868
2003-05-09,3537.595
2003-05-12,3523.534
2003-05-13,3589.702
2003-05-14,3616.924
2003-05-15,3644.966
2003-05-16,3708.35
2003-05-19,3651.31
2003-05-20,3671.75
2003-05-21,3649.035
2003-05-22,3759.231
2003-05-23,3781.468
2003-05-26,3759.456
2003-05-27,3768.397
2003-05-28,3825.083
2003-05-29,3848.035
2003-05-30,3811.454
2003-06-02,3879.761
2003-06-03,3825.195
2003-06-04,3816.543
2003-06-05,3821.549
2003-06-06,3803.657
2003-06-09,3841.969
2003-06-10,3817.369
2003-06-11,3923.435
2003-06-12,3953.804
2003-06-13,3903.93
2003-06-16,4015.972
2003-06-17,4056.457
2003-06-18,4046.387
2003-06-19,3968.709
2003-06-20,3988.99
2003-06-23,3880.558
2003-06-24,3887.434
2003-06-25,3873.603
2003-06-26,3810.612
2003-06-27,3768.407
2003-06-30,3730.776
2003-07-01,3697.042
2003-07-02,3748.017
2003-07-03,3772.858
2003-07-04,3772.472
2003-07-07,3808.295
2003-07-08,3763.615
2003-07-09,3738.433
2003-07-10,3719.943
2003-07-11,3741.281
2003-07-14,3782.927
2003-07-15,3735.372
2003-07-16,3743.38
2003-07-17,3715.826
2003-07-18,3734.841
2003-07-21,3736.893
2003-07-22,3726.821
2003-07-23,3773.31
2003-07-24,3828.556
2003-07-25,3827.826
2003-07-28,3854.537
2003-07-29,3855.65
2003-07-30,3846.319
2003-07-31,3839.231
2003-08-01,3861.073
2003-08-04,3859.885
2003-08-05,3917.267
2003-08-06,3879.406
2003-08-07,3860.591
2003-08-08,3843.761
2003-08-11,3835.07
2003-08-12,3865.621
2003-08-13,3872.332
2003-08-14,3915.86
2003-08-15,3974.501
2003-08-18,3944.204
2003-08-19,3949.473
2003-08-20,3965.15
2003-08-21,3987.567
2003-08-22,3998.562
2003-08-25,3958.29
2003-08-26,3967.263
2003-08-27,3990.633
2003-08-28,4016.777
2003-08-29,3991.485
2003-09-01,4053.999
2003-09-02,3993.683
2003-09-03,4054.488
2003-09-04,4064.787
2003-09-05,4117.959
2003-09-08,4161.733
2003-09-09,4139.076
2003-09-10,4144.022
2003-09-11,4154.222
2003-09-12,4170.173
2003-09-15,4185.495
2003-09-16,4169.445
2003-09-17,4209.979
2003-09-18,4206.868
2003-09-19,4234.097
2003-09-22,4179.185
2003-09-23,4130.82
2003-09-24,4163.528
2003-09-25,4144.874
2003-09-26,4120.793
2003-09-29,4134.943
2003-09-30,4143.194
2003-10-01,4167.745
2003-10-02,4171.56
2003-10-03,4231.899
2003-10-06,4207.48
2003-10-07,4213.163
2003-10-08,4231.353
2003-10-09,4251.105
2003-10-10,4265.241
2003-10-13,4271.13
2003-10-14,4265.096
2003-10-15,4243.532
2003-10-16,4272.363
2003-10-17,4229.852
2003-10-20,4233.036
2003-10-21,4231.553
2003-10-22,4202.493
2003-10-23,4180.245
2003-10-24,4191.638
2003-10-27,4192.853
2003-10-28,4176.512
2003-10-29,4172.091
2003-10-30,4200.918
2003-10-31,4139.755
2003-11-03,4161.904
2003-11-04,4120.019
2003-11-05,4075.83
2003-11-06,4079.491
2003-11-07,4132.406
2003-11-10,4099.007
2003-11-11,4103.797
2003-11-12,4139.408
2003-11-13,4184.887
2003-11-14,4240.668
2003-11-17,4202.342
2003-11-18,4211.178
2003-11-19,4196.508
2003-11-20,4199.069
2003-11-21,4218.315
2003-11-24,4223.539
2003-11-25,4239.974
2003-11-26,4295.475
2003-11-27,4304.703
2003-11-28,4333.924
2003-12-01,4375.838
2003-12-02,4434.644
2003-12-03,4484.883
2003-12-04,4447.338
2003-12-05,4437.639
2003-12-08,4473.191
2003-12-09,4489.756
2003-12-10,4465.048
2003-12-11,4458.407
2003-12-12,4501.182
2003-12-15,4532.024
2003-12-16,4513.424
2003-12-17,4494.201
2003-12-18,4520.186
2003-12-19,4512.284
2003-12-22,4512.134
2003-12-23,4527.54
2003-12-24,4557.279
2003-12-25,4557.279
2003-12-26,4548.535
2003-12-29,4574.035
2003-12-30,4639.017
2003-12-31,4669.212
2004-01-01,4669.212
2004-01-02,4659.417
2004-01-05,4762.976
2004-01-06,4793.786
2004-01-07,4761.132
2004-01-08,4806.651
2004-01-09,4827.837
2004-01-12,4787.423
2004-01-13,4836.471
2004-01-14,4856.913
2004-01-15,4830.485
2004-01-16,4798.581
2004-01-19,4782.872
2004-01-20,4832.115
2004-01-21,4867.762
2004-01-22,4921.087
2004-01-23,4971.405
2004-01-26,4900.753
2004-01-27,4945.069
2004-01-28,4943.582
2004-01-29,4840.926
2004-01-30,4838.136
2004-02-02,4865.345
2004-02-03,4873.322
2004-02-04,4882.299
2004-02-05,4895.803
2004-02-06,5002.361
2004-02-09,5038.066
2004-02-10,5056.546
2004-02-11,5045.029
2004-02-12,5053.649
2004-02-13,5015.085
2004-02-16,5049.092
2004-02-17,5084.342
2004-02-18,5052.613
2004-02-19,5052.422
2004-02-20,5003.754
2004-02-23,5016.233
2004-02-24,5001.535
2004-02-25,4957.327
2004-02-26,4884.656
2004-02-27,4881.217
2004-03-01,4908.066
2004-03-02,4884.271
2004-03-03,4830.855
2004-03-04,4926.262
2004-03-05,4992.785
2004-03-08,4939.242
2004-03-09,4936.788
2004-03-10,4878.16
2004-03-11,4767.908
2004-03-12,4752.074
2004-03-15,4698.059
2004-03-16,4767.591
2004-03-17,4763.764
2004-03-18,4783.507
2004-03-19,4772.487
2004-03-22,4668.744
2004-03-23,4694.398
2004-03-24,4633.333
2004-03-25,4705.882
2004-03-26,4664.777
2004-03-29,4718.27
2004-03-30,4726.217
2004-03-31,4773.465
2004-04-01,4877.674
2004-04-02,4834.38
2004-04-05,4795.134
2004-04-06,4787.825
2004-04-07,4871.523
2004-04-08,4856.007
2004-04-09,4856.007
2004-04-12,4849.389
2004-04-13,4796.265
2004-04-14,4764.067
2004-04-15,4750.193
2004-04-16,4796.684
2004-04-19,4803.692
2004-04-20,4787.411
2004-04-21,4737.006
2004-04-22,4732.086
2004-04-23,4734.932
2004-04-26,4760.866
2004-04-27,4824.002
2004-04-28,4758.161
2004-04-29,4794.554
2004-04-30,4792.867
2004-05-03,4826.659
2004-05-04,4893.769
2004-05-05,4964.451
2004-05-06,4880.264
2004-05-07,4806.66
2004-05-10,4647.486
2004-05-11,4706.267
2004-05-12,4685.086
2004-05-13,4710.02
2004-05-14,4679.731
2004-05-17,4665.412
2004-05-18,4684.056
2004-05-19,4784.325
2004-05-20,4737.91
2004-05-21,4726.219
2004-05-24,4731.415
2004-05-25,4763.465
2004-05-26,4770.628
2004-05-27,4894.429
2004-05-28,4806.388
2004-05-31,4806.388
2004-06-01,4786.636
2004-06-02,4855.685
2004-06-03,4875.621
2004-06-04,4901.897
2004-06-07,4993.636
2004-06-08,4985.135
2004-06-09,4917.356
2004-06-10,4924.28
2004-06-11,4878.086
2004-06-14,4855.685
2004-06-15,4874.717
2004-06-16,4860.514
2004-06-17,4910.779
2004-06-18,4942.206
2004-06-21,4939.162
2004-06-22,4873.399
2004-06-23,4858.668
2004-06-24,4935.867
2004-06-25,4917.932
2004-06-28,4976.266
2004-06-29,4901.114
2004-06-30,4887.322
2004-07-01,4884.84
2004-07-02,4933.245
2004-07-05,4901.328
2004-07-06,4864.259
2004-07-07,4891.136
2004-07-08,4924.081
2004-07-09,4899.551
2004-07-12,4900.677
2004-07-13,4850.36
2004-07-14,4886.644
2004-07-15,4791.818
2004-07-16,4822.906
2004-07-19,4785.229
2004-07-20,4773.061
2004-07-21,4751.115
2004-07-22,4706.527
2004-07-23,4642.37
2004-07-26,4625.694
2004-07-27,4639.682
2004-07-28,4648.476
2004-07-29,4694.148
2004-07-30,4655.788
2004-08-02,4655.893
2004-08-03,4710.245
2004-08-04,4628.062
2004-08-05,4625.709
2004-08-06,4620.956
2004-08-09,4572.408
2004-08-10,4614.284
2004-08-11,4548.26
2004-08-12,4536.668
2004-08-13,4569.57
2004-08-16,4612.766
2004-08-17,4627.079
2004-08-18,4559.12
2004-08-19,4611.88
2004-08-20,4590.548
2004-08-23,4587.364
2004-08-24,4558.952
2004-08-25,4538.598
2004-08-26,4577.381
2004-08-27,4571.287
2004-08-30,4563.163
2004-08-31,4575.833
2004-09-01,4614.063
2004-09-02,4609.565
2004-09-03,4637.429
2004-09-06,4672.75
2004-09-07,4686.329
2004-09-08,4700.21
2004-09-09,4677.026
2004-09-10,4729.272
2004-09-13,4735.402
2004-09-14,4714.904
2004-09-15,4666.051
2004-09-16,4656.507
2004-09-17,4670.999
2004-09-20,4648.893
2004-09-21,4747.103
2004-09-22,4700.65
2004-09-23,4663.037
2004-09-24,4630.645
2004-09-27,4602.305
2004-09-28,4645.564
2004-09-29,4676.703
2004-09-30,4670.065
2004-10-01,4724.486
2004-10-04,4721.864
2004-10-05,4741.928
2004-10-06,4740.55
2004-10-07,4717.611
2004-10-08,4755.017
2004-10-11,4720.263
2004-10-12,4649.624
2004-10-13,4671.411
2004-10-14,4681.166
2004-10-15,4676.929
2004-10-18,4685.114
2004-10-19,4718.881
2004-10-20,4717.365
2004-10-21,4750.821
2004-10-22,4747.921
2004-10-25,4752.056
2004-10-26,4777.886
2004-10-27,4815.128
2004-10-28,4868.56
2004-10-29,4817.235
2004-11-01,4872.317
2004-11-02,4917.274
2004-11-03,5002.157
2004-11-04,5058.603
2004-11-05,5136.959
2004-11-08,5157.823
2004-11-09,5127.567
2004-11-10,5164.856
2004-11-11,5223.607
2004-11-12,5263.52
2004-11-15,5248.153
2004-11-16,5249.165
2004-11-17,5330.063
2004-11-18,5306.025
2004-11-19,5312.107
2004-11-22,5255.429
2004-11-23,5246.85
2004-11-24,5263.612
2004-11-25,5348.634
2004-11-26,5349.732
2004-11-29,5319.302
2004-11-30,5269.547
2004-12-01,5290.309
2004-12-02,5305.11
2004-12-03,5368.96
2004-12-06,5348.098
2004-12-07,5388.217
2004-12-08,5317.308
2004-12-09,5307.151
2004-12-10,5303.08
2004-12-13,5381.822
2004-12-14,5394.996
2004-12-15,5465.083
2004-12-16,5382.801
2004-12-17,5319.181
2004-12-20,5421.948
2004-12-21,5380.095
2004-12-22,5433.647
2004-12-23,5488.293
2004-12-24,5496.224
2004-12-27,5514.808
2004-12-28,5499.397
2004-12-29,5500.959
2004-12-30,5514.131
2004-12-31,5495.946
2005-01-03,5524.931
2005-01-04,5446.507
2005-01-05,5399.799
2005-01-06,5386.279
2005-01-07,5330.921
2005-01-10,5357.914
2005-01-11,5372.333
2005-01-12,5414.476
2005-01-13,5374.386
2005-01-14,5356.914
2005-01-17,5391.666
2005-01-18,5344.827
2005-01-19,5374.753
2005-01-20,5321.29
2005-01-21,5333.901
2005-01-24,5372.448
2005-01-25,5345.27
2005-01-26,5404.828
2005-01-27,5408.417
2005-01-28,5378.947
2005-01-31,5399.385
2005-02-01,5398.969
2005-02-02,5441.294
2005-02-03,5402.506
2005-02-04,5439.034
2005-02-07,5415.516
2005-02-08,5400.831
2005-02-09,5388.12
2005-02-10,5448.823
2005-02-11,5494.073
2005-02-14,5536.087
2005-02-15,5562.524
2005-02-16,5521.363
2005-02-17,5605.879
2005-02-18,5621.354
2005-02-21,5600.648
2005-02-22,5674.242
2005-02-23,5632.103
2005-02-24,5652.855
2005-02-25,5702.364
2005-02-28,5760.845
2005-03-01,5773.291
2005-03-02,5740.731
2005-03-03,5731.878
2005-03-04,5811.187
2005-03-07,5781.486
2005-03-08,5847.065
2005-03-09,5839.323
2005-03-10,5862.645
2005-03-11,5905.386
2005-03-14,5866.712
2005-03-15,5852.147
2005-03-16,5861.768
2005-03-17,5807.814
2005-03-18,5725.468
2005-03-21,5653.294
2005-03-22,5666.703
2005-03-23,5584.801
2005-03-24,5581.728
2005-03-25,5581.728
2005-03-28,5548.639
2005-03-29,5574.701
2005-03-30,5597.336
2005-03-31,5623.609
2005-04-01,5608.874
2005-04-04,5497.864
2005-04-05,5538.641
2005-04-06,5576.619
2005-04-07,5654.029
2005-04-08,5626.004
2005-04-11,5678.934
2005-04-12,5609.666
2005-04-13,5652.083
2005-04-14,5590.298
2005-04-15,5584.251
2005-04-18,5564.211
2005-04-19,5595.745
2005-04-20,5577.466
2005-04-21,5564.317
2005-04-22,5577.548
2005-04-25,5537.826
2005-04-26,5517.475
2005-04-27,5441.408
2005-04-28,5415.382
2005-04-29,5437.356
2005-05-02,5449.41
2005-05-03,5465.172
2005-05-04,5563.284
2005-05-05,5533.287
2005-05-06,5538.445
2005-05-09,5506.659
2005-05-10,5451.93
2005-05-11,5432.888
2005-05-12,5413.598
2005-05-13,5374.54
2005-05-16,5364.878
2005-05-17,5378.137
2005-05-18,5430.421
2005-05-19,5439.222
2005-05-20,5389.369
2005-05-23,5422.11
2005-05-24,5432.501
2005-05-25,5441.334
2005-05-26,5439.2
2005-05-27,5455.568
2005-05-30,5451.597
2005-05-31,5385.371
2005-06-01,5434.509
2005-06-02,5463.95
2005-06-03,5445.903
2005-06-06,5436.78
2005-06-07,5485.932
2005-06-08,5495.847
2005-06-09,5445.514
2005-06-10,5410.537
2005-06-13,5373.97
