Date,CANADA SMID VALUE SMID (Small+Mid Cap)
2001-05-28,298.196
2001-05-29,301.352
2001-05-30,298.408
2001-05-31,299.264
2001-06-01,304.473
2001-06-04,304.293
2001-06-05,302.991
2001-06-06,303.427
2001-06-07,303.646
2001-06-08,303.577
2001-06-11,304.677
2001-06-12,304.208
2001-06-13,304.329
2001-06-14,302.362
2001-06-15,300.665
2001-06-18,298.59
2001-06-19,296.54
2001-06-20,295.253
2001-06-21,294.387
2001-06-22,293.115
2001-06-25,293.486
2001-06-26,293.36
2001-06-27,293.952
2001-06-28,294.323
2001-06-29,297.92
2001-07-02,298.387
2001-07-03,300.723
2001-07-04,299.656
2001-07-05,299.825
2001-07-06,298.576
2001-07-09,297.88
2001-07-10,297.226
2001-07-11,295.984
2001-07-12,296.725
2001-07-13,297.441
2001-07-16,294.95
2001-07-17,296.124
2001-07-18,297.908
2001-07-19,296.806
2001-07-20,295.556
2001-07-23,293.542
2001-07-24,293.01
2001-07-25,293.58
2001-07-26,292.81
2001-07-27,295.209
2001-07-30,295.78
2001-07-31,297.196
2001-08-01,297.994
2001-08-02,299.905
2001-08-03,301.009
2001-08-06,302.621
2001-08-07,300.995
2001-08-08,300.699
2001-08-09,300.525
2001-08-10,298.226
2001-08-13,298.753
2001-08-14,297.283
2001-08-15,298.985
2001-08-16,300.631
2001-08-17,298.533
2001-08-20,297.532
2001-08-21,298.545
2001-08-22,299.175
2001-08-23,299.642
2001-08-24,301.645
2001-08-27,301.354
2001-08-28,300.323
2001-08-29,298.679
2001-08-30,295.523
2001-08-31,294.528
2001-09-03,294.289
2001-09-04,295.25
2001-09-05,296.32
2001-09-06,293.467
2001-09-07,289.522
2001-09-10,286.957
2001-09-11,274.076
2001-09-12,276.405
2001-09-13,279.001
2001-09-14,269.793
2001-09-17,274.25
2001-09-18,273.107
2001-09-19,267.311
2001-09-20,259.731
2001-09-21,258.982
2001-09-24,261.665
2001-09-25,262.673
2001-09-26,261.787
2001-09-27,259.999
2001-09-28,265.07
2001-10-01,265.871
2001-10-02,267.038
2001-10-03,266.514
2001-10-04,267.291
2001-10-05,268.482
2001-10-08,268.85
2001-10-09,266.713
2001-10-10,267.094
2001-10-11,273.233
2001-10-12,271.211
2001-10-15,270.45
2001-10-16,272.472
2001-10-17,269.848
2001-10-18,266.248
2001-10-19,265.963
2001-10-22,264.67
2001-10-23,266.405
2001-10-24,266.999
2001-10-25,265.523
2001-10-26,265.875
2001-10-29,264.223
2001-10-30,261.327
2001-10-31,260.18
2001-11-01,260.219
2001-11-02,261.586
2001-11-05,262.98
2001-11-06,264.04
2001-11-07,265.749
2001-11-08,264.427
2001-11-09,264.064
2001-11-12,264.893
2001-11-13,269.429
2001-11-14,271.174
2001-11-15,272.346
2001-11-16,273.134
2001-11-19,275.154
2001-11-20,273.934
2001-11-21,271.929
2001-11-22,272.43
2001-11-23,274.33
2001-11-26,275.036
2001-11-27,275.526
2001-11-28,274.965
2001-11-29,276.88
2001-11-30,277.786
2001-12-03,276.882
2001-12-04,278.352
2001-12-05,283.48
2001-12-06,281.498
2001-12-07,283.343
2001-12-10,280.924
2001-12-11,279.018
2001-12-12,283.102
2001-12-13,281.378
2001-12-14,281.172
2001-12-17,284.215
2001-12-18,285.091
2001-12-19,282.34
2001-12-20,283.352
2001-12-21,283.043
2001-12-24,282.47
2001-12-25,282.564
2001-12-26,282.479
2001-12-27,285.873
2001-12-28,286.684
2001-12-31,288.065
2002-01-01,288.03
2002-01-02,286.875
2002-01-03,290.093
2002-01-04,291.894
2002-01-07,293.065
2002-01-08,290.647
2002-01-09,292.359
2002-01-10,291.232
2002-01-11,291.23
2002-01-14,289.639
2002-01-15,290.501
2002-01-16,289.807
2002-01-17,287.136
2002-01-18,285.7
2002-01-21,284.968
2002-01-22,286.862
2002-01-23,287.792
2002-01-24,290.178
2002-01-25,288.766
2002-01-28,288.236
2002-01-29,292.415
2002-01-30,290.211
2002-01-31,293.741
2002-02-01,295.437
2002-02-04,293.433
2002-02-05,291.849
2002-02-06,289.536
2002-02-07,289.884
2002-02-08,291.792
2002-02-11,294.687
2002-02-12,294.246
2002-02-13,296.693
2002-02-14,298.418
2002-02-15,297.319
2002-02-18,297.288
2002-02-19,297.266
2002-02-20,295.883
2002-02-21,295.985
2002-02-22,295.441
2002-02-25,296.553
2002-02-26,296.768
2002-02-27,298.687
2002-02-28,301.249
2002-03-01,304.511
2002-03-04,310.638
2002-03-05,309.318
2002-03-06,313.442
2002-03-07,314.673
2002-03-08,313.04
2002-03-11,312.398
2002-03-12,312.746
2002-03-13,312.046
2002-03-14,311.085
2002-03-15,315.366
2002-03-18,317.429
2002-03-19,320.405
2002-03-20,320.145
2002-03-21,317.824
2002-03-22,320.494
2002-03-25,317.711
2002-03-26,316.542
2002-03-27,320.44
2002-03-28,318.61
2002-03-29,318.5
2002-04-01,319.14
2002-04-02,320.061
2002-04-03,319.187
2002-04-04,317.454
2002-04-05,319.136
2002-04-08,320.206
2002-04-09,320.123
2002-04-10,324.83
2002-04-11,323.936
2002-04-12,324.578
2002-04-15,324.623
2002-04-16,328.838
2002-04-17,331.438
2002-04-18,329.808
2002-04-19,330.906
2002-04-22,328.854
2002-04-23,326.281
2002-04-24,325.757
2002-04-25,325.555
2002-04-26,326.197
2002-04-29,324.122
2002-04-30,324.896
2002-05-01,327.112
2002-05-02,327.714
2002-05-03,327.787
2002-05-06,327.033
2002-05-07,326.11
2002-05-08,328.993
2002-05-09,328.059
2002-05-10,329.499
2002-05-13,332.411
2002-05-14,334.141
2002-05-15,335.097
2002-05-16,336.562
2002-05-17,339.127
2002-05-20,339.541
2002-05-21,340.795
2002-05-22,340.825
2002-05-23,343.193
2002-05-24,343.023
2002-05-27,342.234
2002-05-28,344.346
2002-05-29,342.994
2002-05-30,340.267
2002-05-31,344.703
2002-06-03,343.242
2002-06-04,344.286
2002-06-05,343.237
2002-06-06,344.607
2002-06-07,341.447
2002-06-10,339.363
2002-06-11,337.714
2002-06-12,336.578
2002-06-13,333.045
2002-06-14,327.16
2002-06-17,328.958
2002-06-18,329.279
2002-06-19,327.782
2002-06-20,328.705
2002-06-21,326.488
2002-06-24,329.428
2002-06-25,327.545
2002-06-26,325.036
2002-06-27,327.589
2002-06-28,327.374
2002-07-01,327.933
2002-07-02,322.73
2002-07-03,320.647
2002-07-04,320.094
2002-07-05,323.801
2002-07-08,324.825
2002-07-09,325.192
2002-07-10,320.414
2002-07-11,316.658
2002-07-12,313.252
2002-07-15,305.489
2002-07-16,307.073
2002-07-17,307.273
2002-07-18,305.549
2002-07-19,300.59
2002-07-22,290.436
2002-07-23,277.21
2002-07-24,282.05
2002-07-25,279.119
2002-07-26,278.87
2002-07-29,287.257
2002-07-30,287.937
2002-07-31,287.797
2002-08-01,285.616
2002-08-02,284.218
2002-08-05,283.179
2002-08-06,281.788
2002-08-07,281.682
2002-08-08,285.977
2002-08-09,289.571
2002-08-12,286.827
2002-08-13,287.713
2002-08-14,289.659
2002-08-15,290.689
2002-08-16,290.441
2002-08-19,292.645
2002-08-20,290.935
2002-08-21,293.997
2002-08-22,298.383
2002-08-23,294.638
2002-08-26,296.295
2002-08-27,296.027
2002-08-28,293.143
2002-08-29,292.786
2002-08-30,293.772
2002-09-02,294.632
2002-09-03,289.825
2002-09-04,290.253
2002-09-05,288.239
2002-09-06,287.539
2002-09-09,288.791
2002-09-10,289.431
2002-09-11,291.82
2002-09-12,288.229
2002-09-13,286.783
2002-09-16,288.037
2002-09-17,284.336
2002-09-18,280.546
2002-09-19,278.852
2002-09-20,277.94
2002-09-23,271.209
2002-09-24,270.933
2002-09-25,275.034
2002-09-26,277.115
2002-09-27,275.598
2002-09-30,275.641
2002-10-01,278.875
2002-10-02,275.868
2002-10-03,272.546
2002-10-04,268.585
2002-10-07,264.336
2002-10-08,263.808
2002-10-09,256.913
2002-10-10,258.735
2002-10-11,264.337
2002-10-14,264.849
2002-10-15,272.901
2002-10-16,270.626
2002-10-17,277.822
2002-10-18,279.631
2002-10-21,282.639
2002-10-22,282.065
2002-10-23,283.629
2002-10-24,283.38
2002-10-25,285.178
2002-10-28,287.912
2002-10-29,283.481
2002-10-30,283.535
2002-10-31,281.828
2002-11-01,284.901
2002-11-04,288.179
2002-11-05,288.002
2002-11-06,288.539
2002-11-07,288.703
2002-11-08,286.262
2002-11-11,283.211
2002-11-12,281.67
2002-11-13,278.46
2002-11-14,281.83
2002-11-15,285.191
2002-11-18,284.433
2002-11-19,282.986
2002-11-20,285.139
2002-11-21,288.5
2002-11-22,286.948
2002-11-25,287.529
2002-11-26,285.266
2002-11-27,289.034
2002-11-28,291.47
2002-11-29,294.966
2002-12-02,296.663
2002-12-03,294.13
2002-12-04,293.515
2002-12-05,290.511
2002-12-06,291.652
2002-12-09,293.996
2002-12-10,296.0
2002-12-11,296.929
2002-12-12,300.08
2002-12-13,299.967
2002-12-16,302.146
2002-12-17,301.631
2002-12-18,301.322
2002-12-19,301.548
2002-12-20,301.191
2002-12-23,304.051
2002-12-24,303.522
2002-12-25,303.522
2002-12-26,302.827
2002-12-27,300.083
2002-12-30,299.755
2002-12-31,299.281
2003-01-01,299.281
2003-01-02,305.197
2003-01-03,308.306
2003-01-06,310.428
2003-01-07,309.691
2003-01-08,308.649
2003-01-09,312.266
2003-01-10,315.655
2003-01-13,317.652
2003-01-14,319.603
2003-01-15,320.047
2003-01-16,321.455
2003-01-17,317.646
2003-01-20,315.674
2003-01-21,315.209
2003-01-22,315.348
2003-01-23,315.531
2003-01-24,313.019
2003-01-27,308.121
2003-01-28,306.599
2003-01-29,306.322
2003-01-30,304.278
2003-01-31,305.234
2003-02-03,307.7
2003-02-04,307.074
2003-02-05,304.504
2003-02-06,302.225
2003-02-07,299.782
2003-02-10,296.824
2003-02-11,298.716
2003-02-12,298.448
2003-02-13,299.786
2003-02-14,299.87
2003-02-17,302.807
2003-02-18,303.771
2003-02-19,304.242
2003-02-20,305.938
2003-02-21,305.381
2003-02-24,304.909
2003-02-25,303.373
2003-02-26,304.189
2003-02-27,306.09
2003-02-28,306.878
2003-03-03,303.822
2003-03-04,302.159
2003-03-05,301.707
2003-03-06,297.858
2003-03-07,298.776
2003-03-10,295.608
2003-03-11,294.929
2003-03-12,291.259
2003-03-13,293.357
2003-03-14,294.861
2003-03-17,300.611
2003-03-18,299.238
2003-03-19,299.408
2003-03-20,301.23
2003-03-21,303.054
2003-03-24,297.36
2003-03-25,297.454
2003-03-26,297.446
2003-03-27,297.086
2003-03-28,298.791
2003-03-31,297.257
2003-04-01,295.986
2003-04-02,298.252
2003-04-03,298.775
2003-04-04,299.952
2003-04-07,300.595
2003-04-08,302.16
2003-04-09,303.11
2003-04-10,305.648
2003-04-11,305.067
2003-04-14,306.473
2003-04-15,307.638
2003-04-16,307.402
2003-04-17,309.511
2003-04-18,309.511
2003-04-21,311.118
2003-04-22,313.286
2003-04-23,313.28
2003-04-24,310.738
2003-04-25,310.013
2003-04-28,313.357
2003-04-29,315.518
2003-04-30,321.913
2003-05-01,325.068
2003-05-02,326.212
2003-05-05,331.806
2003-05-06,334.106
2003-05-07,332.604
2003-05-08,333.515
2003-05-09,334.71
2003-05-12,337.713
2003-05-13,335.264
2003-05-14,339.042
2003-05-15,339.285
2003-05-16,341.235
2003-05-19,343.041
2003-05-20,342.287
2003-05-21,341.087
2003-05-22,338.926
2003-05-23,337.191
2003-05-26,338.084
2003-05-27,340.884
2003-05-28,338.745
2003-05-29,342.06
2003-05-30,344.645
2003-06-02,349.923
2003-06-03,347.721
2003-06-04,356.183
2003-06-05,362.123
2003-06-06,360.273
2003-06-09,356.994
2003-06-10,355.725
2003-06-11,362.06
2003-06-12,362.879
2003-06-13,362.597
2003-06-16,367.607
2003-06-17,370.576
2003-06-18,370.615
2003-06-19,365.422
2003-06-20,364.646
2003-06-23,360.523
2003-06-24,358.41
2003-06-25,362.485
2003-06-26,361.381
2003-06-27,363.378
2003-06-30,359.677
2003-07-01,362.237
2003-07-02,365.449
2003-07-03,366.421
2003-07-04,365.488
2003-07-07,367.975
2003-07-08,364.585
2003-07-09,361.864
2003-07-10,358.306
2003-07-11,360.66
2003-07-14,363.276
2003-07-15,357.633
2003-07-16,358.617
2003-07-17,356.768
2003-07-18,356.36
2003-07-21,359.078
2003-07-22,359.229
2003-07-23,360.918
2003-07-24,366.073
2003-07-25,370.942
2003-07-28,372.782
2003-07-29,371.311
2003-07-30,367.961
2003-07-31,367.792
2003-08-01,369.499
2003-08-04,367.33
2003-08-05,365.181
2003-08-06,362.833
2003-08-07,366.358
2003-08-08,368.782
2003-08-11,374.935
2003-08-12,376.495
2003-08-13,377.123
2003-08-14,377.322
2003-08-15,377.122
2003-08-18,378.707
2003-08-19,378.719
2003-08-20,382.213
2003-08-21,384.705
2003-08-22,383.664
2003-08-25,385.195
2003-08-26,385.235
2003-08-27,385.088
2003-08-28,387.247
2003-08-29,391.304
2003-09-01,392.904
2003-09-02,394.1
2003-09-03,395.073
2003-09-04,397.985
2003-09-05,397.859
2003-09-08,398.634
2003-09-09,400.53
2003-09-10,398.397
2003-09-11,398.411
2003-09-12,399.408
2003-09-15,398.897
2003-09-16,402.108
2003-09-17,401.941
2003-09-18,403.828
2003-09-19,408.477
2003-09-22,406.359
2003-09-23,406.19
2003-09-24,402.461
2003-09-25,402.362
2003-09-26,395.144
2003-09-29,395.004
2003-09-30,394.689
2003-10-01,401.512
2003-10-02,404.462
2003-10-03,405.148
2003-10-06,407.017
2003-10-07,409.981
2003-10-08,411.038
2003-10-09,411.033
2003-10-10,416.042
2003-10-13,416.685
2003-10-14,419.28
2003-10-15,420.252
2003-10-16,425.111
2003-10-17,422.259
2003-10-20,419.837
2003-10-21,422.279
2003-10-22,420.408
2003-10-23,416.979
2003-10-24,416.404
2003-10-27,418.214
2003-10-28,418.336
2003-10-29,420.967
2003-10-30,423.757
2003-10-31,424.616
2003-11-03,425.865
2003-11-04,427.59
2003-11-05,428.928
2003-11-06,427.613
2003-11-07,431.329
2003-11-10,434.763
2003-11-11,430.815
2003-11-12,435.3
2003-11-13,434.376
2003-11-14,431.972
2003-11-17,431.077
2003-11-18,430.996
2003-11-19,432.774
2003-11-20,432.701
2003-11-21,430.063
2003-11-24,427.056
2003-11-25,428.845
2003-11-26,436.09
2003-11-27,435.613
2003-11-28,438.882
2003-12-01,440.769
2003-12-02,443.537
2003-12-03,442.974
2003-12-04,440.997
2003-12-05,442.925
2003-12-08,445.297
2003-12-09,443.121
2003-12-10,442.82
2003-12-11,438.354
2003-12-12,443.135
2003-12-15,443.172
2003-12-16,444.376
2003-12-17,444.176
2003-12-18,447.048
2003-12-19,443.867
2003-12-22,448.414
2003-12-23,452.957
2003-12-24,456.611
2003-12-25,456.611
2003-12-26,459.624
2003-12-29,462.94
2003-12-30,464.044
2003-12-31,470.693
2004-01-01,470.693
2004-01-02,473.108
2004-01-05,478.409
2004-01-06,477.694
2004-01-07,472.013
2004-01-08,473.564
2004-01-09,474.935
2004-01-12,474.177
2004-01-13,474.202
2004-01-14,468.489
2004-01-15,466.765
2004-01-16,469.078
2004-01-19,471.316
2004-01-20,478.156
2004-01-21,474.912
2004-01-22,475.733
2004-01-23,471.112
2004-01-26,468.777
2004-01-27,472.018
2004-01-28,463.232
2004-01-29,455.713
2004-01-30,457.306
2004-02-02,457.835
2004-02-03,458.632
2004-02-04,454.346
2004-02-05,453.339
2004-02-06,460.816
2004-02-09,463.815
2004-02-10,463.563
2004-02-11,464.22
2004-02-12,466.349
2004-02-13,468.779
2004-02-16,469.89
2004-02-17,471.603
2004-02-18,470.148
2004-02-19,464.718
2004-02-20,458.127
2004-02-23,459.337
2004-02-24,463.191
2004-02-25,461.28
2004-02-26,460.322
2004-02-27,463.643
2004-03-01,470.335
2004-03-02,467.032
2004-03-03,465.251
2004-03-04,468.868
2004-03-05,476.629
2004-03-08,473.863
2004-03-09,471.345
2004-03-10,462.564
2004-03-11,460.616
2004-03-12,458.219
2004-03-15,453.714
2004-03-16,454.966
2004-03-17,453.092
2004-03-18,456.506
2004-03-19,459.073
2004-03-22,454.737
2004-03-23,451.722
2004-03-24,447.861
2004-03-25,456.415
2004-03-26,457.697
2004-03-29,463.8
2004-03-30,466.802
2004-03-31,464.626
2004-04-01,468.387
2004-04-02,472.143
2004-04-05,476.227
2004-04-06,477.146
2004-04-07,473.039
2004-04-08,468.028
2004-04-09,468.028
2004-04-12,467.439
2004-04-13,461.44
2004-04-14,450.823
2004-04-15,451.098
2004-04-16,458.976
2004-04-19,457.01
2004-04-20,452.462
2004-04-21,445.291
2004-04-22,450.639
2004-04-23,448.712
2004-04-26,450.429
2004-04-27,447.656
2004-04-28,431.926
2004-04-29,431.798
2004-04-30,432.924
2004-05-03,432.794
2004-05-04,439.321
2004-05-05,440.911
2004-05-06,437.177
2004-05-07,428.199
2004-05-10,420.228
2004-05-11,424.766
2004-05-12,424.22
2004-05-13,420.691
2004-05-14,424.08
2004-05-17,423.205
2004-05-18,422.191
2004-05-19,430.823
2004-05-20,432.713
2004-05-21,435.301
2004-05-24,436.673
2004-05-25,438.38
2004-05-26,439.123
2004-05-27,446.869
2004-05-28,443.992
2004-05-31,445.901
2004-06-01,443.479
2004-06-02,445.915
2004-06-03,444.612
2004-06-04,449.127
2004-06-07,454.379
2004-06-08,454.269
2004-06-09,448.943
2004-06-10,447.811
2004-06-11,446.77
2004-06-14,441.569
2004-06-15,442.455
2004-06-16,444.764
2004-06-17,447.135
2004-06-18,451.112
2004-06-21,451.636
2004-06-22,454.218
2004-06-23,454.474
2004-06-24,460.688
2004-06-25,456.904
2004-06-28,458.558
2004-06-29,459.261
2004-06-30,463.55
2004-07-01,466.508
2004-07-02,465.828
2004-07-05,464.098
2004-07-06,465.073
2004-07-07,467.387
2004-07-08,466.162
2004-07-09,465.905
2004-07-12,464.7
2004-07-13,459.544
2004-07-14,463.485
2004-07-15,462.116
2004-07-16,467.895
2004-07-19,468.421
2004-07-20,467.342
2004-07-21,464.63
2004-07-22,464.404
2004-07-23,460.172
2004-07-26,453.068
2004-07-27,450.733
2004-07-28,455.536
2004-07-29,460.736
2004-07-30,459.49
2004-08-02,458.283
2004-08-03,464.412
2004-08-04,461.79
2004-08-05,456.732
2004-08-06,455.122
2004-08-09,446.161
2004-08-10,451.107
2004-08-11,444.886
2004-08-12,441.49
2004-08-13,447.505
2004-08-16,455.113
2004-08-17,453.43
2004-08-18,452.399
2004-08-19,459.49
2004-08-20,461.091
2004-08-23,458.229
2004-08-24,456.398
2004-08-25,457.815
2004-08-26,456.662
2004-08-27,457.048
2004-08-30,455.423
2004-08-31,458.89
2004-09-01,462.971
2004-09-02,466.115
2004-09-03,463.757
2004-09-06,465.007
2004-09-07,469.665
2004-09-08,467.37
2004-09-09,470.326
2004-09-10,469.915
2004-09-13,469.753
2004-09-14,471.704
2004-09-15,467.877
2004-09-16,473.155
2004-09-17,468.073
2004-09-20,469.62
2004-09-21,477.249
2004-09-22,477.613
2004-09-23,480.487
2004-09-24,480.104
2004-09-27,478.346
2004-09-28,483.811
2004-09-29,486.512
2004-09-30,490.981
2004-10-01,497.299
2004-10-04,494.519
2004-10-05,498.547
2004-10-06,502.592
2004-10-07,502.226
2004-10-08,504.809
2004-10-11,503.179
2004-10-12,499.622
2004-10-13,490.807
2004-10-14,492.175
2004-10-15,493.919
2004-10-18,492.409
2004-10-19,487.385
2004-10-20,493.408
2004-10-21,495.545
2004-10-22,496.252
2004-10-25,503.116
2004-10-26,504.069
2004-10-27,505.492
2004-10-28,502.252
2004-10-29,505.86
2004-11-01,505.511
2004-11-02,504.017
2004-11-03,512.502
2004-11-04,516.29
2004-11-05,520.698
2004-11-08,523.125
2004-11-09,522.702
2004-11-10,522.292
2004-11-11,525.188
2004-11-12,530.709
2004-11-15,530.508
2004-11-16,537.99
2004-11-17,541.231
2004-11-18,533.373
2004-11-19,536.15
2004-11-22,544.406
2004-11-23,544.275
2004-11-24,548.55
2004-11-25,550.644
2004-11-26,552.341
2004-11-29,552.908
2004-11-30,551.133
2004-12-01,556.722
2004-12-02,552.25
2004-12-03,549.884
2004-12-06,547.646
2004-12-07,540.656
2004-12-08,531.586
2004-12-09,530.712
2004-12-10,527.997
2004-12-13,528.984
2004-12-14,527.802
2004-12-15,536.563
2004-12-16,534.011
2004-12-17,536.034
2004-12-20,540.887
2004-12-21,545.453
2004-12-22,544.525
2004-12-23,546.973
2004-12-24,552.335
2004-12-27,555.639
2004-12-28,555.479
2004-12-29,558.31
2004-12-30,564.146
2004-12-31,568.296
2005-01-03,562.08
2005-01-04,549.755
2005-01-05,540.18
2005-01-06,536.614
2005-01-07,537.339
2005-01-10,544.836
2005-01-11,545.078
2005-01-12,552.105
2005-01-13,549.38
2005-01-14,546.777
2005-01-17,548.426
2005-01-18,551.928
2005-01-19,550.84
2005-01-20,545.763
2005-01-21,548.345
2005-01-24,548.272
2005-01-25,543.252
2005-01-26,547.022
2005-01-27,544.953
2005-01-28,542.288
2005-01-31,546.754
2005-02-01,550.983
2005-02-02,554.442
2005-02-03,554.295
2005-02-04,554.623
2005-02-07,550.542
2005-02-08,551.369
2005-02-09,552.09
2005-02-10,559.51
2005-02-11,562.68
2005-02-14,565.498
2005-02-15,564.935
2005-02-16,566.515
2005-02-17,573.4
2005-02-18,574.548
2005-02-21,572.081
2005-02-22,569.37
2005-02-23,565.735
2005-02-24,565.876
2005-02-25,573.022
2005-02-28,577.415
2005-03-01,573.491
2005-03-02,576.351
2005-03-03,578.159
2005-03-04,592.558
2005-03-07,589.609
2005-03-08,597.782
2005-03-09,597.744
2005-03-10,595.028
2005-03-11,597.775
2005-03-14,597.148
2005-03-15,597.999
2005-03-16,593.75
2005-03-17,595.441
2005-03-18,592.767
2005-03-21,586.892
2005-03-22,590.747
2005-03-23,578.122
2005-03-24,577.044
2005-03-25,577.044
2005-03-28,570.461
2005-03-29,567.295
2005-03-30,570.147
2005-03-31,577.324
2005-04-01,576.631
2005-04-04,572.523
2005-04-05,573.224
2005-04-06,572.832
2005-04-07,574.873
2005-04-08,569.086
2005-04-11,566.958
2005-04-12,562.87
2005-04-13,556.699
2005-04-14,546.339
2005-04-15,541.275
2005-04-18,541.318
2005-04-19,550.33
2005-04-20,550.232
2005-04-21,550.987
2005-04-22,550.812
2005-04-25,551.816
2005-04-26,547.638
2005-04-27,540.846
2005-04-28,533.931
2005-04-29,538.679
2005-05-02,536.475
2005-05-03,536.007
2005-05-04,543.413
2005-05-05,543.89
2005-05-06,546.522
2005-05-09,551.327
2005-05-10,545.323
2005-05-11,537.142
2005-05-12,530.59
2005-05-13,523.431
2005-05-16,524.099
2005-05-17,526.842
2005-05-18,535.059
2005-05-19,535.782
2005-05-20,536.53
2005-05-23,539.497
2005-05-24,538.911
2005-05-25,535.501
2005-05-26,540.974
2005-05-27,543.681
2005-05-30,549.645
2005-05-31,549.783
2005-06-01,559.088
2005-06-02,556.647
2005-06-03,557.529
2005-06-06,555.14
2005-06-07,552.283
2005-06-08,555.242
2005-06-09,550.775
2005-06-10,556.997
2005-06-13,558.094
2005-06-14,561.372
2005-06-15,571.46
2005-06-16,575.463
2005-06-17,574.717
2005-06-20,573.733
2005-06-21,571.914
2005-06-22,572.53
2005-06-23,569.71
2005-06-24,568.714
2005-06-27,568.906
2005-06-28,571.968
2005-06-29,574.047
2005-06-30,572.229
2005-07-01,564.85
2005-07-04,565.536
2005-07-05,570.074
2005-07-06,577.873
2005-07-07,580.754
2005-07-08,588.655
2005-07-11,594.534
2005-07-12,596.447
2005-07-13,596.71
2005-07-14,592.823
2005-07-15,592.449
2005-07-18,595.401
2005-07-19,600.771
2005-07-20,602.877
2005-07-21,605.864
2005-07-22,607.269
2005-07-25,602.813
2005-07-26,595.858
2005-07-27,595.044
2005-07-28,597.692
2005-07-29,601.501
2005-08-01,607.948
2005-08-02,616.907
2005-08-03,616.944
2005-08-04,617.465
2005-08-05,609.01
2005-08-08,613.872
2005-08-09,609.964
2005-08-10,613.798
2005-08-11,624.369
2005-08-12,626.424
2005-08-15,625.857
2005-08-16,622.023
2005-08-17,617.523
2005-08-18,607.839
2005-08-19,611.866
2005-08-22,620.425
2005-08-23,623.787
2005-08-24,619.722
2005-08-25,623.932
2005-08-26,621.472
2005-08-29,622.192
2005-08-30,621.4
2005-08-31,630.036
2005-09-01,638.572
2005-09-02,635.532
2005-09-05,634.758
2005-09-06,639.87
2005-09-07,643.654
2005-09-08,645.759
2005-09-09,654.791
2005-09-12,647.483
2005-09-13,647.68
2005-09-14,651.368
2005-09-15,649.876
2005-09-16,656.773
2005-09-19,657.854
2005-09-20,651.148
2005-09-21,653.677
2005-09-22,648.97
2005-09-23,648.157
2005-09-26,652.591
2005-09-27,649.129
2005-09-28,651.178
2005-09-29,658.197
2005-09-30,664.296
2005-10-03,666.712
2005-10-04,659.016
2005-10-05,644.085
2005-10-06,635.873
2005-10-07,644.052
2005-10-10,644.052
2005-10-11,642.798
2005-10-12,637.878
2005-10-13,630.061
2005-10-14,628.888
2005-10-17,636.074
2005-10-18,626.185
2005-10-19,626.497
2005-10-20,619.779
2005-10-21,619.359
2005-10-24,618.134
2005-10-25,625.758
2005-10-26,630.753
2005-10-27,623.301
2005-10-28,623.85
2005-10-31,625.778
2005-11-01,624.479
2005-11-02,633.033
2005-11-03,636.223
2005-11-04,638.309
2005-11-07,636.401
2005-11-08,630.174
