Date,WORLD MID VALUE Mid Cap
2006-06-30,785.005
2006-07-31,789.677
2006-08-31,809.15
2006-09-29,818.983
2006-10-31,851.751
2006-11-30,880.576
2006-12-29,895.754
2007-01-31,918.754
2007-02-28,927.108
2007-03-30,941.246
2007-04-30,973.525
2007-05-31,1000.0
2007-06-29,974.959
2007-07-31,933.834
2007-08-31,924.16
2007-09-28,941.535
2007-10-31,954.251
2007-11-30,895.862
2007-12-31,867.929
2008-01-31,823.579
2008-02-29,814.651
2008-03-31,812.666
2008-04-30,840.082
2008-05-30,860.269
2008-06-30,768.16
2008-07-31,749.205
2008-08-29,751.973
2008-09-30,673.648
2008-10-31,522.47
2008-11-28,498.577
2008-12-31,525.586
2009-01-30,478.323
2009-02-27,418.603
2009-03-31,453.013
2009-04-30,527.288
2009-05-29,572.45
2009-06-30,568.937
2009-07-31,627.386
2009-08-31,670.145
2009-09-30,704.03
2009-10-30,678.869
2009-11-30,697.828
2009-12-31,717.195
2010-01-29,697.642
2010-02-26,711.447
2010-03-31,761.991
2010-04-30,775.18
2010-05-31,701.937
2010-06-30,677.505
2010-07-30,734.119
2010-08-31,703.436
2010-09-30,770.395
2010-10-29,796.624
2010-11-30,777.886
2010-12-31,843.685
2011-01-31,865.733
2011-02-28,894.846
2011-03-31,886.334
2011-04-29,919.407
2011-05-31,902.424
2011-06-30,880.883
2011-07-29,855.246
2011-08-31,796.048
2011-09-30,724.925
2011-10-31,791.263
2011-11-30,767.715
2011-12-30,767.299
2012-01-31,813.451
2012-02-29,849.596
2012-03-30,858.102
2012-04-30,841.206
2012-05-31,759.226
2012-06-29,797.977
2012-07-31,806.445
2012-08-31,826.991
2012-09-28,851.211
2012-10-31,855.818
2012-11-30,869.714
2012-12-31,905.169
2013-01-31,955.987
2013-02-28,962.319
2013-03-29,991.794
2013-04-30,1038.722
2013-05-31,1027.829
2013-06-28,1002.829
2013-07-31,1059.894
2013-08-30,1032.844
2013-09-30,1092.785
2013-10-31,1136.269
2013-11-29,1140.428
2013-12-31,1166.064
2014-01-31,1134.628
2014-02-28,1194.205
2014-03-31,1203.716
2014-04-30,1215.47
2014-05-30,1236.011
2014-06-30,1266.202
2014-07-31,1233.424
2014-08-29,1258.434
2014-09-30,1205.603
2014-10-31,1218.289
2014-11-28,1238.767
2014-12-31,1233.124
2015-01-30,1226.96
2015-02-27,1288.703
2015-03-31,1271.588
2015-04-30,1298.44
2015-05-29,1303.15
2015-06-30,1262.086
2015-07-31,1265.699
2015-08-31,1191.327
2015-09-30,1151.363
2015-10-30,1228.324
2015-11-30,1216.216
2015-12-31,1182.965
2016-01-29,1108.672
2016-02-29,1115.133
2016-03-31,1210.129
2016-04-29,1249.672
2016-05-31,1239.586
2016-06-30,1216.791
2016-07-29,1278.907
2016-08-31,1285.498
2016-09-30,1302.297
2016-10-31,1278.158
2016-11-30,1321.236
2016-12-30,1353.894
2017-01-31,1390.392
2017-02-28,1421.602
2017-03-31,1427.968
2017-04-28,1448.265
2017-05-31,1467.352
2017-06-30,1485.205
2017-07-31,1523.007
2017-08-31,1512.105
2017-09-29,1547.101
2017-10-31,1563.311
2017-11-30,1603.403
2017-12-29,1628.88
2018-01-31,1685.215
2018-02-28,1609.237
2018-03-30,1595.574
2018-04-30,1623.147
2018-05-31,1603.836
2018-06-29,1595.535
2018-07-31,1630.966
2018-08-31,1628.361
2018-09-28,1626.422
2018-10-31,1521.448
2018-11-30,1537.715
2018-12-31,1412.961
2019-01-31,1548.288
2019-02-28,1585.457
2019-03-29,1580.812
2019-04-30,1627.934
2019-05-31,1522.619
2019-06-28,1609.962
2019-07-31,1611.148
2019-08-30,1556.344
2019-09-30,1632.421
2019-10-31,1666.723
2019-11-29,1691.765
2019-12-31,1739.699
2020-01-31,1691.527
2020-02-28,1519.948
2020-03-31,1167.378
2020-04-30,1296.385
2020-05-29,1343.472
2020-06-30,1368.247
2020-07-31,1413.956
2020-08-31,1487.522
2020-09-30,1446.76
2020-10-30,1429.988
2020-11-30,1657.251
2020-12-31,1732.523
2021-01-29,1735.561
2021-02-26,1834.622
2021-03-31,1918.75
2021-04-30,1995.434
2021-05-31,2042.086
2021-06-30,2004.661
2021-07-30,2018.064
2021-08-31,2065.428
2021-09-30,1995.591
2021-10-29,2072.048
2021-11-30,1995.014
2021-12-31,2111.122
2022-01-31,2038.299
2022-02-28,2029.126
2022-03-31,2054.294
2022-04-29,1939.221
2022-05-31,1957.891
2022-06-30,1744.342
2022-07-29,1863.452
2022-08-31,1810.032
2022-09-30,1619.554
2022-10-31,1750.986
2022-11-30,1875.576
2022-12-30,1823.061
2023-01-31,1970.257
2023-02-28,1914.13
2023-03-31,1851.384
2023-04-28,1875.042
2023-05-31,1780.106
2023-06-30,1898.088
2023-07-31,1987.792
2023-08-31,1921.418
2023-09-29,1843.013
2023-10-31,1756.412
2023-11-30,1914.755
2023-12-29,2050.051
2024-01-31,2024.743
2024-02-29,2073.275
2024-03-29,2178.538
2024-04-30,2099.39
2024-05-31,2170.653
2024-06-28,2116.096
2024-07-31,2237.282
2024-08-30,2295.779
2024-09-30,2343.495
2024-10-31,2281.981
2024-11-29,2396.798
2024-12-31,2251.082
2025-01-31,2330.619
2025-02-28,2313.637
2025-03-31,2265.488
2025-04-30,2257.791
2025-05-30,2352.057
2025-06-30,2422.66
2025-07-31,2446.366
