Date,WORLD MID VALUE Mid Cap
2011-03-31,909.373
2011-04-29,943.808
2011-05-31,927.388
2011-06-30,905.865
2011-07-29,879.665
2011-08-31,819.246
2011-09-30,746.472
2011-10-31,814.919
2011-11-30,791.166
2011-12-30,791.224
2012-01-31,838.946
2012-02-29,876.665
2012-03-30,886.107
2012-04-30,869.244
2012-05-31,785.458
2012-06-29,826.335
2012-07-31,835.303
2012-08-31,857.082
2012-09-28,882.752
2012-10-31,887.703
2012-11-30,902.607
2012-12-31,940.152
2013-01-31,993.088
2013-02-28,1000.042
2013-03-29,1031.445
2013-04-30,1081.13
2013-05-31,1070.789
2013-06-28,1045.528
2013-07-31,1105.317
2013-08-30,1077.596
2013-09-30,1140.781
2013-10-31,1186.381
2013-11-29,1191.212
2013-12-31,1218.835
2014-01-31,1186.143
2014-02-28,1248.966
2014-03-31,1259.853
2014-04-30,1272.918
2014-05-30,1295.79
2014-06-30,1328.5
2014-07-31,1294.403
2014-08-29,1321.209
2014-09-30,1266.728
2014-10-31,1280.331
2014-11-28,1302.455
2014-12-31,1297.336
2015-01-30,1291.115
2015-02-27,1356.61
2015-03-31,1339.566
2015-04-30,1368.504
2015-05-29,1374.829
2015-06-30,1332.378
2015-07-31,1336.566
2015-08-31,1258.549
2015-09-30,1217.201
2015-10-30,1298.863
2015-11-30,1286.929
2015-12-31,1252.534
2016-01-29,1174.107
2016-02-29,1181.511
2016-03-31,1283.214
2016-04-29,1326.017
2016-05-31,1316.708
2016-06-30,1293.418
2016-07-29,1359.785
2016-08-31,1367.389
2016-09-30,1386.307
2016-10-31,1360.883
2016-11-30,1407.405
2016-12-30,1443.082
2017-01-31,1482.278
2017-02-28,1516.148
2017-03-31,1524.246
2017-04-28,1546.663
2017-05-31,1568.476
2017-06-30,1588.624
2017-07-31,1629.49
2017-08-31,1618.444
2017-09-29,1657.003
2017-10-31,1674.778
2017-11-30,1718.43
2017-12-29,1746.831
2018-01-31,1807.667
2018-02-28,1726.749
2018-03-30,1713.729
2018-04-30,1744.465
2018-05-31,1725.065
2018-06-29,1717.479
2018-07-31,1756.116
2018-08-31,1754.159
2018-09-28,1753.358
2018-10-31,1640.653
2018-11-30,1659.199
2018-12-31,1525.725
2019-01-31,1672.309
2019-02-28,1713.209
2019-03-29,1709.936
2019-04-30,1761.819
2019-05-31,1649.641
2019-06-28,1745.518
2019-07-31,1747.388
2019-08-30,1688.79
2019-09-30,1772.778
2019-10-31,1810.556
2019-11-29,1839.0
2019-12-31,1892.315
2020-01-31,1840.43
2020-02-28,1654.412
2020-03-31,1272.197
2020-04-30,1413.741
2020-05-29,1466.057
2020-06-30,1494.222
2020-07-31,1544.669
2020-08-31,1625.728
2020-09-30,1582.276
2020-10-30,1564.407
2020-11-30,1813.735
2020-12-31,1897.174
2021-01-29,1900.802
2021-02-26,2009.936
2021-03-31,2103.802
2021-04-30,2188.844
2021-05-31,2241.219
2021-06-30,2201.709
2021-07-30,2217.016
2021-08-31,2270.042
2021-09-30,2194.713
2021-10-29,2279.276
2021-11-30,2195.73
2021-12-31,2324.732
2022-01-31,2245.007
2022-02-28,2235.773
2022-03-31,2265.696
2022-04-29,2139.93
2022-05-31,2162.231
2022-06-30,1927.946
2022-07-29,2060.235
2022-08-31,2002.352
2022-09-30,1793.334
2022-10-31,1939.389
2022-11-30,2078.567
2022-12-30,2021.722
2023-01-31,2185.461
2023-02-28,2124.046
2023-03-31,2056.803
2023-04-28,2084.123
2023-05-31,1980.565
2023-06-30,2113.579
2023-07-31,2214.28
2023-08-31,2141.592
2023-09-29,2055.709
2023-10-31,1959.76
2023-11-30,2137.715
2023-12-29,2290.11
2024-01-31,2262.366
2024-02-29,2317.564
2024-03-29,2437.396
2024-04-30,2350.064
2024-05-31,2432.008
2024-06-28,2372.538
2024-07-31,2509.17
2024-08-30,2576.126
2024-09-30,2631.419
2024-10-31,2563.049
2024-11-29,2693.239
2024-12-31,2531.231
2025-01-31,2621.397
2025-02-28,2603.164
2025-03-31,2551.511
2025-04-30,2543.995
2025-05-30,2652.81
2025-06-30,2734.277
2025-07-31,2761.8
2025-08-29,2865.916
2025-09-30,2890.462
2025-10-31,2873.683
2025-11-28,2942.877
2025-12-31,2974.832
