Date,WORLD MID VALUE Mid Cap
2002-04-23,401.294
2002-04-24,400.912
2002-04-25,401.255
2002-04-26,399.552
2002-04-29,397.93
2002-04-30,400.35
2002-05-01,402.609
2002-05-02,403.852
2002-05-03,405.024
2002-05-06,402.063
2002-05-07,399.823
2002-05-08,403.205
2002-05-09,401.541
2002-05-10,399.769
2002-05-13,401.14
2002-05-14,402.774
2002-05-15,404.063
2002-05-16,404.728
2002-05-17,407.529
2002-05-20,406.638
2002-05-21,405.707
2002-05-22,407.075
2002-05-23,408.77
2002-05-24,408.359
2002-05-27,408.056
2002-05-28,407.693
2002-05-29,406.627
2002-05-30,406.084
2002-05-31,407.249
2002-06-03,402.895
2002-06-04,400.306
2002-06-05,400.347
2002-06-06,396.876
2002-06-07,396.807
2002-06-10,397.09
2002-06-11,394.46
2002-06-12,393.43
2002-06-13,389.938
2002-06-14,385.903
2002-06-17,392.29
2002-06-18,393.247
2002-06-19,390.515
2002-06-20,388.099
2002-06-21,386.187
2002-06-24,383.749
2002-06-25,381.815
2002-06-26,378.8
2002-06-27,381.565
2002-06-28,387.174
2002-07-01,383.275
2002-07-02,376.282
2002-07-03,372.404
2002-07-04,372.779
2002-07-05,381.234
2002-07-08,381.075
2002-07-09,377.455
2002-07-10,368.322
2002-07-11,364.718
2002-07-12,362.881
2002-07-15,358.558
2002-07-16,354.484
2002-07-17,355.51
2002-07-18,353.276
2002-07-19,344.09
2002-07-22,333.958
2002-07-23,324.635
2002-07-24,331.711
2002-07-25,336.403
2002-07-26,334.668
2002-07-29,347.076
2002-07-30,349.854
2002-07-31,351.944
2002-08-01,344.675
2002-08-02,339.51
2002-08-05,331.579
2002-08-06,335.389
2002-08-07,338.411
2002-08-08,345.263
2002-08-09,348.444
2002-08-12,347.796
2002-08-13,344.635
2002-08-14,350.608
2002-08-15,354.376
2002-08-16,353.288
2002-08-19,356.463
2002-08-20,353.769
2002-08-21,357.623
2002-08-22,362.413
2002-08-23,358.353
2002-08-26,361.383
2002-08-27,361.207
2002-08-28,355.587
2002-08-29,353.421
2002-08-30,354.464
2002-09-02,353.616
2002-09-03,345.017
2002-09-04,346.115
2002-09-05,343.329
2002-09-06,346.082
2002-09-09,346.737
2002-09-10,347.524
2002-09-11,348.386
2002-09-12,342.398
2002-09-13,341.816
2002-09-16,339.752
2002-09-17,335.592
2002-09-18,332.69
2002-09-19,327.861
2002-09-20,327.589
2002-09-23,322.741
2002-09-24,316.034
2002-09-25,320.322
2002-09-26,327.791
2002-09-27,323.231
2002-09-30,320.139
2002-10-01,324.198
2002-10-02,318.706
2002-10-03,315.305
2002-10-04,309.994
2002-10-07,302.793
2002-10-08,303.653
2002-10-09,295.067
2002-10-10,303.729
2002-10-11,313.772
2002-10-14,313.386
2002-10-15,325.132
2002-10-16,319.708
2002-10-17,326.325
2002-10-18,326.64
2002-10-21,332.258
2002-10-22,327.31
2002-10-23,327.254
2002-10-24,326.598
2002-10-25,328.497
2002-10-28,328.655
2002-10-29,324.716
2002-10-30,327.698
2002-10-31,329.278
2002-11-01,332.183
2002-11-04,336.023
2002-11-05,337.497
2002-11-06,339.649
2002-11-07,334.887
2002-11-08,331.594
2002-11-11,326.694
2002-11-12,328.82
2002-11-13,326.519
2002-11-14,330.807
2002-11-15,333.47
2002-11-18,332.156
2002-11-19,330.446
2002-11-20,333.413
2002-11-21,340.746
2002-11-22,341.964
2002-11-25,341.893
2002-11-26,337.199
2002-11-27,342.885
2002-11-28,345.12
2002-11-29,346.152
2002-12-02,344.849
2002-12-03,341.398
2002-12-04,339.287
2002-12-05,336.96
2002-12-06,337.627
2002-12-09,333.32
2002-12-10,336.245
2002-12-11,337.712
2002-12-12,337.447
2002-12-13,335.839
2002-12-16,340.213
2002-12-17,339.311
2002-12-18,335.465
2002-12-19,334.561
2002-12-20,338.023
2002-12-23,337.751
2002-12-24,337.459
2002-12-25,337.353
2002-12-26,338.552
2002-12-27,335.034
2002-12-30,338.005
2002-12-31,339.558
2003-01-01,339.558
2003-01-02,346.365
2003-01-03,346.385
2003-01-06,352.742
2003-01-07,348.442
2003-01-08,344.321
2003-01-09,348.69
2003-01-10,349.425
2003-01-13,349.374
2003-01-14,350.902
2003-01-15,348.336
2003-01-16,348.548
2003-01-17,346.643
2003-01-20,345.861
2003-01-21,341.795
2003-01-22,338.651
2003-01-23,340.893
2003-01-24,336.649
2003-01-27,329.356
2003-01-28,331.131
2003-01-29,330.622
2003-01-30,328.733
2003-01-31,331.177
2003-02-03,333.737
2003-02-04,330.889
2003-02-05,330.746
2003-02-06,327.828
2003-02-07,325.232
2003-02-10,325.436
2003-02-11,324.402
2003-02-12,321.33
2003-02-13,321.323
2003-02-14,324.572
2003-02-17,326.161
2003-02-18,329.799
2003-02-19,327.975
2003-02-20,326.858
2003-02-21,329.215
2003-02-24,325.791
2003-02-25,323.084
2003-02-26,321.138
2003-02-27,322.953
2003-02-28,325.27
2003-03-03,325.701
2003-03-04,321.599
2003-03-05,322.47
2003-03-06,320.744
2003-03-07,319.653
2003-03-10,314.12
2003-03-11,311.342
2003-03-12,308.724
2003-03-13,315.639
2003-03-14,316.991
2003-03-17,323.377
2003-03-18,325.114
2003-03-19,326.358
2003-03-20,328.032
2003-03-21,333.777
2003-03-24,326.849
2003-03-25,329.302
2003-03-26,329.323
2003-03-27,328.89
2003-03-28,327.83
2003-03-31,324.189
2003-04-01,326.458
2003-04-02,331.319
2003-04-03,329.966
2003-04-04,331.146
2003-04-07,334.177
2003-04-08,331.981
2003-04-09,330.23
2003-04-10,331.842
2003-04-11,330.868
2003-04-14,334.706
2003-04-15,338.321
2003-04-16,336.89
2003-04-17,340.34
2003-04-18,340.398
2003-04-21,340.379
2003-04-22,345.417
2003-04-23,347.999
2003-04-24,346.296
2003-04-25,342.248
2003-04-28,346.773
2003-04-29,347.716
2003-04-30,351.028
2003-05-01,351.317
2003-05-02,354.323
2003-05-05,356.035
2003-05-06,360.738
2003-05-07,359.645
2003-05-08,357.119
2003-05-09,361.036
2003-05-12,364.114
2003-05-13,364.301
2003-05-14,364.91
2003-05-15,366.329
2003-05-16,368.36
2003-05-19,362.23
2003-05-20,362.44
2003-05-21,363.437
2003-05-22,366.411
2003-05-23,369.517
2003-05-26,370.042
2003-05-27,372.862
2003-05-28,373.347
2003-05-29,373.3
2003-05-30,377.992
2003-06-02,381.448
2003-06-03,380.227
2003-06-04,384.224
2003-06-05,387.479
2003-06-06,388.105
2003-06-09,384.263
2003-06-10,385.367
2003-06-11,390.786
2003-06-12,391.611
2003-06-13,388.574
2003-06-16,394.132
2003-06-17,394.739
2003-06-18,392.6
2003-06-19,388.317
2003-06-20,388.823
2003-06-23,384.399
2003-06-24,382.634
2003-06-25,383.387
2003-06-26,383.469
2003-06-27,383.156
2003-06-30,382.273
2003-07-01,383.575
2003-07-02,388.039
2003-07-03,388.245
2003-07-04,387.683
2003-07-07,392.522
2003-07-08,392.727
2003-07-09,391.72
2003-07-10,388.053
2003-07-11,389.641
2003-07-14,392.708
2003-07-15,390.13
2003-07-16,387.807
2003-07-17,384.576
2003-07-18,387.922
2003-07-21,386.417
2003-07-22,388.423
2003-07-23,389.584
2003-07-24,391.532
2003-07-25,394.801
2003-07-28,395.142
2003-07-29,393.93
2003-07-30,392.548
2003-07-31,393.104
2003-08-01,391.525
2003-08-04,390.883
2003-08-05,388.1
2003-08-06,387.313
2003-08-07,389.304
2003-08-08,390.624
2003-08-11,391.701
2003-08-12,394.397
2003-08-13,394.896
2003-08-14,398.109
2003-08-15,398.032
2003-08-18,400.184
2003-08-19,401.473
2003-08-20,403.92
2003-08-21,405.573
2003-08-22,402.132
2003-08-25,401.723
2003-08-26,400.65
2003-08-27,401.05
2003-08-28,403.27
2003-08-29,406.104
2003-09-01,408.548
2003-09-02,410.823
2003-09-03,413.394
2003-09-04,413.191
2003-09-05,412.668
2003-09-08,415.71
2003-09-09,414.086
2003-09-10,409.764
2003-09-11,410.055
2003-09-12,412.392
2003-09-15,412.489
2003-09-16,415.823
2003-09-17,415.952
2003-09-18,420.861
2003-09-19,421.955
2003-09-22,419.007
2003-09-23,420.311
2003-09-24,417.469
2003-09-25,413.792
2003-09-26,411.182
2003-09-29,413.268
2003-09-30,411.42
2003-10-01,419.118
2003-10-02,422.48
2003-10-03,427.037
2003-10-06,428.725
2003-10-07,430.066
2003-10-08,429.7
2003-10-09,431.527
2003-10-10,432.803
2003-10-13,435.582
2003-10-14,436.961
2003-10-15,436.87
2003-10-16,438.4
2003-10-17,435.048
2003-10-20,435.59
2003-10-21,434.974
2003-10-22,431.58
2003-10-23,429.261
2003-10-24,429.32
2003-10-27,432.769
2003-10-28,435.649
2003-10-29,438.308
2003-10-30,440.614
2003-10-31,439.742
2003-11-03,441.288
2003-11-04,442.343
2003-11-05,441.735
2003-11-06,441.782
2003-11-07,443.456
2003-11-10,441.686
2003-11-11,439.054
2003-11-12,442.488
2003-11-13,444.84
2003-11-14,444.154
2003-11-17,437.615
2003-11-18,436.624
2003-11-19,436.927
2003-11-20,435.692
2003-11-21,437.102
2003-11-24,440.596
2003-11-25,443.962
2003-11-26,447.438
2003-11-27,447.735
2003-11-28,447.412
2003-12-01,453.376
2003-12-02,454.745
2003-12-03,455.352
2003-12-04,455.818
2003-12-05,455.001
2003-12-08,457.248
2003-12-09,456.484
2003-12-10,453.339
2003-12-11,455.491
2003-12-12,458.567
2003-12-15,457.727
2003-12-16,458.31
2003-12-17,458.797
2003-12-18,462.746
2003-12-19,463.1
2003-12-22,465.297
2003-12-23,466.695
2003-12-24,467.322
2003-12-25,467.246
2003-12-26,468.111
2003-12-29,472.076
2003-12-30,474.471
2003-12-31,475.347
2004-01-01,475.347
2004-01-02,475.299
2004-01-05,480.16
2004-01-06,481.136
2004-01-07,480.527
2004-01-08,482.434
2004-01-09,482.925
2004-01-12,483.315
2004-01-13,482.817
2004-01-14,485.539
2004-01-15,484.031
2004-01-16,484.975
2004-01-19,485.287
2004-01-20,487.804
2004-01-21,491.505
2004-01-22,492.342
2004-01-23,491.824
2004-01-26,491.529
2004-01-27,490.568
2004-01-28,486.814
2004-01-29,482.863
2004-01-30,483.829
2004-02-02,485.81
2004-02-03,486.762
2004-02-04,482.489
2004-02-05,483.75
2004-02-06,489.831
2004-02-09,491.857
2004-02-10,494.146
2004-02-11,497.647
2004-02-12,499.897
2004-02-13,498.583
2004-02-16,499.507
2004-02-17,503.892
2004-02-18,502.995
2004-02-19,501.777
2004-02-20,497.548
2004-02-23,497.947
2004-02-24,496.669
2004-02-25,497.79
2004-02-26,497.732
2004-02-27,501.27
2004-03-01,508.214
2004-03-02,505.96
2004-03-03,504.667
2004-03-04,506.317
2004-03-05,511.268
2004-03-08,509.183
2004-03-09,506.484
2004-03-10,498.259
2004-03-11,489.912
2004-03-12,493.255
2004-03-15,488.993
2004-03-16,493.006
2004-03-17,499.281
2004-03-18,500.949
2004-03-19,498.138
2004-03-22,492.311
2004-03-23,492.278
2004-03-24,490.678
2004-03-25,496.639
2004-03-26,496.696
2004-03-29,502.261
2004-03-30,504.034
2004-03-31,508.275
2004-04-01,512.349
2004-04-02,512.775
2004-04-05,512.418
2004-04-06,511.538
2004-04-07,511.443
2004-04-08,510.497
2004-04-09,509.846
2004-04-12,510.074
2004-04-13,504.338
2004-04-14,499.506
2004-04-15,498.73
2004-04-16,504.204
2004-04-19,503.461
2004-04-20,500.334
2004-04-21,498.941
2004-04-22,505.331
2004-04-23,504.835
2004-04-26,505.402
2004-04-27,506.295
2004-04-28,500.746
2004-04-29,496.095
2004-04-30,493.544
2004-05-03,496.367
2004-05-04,499.425
2004-05-05,501.987
2004-05-06,495.727
2004-05-07,485.383
2004-05-10,472.248
2004-05-11,476.225
2004-05-12,478.586
2004-05-13,478.044
2004-05-14,478.674
2004-05-17,473.294
2004-05-18,477.137
2004-05-19,481.588
2004-05-20,480.319
2004-05-21,484.771
2004-05-24,487.28
2004-05-25,492.806
2004-05-26,496.232
2004-05-27,500.812
2004-05-28,502.952
2004-05-31,503.003
2004-06-01,502.499
2004-06-02,504.783
2004-06-03,501.079
2004-06-04,504.191
2004-06-07,512.237
2004-06-08,512.209
2004-06-09,507.602
2004-06-10,509.614
2004-06-11,507.901
2004-06-14,503.174
2004-06-15,506.486
2004-06-16,508.55
2004-06-17,510.529
2004-06-18,512.35
2004-06-21,513.692
2004-06-22,514.147
2004-06-23,518.257
2004-06-24,520.276
2004-06-25,519.82
2004-06-28,521.724
2004-06-29,519.987
2004-06-30,523.047
2004-07-01,520.64
2004-07-02,520.363
2004-07-05,518.546
2004-07-06,516.147
2004-07-07,517.836
2004-07-08,514.655
2004-07-09,516.908
2004-07-12,518.293
2004-07-13,517.908
2004-07-14,517.752
2004-07-15,516.595
2004-07-16,518.758
2004-07-19,519.226
2004-07-20,519.819
2004-07-21,515.317
2004-07-22,512.175
2004-07-23,508.149
2004-07-26,506.033
2004-07-27,507.245
2004-07-28,508.305
2004-07-29,511.179
2004-07-30,512.987
2004-08-02,514.429
2004-08-03,513.618
2004-08-04,511.084
2004-08-05,507.069
2004-08-06,503.227
2004-08-09,502.013
2004-08-10,506.835
2004-08-11,504.883
2004-08-12,501.96
2004-08-13,501.963
2004-08-16,507.067
2004-08-17,508.003
2004-08-18,511.637
2004-08-19,512.414
2004-08-20,514.286
2004-08-23,513.896
2004-08-24,513.404
2004-08-25,515.908
2004-08-26,517.796
2004-08-27,518.934
2004-08-30,517.169
2004-08-31,519.309
2004-09-01,521.759
2004-09-02,525.196
2004-09-03,523.757
2004-09-06,525.851
2004-09-07,529.256
2004-09-08,527.391
2004-09-09,525.742
2004-09-10,527.944
2004-09-13,529.569
2004-09-14,530.075
2004-09-15,525.627
2004-09-16,528.894
2004-09-17,529.96
2004-09-20,528.013
2004-09-21,531.876
2004-09-22,528.075
2004-09-23,526.812
2004-09-24,527.686
2004-09-27,525.33
2004-09-28,528.286
2004-09-29,530.981
2004-09-30,535.655
2004-10-01,541.984
2004-10-04,543.009
2004-10-05,543.537
2004-10-06,545.799
2004-10-07,542.373
2004-10-08,543.678
2004-10-11,543.997
2004-10-12,540.534
2004-10-13,536.835
2004-10-14,535.163
2004-10-15,537.773
2004-10-18,537.787
2004-10-19,537.252
2004-10-20,537.465
2004-10-21,539.717
2004-10-22,539.26
2004-10-25,539.544
2004-10-26,544.176
2004-10-27,548.099
2004-10-28,548.834
2004-10-29,550.235
2004-11-01,551.724
2004-11-02,552.84
2004-11-03,558.314
2004-11-04,565.255
2004-11-05,567.289
2004-11-08,567.392
2004-11-09,567.676
2004-11-10,569.488
2004-11-11,572.873
2004-11-12,578.429
2004-11-15,579.173
2004-11-16,577.354
2004-11-17,581.054
2004-11-18,580.737
2004-11-19,579.286
2004-11-22,580.771
2004-11-23,582.615
2004-11-24,587.082
2004-11-25,590.152
2004-11-26,591.411
2004-11-29,590.922
2004-11-30,588.957
2004-12-01,593.24
2004-12-02,592.743
2004-12-03,595.302
2004-12-06,594.621
2004-12-07,589.602
2004-12-08,586.557
2004-12-09,586.065
2004-12-10,585.957
2004-12-13,591.591
2004-12-14,593.773
2004-12-15,600.257
2004-12-16,597.295
2004-12-17,597.31
2004-12-20,600.602
2004-12-21,603.623
2004-12-22,605.785
2004-12-23,607.323
2004-12-24,609.179
2004-12-27,608.598
2004-12-28,611.782
2004-12-29,611.903
2004-12-30,614.508
2004-12-31,614.702
2005-01-03,608.755
2005-01-04,602.094
2005-01-05,596.25
2005-01-06,597.169
2005-01-07,596.436
2005-01-10,598.675
2005-01-11,597.958
2005-01-12,601.214
2005-01-13,599.879
2005-01-14,602.153
2005-01-17,603.444
2005-01-18,605.563
2005-01-19,604.443
2005-01-20,599.031
2005-01-21,598.213
2005-01-24,597.075
2005-01-25,596.035
2005-01-26,600.877
2005-01-27,600.894
2005-01-28,599.057
2005-01-31,605.86
2005-02-01,608.658
2005-02-02,613.117
2005-02-03,611.607
2005-02-04,617.473
2005-02-07,615.894
2005-02-08,614.737
2005-02-09,612.588
2005-02-10,615.552
2005-02-11,619.157
2005-02-14,622.185
2005-02-15,624.377
2005-02-16,623.758
2005-02-17,623.48
2005-02-18,624.273
2005-02-21,623.377
2005-02-22,618.716
2005-02-23,618.027
2005-02-24,622.045
2005-02-25,629.582
2005-02-28,629.778
2005-03-01,631.874
2005-03-02,630.235
2005-03-03,632.05
2005-03-04,640.781
2005-03-07,641.616
2005-03-08,642.006
2005-03-09,636.984
2005-03-10,635.943
2005-03-11,636.867
2005-03-14,637.986
2005-03-15,636.299
2005-03-16,632.993
2005-03-17,633.409
2005-03-18,631.358
2005-03-21,628.716
2005-03-22,626.159
2005-03-23,620.076
2005-03-24,620.828
2005-03-25,621.029
2005-03-28,619.773
2005-03-29,614.098
2005-03-30,619.198
2005-03-31,623.871
2005-04-01,624.65
2005-04-04,620.579
2005-04-05,622.912
2005-04-06,625.177
2005-04-07,627.454
2005-04-08,624.103
2005-04-11,626.088
2005-04-12,626.033
2005-04-13,622.077
2005-04-14,612.453
2005-04-15,603.144
2005-04-18,601.365
2005-04-19,608.665
2005-04-20,604.25
2005-04-21,609.23
2005-04-22,611.09
2005-04-25,614.487
2005-04-26,608.939
2005-04-27,605.659
2005-04-28,600.901
2005-04-29,606.476
2005-05-02,608.568
2005-05-03,608.412
2005-05-04,615.23
2005-05-05,615.559
2005-05-06,616.285
2005-05-09,618.336
2005-05-10,614.464
2005-05-11,614.897
2005-05-12,607.42
2005-05-13,602.273
2005-05-16,603.691
2005-05-17,606.593
2005-05-18,612.715
2005-05-19,615.835
2005-05-20,614.641
2005-05-23,618.868
2005-05-24,618.065
2005-05-25,615.015
2005-05-26,617.629
2005-05-27,620.259
2005-05-30,621.231
2005-05-31,619.73
2005-06-01,623.759
2005-06-02,623.604
2005-06-03,622.465
2005-06-06,623.68
2005-06-07,625.249
2005-06-08,626.016
2005-06-09,624.471
2005-06-10,625.375
2005-06-13,625.917
2005-06-14,629.18
2005-06-15,631.213
2005-06-16,634.649
2005-06-17,640.154
2005-06-20,637.656
2005-06-21,637.733
2005-06-22,638.363
2005-06-23,635.275
2005-06-24,631.244
2005-06-27,629.919
2005-06-28,634.673
2005-06-29,635.439
2005-06-30,634.213
2005-07-01,635.413
2005-07-04,634.621
2005-07-05,636.826
2005-07-06,636.171
2005-07-07,634.768
2005-07-08,640.421
2005-07-11,646.854
2005-07-12,649.391
2005-07-13,647.992
2005-07-14,647.972
2005-07-15,647.144
2005-07-18,647.886
2005-07-19,650.09
2005-07-20,653.34
2005-07-21,654.122
2005-07-22,656.697
2005-07-25,654.445
2005-07-26,654.385
2005-07-27,656.884
2005-07-28,661.888
2005-07-29,661.155
2005-08-01,662.929
2005-08-02,668.065
2005-08-03,670.312
2005-08-04,666.134
2005-08-05,658.01
2005-08-08,657.195
2005-08-09,659.553
2005-08-10,665.225
2005-08-11,670.034
2005-08-12,669.154
2005-08-15,669.395
2005-08-16,664.478
2005-08-17,663.045
2005-08-18,658.508
2005-08-19,659.724
2005-08-22,664.821
2005-08-23,662.529
2005-08-24,660.575
2005-08-25,661.799
2005-08-26,660.494
2005-08-29,660.342
2005-08-30,658.005
2005-08-31,666.235
2005-09-01,673.509
2005-09-02,674.432
2005-09-05,675.534
2005-09-06,679.595
2005-09-07,680.887
2005-09-08,677.793
2005-09-09,684.469
2005-09-12,683.87
2005-09-13,679.966
2005-09-14,681.317
2005-09-15,681.154
2005-09-16,683.516
2005-09-19,680.763
2005-09-20,679.89
2005-09-21,675.222
2005-09-22,673.7
2005-09-23,673.681
2005-09-26,677.19
2005-09-27,675.558
2005-09-28,678.94
2005-09-29,685.159
2005-09-30,687.26
2005-10-03,685.902
2005-10-04,681.489
2005-10-05,670.816
2005-10-06,664.686
2005-10-07,666.193
2005-10-10,661.565
2005-10-11,661.328
2005-10-12,656.707
2005-10-13,650.953
2005-10-14,655.951
2005-10-17,657.506
2005-10-18,650.238
2005-10-19,650.985
2005-10-20,647.154
2005-10-21,648.247
2005-10-24,657.652
2005-10-25,659.913
2005-10-26,658.965
2005-10-27,654.423
2005-10-28,659.598
2005-10-31,667.662
2005-11-01,668.761
2005-11-02,675.124
2005-11-03,677.097
2005-11-04,674.066
2005-11-07,674.897
2005-11-08,672.007
2005-11-09,672.695
2005-11-10,675.349
