Date,DENMARK SMALL GROWTH Small Cap
2006-08-31,763.458
2006-09-29,799.408
2006-10-31,828.561
2006-11-30,885.588
2006-12-29,935.038
2007-01-31,933.007
2007-02-28,904.831
2007-03-30,924.486
2007-04-30,981.687
2007-05-31,1000.0
2007-06-29,986.189
2007-07-31,992.38
2007-08-31,952.909
2007-09-28,979.108
2007-10-31,1013.624
2007-11-30,849.392
2007-12-31,822.359
2008-01-31,699.16
2008-02-29,727.194
2008-03-31,711.956
2008-04-30,734.223
2008-05-30,758.0
2008-06-30,668.482
2008-07-31,662.343
2008-08-29,627.747
2008-09-30,450.055
2008-10-31,330.791
2008-11-28,305.727
2008-12-31,293.217
2009-01-30,307.507
2009-02-27,267.533
2009-03-31,263.367
2009-04-30,325.552
2009-05-29,378.597
2009-06-30,363.482
2009-07-31,411.483
2009-08-31,451.936
2009-09-30,464.353
2009-10-30,451.926
2009-11-30,457.355
2009-12-31,478.245
2010-01-29,475.463
2010-02-26,458.138
2010-03-31,483.658
2010-04-30,519.948
2010-05-31,429.667
2010-06-30,414.555
2010-07-30,462.663
2010-08-31,400.58
2010-09-30,476.455
2010-10-29,497.097
2010-11-30,492.091
2010-12-31,549.013
2011-01-31,550.089
2011-02-28,548.157
2011-03-31,551.225
2011-04-29,590.08
2011-05-31,571.357
2011-06-30,567.077
2011-07-29,537.068
2011-08-31,458.259
2011-09-30,407.534
2011-10-31,463.083
2011-11-30,456.826
2011-12-30,440.735
2012-01-31,502.34
2012-02-29,537.122
2012-03-30,527.646
2012-04-30,540.314
2012-05-31,486.921
2012-06-29,494.211
2012-07-31,514.593
2012-08-31,540.969
2012-09-28,574.243
2012-10-31,586.58
2012-11-30,578.863
2012-12-31,593.493
2013-01-31,642.816
2013-02-28,678.679
2013-03-29,677.616
2013-04-30,692.243
2013-05-31,700.061
2013-06-28,671.863
2013-07-31,716.307
2013-08-30,715.508
2013-09-30,767.721
2013-10-31,802.823
2013-11-29,831.843
2013-12-31,863.36
2014-01-31,879.963
2014-02-28,965.571
2014-03-31,982.939
2014-04-30,1015.633
2014-05-30,1107.322
2014-06-30,1116.394
2014-07-31,1060.609
2014-08-29,1034.312
2014-09-30,988.18
2014-10-31,1018.792
2014-11-28,1022.129
2014-12-31,1053.523
2015-01-30,1056.254
2015-02-27,1123.609
2015-03-31,1135.924
2015-04-30,1173.362
2015-05-29,1191.294
2015-06-30,1175.385
2015-07-31,1239.199
2015-08-31,1185.854
2015-09-30,1210.137
2015-10-30,1249.269
2015-11-30,1354.752
2015-12-31,1397.666
2016-01-29,1327.354
2016-02-29,1309.733
2016-03-31,1396.765
2016-04-29,1384.601
2016-05-31,1463.808
2016-06-30,1346.723
2016-07-29,1405.609
2016-08-31,1470.579
2016-09-30,1510.953
2016-10-31,1434.922
2016-11-30,1311.437
2016-12-30,1373.826
2017-01-31,1452.272
2017-02-28,1473.067
2017-03-31,1565.268
2017-04-28,1684.433
2017-05-31,1813.068
2017-06-30,1819.19
2017-07-31,1913.534
2017-08-31,2014.554
2017-09-29,2016.928
2017-10-31,2062.877
2017-11-30,2017.288
2017-12-29,2048.724
2018-01-31,2198.243
2018-02-28,2190.748
2018-03-30,2217.977
2018-04-30,2274.327
2018-05-31,2454.752
2018-06-29,2632.713
2018-07-31,2801.825
2018-08-31,2813.217
2018-09-28,2569.237
2018-10-31,2243.237
2018-11-30,2019.227
2018-12-31,2055.068
2019-01-31,2265.034
2019-02-28,2311.848
2019-03-29,2309.965
2019-04-30,2462.244
2019-05-31,2220.296
2019-06-28,2259.191
2019-07-31,2208.451
2019-08-30,2149.706
2019-09-30,2111.24
2019-10-31,2128.558
2019-11-29,2330.653
2019-12-31,2413.798
2020-01-31,2456.763
2020-02-28,2423.652
2020-03-31,2116.353
2020-04-30,2371.418
2020-05-29,2684.821
2020-06-30,2688.973
2020-07-31,3035.534
2020-08-31,3388.363
2020-09-30,3371.474
2020-10-30,3198.936
2020-11-30,3498.957
2020-12-31,3851.613
2021-01-29,3536.246
2021-02-26,3578.708
2021-03-31,3680.831
2021-04-30,4046.492
2021-05-31,4257.58
2021-06-30,4204.23
2021-07-30,4449.209
2021-08-31,4509.082
2021-09-30,4142.275
2021-10-29,4196.269
2021-11-30,3899.498
2021-12-31,4003.948
2022-01-31,3493.148
2022-02-28,3353.12
2022-03-31,3291.841
2022-04-29,3069.664
2022-05-31,3184.248
2022-06-30,2851.381
2022-07-29,3124.929
2022-08-31,2875.115
2022-09-30,2473.833
2022-10-31,2675.585
2022-11-30,2936.522
2022-12-30,2982.681
2023-01-31,3057.305
2023-02-28,3024.783
2023-03-31,3088.006
2023-04-28,3279.395
2023-05-31,3205.247
2023-06-30,3335.787
2023-07-31,3258.957
2023-08-31,3110.633
2023-09-29,2963.794
2023-10-31,2742.461
2023-11-30,3121.359
2023-12-29,3367.586
2024-01-31,3509.986
2024-02-29,3778.823
2024-03-29,3845.652
2024-04-30,3797.816
2024-05-31,4172.245
2024-06-28,4167.905
2024-07-31,4302.194
2024-08-30,4385.316
2024-09-30,4387.869
2024-10-31,4149.637
2024-11-29,3952.03
2024-12-31,3798.795
2025-01-31,3916.54
2025-02-28,3924.741
2025-03-31,3835.676
2025-04-30,4175.281
2025-05-30,4363.626
2025-06-30,4422.506
2025-07-31,4465.893
2025-08-29,4682.402
2025-09-30,4815.825
