Date,DENMARK SMALL GROWTH Small Cap
2002-01-10,267.025
2002-01-11,267.335
2002-01-14,266.132
2002-01-15,264.688
2002-01-16,260.565
2002-01-17,259.928
2002-01-18,262.759
2002-01-21,262.443
2002-01-22,262.66
2002-01-23,264.171
2002-01-24,265.257
2002-01-25,257.172
2002-01-28,257.278
2002-01-29,255.618
2002-01-30,254.885
2002-01-31,257.838
2002-02-01,258.715
2002-02-04,259.987
2002-02-05,260.218
2002-02-06,258.821
2002-02-07,259.368
2002-02-08,262.739
2002-02-11,266.05
2002-02-12,264.304
2002-02-13,259.561
2002-02-14,260.491
2002-02-15,262.672
2002-02-18,263.706
2002-02-19,265.703
2002-02-20,266.125
2002-02-21,264.633
2002-02-22,265.098
2002-02-25,266.707
2002-02-26,270.556
2002-02-27,269.847
2002-02-28,268.896
2002-03-01,267.095
2002-03-04,271.828
2002-03-05,270.468
2002-03-06,268.962
2002-03-07,270.196
2002-03-08,273.593
2002-03-11,274.276
2002-03-12,275.341
2002-03-13,276.621
2002-03-14,283.067
2002-03-15,281.462
2002-03-18,284.479
2002-03-19,285.224
2002-03-20,286.23
2002-03-21,283.987
2002-03-22,287.104
2002-03-25,285.104
2002-03-26,286.083
2002-03-27,285.227
2002-03-28,285.088
2002-03-29,285.088
2002-04-01,287.436
2002-04-02,288.767
2002-04-03,286.804
2002-04-04,287.066
2002-04-05,286.83
2002-04-08,283.605
2002-04-09,283.698
2002-04-10,284.193
2002-04-11,284.156
2002-04-12,283.57
2002-04-15,285.747
2002-04-16,288.046
2002-04-17,287.741
2002-04-18,283.974
2002-04-19,284.733
2002-04-22,284.471
2002-04-23,286.304
2002-04-24,286.083
2002-04-25,284.958
2002-04-26,284.957
2002-04-29,286.142
2002-04-30,294.269
2002-05-01,300.486
2002-05-02,301.658
2002-05-03,305.187
2002-05-06,306.989
2002-05-07,307.713
2002-05-08,309.858
2002-05-09,309.79
2002-05-10,311.207
2002-05-13,309.328
2002-05-14,306.958
2002-05-15,308.577
2002-05-16,307.258
2002-05-17,312.389
2002-05-20,312.493
2002-05-21,312.734
2002-05-22,309.9
2002-05-23,308.552
2002-05-24,309.211
2002-05-27,307.417
2002-05-28,309.255
2002-05-29,307.521
2002-05-30,312.599
2002-05-31,315.866
2002-06-03,318.61
2002-06-04,312.326
2002-06-05,310.366
2002-06-06,320.102
2002-06-07,313.354
2002-06-10,313.304
2002-06-11,313.25
2002-06-12,313.794
2002-06-13,307.677
2002-06-14,299.804
2002-06-17,301.954
2002-06-18,301.265
2002-06-19,295.333
2002-06-20,289.218
2002-06-21,290.433
2002-06-24,285.53
2002-06-25,293.586
2002-06-26,294.306
2002-06-27,299.799
2002-06-28,304.296
2002-07-01,307.012
2002-07-02,304.077
2002-07-03,295.104
2002-07-04,295.993
2002-07-05,302.164
2002-07-08,306.411
2002-07-09,303.166
2002-07-10,298.138
2002-07-11,290.827
2002-07-12,293.876
2002-07-15,294.014
2002-07-16,292.613
2002-07-17,296.762
2002-07-18,296.398
2002-07-19,293.578
2002-07-22,284.758
2002-07-23,270.798
2002-07-24,252.285
2002-07-25,267.197
2002-07-26,265.268
2002-07-29,270.416
2002-07-30,269.889
2002-07-31,266.502
2002-08-01,268.264
2002-08-02,267.756
2002-08-05,261.011
2002-08-06,254.677
2002-08-07,259.77
2002-08-08,261.038
2002-08-09,261.716
2002-08-12,261.938
2002-08-13,261.537
2002-08-14,260.588
2002-08-15,263.319
2002-08-16,261.844
2002-08-19,264.536
2002-08-20,263.689
2002-08-21,269.55
2002-08-22,259.376
2002-08-23,252.419
2002-08-26,251.816
2002-08-27,253.61
2002-08-28,248.623
2002-08-29,250.098
2002-08-30,251.64
2002-09-02,253.035
2002-09-03,250.696
2002-09-04,248.544
2002-09-05,246.804
2002-09-06,250.166
2002-09-09,246.012
2002-09-10,245.737
2002-09-11,245.022
2002-09-12,241.565
2002-09-13,239.343
2002-09-16,232.817
2002-09-17,232.551
2002-09-18,228.596
2002-09-19,224.469
2002-09-20,230.563
2002-09-23,227.004
2002-09-24,220.979
2002-09-25,218.911
2002-09-26,220.275
2002-09-27,225.696
2002-09-30,224.127
2002-10-01,219.627
2002-10-02,222.772
2002-10-03,218.594
2002-10-04,218.1
2002-10-07,216.393
2002-10-08,214.974
2002-10-09,208.37
2002-10-10,207.327
2002-10-11,212.753
2002-10-14,210.931
2002-10-15,218.989
2002-10-16,215.369
2002-10-17,215.776
2002-10-18,216.271
2002-10-21,217.659
2002-10-22,219.797
2002-10-23,217.51
2002-10-24,219.012
2002-10-25,216.236
2002-10-28,222.695
2002-10-29,214.411
2002-10-30,217.381
2002-10-31,222.875
2002-11-01,220.716
2002-11-04,224.371
2002-11-05,226.941
2002-11-06,224.206
2002-11-07,221.136
2002-11-08,221.22
2002-11-11,221.11
2002-11-12,220.982
2002-11-13,217.865
2002-11-14,216.961
2002-11-15,219.624
2002-11-18,222.69
2002-11-19,220.857
2002-11-20,214.669
2002-11-21,216.591
2002-11-22,218.892
2002-11-25,217.697
2002-11-26,216.026
2002-11-27,205.619
2002-11-28,207.335
2002-11-29,208.785
2002-12-02,209.988
2002-12-03,208.373
2002-12-04,208.253
2002-12-05,206.809
2002-12-06,207.508
2002-12-09,207.991
2002-12-10,209.731
2002-12-11,212.404
2002-12-12,213.538
2002-12-13,213.057
2002-12-16,214.892
2002-12-17,216.235
2002-12-18,213.714
2002-12-19,209.694
2002-12-20,208.083
2002-12-23,210.103
2002-12-24,210.984
2002-12-25,210.984
2002-12-26,211.506
2002-12-27,212.992
2002-12-30,214.617
2002-12-31,215.413
2003-01-01,215.413
2003-01-02,217.669
2003-01-03,218.79
2003-01-06,220.809
2003-01-07,219.079
2003-01-08,215.333
2003-01-09,218.333
2003-01-10,219.76
2003-01-13,218.72
2003-01-14,219.009
2003-01-15,218.222
2003-01-16,218.887
2003-01-17,217.679
2003-01-20,216.176
2003-01-21,213.529
2003-01-22,210.685
2003-01-23,205.315
2003-01-24,206.994
2003-01-27,201.915
2003-01-28,199.396
2003-01-29,198.156
2003-01-30,197.967
2003-01-31,195.662
2003-02-03,196.809
2003-02-04,192.394
2003-02-05,190.178
2003-02-06,192.7
2003-02-07,193.759
2003-02-10,190.753
2003-02-11,187.836
2003-02-12,186.265
2003-02-13,186.871
2003-02-14,186.931
2003-02-17,185.482
2003-02-18,186.037
2003-02-19,187.074
2003-02-20,182.956
2003-02-21,181.507
2003-02-24,177.792
2003-02-25,173.666
2003-02-26,173.193
2003-02-27,172.393
2003-02-28,176.164
2003-03-03,178.66
2003-03-04,178.991
2003-03-05,179.217
2003-03-06,174.553
2003-03-07,174.566
2003-03-10,174.887
2003-03-11,172.979
2003-03-12,176.952
2003-03-13,178.976
2003-03-14,184.795
2003-03-17,183.665
2003-03-18,184.116
2003-03-19,183.519
2003-03-20,183.458
2003-03-21,188.536
2003-03-24,189.106
2003-03-25,188.693
2003-03-26,189.215
2003-03-27,187.666
2003-03-28,190.455
2003-03-31,189.502
2003-04-01,187.307
2003-04-02,189.733
2003-04-03,191.427
2003-04-04,194.248
2003-04-07,198.424
2003-04-08,195.752
2003-04-09,195.761
2003-04-10,195.796
2003-04-11,195.63
2003-04-14,196.112
2003-04-15,198.889
2003-04-16,199.548
2003-04-17,200.506
2003-04-18,200.506
2003-04-21,199.649
2003-04-22,202.357
2003-04-23,205.686
2003-04-24,206.264
2003-04-25,205.774
2003-04-28,206.192
2003-04-29,208.858
2003-04-30,210.777
2003-05-01,213.879
2003-05-02,212.926
2003-05-05,216.742
2003-05-06,216.7
2003-05-07,218.852
2003-05-08,216.447
2003-05-09,215.396
2003-05-12,215.978
2003-05-13,215.505
2003-05-14,218.158
2003-05-15,222.793
2003-05-16,224.253
2003-05-19,223.536
2003-05-20,223.646
2003-05-21,224.2
2003-05-22,226.941
2003-05-23,227.718
2003-05-26,227.744
2003-05-27,225.689
2003-05-28,227.833
2003-05-29,229.52
2003-05-30,235.214
2003-06-02,238.512
2003-06-03,236.592
2003-06-04,237.575
2003-06-05,241.03
2003-06-06,242.965
2003-06-09,244.275
2003-06-10,241.199
2003-06-11,243.348
2003-06-12,242.7
2003-06-13,245.378
2003-06-16,247.634
2003-06-17,248.083
2003-06-18,245.287
2003-06-19,243.935
2003-06-20,243.476
2003-06-23,239.358
2003-06-24,235.324
2003-06-25,238.967
2003-06-26,236.027
2003-06-27,237.618
2003-06-30,235.246
2003-07-01,236.885
2003-07-02,236.303
2003-07-03,237.867
2003-07-04,236.177
2003-07-07,235.561
2003-07-08,237.25
2003-07-09,238.246
2003-07-10,238.592
2003-07-11,236.264
2003-07-14,239.509
2003-07-15,242.232
2003-07-16,241.443
2003-07-17,241.414
2003-07-18,242.664
2003-07-21,243.371
2003-07-22,244.657
2003-07-23,248.363
2003-07-24,251.374
2003-07-25,251.947
2003-07-28,252.142
2003-07-29,251.607
2003-07-30,249.054
2003-07-31,247.275
2003-08-01,248.327
2003-08-04,250.537
2003-08-05,251.283
2003-08-06,251.675
2003-08-07,253.601
2003-08-08,253.456
2003-08-11,254.003
2003-08-12,253.488
2003-08-13,255.959
2003-08-14,253.764
2003-08-15,257.447
2003-08-18,256.662
2003-08-19,266.55
2003-08-20,271.272
2003-08-21,273.866
2003-08-22,273.116
2003-08-25,272.979
2003-08-26,271.508
2003-08-27,272.789
2003-08-28,273.9
2003-08-29,276.995
2003-09-01,280.807
2003-09-02,283.289
2003-09-03,291.008
2003-09-04,290.47
2003-09-05,292.67
2003-09-08,292.784
2003-09-09,293.251
2003-09-10,287.847
2003-09-11,289.17
2003-09-12,292.955
2003-09-15,294.252
2003-09-16,291.308
2003-09-17,293.04
2003-09-18,293.729
2003-09-19,297.801
2003-09-22,296.126
2003-09-23,295.842
2003-09-24,298.441
2003-09-25,293.484
2003-09-26,291.091
2003-09-29,291.678
2003-09-30,289.315
2003-10-01,293.135
2003-10-02,296.24
2003-10-03,298.838
2003-10-06,302.25
2003-10-07,303.692
2003-10-08,307.202
2003-10-09,307.832
2003-10-10,304.335
2003-10-13,303.888
2003-10-14,302.479
2003-10-15,304.472
2003-10-16,307.143
2003-10-17,305.621
2003-10-20,306.248
2003-10-21,309.742
2003-10-22,309.292
2003-10-23,307.703
2003-10-24,310.644
2003-10-27,308.757
2003-10-28,308.606
2003-10-29,309.772
2003-10-30,314.88
2003-10-31,316.757
2003-11-03,315.386
2003-11-04,315.998
2003-11-05,312.039
2003-11-06,307.004
2003-11-07,309.146
2003-11-10,307.416
2003-11-11,305.731
2003-11-12,310.796
2003-11-13,313.289
2003-11-14,315.334
2003-11-17,314.995
2003-11-18,319.301
2003-11-19,319.32
2003-11-20,317.794
2003-11-21,317.723
2003-11-24,313.534
2003-11-25,307.07
2003-11-26,308.183
2003-11-27,310.663
2003-11-28,303.758
2003-12-01,304.38
2003-12-02,307.353
2003-12-03,305.916
2003-12-04,305.881
2003-12-05,307.288
2003-12-08,307.379
2003-12-09,309.296
2003-12-10,308.779
2003-12-11,308.944
2003-12-12,316.373
2003-12-15,317.984
2003-12-16,315.199
2003-12-17,316.119
2003-12-18,316.134
2003-12-19,318.598
2003-12-22,320.501
2003-12-23,322.488
2003-12-24,323.365
2003-12-25,323.365
2003-12-26,323.254
2003-12-29,326.415
2003-12-30,327.393
2003-12-31,329.486
2004-01-01,329.486
2004-01-02,333.981
2004-01-05,337.97
2004-01-06,342.097
2004-01-07,340.714
2004-01-08,345.866
2004-01-09,351.834
2004-01-12,351.465
2004-01-13,350.173
2004-01-14,355.159
2004-01-15,355.535
2004-01-16,351.436
2004-01-19,351.375
2004-01-20,351.548
2004-01-21,350.864
2004-01-22,356.269
2004-01-23,355.938
2004-01-26,352.822
2004-01-27,358.581
2004-01-28,358.519
2004-01-29,352.423
2004-01-30,355.614
2004-02-02,356.671
2004-02-03,360.887
2004-02-04,361.277
2004-02-05,365.093
2004-02-06,372.724
2004-02-09,374.766
2004-02-10,372.693
2004-02-11,374.287
2004-02-12,381.348
2004-02-13,379.437
2004-02-16,377.923
2004-02-17,378.228
2004-02-18,378.495
2004-02-19,373.147
2004-02-20,368.325
2004-02-23,368.311
2004-02-24,372.594
2004-02-25,370.012
2004-02-26,369.854
2004-02-27,372.481
2004-03-01,373.997
2004-03-02,370.169
2004-03-03,363.648
2004-03-04,366.774
2004-03-05,375.831
2004-03-08,372.693
2004-03-09,373.239
2004-03-10,366.464
2004-03-11,360.775
2004-03-12,359.134
2004-03-15,356.482
2004-03-16,361.234
2004-03-17,360.544
2004-03-18,364.254
2004-03-19,362.87
2004-03-22,358.311
2004-03-23,355.573
2004-03-24,352.579
2004-03-25,356.533
2004-03-26,356.437
2004-03-29,359.812
2004-03-30,359.502
2004-03-31,362.231
2004-04-01,364.293
2004-04-02,361.809
2004-04-05,358.534
2004-04-06,359.032
2004-04-07,363.858
2004-04-08,361.944
2004-04-09,361.944
2004-04-12,360.903
2004-04-13,359.262
2004-04-14,358.83
2004-04-15,359.289
2004-04-16,364.414
2004-04-19,365.58
2004-04-20,364.902
2004-04-21,362.219
2004-04-22,362.483
2004-04-23,364.893
2004-04-26,366.004
2004-04-27,367.026
2004-04-28,363.959
2004-04-29,363.513
2004-04-30,362.862
2004-05-03,363.511
2004-05-04,367.47
2004-05-05,367.753
2004-05-06,361.292
2004-05-07,356.273
2004-05-10,350.207
2004-05-11,349.154
2004-05-12,351.245
2004-05-13,354.207
2004-05-14,354.13
2004-05-17,353.345
2004-05-18,351.659
2004-05-19,359.404
2004-05-20,356.223
2004-05-21,360.156
2004-05-24,356.942
2004-05-25,360.744
2004-05-26,360.794
2004-05-27,368.844
2004-05-28,367.367
2004-05-31,367.367
2004-06-01,368.59
2004-06-02,375.641
2004-06-03,371.612
2004-06-04,373.354
2004-06-07,378.312
2004-06-08,379.273
2004-06-09,373.284
2004-06-10,375.029
2004-06-11,374.164
2004-06-14,372.988
2004-06-15,376.189
2004-06-16,378.263
2004-06-17,375.401
2004-06-18,379.656
2004-06-21,380.822
2004-06-22,381.046
2004-06-23,381.608
2004-06-24,385.62
2004-06-25,382.921
2004-06-28,386.328
2004-06-29,384.702
2004-06-30,386.504
2004-07-01,388.095
2004-07-02,391.756
2004-07-05,390.527
2004-07-06,390.543
2004-07-07,392.576
2004-07-08,393.251
2004-07-09,391.237
2004-07-12,393.805
2004-07-13,390.832
2004-07-14,392.487
2004-07-15,392.47
2004-07-16,395.088
2004-07-19,393.372
2004-07-20,389.409
2004-07-21,385.569
2004-07-22,382.684
2004-07-23,378.787
2004-07-26,379.094
2004-07-27,376.889
2004-07-28,372.472
2004-07-29,374.601
2004-07-30,375.811
2004-08-02,377.327
2004-08-03,380.435
2004-08-04,377.842
2004-08-05,375.485
2004-08-06,377.877
2004-08-09,372.99
2004-08-10,376.294
2004-08-11,371.647
2004-08-12,374.647
2004-08-13,375.68
2004-08-16,376.338
2004-08-17,379.87
2004-08-18,379.284
2004-08-19,380.563
2004-08-20,378.257
2004-08-23,375.376
2004-08-24,369.237
2004-08-25,368.491
2004-08-26,369.608
2004-08-27,370.48
2004-08-30,370.733
2004-08-31,374.897
2004-09-01,377.076
2004-09-02,379.65
2004-09-03,376.079
2004-09-06,378.759
2004-09-07,378.401
2004-09-08,380.139
2004-09-09,381.887
2004-09-10,388.912
2004-09-13,387.575
2004-09-14,387.062
2004-09-15,380.081
2004-09-16,382.126
2004-09-17,384.304
2004-09-20,382.395
2004-09-21,388.742
2004-09-22,387.415
2004-09-23,392.22
2004-09-24,392.68
2004-09-27,392.274
2004-09-28,392.088
2004-09-29,395.437
2004-09-30,399.51
2004-10-01,402.011
2004-10-04,399.247
2004-10-05,397.263
2004-10-06,397.091
2004-10-07,395.386
2004-10-08,398.897
2004-10-11,392.901
2004-10-12,389.354
2004-10-13,389.484
2004-10-14,392.351
2004-10-15,395.054
2004-10-18,395.237
2004-10-19,398.061
2004-10-20,396.253
2004-10-21,395.851
2004-10-22,399.051
2004-10-25,396.715
2004-10-26,393.887
2004-10-27,396.93
2004-10-28,399.927
2004-10-29,399.475
2004-11-01,403.009
2004-11-02,405.25
2004-11-03,407.521
2004-11-04,408.204
2004-11-05,412.494
2004-11-08,412.658
2004-11-09,412.91
2004-11-10,415.266
2004-11-11,416.914
2004-11-12,416.258
2004-11-15,417.123
2004-11-16,414.595
2004-11-17,417.607
2004-11-18,417.217
2004-11-19,421.258
2004-11-22,419.974
2004-11-23,424.224
2004-11-24,431.056
2004-11-25,435.042
2004-11-26,428.588
2004-11-29,430.802
2004-11-30,428.982
2004-12-01,431.092
2004-12-02,432.118
2004-12-03,434.553
2004-12-06,436.856
2004-12-07,435.821
2004-12-08,426.241
2004-12-09,420.566
2004-12-10,420.237
2004-12-13,426.146
2004-12-14,425.153
2004-12-15,433.172
2004-12-16,428.805
2004-12-17,428.604
2004-12-20,435.083
2004-12-21,435.971
2004-12-22,441.763
2004-12-23,446.761
2004-12-24,447.817
2004-12-27,452.683
2004-12-28,451.737
2004-12-29,450.436
2004-12-30,454.384
2004-12-31,453.176
2005-01-03,455.026
2005-01-04,450.599
2005-01-05,445.345
2005-01-06,443.141
2005-01-07,440.127
2005-01-10,441.759
2005-01-11,444.528
2005-01-12,445.703
2005-01-13,444.47
2005-01-14,442.89
2005-01-17,441.968
2005-01-18,439.299
2005-01-19,441.068
2005-01-20,435.365
2005-01-21,437.611
2005-01-24,438.275
2005-01-25,439.452
2005-01-26,446.298
2005-01-27,444.217
2005-01-28,446.007
2005-01-31,446.692
2005-02-01,449.027
2005-02-02,451.731
2005-02-03,449.468
2005-02-04,450.733
2005-02-07,450.077
2005-02-08,443.684
2005-02-09,442.567
2005-02-10,446.826
2005-02-11,448.236
2005-02-14,451.99
2005-02-15,456.02
2005-02-16,456.57
2005-02-17,458.308
2005-02-18,459.553
2005-02-21,458.037
2005-02-22,462.833
2005-02-23,457.776
2005-02-24,460.113
2005-02-25,460.983
2005-02-28,467.128
2005-03-01,466.702
2005-03-02,465.422
2005-03-03,469.535
2005-03-04,476.815
2005-03-07,475.024
2005-03-08,474.887
2005-03-09,476.015
2005-03-10,475.462
2005-03-11,477.714
2005-03-14,474.771
2005-03-15,478.943
2005-03-16,481.537
2005-03-17,481.119
2005-03-18,477.47
2005-03-21,474.413
2005-03-22,473.818
2005-03-23,464.387
2005-03-24,462.726
2005-03-25,462.726
2005-03-28,459.483
2005-03-29,465.884
2005-03-30,466.658
2005-03-31,470.932
2005-04-01,475.376
2005-04-04,467.365
2005-04-05,473.87
2005-04-06,478.634
2005-04-07,487.165
2005-04-08,486.952
2005-04-11,487.015
2005-04-12,482.609
2005-04-13,485.402
2005-04-14,479.772
2005-04-15,478.04
2005-04-18,472.915
2005-04-19,475.538
2005-04-20,476.866
2005-04-21,478.797
2005-04-22,477.767
2005-04-25,476.286
2005-04-26,476.702
2005-04-27,471.454
2005-04-28,464.642
2005-04-29,462.45
2005-05-02,461.637
2005-05-03,463.982
2005-05-04,469.39
2005-05-05,468.795
2005-05-06,470.709
2005-05-09,472.671
2005-05-10,477.729
2005-05-11,479.677
2005-05-12,475.782
2005-05-13,470.247
2005-05-16,469.318
2005-05-17,470.044
2005-05-18,476.533
2005-05-19,475.895
2005-05-20,473.278
2005-05-23,479.874
2005-05-24,484.138
2005-05-25,483.9
2005-05-26,488.024
2005-05-27,485.131
2005-05-30,482.524
2005-05-31,478.864
2005-06-01,482.388
2005-06-02,484.955
2005-06-03,485.101
2005-06-06,484.722
2005-06-07,489.59
2005-06-08,495.36
2005-06-09,490.008
2005-06-10,488.964
2005-06-13,488.577
2005-06-14,489.751
2005-06-15,492.135
2005-06-16,495.619
2005-06-17,504.36
2005-06-20,503.232
2005-06-21,503.715
2005-06-22,503.489
2005-06-23,499.945
2005-06-24,497.933
2005-06-27,494.519
2005-06-28,493.676
2005-06-29,496.906
2005-06-30,499.233
2005-07-01,492.868
2005-07-04,492.305
2005-07-05,492.947
2005-07-06,495.223
2005-07-07,490.986
2005-07-08,497.948
2005-07-11,506.424
2005-07-12,511.516
2005-07-13,505.311
2005-07-14,506.801
2005-07-15,505.364
2005-07-18,507.436
2005-07-19,504.946
2005-07-20,501.256
2005-07-21,506.572
2005-07-22,507.848
2005-07-25,508.055
2005-07-26,507.197
2005-07-27,510.402
2005-07-28,514.951
2005-07-29,519.046
2005-08-01,524.156
2005-08-02,525.215
2005-08-03,532.525
2005-08-04,534.737
2005-08-05,535.22
2005-08-08,536.757
2005-08-09,534.505
2005-08-10,532.133
2005-08-11,534.727
2005-08-12,534.284
2005-08-15,533.538
2005-08-16,534.832
2005-08-17,536.578
2005-08-18,536.181
2005-08-19,534.958
2005-08-22,540.737
2005-08-23,538.482
2005-08-24,539.966
2005-08-25,538.414
2005-08-26,539.929
2005-08-29,535.904
2005-08-30,538.689
2005-08-31,548.309
2005-09-01,562.063
2005-09-02,567.842
2005-09-05,570.072
2005-09-06,573.265
2005-09-07,570.549
2005-09-08,567.306
2005-09-09,575.719
2005-09-12,571.82
2005-09-13,568.957
2005-09-14,570.933
2005-09-15,568.533
2005-09-16,569.68
2005-09-19,566.478
2005-09-20,568.895
2005-09-21,569.222
2005-09-22,565.754
2005-09-23,562.827
2005-09-26,563.29
2005-09-27,563.647
2005-09-28,564.409
2005-09-29,567.592
2005-09-30,573.64
2005-10-03,565.243
2005-10-04,566.328
2005-10-05,573.003
2005-10-06,571.399
2005-10-07,570.719
2005-10-10,572.169
2005-10-11,570.861
2005-10-12,570.291
2005-10-13,552.525
2005-10-14,554.095
2005-10-17,555.585
2005-10-18,547.647
2005-10-19,536.05
2005-10-20,539.887
2005-10-21,532.162
2005-10-24,546.112
2005-10-25,555.214
2005-10-26,556.251
2005-10-27,550.698
2005-10-28,548.196
2005-10-31,550.928
2005-11-01,549.848
2005-11-02,552.988
2005-11-03,553.267
2005-11-04,548.117
2005-11-07,548.596
2005-11-08,546.72
2005-11-09,544.511
