Date,SWITZERLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2003-07-31,450.537
2003-08-29,446.601
2003-09-30,469.39
2003-10-31,478.648
2003-11-28,505.166
2003-12-31,542.713
2004-01-30,556.332
2004-02-27,560.286
2004-03-31,546.677
2004-04-30,556.549
2004-05-31,564.498
2004-06-30,560.422
2004-07-30,547.041
2004-08-31,541.645
2004-09-30,555.409
2004-10-29,562.982
2004-11-30,598.642
2004-12-31,623.147
2005-01-31,602.937
2005-02-28,632.788
2005-03-31,616.891
2005-04-29,621.482
2005-05-31,624.93
2005-06-30,621.92
2005-07-29,654.748
2005-08-31,660.984
2005-09-30,684.756
2005-10-31,697.738
2005-11-30,711.402
2005-12-30,725.331
2006-01-31,766.173
2006-02-28,759.425
2006-03-31,779.273
2006-04-28,823.125
2006-05-31,800.587
2006-06-30,799.094
2006-07-31,827.79
2006-08-31,851.644
2006-09-29,863.09
2006-10-31,885.815
2006-11-30,907.626
2006-12-29,922.679
2007-01-31,944.595
2007-02-28,922.045
2007-03-30,946.431
2007-04-30,1012.966
2007-05-31,1000.0
2007-06-29,987.796
2007-07-31,986.97
2007-08-31,991.889
2007-09-28,1031.983
2007-10-31,1058.082
2007-11-30,1079.366
2007-12-31,1040.045
2008-01-31,979.477
2008-02-29,1035.396
2008-03-31,1057.914
2008-04-30,1033.956
2008-05-30,1068.685
2008-06-30,1030.537
2008-07-31,1023.873
2008-08-29,984.354
2008-09-30,884.489
2008-10-31,777.43
2008-11-28,720.889
2008-12-31,787.743
2009-01-30,698.713
2009-02-27,628.521
2009-03-31,671.956
2009-04-30,701.826
2009-05-29,768.483
2009-06-30,762.078
2009-07-31,845.579
2009-08-31,895.683
2009-09-30,929.455
2009-10-30,936.449
2009-11-30,952.64
2009-12-31,968.407
2010-01-29,936.535
2010-02-26,950.189
2010-03-31,1005.397
2010-04-30,958.899
2010-05-31,851.943
2010-06-30,892.73
2010-07-30,925.067
2010-08-31,956.763
2010-09-30,1015.466
2010-10-29,1042.027
2010-11-30,1013.075
2010-12-31,1100.064
2011-01-31,1084.393
2011-02-28,1121.239
2011-03-31,1115.785
2011-04-29,1233.97
2011-05-31,1259.062
2011-06-30,1209.746
2011-07-29,1210.461
2011-08-31,1130.397
2011-09-30,974.894
2011-10-31,1070.809
2011-11-30,1021.764
2011-12-30,1030.248
2012-01-31,1074.858
2012-02-29,1128.46
2012-03-30,1148.436
2012-04-30,1142.487
2012-05-31,1015.154
2012-06-29,1076.739
2012-07-31,1106.571
2012-08-31,1125.173
2012-09-28,1152.375
2012-10-31,1174.259
2012-11-30,1227.142
2012-12-31,1242.043
2013-01-31,1343.712
2013-02-28,1354.515
2013-03-29,1370.097
2013-04-30,1425.214
2013-05-31,1393.267
2013-06-28,1364.476
2013-07-31,1420.846
2013-08-30,1404.035
2013-09-30,1505.182
2013-10-31,1539.514
2013-11-29,1546.797
2013-12-31,1562.902
2014-01-31,1531.476
2014-02-28,1641.952
2014-03-31,1638.032
2014-04-30,1655.752
2014-05-30,1666.585
2014-06-30,1657.892
2014-07-31,1591.937
2014-08-29,1620.852
2014-09-30,1565.182
2014-10-31,1555.834
2014-11-28,1615.589
2014-12-31,1534.58
2015-01-30,1541.145
2015-02-27,1619.319
2015-03-31,1604.468
2015-04-30,1681.122
2015-05-29,1707.125
2015-06-30,1634.4
2015-07-31,1706.823
2015-08-31,1586.404
2015-09-30,1516.564
2015-10-30,1588.257
2015-11-30,1543.631
2015-12-31,1562.014
2016-01-29,1449.457
2016-02-29,1429.104
2016-03-31,1483.773
2016-04-29,1523.795
2016-05-31,1522.458
2016-06-30,1537.58
2016-07-29,1579.288
2016-08-31,1559.138
2016-09-30,1574.773
2016-10-31,1467.754
2016-11-30,1414.247
2016-12-30,1477.464
2017-01-31,1538.006
2017-02-28,1579.023
2017-03-31,1628.235
2017-04-28,1682.689
2017-05-31,1794.661
2017-06-30,1764.061
2017-07-31,1765.938
2017-08-31,1768.639
2017-09-29,1801.222
2017-10-31,1768.408
2017-11-30,1805.707
2017-12-29,1835.862
2018-01-31,1893.642
2018-02-28,1765.612
2018-03-30,1735.027
2018-04-30,1738.02
2018-05-31,1715.425
2018-06-29,1724.214
2018-07-31,1818.66
2018-08-31,1858.774
2018-09-28,1822.24
2018-10-31,1714.607
2018-11-30,1698.227
2018-12-31,1604.227
2019-01-31,1712.698
2019-02-28,1786.903
2019-03-29,1830.165
2019-04-30,1859.299
2019-05-31,1854.908
2019-06-28,1986.226
2019-07-31,1980.225
2019-08-30,1992.949
2019-09-30,1991.829
2019-10-31,2024.208
2019-11-29,2043.729
2019-12-31,2135.855
2020-01-31,2167.921
2020-02-28,2013.488
2020-03-31,1966.341
2020-04-30,2068.934
2020-05-29,2146.894
2020-06-30,2194.257
2020-07-31,2324.714
2020-08-31,2382.775
2020-09-30,2353.367
2020-10-30,2238.424
2020-11-30,2337.548
2020-12-31,2465.62
2021-01-29,2423.41
2021-02-26,2344.901
2021-03-31,2411.049
2021-04-30,2544.217
2021-05-31,2686.012
2021-06-30,2773.625
2021-07-30,2888.703
2021-08-31,2929.038
2021-09-30,2718.631
2021-10-29,2919.551
2021-11-30,2899.859
2021-12-31,3109.446
2022-01-31,2760.085
2022-02-28,2740.858
2022-03-31,2782.778
2022-04-29,2604.826
2022-05-31,2455.131
2022-06-30,2299.638
2022-07-29,2435.046
2022-08-31,2285.356
2022-09-30,2138.758
2022-10-31,2179.691
2022-11-30,2337.961
2022-12-30,2297.908
2023-01-31,2450.545
2023-02-28,2355.624
2023-03-31,2457.612
2023-04-28,2599.911
2023-05-31,2505.253
2023-06-30,2551.589
2023-07-31,2610.708
2023-08-31,2484.451
2023-09-29,2305.767
2023-10-31,2173.191
2023-11-30,2384.099
2023-12-29,2530.772
2024-01-31,2504.939
2024-02-29,2471.22
2024-03-29,2525.557
2024-04-30,2397.516
2024-05-31,2599.562
2024-06-28,2541.497
2024-07-31,2617.46
2024-08-30,2722.297
2024-09-30,2729.649
2024-10-31,2537.309
2024-11-29,2478.966
2024-12-31,2392.007
2025-01-31,2616.276
2025-02-28,2635.665
2025-03-31,2536.897
2025-04-30,2667.609
2025-05-30,2764.802
2025-06-30,2819.673
2025-07-31,2776.857
2025-08-29,2867.378
2025-09-30,2871.598
2025-10-31,2879.137
2025-11-28,2927.783
2025-12-31,3086.534
2026-01-30,3204.532
