Date,SWITZERLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2001-09-27,425.228
2001-09-28,437.289
2001-10-01,431.63
2001-10-02,433.102
2001-10-03,434.304
2001-10-04,440.776
2001-10-05,439.106
2001-10-08,442.043
2001-10-09,440.138
2001-10-10,439.242
2001-10-11,443.379
2001-10-12,439.534
2001-10-15,438.752
2001-10-16,437.239
2001-10-17,437.238
2001-10-18,441.148
2001-10-19,438.334
2001-10-22,442.394
2001-10-23,444.743
2001-10-24,445.339
2001-10-25,442.672
2001-10-26,444.689
2001-10-29,442.111
2001-10-30,436.782
2001-10-31,438.551
2001-11-01,442.13
2001-11-02,441.884
2001-11-05,443.986
2001-11-06,444.837
2001-11-07,447.182
2001-11-08,453.591
2001-11-09,451.302
2001-11-12,446.468
2001-11-13,447.449
2001-11-14,451.437
2001-11-15,457.895
2001-11-16,463.609
2001-11-19,465.313
2001-11-20,460.572
2001-11-21,457.85
2001-11-22,461.655
2001-11-23,453.115
2001-11-26,453.126
2001-11-27,450.761
2001-11-28,445.84
2001-11-29,444.655
2001-11-30,444.48
2001-12-03,442.881
2001-12-04,452.413
2001-12-05,454.934
2001-12-06,455.088
2001-12-07,452.961
2001-12-10,444.389
2001-12-11,444.855
2001-12-12,448.736
2001-12-13,445.972
2001-12-14,443.42
2001-12-17,450.939
2001-12-18,451.028
2001-12-19,445.552
2001-12-20,454.948
2001-12-21,455.04
2001-12-24,445.27
2001-12-25,445.27
2001-12-26,445.177
2001-12-27,452.736
2001-12-28,452.708
2001-12-31,457.752
2002-01-01,457.752
2002-01-02,460.479
2002-01-03,457.206
2002-01-04,457.677
2002-01-07,457.594
2002-01-08,451.438
2002-01-09,453.618
2002-01-10,455.244
2002-01-11,458.063
2002-01-14,451.988
2002-01-15,450.716
2002-01-16,445.8
2002-01-17,450.615
2002-01-18,450.471
2002-01-21,447.923
2002-01-22,449.864
2002-01-23,453.839
2002-01-24,455.628
2002-01-25,445.074
2002-01-28,446.122
2002-01-29,441.717
2002-01-30,435.27
2002-01-31,437.554
2002-02-01,435.342
2002-02-04,437.065
2002-02-05,435.486
2002-02-06,435.664
2002-02-07,443.058
2002-02-08,444.797
2002-02-11,449.24
2002-02-12,448.499
2002-02-13,450.914
2002-02-14,452.782
2002-02-15,453.518
2002-02-18,450.597
2002-02-19,443.827
2002-02-20,439.572
2002-02-21,441.195
2002-02-22,442.066
2002-02-25,443.321
2002-02-26,442.475
2002-02-27,446.258
2002-02-28,449.568
2002-03-01,447.108
2002-03-04,453.484
2002-03-05,451.555
2002-03-06,453.92
2002-03-07,459.422
2002-03-08,463.472
2002-03-11,462.239
2002-03-12,458.904
2002-03-13,462.954
2002-03-14,472.199
2002-03-15,474.591
2002-03-18,476.217
2002-03-19,476.467
2002-03-20,476.683
2002-03-21,476.343
2002-03-22,476.893
2002-03-25,475.05
2002-03-26,475.7
2002-03-27,474.479
2002-03-28,474.681
2002-03-29,474.681
2002-04-01,480.178
2002-04-02,482.119
2002-04-03,481.767
2002-04-04,480.911
2002-04-05,478.057
2002-04-08,472.082
2002-04-09,475.258
2002-04-10,478.524
2002-04-11,474.957
2002-04-12,473.45
2002-04-15,475.393
2002-04-16,480.556
2002-04-17,484.072
2002-04-18,486.919
2002-04-19,486.416
2002-04-22,486.277
2002-04-23,486.455
2002-04-24,489.412
2002-04-25,487.959
2002-04-26,485.135
2002-04-29,489.003
2002-04-30,489.196
2002-05-01,493.932
2002-05-02,492.776
2002-05-03,500.514
2002-05-06,499.412
2002-05-07,490.486
2002-05-08,496.322
2002-05-09,496.462
2002-05-10,494.796
2002-05-13,495.297
2002-05-14,492.242
2002-05-15,498.064
2002-05-16,501.679
2002-05-17,505.62
2002-05-20,503.935
2002-05-21,503.953
2002-05-22,506.161
2002-05-23,500.574
2002-05-24,501.42
2002-05-27,501.832
2002-05-28,504.732
2002-05-29,504.882
2002-05-30,504.374
2002-05-31,504.699
2002-06-03,502.891
2002-06-04,496.038
2002-06-05,490.123
2002-06-06,490.392
2002-06-07,484.626
2002-06-10,485.626
2002-06-11,486.502
2002-06-12,472.412
2002-06-13,466.946
2002-06-14,463.364
2002-06-17,474.036
2002-06-18,471.229
2002-06-19,469.863
2002-06-20,461.461
2002-06-21,462.72
2002-06-24,455.418
2002-06-25,465.63
2002-06-26,463.976
2002-06-27,466.163
2002-06-28,488.009
2002-07-01,487.495
2002-07-02,479.698
2002-07-03,467.531
2002-07-04,477.944
2002-07-05,487.061
2002-07-08,491.626
2002-07-09,491.491
2002-07-10,474.386
2002-07-11,460.746
2002-07-12,465.87
2002-07-15,455.638
2002-07-16,445.014
2002-07-17,448.378
2002-07-18,445.135
2002-07-19,424.549
2002-07-22,405.247
2002-07-23,395.258
2002-07-24,399.968
2002-07-25,424.554
2002-07-26,429.296
2002-07-29,440.334
2002-07-30,441.543
2002-07-31,438.839
2002-08-01,435.903
2002-08-02,433.929
2002-08-05,419.503
2002-08-06,429.643
2002-08-07,427.487
2002-08-08,441.106
2002-08-09,447.659
2002-08-12,442.812
2002-08-13,447.843
2002-08-14,450.651
2002-08-15,458.17
2002-08-16,455.889
2002-08-19,460.653
2002-08-20,444.894
2002-08-21,455.117
2002-08-22,450.255
2002-08-23,449.544
2002-08-26,444.494
2002-08-27,452.516
2002-08-28,435.649
2002-08-29,426.245
2002-08-30,432.754
2002-09-02,423.631
2002-09-03,417.006
2002-09-04,421.128
2002-09-05,421.266
2002-09-06,430.037
2002-09-09,423.148
2002-09-10,425.826
2002-09-11,431.833
2002-09-12,420.503
2002-09-13,413.511
2002-09-16,408.328
2002-09-17,402.103
2002-09-18,402.944
2002-09-19,399.483
2002-09-20,401.285
2002-09-23,388.482
2002-09-24,385.955
2002-09-25,391.546
2002-09-26,409.794
2002-09-27,408.814
2002-09-30,408.622
2002-10-01,401.791
2002-10-02,412.122
2002-10-03,411.504
2002-10-04,404.36
2002-10-07,398.296
2002-10-08,389.634
2002-10-09,385.796
2002-10-10,390.999
2002-10-11,407.547
2002-10-14,405.077
2002-10-15,419.638
2002-10-16,413.364
2002-10-17,412.494
2002-10-18,409.159
2002-10-21,404.998
2002-10-22,405.368
2002-10-23,397.933
2002-10-24,405.472
2002-10-25,410.494
2002-10-28,407.807
2002-10-29,398.875
2002-10-30,406.449
2002-10-31,414.015
2002-11-01,411.263
2002-11-04,418.78
2002-11-05,422.136
2002-11-06,420.898
2002-11-07,416.674
2002-11-08,414.432
2002-11-11,410.913
2002-11-12,416.094
2002-11-13,412.836
2002-11-14,418.649
2002-11-15,426.502
2002-11-18,426.739
2002-11-19,424.92
2002-11-20,423.117
2002-11-21,426.753
2002-11-22,424.646
2002-11-25,420.582
2002-11-26,418.733
2002-11-27,422.359
2002-11-28,420.645
2002-11-29,416.56
2002-12-02,419.275
2002-12-03,410.308
2002-12-04,412.208
2002-12-05,407.583
2002-12-06,409.303
2002-12-09,403.786
2002-12-10,407.541
2002-12-11,406.457
2002-12-12,406.702
2002-12-13,407.743
2002-12-16,413.465
2002-12-17,416.225
2002-12-18,408.825
2002-12-19,408.318
2002-12-20,408.201
2002-12-23,406.306
2002-12-24,409.144
2002-12-25,409.144
2002-12-26,409.799
2002-12-27,400.045
2002-12-30,406.223
2002-12-31,409.128
2003-01-01,409.128
2003-01-02,403.732
2003-01-03,426.434
2003-01-06,429.979
2003-01-07,425.506
2003-01-08,422.988
2003-01-09,424.144
2003-01-10,424.713
2003-01-13,428.267
2003-01-14,435.117
2003-01-15,425.847
2003-01-16,423.3
2003-01-17,421.532
2003-01-20,415.211
2003-01-21,413.786
2003-01-22,404.5
2003-01-23,406.372
2003-01-24,403.609
2003-01-27,389.451
2003-01-28,388.563
2003-01-29,392.534
2003-01-30,394.96
2003-01-31,396.236
2003-02-03,400.008
2003-02-04,395.287
2003-02-05,396.357
2003-02-06,385.863
2003-02-07,383.148
2003-02-10,376.481
2003-02-11,381.846
2003-02-12,373.144
2003-02-13,376.667
2003-02-14,384.223
2003-02-17,389.589
2003-02-18,383.805
2003-02-19,376.418
2003-02-20,379.966
2003-02-21,381.842
2003-02-24,376.831
2003-02-25,371.339
2003-02-26,370.826
2003-02-27,369.573
2003-02-28,376.756
2003-03-03,383.344
2003-03-04,373.669
2003-03-05,369.221
2003-03-06,367.013
2003-03-07,362.781
2003-03-10,351.574
2003-03-11,349.562
2003-03-12,345.358
2003-03-13,350.424
2003-03-14,364.455
2003-03-17,371.064
2003-03-18,371.363
2003-03-19,378.577
2003-03-20,382.954
2003-03-21,392.852
2003-03-24,378.527
2003-03-25,383.304
2003-03-26,380.337
2003-03-27,376.413
2003-03-28,378.88
2003-03-31,374.188
2003-04-01,377.736
2003-04-02,383.573
2003-04-03,385.919
2003-04-04,389.414
2003-04-07,394.708
2003-04-08,394.923
2003-04-09,397.752
2003-04-10,391.716
2003-04-11,394.25
2003-04-14,399.026
2003-04-15,406.722
2003-04-16,405.02
2003-04-17,405.023
2003-04-18,405.023
2003-04-21,401.074
2003-04-22,406.471
2003-04-23,409.567
2003-04-24,408.115
2003-04-25,405.731
2003-04-28,411.129
2003-04-29,407.354
2003-04-30,413.656
2003-05-01,418.516
2003-05-02,414.794
2003-05-05,421.608
2003-05-06,428.646
2003-05-07,429.413
2003-05-08,423.78
2003-05-09,424.598
2003-05-12,421.868
2003-05-13,425.407
2003-05-14,426.25
2003-05-15,426.526
2003-05-16,431.614
2003-05-19,426.81
2003-05-20,428.652
2003-05-21,426.137
2003-05-22,434.315
2003-05-23,436.49
2003-05-26,434.293
2003-05-27,438.332
2003-05-28,441.711
2003-05-29,444.361
2003-05-30,436.874
2003-06-02,447.819
2003-06-03,441.271
2003-06-04,441.93
2003-06-05,442.837
2003-06-06,442.376
2003-06-09,446.832
2003-06-10,444.09
2003-06-11,452.158
2003-06-12,452.415
2003-06-13,447.325
2003-06-16,460.54
2003-06-17,463.327
2003-06-18,461.123
2003-06-19,453.259
2003-06-20,454.22
2003-06-23,444.331
2003-06-24,444.416
2003-06-25,444.925
2003-06-26,441.436
2003-06-27,438.596
2003-06-30,435.597
2003-07-01,430.123
2003-07-02,435.043
2003-07-03,439.486
2003-07-04,438.458
2003-07-07,440.438
2003-07-08,436.368
2003-07-09,435.705
2003-07-10,435.102
2003-07-11,437.487
2003-07-14,442.68
2003-07-15,438.835
2003-07-16,437.35
2003-07-17,435.134
2003-07-18,436.381
2003-07-21,438.079
2003-07-22,437.267
2003-07-23,444.4
2003-07-24,450.819
2003-07-25,451.337
2003-07-28,453.325
2003-07-29,453.324
2003-07-30,452.059
2003-07-31,450.537
2003-08-01,449.862
2003-08-04,450.419
2003-08-05,455.282
2003-08-06,451.886
2003-08-07,451.121
2003-08-08,449.463
2003-08-11,448.612
2003-08-12,450.078
2003-08-13,448.832
2003-08-14,451.463
2003-08-15,457.074
2003-08-18,453.003
2003-08-19,451.173
2003-08-20,452.951
2003-08-21,451.805
2003-08-22,450.8
2003-08-25,447.004
2003-08-26,446.345
2003-08-27,447.916
2003-08-28,449.369
2003-08-29,446.601
2003-09-01,454.513
2003-09-02,447.74
2003-09-03,454.751
2003-09-04,457.089
2003-09-05,464.438
2003-09-08,469.368
2003-09-09,467.269
2003-09-10,467.76
2003-09-11,468.681
2003-09-12,471.148
2003-09-15,473.686
2003-09-16,472.813
2003-09-17,477.407
2003-09-18,478.355
2003-09-19,480.931
2003-09-22,475.078
2003-09-23,471.747
2003-09-24,472.714
2003-09-25,471.329
2003-09-26,468.135
2003-09-29,468.86
2003-09-30,469.39
2003-10-01,472.794
2003-10-02,473.408
2003-10-03,479.318
2003-10-06,476.711
2003-10-07,477.982
2003-10-08,480.966
2003-10-09,484.371
2003-10-10,486.356
2003-10-13,486.892
2003-10-14,486.844
2003-10-15,484.409
2003-10-16,488.17
2003-10-17,482.604
2003-10-20,485.867
2003-10-21,485.658
2003-10-22,482.882
2003-10-23,479.034
2003-10-24,481.284
2003-10-27,481.72
2003-10-28,478.611
2003-10-29,478.877
2003-10-30,482.831
2003-10-31,478.648
2003-11-03,480.123
2003-11-04,473.289
2003-11-05,467.35
2003-11-06,468.405
2003-11-07,475.113
2003-11-10,469.993
2003-11-11,473.91
2003-11-12,479.044
2003-11-13,485.653
2003-11-14,494.711
2003-11-17,489.925
2003-11-18,491.887
2003-11-19,489.991
2003-11-20,491.769
2003-11-21,493.753
2003-11-24,493.318
2003-11-25,494.176
2003-11-26,500.569
2003-11-27,501.558
2003-11-28,505.166
2003-12-01,507.22
2003-12-02,511.05
2003-12-03,515.04
2003-12-04,511.908
2003-12-05,511.671
2003-12-08,516.308
2003-12-09,519.085
2003-12-10,516.985
2003-12-11,516.944
2003-12-12,521.404
2003-12-15,523.916
2003-12-16,522.76
2003-12-17,523.52
2003-12-18,529.559
2003-12-19,527.375
2003-12-22,527.069
2003-12-23,528.258
2003-12-24,531.728
2003-12-25,531.728
2003-12-26,530.707
2003-12-29,533.354
2003-12-30,539.204
2003-12-31,542.713
2004-01-01,542.713
2004-01-02,541.575
2004-01-05,553.658
2004-01-06,557.438
2004-01-07,553.809
2004-01-08,557.606
2004-01-09,560.131
2004-01-12,551.804
2004-01-13,556.341
2004-01-14,558.155
2004-01-15,553.043
2004-01-16,548.71
2004-01-19,547.674
2004-01-20,553.883
2004-01-21,559.109
2004-01-22,566.332
2004-01-23,569.017
2004-01-26,563.006
2004-01-27,567.107
2004-01-28,567.54
2004-01-29,558.68
2004-01-30,556.332
2004-02-02,561.765
2004-02-03,562.156
2004-02-04,564.735
2004-02-05,567.539
2004-02-06,577.57
2004-02-09,580.483
2004-02-10,582.808
2004-02-11,580.47
2004-02-12,585.043
2004-02-13,584.312
2004-02-16,584.425
2004-02-17,587.058
2004-02-18,582.653
2004-02-19,577.259
2004-02-20,569.988
2004-02-23,571.708
2004-02-24,571.747
2004-02-25,566.848
2004-02-26,560.117
2004-02-27,560.286
2004-03-01,565.001
2004-03-02,561.565
2004-03-03,554.439
2004-03-04,560.542
2004-03-05,566.761
2004-03-08,562.512
2004-03-09,564.192
2004-03-10,559.987
2004-03-11,547.899
2004-03-12,544.946
2004-03-15,541.286
2004-03-16,546.242
2004-03-17,543.465
2004-03-18,547.549
2004-03-19,548.24
2004-03-22,536.5
2004-03-23,537.933
2004-03-24,534.544
2004-03-25,539.473
2004-03-26,535.712
2004-03-29,539.934
2004-03-30,541.701
2004-03-31,546.677
2004-04-01,557.528
2004-04-02,550.488
2004-04-05,546.947
2004-04-06,546.237
2004-04-07,555.37
2004-04-08,558.002
2004-04-09,558.002
2004-04-12,557.242
2004-04-13,549.0
2004-04-14,548.42
2004-04-15,551.714
2004-04-16,556.511
2004-04-19,560.168
2004-04-20,555.232
2004-04-21,551.725
2004-04-22,550.404
2004-04-23,551.596
2004-04-26,560.769
2004-04-27,563.388
2004-04-28,554.256
2004-04-29,559.57
2004-04-30,556.549
2004-05-03,559.581
2004-05-04,568.425
2004-05-05,576.632
2004-05-06,568.683
2004-05-07,561.643
2004-05-10,543.318
2004-05-11,548.254
2004-05-12,547.65
2004-05-13,551.225
2004-05-14,549.864
2004-05-17,551.577
2004-05-18,553.554
2004-05-19,562.956
2004-05-20,557.494
2004-05-21,555.184
2004-05-24,555.118
2004-05-25,559.035
2004-05-26,560.742
2004-05-27,573.806
2004-05-28,564.498
2004-05-31,564.498
2004-06-01,562.063
2004-06-02,570.648
2004-06-03,572.204
2004-06-04,574.545
2004-06-07,581.931
2004-06-08,580.202
2004-06-09,573.331
2004-06-10,572.116
2004-06-11,567.397
2004-06-14,563.998
2004-06-15,566.368
2004-06-16,565.818
2004-06-17,570.552
2004-06-18,575.826
2004-06-21,575.762
2004-06-22,569.311
2004-06-23,568.209
2004-06-24,573.903
2004-06-25,569.39
2004-06-28,571.808
2004-06-29,563.256
2004-06-30,560.422
2004-07-01,561.819
2004-07-02,570.263
2004-07-05,565.885
2004-07-06,563.305
2004-07-07,566.315
2004-07-08,572.926
2004-07-09,567.864
2004-07-12,567.408
2004-07-13,561.493
2004-07-14,567.757
2004-07-15,559.506
2004-07-16,561.724
2004-07-19,556.82
2004-07-20,562.021
2004-07-21,560.577
2004-07-22,556.716
2004-07-23,550.809
2004-07-26,546.709
2004-07-27,546.06
2004-07-28,545.415
2004-07-29,549.069
2004-07-30,547.041
2004-08-02,547.216
2004-08-03,552.416
2004-08-04,548.698
2004-08-05,548.119
2004-08-06,546.734
2004-08-09,541.326
2004-08-10,545.683
2004-08-11,538.81
2004-08-12,541.272
2004-08-13,544.421
2004-08-16,547.434
2004-08-17,547.073
2004-08-18,539.234
2004-08-19,545.401
2004-08-20,541.413
2004-08-23,540.125
2004-08-24,535.467
2004-08-25,534.248
2004-08-26,539.326
2004-08-27,540.075
2004-08-30,539.651
2004-08-31,541.645
2004-09-01,549.722
2004-09-02,547.839
2004-09-03,547.659
2004-09-06,551.922
2004-09-07,553.087
2004-09-08,553.399
2004-09-09,551.352
2004-09-10,558.039
2004-09-13,558.764
2004-09-14,557.047
2004-09-15,549.968
2004-09-16,548.474
2004-09-17,551.569
2004-09-20,550.938
2004-09-21,561.985
2004-09-22,557.834
2004-09-23,554.321
2004-09-24,551.722
2004-09-27,549.202
2004-09-28,554.078
2004-09-29,557.053
2004-09-30,555.409
2004-10-01,560.258
2004-10-04,559.089
2004-10-05,559.259
2004-10-06,558.515
2004-10-07,550.614
2004-10-08,554.517
2004-10-11,550.934
2004-10-12,543.664
2004-10-13,545.451
2004-10-14,545.953
2004-10-15,549.009
2004-10-18,551.992
2004-10-19,558.286
2004-10-20,558.037
2004-10-21,560.906
2004-10-22,560.157
2004-10-25,559.732
2004-10-26,561.117
2004-10-27,565.342
2004-10-28,569.072
2004-10-29,562.982
2004-11-01,568.507
2004-11-02,573.159
2004-11-03,584.981
2004-11-04,590.19
2004-11-05,597.032
2004-11-08,596.119
2004-11-09,590.912
2004-11-10,596.852
2004-11-11,601.412
2004-11-12,605.736
2004-11-15,603.853
2004-11-16,603.691
2004-11-17,610.682
2004-11-18,608.346
2004-11-19,604.515
2004-11-22,598.64
2004-11-23,597.204
2004-11-24,598.348
2004-11-25,607.116
2004-11-26,606.836
2004-11-29,605.766
2004-11-30,598.642
2004-12-01,602.119
2004-12-02,604.009
2004-12-03,607.125
2004-12-06,604.636
2004-12-07,606.793
2004-12-08,597.238
2004-12-09,598.304
2004-12-10,598.16
2004-12-13,606.462
2004-12-14,607.951
2004-12-15,614.061
2004-12-16,606.354
2004-12-17,600.027
2004-12-20,613.053
2004-12-21,607.958
2004-12-22,612.977
2004-12-23,618.197
2004-12-24,619.09
2004-12-27,622.534
2004-12-28,622.84
2004-12-29,623.749
2004-12-30,625.209
2004-12-31,623.147
2005-01-03,624.633
2005-01-04,614.56
2005-01-05,608.058
2005-01-06,605.101
2005-01-07,598.556
2005-01-10,601.365
2005-01-11,601.57
2005-01-12,605.38
2005-01-13,603.489
2005-01-14,602.693
2005-01-17,605.908
2005-01-18,601.382
2005-01-19,604.275
2005-01-20,596.924
2005-01-21,598.218
2005-01-24,603.203
2005-01-25,599.451
2005-01-26,605.827
2005-01-27,605.056
2005-01-28,600.345
2005-01-31,602.937
2005-02-01,602.279
2005-02-02,602.465
2005-02-03,599.474
2005-02-04,600.919
2005-02-07,597.361
2005-02-08,596.19
2005-02-09,597.083
2005-02-10,603.431
2005-02-11,607.404
2005-02-14,611.127
2005-02-15,612.353
2005-02-16,610.247
2005-02-17,612.408
2005-02-18,615.866
2005-02-21,621.605
2005-02-22,630.034
2005-02-23,622.196
2005-02-24,623.457
2005-02-25,627.539
2005-02-28,632.788
2005-03-01,632.646
2005-03-02,631.504
2005-03-03,628.901
2005-03-04,636.503
2005-03-07,631.509
2005-03-08,637.293
2005-03-09,634.005
2005-03-10,635.804
2005-03-11,640.749
2005-03-14,634.007
2005-03-15,637.36
2005-03-16,638.917
2005-03-17,635.732
2005-03-18,626.214
2005-03-21,622.925
2005-03-22,623.203
2005-03-23,614.731
2005-03-24,613.268
2005-03-25,613.268
2005-03-28,609.632
2005-03-29,613.351
2005-03-30,616.016
2005-03-31,616.891
2005-04-01,615.599
2005-04-04,604.341
2005-04-05,610.941
2005-04-06,616.997
2005-04-07,620.757
2005-04-08,618.763
2005-04-11,623.279
2005-04-12,617.171
2005-04-13,619.274
2005-04-14,615.686
2005-04-15,624.038
2005-04-18,620.64
2005-04-19,629.58
2005-04-20,627.758
2005-04-21,629.169
2005-04-22,629.896
2005-04-25,623.495
2005-04-26,625.149
2005-04-27,618.543
2005-04-28,618.087
2005-04-29,621.482
2005-05-02,621.749
2005-05-03,625.295
2005-05-04,635.558
2005-05-05,632.132
2005-05-06,631.768
2005-05-09,628.668
2005-05-10,624.648
2005-05-11,623.194
2005-05-12,621.308
2005-05-13,617.849
2005-05-16,616.738
2005-05-17,617.977
2005-05-18,622.225
2005-05-19,622.915
2005-05-20,617.946
2005-05-23,622.384
2005-05-24,628.408
2005-05-25,631.855
2005-05-26,631.88
2005-05-27,634.732
2005-05-30,631.728
2005-05-31,624.93
2005-06-01,630.839
2005-06-02,633.652
2005-06-03,632.068
2005-06-06,631.937
2005-06-07,636.254
2005-06-08,637.56
2005-06-09,632.175
2005-06-10,627.014
2005-06-13,625.465
2005-06-14,625.284
2005-06-15,626.232
2005-06-16,623.994
2005-06-17,629.991
2005-06-20,623.349
2005-06-21,630.089
2005-06-22,628.663
2005-06-23,624.113
2005-06-24,621.597
2005-06-27,621.562
2005-06-28,618.265
2005-06-29,622.386
2005-06-30,621.92
2005-07-01,617.305
2005-07-04,614.953
2005-07-05,615.075
2005-07-06,617.646
2005-07-07,615.551
2005-07-08,618.678
2005-07-11,629.112
2005-07-12,632.723
2005-07-13,632.22
2005-07-14,637.259
2005-07-15,634.956
2005-07-18,636.134
2005-07-19,631.739
2005-07-20,637.175
2005-07-21,641.497
2005-07-22,640.749
2005-07-25,639.685
2005-07-26,640.014
2005-07-27,643.896
2005-07-28,651.794
2005-07-29,654.748
2005-08-01,660.504
2005-08-02,667.416
2005-08-03,672.945
2005-08-04,671.949
2005-08-05,667.806
2005-08-08,673.328
2005-08-09,673.191
2005-08-10,678.74
2005-08-11,681.308
2005-08-12,678.868
2005-08-15,673.758
2005-08-16,672.159
2005-08-17,672.547
2005-08-18,662.384
2005-08-19,664.665
2005-08-22,667.089
2005-08-23,658.707
2005-08-24,658.893
2005-08-25,658.145
2005-08-26,656.497
2005-08-29,654.38
2005-08-30,649.354
2005-08-31,660.984
2005-09-01,675.758
2005-09-02,679.526
2005-09-05,677.597
2005-09-06,682.86
2005-09-07,687.503
2005-09-08,686.043
2005-09-09,689.421
2005-09-12,683.963
2005-09-13,678.832
2005-09-14,685.412
2005-09-15,680.84
2005-09-16,684.829
2005-09-19,680.278
2005-09-20,683.837
2005-09-21,681.327
2005-09-22,675.18
2005-09-23,673.855
2005-09-26,676.911
2005-09-27,674.35
2005-09-28,679.115
2005-09-29,675.45
2005-09-30,684.756
2005-10-03,688.156
2005-10-04,692.108
2005-10-05,692.703
2005-10-06,695.793
2005-10-07,694.552
2005-10-10,691.08
2005-10-11,691.836
2005-10-12,689.088
2005-10-13,676.471
2005-10-14,683.665
2005-10-17,681.645
2005-10-18,683.138
2005-10-19,675.359
2005-10-20,682.836
2005-10-21,681.887
2005-10-24,687.339
2005-10-25,696.24
2005-10-26,696.167
2005-10-27,694.467
2005-10-28,689.142
2005-10-31,697.738
2005-11-01,703.804
2005-11-02,711.79
2005-11-03,716.947
2005-11-04,704.246
2005-11-07,708.395
