Date,CANADA SMID CAP SMID (Small+Mid Cap)
2001-01-01,293.704
2001-01-02,290.992
2001-01-03,291.292
2001-01-04,287.699
2001-01-05,285.441
2001-01-08,287.334
2001-01-09,286.972
2001-01-10,287.978
2001-01-11,292.59
2001-01-12,291.748
2001-01-15,292.671
2001-01-16,293.097
2001-01-17,292.47
2001-01-18,289.888
2001-01-19,292.471
2001-01-22,293.327
2001-01-23,294.883
2001-01-24,294.652
2001-01-25,294.587
2001-01-26,294.925
2001-01-29,296.553
2001-01-30,298.746
2001-01-31,299.466
2001-02-01,302.703
2001-02-02,302.815
2001-02-05,302.219
2001-02-06,301.528
2001-02-07,299.411
2001-02-08,300.782
2001-02-09,300.585
2001-02-12,299.562
2001-02-13,299.362
2001-02-14,297.156
2001-02-15,298.231
2001-02-16,293.825
2001-02-19,294.035
2001-02-20,289.736
2001-02-21,282.405
2001-02-22,282.906
2001-02-23,281.758
2001-02-26,285.72
2001-02-27,285.818
2001-02-28,283.866
2001-03-01,281.08
2001-03-02,280.572
2001-03-05,282.869
2001-03-06,286.865
2001-03-07,288.579
2001-03-08,288.723
2001-03-09,287.725
2001-03-12,282.621
2001-03-13,281.833
2001-03-14,278.656
2001-03-15,276.397
2001-03-16,271.205
2001-03-19,275.953
2001-03-20,274.095
2001-03-21,268.182
2001-03-22,263.52
2001-03-23,265.388
2001-03-26,269.678
2001-03-27,270.168
2001-03-28,265.237
2001-03-29,263.889
2001-03-30,267.397
2001-04-02,267.359
2001-04-03,260.9
2001-04-04,262.889
2001-04-05,265.476
2001-04-06,266.278
2001-04-09,268.9
2001-04-10,275.087
2001-04-11,274.944
2001-04-12,277.02
2001-04-13,277.027
2001-04-16,277.161
2001-04-17,280.296
2001-04-18,284.067
2001-04-19,287.735
2001-04-20,287.542
2001-04-23,284.375
2001-04-24,283.43
2001-04-25,286.612
2001-04-26,288.471
2001-04-27,289.665
2001-04-30,291.284
2001-05-01,291.555
2001-05-02,292.96
2001-05-03,291.299
2001-05-04,292.577
2001-05-07,292.79
2001-05-08,292.059
2001-05-09,293.706
2001-05-10,296.461
2001-05-11,293.655
2001-05-14,293.278
2001-05-15,295.381
2001-05-16,299.873
2001-05-17,303.197
2001-05-18,305.13
2001-05-21,305.585
2001-05-22,307.635
2001-05-23,305.41
2001-05-24,304.117
2001-05-25,302.686
2001-05-28,303.193
2001-05-29,304.879
2001-05-30,300.283
2001-05-31,301.204
2001-06-01,306.67
2001-06-04,306.847
2001-06-05,306.165
2001-06-06,305.24
2001-06-07,305.6
2001-06-08,303.775
2001-06-11,303.983
2001-06-12,304.006
2001-06-13,303.747
2001-06-14,301.026
2001-06-15,298.11
2001-06-18,294.811
2001-06-19,293.27
2001-06-20,292.84
2001-06-21,292.452
2001-06-22,290.977
2001-06-25,291.043
2001-06-26,290.674
2001-06-27,289.259
2001-06-28,290.526
2001-06-29,295.371
2001-07-02,295.814
2001-07-03,297.279
2001-07-04,296.255
2001-07-05,295.805
2001-07-06,292.96
2001-07-09,291.184
2001-07-10,289.538
2001-07-11,287.664
2001-07-12,289.764
2001-07-13,290.396
2001-07-16,287.84
2001-07-17,289.051
2001-07-18,288.719
2001-07-19,288.254
2001-07-20,287.612
2001-07-23,285.464
2001-07-24,285.288
2001-07-25,286.096
2001-07-26,285.248
2001-07-27,286.97
2001-07-30,287.321
2001-07-31,288.678
2001-08-01,289.8
2001-08-02,291.587
2001-08-03,291.934
2001-08-06,293.444
2001-08-07,291.034
2001-08-08,289.772
2001-08-09,289.639
2001-08-10,287.577
2001-08-13,287.51
2001-08-14,286.456
2001-08-15,287.233
2001-08-16,287.587
2001-08-17,284.47
2001-08-20,283.588
2001-08-21,283.599
2001-08-22,284.22
2001-08-23,284.325
2001-08-24,286.728
2001-08-27,286.047
2001-08-28,284.164
2001-08-29,282.03
2001-08-30,278.414
2001-08-31,277.805
2001-09-03,277.572
2001-09-04,279.587
2001-09-05,279.331
2001-09-06,276.742
2001-09-07,273.875
2001-09-10,271.564
2001-09-11,259.153
2001-09-12,261.405
2001-09-13,262.49
2001-09-14,253.383
2001-09-17,257.587
2001-09-18,256.055
2001-09-19,250.19
2001-09-20,243.91
2001-09-21,243.685
2001-09-24,247.496
2001-09-25,247.401
2001-09-26,246.538
2001-09-27,246.072
2001-09-28,251.143
2001-10-01,250.971
2001-10-02,251.862
2001-10-03,253.061
2001-10-04,254.934
2001-10-05,255.787
2001-10-08,256.164
2001-10-09,255.943
2001-10-10,256.563
2001-10-11,261.858
2001-10-12,260.86
