Date,CANADA SMID CAP SMID (Small+Mid Cap)
2001-10-15,260.025
2001-10-16,262.81
2001-10-17,260.72
2001-10-18,257.506
2001-10-19,257.798
2001-10-22,257.212
2001-10-23,259.089
2001-10-24,259.777
2001-10-25,260.381
2001-10-26,261.009
2001-10-29,258.523
2001-10-30,255.461
2001-10-31,255.759
2001-11-01,256.948
2001-11-02,257.137
2001-11-05,258.858
2001-11-06,259.587
2001-11-07,261.78
2001-11-08,260.479
2001-11-09,260.383
2001-11-12,261.388
2001-11-13,264.652
2001-11-14,266.142
2001-11-15,265.892
2001-11-16,267.409
2001-11-19,270.844
2001-11-20,268.714
2001-11-21,266.867
2001-11-22,267.98
2001-11-23,269.611
2001-11-26,270.635
2001-11-27,271.304
2001-11-28,270.093
2001-11-29,272.793
2001-11-30,274.675
2001-12-03,273.503
2001-12-04,275.672
2001-12-05,282.096
2001-12-06,280.726
2001-12-07,282.655
2001-12-10,280.552
2001-12-11,279.659
2001-12-12,283.531
2001-12-13,280.562
2001-12-14,280.302
2001-12-17,283.328
2001-12-18,283.434
2001-12-19,280.419
2001-12-20,280.614
2001-12-21,281.92
2001-12-24,280.985
2001-12-25,281.031
2001-12-26,280.946
2001-12-27,285.206
2001-12-28,286.472
2001-12-31,287.593
2002-01-01,287.576
2002-01-02,286.337
2002-01-03,289.985
2002-01-04,292.067
2002-01-07,292.83
2002-01-08,291.658
2002-01-09,293.186
2002-01-10,291.596
2002-01-11,291.193
2002-01-14,288.436
2002-01-15,290.096
2002-01-16,288.9
2002-01-17,286.92
2002-01-18,285.139
2002-01-21,284.139
2002-01-22,284.946
2002-01-23,285.591
2002-01-24,288.596
2002-01-25,286.538
2002-01-28,285.922
2002-01-29,289.632
2002-01-30,287.919
2002-01-31,290.679
2002-02-01,293.358
2002-02-04,290.317
2002-02-05,287.913
2002-02-06,285.145
2002-02-07,284.607
2002-02-08,286.903
2002-02-11,290.007
2002-02-12,289.169
2002-02-13,291.487
2002-02-14,292.461
2002-02-15,290.929
2002-02-18,291.285
2002-02-19,290.951
2002-02-20,288.515
2002-02-21,287.94
2002-02-22,287.29
2002-02-25,288.744
2002-02-26,288.859
2002-02-27,290.512
2002-02-28,292.592
2002-03-01,296.066
2002-03-04,302.676
2002-03-05,303.237
2002-03-06,307.177
2002-03-07,308.873
2002-03-08,307.656
2002-03-11,307.872
2002-03-12,307.348
2002-03-13,305.918
2002-03-14,305.023
2002-03-15,307.471
2002-03-18,309.037
2002-03-19,311.749
2002-03-20,312.114
2002-03-21,309.652
2002-03-22,311.994
2002-03-25,307.6
2002-03-26,306.353
2002-03-27,309.632
2002-03-28,308.511
2002-03-29,308.459
2002-04-01,308.948
2002-04-02,309.788
2002-04-03,309.193
2002-04-04,308.445
2002-04-05,309.155
2002-04-08,308.91
2002-04-09,307.909
2002-04-10,310.256
2002-04-11,308.196
2002-04-12,309.754
2002-04-15,309.778
2002-04-16,314.726
2002-04-17,317.732
2002-04-18,316.085
2002-04-19,317.465
2002-04-22,315.327
2002-04-23,313.072
2002-04-24,313.153
2002-04-25,311.97
2002-04-26,311.882
2002-04-29,309.081
2002-04-30,310.071
2002-05-01,311.303
2002-05-02,312.205
2002-05-03,311.974
2002-05-06,310.671
2002-05-07,309.875
2002-05-08,313.902
2002-05-09,311.977
2002-05-10,312.477
2002-05-13,316.422
2002-05-14,318.472
2002-05-15,319.451
2002-05-16,320.709
2002-05-17,323.156
2002-05-20,323.54
2002-05-21,324.491
2002-05-22,323.951
2002-05-23,325.676
2002-05-24,324.985
2002-05-27,324.803
2002-05-28,325.987
2002-05-29,324.861
2002-05-30,322.144
2002-05-31,326.426
2002-06-03,325.156
2002-06-04,325.772
2002-06-05,323.72
2002-06-06,323.589
2002-06-07,320.398
2002-06-10,317.115
2002-06-11,315.832
2002-06-12,314.356
2002-06-13,310.821
2002-06-14,306.71
2002-06-17,308.846
2002-06-18,309.329
2002-06-19,307.022
2002-06-20,308.54
2002-06-21,307.613
2002-06-24,310.435
2002-06-25,307.42
2002-06-26,304.517
2002-06-27,306.432
2002-06-28,306.251
2002-07-01,306.772
2002-07-02,300.504
2002-07-03,299.13
2002-07-04,298.687
2002-07-05,303.131
2002-07-08,305.019
2002-07-09,305.327
2002-07-10,300.258
2002-07-11,295.85
2002-07-12,293.906
2002-07-15,286.447
2002-07-16,287.75
2002-07-17,286.967
2002-07-18,285.406
2002-07-19,281.169
2002-07-22,271.304
2002-07-23,258.62
2002-07-24,263.066
2002-07-25,259.53
2002-07-26,258.482
2002-07-29,267.37
2002-07-30,269.467
2002-07-31,269.015
2002-08-01,267.305
2002-08-02,266.07
2002-08-05,265.106
2002-08-06,263.033
2002-08-07,263.155
2002-08-08,267.388
2002-08-09,270.827
2002-08-12,268.703
2002-08-13,268.349
2002-08-14,269.298
2002-08-15,271.119
2002-08-16,271.683
2002-08-19,273.917
2002-08-20,272.349
2002-08-21,274.887
2002-08-22,280.017
2002-08-23,276.283
2002-08-26,278.986
2002-08-27,278.447
2002-08-28,275.021
2002-08-29,275.078
2002-08-30,275.395
2002-09-02,276.201
2002-09-03,271.725
2002-09-04,271.763
2002-09-05,269.602
2002-09-06,269.668
2002-09-09,271.53
2002-09-10,271.632
2002-09-11,273.808
2002-09-12,269.844
2002-09-13,268.227
2002-09-16,268.824
2002-09-17,265.141
2002-09-18,261.273
2002-09-19,259.494
2002-09-20,259.52
2002-09-23,252.99
2002-09-24,252.277
2002-09-25,256.452
2002-09-26,258.677
2002-09-27,257.411
2002-09-30,257.086
2002-10-01,258.722
2002-10-02,255.325
2002-10-03,252.56
2002-10-04,248.895
2002-10-07,244.343
2002-10-08,243.27
2002-10-09,237.837
2002-10-10,240.155
2002-10-11,246.532
2002-10-14,247.015
2002-10-15,254.601
2002-10-16,252.715
2002-10-17,259.39
2002-10-18,260.507
2002-10-21,263.551
2002-10-22,262.765
2002-10-23,264.237
2002-10-24,264.043
2002-10-25,265.864
2002-10-28,268.695
2002-10-29,264.544
2002-10-30,265.244
2002-10-31,263.886
2002-11-01,267.837
2002-11-04,271.037
2002-11-05,270.801
2002-11-06,272.122
2002-11-07,271.054
2002-11-08,269.205
2002-11-11,265.389
2002-11-12,265.255
2002-11-13,262.485
2002-11-14,265.169
2002-11-15,268.041
2002-11-18,267.524
2002-11-19,265.377
2002-11-20,267.334
2002-11-21,270.225
2002-11-22,268.619
2002-11-25,270.672
2002-11-26,268.662
2002-11-27,272.56
2002-11-28,274.066
2002-11-29,275.908
2002-12-02,278.006
2002-12-03,276.766
2002-12-04,275.851
2002-12-05,273.055
2002-12-06,273.663
2002-12-09,273.374
2002-12-10,275.851
2002-12-11,276.158
2002-12-12,279.101
2002-12-13,279.057
2002-12-16,281.446
2002-12-17,279.889
2002-12-18,278.369
2002-12-19,278.35
2002-12-20,279.064
2002-12-23,282.281
2002-12-24,281.644
2002-12-25,281.644
2002-12-26,281.012
2002-12-27,278.807
2002-12-30,277.456
2002-12-31,277.852
2003-01-01,277.852
2003-01-02,282.735
2003-01-03,285.589
2003-01-06,287.637
2003-01-07,286.402
2003-01-08,285.553
2003-01-09,288.654
2003-01-10,291.169
2003-01-13,292.138
2003-01-14,292.038
2003-01-15,293.241
2003-01-16,294.358
2003-01-17,291.178
2003-01-20,289.647
2003-01-21,289.25
2003-01-22,289.449
2003-01-23,291.502
2003-01-24,289.653
2003-01-27,285.03
2003-01-28,283.865
2003-01-29,284.003
2003-01-30,282.638
2003-01-31,283.039
2003-02-03,284.711
2003-02-04,284.611
2003-02-05,282.452
2003-02-06,280.882
2003-02-07,278.414
2003-02-10,275.578
2003-02-11,277.544
2003-02-12,276.07
2003-02-13,277.498
2003-02-14,277.364
2003-02-17,279.146
2003-02-18,280.177
2003-02-19,280.87
2003-02-20,282.738
2003-02-21,282.313
2003-02-24,282.283
2003-02-25,280.162
2003-02-26,280.816
2003-02-27,282.37
2003-02-28,283.046
2003-03-03,279.907
2003-03-04,279.088
2003-03-05,278.648
2003-03-06,275.0
2003-03-07,275.55
2003-03-10,272.452
2003-03-11,271.624
2003-03-12,268.612
2003-03-13,270.934
2003-03-14,272.313
2003-03-17,277.506
2003-03-18,277.832
2003-03-19,276.801
2003-03-20,278.37
2003-03-21,279.575
2003-03-24,273.558
2003-03-25,274.423
2003-03-26,275.065
2003-03-27,275.178
2003-03-28,277.509
2003-03-31,275.971
2003-04-01,274.041
2003-04-02,275.88
2003-04-03,276.1
2003-04-04,276.681
2003-04-07,276.624
2003-04-08,277.718
2003-04-09,278.014
2003-04-10,280.351
2003-04-11,280.501
2003-04-14,281.652
2003-04-15,283.093
2003-04-16,283.533
2003-04-17,286.208
2003-04-18,286.208
2003-04-21,287.883
2003-04-22,289.945
2003-04-23,289.766
2003-04-24,286.597
2003-04-25,285.095
2003-04-28,288.105
2003-04-29,289.347
2003-04-30,294.516
2003-05-01,298.219
2003-05-02,300.121
2003-05-05,304.952
2003-05-06,307.142
2003-05-07,305.67
2003-05-08,306.141
2003-05-09,308.068
2003-05-12,311.163
2003-05-13,308.026
2003-05-14,311.939
2003-05-15,312.492
2003-05-16,313.492
2003-05-19,315.169
2003-05-20,314.836
2003-05-21,315.492
2003-05-22,314.211
2003-05-23,312.583
2003-05-26,312.952
2003-05-27,316.746
2003-05-28,315.099
2003-05-29,317.859
2003-05-30,321.523
2003-06-02,324.995
2003-06-03,322.225
2003-06-04,331.02
2003-06-05,337.091
2003-06-06,335.101
2003-06-09,331.29
2003-06-10,330.199
2003-06-11,335.936
2003-06-12,337.159
2003-06-13,336.99
2003-06-16,340.554
2003-06-17,342.793
2003-06-18,343.859
2003-06-19,339.116
2003-06-20,338.674
2003-06-23,333.752
2003-06-24,331.315
2003-06-25,336.667
2003-06-26,335.611
2003-06-27,335.644
2003-06-30,333.424
2003-07-01,335.746
2003-07-02,339.544
2003-07-03,340.967
2003-07-04,340.109
2003-07-07,342.151
2003-07-08,339.908
2003-07-09,337.65
2003-07-10,333.545
2003-07-11,334.836
2003-07-14,337.902
2003-07-15,332.08
2003-07-16,331.304
2003-07-17,328.486
2003-07-18,327.212
2003-07-21,329.789
2003-07-22,330.701
2003-07-23,334.815
2003-07-24,340.389
2003-07-25,344.274
2003-07-28,345.818
2003-07-29,343.536
2003-07-30,340.407
2003-07-31,341.16
2003-08-01,343.871
2003-08-04,341.799
2003-08-05,339.951
2003-08-06,337.661
2003-08-07,340.72
2003-08-08,343.372
2003-08-11,348.607
2003-08-12,349.919
2003-08-13,351.063
2003-08-14,352.103
2003-08-15,352.071
2003-08-18,353.09
2003-08-19,353.864
2003-08-20,356.389
2003-08-21,357.471
2003-08-22,355.731
2003-08-25,356.581
2003-08-26,356.558
2003-08-27,357.451
2003-08-28,359.939
2003-08-29,363.337
2003-09-01,364.823
2003-09-02,365.336
2003-09-03,366.759
2003-09-04,369.835
2003-09-05,370.675
2003-09-08,372.037
2003-09-09,375.716
2003-09-10,371.536
2003-09-11,372.383
2003-09-12,372.985
2003-09-15,372.406
2003-09-16,375.136
2003-09-17,375.003
2003-09-18,376.956
2003-09-19,381.959
2003-09-22,381.19
2003-09-23,381.894
2003-09-24,377.881
2003-09-25,376.677
2003-09-26,369.803
2003-09-29,370.55
2003-09-30,370.745
2003-10-01,376.087
2003-10-02,379.74
2003-10-03,379.18
2003-10-06,381.222
2003-10-07,384.548
2003-10-08,386.197
2003-10-09,387.386
2003-10-10,391.219
2003-10-13,391.773
2003-10-14,395.284
2003-10-15,395.094
2003-10-16,399.784
2003-10-17,395.956
2003-10-20,394.052
2003-10-21,398.43
2003-10-22,397.374
2003-10-23,392.099
2003-10-24,392.068
2003-10-27,394.688
2003-10-28,396.165
2003-10-29,400.255
2003-10-30,400.813
2003-10-31,401.351
2003-11-03,401.771
2003-11-04,402.685
2003-11-05,403.412
2003-11-06,402.358
2003-11-07,405.52
2003-11-10,407.293
2003-11-11,403.788
2003-11-12,409.777
2003-11-13,409.356
2003-11-14,407.592
2003-11-17,406.677
2003-11-18,408.336
2003-11-19,410.366
2003-11-20,408.988
2003-11-21,405.833
2003-11-24,403.579
2003-11-25,404.847
2003-11-26,412.234
2003-11-27,412.057
2003-11-28,415.712
2003-12-01,419.304
2003-12-02,422.289
2003-12-03,420.138
2003-12-04,417.69
2003-12-05,420.393
2003-12-08,421.258
2003-12-09,416.125
2003-12-10,411.972
2003-12-11,410.737
2003-12-12,415.991
2003-12-15,415.6
2003-12-16,415.729
2003-12-17,415.716
2003-12-18,417.965
2003-12-19,414.282
2003-12-22,417.64
2003-12-23,423.79
2003-12-24,427.013
2003-12-25,427.013
2003-12-26,429.829
2003-12-29,435.73
2003-12-30,435.936
2003-12-31,441.334
2004-01-01,441.334
2004-01-02,443.999
2004-01-05,453.808
2004-01-06,453.963
2004-01-07,449.551
2004-01-08,451.166
2004-01-09,453.294
2004-01-12,451.541
2004-01-13,451.226
2004-01-14,444.471
2004-01-15,441.39
2004-01-16,444.752
2004-01-19,448.589
2004-01-20,456.608
2004-01-21,451.196
2004-01-22,450.259
2004-01-23,448.741
2004-01-26,446.583
2004-01-27,448.712
2004-01-28,438.959
2004-01-29,431.404
2004-01-30,433.372
2004-02-02,433.709
2004-02-03,435.907
2004-02-04,431.244
2004-02-05,432.855
2004-02-06,442.081
2004-02-09,446.107
2004-02-10,446.419
2004-02-11,447.711
2004-02-12,449.952
2004-02-13,450.973
2004-02-16,451.926
2004-02-17,455.078
2004-02-18,452.108
2004-02-19,445.477
2004-02-20,437.991
2004-02-23,436.753
2004-02-24,439.878
2004-02-25,439.725
2004-02-26,441.39
2004-02-27,444.889
2004-03-01,453.346
2004-03-02,449.53
2004-03-03,446.45
2004-03-04,450.271
2004-03-05,460.306
2004-03-08,456.681
2004-03-09,453.389
2004-03-10,441.237
2004-03-11,439.399
2004-03-12,439.84
2004-03-15,434.681
2004-03-16,437.128
2004-03-17,436.924
2004-03-18,441.211
2004-03-19,443.157
2004-03-22,437.791
2004-03-23,435.307
2004-03-24,430.372
2004-03-25,439.952
2004-03-26,441.522
2004-03-29,447.408
2004-03-30,451.972
2004-03-31,449.604
2004-04-01,454.295
2004-04-02,459.291
2004-04-05,463.531
2004-04-06,464.69
2004-04-07,460.784
2004-04-08,456.826
2004-04-09,456.826
2004-04-12,457.647
2004-04-13,448.518
2004-04-14,439.229
2004-04-15,439.979
2004-04-16,446.221
2004-04-19,445.534
2004-04-20,438.595
2004-04-21,433.228
2004-04-22,438.778
2004-04-23,437.132
2004-04-26,439.141
2004-04-27,434.138
2004-04-28,416.987
2004-04-29,416.294
2004-04-30,415.696
2004-05-03,416.874
2004-05-04,426.141
2004-05-05,427.075
2004-05-06,421.997
2004-05-07,412.355
2004-05-10,403.161
2004-05-11,408.284
2004-05-12,408.291
2004-05-13,404.832
2004-05-14,408.087
2004-05-17,408.285
2004-05-18,408.503
2004-05-19,418.031
2004-05-20,418.577
2004-05-21,422.0
2004-05-24,423.328
2004-05-25,428.715
2004-05-26,429.17
2004-05-27,435.925
2004-05-28,434.305
2004-05-31,437.33
2004-06-01,434.857
2004-06-02,436.184
2004-06-03,433.133
2004-06-04,438.052
2004-06-07,442.931
2004-06-08,441.9
2004-06-09,434.536
2004-06-10,433.898
2004-06-11,433.203
2004-06-14,427.158
2004-06-15,428.855
2004-06-16,430.73
2004-06-17,433.475
2004-06-18,437.989
2004-06-21,437.156
2004-06-22,440.242
2004-06-23,440.648
2004-06-24,448.248
2004-06-25,444.94
2004-06-28,445.377
2004-06-29,445.608
2004-06-30,450.36
2004-07-01,453.233
2004-07-02,452.305
2004-07-05,451.168
2004-07-06,450.972
2004-07-07,453.264
2004-07-08,452.162
2004-07-09,452.526
2004-07-12,450.59
2004-07-13,445.537
2004-07-14,448.623
2004-07-15,445.943
2004-07-16,450.436
2004-07-19,450.26
2004-07-20,448.513
2004-07-21,444.781
2004-07-22,444.52
2004-07-23,439.403
2004-07-26,431.342
2004-07-27,430.409
2004-07-28,434.594
2004-07-29,439.585
2004-07-30,438.862
2004-08-02,437.709
2004-08-03,441.914
2004-08-04,438.452
2004-08-05,432.838
2004-08-06,430.544
2004-08-09,424.88
2004-08-10,429.192
2004-08-11,421.402
2004-08-12,417.706
2004-08-13,424.179
2004-08-16,431.873
2004-08-17,430.965
2004-08-18,431.128
2004-08-19,439.166
2004-08-20,441.103
2004-08-23,437.523
2004-08-24,434.837
2004-08-25,437.677
2004-08-26,435.841
2004-08-27,436.936
2004-08-30,433.468
2004-08-31,437.597
2004-09-01,441.381
2004-09-02,443.662
2004-09-03,439.671
2004-09-06,440.856
2004-09-07,444.814
2004-09-08,443.005
2004-09-09,446.978
2004-09-10,447.423
2004-09-13,448.815
2004-09-14,450.714
2004-09-15,446.509
2004-09-16,450.944
2004-09-17,447.897
2004-09-20,449.944
2004-09-21,458.145
2004-09-22,457.703
2004-09-23,461.253
2004-09-24,461.388
2004-09-27,459.693
2004-09-28,466.147
2004-09-29,469.031
2004-09-30,474.193
2004-10-01,481.147
2004-10-04,479.154
2004-10-05,483.715
2004-10-06,488.198
2004-10-07,487.667
2004-10-08,490.525
2004-10-11,488.941
2004-10-12,483.081
2004-10-13,473.91
2004-10-14,476.459
2004-10-15,478.276
2004-10-18,476.609
2004-10-19,473.186
2004-10-20,480.524
2004-10-21,483.827
2004-10-22,483.592
2004-10-25,491.224
2004-10-26,492.044
2004-10-27,492.247
2004-10-28,490.441
2004-10-29,493.999
2004-11-01,492.751
2004-11-02,490.478
2004-11-03,498.528
2004-11-04,503.049
2004-11-05,509.486
2004-11-08,509.464
2004-11-09,509.865
2004-11-10,508.346
2004-11-11,512.088
2004-11-12,518.361
2004-11-15,516.33
2004-11-16,523.416
2004-11-17,526.051
2004-11-18,518.03
2004-11-19,520.561
2004-11-22,527.99
2004-11-23,527.376
2004-11-24,531.619
2004-11-25,535.051
2004-11-26,537.364
2004-11-29,537.457
2004-11-30,533.572
2004-12-01,535.859
2004-12-02,528.647
2004-12-03,527.135
2004-12-06,525.696
2004-12-07,516.231
2004-12-08,508.685
2004-12-09,510.211
2004-12-10,508.104
2004-12-13,511.199
2004-12-14,510.507
2004-12-15,518.385
2004-12-16,516.183
2004-12-17,517.576
2004-12-20,522.142
2004-12-21,525.37
2004-12-22,524.343
2004-12-23,525.698
2004-12-24,530.828
2004-12-27,534.004
2004-12-28,533.851
2004-12-29,533.932
2004-12-30,540.313
2004-12-31,543.739
2005-01-03,537.735
2005-01-04,523.747
2005-01-05,515.387
2005-01-06,513.091
2005-01-07,512.464
2005-01-10,520.044
2005-01-11,521.857
2005-01-12,528.702
2005-01-13,526.853
2005-01-14,524.335
2005-01-17,526.531
2005-01-18,529.089
2005-01-19,527.731
2005-01-20,523.47
2005-01-21,526.839
2005-01-24,528.347
2005-01-25,522.659
2005-01-26,527.127
2005-01-27,525.236
2005-01-28,521.365
2005-01-31,526.234
2005-02-01,530.623
2005-02-02,535.15
2005-02-03,535.082
2005-02-04,536.522
2005-02-07,532.342
2005-02-08,533.715
2005-02-09,534.229
2005-02-10,543.564
2005-02-11,548.832
2005-02-14,551.944
2005-02-15,550.751
2005-02-16,551.646
2005-02-17,557.208
2005-02-18,558.146
2005-02-21,557.258
2005-02-22,557.973
2005-02-23,553.994
2005-02-24,554.221
2005-02-25,562.597
2005-02-28,565.251
2005-03-01,561.223
2005-03-02,564.205
2005-03-03,565.423
2005-03-04,578.697
2005-03-07,576.139
2005-03-08,584.306
2005-03-09,582.54
2005-03-10,577.532
2005-03-11,581.323
2005-03-14,579.996
2005-03-15,580.294
2005-03-16,578.945
2005-03-17,581.73
2005-03-18,579.357
2005-03-21,572.656
2005-03-22,574.558
2005-03-23,560.941
2005-03-24,559.369
2005-03-25,559.328
2005-03-28,551.834
2005-03-29,547.563
2005-03-30,550.668
2005-03-31,561.016
2005-04-01,561.935
2005-04-04,557.645
2005-04-05,556.435
2005-04-06,555.143
2005-04-07,556.316
2005-04-08,551.064
2005-04-11,549.388
2005-04-12,543.965
2005-04-13,535.522
2005-04-14,525.343
2005-04-15,520.535
2005-04-18,520.579
2005-04-19,530.803
2005-04-20,529.033
2005-04-21,530.232
2005-04-22,530.39
2005-04-25,531.969
2005-04-26,528.796
2005-04-27,520.967
2005-04-28,512.934
2005-04-29,516.801
2005-05-02,516.74
2005-05-03,516.602
2005-05-04,524.083
2005-05-05,525.979
2005-05-06,527.876
2005-05-09,532.997
2005-05-10,527.666
2005-05-11,519.541
2005-05-12,510.91
2005-05-13,502.634
2005-05-16,501.11
2005-05-17,504.835
2005-05-18,511.914
2005-05-19,512.999
2005-05-20,512.977
2005-05-23,515.772
2005-05-24,518.124
2005-05-25,515.664
2005-05-26,520.674
2005-05-27,525.379
2005-05-30,530.836
2005-05-31,530.05
2005-06-01,538.644
2005-06-02,536.08
2005-06-03,538.533
2005-06-06,535.988
2005-06-07,531.798
2005-06-08,533.909
2005-06-09,530.417
2005-06-10,536.871
2005-06-13,537.348
2005-06-14,539.083
2005-06-15,549.258
2005-06-16,555.568
2005-06-17,555.344
2005-06-20,555.271
2005-06-21,552.214
2005-06-22,553.122
2005-06-23,550.639
2005-06-24,548.155
2005-06-27,548.527
2005-06-28,550.278
2005-06-29,552.587
2005-06-30,550.676
2005-07-01,543.51
2005-07-04,546.836
2005-07-05,551.059
2005-07-06,558.97
2005-07-07,560.601
2005-07-08,568.356
2005-07-11,573.374
2005-07-12,576.319
2005-07-13,576.067
2005-07-14,571.412
2005-07-15,569.375
2005-07-18,572.565
2005-07-19,577.851
2005-07-20,579.995
2005-07-21,584.032
2005-07-22,586.921
2005-07-25,582.863
2005-07-26,575.662
2005-07-27,576.453
2005-07-28,580.951
2005-07-29,583.327
2005-08-01,589.516
2005-08-02,600.062
2005-08-03,601.599
2005-08-04,603.131
2005-08-05,595.003
2005-08-08,598.728
2005-08-09,594.786
2005-08-10,599.583
2005-08-11,607.975
2005-08-12,609.194
2005-08-15,604.869
2005-08-16,599.063
2005-08-17,593.791
2005-08-18,583.91
2005-08-19,590.959
2005-08-22,598.781
2005-08-23,602.805
2005-08-24,600.696
2005-08-25,604.418
2005-08-26,601.204
2005-08-29,602.004
2005-08-30,601.358
2005-08-31,609.907
2005-09-01,620.175
2005-09-02,618.155
2005-09-05,617.401
2005-09-06,622.732
2005-09-07,626.024
2005-09-08,630.112
2005-09-09,642.126
2005-09-12,636.488
2005-09-13,635.406
2005-09-14,641.051
2005-09-15,639.489
2005-09-16,646.822
2005-09-19,650.036
2005-09-20,641.046
2005-09-21,645.211
2005-09-22,638.099
2005-09-23,635.875
2005-09-26,641.024
2005-09-27,637.922
2005-09-28,639.225
2005-09-29,647.504
2005-09-30,652.081
2005-10-03,653.268
2005-10-04,644.722
2005-10-05,629.22
2005-10-06,620.305
2005-10-07,629.596
2005-10-10,629.596
2005-10-11,628.613
2005-10-12,622.28
2005-10-13,610.827
2005-10-14,611.12
2005-10-17,619.008
2005-10-18,605.748
2005-10-19,606.927
2005-10-20,595.987
2005-10-21,597.027
2005-10-24,598.881
2005-10-25,606.378
2005-10-26,609.65
2005-10-27,604.169
2005-10-28,605.175
2005-10-31,607.954
2005-11-01,607.578
2005-11-02,619.235
2005-11-03,623.333
2005-11-04,625.455
2005-11-07,620.333
2005-11-08,614.676
