Date,CANADA SMID CAP SMID (Small+Mid Cap)
1994-05-31,155.462
1994-06-30,145.918
1994-07-29,149.082
1994-08-31,152.286
1994-09-30,157.3
1994-10-31,154.073
1994-11-30,142.675
1994-12-30,144.068
1995-01-31,137.731
1995-02-28,142.991
1995-03-31,148.6
1995-04-28,154.311
1995-05-31,159.381
1995-06-30,161.672
1995-07-31,167.866
1995-08-31,166.883
1995-09-29,167.007
1995-10-31,162.974
1995-11-30,165.495
1995-12-29,167.815
1996-01-31,173.847
1996-02-29,176.877
1996-03-29,181.016
1996-04-30,188.341
1996-05-31,190.909
1996-06-28,183.097
1996-07-31,176.655
1996-08-30,187.6
1996-09-30,193.675
1996-10-31,205.226
1996-11-29,213.787
1996-12-31,211.736
1997-01-31,223.672
1997-02-28,228.036
1997-03-31,215.54
1997-04-30,214.769
1997-05-30,230.942
1997-06-30,235.042
1997-07-31,247.252
1997-08-29,245.126
1997-09-30,266.296
1997-10-31,252.274
1997-11-28,228.976
1997-12-31,232.934
1998-01-30,226.287
1998-02-27,245.607
1998-03-31,259.03
1998-04-30,260.271
1998-05-29,250.031
1998-06-30,239.624
1998-07-31,219.758
1998-08-31,171.784
1998-09-30,182.59
1998-10-30,191.083
1998-11-30,195.912
1998-12-31,201.217
1999-01-29,209.023
1999-02-26,200.296
1999-03-31,214.883
1999-04-30,242.122
1999-05-31,233.732
1999-06-30,239.197
1999-07-30,240.589
1999-08-31,243.209
1999-09-30,243.238
1999-10-29,238.891
1999-11-30,243.126
1999-12-31,272.069
2000-01-31,278.37
2000-02-29,311.465
2000-03-31,295.917
2000-04-28,291.867
2000-05-31,289.252
2000-06-30,300.187
2000-07-31,292.16
2000-08-31,319.896
2000-09-29,312.428
2000-10-31,294.084
2000-11-30,273.432
2000-12-29,293.704
2001-01-31,299.466
2001-02-28,283.866
2001-03-30,267.397
2001-04-30,291.284
2001-05-31,301.204
2001-06-29,295.371
2001-07-31,288.678
2001-08-31,277.805
2001-09-28,251.143
2001-10-31,255.759
2001-11-30,274.675
2001-12-31,287.593
2002-01-31,290.679
2002-02-28,292.592
2002-03-29,308.459
2002-04-30,310.071
2002-05-31,326.426
2002-06-28,306.251
2002-07-31,269.015
2002-08-30,275.395
2002-09-30,257.086
2002-10-31,263.886
2002-11-29,275.908
2002-12-31,277.852
2003-01-31,283.039
2003-02-28,283.046
2003-03-31,275.971
2003-04-30,294.516
2003-05-30,321.523
2003-06-30,333.424
2003-07-31,341.16
2003-08-29,363.337
2003-09-30,370.745
2003-10-31,401.351
2003-11-28,415.712
2003-12-31,441.334
2004-01-30,433.372
2004-02-27,444.889
2004-03-31,449.604
2004-04-30,415.696
2004-05-31,437.33
2004-06-30,450.36
2004-07-30,438.862
2004-08-31,437.597
2004-09-30,474.193
2004-10-29,493.999
2004-11-30,533.572
2004-12-31,543.739
2005-01-31,526.234
2005-02-28,565.251
2005-03-31,561.016
2005-04-29,516.801
2005-05-31,530.05
2005-06-30,550.676
2005-07-29,583.327
2005-08-31,609.907
2005-09-30,652.081
2005-10-31,607.954
2005-11-30,643.463
2005-12-30,681.781
2006-01-31,754.327
2006-02-28,738.131
2006-03-31,759.301
2006-04-28,817.917
2006-05-31,794.214
2006-06-30,764.7
2006-07-31,766.467
2006-08-31,797.557
2006-09-29,755.435
2006-10-31,801.297
2006-11-30,825.077
2006-12-29,821.723
2007-01-31,830.19
2007-02-28,845.974
2007-03-30,872.37
2007-04-30,931.324
2007-05-31,1000.0
2007-06-29,998.973
2007-07-31,989.03
2007-08-31,951.1
2007-09-28,1058.318
2007-10-31,1156.773
2007-11-30,1003.367
2007-12-31,1030.436
2008-01-31,950.785
2008-02-29,1033.083
2008-03-31,958.466
2008-04-30,999.508
2008-05-30,1061.493
2008-06-30,1045.054
2008-07-31,948.646
2008-08-29,928.678
2008-09-30,740.341
2008-10-31,522.057
2008-11-28,486.984
2008-12-31,504.144
2009-01-30,498.136
2009-02-27,464.874
2009-03-31,496.101
2009-04-30,572.322
2009-05-29,681.55
2009-06-30,651.065
2009-07-31,734.533
2009-08-31,749.579
2009-09-30,827.004
2009-10-30,813.015
2009-11-30,889.541
2009-12-31,932.05
2010-01-29,884.304
2010-02-26,938.359
2010-03-31,1003.194
2010-04-30,1032.83
2010-05-31,957.972
2010-06-30,920.035
2010-07-30,989.08
2010-08-31,996.74
2010-09-30,1095.017
2010-10-29,1156.499
2010-11-30,1184.085
2010-12-31,1292.538
2011-01-31,1285.648
2011-02-28,1360.466
2011-03-31,1368.392
2011-04-29,1400.348
2011-05-31,1363.078
2011-06-30,1307.474
2011-07-29,1327.468
2011-08-31,1254.526
2011-09-30,1049.296
2011-10-31,1192.387
2011-11-30,1161.748
2011-12-30,1126.916
2012-01-31,1205.595
2012-02-29,1247.647
2012-03-30,1184.399
2012-04-30,1186.503
2012-05-31,1055.283
2012-06-29,1069.379
2012-07-31,1103.475
2012-08-31,1150.593
2012-09-28,1207.774
2012-10-31,1195.984
2012-11-30,1171.813
2012-12-31,1188.306
2013-01-31,1195.12
2013-02-28,1153.75
2013-03-29,1183.336
2013-04-30,1168.659
2013-05-31,1149.347
2013-06-28,1076.057
2013-07-31,1144.985
2013-08-30,1127.528
2013-09-30,1169.146
2013-10-31,1191.521
2013-11-29,1159.447
2013-12-31,1180.473
2014-01-31,1148.256
2014-02-28,1212.692
2014-03-31,1219.818
2014-04-30,1265.289
2014-05-30,1267.242
2014-06-30,1364.713
2014-07-31,1325.494
2014-08-29,1370.122
2014-09-30,1241.398
2014-10-31,1160.298
2014-11-28,1140.518
2014-12-31,1115.345
2015-01-30,1022.661
2015-02-27,1080.842
2015-03-31,1032.72
2015-04-30,1126.03
2015-05-29,1073.912
2015-06-30,1034.79
2015-07-31,940.627
2015-08-31,890.629
2015-09-30,843.547
2015-10-30,898.288
2015-11-30,870.778
2015-12-31,813.62
2016-01-29,779.411
2016-02-29,848.921
2016-03-31,945.913
2016-04-29,1053.061
2016-05-31,1015.288
2016-06-30,1056.375
2016-07-29,1105.324
2016-08-31,1079.125
2016-09-30,1097.259
2016-10-31,1062.013
2016-11-30,1070.535
2016-12-30,1076.072
2017-01-31,1126.168
2017-02-28,1099.124
2017-03-31,1114.37
2017-04-28,1092.67
2017-05-31,1090.793
2017-06-30,1120.909
2017-07-31,1154.396
2017-08-31,1163.246
2017-09-29,1187.369
2017-10-31,1173.956
2017-11-30,1181.73
2017-12-29,1238.272
2018-01-31,1250.387
2018-02-28,1159.894
2018-03-30,1154.747
2018-04-30,1192.151
2018-05-31,1219.574
2018-06-29,1219.512
2018-07-31,1214.58
2018-08-31,1189.374
2018-09-28,1184.28
2018-10-31,1070.716
2018-11-30,1036.708
2018-12-31,972.002
2019-01-31,1097.679
2019-02-28,1135.804
2019-03-29,1130.89
2019-04-30,1131.344
2019-05-31,1090.729
2019-06-28,1181.272
2019-07-31,1188.128
2019-08-30,1179.367
2019-09-30,1171.979
2019-10-31,1173.278
2019-11-29,1203.292
2019-12-31,1267.311
2020-01-31,1231.323
2020-02-28,1115.489
2020-03-31,811.337
2020-04-30,1004.708
2020-05-29,1046.989
2020-06-30,1091.583
2020-07-31,1188.337
2020-08-31,1243.694
2020-09-30,1183.102
2020-10-30,1170.414
2020-11-30,1326.135
2020-12-31,1401.558
2021-01-29,1405.837
2021-02-26,1470.005
2021-03-31,1508.982
2021-04-30,1588.734
2021-05-31,1653.921
2021-06-30,1637.91
2021-07-30,1634.948
2021-08-31,1644.973
2021-09-30,1604.591
2021-10-29,1712.501
2021-11-30,1600.859
2021-12-31,1661.94
2022-01-31,1620.318
2022-02-28,1654.689
2022-03-31,1756.432
2022-04-29,1622.905
2022-05-31,1625.055
2022-06-30,1426.266
2022-07-29,1536.035
2022-08-31,1486.488
2022-09-30,1341.524
2022-10-31,1407.844
2022-11-30,1492.073
2022-12-30,1432.78
2023-01-31,1557.711
2023-02-28,1501.111
2023-03-31,1526.156
2023-04-28,1549.758
2023-05-31,1478.081
2023-06-30,1566.083
2023-07-31,1640.08
2023-08-31,1579.352
2023-09-29,1522.015
2023-10-31,1424.379
2023-11-30,1522.586
2023-12-29,1598.513
