Date,CANADA SMID CAP SMID (Small+Mid Cap)
2007-11-30,1006.416
2007-12-31,1034.262
2008-01-31,954.738
2008-02-29,1037.926
2008-03-31,963.539
2008-04-30,1005.188
2008-05-30,1068.13
2008-06-30,1052.314
2008-07-31,955.632
2008-08-29,936.09
2008-09-30,746.739
2008-10-31,526.915
2008-11-28,492.006
2008-12-31,509.85
2009-01-30,504.094
2009-02-27,470.741
2009-03-31,502.837
2009-04-30,580.3
2009-05-29,691.487
2009-06-30,660.911
2009-07-31,745.916
2009-08-31,761.609
2009-09-30,840.726
2009-10-30,826.792
2009-11-30,905.087
2009-12-31,948.868
2010-01-29,900.637
2010-02-26,956.124
2010-03-31,1022.753
2010-04-30,1053.297
2010-05-31,977.481
2010-06-30,939.275
2010-07-30,1010.093
2010-08-31,1018.46
2010-09-30,1119.403
2010-10-29,1182.587
2010-11-30,1211.524
2010-12-31,1323.105
2011-01-31,1316.474
2011-02-28,1393.561
2011-03-31,1402.496
2011-04-29,1435.629
2011-05-31,1398.068
2011-06-30,1341.816
2011-07-29,1362.761
2011-08-31,1288.541
2011-09-30,1078.438
2011-10-31,1225.862
2011-11-30,1194.982
2011-12-30,1159.929
2012-01-31,1241.437
2012-02-29,1285.287
2012-03-30,1220.978
2012-04-30,1223.599
2012-05-31,1088.906
2012-06-29,1104.289
2012-07-31,1139.907
2012-08-31,1189.303
2012-09-28,1249.241
2012-10-31,1237.419
2012-11-30,1213.07
2012-12-31,1231.074
2013-01-31,1238.559
2013-02-28,1196.336
2013-03-29,1227.986
2013-04-30,1213.315
2013-05-31,1194.019
2013-06-28,1118.796
2013-07-31,1190.895
2013-08-30,1173.477
2013-09-30,1217.693
2013-10-31,1241.423
2013-11-29,1208.77
2013-12-31,1231.644
2014-01-31,1198.481
2014-02-28,1266.372
2014-03-31,1274.739
2014-04-30,1322.706
2014-05-30,1325.443
2014-06-30,1428.312
2014-07-31,1387.676
2014-08-29,1435.087
2014-09-30,1301.139
2014-10-31,1216.56
2014-11-28,1196.44
2014-12-31,1170.921
2015-01-30,1074.076
2015-02-27,1135.713
2015-03-31,1085.898
2015-04-30,1184.381
2015-05-29,1130.167
2015-06-30,1089.676
2015-07-31,990.851
2015-08-31,938.752
2015-09-30,889.796
2015-10-30,947.837
2015-11-30,919.368
2015-12-31,859.664
2016-01-29,823.799
2016-02-29,897.687
2016-03-31,1001.005
2016-04-29,1114.701
2016-05-31,1075.273
2016-06-30,1119.44
2016-07-29,1171.595
2016-08-31,1144.401
2016-09-30,1164.278
2016-10-31,1127.169
2016-11-30,1136.749
2016-12-30,1143.313
2017-01-31,1196.841
2017-02-28,1168.463
2017-03-31,1185.483
2017-04-28,1162.707
2017-05-31,1161.247
2017-06-30,1194.021
2017-07-31,1230.028
2017-08-31,1240.025
2017-09-29,1266.497
2017-10-31,1252.536
2017-11-30,1261.383
2017-12-29,1322.477
2018-01-31,1335.765
2018-02-28,1239.487
2018-03-30,1234.826
2018-04-30,1275.203
2018-05-31,1305.09
2018-06-29,1305.759
2018-07-31,1300.812
2018-08-31,1274.447
2018-09-28,1269.772
2018-10-31,1148.346
2018-11-30,1112.455
2018-12-31,1043.733
2019-01-31,1178.977
2019-02-28,1220.326
2019-03-29,1216.122
2019-04-30,1216.944
2019-05-31,1173.788
2019-06-28,1272.107
2019-07-31,1279.803
2019-08-30,1270.928
2019-09-30,1263.854
2019-10-31,1265.64
2019-11-29,1298.587
2019-12-31,1368.596
2020-01-31,1330.17
2020-02-28,1205.474
2020-03-31,877.712
2020-04-30,1087.214
2020-05-29,1133.423
2020-06-30,1182.418
2020-07-31,1287.554
2020-08-31,1347.942
2020-09-30,1283.076
2020-10-30,1269.684
2020-11-30,1439.11
2020-12-31,1521.826
2021-01-29,1526.736
2021-02-26,1596.905
2021-03-31,1640.243
2021-04-30,1727.287
2021-05-31,1798.752
2021-06-30,1782.364
2021-07-30,1779.48
2021-08-31,1790.936
2021-09-30,1748.091
2021-10-29,1866.017
2021-11-30,1744.914
2021-12-31,1812.928
2022-01-31,1768.084
2022-02-28,1805.953
2022-03-31,1918.537
2022-04-29,1773.036
2022-05-31,1776.226
2022-06-30,1560.063
2022-07-29,1680.5
2022-08-31,1627.266
2022-09-30,1469.641
2022-10-31,1542.688
2022-11-30,1636.04
2022-12-30,1572.193
2023-01-31,1710.022
2023-02-28,1648.382
2023-03-31,1677.534
2023-04-28,1703.888
2023-05-31,1625.965
2023-06-30,1724.047
2023-07-31,1806.594
2023-08-31,1740.734
2023-09-29,1678.728
2023-10-31,1571.574
2023-11-30,1680.826
2023-12-29,1765.896
2024-01-31,1752.789
2024-02-29,1754.843
2024-03-29,1851.322
2024-04-30,1820.802
2024-05-31,1905.725
2024-06-28,1890.068
2024-07-31,1962.378
2024-08-30,1994.605
2024-09-30,2068.783
2024-10-31,2048.574
2024-11-29,2150.743
2024-12-31,2028.36
2025-01-31,2037.266
2025-02-28,2025.137
2025-03-31,2021.038
2025-04-30,2099.096
2025-05-30,2259.756
2025-06-30,2413.628
2025-07-31,2427.014
2025-08-29,2579.486
2025-09-30,2757.437
