Date,CANADA SMID CAP SMID (Small+Mid Cap)
1994-05-31,149.155
1994-06-30,140.055
1994-07-29,143.114
1994-08-31,146.246
1994-09-30,151.104
1994-10-31,148.028
1994-11-30,137.152
1994-12-30,138.543
1995-01-31,132.467
1995-02-28,137.58
1995-03-31,143.077
1995-04-28,148.593
1995-05-31,153.547
1995-06-30,155.823
1995-07-31,161.811
1995-08-31,160.92
1995-09-29,161.093
1995-10-31,157.221
1995-11-30,159.767
1995-12-29,162.058
1996-01-31,167.902
1996-02-29,170.889
1996-03-29,174.991
1996-04-30,182.09
1996-05-31,184.647
1996-06-28,177.147
1996-07-31,170.955
1996-08-30,181.593
1996-09-30,187.553
1996-10-31,198.763
1996-11-29,207.117
1996-12-31,205.187
1997-01-31,216.776
1997-02-28,221.185
1997-03-31,209.135
1997-04-30,208.409
1997-05-30,224.171
1997-06-30,228.206
1997-07-31,240.094
1997-08-29,238.073
1997-09-30,258.686
1997-10-31,245.094
1997-11-28,222.516
1997-12-31,226.42
1998-01-30,219.985
1998-02-27,238.809
1998-03-31,251.943
1998-04-30,253.178
1998-05-29,243.276
1998-06-30,233.214
1998-07-31,213.909
1998-08-31,167.241
1998-09-30,177.809
1998-10-30,186.107
1998-11-30,190.853
1998-12-31,196.187
1999-01-29,203.825
1999-02-26,195.343
1999-03-31,209.619
1999-04-30,236.222
1999-05-31,228.078
1999-06-30,233.479
1999-07-30,234.876
1999-08-31,237.481
1999-09-30,237.557
1999-10-29,233.351
1999-11-30,237.54
1999-12-31,265.892
2000-01-31,272.077
2000-02-29,304.477
2000-03-31,289.352
2000-04-28,285.426
2000-05-31,282.927
2000-06-30,293.698
2000-07-31,285.871
2000-08-31,313.106
2000-09-29,305.867
2000-10-31,287.939
2000-11-30,267.805
2000-12-29,287.748
2001-01-31,293.43
2001-02-28,278.243
2001-03-30,262.201
2001-04-30,285.659
2001-05-31,295.497
2001-06-29,289.9
2001-07-31,283.361
2001-08-31,272.775
2001-09-28,246.694
2001-10-31,251.274
2001-11-30,269.934
2001-12-31,282.734
2002-01-31,285.81
2002-02-28,287.785
2002-03-29,303.497
2002-04-30,305.125
2002-05-31,321.312
2002-06-28,301.569
2002-07-31,264.948
2002-08-30,271.322
2002-09-30,253.375
2002-10-31,260.122
2002-11-29,272.103
2002-12-31,274.136
2003-01-31,279.299
2003-02-28,279.398
2003-03-31,272.532
2003-04-30,290.898
2003-05-30,317.658
2003-06-30,329.504
2003-07-31,337.202
2003-08-29,359.21
2003-09-30,366.597
2003-10-31,396.912
2003-11-28,411.208
2003-12-31,436.69
2004-01-30,428.861
2004-02-27,440.354
2004-03-31,445.112
2004-04-30,411.584
2004-05-31,433.11
2004-06-30,446.109
2004-07-30,434.764
2004-08-31,433.627
2004-09-30,469.987
2004-10-29,489.655
2004-11-30,529.014
2004-12-31,539.234
2005-01-31,521.937
2005-02-28,560.803
2005-03-31,556.733
2005-04-29,512.911
2005-05-31,526.216
2005-06-30,546.84
2005-07-29,579.313
2005-08-31,605.896
2005-09-30,647.888
2005-10-31,604.103
2005-11-30,639.616
2005-12-30,677.865
2006-01-31,750.066
2006-02-28,734.104
2006-03-31,755.356
2006-04-28,813.742
2006-05-31,790.375
2006-06-30,761.309
2006-07-31,763.181
2006-08-31,794.377
2006-09-29,752.66
2006-10-31,798.507
2006-11-30,822.49
2006-12-29,819.652
2007-01-31,828.521
2007-02-28,844.651
2007-03-30,871.541
2007-04-30,930.811
2007-05-31,1000.0
2007-06-29,999.439
2007-07-31,989.893
2007-08-31,952.536
2007-09-28,1060.472
2007-10-31,1159.6
