Date,ITALY SMALL VALUE Small Cap
2002-03-07,269.959
2002-03-08,271.118
2002-03-11,272.349
2002-03-12,270.926
2002-03-13,273.651
2002-03-14,277.93
2002-03-15,278.792
2002-03-18,279.572
2002-03-19,282.678
2002-03-20,282.309
2002-03-21,282.367
2002-03-22,283.163
2002-03-25,283.305
2002-03-26,283.182
2002-03-27,282.963
2002-03-28,284.752
2002-03-29,284.773
2002-04-01,286.951
2002-04-02,286.338
2002-04-03,284.093
2002-04-04,282.941
2002-04-05,282.781
2002-04-08,278.911
2002-04-09,281.004
2002-04-10,283.619
2002-04-11,285.082
2002-04-12,284.781
2002-04-15,285.752
2002-04-16,288.977
2002-04-17,291.595
2002-04-18,291.569
2002-04-19,292.531
2002-04-22,292.179
2002-04-23,292.92
2002-04-24,296.007
2002-04-25,297.208
2002-04-26,297.113
2002-04-29,294.885
2002-04-30,293.976
2002-05-01,295.483
2002-05-02,293.679
2002-05-03,295.837
2002-05-06,295.776
2002-05-07,291.988
2002-05-08,293.818
2002-05-09,292.743
2002-05-10,293.762
2002-05-13,294.714
2002-05-14,293.37
2002-05-15,295.874
2002-05-16,296.758
2002-05-17,301.349
2002-05-20,300.165
2002-05-21,300.044
2002-05-22,300.793
2002-05-23,297.937
2002-05-24,298.582
2002-05-27,298.045
2002-05-28,301.879
2002-05-29,302.185
2002-05-30,301.088
2002-05-31,301.606
2002-06-03,300.374
2002-06-04,297.436
2002-06-05,298.035
2002-06-06,298.182
2002-06-07,295.731
2002-06-10,296.778
2002-06-11,300.994
2002-06-12,299.403
2002-06-13,296.048
2002-06-14,291.003
2002-06-17,292.794
2002-06-18,291.801
2002-06-19,289.773
2002-06-20,287.559
2002-06-21,290.364
2002-06-24,287.218
2002-06-25,284.183
2002-06-26,285.499
2002-06-27,288.587
2002-06-28,292.354
2002-07-01,294.441
2002-07-02,288.646
2002-07-03,283.339
2002-07-04,280.32
2002-07-05,284.127
2002-07-08,289.032
2002-07-09,290.565
2002-07-10,286.371
2002-07-11,282.904
2002-07-12,279.549
2002-07-15,274.018
2002-07-16,275.801
2002-07-17,279.443
2002-07-18,282.353
2002-07-19,279.332
2002-07-22,272.365
2002-07-23,264.997
2002-07-24,259.447
2002-07-25,261.911
2002-07-26,260.207
2002-07-29,265.371
2002-07-30,268.996
2002-07-31,269.725
2002-08-01,269.523
2002-08-02,265.063
2002-08-05,261.577
2002-08-06,258.708
2002-08-07,260.712
2002-08-08,263.791
2002-08-09,266.48
2002-08-12,265.454
2002-08-13,265.762
2002-08-14,266.794
2002-08-15,264.806
2002-08-16,270.071
2002-08-19,272.211
2002-08-20,271.199
2002-08-21,275.032
2002-08-22,275.35
2002-08-23,274.901
2002-08-26,275.62
2002-08-27,281.122
2002-08-28,276.491
2002-08-29,273.427
2002-08-30,272.599
2002-09-02,272.457
2002-09-03,269.139
2002-09-04,267.357
2002-09-05,263.575
2002-09-06,264.471
2002-09-09,261.829
2002-09-10,264.515
2002-09-11,266.655
2002-09-12,263.081
2002-09-13,261.659
2002-09-16,261.249
2002-09-17,261.455
2002-09-18,258.112
2002-09-19,257.505
2002-09-20,257.967
2002-09-23,247.435
2002-09-24,242.414
2002-09-25,243.575
2002-09-26,246.317
2002-09-27,247.141
2002-09-30,241.846
2002-10-01,242.625
2002-10-02,245.279
2002-10-03,241.969
2002-10-04,236.437
2002-10-07,235.388
2002-10-08,232.315
2002-10-09,230.381
2002-10-10,232.731
2002-10-11,239.278
2002-10-14,238.198
2002-10-15,246.354
2002-10-16,245.035
2002-10-17,247.959
2002-10-18,248.123
2002-10-21,248.628
2002-10-22,250.267
2002-10-23,247.023
2002-10-24,247.772
2002-10-25,246.83
2002-10-28,249.644
2002-10-29,245.518
2002-10-30,249.551
2002-10-31,254.134
2002-11-01,256.846
2002-11-04,261.323
2002-11-05,263.897
2002-11-06,259.394
2002-11-07,256.02
2002-11-08,255.67
2002-11-11,251.917
2002-11-12,254.619
2002-11-13,253.531
2002-11-14,256.204
2002-11-15,255.51
2002-11-18,257.497
2002-11-19,257.785
2002-11-20,256.287
2002-11-21,261.084
2002-11-22,260.191
2002-11-25,258.386
2002-11-26,257.491
2002-11-27,261.436
2002-11-28,266.496
2002-11-29,267.696
2002-12-02,268.28
2002-12-03,263.227
2002-12-04,265.927
2002-12-05,262.404
2002-12-06,262.811
2002-12-09,259.104
2002-12-10,259.764
2002-12-11,263.225
2002-12-12,262.422
2002-12-13,260.659
2002-12-16,262.205
2002-12-17,265.592
2002-12-18,262.197
2002-12-19,258.695
2002-12-20,261.423
2002-12-23,260.772
2002-12-24,261.852
2002-12-25,261.852
2002-12-26,262.512
2002-12-27,262.764
2002-12-30,263.017
2002-12-31,264.048
2003-01-01,264.048
2003-01-02,266.277
2003-01-03,268.765
2003-01-06,272.376
2003-01-07,268.239
2003-01-08,264.552
2003-01-09,269.491
2003-01-10,271.092
2003-01-13,271.773
2003-01-14,273.81
2003-01-15,271.973
2003-01-16,271.014
2003-01-17,267.412
2003-01-20,267.078
2003-01-21,264.928
2003-01-22,262.611
2003-01-23,264.097
2003-01-24,264.12
2003-01-27,260.673
2003-01-28,259.969
2003-01-29,259.224
2003-01-30,258.86
2003-01-31,259.24
2003-02-03,263.034
2003-02-04,261.372
2003-02-05,261.346
2003-02-06,259.239
2003-02-07,259.444
2003-02-10,254.684
2003-02-11,256.361
2003-02-12,254.381
2003-02-13,255.813
2003-02-14,256.043
2003-02-17,257.543
2003-02-18,259.372
2003-02-19,258.795
2003-02-20,260.079
2003-02-21,260.555
2003-02-24,258.331
2003-02-25,254.101
2003-02-26,255.086
2003-02-27,254.698
2003-02-28,258.699
2003-03-03,261.544
2003-03-04,259.562
2003-03-05,261.354
2003-03-06,258.237
2003-03-07,255.815
2003-03-10,253.575
2003-03-11,252.396
2003-03-12,246.12
2003-03-13,247.822
2003-03-14,251.544
2003-03-17,250.81
2003-03-18,250.704
2003-03-19,252.867
2003-03-20,251.777
2003-03-21,255.376
2003-03-24,253.058
2003-03-25,255.456
2003-03-26,257.346
2003-03-27,255.532
2003-03-28,256.329
2003-03-31,256.819
2003-04-01,257.588
2003-04-02,259.27
2003-04-03,261.425
2003-04-04,262.287
2003-04-07,265.158
2003-04-08,266.233
2003-04-09,265.481
2003-04-10,269.564
2003-04-11,269.472
2003-04-14,271.052
2003-04-15,273.62
2003-04-16,274.696
2003-04-17,276.606
2003-04-18,276.606
2003-04-21,275.413
2003-04-22,279.612
2003-04-23,282.462
2003-04-24,283.791
2003-04-25,282.621
2003-04-28,284.834
2003-04-29,287.614
2003-04-30,292.501
2003-05-01,295.188
2003-05-02,294.548
2003-05-05,297.376
2003-05-06,301.438
2003-05-07,303.144
2003-05-08,302.072
2003-05-09,301.457
2003-05-12,303.086
2003-05-13,302.456
2003-05-14,303.881
2003-05-15,303.56
2003-05-16,306.504
2003-05-19,302.575
2003-05-20,300.787
2003-05-21,297.73
2003-05-22,301.675
2003-05-23,303.922
2003-05-26,306.176
2003-05-27,308.07
2003-05-28,307.949
2003-05-29,311.925
2003-05-30,315.982
2003-06-02,315.542
2003-06-03,313.007
2003-06-04,313.056
2003-06-05,318.743
2003-06-06,318.659
2003-06-09,317.584
2003-06-10,316.333
2003-06-11,321.72
2003-06-12,321.306
2003-06-13,322.266
2003-06-16,326.795
2003-06-17,326.131
2003-06-18,324.655
2003-06-19,322.867
2003-06-20,321.554
2003-06-23,316.766
2003-06-24,316.002
2003-06-25,319.546
2003-06-26,315.892
2003-06-27,314.774
2003-06-30,315.347
2003-07-01,313.743
2003-07-02,314.766
2003-07-03,314.969
2003-07-04,313.259
2003-07-07,313.447
2003-07-08,313.22
2003-07-09,314.082
2003-07-10,313.057
2003-07-11,312.123
2003-07-14,313.759
2003-07-15,311.355
2003-07-16,312.521
2003-07-17,310.924
2003-07-18,314.012
2003-07-21,315.581
2003-07-22,315.869
2003-07-23,318.245
2003-07-24,321.329
2003-07-25,321.483
2003-07-28,321.711
2003-07-29,320.691
2003-07-30,317.999
2003-07-31,316.374
2003-08-01,315.728
2003-08-04,317.764
2003-08-05,318.947
2003-08-06,317.974
2003-08-07,318.072
2003-08-08,316.55
2003-08-11,316.619
2003-08-12,317.23
2003-08-13,318.186
2003-08-14,319.024
2003-08-15,318.797
2003-08-18,318.793
2003-08-19,319.821
2003-08-20,320.922
2003-08-21,319.528
2003-08-22,318.085
2003-08-25,316.781
2003-08-26,316.502
2003-08-27,319.319
2003-08-28,320.878
2003-08-29,322.052
2003-09-01,325.432
2003-09-02,322.774
2003-09-03,326.158
2003-09-04,327.123
2003-09-05,330.936
2003-09-08,334.143
2003-09-09,334.312
2003-09-10,332.131
2003-09-11,332.657
2003-09-12,336.945
2003-09-15,339.085
2003-09-16,338.645
2003-09-17,341.113
2003-09-18,343.226
2003-09-19,345.94
2003-09-22,344.156
2003-09-23,346.295
2003-09-24,346.683
2003-09-25,347.357
2003-09-26,344.151
2003-09-29,346.46
2003-09-30,345.314
2003-10-01,349.279
2003-10-02,348.011
2003-10-03,350.209
2003-10-06,351.316
2003-10-07,352.99
2003-10-08,355.269
2003-10-09,355.297
2003-10-10,356.689
2003-10-13,356.083
2003-10-14,356.993
2003-10-15,359.062
2003-10-16,360.022
2003-10-17,356.846
2003-10-20,357.54
2003-10-21,361.552
2003-10-22,362.005
2003-10-23,359.403
2003-10-24,361.471
2003-10-27,362.227
2003-10-28,360.434
2003-10-29,362.508
2003-10-30,362.969
2003-10-31,362.865
2003-11-03,361.72
2003-11-04,361.717
2003-11-05,359.885
2003-11-06,358.669
2003-11-07,363.045
2003-11-10,364.286
2003-11-11,360.883
2003-11-12,365.817
2003-11-13,370.86
2003-11-14,371.462
2003-11-17,368.133
2003-11-18,373.568
2003-11-19,374.038
2003-11-20,371.664
2003-11-21,373.405
2003-11-24,373.506
2003-11-25,376.604
2003-11-26,381.536
2003-11-27,388.497
2003-11-28,393.9
2003-12-01,395.959
2003-12-02,399.843
2003-12-03,403.399
2003-12-04,406.087
2003-12-05,406.674
2003-12-08,408.117
2003-12-09,405.234
2003-12-10,401.284
2003-12-11,392.447
2003-12-12,392.115
2003-12-15,396.155
2003-12-16,399.514
2003-12-17,401.463
2003-12-18,400.519
2003-12-19,390.208
2003-12-22,383.259
2003-12-23,385.41
2003-12-24,386.497
2003-12-25,386.497
2003-12-26,386.341
2003-12-29,390.792
2003-12-30,395.232
2003-12-31,397.849
2004-01-01,397.849
2004-01-02,399.667
2004-01-05,407.264
2004-01-06,411.715
2004-01-07,403.239
2004-01-08,404.614
2004-01-09,408.431
2004-01-12,405.898
2004-01-13,404.617
2004-01-14,403.43
2004-01-15,402.542
2004-01-16,397.071
2004-01-19,400.371
2004-01-20,404.811
2004-01-21,405.308
2004-01-22,406.712
2004-01-23,406.784
2004-01-26,402.168
2004-01-27,409.05
2004-01-28,409.102
2004-01-29,401.067
2004-01-30,402.582
2004-02-02,403.471
2004-02-03,405.15
2004-02-04,405.06
2004-02-05,405.34
2004-02-06,411.582
2004-02-09,411.995
2004-02-10,413.589
2004-02-11,411.663
2004-02-12,416.311
2004-02-13,412.833
2004-02-16,413.123
2004-02-17,416.013
2004-02-18,416.83
2004-02-19,414.144
2004-02-20,409.54
2004-02-23,410.012
2004-02-24,411.426
2004-02-25,408.963
2004-02-26,405.263
2004-02-27,409.456
2004-03-01,409.329
2004-03-02,406.263
2004-03-03,402.78
2004-03-04,404.884
2004-03-05,413.574
2004-03-08,412.5
2004-03-09,412.07
2004-03-10,405.816
2004-03-11,400.252
2004-03-12,397.146
2004-03-15,390.18
2004-03-16,394.904
2004-03-17,392.847
2004-03-18,396.889
2004-03-19,392.726
2004-03-22,387.339
2004-03-23,387.447
2004-03-24,384.704
2004-03-25,389.375
2004-03-26,387.736
2004-03-29,392.366
2004-03-30,393.525
2004-03-31,398.04
2004-04-01,402.15
2004-04-02,398.082
2004-04-05,394.405
2004-04-06,394.836
2004-04-07,400.937
2004-04-08,400.72
2004-04-09,400.72
2004-04-12,399.594
2004-04-13,396.518
2004-04-14,395.703
2004-04-15,396.48
2004-04-16,399.733
2004-04-19,401.654
2004-04-20,402.994
2004-04-21,400.68
2004-04-22,402.029
2004-04-23,402.607
2004-04-26,404.569
2004-04-27,407.812
2004-04-28,403.207
2004-04-29,404.214
2004-04-30,405.285
2004-05-03,405.391
2004-05-04,408.199
2004-05-05,410.276
2004-05-06,403.95
2004-05-07,398.869
2004-05-10,389.279
2004-05-11,391.298
2004-05-12,390.459
2004-05-13,392.345
2004-05-14,393.189
2004-05-17,391.505
2004-05-18,393.271
2004-05-19,402.67
2004-05-20,397.56
2004-05-21,400.9
2004-05-24,402.418
2004-05-25,405.641
2004-05-26,410.765
2004-05-27,417.344
2004-05-28,416.5
2004-05-31,414.586
2004-06-01,413.497
2004-06-02,418.368
2004-06-03,415.334
2004-06-04,417.739
2004-06-07,421.64
2004-06-08,421.411
2004-06-09,414.819
2004-06-10,416.177
2004-06-11,413.372
2004-06-14,414.424
2004-06-15,417.219
2004-06-16,415.725
2004-06-17,415.927
2004-06-18,418.951
2004-06-21,419.604
2004-06-22,419.914
2004-06-23,420.714
2004-06-24,425.768
2004-06-25,426.832
2004-06-28,431.572
2004-06-29,427.802
2004-06-30,431.614
2004-07-01,431.129
2004-07-02,435.07
2004-07-05,432.092
2004-07-06,429.404
2004-07-07,433.153
2004-07-08,434.395
2004-07-09,433.197
2004-07-12,432.94
2004-07-13,430.855
2004-07-14,432.486
2004-07-15,430.314
2004-07-16,433.853
2004-07-19,431.894
2004-07-20,430.382
2004-07-21,425.946
2004-07-22,423.821
2004-07-23,419.664
2004-07-26,419.078
2004-07-27,416.708
2004-07-28,415.178
2004-07-29,420.287
2004-07-30,420.597
2004-08-02,420.28
2004-08-03,422.35
2004-08-04,419.112
2004-08-05,420.078
2004-08-06,422.104
2004-08-09,417.539
2004-08-10,421.718
2004-08-11,415.932
2004-08-12,415.959
2004-08-13,420.188
2004-08-16,422.333
2004-08-17,423.0
2004-08-18,420.849
2004-08-19,424.773
2004-08-20,422.963
2004-08-23,422.514
2004-08-24,420.727
2004-08-25,419.576
2004-08-26,420.388
2004-08-27,418.29
2004-08-30,419.26
2004-08-31,422.18
2004-09-01,423.92
2004-09-02,426.722
2004-09-03,425.225
2004-09-06,426.279
2004-09-07,425.529
2004-09-08,427.852
2004-09-09,429.272
2004-09-10,436.88
2004-09-13,437.379
2004-09-14,439.342
2004-09-15,436.168
2004-09-16,438.173
2004-09-17,441.448
2004-09-20,440.163
2004-09-21,446.328
2004-09-22,445.184
2004-09-23,446.593
2004-09-24,446.943
2004-09-27,446.258
2004-09-28,448.227
2004-09-29,451.018
2004-09-30,454.49
2004-10-01,456.917
2004-10-04,454.019
2004-10-05,456.097
2004-10-06,456.314
2004-10-07,455.829
2004-10-08,462.171
2004-10-11,460.125
2004-10-12,454.998
2004-10-13,455.234
2004-10-14,459.088
2004-10-15,462.548
2004-10-18,462.181
2004-10-19,462.632
2004-10-20,464.377
2004-10-21,464.797
2004-10-22,467.069
2004-10-25,469.161
2004-10-26,470.505
2004-10-27,474.469
2004-10-28,474.835
2004-10-29,476.302
2004-11-01,479.069
2004-11-02,479.045
2004-11-03,482.674
2004-11-04,485.143
2004-11-05,488.456
2004-11-08,487.982
2004-11-09,485.746
2004-11-10,488.664
2004-11-11,489.336
2004-11-12,493.1
2004-11-15,492.251
2004-11-16,490.884
2004-11-17,495.733
2004-11-18,496.816
2004-11-19,498.278
2004-11-22,496.533
2004-11-23,498.796
2004-11-24,500.21
2004-11-25,504.92
2004-11-26,506.658
2004-11-29,508.438
2004-11-30,509.064
2004-12-01,511.763
2004-12-02,512.722
2004-12-03,518.659
2004-12-06,521.017
2004-12-07,524.496
2004-12-08,518.584
2004-12-09,516.944
2004-12-10,518.286
2004-12-13,523.557
2004-12-14,526.14
2004-12-15,532.765
2004-12-16,529.246
2004-12-17,527.81
2004-12-20,536.351
2004-12-21,537.6
2004-12-22,540.445
2004-12-23,546.353
2004-12-24,547.769
2004-12-27,552.321
2004-12-28,553.691
2004-12-29,553.002
2004-12-30,556.008
2004-12-31,554.478
2005-01-03,553.168
2005-01-04,548.246
2005-01-05,545.883
2005-01-06,544.922
2005-01-07,544.07
2005-01-10,546.012
2005-01-11,542.208
2005-01-12,548.607
2005-01-13,550.058
2005-01-14,548.595
2005-01-17,550.005
2005-01-18,548.195
2005-01-19,551.371
2005-01-20,550.824
2005-01-21,553.738
2005-01-24,553.825
2005-01-25,555.196
2005-01-26,560.827
2005-01-27,558.465
2005-01-28,556.772
2005-01-31,564.744
2005-02-01,563.974
2005-02-02,567.583
2005-02-03,565.923
2005-02-04,568.653
2005-02-07,568.057
2005-02-08,566.461
2005-02-09,569.091
2005-02-10,572.286
2005-02-11,572.231
2005-02-14,577.016
2005-02-15,577.751
2005-02-16,574.782
2005-02-17,579.533
2005-02-18,576.592
2005-02-21,566.594
2005-02-22,564.617
2005-02-23,562.322
2005-02-24,564.517
2005-02-25,571.894
2005-02-28,576.84
2005-03-01,576.751
2005-03-02,569.913
2005-03-03,570.236
2005-03-04,578.423
2005-03-07,576.27
2005-03-08,579.561
2005-03-09,582.715
2005-03-10,580.93
2005-03-11,584.584
2005-03-14,577.736
2005-03-15,580.182
2005-03-16,581.372
2005-03-17,576.155
2005-03-18,575.353
2005-03-21,571.864
2005-03-22,572.763
2005-03-23,561.548
2005-03-24,561.999
2005-03-25,561.999
2005-03-28,558.055
2005-03-29,558.83
2005-03-30,561.2
2005-03-31,566.744
2005-04-01,567.446
2005-04-04,562.453
2005-04-05,566.242
2005-04-06,571.383
2005-04-07,572.542
2005-04-08,573.374
2005-04-11,579.534
2005-04-12,574.752
2005-04-13,576.406
2005-04-14,571.525
2005-04-15,565.894
2005-04-18,560.921
2005-04-19,562.573
2005-04-20,564.511
2005-04-21,566.751
2005-04-22,570.435
2005-04-25,568.392
2005-04-26,566.897
2005-04-27,559.335
2005-04-28,556.265
2005-04-29,560.817
2005-05-02,560.063
2005-05-03,561.031
2005-05-04,569.957
2005-05-05,570.284
2005-05-06,567.866
2005-05-09,570.539
2005-05-10,574.869
2005-05-11,575.1
2005-05-12,573.946
2005-05-13,568.476
2005-05-16,567.338
2005-05-17,565.607
2005-05-18,570.897
2005-05-19,571.589
2005-05-20,567.392
2005-05-23,572.253
2005-05-24,571.303
2005-05-25,572.957
2005-05-26,572.107
2005-05-27,572.261
2005-05-30,570.31
2005-05-31,566.916
2005-06-01,566.756
2005-06-02,570.867
2005-06-03,568.904
2005-06-06,567.711
2005-06-07,570.488
2005-06-08,573.469
2005-06-09,568.518
2005-06-10,566.73
2005-06-13,565.332
2005-06-14,564.699
2005-06-15,567.66
2005-06-16,569.094
2005-06-17,576.643
2005-06-20,571.27
2005-06-21,572.88
2005-06-22,571.223
2005-06-23,570.81
2005-06-24,568.769
2005-06-27,568.261
2005-06-28,566.222
2005-06-29,567.214
2005-06-30,568.368
2005-07-01,564.617
2005-07-04,563.005
2005-07-05,562.184
2005-07-06,566.692
2005-07-07,559.813
2005-07-08,565.529
2005-07-11,574.946
2005-07-12,580.094
2005-07-13,578.926
2005-07-14,581.812
2005-07-15,575.942
2005-07-18,575.568
2005-07-19,574.513
2005-07-20,574.502
2005-07-21,583.588
2005-07-22,587.002
2005-07-25,582.611
2005-07-26,580.474
2005-07-27,582.983
2005-07-28,585.268
2005-07-29,588.33
2005-08-01,589.679
2005-08-02,590.889
2005-08-03,597.473
2005-08-04,598.607
2005-08-05,596.642
2005-08-08,600.722
2005-08-09,601.191
2005-08-10,604.88
2005-08-11,606.53
2005-08-12,604.503
2005-08-15,601.27
2005-08-16,599.451
2005-08-17,595.065
2005-08-18,586.359
2005-08-19,588.549
2005-08-22,596.543
2005-08-23,593.669
2005-08-24,596.844
2005-08-25,596.167
2005-08-26,596.069
2005-08-29,592.36
2005-08-30,590.051
2005-08-31,601.918
2005-09-01,612.9
2005-09-02,615.675
2005-09-05,615.689
2005-09-06,618.802
2005-09-07,620.552
2005-09-08,620.014
2005-09-09,621.925
2005-09-12,618.614
2005-09-13,616.445
2005-09-14,620.937
2005-09-15,613.852
2005-09-16,616.377
2005-09-19,608.726
2005-09-20,612.551
2005-09-21,613.501
2005-09-22,607.581
2005-09-23,603.84
2005-09-26,606.337
2005-09-27,605.886
2005-09-28,608.088
2005-09-29,605.886
2005-09-30,610.34
2005-10-03,605.753
2005-10-04,610.008
2005-10-05,606.206
2005-10-06,608.878
2005-10-07,605.17
2005-10-10,601.143
2005-10-11,597.594
2005-10-12,596.07
2005-10-13,583.572
2005-10-14,591.255
2005-10-17,589.17
2005-10-18,578.631
2005-10-19,556.668
2005-10-20,560.262
2005-10-21,558.728
2005-10-24,565.347
2005-10-25,570.069
2005-10-26,569.071
2005-10-27,562.587
2005-10-28,560.559
2005-10-31,560.351
2005-11-01,565.907
2005-11-02,572.639
2005-11-03,578.691
2005-11-04,569.172
2005-11-07,569.589
2005-11-08,566.491
2005-11-09,564.466
