Date,DENMARK LARGE CAP Large Cap
2014-09-30,1736.923
2014-10-31,1670.593
2014-11-28,1661.18
2014-12-31,1551.367
2015-01-30,1587.612
2015-02-27,1712.161
2015-03-31,1853.478
2015-04-30,1949.585
2015-05-29,1917.857
2015-06-30,1861.608
2015-07-31,1970.849
2015-08-31,1866.678
2015-09-30,1804.289
2015-10-30,1780.324
2015-11-30,1832.657
2015-12-31,1883.871
2016-01-29,1803.188
2016-02-29,1735.551
2016-03-31,1842.186
2016-04-29,1894.662
2016-05-31,1881.068
2016-06-30,1806.514
2016-07-29,1912.565
2016-08-31,1717.373
2016-09-30,1598.653
2016-10-31,1468.124
2016-11-30,1374.987
2016-12-30,1477.171
2017-01-31,1516.168
2017-02-28,1500.074
2017-03-31,1534.316
2017-04-28,1678.272
2017-05-31,1810.232
2017-06-30,1830.768
2017-07-31,1876.101
2017-08-31,1975.402
2017-09-29,1975.623
2017-10-31,2016.074
2017-11-30,2034.203
2017-12-29,2087.721
2018-01-31,2186.413
2018-02-28,2069.631
2018-03-30,2007.322
2018-04-30,1955.687
2018-05-31,1927.099
2018-06-29,1875.491
2018-07-31,1975.098
2018-08-31,1987.131
2018-09-28,1897.693
2018-10-31,1699.834
2018-11-30,1800.947
2018-12-31,1758.228
2019-01-31,1803.082
2019-02-28,1892.734
2019-03-29,1997.455
2019-04-30,1949.079
2019-05-31,1875.208
2019-06-28,2012.632
2019-07-31,1956.502
2019-08-30,2051.291
2019-09-30,2047.391
2019-10-31,2119.941
2019-11-29,2177.268
2019-12-31,2294.304
2020-01-31,2350.445
2020-02-28,2216.306
2020-03-31,2228.764
2020-04-30,2375.726
2020-05-29,2470.463
2020-06-30,2505.725
2020-07-31,2697.961
2020-08-31,2779.478
2020-09-30,2829.281
2020-10-30,2739.939
2020-11-30,2939.41
2020-12-31,3161.71
2021-01-29,3023.728
2021-02-26,3030.687
2021-03-31,3066.177
2021-04-30,3263.931
2021-05-31,3423.07
2021-06-30,3490.859
2021-07-30,3680.04
2021-08-31,3889.238
2021-09-30,3700.951
2021-10-29,4001.303
2021-11-30,3768.557
2021-12-31,3978.797
2022-01-31,3510.174
2022-02-28,3627.267
2022-03-31,3809.522
2022-04-29,3703.571
2022-05-31,3581.992
2022-06-30,3399.265
2022-07-29,3701.661
2022-08-31,3408.318
2022-09-30,3010.638
2022-10-31,3263.372
2022-11-30,3650.484
2022-12-30,3925.618
2023-01-31,3972.654
2023-02-28,4079.245
2023-03-31,4462.66
2023-04-28,4644.356
2023-05-31,4469.717
2023-06-30,4530.672
2023-07-31,4549.625
2023-08-31,4825.273
2023-09-29,4679.588
2023-10-31,4669.779
2023-11-30,4993.968
2023-12-29,5185.204
2024-01-31,5483.744
2024-02-29,5651.248
2024-03-29,6010.499
2024-04-30,5996.179
2024-05-31,6273.93
2024-06-28,6502.505
2024-07-31,6199.813
2024-08-30,6442.8
2024-09-30,5751.568
2024-10-31,5404.129
2024-11-29,5209.06
2024-12-31,4413.638
2025-01-31,4308.663
2025-02-28,4566.283
2025-03-31,3755.472
2025-04-30,3768.984
2025-05-30,3944.651
2025-06-30,3965.413
2025-07-31,3080.517
2025-08-29,3421.813
2025-09-30,3248.733
2025-10-31,3076.868
2025-11-28,3149.251
